HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PTERNHLY
967091906059560,91001,1,201403,62,23.00
199890045500650,91002,2,201403,21,8.00
010339005909967,91001,2,201403,66,11.82
095941307097925,93001,1,201403,40,25.00
805904620896449,91001,1,201403,27,8.75
805904620896449,91001,2,201403,27,18.00
930069933059520,91001,2,201403,36,10.50
104021107035001,93001,2,201403,50,10.00
110009954572582,93001,1,201403,34,8.00
400969210679109,93001,2,201403,63,12.00
510009940164334,91001,2,201403,43,17.00
510009940164334,91001,3,201403,16,8.25
190965404034013,91001,1,201403,53,20.00
190965404034013,91001,2,201403,24,11.00
400349550129103,91001,1,201403,74,11.50
020860254230051,91001,1,201403,55,10.00
020860254230051,91001,4,201403,18,7.50
101900671894241,93001,3,201403,28,20.00
101900671894241,93001,4,201403,31,17.00
177240461700951,91001,2,201403,60,10.10
501908961596282,93001,4,201403,26,10.00
305003261103052,91001,1,201403,41,9.50
305003261103052,91001,2,201403,27,10.00
963072712159540,91001,1,201403,36,22.00
470725093215169,91001,1,201403,47,12.00
198925106045298,91001,1,201403,28,15.55
621807045908098,91001,1,201403,55,16.80
011169419200806,93001,1,201403,44,15.50
621547041003300,93001,1,201403,47,17.00
921237035908699,91001,3,201403,26,15.00
921237035908699,91001,4,201403,30,15.00
201907971898702,93001,1,201403,50,13.50
321388061905998,93001,1,201403,61,12.00
016501120970897,93001,1,201403,51,17.50
957062700119180,93001,1,201403,68,18.75
904092768159200,91001,1,201403,53,8.00
220510566420011,93001,1,201403,26,15.00
942549810809105,93001,2,201403,43,7.00
279050986500951,91001,1,201403,42,20.20
279050986500951,91001,2,201403,50,15.00
510209970526363,91001,1,201403,30,17.50
953022908159960,91001,3,201403,25,8.00
982929510266104,93001,1,201403,54,17.00
027791130973190,93001,1,201403,35,15.00
601906881898193,93001,2,201403,20,7.50
110309919688886,93001,1,201403,53,21.90
783469710209105,93001,2,201403,29,9.35
002601530997690,91001,1,201403,37,20.22
214190759300552,93001,1,201403,23,10.00
195901207054325,93001,2,201403,25,27.50
983639150039100,91001,1,201403,32,18.00
199610904480952,91001,2,201403,47,8.00
199980530650912,93001,1,201403,44,16.00
199150501700952,91001,1,201403,55,12.47
179600373840612,93001,1,201403,50,15.00
179600373840612,93001,4,201403,16,6.00
812743065908360,91001,1,201403,54,26.00
105001482105401,91001,1,201403,71,50.00
199130029580612,93001,2,201403,44,13.35
299270571890912,93001,1,201403,29,10.00
936082930259500,91002,1,201403,18,12.75
305905602894182,91001,2,201403,49,10.00
293991205015238,93001,2,201403,24,15.00
992329350559201,91002,1,201403,58,9.50
291915302048318,91001,1,201403,37,11.00
291915302048318,91001,2,201403,42,11.26
904239750269204,91001,1,201403,35,35.00
904239750269204,91001,2,201403,32,15.00
295931105097485,93001,1,201403,45,17.00
295931105097485,93001,2,201403,26,17.00
105909782695274,91001,1,201403,36,12.00
105909782695274,91001,2,201403,52,10.00
105909782695274,91001,3,201403,31,11.00
105909782695274,91001,4,201403,29,11.00
520409927978561,91001,1,201403,44,15.00
520409927978561,91001,2,201403,36,12.00
520509943145833,91001,1,201403,57,26.00
297915709013568,91001,1,201403,38,11.00
933078940259410,91002,1,201403,23,10.00
933078940259410,91002,3,201403,19,18.00
930063933359520,91001,1,201403,60,22.35
930063933359520,91001,2,201403,54,9.70
533512055908290,91001,1,201403,45,61.00
533512055908290,91001,2,201403,16,7.35
012843130691193,93001,1,201403,47,39.89
012843130691193,93001,2,201403,21,7.50
974559450229305,91001,1,201403,39,12.00
130409924593062,93001,2,201403,31,9.25
530409962907956,91001,2,201403,59,43.00
130409960219686,93001,1,201403,41,10.00
944309550709308,91001,1,201403,46,7.35
160942099331279,93001,1,201403,42,13.50
993054715359140,91001,1,201403,46,28.00
011743540994895,91002,1,201403,32,15.00
074123140997698,93001,2,201403,57,14.00
028343140970995,93001,1,201403,40,10.00
392995508043408,91001,1,201403,47,20.00
392995508043408,91001,2,201403,18,10.00
559397599400899,91001,1,201403,51,15.00
994589350329300,91001,1,201403,47,8.50
998056906359810,91001,2,201403,59,16.00
041163560996399,91001,2,201403,52,10.21
011395569600693,93001,1,201403,22,12.00
130600000828215,93001,2,201403,27,30.00
926028510499306,93001,3,201403,31,13.00
391925307022650,91001,1,201403,59,13.33
163129061905593,93001,1,201403,68,28.76
163129061905593,93001,2,201403,70,12.00
396985905059651,91001,1,201403,27,20.00
952056931359390,91001,1,201403,78,14.00
048833160994890,93001,1,201403,21,8.00
048833160994890,93001,2,201403,22,8.25
130609940988116,93001,1,201403,30,16.00
063998061903095,93001,1,201403,53,30.00
063998061903095,93001,2,201403,47,10.35
530609933405353,91001,2,201403,44,11.00
163214075908391,91261,2,201403,55,20.20
305901213894716,91001,1,201403,51,23.00
305901213894716,91001,2,201403,51,14.00
649250717140953,91001,2,201403,61,27.00
763743045906094,91001,3,201403,24,14.12
805908833897126,91001,2,201403,25,15.00
300031404076751,93001,2,201403,42,16.59
720070680150013,93001,1,201403,27,8.50
720070680150013,93001,2,201403,24,7.50
071063170025800,93001,1,201403,27,13.50
907349050179306,91001,1,201403,64,15.23
773187065908296,91001,1,201403,47,11.50
993017948359760,91001,1,201403,37,8.00
992039779319280,93001,1,201403,66,12.00
