"Page: 89  March 12, 2015"
""
"L.114 Credit Unions"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Credit unions; total financial assets","     875.7","     928.5","     970.8","    1003.3","    1062.5","     997.2","    1003.3","    1040.4","    1044.3","    1051.2","    1062.5","    1",
"Credit unions; depository institution reserves; asset","      41.5","      52.6","      53.8","      48.1","      45.7","      46.4","      48.1","      62.0","      47.5","      39.0","      45.7","    2",
"Credit unions; federal funds and security repurchase agreements held by Corporate Credit Unions (net of liabilities before 2002:Q4); asset","       0.0","      15.9","       9.7","       0.1","       0.0","       0.1","       0.1","       0.2","       0.1","       0.0","       0.0","    3",
"Credit unions; credit market instruments; asset","     758.6","     796.2","     842.3","     891.8","     954.7","     886.7","     891.8","     903.8","     926.3","     945.2","     954.7","    4",
"Credit unions; commercial paper held by Corporate Credit Unions; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    5",
"Credit unions; Treasury securities; asset","      20.1","      17.6","      19.3","      19.1","      26.2","      19.6","      19.1","      20.4","      21.3","      26.2","      26.2","    6",
"Credit unions; agency- and GSE-backed securities; asset","     151.5","     182.1","     197.0","     199.2","     187.4","     206.0","     199.2","     202.0","     201.0","     193.6","     187.4","    7",
"Credit unions; municipal securities and loans, excluding Corporate Credit Unions; asset","       0.0","       3.2","       4.2","       4.6","       3.8","       5.4","       4.6","       4.5","       4.9","       5.0","       3.8","    8",
"Credit unions; corporate and foreign bonds; asset","       6.6","       6.3","       6.7","       8.9","       9.9","       8.6","       8.9","       9.5","       9.6","       8.8","       9.9","    9",
"Credit unions; depository institution loans n.e.c.; asset","      36.9","      43.5","      43.6","      48.7","      53.6","      44.9","      48.7","      47.9","      48.9","      52.4","      53.6","   10",
"Credit unions; home mortgages; asset","     317.0","     320.5","     327.8","     345.9","     371.8","     340.4","     345.9","     350.4","     357.2","     366.5","     371.8","   11",
"Credit unions; consumer credit; asset","     226.5","     223.0","     243.6","     265.6","     302.1","     261.9","     265.6","     269.2","     283.5","     292.7","     302.1","   12",
"Credit unions; mutual fund shares; asset","       1.5","       1.9","       2.3","       2.2","       2.1","       2.2","       2.2","       2.2","       2.1","       2.1","       2.1","   13",
"Credit unions; total miscellaneous assets","      74.1","      61.9","      62.7","      61.1","      60.0","      61.8","      61.1","      72.2","      68.3","      65.0","      60.0","   14",
"Credit unions; total liabilities","     810.9","     830.0","     868.7","     906.9","     955.2","     902.4","     906.9","     940.1","     940.8","     946.8","     955.2","   15",
"Credit unions; net interbank transactions; liability","     -30.0","     -51.9","     -65.7","     -63.5","     -63.3","     -64.5","     -63.5","     -63.8","     -65.1","     -61.7","     -63.3","   16",
"Credit unions; total shares/deposits; liability","     803.8","     845.3","     896.6","     929.2","     973.4","     924.9","     929.2","     962.7","     959.8","     958.5","     973.4","   17",
"Credit unions; checkable deposits; liability","      92.4","     103.1","     113.9","     121.7","     134.3","     119.3","     121.7","     131.9","     129.6","     128.4","     134.3","   18",
"Credit unions; small time and savings deposits; liability","     681.3","     708.7","     743.1","     763.1","     790.7","     762.2","     763.1","     784.3","     784.8","     783.3","     790.7","   19",
"Credit unions; large time deposits; liability","      30.1","      33.5","      39.7","      44.3","      48.4","      43.4","      44.3","      46.5","      45.4","      46.8","      48.4","   20",
"Credit unions; federal funds and security repurchase agreements held by Corporate Credit Unions; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   21",
"Credit unions; FHLB advances; liability","      26.1","      24.2","      25.1","      27.0","      35.0","      26.6","      27.0","      27.4","      30.0","      33.1","      35.0","   22",
"Credit unions; unidentified miscellaneous liabilities","      11.1","      12.4","      12.7","      14.2","      10.1","      15.4","      14.2","      13.8","      16.1","      16.9","      10.1","   23",
