Codes:,Depreciable assets (Net),Accumulated depreciation (Net),Inventories (Net),Land (Net),Depreciable assets (Income),Accumulated depreciation (Income),Inventories (Income),Land (Income)
1,5.313571562e+12,1.743125198e+12,304131610000.0,957193458000.0,3.216140313e+12,1.214106307e+12,197039572000.0,542677574000.0
11,113363270900.0,73234580833.3,11332265789.5,55545371607.0,65459236387.3,46586659462.0,5867787474.75,26798850162.5
111,55174514153.3,38191074964.8,2690674591.32,24397186896.9,37885032246.6,28085652771.1,1562254192.04,13996218720.6
1111,11034902830.7,7638214992.96,538134918.263,4879437379.38,7577006449.33,5617130554.22,312450838.409,2799243744.12
11111,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111110,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
11112,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111120,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
11113,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111130,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
11114,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111140,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
11115,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111150,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
11116,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111160,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
11119,1576414690.09,1091173570.42,76876416.8947,697062482.769,1082429492.76,802447222.031,44635834.0584,399891963.446
111191,788207345.047,545586785.212,38438208.4474,348531241.385,541214746.38,401223611.016,22317917.0292,199945981.723
111199,788207345.047,545586785.212,38438208.4474,348531241.385,541214746.38,401223611.016,22317917.0292,199945981.723
1112,11034902830.7,7638214992.96,538134918.263,4879437379.38,7577006449.33,5617130554.22,312450838.409,2799243744.12
11121,11034902830.7,7638214992.96,538134918.263,4879437379.38,7577006449.33,5617130554.22,312450838.409,2799243744.12
111211,5517451415.33,3819107496.48,269067459.132,2439718689.69,3788503224.66,2808565277.11,156225419.204,1399621872.06
111219,5517451415.33,3819107496.48,269067459.132,2439718689.69,3788503224.66,2808565277.11,156225419.204,1399621872.06
1113,11034902830.7,7638214992.96,538134918.263,4879437379.38,7577006449.33,5617130554.22,312450838.409,2799243744.12
11131,3678300943.55,2546071664.32,179378306.088,1626479126.46,2525668816.44,1872376851.41,104150279.47,933081248.041
111310,3678300943.55,2546071664.32,179378306.088,1626479126.46,2525668816.44,1872376851.41,104150279.47,933081248.041
11132,3678300943.55,2546071664.32,179378306.088,1626479126.46,2525668816.44,1872376851.41,104150279.47,933081248.041
111320,3678300943.55,2546071664.32,179378306.088,1626479126.46,2525668816.44,1872376851.41,104150279.47,933081248.041
11133,3678300943.55,2546071664.32,179378306.088,1626479126.46,2525668816.44,1872376851.41,104150279.47,933081248.041
111331,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
111332,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
111333,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
111334,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
111335,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
111336,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
111339,525471563.364,363724523.474,25625472.2982,232354160.923,360809830.92,267482407.344,14878611.3528,133297321.149
1114,11034902830.7,7638214992.96,538134918.263,4879437379.38,7577006449.33,5617130554.22,312450838.409,2799243744.12
11141,5517451415.33,3819107496.48,269067459.132,2439718689.69,3788503224.66,2808565277.11,156225419.204,1399621872.06
111411,2758725707.66,1909553748.24,134533729.566,1219859344.85,1894251612.33,1404282638.56,78112709.6022,699810936.031
111419,2758725707.66,1909553748.24,134533729.566,1219859344.85,1894251612.33,1404282638.56,78112709.6022,699810936.031
11142,5517451415.33,3819107496.48,269067459.132,2439718689.69,3788503224.66,2808565277.11,156225419.204,1399621872.06
111421,2758725707.66,1909553748.24,134533729.566,1219859344.85,1894251612.33,1404282638.56,78112709.6022,699810936.031
111422,2758725707.66,1909553748.24,134533729.566,1219859344.85,1894251612.33,1404282638.56,78112709.6022,699810936.031
1119,11034902830.7,7638214992.96,538134918.263,4879437379.38,7577006449.33,5617130554.22,312450838.409,2799243744.12
11191,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
111910,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
11192,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
111920,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
11193,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
111930,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
11194,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
111940,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
11199,2206980566.13,1527642998.59,107626983.653,975887475.877,1515401289.87,1123426110.84,62490167.6818,559848748.825
111991,735660188.71,509214332.864,35875661.2175,325295825.292,505133763.288,374475370.281,20830055.8939,186616249.608
111992,735660188.71,509214332.864,35875661.2175,325295825.292,505133763.288,374475370.281,20830055.8939,186616249.608
111998,735660188.71,509214332.864,35875661.2175,325295825.292,505133763.288,374475370.281,20830055.8939,186616249.608
112,48550449000.0,29526765000.0,7084228000.0,19252206000.0,20612706000.0,14614786000.0,3190456000.0,6687500000.0
1121,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
11211,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
112111,1348623583.33,820187916.667,196784111.111,534783500.0,572575166.667,405966277.778,88623777.7778,185763888.889
112112,1348623583.33,820187916.667,196784111.111,534783500.0,572575166.667,405966277.778,88623777.7778,185763888.889
11212,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
112120,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
11213,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
112130,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
1122,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
11221,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
112210,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
1123,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
11231,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
112310,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
11232,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
112320,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
11233,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
112330,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
11234,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
112340,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
11239,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
112390,1618348300.0,984225500.0,236140933.333,641740200.0,687090200.0,487159533.333,106348533.333,222916666.667
1124,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
11241,4045870750.0,2460563750.0,590352333.333,1604350500.0,1717725500.0,1217898833.33,265871333.333,557291666.667
112410,4045870750.0,2460563750.0,590352333.333,1604350500.0,1717725500.0,1217898833.33,265871333.333,557291666.667
11242,4045870750.0,2460563750.0,590352333.333,1604350500.0,1717725500.0,1217898833.33,265871333.333,557291666.667
112420,4045870750.0,2460563750.0,590352333.333,1604350500.0,1717725500.0,1217898833.33,265871333.333,557291666.667
1125,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
11251,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
112511,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
112512,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
112519,2697247166.67,1640375833.33,393568222.222,1069567000.0,1145150333.33,811932555.556,177247555.556,371527777.778
1129,8091741500.0,4921127500.0,1180704666.67,3208701000.0,3435451000.0,2435797666.67,531742666.667,1114583333.33
11291,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
112910,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
11292,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
112920,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
11293,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
112930,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
11299,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
112990,2022935375.0,1230281875.0,295176166.667,802175250.0,858862750.0,608949416.667,132935666.667,278645833.333
113,2066518145.84,1240219731.09,180416159.162,10191225308.7,945857498.754,618125650.71,56394171.2865,5289627672.7
1131,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
11311,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
113110,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
1132,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
11321,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
113210,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
1133,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
11331,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
113310,688839381.947,413406577.031,60138719.7208,3397075102.89,315285832.918,206041883.57,18798057.0955,1763209224.23
114,1968018601.26,831708137.341,46658039.0229,168922401.388,1674311641.92,712467040.227,43867111.4211,5230769.14769
1141,984009300.63,415854068.67,23329019.5115,84461200.6939,837155820.962,356233520.114,21933555.7105,2615384.57384
11411,984009300.63,415854068.67,23329019.5115,84461200.6939,837155820.962,356233520.114,21933555.7105,2615384.57384
114111,328003100.21,138618022.89,7776339.83716,28153733.5646,279051940.321,118744506.705,7311185.23685,871794.857948
114112,328003100.21,138618022.89,7776339.83716,28153733.5646,279051940.321,118744506.705,7311185.23685,871794.857948
114119,328003100.21,138618022.89,7776339.83716,28153733.5646,279051940.321,118744506.705,7311185.23685,871794.857948
1142,984009300.63,415854068.67,23329019.5115,84461200.6939,837155820.962,356233520.114,21933555.7105,2615384.57384
11421,984009300.63,415854068.67,23329019.5115,84461200.6939,837155820.962,356233520.114,21933555.7105,2615384.57384
114210,984009300.63,415854068.67,23329019.5115,84461200.6939,837155820.962,356233520.114,21933555.7105,2615384.57384
115,5603771000.0,3444813000.0,1330289000.0,1535831000.0,4341329000.0,2555628000.0,1014816000.0,820273000.0
1151,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
11511,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
115111,311320611.111,191378500.0,73904944.4444,85323944.4444,241184944.444,141979333.333,56378666.6667,45570722.2222
115112,311320611.111,191378500.0,73904944.4444,85323944.4444,241184944.444,141979333.333,56378666.6667,45570722.2222
115113,311320611.111,191378500.0,73904944.4444,85323944.4444,241184944.444,141979333.333,56378666.6667,45570722.2222
115114,311320611.111,191378500.0,73904944.4444,85323944.4444,241184944.444,141979333.333,56378666.6667,45570722.2222
115115,311320611.111,191378500.0,73904944.4444,85323944.4444,241184944.444,141979333.333,56378666.6667,45570722.2222
115116,311320611.111,191378500.0,73904944.4444,85323944.4444,241184944.444,141979333.333,56378666.6667,45570722.2222
1152,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
11521,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
115210,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
1153,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
11531,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
115310,1867923666.67,1148271000.0,443429666.667,511943666.667,1447109666.67,851876000.0,338272000.0,273424333.333
21,224784191981.0,99470378177.0,5561548987.91,5195251368.12,163600195614.0,77871089142.3,4195929683.36,3296501927.61
211,176104902994.0,77999344725.7,1719989662.64,2428659789.37,132141168538.0,61859591714.1,1384228561.12,2076400309.2
2111,176104902994.0,77999344725.7,1719989662.64,2428659789.37,132141168538.0,61859591714.1,1384228561.12,2076400309.2
21111,176104902994.0,77999344725.7,1719989662.64,2428659789.37,132141168538.0,61859591714.1,1384228561.12,2076400309.2
211111,88052451496.9,38999672362.8,859994831.319,1214329894.69,66070584269.0,30929795857.0,692114280.559,1038200154.6
211112,88052451496.9,38999672362.8,859994831.319,1214329894.69,66070584269.0,30929795857.0,692114280.559,1038200154.6
212,32850457993.8,14410040725.7,3251156662.64,2527398789.37,21811935537.9,10952655714.1,2377451561.12,1130722309.2
2121,10950152664.6,4803346908.55,1083718887.55,842466263.125,7270645179.3,3650885238.03,792483853.706,376907436.402
21211,10950152664.6,4803346908.55,1083718887.55,842466263.125,7270645179.3,3650885238.03,792483853.706,376907436.402
212111,3650050888.2,1601115636.18,361239629.182,280822087.708,2423548393.1,1216961746.01,264161284.569,125635812.134
212112,3650050888.2,1601115636.18,361239629.182,280822087.708,2423548393.1,1216961746.01,264161284.569,125635812.134
212113,3650050888.2,1601115636.18,361239629.182,280822087.708,2423548393.1,1216961746.01,264161284.569,125635812.134
2122,10950152664.6,4803346908.55,1083718887.55,842466263.125,7270645179.3,3650885238.03,792483853.706,376907436.402
21221,2737538166.15,1200836727.14,270929721.886,210616565.781,1817661294.83,912721309.508,198120963.427,94226859.1004
212210,2737538166.15,1200836727.14,270929721.886,210616565.781,1817661294.83,912721309.508,198120963.427,94226859.1004
21222,2737538166.15,1200836727.14,270929721.886,210616565.781,1817661294.83,912721309.508,198120963.427,94226859.1004
212221,1368769083.07,600418363.569,135464860.943,105308282.891,908830647.413,456360654.754,99060481.7133,47113429.5502
212222,1368769083.07,600418363.569,135464860.943,105308282.891,908830647.413,456360654.754,99060481.7133,47113429.5502
21223,2737538166.15,1200836727.14,270929721.886,210616565.781,1817661294.83,912721309.508,198120963.427,94226859.1004
212231,1368769083.07,600418363.569,135464860.943,105308282.891,908830647.413,456360654.754,99060481.7133,47113429.5502
212234,1368769083.07,600418363.569,135464860.943,105308282.891,908830647.413,456360654.754,99060481.7133,47113429.5502
21229,2737538166.15,1200836727.14,270929721.886,210616565.781,1817661294.83,912721309.508,198120963.427,94226859.1004
212291,1368769083.07,600418363.569,135464860.943,105308282.891,908830647.413,456360654.754,99060481.7133,47113429.5502
212299,1368769083.07,600418363.569,135464860.943,105308282.891,908830647.413,456360654.754,99060481.7133,47113429.5502
2123,10950152664.6,4803346908.55,1083718887.55,842466263.125,7270645179.3,3650885238.03,792483853.706,376907436.402
21231,3650050888.2,1601115636.18,361239629.182,280822087.708,2423548393.1,1216961746.01,264161284.569,125635812.134
212311,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212312,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212313,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212319,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
21232,3650050888.2,1601115636.18,361239629.182,280822087.708,2423548393.1,1216961746.01,264161284.569,125635812.134
212321,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212322,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212324,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212325,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
21239,3650050888.2,1601115636.18,361239629.182,280822087.708,2423548393.1,1216961746.01,264161284.569,125635812.134
212391,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212392,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212393,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
212399,912512722.049,400278909.046,90309907.2955,70205521.9271,605887098.275,304240436.503,66040321.1422,31408953.0335
213,15828830993.8,7060992725.66,590402662.637,239192789.374,9647091537.91,5058841714.09,434249561.119,89379309.2045
2131,15828830993.8,7060992725.66,590402662.637,239192789.374,9647091537.91,5058841714.09,434249561.119,89379309.2045
21311,15828830993.8,7060992725.66,590402662.637,239192789.374,9647091537.91,5058841714.09,434249561.119,89379309.2045
213111,3165766198.75,1412198545.13,118080532.527,47838557.8748,1929418307.58,1011768342.82,86849912.2237,17875861.8409
213112,3165766198.75,1412198545.13,118080532.527,47838557.8748,1929418307.58,1011768342.82,86849912.2237,17875861.8409
213113,3165766198.75,1412198545.13,118080532.527,47838557.8748,1929418307.58,1011768342.82,86849912.2237,17875861.8409
213114,3165766198.75,1412198545.13,118080532.527,47838557.8748,1929418307.58,1011768342.82,86849912.2237,17875861.8409
213115,3165766198.75,1412198545.13,118080532.527,47838557.8748,1929418307.58,1011768342.82,86849912.2237,17875861.8409
22,203671523589.0,52905558940.9,2722952104.46,1582386685.82,109138428245.0,35809674947.2,2170271060.82,792068543.279
221,203671523589.0,52905558940.9,2722952104.46,1582386685.82,109138428245.0,35809674947.2,2170271060.82,792068543.279
2212,203671523589.0,52905558940.9,2722952104.46,1582386685.82,109138428245.0,35809674947.2,2170271060.82,792068543.279
22121,203671523589.0,52905558940.9,2722952104.46,1582386685.82,109138428245.0,35809674947.2,2170271060.82,792068543.279
221210,203671523589.0,52905558940.9,2722952104.46,1582386685.82,109138428245.0,35809674947.2,2170271060.82,792068543.279
23,41738267876.8,19396934582.6,36403991344.9,13580248798.9,21295135436.2,11947956841.2,14248629058.4,3101134652.45
236,12376398062.3,4370598679.5,23692131415.8,9057310369.28,5322975365.01,2714127363.84,10523332665.1,1832506438.48
2361,6188199031.17,2185299339.75,11846065707.9,4528655184.64,2661487682.51,1357063681.92,5261666332.54,916253219.242
23611,6188199031.17,2185299339.75,11846065707.9,4528655184.64,2661487682.51,1357063681.92,5261666332.54,916253219.242
236115,1547049757.79,546324834.938,2961516426.98,1132163796.16,665371920.627,339265920.479,1315416583.14,229063304.81
236116,1547049757.79,546324834.938,2961516426.98,1132163796.16,665371920.627,339265920.479,1315416583.14,229063304.81
236117,1547049757.79,546324834.938,2961516426.98,1132163796.16,665371920.627,339265920.479,1315416583.14,229063304.81
236118,1547049757.79,546324834.938,2961516426.98,1132163796.16,665371920.627,339265920.479,1315416583.14,229063304.81
2362,6188199031.17,2185299339.75,11846065707.9,4528655184.64,2661487682.51,1357063681.92,5261666332.54,916253219.242
23621,3094099515.59,1092649669.88,5923032853.96,2264327592.32,1330743841.25,678531840.959,2630833166.27,458126609.621
236210,3094099515.59,1092649669.88,5923032853.96,2264327592.32,1330743841.25,678531840.959,2630833166.27,458126609.621
23622,3094099515.59,1092649669.88,5923032853.96,2264327592.32,1330743841.25,678531840.959,2630833166.27,458126609.621
236220,3094099515.59,1092649669.88,5923032853.96,2264327592.32,1330743841.25,678531840.959,2630833166.27,458126609.621
237,16411718497.7,7064642275.11,11531687067.7,3822294380.9,7871965796.74,4082135319.0,2964779547.38,1045257416.76
2371,3823390000.0,1284197000.0,31727000.0,11183000.0,1887065000.0,1004554000.0,18193000.0,8667000.0
23711,1274463333.33,428065666.667,10575666.6667,3727666.66667,629021666.667,334851333.333,6064333.33333,2889000.0
237110,1274463333.33,428065666.667,10575666.6667,3727666.66667,629021666.667,334851333.333,6064333.33333,2889000.0
23712,1274463333.33,428065666.667,10575666.6667,3727666.66667,629021666.667,334851333.333,6064333.33333,2889000.0
237120,1274463333.33,428065666.667,10575666.6667,3727666.66667,629021666.667,334851333.333,6064333.33333,2889000.0
23713,1274463333.33,428065666.667,10575666.6667,3727666.66667,629021666.667,334851333.333,6064333.33333,2889000.0
237130,1274463333.33,428065666.667,10575666.6667,3727666.66667,629021666.667,334851333.333,6064333.33333,2889000.0
2372,7473072497.74,2639575275.11,11308355067.7,3727265380.9,2697979796.74,854961319.0,2818668547.38,980982416.758
23721,7473072497.74,2639575275.11,11308355067.7,3727265380.9,2697979796.74,854961319.0,2818668547.38,980982416.758
237210,7473072497.74,2639575275.11,11308355067.7,3727265380.9,2697979796.74,854961319.0,2818668547.38,980982416.758
2379,5115256000.0,3140870000.0,191605000.0,83846000.0,3286921000.0,2222620000.0,127918000.0,55608000.0
23799,5115256000.0,3140870000.0,191605000.0,83846000.0,3286921000.0,2222620000.0,127918000.0,55608000.0
237990,5115256000.0,3140870000.0,191605000.0,83846000.0,3286921000.0,2222620000.0,127918000.0,55608000.0
238,12950151316.7,7961693628.03,1180172861.35,700644048.723,8100194274.47,5151694158.39,760516845.93,223370797.203
2381,1079097000.0,865081000.0,272566000.0,8648000.0,776347000.0,615134000.0,210641000.0,4282000.0
23811,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238110,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23812,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238120,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23813,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238130,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23814,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238140,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23815,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238150,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23816,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238160,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23817,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238170,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
23819,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
238190,134887125.0,108135125.0,34070750.0,1081000.0,97043375.0,76891750.0,26330125.0,535250.0
2382,4613218316.67,2435508628.03,311180861.354,140756048.723,3301420274.47,1874158158.39,258198845.93,98277797.2034
23821,1755613830.32,1069490045.41,112041969.717,59854563.8378,1143666602.25,758586242.015,98681347.1966,41436038.9634
238210,1755613830.32,1069490045.41,112041969.717,59854563.8378,1143666602.25,758586242.015,98681347.1966,41436038.9634
23822,2857604486.35,1366018582.62,199138891.637,80901484.8856,2157753672.22,1115571916.37,159517498.734,56841758.2399
238220,2857604486.35,1366018582.62,199138891.637,80901484.8856,2157753672.22,1115571916.37,159517498.734,56841758.2399
2383,1061108000.0,750087000.0,127336000.0,304514000.0,450316000.0,345494000.0,113748000.0,6472000.0
23831,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
238310,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
23832,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
238320,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
23833,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
238330,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
23834,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
238340,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
23835,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
238350,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
23839,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
238390,176851333.333,125014500.0,21222666.6667,50752333.3333,75052666.6667,57582333.3333,18958000.0,1078666.66667
2389,6196728000.0,3911017000.0,469090000.0,246726000.0,3572111000.0,2316908000.0,177929000.0,114339000.0
23891,3098364000.0,1955508500.0,234545000.0,123363000.0,1786055500.0,1158454000.0,88964500.0,57169500.0
238910,3098364000.0,1955508500.0,234545000.0,123363000.0,1786055500.0,1158454000.0,88964500.0,57169500.0
23899,3098364000.0,1955508500.0,234545000.0,123363000.0,1786055500.0,1158454000.0,88964500.0,57169500.0
