Codes:,Depreciable assets (Net),Accumulated depreciation (Net),Inventories (Net),Land (Net),Depreciable assets (Income),Accumulated depreciation (Income),Inventories (Income),Land (Income)
56,7129484487.58,3708388799.6,1033379282.7,200350381.573,4254126606.66,2538826959.42,286946965.12,98838781.8494
561,7754422229.31,-2198197963.04,1239534948.61,881555834.755,-3122477714.4,-2441820421.09,245632436.176,377025743.811
5611,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56111,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
561110,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
5612,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56121,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
561210,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
5613,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56131,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561311,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561312,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
56132,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561320,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
56133,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561330,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
5614,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56141,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561410,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
56142,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561421,80775231.5554,-22897895.4483,12911822.3813,9182873.2787,-32525809.525,-25435629.3863,2558671.21017,3927351.49803
561422,80775231.5554,-22897895.4483,12911822.3813,9182873.2787,-32525809.525,-25435629.3863,2558671.21017,3927351.49803
56143,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561431,80775231.5554,-22897895.4483,12911822.3813,9182873.2787,-32525809.525,-25435629.3863,2558671.21017,3927351.49803
561439,80775231.5554,-22897895.4483,12911822.3813,9182873.2787,-32525809.525,-25435629.3863,2558671.21017,3927351.49803
56144,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561440,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
56145,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561450,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
56149,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561491,53850154.3702,-15265263.6322,8607881.58755,6121915.51913,-21683873.0167,-16957086.2575,1705780.80678,2618234.33202
561492,53850154.3702,-15265263.6322,8607881.58755,6121915.51913,-21683873.0167,-16957086.2575,1705780.80678,2618234.33202
561499,53850154.3702,-15265263.6322,8607881.58755,6121915.51913,-21683873.0167,-16957086.2575,1705780.80678,2618234.33202
5615,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56151,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561510,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
56152,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561520,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
56159,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561591,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561599,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
5616,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56161,484651389.332,-137387372.69,77470934.2879,55097239.6722,-195154857.15,-152613776.318,15352027.261,23564108.9882
561611,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561612,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
561613,161550463.111,-45795790.8966,25823644.7626,18365746.5574,-65051619.05,-50871258.7726,5117342.42034,7854702.99606
56162,484651389.332,-137387372.69,77470934.2879,55097239.6722,-195154857.15,-152613776.318,15352027.261,23564108.9882
561621,242325694.666,-68693686.3449,38735467.144,27548619.8361,-97577428.5751,-76306888.1589,7676013.63051,11782054.4941
561622,242325694.666,-68693686.3449,38735467.144,27548619.8361,-97577428.5751,-76306888.1589,7676013.63051,11782054.4941
5617,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56171,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
561710,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
56172,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
561720,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
56173,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
561730,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
56174,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
561740,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
56179,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
561790,193860555.733,-54954949.0759,30988373.7152,22038895.8689,-78061942.86,-61045510.5272,6140810.90441,9425643.59527
5619,969302778.664,-274774745.379,154941868.576,110194479.344,-390309714.3,-305227552.636,30704054.522,47128217.9763
56191,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561910,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
56192,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561920,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
56199,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
561990,323100926.221,-91591581.7931,51647289.5253,36731493.1148,-130103238.1,-101742517.545,10234684.8407,15709405.9921
562,-624937741.739,5906586762.64,-206155665.908,-681205453.182,7376604321.06,4980647380.51,41314528.9439,-278186961.961
5621,-208312580.58,1968862254.21,-68718555.3026,-227068484.394,2458868107.02,1660215793.5,13771509.648,-92728987.3205
56211,-208312580.58,1968862254.21,-68718555.3026,-227068484.394,2458868107.02,1660215793.5,13771509.648,-92728987.3205
562111,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
562112,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
562119,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
5622,-208312580.58,1968862254.21,-68718555.3026,-227068484.394,2458868107.02,1660215793.5,13771509.648,-92728987.3205
56221,-208312580.58,1968862254.21,-68718555.3026,-227068484.394,2458868107.02,1660215793.5,13771509.648,-92728987.3205
562211,-52078145.1449,492215563.553,-17179638.8256,-56767121.0985,614717026.755,415053948.376,3442877.41199,-23182246.8301
562212,-52078145.1449,492215563.553,-17179638.8256,-56767121.0985,614717026.755,415053948.376,3442877.41199,-23182246.8301
562213,-52078145.1449,492215563.553,-17179638.8256,-56767121.0985,614717026.755,415053948.376,3442877.41199,-23182246.8301
562219,-52078145.1449,492215563.553,-17179638.8256,-56767121.0985,614717026.755,415053948.376,3442877.41199,-23182246.8301
5629,-208312580.58,1968862254.21,-68718555.3026,-227068484.394,2458868107.02,1660215793.5,13771509.648,-92728987.3205
56291,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
562910,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
56292,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
562920,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
56299,-69437526.8599,656287418.071,-22906185.1009,-75689494.798,819622702.34,553405264.501,4590503.21599,-30909662.4402
562991,-34718763.43,328143709.035,-11453092.5504,-37844747.399,409811351.17,276702632.251,2295251.608,-15454831.2201
562998,-34718763.43,328143709.035,-11453092.5504,-37844747.399,409811351.17,276702632.251,2295251.608,-15454831.2201
61,12131659687.4,7075581276.76,426780770.505,337558342.535,8070682285.63,5125407994.72,297373192.533,291465813.593
611,12131659687.4,7075581276.76,426780770.505,337558342.535,8070682285.63,5125407994.72,297373192.533,291465813.593
6111,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61111,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
611110,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
6112,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61121,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
611210,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
6113,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61131,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
611310,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
6114,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61141,577698080.352,336932441.75,20322893.8336,16074206.7874,384318204.078,244067047.368,14160628.2159,13879324.4568
611410,577698080.352,336932441.75,20322893.8336,16074206.7874,384318204.078,244067047.368,14160628.2159,13879324.4568
61142,577698080.352,336932441.75,20322893.8336,16074206.7874,384318204.078,244067047.368,14160628.2159,13879324.4568
611420,577698080.352,336932441.75,20322893.8336,16074206.7874,384318204.078,244067047.368,14160628.2159,13879324.4568
61143,577698080.352,336932441.75,20322893.8336,16074206.7874,384318204.078,244067047.368,14160628.2159,13879324.4568
611430,577698080.352,336932441.75,20322893.8336,16074206.7874,384318204.078,244067047.368,14160628.2159,13879324.4568
6115,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61151,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
611511,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611512,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611513,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611519,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
6116,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61161,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611610,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
61162,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611620,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
61163,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611630,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
61169,433273560.264,252699331.313,15242170.3752,12055655.0905,288238653.058,183050285.526,10620471.1619,10409493.3426
611691,144424520.088,84233110.4376,5080723.45839,4018551.69684,96079551.0194,61016761.8419,3540157.05396,3469831.1142
611692,144424520.088,84233110.4376,5080723.45839,4018551.69684,96079551.0194,61016761.8419,3540157.05396,3469831.1142
611699,144424520.088,84233110.4376,5080723.45839,4018551.69684,96079551.0194,61016761.8419,3540157.05396,3469831.1142
6117,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
61171,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
611710,1733094241.05,1010797325.25,60968681.5007,48222620.3621,1152954612.23,732201142.103,42481884.6476,41637973.3704
62,11855272622.6,5291576661.42,150723151.006,211007425.419,5976568104.56,3518085676.95,56538180.6011,105089861.788
621,-16775313377.4,-7319895338.58,-63483848.9938,-1111896574.58,-16893309895.4,-6883742323.05,-124808819.399,-861051138.212
6211,569306000.0,251189500.0,11171000.0,60135000.0,312764000.0,164817500.0,6047500.0,19051500.0
62111,569306000.0,251189500.0,11171000.0,60135000.0,312764000.0,164817500.0,6047500.0,19051500.0
621111,284653000.0,125594750.0,5585500.0,30067500.0,156382000.0,82408750.0,3023750.0,9525750.0
621112,284653000.0,125594750.0,5585500.0,30067500.0,156382000.0,82408750.0,3023750.0,9525750.0
6212,-138531957377.0,-70314318838.6,-1251619848.99,-6286982574.58,-106648325895.0,-58392959823.1,-1033561319.4,-3580123638.21
62121,-138531957377.0,-70314318838.6,-1251619848.99,-6286982574.58,-106648325895.0,-58392959823.1,-1033561319.4,-3580123638.21
621210,-138531957377.0,-70314318838.6,-1251619848.99,-6286982574.58,-106648325895.0,-58392959823.1,-1033561319.4,-3580123638.21
6213,91236808000.0,42500220000.0,713896000.0,4808692000.0,64223366000.0,33839005000.0,555726000.0,2439469000.0
62131,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
621310,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
62132,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
621320,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
62133,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
621330,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
62134,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
621340,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
62139,18247361600.0,8500044000.0,142779200.0,961738400.0,12844673200.0,6767801000.0,111145200.0,487893800.0
621391,9123680800.0,4250022000.0,71389600.0,480869200.0,6422336600.0,3383900500.0,55572600.0,243946900.0
621399,9123680800.0,4250022000.0,71389600.0,480869200.0,6422336600.0,3383900500.0,55572600.0,243946900.0
6214,9619801000.0,6935385000.0,92916000.0,88234000.0,8468350000.0,6241382000.0,74074000.0,79420000.0
62141,3206600333.33,2311795000.0,30972000.0,29411333.3333,2822783333.33,2080460666.67,24691333.3333,26473333.3333
621410,3206600333.33,2311795000.0,30972000.0,29411333.3333,2822783333.33,2080460666.67,24691333.3333,26473333.3333
62142,3206600333.33,2311795000.0,30972000.0,29411333.3333,2822783333.33,2080460666.67,24691333.3333,26473333.3333
621420,3206600333.33,2311795000.0,30972000.0,29411333.3333,2822783333.33,2080460666.67,24691333.3333,26473333.3333
62149,3206600333.33,2311795000.0,30972000.0,29411333.3333,2822783333.33,2080460666.67,24691333.3333,26473333.3333
621491,801650083.333,577948750.0,7743000.0,7352833.33333,705695833.333,520115166.667,6172833.33333,6618333.33333
621492,801650083.333,577948750.0,7743000.0,7352833.33333,705695833.333,520115166.667,6172833.33333,6618333.33333
621493,801650083.333,577948750.0,7743000.0,7352833.33333,705695833.333,520115166.667,6172833.33333,6618333.33333
621498,801650083.333,577948750.0,7743000.0,7352833.33333,705695833.333,520115166.667,6172833.33333,6618333.33333
6215,969375000.0,730092000.0,71639000.0,14705000.0,798172000.0,616375000.0,57730000.0,14705000.0
62151,969375000.0,730092000.0,71639000.0,14705000.0,798172000.0,616375000.0,57730000.0,14705000.0
621511,484687500.0,365046000.0,35819500.0,7352500.0,399086000.0,308187500.0,28865000.0,7352500.0
621512,484687500.0,365046000.0,35819500.0,7352500.0,399086000.0,308187500.0,28865000.0,7352500.0
6216,11104955000.0,6624730000.0,253422000.0,140681000.0,9766871000.0,5842450000.0,177349000.0,140681000.0
62161,11104955000.0,6624730000.0,253422000.0,140681000.0,9766871000.0,5842450000.0,177349000.0,140681000.0
621610,11104955000.0,6624730000.0,253422000.0,140681000.0,9766871000.0,5842450000.0,177349000.0,140681000.0
6219,8256399000.0,5952807000.0,45092000.0,62639000.0,6185493000.0,4805188000.0,37826000.0,25746000.0
62191,4128199500.0,2976403500.0,22546000.0,31319500.0,3092746500.0,2402594000.0,18913000.0,12873000.0
621910,4128199500.0,2976403500.0,22546000.0,31319500.0,3092746500.0,2402594000.0,18913000.0,12873000.0
62199,4128199500.0,2976403500.0,22546000.0,31319500.0,3092746500.0,2402594000.0,18913000.0,12873000.0
621991,2064099750.0,1488201750.0,11273000.0,15659750.0,1546373250.0,1201297000.0,9456500.0,6436500.0
621999,2064099750.0,1488201750.0,11273000.0,15659750.0,1546373250.0,1201297000.0,9456500.0,6436500.0
622,829575000.0,514265000.0,25203000.0,37666000.0,770416000.0,485970000.0,21285000.0,37666000.0
6221,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
62211,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
622110,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
6222,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
62221,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
622210,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
6223,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
62231,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
622310,276525000.0,171421666.667,8401000.0,12555333.3333,256805333.333,161990000.0,7095000.0,12555333.3333
623,299902000.0,103773000.0,14770000.0,414000.0,115314000.0,55663000.0,12019000.0,0.0
6231,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
62311,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
623110,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
6232,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
62321,37487750.0,12971625.0,1846250.0,51750.0,14414250.0,6957875.0,1502375.0,0.0
623210,37487750.0,12971625.0,1846250.0,51750.0,14414250.0,6957875.0,1502375.0,0.0
62322,37487750.0,12971625.0,1846250.0,51750.0,14414250.0,6957875.0,1502375.0,0.0
623220,37487750.0,12971625.0,1846250.0,51750.0,14414250.0,6957875.0,1502375.0,0.0
6233,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
62331,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
623311,37487750.0,12971625.0,1846250.0,51750.0,14414250.0,6957875.0,1502375.0,0.0
623312,37487750.0,12971625.0,1846250.0,51750.0,14414250.0,6957875.0,1502375.0,0.0
6239,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
62399,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
623990,74975500.0,25943250.0,3692500.0,103500.0,28828500.0,13915750.0,3004750.0,0.0
624,27501109000.0,11993434000.0,174234000.0,1284824000.0,21984148000.0,9860195000.0,148043000.0,928475000.0
6241,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
62411,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
624110,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
62412,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
624120,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
62419,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
624190,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
6242,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
62421,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
624210,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
62422,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
624221,1145879541.67,499726416.667,7259750.0,53534333.3333,916006166.667,410841458.333,6168458.33333,38686458.3333
624229,1145879541.67,499726416.667,7259750.0,53534333.3333,916006166.667,410841458.333,6168458.33333,38686458.3333
62423,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
624230,2291759083.33,999452833.333,14519500.0,107068666.667,1832012333.33,821682916.667,12336916.6667,77372916.6667
6243,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
62431,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
624310,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
6244,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
62441,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
624410,6875277250.0,2998358500.0,43558500.0,321206000.0,5496037000.0,2465048750.0,37010750.0,232118750.0
71,32022548739.4,9657944325.54,59789415.8149,3042646601.68,15929220664.7,5948810548.88,38519957.8838,1123760805.28
711,-10876358388.8,-5873822660.98,-318837734.979,-784115271.281,-5926349503.31,-3019963702.39,-175091892.62,-247539865.789
7111,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
71111,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
711110,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
71112,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
711120,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
71113,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
711130,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
71119,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
711190,-543817919.438,-293691133.049,-15941886.749,-39205763.564,-296317475.165,-150998185.119,-8754594.63099,-12376993.2894
7112,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
71121,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
711211,-725090559.25,-391588177.398,-21255848.9986,-52274351.4187,-395089966.887,-201330913.492,-11672792.8413,-16502657.7192
711212,-725090559.25,-391588177.398,-21255848.9986,-52274351.4187,-395089966.887,-201330913.492,-11672792.8413,-16502657.7192
711219,-725090559.25,-391588177.398,-21255848.9986,-52274351.4187,-395089966.887,-201330913.492,-11672792.8413,-16502657.7192
7113,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
71131,-1087635838.88,-587382266.098,-31883773.4979,-78411527.1281,-592634950.331,-301996370.239,-17509189.262,-24753986.5789
711310,-1087635838.88,-587382266.098,-31883773.4979,-78411527.1281,-592634950.331,-301996370.239,-17509189.262,-24753986.5789
71132,-1087635838.88,-587382266.098,-31883773.4979,-78411527.1281,-592634950.331,-301996370.239,-17509189.262,-24753986.5789
711320,-1087635838.88,-587382266.098,-31883773.4979,-78411527.1281,-592634950.331,-301996370.239,-17509189.262,-24753986.5789
7114,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
71141,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
711410,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
7115,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
71151,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
711510,-2175271677.75,-1174764532.2,-63767546.9959,-156823054.256,-1185269900.66,-603992740.477,-35018378.524,-49507973.1577
