Codes:,Total net income,Total net loss,Depreciation
525190,1998846.71177,289374.734666,138062.805462
5259,62578378488.6,9059524957.22,4322365714.46
52591,62574380795.1,9058946207.76,4322089588.85
525910,62574380795.1,9058946207.76,4322089588.85
52592,1998846.71177,289374.734666,138062.805462
525920,1998846.71177,289374.734666,138062.805462
52599,1998846.71177,289374.734666,138062.805462
525990,1998846.71177,289374.734666,138062.805462
53,174000251971.0,105640216004.0,11020175080.4
531,158406052061.0,100771047810.0,3077175919.04
5311,119248743000.0,68074240000.0,1334386000.0
53111,27117639000.0,36476839000.0,284531000.0
531110,27117639000.0,36476839000.0,284531000.0
53112,82060048000.0,28946165000.0,756001000.0
531120,82060048000.0,28946165000.0,756001000.0
53113,2465255000.0,222459000.0,66022000.0
531130,2465255000.0,222459000.0,66022000.0
53119,7605801000.0,2428777000.0,227832000.0
531190,7605801000.0,2428777000.0,227832000.0
5312,1864779060.72,615149809.603,530023919.043
53121,1864779060.72,615149809.603,530023919.043
531210,1864779060.72,615149809.603,530023919.043
5313,37292530000.0,32081658000.0,1212766000.0
53131,12430843333.3,10693886000.0,404255333.333
531311,6215421666.67,5346943000.0,202127666.667
531312,6215421666.67,5346943000.0,202127666.667
53132,12430843333.3,10693886000.0,404255333.333
531320,12430843333.3,10693886000.0,404255333.333
53139,12430843333.3,10693886000.0,404255333.333
531390,12430843333.3,10693886000.0,404255333.333
532,7186596346.82,4620064521.9,7815410903.5
5321,1796649086.71,1155016130.47,1953852725.88
53211,898324543.353,577508065.237,976926362.938
532111,449162271.676,288754032.619,488463181.469
532112,449162271.676,288754032.619,488463181.469
53212,898324543.353,577508065.237,976926362.938
532120,898324543.353,577508065.237,976926362.938
5322,1796649086.71,1155016130.47,1953852725.88
53221,449162271.676,288754032.619,488463181.469
532210,449162271.676,288754032.619,488463181.469
53222,449162271.676,288754032.619,488463181.469
532220,449162271.676,288754032.619,488463181.469
53223,449162271.676,288754032.619,488463181.469
532230,449162271.676,288754032.619,488463181.469
53229,449162271.676,288754032.619,488463181.469
532291,149720757.225,96251344.2062,162821060.49
532292,149720757.225,96251344.2062,162821060.49
532299,149720757.225,96251344.2062,162821060.49
5323,1796649086.71,1155016130.47,1953852725.88
53231,1796649086.71,1155016130.47,1953852725.88
532310,1796649086.71,1155016130.47,1953852725.88
5324,1796649086.71,1155016130.47,1953852725.88
53241,598883028.902,385005376.825,651284241.959
532411,299441514.451,192502688.412,325642120.979
532412,299441514.451,192502688.412,325642120.979
53242,598883028.902,385005376.825,651284241.959
532420,598883028.902,385005376.825,651284241.959
53249,598883028.902,385005376.825,651284241.959
532490,598883028.902,385005376.825,651284241.959
533,8407603563.02,249103672.896,127588257.899
5331,8407603563.02,249103672.896,127588257.899
53311,8407603563.02,249103672.896,127588257.899
533110,8407603563.02,249103672.896,127588257.899
54,100221648279.0,8540517342.38,4362752735.68
541,100221648279.0,8540517342.38,4362752735.68
5411,52162953919.8,51685038.0422,1089103081.74
54111,17387651306.6,17228346.0141,363034360.581
541110,17387651306.6,17228346.0141,363034360.581
54112,17387651306.6,17228346.0141,363034360.581
541120,17387651306.6,17228346.0141,363034360.581
54119,17387651306.6,17228346.0141,363034360.581
541191,8693825653.31,8614173.00704,181517180.29
541199,8693825653.31,8614173.00704,181517180.29
5412,15145233919.8,-61450961.9578,455047081.743
54121,15145233919.8,-61450961.9578,455047081.743
541211,3786308479.96,-15362740.4894,113761770.436
541213,3786308479.96,-15362740.4894,113761770.436
541214,3786308479.96,-15362740.4894,113761770.436
541219,3786308479.96,-15362740.4894,113761770.436
5413,1665808919.84,216915038.042,169827081.743
54131,208226114.98,27114379.7553,21228385.2178
541310,208226114.98,27114379.7553,21228385.2178
54132,208226114.98,27114379.7553,21228385.2178
541320,208226114.98,27114379.7553,21228385.2178
54133,208226114.98,27114379.7553,21228385.2178
541330,208226114.98,27114379.7553,21228385.2178
54134,208226114.98,27114379.7553,21228385.2178
541340,208226114.98,27114379.7553,21228385.2178
54135,208226114.98,27114379.7553,21228385.2178
541350,208226114.98,27114379.7553,21228385.2178
54136,208226114.98,27114379.7553,21228385.2178
541360,208226114.98,27114379.7553,21228385.2178
54137,208226114.98,27114379.7553,21228385.2178
541370,208226114.98,27114379.7553,21228385.2178
54138,208226114.98,27114379.7553,21228385.2178
541380,208226114.98,27114379.7553,21228385.2178
5414,-1269175080.16,-148189961.958,-75199918.2572
54141,-317293770.039,-37047490.4894,-18799979.5643
541410,-317293770.039,-37047490.4894,-18799979.5643
54142,-317293770.039,-37047490.4894,-18799979.5643
541420,-317293770.039,-37047490.4894,-18799979.5643
54143,-317293770.039,-37047490.4894,-18799979.5643
541430,-317293770.039,-37047490.4894,-18799979.5643
54149,-317293770.039,-37047490.4894,-18799979.5643
541490,-317293770.039,-37047490.4894,-18799979.5643
5415,2044752919.84,1086580038.04,327109081.743
54151,2044752919.84,1086580038.04,327109081.743
541511,511188229.961,271645009.511,81777270.4357
541512,511188229.961,271645009.511,81777270.4357
541513,511188229.961,271645009.511,81777270.4357
541519,511188229.961,271645009.511,81777270.4357
5416,19697788919.8,5544578038.04,1528459081.74
54161,6565929639.95,1848192679.35,509486360.581
541611,1313185927.99,369638535.869,101897272.116
541612,1313185927.99,369638535.869,101897272.116
541613,1313185927.99,369638535.869,101897272.116
541614,1313185927.99,369638535.869,101897272.116
541618,1313185927.99,369638535.869,101897272.116
54162,6565929639.95,1848192679.35,509486360.581
541620,6565929639.95,1848192679.35,509486360.581
54169,6565929639.95,1848192679.35,509486360.581
541690,6565929639.95,1848192679.35,509486360.581
5417,-1669940080.16,-266909961.958,-108985918.257
54171,-834970040.078,-133454980.979,-54492959.1286
541711,-417485020.039,-66727490.4894,-27246479.5643
541712,-417485020.039,-66727490.4894,-27246479.5643
54172,-834970040.078,-133454980.979,-54492959.1286
541720,-834970040.078,-133454980.979,-54492959.1286
5418,11730543919.8,1773973038.04,882009081.743
54181,1466317989.98,221746629.755,110251135.218
541810,1466317989.98,221746629.755,110251135.218
54182,1466317989.98,221746629.755,110251135.218
541820,1466317989.98,221746629.755,110251135.218
54183,1466317989.98,221746629.755,110251135.218
541830,1466317989.98,221746629.755,110251135.218
54184,1466317989.98,221746629.755,110251135.218
541840,1466317989.98,221746629.755,110251135.218
54185,1466317989.98,221746629.755,110251135.218
541850,1466317989.98,221746629.755,110251135.218
54186,1466317989.98,221746629.755,110251135.218
541860,1466317989.98,221746629.755,110251135.218
54187,1466317989.98,221746629.755,110251135.218
541870,1466317989.98,221746629.755,110251135.218
54189,1466317989.98,221746629.755,110251135.218
541890,1466317989.98,221746629.755,110251135.218
5419,713680919.844,343337038.042,95384081.7428
54191,142736183.969,68667407.6084,19076816.3486
541910,142736183.969,68667407.6084,19076816.3486
54192,142736183.969,68667407.6084,19076816.3486
541921,71368091.9844,34333703.8042,9538408.17428
541922,71368091.9844,34333703.8042,9538408.17428
54193,142736183.969,68667407.6084,19076816.3486
541930,142736183.969,68667407.6084,19076816.3486
54194,142736183.969,68667407.6084,19076816.3486
541940,142736183.969,68667407.6084,19076816.3486
54199,142736183.969,68667407.6084,19076816.3486
541990,142736183.969,68667407.6084,19076816.3486
55,8736905124.38,4200555222.7,1338333719.34
551,8736905124.38,4200555222.7,1338333719.34
5511,8736905124.38,4200555222.7,1338333719.34
55111,8736905124.38,4200555222.7,1338333719.34
551111,7619050576.35,3663109789.44,1167098892.63
551112,1117854548.02,537445433.26,171234826.708
56,32500316966.8,8572220136.44,608691755.604
561,18565645892.1,4671010198.22,341162917.759
5611,2320705736.52,583876274.778,42645364.7199
56111,2320705736.52,583876274.778,42645364.7199
561110,2320705736.52,583876274.778,42645364.7199
5612,2320705736.52,583876274.778,42645364.7199
56121,2320705736.52,583876274.778,42645364.7199
561210,2320705736.52,583876274.778,42645364.7199
5613,2320705736.52,583876274.778,42645364.7199
56131,773568578.839,194625424.926,14215121.5733
561311,386784289.42,97312712.4629,7107560.78665
561312,386784289.42,97312712.4629,7107560.78665
56132,773568578.839,194625424.926,14215121.5733
561320,773568578.839,194625424.926,14215121.5733
56133,773568578.839,194625424.926,14215121.5733
561330,773568578.839,194625424.926,14215121.5733
5614,2320705736.52,583876274.778,42645364.7199
56141,386784289.42,97312712.4629,7107560.78665
561410,386784289.42,97312712.4629,7107560.78665
56142,386784289.42,97312712.4629,7107560.78665
561421,193392144.71,48656356.2315,3553780.39332
561422,193392144.71,48656356.2315,3553780.39332
56143,386784289.42,97312712.4629,7107560.78665
561431,193392144.71,48656356.2315,3553780.39332
561439,193392144.71,48656356.2315,3553780.39332
56144,386784289.42,97312712.4629,7107560.78665
561440,386784289.42,97312712.4629,7107560.78665
56145,386784289.42,97312712.4629,7107560.78665
561450,386784289.42,97312712.4629,7107560.78665
56149,386784289.42,97312712.4629,7107560.78665
561491,128928096.473,32437570.821,2369186.92888
561492,128928096.473,32437570.821,2369186.92888
561499,128928096.473,32437570.821,2369186.92888
5615,2320705736.52,583876274.778,42645364.7199
56151,773568578.839,194625424.926,14215121.5733
561510,773568578.839,194625424.926,14215121.5733
56152,773568578.839,194625424.926,14215121.5733
561520,773568578.839,194625424.926,14215121.5733
56159,773568578.839,194625424.926,14215121.5733
561591,386784289.42,97312712.4629,7107560.78665
561599,386784289.42,97312712.4629,7107560.78665
5616,2320705736.52,583876274.778,42645364.7199
56161,1160352868.26,291938137.389,21322682.3599
561611,386784289.42,97312712.4629,7107560.78665
561612,386784289.42,97312712.4629,7107560.78665
561613,386784289.42,97312712.4629,7107560.78665
56162,1160352868.26,291938137.389,21322682.3599
561621,580176434.129,145969068.694,10661341.18
561622,580176434.129,145969068.694,10661341.18
5617,2320705736.52,583876274.778,42645364.7199
56171,464141147.303,116775254.956,8529072.94398
561710,464141147.303,116775254.956,8529072.94398
56172,464141147.303,116775254.956,8529072.94398
561720,464141147.303,116775254.956,8529072.94398
56173,464141147.303,116775254.956,8529072.94398
561730,464141147.303,116775254.956,8529072.94398
56174,464141147.303,116775254.956,8529072.94398
561740,464141147.303,116775254.956,8529072.94398
56179,464141147.303,116775254.956,8529072.94398
561790,464141147.303,116775254.956,8529072.94398
5619,2320705736.52,583876274.778,42645364.7199
56191,773568578.839,194625424.926,14215121.5733
561910,773568578.839,194625424.926,14215121.5733
56192,773568578.839,194625424.926,14215121.5733
561920,773568578.839,194625424.926,14215121.5733
56199,773568578.839,194625424.926,14215121.5733
561990,773568578.839,194625424.926,14215121.5733
562,13934671074.6,3901209938.22,267528837.845
5621,4644890358.21,1300403312.74,89176279.2816
56211,4644890358.21,1300403312.74,89176279.2816
562111,1548296786.07,433467770.914,29725426.4272
562112,1548296786.07,433467770.914,29725426.4272
562119,1548296786.07,433467770.914,29725426.4272
5622,4644890358.21,1300403312.74,89176279.2816
56221,4644890358.21,1300403312.74,89176279.2816
562211,1161222589.55,325100828.185,22294069.8204
562212,1161222589.55,325100828.185,22294069.8204
562213,1161222589.55,325100828.185,22294069.8204
562219,1161222589.55,325100828.185,22294069.8204
5629,4644890358.21,1300403312.74,89176279.2816
56291,1548296786.07,433467770.914,29725426.4272
562910,1548296786.07,433467770.914,29725426.4272
56292,1548296786.07,433467770.914,29725426.4272
562920,1548296786.07,433467770.914,29725426.4272
56299,1548296786.07,433467770.914,29725426.4272
562991,774148393.035,216733885.457,14862713.2136
562998,774148393.035,216733885.457,14862713.2136
61,969516429.52,761461346.959,568640274.038
611,969516429.52,761461346.959,568640274.038
6111,138502347.074,108780192.423,81234324.8626
61111,138502347.074,108780192.423,81234324.8626
611110,138502347.074,108780192.423,81234324.8626
6112,138502347.074,108780192.423,81234324.8626
61121,138502347.074,108780192.423,81234324.8626
611210,138502347.074,108780192.423,81234324.8626
6113,138502347.074,108780192.423,81234324.8626
61131,138502347.074,108780192.423,81234324.8626
611310,138502347.074,108780192.423,81234324.8626
6114,138502347.074,108780192.423,81234324.8626
61141,46167449.0248,36260064.1409,27078108.2875
611410,46167449.0248,36260064.1409,27078108.2875
61142,46167449.0248,36260064.1409,27078108.2875
611420,46167449.0248,36260064.1409,27078108.2875
61143,46167449.0248,36260064.1409,27078108.2875
611430,46167449.0248,36260064.1409,27078108.2875
6115,138502347.074,108780192.423,81234324.8626
61151,138502347.074,108780192.423,81234324.8626
611511,34625586.7686,27195048.1057,20308581.2156
611512,34625586.7686,27195048.1057,20308581.2156
611513,34625586.7686,27195048.1057,20308581.2156
611519,34625586.7686,27195048.1057,20308581.2156
6116,138502347.074,108780192.423,81234324.8626
61161,34625586.7686,27195048.1057,20308581.2156
611610,34625586.7686,27195048.1057,20308581.2156
61162,34625586.7686,27195048.1057,20308581.2156
611620,34625586.7686,27195048.1057,20308581.2156
61163,34625586.7686,27195048.1057,20308581.2156
611630,34625586.7686,27195048.1057,20308581.2156
61169,34625586.7686,27195048.1057,20308581.2156
611691,11541862.2562,9065016.03523,6769527.07188
611692,11541862.2562,9065016.03523,6769527.07188
611699,11541862.2562,9065016.03523,6769527.07188
6117,138502347.074,108780192.423,81234324.8626
61171,138502347.074,108780192.423,81234324.8626
611710,138502347.074,108780192.423,81234324.8626
62,1396693731.52,439559949.193,246341407.841
621,-7533554268.48,-2366353050.81,-2852451592.16
6211,18823194000.0,2371165500.0,2544120000.0
62111,18823194000.0,2371165500.0,2544120000.0
621111,9411597000.0,1185582750.0,1272060000.0
621112,9411597000.0,1185582750.0,1272060000.0
6212,-54643178268.5,-6587069550.81,-7331414592.16
62121,-54643178268.5,-6587069550.81,-7331414592.16
621210,-54643178268.5,-6587069550.81,-7331414592.16
6213,15781841000.0,365385000.0,562803000.0
62131,3156368200.0,73077000.0,112560600.0
621310,3156368200.0,73077000.0,112560600.0
62132,3156368200.0,73077000.0,112560600.0
621320,3156368200.0,73077000.0,112560600.0
62133,3156368200.0,73077000.0,112560600.0
621330,3156368200.0,73077000.0,112560600.0
62134,3156368200.0,73077000.0,112560600.0
621340,3156368200.0,73077000.0,112560600.0
62139,3156368200.0,73077000.0,112560600.0
621391,1578184100.0,36538500.0,56280300.0
621399,1578184100.0,36538500.0,56280300.0
6214,1466808000.0,190003000.0,50655000.0
62141,488936000.0,63334333.3333,16885000.0
621410,488936000.0,63334333.3333,16885000.0
62142,488936000.0,63334333.3333,16885000.0
621420,488936000.0,63334333.3333,16885000.0
62149,488936000.0,63334333.3333,16885000.0
621491,122234000.0,15833583.3333,4221250.0
621492,122234000.0,15833583.3333,4221250.0
621493,122234000.0,15833583.3333,4221250.0
621498,122234000.0,15833583.3333,4221250.0
6215,7726341000.0,734394000.0,692091000.0
62151,7726341000.0,734394000.0,692091000.0
621511,3863170500.0,367197000.0,346045500.0
621512,3863170500.0,367197000.0,346045500.0
6216,2774373000.0,382620000.0,574592000.0
62161,2774373000.0,382620000.0,574592000.0
621610,2774373000.0,382620000.0,574592000.0
6219,537067000.0,177149000.0,54702000.0
62191,268533500.0,88574500.0,27351000.0
621910,268533500.0,88574500.0,27351000.0
62199,268533500.0,88574500.0,27351000.0
621991,134266750.0,44287250.0,13675500.0
621999,134266750.0,44287250.0,13675500.0
622,107124000.0,135072000.0,74874000.0
6221,35708000.0,45024000.0,24958000.0
62211,35708000.0,45024000.0,24958000.0
622110,35708000.0,45024000.0,24958000.0
6222,35708000.0,45024000.0,24958000.0
62221,35708000.0,45024000.0,24958000.0
622210,35708000.0,45024000.0,24958000.0
6223,35708000.0,45024000.0,24958000.0
62231,35708000.0,45024000.0,24958000.0
622310,35708000.0,45024000.0,24958000.0
623,6179166000.0,843293000.0,1616026000.0
6231,1544791500.0,210823250.0,404006500.0
62311,1544791500.0,210823250.0,404006500.0
623110,1544791500.0,210823250.0,404006500.0
6232,1544791500.0,210823250.0,404006500.0
62321,772395750.0,105411625.0,202003250.0
623210,772395750.0,105411625.0,202003250.0
62322,772395750.0,105411625.0,202003250.0
623220,772395750.0,105411625.0,202003250.0
6233,1544791500.0,210823250.0,404006500.0
62331,1544791500.0,210823250.0,404006500.0
623311,772395750.0,105411625.0,202003250.0
623312,772395750.0,105411625.0,202003250.0
6239,1544791500.0,210823250.0,404006500.0
62399,1544791500.0,210823250.0,404006500.0
623990,1544791500.0,210823250.0,404006500.0
624,2643958000.0,1827548000.0,1407893000.0
6241,660989500.0,456887000.0,351973250.0
62411,220329833.333,152295666.667,117324416.667
624110,220329833.333,152295666.667,117324416.667
62412,220329833.333,152295666.667,117324416.667
624120,220329833.333,152295666.667,117324416.667
62419,220329833.333,152295666.667,117324416.667
624190,220329833.333,152295666.667,117324416.667
6242,660989500.0,456887000.0,351973250.0
62421,220329833.333,152295666.667,117324416.667
624210,220329833.333,152295666.667,117324416.667
62422,220329833.333,152295666.667,117324416.667
624221,110164916.667,76147833.3333,58662208.3333
624229,110164916.667,76147833.3333,58662208.3333
62423,220329833.333,152295666.667,117324416.667
624230,220329833.333,152295666.667,117324416.667
6243,660989500.0,456887000.0,351973250.0
62431,660989500.0,456887000.0,351973250.0
624310,660989500.0,456887000.0,351973250.0
6244,660989500.0,456887000.0,351973250.0
62441,660989500.0,456887000.0,351973250.0
624410,660989500.0,456887000.0,351973250.0
71,603705721.317,144262983.884,104059333.431
711,5055674881.6,4393591487.3,2594295269.43
7111,1011134976.32,878718297.461,518859053.887
71111,252783744.08,219679574.365,129714763.472
711110,252783744.08,219679574.365,129714763.472
71112,252783744.08,219679574.365,129714763.472
711120,252783744.08,219679574.365,129714763.472
71113,252783744.08,219679574.365,129714763.472
711130,252783744.08,219679574.365,129714763.472
71119,252783744.08,219679574.365,129714763.472
711190,252783744.08,219679574.365,129714763.472
7112,1011134976.32,878718297.461,518859053.887
71121,1011134976.32,878718297.461,518859053.887
711211,337044992.107,292906099.154,172953017.962
711212,337044992.107,292906099.154,172953017.962
711219,337044992.107,292906099.154,172953017.962
7113,1011134976.32,878718297.461,518859053.887
71131,505567488.16,439359148.73,259429526.943
711310,505567488.16,439359148.73,259429526.943
71132,505567488.16,439359148.73,259429526.943
711320,505567488.16,439359148.73,259429526.943
7114,1011134976.32,878718297.461,518859053.887
71141,1011134976.32,878718297.461,518859053.887
711410,1011134976.32,878718297.461,518859053.887
7115,1011134976.32,878718297.461,518859053.887
71151,1011134976.32,878718297.461,518859053.887
711510,1011134976.32,878718297.461,518859053.887
712,4484263000.0,4420624000.0,1361217000.0
7121,4484263000.0,4420624000.0,1361217000.0
71211,1121065750.0,1105156000.0,340304250.0
712110,1121065750.0,1105156000.0,340304250.0
71212,1121065750.0,1105156000.0,340304250.0
712120,1121065750.0,1105156000.0,340304250.0
71213,1121065750.0,1105156000.0,340304250.0
712130,1121065750.0,1105156000.0,340304250.0
71219,1121065750.0,1105156000.0,340304250.0
712190,1121065750.0,1105156000.0,340304250.0
713,-8936232160.28,-8669952503.42,-3851452936.0
7131,-2978744053.43,-2889984167.81,-1283817645.33
71311,-1489372026.71,-1444992083.9,-641908822.667
713110,-1489372026.71,-1444992083.9,-641908822.667
71312,-1489372026.71,-1444992083.9,-641908822.667
713120,-1489372026.71,-1444992083.9,-641908822.667
7132,-2978744053.43,-2889984167.81,-1283817645.33
71321,-1489372026.71,-1444992083.9,-641908822.667
713210,-1489372026.71,-1444992083.9,-641908822.667
71329,-1489372026.71,-1444992083.9,-641908822.667
713290,-1489372026.71,-1444992083.9,-641908822.667
7139,-2978744053.43,-2889984167.81,-1283817645.33
71391,-496457342.238,-481664027.968,-213969607.556
713910,-496457342.238,-481664027.968,-213969607.556
71392,-496457342.238,-481664027.968,-213969607.556
713920,-496457342.238,-481664027.968,-213969607.556
71393,-496457342.238,-481664027.968,-213969607.556
713930,-496457342.238,-481664027.968,-213969607.556
71394,-496457342.238,-481664027.968,-213969607.556
713940,-496457342.238,-481664027.968,-213969607.556
71395,-496457342.238,-481664027.968,-213969607.556
713950,-496457342.238,-481664027.968,-213969607.556
71399,-496457342.238,-481664027.968,-213969607.556
713990,-496457342.238,-481664027.968,-213969607.556
72,4422223106.61,3254652795.09,2790453027.2
721,6638970541.65,5167045468.47,4656367724.07
7211,2212990180.55,1722348489.49,1552122574.69
72111,737663393.516,574116163.163,517374191.563
721110,737663393.516,574116163.163,517374191.563
72112,737663393.516,574116163.163,517374191.563
721120,737663393.516,574116163.163,517374191.563
72119,737663393.516,574116163.163,517374191.563
721191,368831696.758,287058081.581,258687095.781
721199,368831696.758,287058081.581,258687095.781
7212,2212990180.55,1722348489.49,1552122574.69
72121,2212990180.55,1722348489.49,1552122574.69
721211,1106495090.27,861174244.744,776061287.344
721214,1106495090.27,861174244.744,776061287.344
7213,2212990180.55,1722348489.49,1552122574.69
72131,2212990180.55,1722348489.49,1552122574.69
721310,2212990180.55,1722348489.49,1552122574.69
722,-2216747435.04,-1912392673.38,-1865914696.87
7223,-738915811.681,-637464224.459,-621971565.622
72231,-246305270.56,-212488074.82,-207323855.207
722310,-246305270.56,-212488074.82,-207323855.207
72232,-246305270.56,-212488074.82,-207323855.207
722320,-246305270.56,-212488074.82,-207323855.207
72233,-246305270.56,-212488074.82,-207323855.207
722330,-246305270.56,-212488074.82,-207323855.207
7224,-738915811.681,-637464224.459,-621971565.622
72241,-738915811.681,-637464224.459,-621971565.622
722410,-738915811.681,-637464224.459,-621971565.622
7225,-738915811.681,-637464224.459,-621971565.622
72251,-738915811.681,-637464224.459,-621971565.622
722511,-184728952.92,-159366056.115,-155492891.406
722513,-184728952.92,-159366056.115,-155492891.406
722514,-184728952.92,-159366056.115,-155492891.406
722515,-184728952.92,-159366056.115,-155492891.406
81,6399536812.91,4163928747.71,3418690985.89
811,3445470140.59,2118912654.38,1781152764.29
8111,1593745285.15,818656663.594,735566941.072
81111,531248428.383,272885554.531,245188980.357
811111,132812107.096,68221388.6329,61297245.0894
811112,132812107.096,68221388.6329,61297245.0894
811113,132812107.096,68221388.6329,61297245.0894
811118,132812107.096,68221388.6329,61297245.0894
81112,531248428.383,272885554.531,245188980.357
811121,265624214.191,136442777.266,122594490.179
811122,265624214.191,136442777.266,122594490.179
81119,531248428.383,272885554.531,245188980.357
811191,177082809.461,90961851.5105,81729660.1191
811192,177082809.461,90961851.5105,81729660.1191
811198,177082809.461,90961851.5105,81729660.1191
8112,617241618.481,433418663.594,348528607.739
81121,617241618.481,433418663.594,348528607.739
811211,154310404.62,108354665.899,87132151.9347
811212,154310404.62,108354665.899,87132151.9347
811213,154310404.62,108354665.899,87132151.9347
811219,154310404.62,108354665.899,87132151.9347
8113,617241618.481,433418663.594,348528607.739
81131,617241618.481,433418663.594,348528607.739
811310,617241618.481,433418663.594,348528607.739
8114,617241618.481,433418663.594,348528607.739
81141,154310404.62,108354665.899,87132151.9347
811411,77155202.3101,54177332.9493,43566075.9674
811412,77155202.3101,54177332.9493,43566075.9674
81142,154310404.62,108354665.899,87132151.9347
811420,154310404.62,108354665.899,87132151.9347
81143,154310404.62,108354665.899,87132151.9347
811430,154310404.62,108354665.899,87132151.9347
81149,154310404.62,108354665.899,87132151.9347
811490,154310404.62,108354665.899,87132151.9347
812,1348662168.48,1224163162.34,957908231.601
8121,337165542.12,306040790.584,239477057.9
81211,168582771.06,153020395.292,119738528.95
812111,56194257.0201,51006798.4307,39912842.9834
812112,56194257.0201,51006798.4307,39912842.9834
812113,56194257.0201,51006798.4307,39912842.9834
81219,168582771.06,153020395.292,119738528.95
812191,84291385.5301,76510197.646,59869264.4751
812199,84291385.5301,76510197.646,59869264.4751
8122,337165542.12,306040790.584,239477057.9
81221,168582771.06,153020395.292,119738528.95
812210,168582771.06,153020395.292,119738528.95
81222,168582771.06,153020395.292,119738528.95
812220,168582771.06,153020395.292,119738528.95
8123,337165542.12,306040790.584,239477057.9
81231,112388514.04,102013596.861,79825685.9668
812310,112388514.04,102013596.861,79825685.9668
81232,112388514.04,102013596.861,79825685.9668
812320,112388514.04,102013596.861,79825685.9668
81233,112388514.04,102013596.861,79825685.9668
812331,56194257.0201,51006798.4307,39912842.9834
812332,56194257.0201,51006798.4307,39912842.9834
8129,337165542.12,306040790.584,239477057.9
81291,84291385.5301,76510197.646,59869264.4751
812910,84291385.5301,76510197.646,59869264.4751
81292,84291385.5301,76510197.646,59869264.4751
812921,42145692.7651,38255098.823,29934632.2375
812922,42145692.7651,38255098.823,29934632.2375
81293,84291385.5301,76510197.646,59869264.4751
812930,84291385.5301,76510197.646,59869264.4751
81299,84291385.5301,76510197.646,59869264.4751
812990,84291385.5301,76510197.646,59869264.4751
813,1605404503.84,820852931.0,679629989.996
8131,321080900.768,164170586.2,135925997.999
81311,321080900.768,164170586.2,135925997.999
813110,321080900.768,164170586.2,135925997.999
8132,321080900.768,164170586.2,135925997.999
81321,321080900.768,164170586.2,135925997.999
813211,107026966.923,54723528.7333,45308665.9997
813212,107026966.923,54723528.7333,45308665.9997
813219,107026966.923,54723528.7333,45308665.9997
8133,321080900.768,164170586.2,135925997.999
81331,321080900.768,164170586.2,135925997.999
813311,107026966.923,54723528.7333,45308665.9997
813312,107026966.923,54723528.7333,45308665.9997
813319,107026966.923,54723528.7333,45308665.9997
8134,321080900.768,164170586.2,135925997.999
81341,321080900.768,164170586.2,135925997.999
813410,321080900.768,164170586.2,135925997.999
8139,321080900.768,164170586.2,135925997.999
81391,64216180.1536,32834117.24,27185199.5998
813910,64216180.1536,32834117.24,27185199.5998
81392,64216180.1536,32834117.24,27185199.5998
813920,64216180.1536,32834117.24,27185199.5998
81393,64216180.1536,32834117.24,27185199.5998
813930,64216180.1536,32834117.24,27185199.5998
81394,64216180.1536,32834117.24,27185199.5998
813940,64216180.1536,32834117.24,27185199.5998
81399,64216180.1536,32834117.24,27185199.5998
813990,64216180.1536,32834117.24,27185199.5998
