Codes:,Interest Paid,Land,Capital Stock,Cost of Treasury Stock,Depreciable Assets,Earnings (rtnd appr),Earnings (rtnd unappr.),Accumulated Depreciation,Inventories,Additional paid-in Capital
11193,95834.6893364,956192.825434,401282.756971,179886.600472,3696172.76786,17202.4614849,85329.1780791,2627452.14451,455679.129911,874355.532318
111930,95834.6893364,956192.825434,401282.756971,179886.600472,3696172.76786,17202.4614849,85329.1780791,2627452.14451,455679.129911,874355.532318
11194,95834.6893364,956192.825434,401282.756971,179886.600472,3696172.76786,17202.4614849,85329.1780791,2627452.14451,455679.129911,874355.532318
111940,95834.6893364,956192.825434,401282.756971,179886.600472,3696172.76786,17202.4614849,85329.1780791,2627452.14451,455679.129911,874355.532318
11199,95834.6893364,956192.825434,401282.756971,179886.600472,3696172.76786,17202.4614849,85329.1780791,2627452.14451,455679.129911,874355.532318
111991,31944.8964455,318730.941811,133760.91899,59962.2001572,1232057.58929,5734.15382831,28443.0593597,875817.381502,151893.043304,291451.844106
111992,31944.8964455,318730.941811,133760.91899,59962.2001572,1232057.58929,5734.15382831,28443.0593597,875817.381502,151893.043304,291451.844106
111998,31944.8964455,318730.941811,133760.91899,59962.2001572,1232057.58929,5734.15382831,28443.0593597,875817.381502,151893.043304,291451.844106
113,144376.534417,246469.517623,234903.370527,-44648.0600408,6823889.92206,100204.928013,10510751.4672,6209152.75458,-457746.503677,-1338110.1932
1131,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
11311,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
113110,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
1132,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
11321,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
113210,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
1133,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
11331,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
113310,48125.5114723,82156.5058743,78301.1235092,-14882.6866803,2274629.97402,33401.6426709,3503583.82239,2069717.58486,-152582.167892,-446036.731068
114,76001.6975973,-1139572.15465,741339.390484,-52348.8906502,13513914.0797,3294.00106316,9126966.26378,9731754.77621,2183972.31042,3984714.02089
1141,38000.8487986,-569786.077325,370669.695242,-26174.4453251,6756957.03983,1647.00053158,4563483.13189,4865877.3881,1091986.15521,1992357.01045
11411,38000.8487986,-569786.077325,370669.695242,-26174.4453251,6756957.03983,1647.00053158,4563483.13189,4865877.3881,1091986.15521,1992357.01045
114111,12666.9495995,-189928.692442,123556.565081,-8724.81510837,2252319.01328,549.000177193,1521161.04396,1621959.12937,363995.385069,664119.003482
114112,12666.9495995,-189928.692442,123556.565081,-8724.81510837,2252319.01328,549.000177193,1521161.04396,1621959.12937,363995.385069,664119.003482
114119,12666.9495995,-189928.692442,123556.565081,-8724.81510837,2252319.01328,549.000177193,1521161.04396,1621959.12937,363995.385069,664119.003482
1142,38000.8487986,-569786.077325,370669.695242,-26174.4453251,6756957.03983,1647.00053158,4563483.13189,4865877.3881,1091986.15521,1992357.01045
11421,38000.8487986,-569786.077325,370669.695242,-26174.4453251,6756957.03983,1647.00053158,4563483.13189,4865877.3881,1091986.15521,1992357.01045
114210,38000.8487986,-569786.077325,370669.695242,-26174.4453251,6756957.03983,1647.00053158,4563483.13189,4865877.3881,1091986.15521,1992357.01045
21,34547149.1771,18434775.5679,91339236.0715,45873337.3791,670972738.876,1489798.88608,243767300.518,265320424.306,46386360.6174,580568734.225
211,11515716.3924,6144925.18931,30446412.0238,15291112.4597,223657579.625,496599.628694,81255766.8392,88440141.4353,15462120.2058,193522911.408
2111,11515716.3924,6144925.18931,30446412.0238,15291112.4597,223657579.625,496599.628694,81255766.8392,88440141.4353,15462120.2058,193522911.408
21111,11515716.3924,6144925.18931,30446412.0238,15291112.4597,223657579.625,496599.628694,81255766.8392,88440141.4353,15462120.2058,193522911.408
211111,5757858.19618,3072462.59466,15223206.0119,7645556.22985,111828789.813,248299.814347,40627883.4196,44220070.7176,7731060.10291,96761455.7041
211112,5757858.19618,3072462.59466,15223206.0119,7645556.22985,111828789.813,248299.814347,40627883.4196,44220070.7176,7731060.10291,96761455.7041
212,11515716.3924,6144925.18931,30446412.0238,15291112.4597,223657579.625,496599.628694,81255766.8392,88440141.4353,15462120.2058,193522911.408
2121,3838572.13079,2048308.39644,10148804.0079,5097037.48657,74552526.5418,165533.209565,27085255.6131,29480047.1451,5154040.0686,64507637.1361
21211,3838572.13079,2048308.39644,10148804.0079,5097037.48657,74552526.5418,165533.209565,27085255.6131,29480047.1451,5154040.0686,64507637.1361
212111,1279524.0436,682769.465479,3382934.66932,1699012.49552,24850842.1806,55177.7365215,9028418.53769,9826682.3817,1718013.3562,21502545.712
212112,1279524.0436,682769.465479,3382934.66932,1699012.49552,24850842.1806,55177.7365215,9028418.53769,9826682.3817,1718013.3562,21502545.712
212113,1279524.0436,682769.465479,3382934.66932,1699012.49552,24850842.1806,55177.7365215,9028418.53769,9826682.3817,1718013.3562,21502545.712
2122,3838572.13079,2048308.39644,10148804.0079,5097037.48657,74552526.5418,165533.209565,27085255.6131,29480047.1451,5154040.0686,64507637.1361
21221,959643.032696,512077.09911,2537201.00199,1274259.37164,18638131.6354,41383.3023911,6771313.90327,7370011.78627,1288510.01715,16126909.284
212210,959643.032696,512077.09911,2537201.00199,1274259.37164,18638131.6354,41383.3023911,6771313.90327,7370011.78627,1288510.01715,16126909.284
21222,959643.032696,512077.09911,2537201.00199,1274259.37164,18638131.6354,41383.3023911,6771313.90327,7370011.78627,1288510.01715,16126909.284
212221,479821.516348,256038.549555,1268600.50099,637129.685821,9319065.81772,20691.6511956,3385656.95163,3685005.89314,644255.008575,8063454.64201
212222,479821.516348,256038.549555,1268600.50099,637129.685821,9319065.81772,20691.6511956,3385656.95163,3685005.89314,644255.008575,8063454.64201
21223,959643.032696,512077.09911,2537201.00199,1274259.37164,18638131.6354,41383.3023911,6771313.90327,7370011.78627,1288510.01715,16126909.284
212231,479821.516348,256038.549555,1268600.50099,637129.685821,9319065.81772,20691.6511956,3385656.95163,3685005.89314,644255.008575,8063454.64201
212234,479821.516348,256038.549555,1268600.50099,637129.685821,9319065.81772,20691.6511956,3385656.95163,3685005.89314,644255.008575,8063454.64201
21229,959643.032696,512077.09911,2537201.00199,1274259.37164,18638131.6354,41383.3023911,6771313.90327,7370011.78627,1288510.01715,16126909.284
212291,479821.516348,256038.549555,1268600.50099,637129.685821,9319065.81772,20691.6511956,3385656.95163,3685005.89314,644255.008575,8063454.64201
212299,479821.516348,256038.549555,1268600.50099,637129.685821,9319065.81772,20691.6511956,3385656.95163,3685005.89314,644255.008575,8063454.64201
2123,3838572.13079,2048308.39644,10148804.0079,5097037.48657,74552526.5418,165533.209565,27085255.6131,29480047.1451,5154040.0686,64507637.1361
21231,1279524.0436,682769.465479,3382934.66932,1699012.49552,24850842.1806,55177.7365215,9028418.53769,9826682.3817,1718013.3562,21502545.712
