Codes:,Interest Paid,Land,Capital Stock,Cost of Treasury Stock,Depreciable Assets,Earnings (rtnd appr),Earnings (rtnd unappr.),Accumulated Depreciation,Inventories,Additional paid-in Capital
326150,501511.905562,167691.681385,1270683.72187,525797.905795,11993951.1704,5706.50497746,481643.203359,7580344.99421,3045577.44258,4428597.57346
32616,501511.905562,167691.681385,1270683.72187,525797.905795,11993951.1704,5706.50497746,481643.203359,7580344.99421,3045577.44258,4428597.57346
326160,501511.905562,167691.681385,1270683.72187,525797.905795,11993951.1704,5706.50497746,481643.203359,7580344.99421,3045577.44258,4428597.57346
32619,501511.905562,167691.681385,1270683.72187,525797.905795,11993951.1704,5706.50497746,481643.203359,7580344.99421,3045577.44258,4428597.57346
326191,250755.952781,83845.8406923,635341.860934,262898.952898,5996975.58521,2853.25248873,240821.601679,3790172.4971,1522788.72129,2214298.78673
326199,250755.952781,83845.8406923,635341.860934,262898.952898,5996975.58521,2853.25248873,240821.601679,3790172.4971,1522788.72129,2214298.78673
3262,3510583.33893,1173841.76969,8894786.05308,3680585.34057,83957658.193,39945.5348422,3371502.42351,53062414.9594,21319042.098,31000183.0142
32621,1170194.44631,391280.589897,2964928.68436,1226861.78019,27985886.0643,13315.1782807,1123834.14117,17687471.6531,7106347.36602,10333394.3381
326211,585097.223155,195640.294949,1482464.34218,613430.890094,13992943.0322,6657.58914037,561917.070585,8843735.82657,3553173.68301,5166697.16904
326212,585097.223155,195640.294949,1482464.34218,613430.890094,13992943.0322,6657.58914037,561917.070585,8843735.82657,3553173.68301,5166697.16904
32622,1170194.44631,391280.589897,2964928.68436,1226861.78019,27985886.0643,13315.1782807,1123834.14117,17687471.6531,7106347.36602,10333394.3381
326220,1170194.44631,391280.589897,2964928.68436,1226861.78019,27985886.0643,13315.1782807,1123834.14117,17687471.6531,7106347.36602,10333394.3381
32629,1170194.44631,391280.589897,2964928.68436,1226861.78019,27985886.0643,13315.1782807,1123834.14117,17687471.6531,7106347.36602,10333394.3381
326291,585097.223155,195640.294949,1482464.34218,613430.890094,13992943.0322,6657.58914037,561917.070585,8843735.82657,3553173.68301,5166697.16904
326299,585097.223155,195640.294949,1482464.34218,613430.890094,13992943.0322,6657.58914037,561917.070585,8843735.82657,3553173.68301,5166697.16904
327,5962549.80605,11629904.7588,16122990.2105,6565271.06187,188395520.899,9358053.29766,-7961284.71257,105601007.279,21291100.9146,160896403.079
3271,1192509.96121,2325980.95175,3224598.04211,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,21120201.4559,4258220.18293,32179280.6158
32711,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
327110,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
32712,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
327120,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
3272,1192509.96121,2325980.95175,3224598.04211,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,21120201.4559,4258220.18293,32179280.6158
32721,1192509.96121,2325980.95175,3224598.04211,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,21120201.4559,4258220.18293,32179280.6158
327211,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327212,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327213,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327215,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
3273,1192509.96121,2325980.95175,3224598.04211,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,21120201.4559,4258220.18293,32179280.6158
32731,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327310,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
32732,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327320,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
32733,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327331,149063.745151,290747.618969,403074.755264,164131.776547,4709888.02247,233951.332441,-199032.117814,2640025.18198,532277.522866,4022410.07697
327332,149063.745151,290747.618969,403074.755264,164131.776547,4709888.02247,233951.332441,-199032.117814,2640025.18198,532277.522866,4022410.07697
32739,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
327390,298127.490302,581495.237938,806149.510527,328263.553093,9419776.04495,467902.664883,-398064.235628,5280050.36397,1064555.04573,8044820.15394
3274,1192509.96121,2325980.95175,3224598.04211,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,21120201.4559,4258220.18293,32179280.6158
32741,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
327410,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
32742,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
327420,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
3279,1192509.96121,2325980.95175,3224598.04211,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,21120201.4559,4258220.18293,32179280.6158
32791,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
327910,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
32799,596254.980605,1162990.47588,1612299.02105,656527.106187,18839552.0899,935805.329766,-796128.471257,10560100.7279,2129110.09146,16089640.3079
327991,149063.745151,290747.618969,403074.755264,164131.776547,4709888.02247,233951.332441,-199032.117814,2640025.18198,532277.522866,4022410.07697
327992,149063.745151,290747.618969,403074.755264,164131.776547,4709888.02247,233951.332441,-199032.117814,2640025.18198,532277.522866,4022410.07697
327993,149063.745151,290747.618969,403074.755264,164131.776547,4709888.02247,233951.332441,-199032.117814,2640025.18198,532277.522866,4022410.07697
327999,149063.745151,290747.618969,403074.755264,164131.776547,4709888.02247,233951.332441,-199032.117814,2640025.18198,532277.522866,4022410.07697
331,10720944.5441,5006815.05179,39921225.0183,20824727.2555,215640235.186,87715.1744436,45539465.8167,116448020.338,64193702.4434,143849412.878
3313,10720944.5441,5006815.05179,39921225.0183,20824727.2555,215640235.186,87715.1744436,45539465.8167,116448020.338,64193702.4434,143849412.878
33131,10720944.5441,5006815.05179,39921225.0183,20824727.2555,215640235.186,87715.1744436,45539465.8167,116448020.338,64193702.4434,143849412.878
331315,10720944.5441,5006815.05179,39921225.0183,20824727.2555,215640235.186,87715.1744436,45539465.8167,116448020.338,64193702.4434,143849412.878
332,8631100.6822,3407284.66704,50339063.8769,21246095.6051,210191405.706,616312.251981,92902785.8248,144405968.851,58421654.7046,187587368.788
3322,8631100.6822,3407284.66704,50339063.8769,21246095.6051,210191405.706,616312.251981,92902785.8248,144405968.851,58421654.7046,187587368.788
33221,8631100.6822,3407284.66704,50339063.8769,21246095.6051,210191405.706,616312.251981,92902785.8248,144405968.851,58421654.7046,187587368.788
332215,8631100.6822,3407284.66704,50339063.8769,21246095.6051,210191405.706,616312.251981,92902785.8248,144405968.851,58421654.7046,187587368.788
333,20505735.7473,4812976.91893,65698841.0046,120418700.812,266994674.669,123161.649047,177482236.446,157606122.442,121400186.873,274503379.586
3331,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33311,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333111,488231.803508,114594.688546,1564258.11916,2867111.9241,6357016.06354,2932.4202154,4225767.53442,3752526.72482,2890480.63984,6535794.75204
333112,488231.803508,114594.688546,1564258.11916,2867111.9241,6357016.06354,2932.4202154,4225767.53442,3752526.72482,2890480.63984,6535794.75204
33312,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333120,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
33313,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333131,488231.803508,114594.688546,1564258.11916,2867111.9241,6357016.06354,2932.4202154,4225767.53442,3752526.72482,2890480.63984,6535794.75204
333132,488231.803508,114594.688546,1564258.11916,2867111.9241,6357016.06354,2932.4202154,4225767.53442,3752526.72482,2890480.63984,6535794.75204
3332,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33324,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
333241,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333242,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333243,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333244,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333249,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
3333,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33331,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
333314,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333316,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333318,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
3334,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33341,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
333413,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333414,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333415,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
3335,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33351,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
333511,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333514,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333515,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333517,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
333519,585878.164209,137513.626255,1877109.74299,3440534.30892,7628419.27625,3518.90425847,5070921.0413,4503032.06978,3468576.76781,7842953.70245
3336,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33361,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
333611,732347.705261,171892.032819,2346387.17874,4300667.88614,9535524.09531,4398.63032309,6338651.30163,5628790.08723,4335720.95976,9803692.12806
333612,732347.705261,171892.032819,2346387.17874,4300667.88614,9535524.09531,4398.63032309,6338651.30163,5628790.08723,4335720.95976,9803692.12806
333613,732347.705261,171892.032819,2346387.17874,4300667.88614,9535524.09531,4398.63032309,6338651.30163,5628790.08723,4335720.95976,9803692.12806
333618,732347.705261,171892.032819,2346387.17874,4300667.88614,9535524.09531,4398.63032309,6338651.30163,5628790.08723,4335720.95976,9803692.12806
3339,2929390.82105,687568.131276,9385548.71494,17202671.5446,38142096.3812,17594.5212924,25354605.2065,22515160.3489,17342883.8391,39214768.5122
33391,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333911,325487.869005,76396.4590306,1042838.7461,1911407.9494,4238010.70903,1954.94681026,2817178.35628,2501684.48321,1926987.09323,4357196.50136
333912,325487.869005,76396.4590306,1042838.7461,1911407.9494,4238010.70903,1954.94681026,2817178.35628,2501684.48321,1926987.09323,4357196.50136
333913,325487.869005,76396.4590306,1042838.7461,1911407.9494,4238010.70903,1954.94681026,2817178.35628,2501684.48321,1926987.09323,4357196.50136
33392,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333921,244115.901754,57297.344273,782129.059578,1433555.96205,3178508.03177,1466.2101077,2112883.76721,1876263.36241,1445240.31992,3267897.37602
333922,244115.901754,57297.344273,782129.059578,1433555.96205,3178508.03177,1466.2101077,2112883.76721,1876263.36241,1445240.31992,3267897.37602
333923,244115.901754,57297.344273,782129.059578,1433555.96205,3178508.03177,1466.2101077,2112883.76721,1876263.36241,1445240.31992,3267897.37602
333924,244115.901754,57297.344273,782129.059578,1433555.96205,3178508.03177,1466.2101077,2112883.76721,1876263.36241,1445240.31992,3267897.37602
33399,976463.607015,229189.377092,3128516.23831,5734223.84819,12714032.1271,5864.84043079,8451535.06883,7505053.44964,5780961.27968,13071589.5041
333991,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333992,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333993,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333994,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333995,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333996,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333997,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
333999,122057.950877,28648.6721365,391064.529789,716777.981024,1589254.01588,733.105053849,1056441.8836,938131.681205,722620.15996,1633948.68801
334,24503290.2937,9188384.70499,163782405.81,445584273.409,419113768.37,560309.502144,-16258430.0255,258148905.507,78924523.2215,1240862869.9
3341,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
33411,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
334111,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
334112,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
334118,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
3342,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
33421,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
334210,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
33422,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
334220,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
33429,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
334290,1361293.9052,510465.816944,9099022.54501,24754681.8561,23284098.2428,31128.3056747,-903246.112528,14341605.8615,4384695.73453,68936826.1058
3343,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
33431,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
334310,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
3344,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
33441,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
334412,680646.952602,255232.908472,4549511.27251,12377340.928,11642049.1214,15564.1528373,-451623.056264,7170802.93075,2192347.86726,34468413.0529
334413,680646.952602,255232.908472,4549511.27251,12377340.928,11642049.1214,15564.1528373,-451623.056264,7170802.93075,2192347.86726,34468413.0529
334416,680646.952602,255232.908472,4549511.27251,12377340.928,11642049.1214,15564.1528373,-451623.056264,7170802.93075,2192347.86726,34468413.0529
334417,680646.952602,255232.908472,4549511.27251,12377340.928,11642049.1214,15564.1528373,-451623.056264,7170802.93075,2192347.86726,34468413.0529
334418,680646.952602,255232.908472,4549511.27251,12377340.928,11642049.1214,15564.1528373,-451623.056264,7170802.93075,2192347.86726,34468413.0529
334419,680646.952602,255232.908472,4549511.27251,12377340.928,11642049.1214,15564.1528373,-451623.056264,7170802.93075,2192347.86726,34468413.0529
3345,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
33451,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
334510,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334511,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334512,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334513,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334514,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334515,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334516,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334517,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
334519,453764.635068,170155.272315,3033007.515,8251560.61869,7761366.08092,10376.1018916,-301082.037509,4780535.28717,1461565.24484,22978942.0353
3346,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
33461,4083881.71561,1531397.45083,27297067.635,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,43024817.5845,13154087.2036,206810478.317
334613,2041940.85781,765698.725416,13648533.8175,37132022.7841,34926147.3642,46692.458512,-1354869.16879,21512408.7922,6577043.60179,103405239.159
334614,2041940.85781,765698.725416,13648533.8175,37132022.7841,34926147.3642,46692.458512,-1354869.16879,21512408.7922,6577043.60179,103405239.159
335,95402174.5678,4710263.03361,20529907.8132,92411790.849,228261657.23,2262061.28739,390148652.528,140025432.197,42349180.6027,287359050.343
3351,23850543.642,1177565.7584,5132476.95329,23102947.7122,57065414.3075,565515.321847,97537163.1321,35006358.0493,10587295.1507,71839762.5858
33511,11925271.821,588782.879201,2566238.47665,11551473.8561,28532707.1538,282757.660923,48768581.566,17503179.0247,5293647.57534,35919881.2929
335110,11925271.821,588782.879201,2566238.47665,11551473.8561,28532707.1538,282757.660923,48768581.566,17503179.0247,5293647.57534,35919881.2929
33512,11925271.821,588782.879201,2566238.47665,11551473.8561,28532707.1538,282757.660923,48768581.566,17503179.0247,5293647.57534,35919881.2929
335121,3975090.60699,196260.959734,855412.825549,3850491.28537,9510902.38459,94252.5536411,16256193.8553,5834393.00822,1764549.19178,11973293.7643
335122,3975090.60699,196260.959734,855412.825549,3850491.28537,9510902.38459,94252.5536411,16256193.8553,5834393.00822,1764549.19178,11973293.7643
335129,3975090.60699,196260.959734,855412.825549,3850491.28537,9510902.38459,94252.5536411,16256193.8553,5834393.00822,1764549.19178,11973293.7643
3352,23850543.642,1177565.7584,5132476.95329,23102947.7122,57065414.3075,565515.321847,97537163.1321,35006358.0493,10587295.1507,71839762.5858
33521,11925271.821,588782.879201,2566238.47665,11551473.8561,28532707.1538,282757.660923,48768581.566,17503179.0247,5293647.57534,35919881.2929
335210,11925271.821,588782.879201,2566238.47665,11551473.8561,28532707.1538,282757.660923,48768581.566,17503179.0247,5293647.57534,35919881.2929
33522,11925271.821,588782.879201,2566238.47665,11551473.8561,28532707.1538,282757.660923,48768581.566,17503179.0247,5293647.57534,35919881.2929
335221,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335222,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335224,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335228,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
3353,23850543.642,1177565.7584,5132476.95329,23102947.7122,57065414.3075,565515.321847,97537163.1321,35006358.0493,10587295.1507,71839762.5858
33531,23850543.642,1177565.7584,5132476.95329,23102947.7122,57065414.3075,565515.321847,97537163.1321,35006358.0493,10587295.1507,71839762.5858
335311,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335312,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335313,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335314,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
3359,23850543.642,1177565.7584,5132476.95329,23102947.7122,57065414.3075,565515.321847,97537163.1321,35006358.0493,10587295.1507,71839762.5858
33591,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335911,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335912,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
33592,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335921,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335929,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
33593,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335931,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335932,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
33599,5962635.91049,294391.4396,1283119.23832,5775736.92806,14266353.5769,141378.830462,24384290.783,8751589.51233,2646823.78767,17959940.6464
335991,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
335999,2981317.95524,147195.7198,641559.619162,2887868.46403,7133176.78844,70689.4152308,12192145.3915,4375794.75617,1323411.89383,8979970.32322
336,33356481.0219,10801462.0627,138106499.256,141659963.453,692557769.171,132201.770087,232382413.345,358160650.742,218989301.476,478411113.053
3361,4765211.57456,1543066.00895,19729499.8937,20237137.6362,98936824.1673,18885.9671553,33197487.6207,51165807.2489,31284185.9251,68344444.7218
33611,2382605.78728,771533.004477,9864749.94686,10118568.8181,49468412.0837,9442.98357767,16598743.8103,25582903.6245,15642092.9625,34172222.3609
336111,1191302.89364,385766.502239,4932374.97343,5059284.40904,24734206.0418,4721.49178883,8299371.90517,12791451.8122,7821046.48127,17086111.1805
336112,1191302.89364,385766.502239,4932374.97343,5059284.40904,24734206.0418,4721.49178883,8299371.90517,12791451.8122,7821046.48127,17086111.1805
33612,2382605.78728,771533.004477,9864749.94686,10118568.8181,49468412.0837,9442.98357767,16598743.8103,25582903.6245,15642092.9625,34172222.3609
