Codes:,Capital_stock,land,earnings_(rtnd_appr.),cost_of_treasury_stock,additional_paid-in_capital,depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
111211,366099969.847,952837492.462,0.0,127744332.584,1827180079.97,5310159986.47,-382823150.601,3839235626.23,779866184.442,110331213.752
111219,366099969.847,952837492.462,0.0,127744332.584,1827180079.97,5310159986.47,-382823150.601,3839235626.23,779866184.442,110331213.752
1113,732199939.694,1905674984.92,0.0,255488665.168,3654360159.93,10620319972.9,-765646301.202,7678471252.45,1559732368.88,220662427.503
11131,244066646.565,635224994.975,0.0,85162888.3893,1218120053.31,3540106657.65,-255215433.734,2559490417.48,519910789.628,73554142.501
111310,244066646.565,635224994.975,0.0,85162888.3893,1218120053.31,3540106657.65,-255215433.734,2559490417.48,519910789.628,73554142.501
11132,244066646.565,635224994.975,0.0,85162888.3893,1218120053.31,3540106657.65,-255215433.734,2559490417.48,519910789.628,73554142.501
111320,244066646.565,635224994.975,0.0,85162888.3893,1218120053.31,3540106657.65,-255215433.734,2559490417.48,519910789.628,73554142.501
11133,244066646.565,635224994.975,0.0,85162888.3893,1218120053.31,3540106657.65,-255215433.734,2559490417.48,519910789.628,73554142.501
111331,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
111332,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
111333,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
111334,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
111335,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
111336,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
111339,34866663.7949,90746427.8535,0.0,12166126.9128,174017150.473,505729522.521,-36459347.6763,365641488.212,74272969.9469,10507734.643
1114,732199939.694,1905674984.92,0.0,255488665.168,3654360159.93,10620319972.9,-765646301.202,7678471252.45,1559732368.88,220662427.503
11141,366099969.847,952837492.462,0.0,127744332.584,1827180079.97,5310159986.47,-382823150.601,3839235626.23,779866184.442,110331213.752
111411,183049984.923,476418746.231,0.0,63872166.292,913590039.983,2655079993.24,-191411575.3,1919617813.11,389933092.221,55165606.8758
111419,183049984.923,476418746.231,0.0,63872166.292,913590039.983,2655079993.24,-191411575.3,1919617813.11,389933092.221,55165606.8758
11142,366099969.847,952837492.462,0.0,127744332.584,1827180079.97,5310159986.47,-382823150.601,3839235626.23,779866184.442,110331213.752
111421,183049984.923,476418746.231,0.0,63872166.292,913590039.983,2655079993.24,-191411575.3,1919617813.11,389933092.221,55165606.8758
111422,183049984.923,476418746.231,0.0,63872166.292,913590039.983,2655079993.24,-191411575.3,1919617813.11,389933092.221,55165606.8758
1119,732199939.694,1905674984.92,0.0,255488665.168,3654360159.93,10620319972.9,-765646301.202,7678471252.45,1559732368.88,220662427.503
11191,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
111910,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
11192,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
111920,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
11193,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
111930,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
11194,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
111940,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
11199,146439987.939,381134996.985,0.0,51097733.0336,730872031.986,2124063994.59,-153129260.24,1535694250.49,311946473.777,44132485.5006
111991,48813329.3129,127044998.995,0.0,17032577.6779,243624010.662,708021331.529,-51043086.7468,511898083.497,103982157.926,14710828.5002
111992,48813329.3129,127044998.995,0.0,17032577.6779,243624010.662,708021331.529,-51043086.7468,511898083.497,103982157.926,14710828.5002
111998,48813329.3129,127044998.995,0.0,17032577.6779,243624010.662,708021331.529,-51043086.7468,511898083.497,103982157.926,14710828.5002
113,349813869.89,910450144.953,0.0,122061576.122,1745897261.41,5073935448.23,-365793113.425,3668445731.89,745173533.038,105423086.673
1131,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
11311,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
113110,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
1132,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
11321,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
113210,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
1133,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
11331,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
113310,116604623.297,303483381.651,0.0,40687192.0406,581965753.804,1691311816.08,-121931037.808,1222815243.96,248391177.679,35141028.8909
114,595312440.605,1549401966.28,0.0,207724109.99,2971163950.88,8634811696.02,-622505880.565,6242952523.76,1268134607.6,179408766.848
1141,297656220.302,774700983.142,0.0,103862054.995,1485581975.44,4317405848.01,-311252940.282,3121476261.88,634067303.801,89704383.424
11411,297656220.302,774700983.142,0.0,103862054.995,1485581975.44,4317405848.01,-311252940.282,3121476261.88,634067303.801,89704383.424
114111,99218740.1008,258233661.047,0.0,34620684.9984,495193991.814,1439135282.67,-103750980.094,1040492087.29,211355767.934,29901461.1413
114112,99218740.1008,258233661.047,0.0,34620684.9984,495193991.814,1439135282.67,-103750980.094,1040492087.29,211355767.934,29901461.1413
114119,99218740.1008,258233661.047,0.0,34620684.9984,495193991.814,1439135282.67,-103750980.094,1040492087.29,211355767.934,29901461.1413
1142,297656220.302,774700983.142,0.0,103862054.995,1485581975.44,4317405848.01,-311252940.282,3121476261.88,634067303.801,89704383.424
11421,297656220.302,774700983.142,0.0,103862054.995,1485581975.44,4317405848.01,-311252940.282,3121476261.88,634067303.801,89704383.424
114210,297656220.302,774700983.142,0.0,103862054.995,1485581975.44,4317405848.01,-311252940.282,3121476261.88,634067303.801,89704383.424
21,556493531.651,1641235626.6,0.0,1001145042.2,6776819542.2,32076601031.7,28552597500.0,23803365063.3,1498773947.25,574162968.349
211,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
2111,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
21111,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
211111,92748921.9418,273539271.1,0.0,166857507.033,1129469923.7,5346100171.94,4758766250.0,3967227510.55,249795657.875,95693828.0582
211112,92748921.9418,273539271.1,0.0,166857507.033,1129469923.7,5346100171.94,4758766250.0,3967227510.55,249795657.875,95693828.0582
212,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
2121,61832614.6278,182359514.067,0.0,111238338.022,752979949.133,3564066781.29,3172510833.33,2644818340.37,166530438.583,63795885.3722
21211,61832614.6278,182359514.067,0.0,111238338.022,752979949.133,3564066781.29,3172510833.33,2644818340.37,166530438.583,63795885.3722
212111,20610871.5426,60786504.689,0.0,37079446.0074,250993316.378,1188022260.43,1057503611.11,881606113.456,55510146.1944,21265295.1241
212112,20610871.5426,60786504.689,0.0,37079446.0074,250993316.378,1188022260.43,1057503611.11,881606113.456,55510146.1944,21265295.1241
212113,20610871.5426,60786504.689,0.0,37079446.0074,250993316.378,1188022260.43,1057503611.11,881606113.456,55510146.1944,21265295.1241
2122,61832614.6278,182359514.067,0.0,111238338.022,752979949.133,3564066781.29,3172510833.33,2644818340.37,166530438.583,63795885.3722
21221,15458153.657,45589878.5167,0.0,27809584.5056,188244987.283,891016695.324,793127708.333,661204585.092,41632609.6458,15948971.343
212210,15458153.657,45589878.5167,0.0,27809584.5056,188244987.283,891016695.324,793127708.333,661204585.092,41632609.6458,15948971.343
21222,15458153.657,45589878.5167,0.0,27809584.5056,188244987.283,891016695.324,793127708.333,661204585.092,41632609.6458,15948971.343
212221,7729076.82848,22794939.2584,0.0,13904792.2528,94122493.6417,445508347.662,396563854.167,330602292.546,20816304.8229,7974485.67152
212222,7729076.82848,22794939.2584,0.0,13904792.2528,94122493.6417,445508347.662,396563854.167,330602292.546,20816304.8229,7974485.67152
21223,15458153.657,45589878.5167,0.0,27809584.5056,188244987.283,891016695.324,793127708.333,661204585.092,41632609.6458,15948971.343
212231,7729076.82848,22794939.2584,0.0,13904792.2528,94122493.6417,445508347.662,396563854.167,330602292.546,20816304.8229,7974485.67152
212234,7729076.82848,22794939.2584,0.0,13904792.2528,94122493.6417,445508347.662,396563854.167,330602292.546,20816304.8229,7974485.67152
21229,15458153.657,45589878.5167,0.0,27809584.5056,188244987.283,891016695.324,793127708.333,661204585.092,41632609.6458,15948971.343
212291,7729076.82848,22794939.2584,0.0,13904792.2528,94122493.6417,445508347.662,396563854.167,330602292.546,20816304.8229,7974485.67152
212299,7729076.82848,22794939.2584,0.0,13904792.2528,94122493.6417,445508347.662,396563854.167,330602292.546,20816304.8229,7974485.67152
2123,61832614.6278,182359514.067,0.0,111238338.022,752979949.133,3564066781.29,3172510833.33,2644818340.37,166530438.583,63795885.3722
21231,20610871.5426,60786504.689,0.0,37079446.0074,250993316.378,1188022260.43,1057503611.11,881606113.456,55510146.1944,21265295.1241
212311,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212312,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212313,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212319,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
21232,20610871.5426,60786504.689,0.0,37079446.0074,250993316.378,1188022260.43,1057503611.11,881606113.456,55510146.1944,21265295.1241
212321,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212322,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212324,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212325,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
21239,20610871.5426,60786504.689,0.0,37079446.0074,250993316.378,1188022260.43,1057503611.11,881606113.456,55510146.1944,21265295.1241
212391,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212392,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212393,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
212399,5152717.88565,15196626.1722,0.0,9269861.50186,62748329.0945,297005565.108,264375902.778,220401528.364,13877536.5486,5316323.78101
213,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
2131,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
21311,185497843.884,547078542.201,0.0,333715014.067,2258939847.4,10692200343.9,9517532500.0,7934455021.1,499591315.75,191387656.116
213111,37099568.7767,109415708.44,0.0,66743002.8134,451787969.48,2138440068.78,1903506500.0,1586891004.22,99918263.1499,38277531.2233
213112,37099568.7767,109415708.44,0.0,66743002.8134,451787969.48,2138440068.78,1903506500.0,1586891004.22,99918263.1499,38277531.2233
213113,37099568.7767,109415708.44,0.0,66743002.8134,451787969.48,2138440068.78,1903506500.0,1586891004.22,99918263.1499,38277531.2233
213114,37099568.7767,109415708.44,0.0,66743002.8134,451787969.48,2138440068.78,1903506500.0,1586891004.22,99918263.1499,38277531.2233
213115,37099568.7767,109415708.44,0.0,66743002.8134,451787969.48,2138440068.78,1903506500.0,1586891004.22,99918263.1499,38277531.2233
22,17680065.8717,173855263.487,0.0,15890587.829,952712587.829,2819824565.87,1898863500.0,1513525631.74,257122890.214,63300434.1283
221,17680065.8717,173855263.487,0.0,15890587.829,952712587.829,2819824565.87,1898863500.0,1513525631.74,257122890.214,63300434.1283
2212,17680065.8717,173855263.487,0.0,15890587.829,952712587.829,2819824565.87,1898863500.0,1513525631.74,257122890.214,63300434.1283
22121,17680065.8717,173855263.487,0.0,15890587.829,952712587.829,2819824565.87,1898863500.0,1513525631.74,257122890.214,63300434.1283
221210,17680065.8717,173855263.487,0.0,15890587.829,952712587.829,2819824565.87,1898863500.0,1513525631.74,257122890.214,63300434.1283
23,6729334523.13,15189328592.5,0.0,5298852030.85,35955193030.8,164776150523.0,73649356000.0,116755825546.0,35653739961.4,3514360476.87
236,1651990343.41,3728841844.83,0.0,1300819918.52,8826672455.96,40451044386.7,18080246195.5,28662491911.5,8752668472.67,862743492.849
2361,825995171.704,1864420922.41,0.0,650409959.262,4413336227.98,20225522193.3,9040123097.75,14331245955.7,4376334236.33,431371746.424
23611,825995171.704,1864420922.41,0.0,650409959.262,4413336227.98,20225522193.3,9040123097.75,14331245955.7,4376334236.33,431371746.424
236115,206498792.926,466105230.604,0.0,162602489.815,1103334057.0,5056380548.33,2260030774.44,3582811488.94,1094083559.08,107842936.606
236116,206498792.926,466105230.604,0.0,162602489.815,1103334057.0,5056380548.33,2260030774.44,3582811488.94,1094083559.08,107842936.606
236117,206498792.926,466105230.604,0.0,162602489.815,1103334057.0,5056380548.33,2260030774.44,3582811488.94,1094083559.08,107842936.606
236118,206498792.926,466105230.604,0.0,162602489.815,1103334057.0,5056380548.33,2260030774.44,3582811488.94,1094083559.08,107842936.606
2362,825995171.704,1864420922.41,0.0,650409959.262,4413336227.98,20225522193.3,9040123097.75,14331245955.7,4376334236.33,431371746.424
23621,412997585.852,932210461.207,0.0,325204979.631,2206668113.99,10112761096.7,4520061548.88,7165622977.87,2188167118.17,215685873.212
236210,412997585.852,932210461.207,0.0,325204979.631,2206668113.99,10112761096.7,4520061548.88,7165622977.87,2188167118.17,215685873.212
23622,412997585.852,932210461.207,0.0,325204979.631,2206668113.99,10112761096.7,4520061548.88,7165622977.87,2188167118.17,215685873.212
236220,412997585.852,932210461.207,0.0,325204979.631,2206668113.99,10112761096.7,4520061548.88,7165622977.87,2188167118.17,215685873.212
237,2370216525.19,5350008609.75,0.0,1866369788.11,12664193226.7,58037708422.0,25940889111.8,41123915919.3,12558014964.3,1237833436.44
2372,2370216525.19,5350008609.75,0.0,1866369788.11,12664193226.7,58037708422.0,25940889111.8,41123915919.3,12558014964.3,1237833436.44
23721,2370216525.19,5350008609.75,0.0,1866369788.11,12664193226.7,58037708422.0,25940889111.8,41123915919.3,12558014964.3,1237833436.44
237210,2370216525.19,5350008609.75,0.0,1866369788.11,12664193226.7,58037708422.0,25940889111.8,41123915919.3,12558014964.3,1237833436.44
238,2707127654.53,6110478137.96,0.0,2131662324.21,14464327348.2,66287397714.4,29628220692.6,46969417715.4,14343056524.4,1413783547.57
2382,2707127654.53,6110478137.96,0.0,2131662324.21,14464327348.2,66287397714.4,29628220692.6,46969417715.4,14343056524.4,1413783547.57
23821,1225296484.81,2765716411.8,0.0,964830139.535,6546824426.69,30002912966.0,13410285475.5,21259234792.3,6491934989.26,639904811.369
238210,1225296484.81,2765716411.8,0.0,964830139.535,6546824426.69,30002912966.0,13410285475.5,21259234792.3,6491934989.26,639904811.369
23822,1481831169.72,3344761726.16,0.0,1166832184.68,7917502921.46,36284484748.4,16217935217.1,25710182923.1,7851121535.17,773878736.203
238220,1481831169.72,3344761726.16,0.0,1166832184.68,7917502921.46,36284484748.4,16217935217.1,25710182923.1,7851121535.17,773878736.203
31.32.33,8975666836.51,6760367846.04,0.0,12672504448.7,25359410448.7,289551647337.0,171246664500.0,199770553173.0,88763696439.2,4914147163.49
311,582962826.726,439080819.4,0.0,823069655.957,1647074681.87,18806162248.4,11122342375.5,12974947543.8,5765135485.69,319170171.26
3116,582962826.726,439080819.4,0.0,823069655.957,1647074681.87,18806162248.4,11122342375.5,12974947543.8,5765135485.69,319170171.26
31161,582962826.726,439080819.4,0.0,823069655.957,1647074681.87,18806162248.4,11122342375.5,12974947543.8,5765135485.69,319170171.26
311615,582962826.726,439080819.4,0.0,823069655.957,1647074681.87,18806162248.4,11122342375.5,12974947543.8,5765135485.69,319170171.26
312,245297945.481,184755558.95,0.0,346329622.297,693052827.714,7913219763.6,4680037231.48,5459572770.85,2425842309.7,134299793.536
3121,245297945.481,184755558.95,0.0,346329622.297,693052827.714,7913219763.6,4680037231.48,5459572770.85,2425842309.7,134299793.536
31212,245297945.481,184755558.95,0.0,346329622.297,693052827.714,7913219763.6,4680037231.48,5459572770.85,2425842309.7,134299793.536
312120,245297945.481,184755558.95,0.0,346329622.297,693052827.714,7913219763.6,4680037231.48,5459572770.85,2425842309.7,134299793.536
313,38810202.0869,29231392.7272,0.0,54795088.4941,109652448.363,1252002570.11,740459486.41,863794933.667,383808474.572,21248454.0674
3131,12936734.029,9743797.57574,0.0,18265029.498,36550816.1212,417334190.035,246819828.803,287931644.556,127936158.191,7082818.02247
31311,12936734.029,9743797.57574,0.0,18265029.498,36550816.1212,417334190.035,246819828.803,287931644.556,127936158.191,7082818.02247
313110,12936734.029,9743797.57574,0.0,18265029.498,36550816.1212,417334190.035,246819828.803,287931644.556,127936158.191,7082818.02247
3132,12936734.029,9743797.57574,0.0,18265029.498,36550816.1212,417334190.035,246819828.803,287931644.556,127936158.191,7082818.02247
31321,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
313210,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
31322,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
313220,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
31323,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
313230,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
31324,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
313240,3234183.50724,2435949.39393,0.0,4566257.37451,9137704.03029,104333547.509,61704957.2009,71982911.1389,31984039.5476,1770704.50562
3133,12936734.029,9743797.57574,0.0,18265029.498,36550816.1212,417334190.035,246819828.803,287931644.556,127936158.191,7082818.02247
31331,6468367.01448,4871898.78787,0.0,9132514.74902,18275408.0606,208667095.018,123409914.402,143965822.278,63968079.0953,3541409.01123
313310,6468367.01448,4871898.78787,0.0,9132514.74902,18275408.0606,208667095.018,123409914.402,143965822.278,63968079.0953,3541409.01123
31332,6468367.01448,4871898.78787,0.0,9132514.74902,18275408.0606,208667095.018,123409914.402,143965822.278,63968079.0953,3541409.01123
313320,6468367.01448,4871898.78787,0.0,9132514.74902,18275408.0606,208667095.018,123409914.402,143965822.278,63968079.0953,3541409.01123
315,30458275.9104,22940819.0902,0.0,43003226.8358,86055324.2939,982572562.632,581113164.189,677906916.349,301213180.727,16675802.8006
3151,1219.91686737,918.827193032,0.0,1722.36806583,3446.69350103,39354.0608173,23274.7826216,27151.5723408,12064.2100992,667.900349095
31511,609.958433683,459.413596516,0.0,861.184032914,1723.34675051,19677.0304086,11637.3913108,13575.7861704,6032.10504959,333.950174547
315110,609.958433683,459.413596516,0.0,861.184032914,1723.34675051,19677.0304086,11637.3913108,13575.7861704,6032.10504959,333.950174547
31519,609.958433683,459.413596516,0.0,861.184032914,1723.34675051,19677.0304086,11637.3913108,13575.7861704,6032.10504959,333.950174547
315190,609.958433683,459.413596516,0.0,861.184032914,1723.34675051,19677.0304086,11637.3913108,13575.7861704,6032.10504959,333.950174547
3152,1219.91686737,918.827193032,0.0,1722.36806583,3446.69350103,39354.0608173,23274.7826216,27151.5723408,12064.2100992,667.900349095
31521,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
315210,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
31522,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
315220,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
31524,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
315240,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
31528,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
315280,304.979216842,229.706798258,0.0,430.592016457,861.673375257,9838.51520431,5818.6956554,6787.89308521,3016.05252479,166.975087274
3159,30455836.0766,22938981.4358,0.0,42999782.0997,86048430.9069,982493854.51,581066614.624,677852613.204,301189052.306,16674466.9999
31599,30455836.0766,22938981.4358,0.0,42999782.0997,86048430.9069,982493854.51,581066614.624,677852613.204,301189052.306,16674466.9999
315990,30455836.0766,22938981.4358,0.0,42999782.0997,86048430.9069,982493854.51,581066614.624,677852613.204,301189052.306,16674466.9999
316,6906077.04199,5201576.88864,0.0,9750505.85451,19512092.5819,222787456.416,131760979.965,153707892.245,68296755.8073,3781053.76736
3161,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
31611,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
316110,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
3162,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
31621,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
316210,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
3169,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
31699,2302025.68066,1733858.96288,0.0,3250168.61817,6504030.86062,74262485.4719,43920326.6551,51235964.0817,22765585.2691,1260351.25579
316992,1151012.84033,866929.48144,0.0,1625084.30909,3252015.43031,37131242.736,21960163.3276,25617982.0408,11382792.6345,630175.627893
316998,1151012.84033,866929.48144,0.0,1625084.30909,3252015.43031,37131242.736,21960163.3276,25617982.0408,11382792.6345,630175.627893
