YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_POS_IND,S_NET_INCM_POS,a.net_incm_IND,a.net_incm,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2011,5,11,4,0,7245,0,1194671,0,203235,1,88340,1,47,1,64893,0,0,1,199,1,13510,1,78932,1,446,1,129616,0,2256797,0,1832988,0,0,0,0,1,164921,1,31055,1,8934,1,4695,0,1194671,1,38139,1,195240,0,47187,1,310733,1,298198,1,3082,0,302092,0,206721,0,1232456,0,-1135545,1,1540,0,4007937,0,3580624,0,0,1,37497,0,389816,0,3559477,1,1077154,0,136667,0,572970,0,137025,1,2050,0,197818,0,99831,0,64126,1,1846,0,236685,0,0,1,7666,1,4400,1,26054,0,0,0,995185,0,448460,0,512417,0,448460,0,454064,1,5603,1,17503,1,3815,1,874,1,1415,0,0,1,11399,1,46454,1,47329,1,875,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,11,3,0,12603,0,410754,0,177525,1,12732,0,0,1,8365,0,0,0,0,1,28127,1,22083,0,0,1,31474,0,1307172,0,1181839,0,0,0,0,0,0,1,4910,1,3309,1,3514,0,410754,1,52763,1,32498,0,11985,1,54522,1,250900,1,88208,0,-80122,0,70756,0,102718,0,-249496,1,4099,0,2647124,0,1988811,1,17,1,21906,0,636391,0,1973006,0,588323,0,134278,0,129718,0,70280,0,0,0,36916,0,54027,0,20780,1,4377,0,85065,0,0,1,2687,0,0,1,7839,0,0,0,838715,0,674118,0,674787,0,674102,0,674358,1,256,1,682,1,70,1,194,0,0,1,75,1,344,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,11,2,0,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517315,0,1366248,0,0,1,52989,1,98079,0,1252228,1,46573,1,12939,1,42551,0,19360,1,4019,1,131358,0,21120,1,19978,0,677,1,5793,0,0,1,588,0,0,0,52,0,0,0,947221,0,265087,0,272417,0,265087,0,265087,0,0,1,4538,0,0,1,119,0,0,0,0,1,4419,1,2792,1,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,11,1,0,46403,0,45856475,0,5843578,0,4944617,0,17249,0,6382818,0,268461,1,214456,0,2334370,0,1806323,0,218329,0,5641545,0,43204488,0,33750021,1,153821,1,32208,0,6459685,0,535444,0,173867,0,1821886,0,45856475,0,2367378,0,5796274,0,2588130,0,2229638,0,10597165,0,1402623,0,20875267,0,2602702,0,6155241,0,13216534,0,1099210,0,75311975,0,66279757,0,20772,0,537958,0,8473489,0,68341402,0,32083631,0,1156811,0,5490777,0,1743063,0,30730,0,2574759,0,1219423,0,772856,0,125621,0,3083646,0,10767,0,100785,0,63101,0,389269,0,2764,0,19493400,0,6970574,0,9682618,0,6949802,0,7236407,0,286605,0,1976261,0,308197,0,172257,0,406179,0,9,0,1089619,0,325422,0,330329,0,4907,0,431132,0,431134,0,1,1,34607,1,4925,0,29682
2011,5,21,12,0,65,0,23980662,0,3349290,0,3362596,0,10186,0,459649,0,105317,0,234771,0,983397,0,667870,0,1120,0,7106196,0,6488800,0,4315846,0,7686197,0,3557468,0,344753,0,1453327,0,848717,0,469595,0,23980662,0,1702214,0,365788,0,1268161,0,196373,0,3093413,0,1383532,0,15971180,0,80088,0,2348388,0,13678599,0,135894,0,11118556,0,10041434,0,13477,0,126870,0,936775,0,8070696,0,4762817,0,71988,0,536476,0,41062,0,6018,0,112664,0,230822,0,154427,0,34928,0,926142,0,180493,0,3653,0,39215,0,111710,0,307,0,857975,0,3047860,0,3972903,0,3034383,0,3046106,0,11723,0,899890,0,222427,0,119659,0,80905,0,3398,0,473502,0,7799,0,10094,0,2295,0,30832,0,31624,0,793,0,88,0,88,0,0
2011,5,21,11,0,67,0,4565646,0,763531,0,516740,0,1919,0,103232,0,111,0,32978,0,225526,0,54812,0,0,0,1280180,0,2039843,0,1317800,0,783702,0,320958,0,141363,0,117364,0,57065,0,204006,0,4565646,0,314382,0,99223,0,172703,0,177979,0,395961,0,180705,0,3224694,0,49080,0,351935,0,2960957,0,137278,0,3696335,0,3266173,0,2505,0,109780,0,317877,0,2941687,0,1810109,0,26928,0,224172,0,37549,0,1125,0,31979,0,117139,0,24647,0,2824,0,245606,0,53352,0,4274,0,8088,0,36949,0,0,0,316946,0,754648,0,1019025,0,752143,0,763550,0,11407,0,246040,0,6450,0,12247,0,63075,0,11710,0,152557,0,1862,0,2448,0,585,0,18981,0,19968,0,987,0,226,0,226,0,0
2011,5,21,10,0,128,0,4348570,0,662476,0,634336,1,9503,0,136335,1,4252,1,64866,0,333857,0,13531,1,941,0,1062575,0,2771716,0,1937686,0,604280,0,348452,0,135478,0,104517,0,63045,0,178097,0,4348570,0,304018,0,118124,0,221891,0,104408,0,491009,0,71312,0,3037808,0,52672,0,388383,0,2730542,0,133789,0,3658245,0,3348148,0,2819,0,88052,0,219225,0,2815945,0,1230869,0,79601,0,347241,0,72374,0,3920,0,60833,0,94581,0,36525,0,17554,0,306241,0,31494,0,7033,0,20691,0,57487,0,454,0,449049,0,842300,0,954852,0,839481,0,852384,1,12903,0,108189,0,6431,0,19970,0,54097,0,1677,0,26013,0,4550,0,4797,1,247,1,2632,1,2632,5,,0,439,0,439,0,0
2011,5,21,9,0,294,0,4733785,0,1159603,0,680300,1,4063,0,158511,1,75035,1,78132,0,379671,0,272544,1,12287,0,711638,0,2125228,0,1584495,0,744761,0,379595,0,45870,0,285160,0,214377,0,187575,0,4733785,0,368741,0,192844,0,241213,0,253537,0,249165,0,182067,0,3246218,0,21446,0,745175,0,2563885,0,84287,0,4827784,0,4496184,0,4480,0,124088,0,203032,0,3700949,0,2256581,0,49684,0,311427,0,19440,0,5182,0,85765,0,122775,0,23460,0,7428,0,235793,0,39656,0,6739,0,10578,0,19692,1,166,0,506584,0,1126836,0,1347375,0,1122356,0,1140042,1,17687,0,218305,0,17886,0,14840,0,48581,0,-4642,0,141641,0,5975,0,6967,1,991,1,740,1,743,0,3,0,673,0,673,0,0
2011,5,21,8,0,579,0,4053240,0,1001301,0,794144,1,4883,1,28497,0,0,0,0,0,544275,1,107067,0,0,0,431427,0,2471789,0,1882275,0,580505,0,284705,0,56625,0,584480,0,434452,0,59445,0,4053240,0,279584,1,141717,0,781299,1,58312,0,262848,0,41251,0,2488228,0,27548,0,297164,0,2273630,1,110113,0,4303715,0,4095082,1,617,0,22389,0,185628,0,3480118,0,1813946,0,86050,0,320152,0,65108,1,10143,0,121422,0,109348,0,25503,0,8830,0,269740,1,20360,0,3686,0,10615,0,18468,0,0,0,596747,0,823598,0,911314,0,822981,0,836272,1,13291,0,85264,1,2305,0,5029,0,74293,1,1748,0,1889,1,1954,1,2536,1,582,1,1115,1,1115,0,0,1,14,1,14,0,0
2011,5,21,7,0,1610,0,3497793,0,1003542,0,678421,0,0,0,175662,0,0,0,0,0,199668,1,81666,0,0,0,348081,0,3389281,0,2940548,0,385476,0,284608,0,302171,0,163728,0,101968,0,97221,0,3497793,0,304381,0,74149,0,171196,1,103656,0,431529,0,30345,0,2382538,0,99062,0,154968,0,2173384,1,44876,0,7898551,0,7367985,1,1354,0,35353,0,493860,0,6065872,0,3401919,0,227048,0,511605,0,123150,1,6225,0,188943,0,182601,0,32601,0,7954,0,309017,1,28413,0,15144,0,19350,0,67366,0,0,0,944535,0,1832679,0,1941478,0,1831325,0,1831325,0,0,0,109172,0,6505,0,11376,0,26870,1,-451,0,64872,1,981,1,981,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2011,5,21,6,0,1114,0,825589,0,301456,1,95925,1,2411,1,17428,0,0,0,0,1,127118,1,132784,0,0,1,5817,0,1155160,0,1016219,1,21332,1,17493,1,3002,1,660,1,476,1,1507,0,825589,1,260795,1,34727,1,46681,1,51828,1,74598,0,0,0,356960,0,4889,1,38279,0,313791,0,0,0,2749452,0,2505546,0,0,1,34719,1,209187,0,2170756,1,856898,1,163424,1,367694,1,64435,1,15383,1,52133,0,87765,1,10831,1,83,0,127018,1,7978,1,4336,1,1729,1,36713,0,0,0,374335,0,578697,0,606222,0,578697,0,578697,0,0,1,27485,0,0,1,941,1,6491,0,0,1,20053,1,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,21,5,0,2673,0,923511,0,311699,1,248218,0,0,1,1503,0,0,0,0,1,50971,1,4785,0,0,1,2796,0,2462977,0,2272553,1,106284,1,23734,1,12498,1,30852,1,12545,1,-240,0,923511,1,31122,1,42131,1,60622,1,249911,1,61794,0,0,0,477930,1,4078,1,20637,0,615960,1,162744,0,4184452,0,4101960,0,0,0,0,1,82492,0,3662213,1,944242,1,200640,1,801264,1,152651,0,0,1,12605,0,158097,1,14891,1,592,1,194109,1,14690,1,11603,1,57971,1,63805,0,0,0,1035053,0,522238,0,538699,0,522238,0,522238,0,0,1,8830,0,0,1,3014,1,5816,0,0,0,0,1,7630,1,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,21,4,0,2542,0,384873,0,284243,1,34,0,0,0,0,0,0,0,0,1,6540,1,52549,0,0,1,45,1,299880,1,275122,1,75873,1,71249,0,0,1,135,1,135,1,12080,0,384873,0,0,1,24602,1,94898,1,60349,1,71342,0,0,0,133681,0,3650,1,17045,0,119369,1,6383,0,1397129,0,1385841,0,0,1,11192,1,96,0,1058994,1,325851,1,165912,1,5482,1,4282,0,0,1,43932,1,16810,1,10987,0,0,1,10836,1,9501,1,3088,1,21767,1,3265,0,0,0,437281,0,338136,0,374779,0,338136,0,338136,0,0,1,36540,1,545,1,3891,1,32971,0,0,1,-867,1,104,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,21,3,0,9200,0,211074,0,79956,0,0,0,0,0,0,0,0,0,0,1,38489,1,15792,0,0,1,487,0,653528,0,623703,1,13606,1,4502,1,10591,1,19597,1,18241,1,25472,0,211074,1,6279,1,16105,1,22770,1,16470,1,32889,1,5424,0,111135,0,104514,1,25214,0,7013,1,25606,0,1711603,0,1669997,0,0,1,2548,1,39059,0,1127643,1,216243,0,226391,1,145547,0,34795,0,0,1,26353,0,42336,1,3142,0,0,0,28354,0,0,1,1679,1,14161,1,24108,0,0,0,364532,0,583960,0,615210,0,583960,0,589040,1,5079,1,30127,1,37,1,533,1,25284,0,0,1,4273,1,3,1,3,0,0,1,1119,1,1119,0,0,0,0,0,0,0,0
2011,5,21,2,0,3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969910,0,808963,0,0,1,39825,0,121122,0,680527,1,327827,1,39556,1,49620,1,4037,0,47,0,33611,0,24251,1,5576,1,1629,1,67542,0,0,1,1072,0,0,1,6418,0,0,0,119341,0,289383,0,328305,0,289383,0,290124,1,742,1,38133,0,0,1,317,1,1819,0,0,1,35997,0,789,0,789,0,0,0,0,0,0,0,0,0,62,0,62,0,0
2011,5,21,1,0,21995,0,47524742,0,8917096,0,7010715,0,32965,0,1080817,1,184715,0,410748,0,2889512,0,1403399,1,14348,0,10949242,0,23858202,0,18166248,0,11002015,0,5292763,0,1052352,0,2759819,0,1751021,0,1234759,0,47524742,0,3571517,0,1109411,0,3081435,0,1272823,0,5164547,0,1894636,0,31430374,0,447028,0,4387188,0,27437129,0,840971,0,46515733,0,43087314,0,25251,0,594815,0,2808353,0,35775400,0,17947301,0,1337222,0,3620680,0,618883,0,48042,0,770239,0,1186524,0,342589,0,81823,0,2720399,0,385937,0,62308,0,204164,0,445981,1,927,0,6002380,0,10740333,0,12610162,0,10715082,0,10787914,0,72832,0,1807973,0,262585,0,191817,0,420202,0,13440,0,919929,0,31688,0,36389,0,4701,0,55419,0,57202,0,1783,0,1501,0,1501,0,0
2011,5,22,12,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,5,22,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,5,22,10,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,5,22,9,1,20,1,310060,1,55948,1,82224,1,415,1,12290,0,0,0,0,1,1382,1,13147,0,0,1,32701,1,246658,1,126738,0,0,0,0,1,8392,1,7799,1,4725,1,-18603,1,310060,1,38055,1,12071,1,21430,0,11708,1,143412,1,2571,1,80813,1,2196,1,13427,1,65492,1,302,1,560116,1,546341,0,0,1,179,1,13596,1,532652,1,452781,1,5064,1,23654,1,882,0,0,1,3389,1,3975,1,6376,1,561,1,15001,0,4,1,78,1,2598,1,2534,0,0,1,15757,1,27464,1,37686,1,27464,1,27623,1,159,1,6878,1,69,1,6765,0,0,1,-2,1,46,1,1383,1,1383,0,0,1,1961,1,1961,0,0,0,0,0,0,0,0
2011,5,22,8,1,90,1,548309,1,183275,1,33260,0,0,1,5447,0,0,0,0,1,32180,1,45878,0,0,1,25216,1,473251,1,314113,0,0,0,0,1,34014,1,8212,1,1730,1,23418,1,548309,1,34926,1,38228,1,26711,1,2852,1,193251,1,51751,1,200591,1,4269,1,32647,1,163675,0,0,1,560782,1,556629,0,0,0,0,1,4153,1,463347,1,263032,1,18373,1,24990,1,18325,0,0,1,27391,1,22285,1,8144,1,412,1,28442,0,0,1,228,1,1800,1,7717,0,0,1,42208,1,97435,1,103208,1,97435,1,97435,0,0,1,1431,0,0,1,1431,0,0,0,0,0,0,0,0,0,0,0,0,1,4341,1,4341,0,0,0,0,0,0,0,0
2011,5,22,7,1,10,1,24384,1,6687,1,13698,0,0,0,0,0,0,0,0,1,263,0,0,0,0,0,0,1,7690,1,4056,0,0,0,0,0,0,1,146,1,43,0,0,1,24384,1,49,0,0,1,7488,0,0,1,2995,0,0,1,13852,1,20,1,92,1,13740,0,0,1,117126,1,113326,0,0,0,0,1,3799,1,90282,1,80293,1,943,1,3112,1,305,0,0,1,87,1,675,1,269,1,11,1,589,0,0,1,90,1,1675,1,67,0,0,1,2167,1,26843,1,26989,1,26843,1,26843,0,0,1,146,0,0,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,22,6,1,177,1,138221,1,109092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46911,1,45887,0,0,0,0,1,28105,0,0,0,0,0,0,1,138221,0,0,0,0,1,31753,0,0,0,0,0,0,1,106468,1,354,1,3808,1,103235,1,929,1,60144,1,60068,0,0,0,0,1,75,1,50340,0,0,1,19469,1,1821,1,1855,0,0,1,4769,1,5671,0,0,0,0,1,454,0,0,0,0,0,0,0,0,0,0,1,16302,1,9804,1,10438,1,9804,1,9804,0,0,1,634,0,0,1,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,22,5,1,189,1,79608,1,30620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214112,1,165124,0,0,0,0,0,0,0,0,0,0,0,0,1,79608,0,0,0,0,0,0,0,0,0,0,1,1,1,79607,1,19,1,14387,1,65201,0,0,1,105384,1,105384,0,0,0,0,0,0,1,54004,0,0,0,0,0,0,1,5239,0,0,0,0,1,1192,0,0,0,0,1,3019,0,0,0,0,0,0,0,0,0,0,1,44554,1,51379,1,51379,1,51379,1,51379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,22,3,1,1913,1,39934,1,21486,0,0,0,0,0,0,0,0,0,0,0,0,1,3983,0,0,0,0,1,119722,1,105532,0,0,0,0,0,0,1,245,1,245,1,275,1,39934,0,0,0,0,1,1658,1,25086,1,20759,0,0,1,-7569,1,440,1,7669,1,-15678,0,0,1,443012,1,441214,0,0,1,1799,0,0,1,403637,1,56690,1,98419,1,52456,1,3785,0,0,1,44015,1,8423,1,3549,1,25,1,8681,0,0,1,1542,0,0,0,0,0,0,1,126053,1,39375,1,39376,1,39375,1,39375,0,0,5,,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,22,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,5,22,1,0,2425,0,4727281,0,1056265,0,1215765,1,15620,0,212903,0,0,0,0,0,162847,1,96095,0,0,0,632460,0,2172245,0,1265166,0,53054,0,17106,0,158557,0,511026,0,347251,0,101208,0,4727281,0,603749,0,171754,0,339100,1,39646,0,741787,0,154953,0,2676292,0,11607,0,742985,0,1936422,1,14721,0,7830691,0,7675409,0,60,0,20239,0,134984,0,7360424,0,5864660,0,166565,0,345959,0,43351,1,8757,0,94292,0,73143,0,39237,0,32932,0,127234,0,4,0,7850,0,10057,0,18948,0,0,0,527436,0,470267,0,548069,0,470208,0,470906,1,699,0,67365,0,4084,0,19028,1,570,1,893,0,42790,1,3319,1,3343,0,24,1,7178,1,7180,0,2,0,0,0,0,0,0
2011,5,23,12,0,152,0,51504585,0,7316924,0,14195766,0,77820,0,1626194,0,123799,0,270740,0,5426205,0,108030,0,107682,0,14597945,0,11742922,0,6751775,0,236326,0,63516,0,962601,0,726789,0,170677,0,1126451,0,51504585,0,10242230,0,719639,0,14983104,0,173488,0,3203041,0,1711896,0,20471188,0,319393,0,1884441,0,19103182,0,835828,0,80588988,0,78729138,0,45784,0,89184,0,1724882,0,76312000,0,67592976,0,991468,0,2441374,0,124222,0,27373,0,837749,0,510912,0,159501,0,42245,0,852431,0,10337,0,46427,0,304071,0,569119,0,15090,0,1786703,0,4276988,0,4904913,0,4231204,0,4281385,0,50182,0,599482,0,55135,0,228523,0,18206,0,-1129,0,298747,0,50701,0,113314,0,62612,0,23526,0,25225,0,1698,0,2922,0,1158,0,273
2011,5,23,11,0,269,0,18946007,0,3789400,0,7177776,0,42508,0,937316,0,21026,0,87449,0,1729174,0,185740,0,56058,0,1798552,0,6533178,0,4035834,0,9853,0,7463,0,316220,0,129492,0,32424,0,293004,0,18946007,0,4405298,0,934301,0,3164588,0,269892,0,1618148,0,422602,0,8131177,0,140006,0,746058,0,7447255,0,202142,0,37291439,0,36779043,0,16330,0,133366,0,362701,0,35633101,0,30974630,0,467982,0,1203585,0,72643,0,19876,0,518178,0,502372,0,73072,0,14130,0,572872,0,1525,0,43435,0,118520,0,545963,0,1234,0,503085,0,1658337,0,1874946,0,1642008,0,1647911,0,5904,0,230926,0,14122,0,47982,0,388,0,5383,0,163052,0,7217,0,13483,0,6266,0,-5205,0,1914,0,7119,0,1721,0,638,0,0
2011,5,23,10,0,626,0,21014300,0,4200060,0,7804895,0,43703,0,1087023,1,26578,0,149182,0,2141452,0,216426,0,24178,0,1614472,0,8021513,0,5347382,1,27935,1,4468,0,628962,0,82545,0,29094,0,413723,0,21014300,0,4612339,0,823205,0,3507003,0,357617,0,2070584,0,659992,0,8983558,0,168469,0,998454,0,8163497,0,346863,0,42204276,0,41914371,0,13393,0,73296,0,203216,0,40584477,0,35163904,0,617360,0,1306062,0,119447,0,45503,0,611467,0,514210,0,116445,0,6445,0,606243,1,3254,0,45442,0,159226,0,356855,1,183,0,912431,0,1619800,0,1814504,0,1606407,0,1624201,0,17795,0,140889,0,62483,0,65530,0,1278,0,-424,0,12020,0,58102,0,61370,0,3268,0,9106,0,11197,1,2090,0,496,1,60,0,77
2011,5,23,9,0,2120,0,32233457,0,6461406,0,12944925,0,78533,0,1966900,1,42194,0,94028,0,3952125,0,230329,0,186994,0,1846709,0,10642473,0,7364956,1,25905,1,11027,0,644990,0,148041,0,35713,0,536669,0,32233457,0,7807591,0,1858272,0,4919063,0,1069640,0,2965137,0,353874,0,13259881,0,465893,0,1290408,0,12019276,0,515695,0,71928750,0,71477036,0,13149,0,92467,0,346097,0,68766494,0,58708293,0,1324358,0,2346454,0,167618,0,66318,0,1019760,0,975216,0,147861,0,19799,0,809050,1,6737,0,118615,0,279208,0,1029725,0,1021,0,1746462,0,3162256,0,3364771,0,3149107,0,3181904,0,32797,0,172814,0,19620,0,66569,1,4560,0,11094,0,70972,0,41210,0,45194,0,3984,0,1640,0,1702,1,61,0,2751,0,417,0,0
2011,5,23,8,0,4434,0,31546810,0,5321272,0,11882023,0,52404,0,3079610,1,1423,1,64648,0,4023732,0,399265,1,64718,0,2296870,0,11769395,0,8593275,0,0,0,0,0,540464,0,129338,0,92771,0,712502,0,31546810,0,7572866,0,1899309,0,3715097,0,1724550,0,2788809,0,612090,0,13234088,0,277262,0,2327879,0,11190032,0,561084,0,70710452,0,70113709,0,7295,0,117978,0,471469,0,67165792,0,55670038,0,1619476,0,3198213,0,144678,0,100374,0,1029013,0,1069137,0,198073,0,8542,0,709577,0,0,0,115242,0,227490,0,850408,1,1250,0,2224279,0,3544659,0,3691561,0,3537364,0,3556274,1,18910,0,135647,0,17535,0,76078,1,490,0,-22003,0,63548,0,15742,0,22037,0,6295,1,2808,1,2813,1,5,1,244,1,150,0,0
