,Codes:,WAGES
125,115116.0,32754.0
126,1152.0,32754.0
127,11521.0,32754.0
128,115210.0,32754.0
129,1153.0,32754.0
130,11531.0,32754.0
131,115310.0,32754.0
132,21.0,100002.0
133,211.0,157275.0
134,2111.0,157275.0
135,21111.0,157275.0
136,211111.0,157275.0
137,211112.0,157275.0
138,212.0,74194.0
139,2121.0,74194.0
140,21211.0,74194.0
141,212111.0,74194.0
142,212112.0,74194.0
143,212113.0,74194.0
144,2122.0,74194.0
145,21221.0,74194.0
146,212210.0,74194.0
147,21222.0,74194.0
148,212221.0,74194.0
149,212222.0,74194.0
150,21223.0,74194.0
151,212231.0,74194.0
152,212234.0,74194.0
153,21229.0,74194.0
154,212291.0,74194.0
155,212299.0,74194.0
156,2123.0,74194.0
157,21231.0,74194.0
158,212311.0,74194.0
159,212312.0,74194.0
160,212313.0,74194.0
161,212319.0,74194.0
162,21232.0,74194.0
163,212321.0,74194.0
164,212322.0,74194.0
165,212324.0,74194.0
166,212325.0,74194.0
167,21239.0,74194.0
168,212391.0,74194.0
169,212392.0,74194.0
170,212393.0,74194.0
171,212399.0,74194.0
172,213.0,85432.0
173,2131.0,85432.0
174,21311.0,85432.0
175,213111.0,85432.0
176,213112.0,85432.0
177,213113.0,85432.0
178,213114.0,85432.0
179,213115.0,85432.0
180,22.0,98904.0
181,221.0,98904.0
182,2211.0,98904.0
183,22111.0,98904.0
184,221111.0,98904.0
185,221112.0,98904.0
186,221113.0,98904.0
187,221114.0,98904.0
188,221115.0,98904.0
189,221116.0,98904.0
190,221117.0,98904.0
191,221118.0,98904.0
192,22112.0,98904.0
193,221121.0,98904.0
194,221122.0,98904.0
195,2212.0,98904.0
196,22121.0,98904.0
197,221210.0,98904.0
198,2213.0,98904.0
199,22131.0,98904.0
200,221310.0,98904.0
201,22132.0,98904.0
202,221320.0,98904.0
203,22133.0,98904.0
204,221330.0,98904.0
205,23.0,56056.0
206,236.0,56056.0
207,2361.0,56056.0
208,23611.0,56056.0
209,236115.0,56056.0
210,236116.0,56056.0
211,236117.0,56056.0
212,236118.0,56056.0
213,2362.0,56056.0
214,23621.0,56056.0
215,236210.0,56056.0
216,23622.0,56056.0
217,236220.0,56056.0
218,237.0,56056.0
219,2371.0,56056.0
220,23711.0,56056.0
221,237110.0,56056.0
222,23712.0,56056.0
223,237120.0,56056.0
224,23713.0,56056.0
225,237130.0,56056.0
226,2372.0,56056.0
227,23721.0,56056.0
228,237210.0,56056.0
229,2373.0,56056.0
230,23731.0,56056.0
231,237310.0,56056.0
232,2379.0,56056.0
233,23799.0,56056.0
234,237990.0,56056.0
235,238.0,56056.0
236,2381.0,56056.0
237,23811.0,56056.0
238,238110.0,56056.0
239,23812.0,56056.0
240,238120.0,56056.0
241,23813.0,56056.0
242,238130.0,56056.0
243,23814.0,56056.0
244,238140.0,56056.0
245,23815.0,56056.0
246,238150.0,56056.0
247,23816.0,56056.0
248,238160.0,56056.0
249,23817.0,56056.0
250,238170.0,56056.0
251,23819.0,56056.0
252,238190.0,56056.0
253,2382.0,56056.0
254,23821.0,56056.0
255,238210.0,56056.0
256,23822.0,56056.0
257,238220.0,56056.0
258,23829.0,56056.0
259,238290.0,56056.0
260,2383.0,56056.0
261,23831.0,56056.0
262,238310.0,56056.0
263,23832.0,56056.0
264,238320.0,56056.0
265,23833.0,56056.0
266,238330.0,56056.0
267,23834.0,56056.0
268,238340.0,56056.0
269,23835.0,56056.0
270,238350.0,56056.0
271,23839.0,56056.0
272,238390.0,56056.0
273,2389.0,56056.0
274,23891.0,56056.0
275,238910.0,56056.0
276,23899.0,56056.0
277,238990.0,56056.0
278,31.0,63625.0
279,311.0,46684.0
280,3111.0,46684.0
281,31111.0,46684.0
282,311111.0,46684.0
283,311119.0,46684.0
284,3112.0,46684.0
285,31121.0,46684.0
286,311211.0,46684.0
287,311212.0,46684.0
288,311213.0,46684.0
289,31122.0,46684.0
290,311221.0,46684.0
291,311224.0,46684.0
292,311225.0,46684.0
293,31123.0,46684.0
294,311230.0,46684.0
295,3113.0,46684.0
296,31131.0,46684.0
297,311313.0,46684.0
298,311314.0,46684.0
299,31134.0,46684.0
300,311340.0,46684.0
301,31135.0,46684.0
302,311351.0,46684.0
303,311352.0,46684.0
304,3114.0,46684.0
305,31141.0,46684.0
306,311411.0,46684.0
307,311412.0,46684.0
308,31142.0,46684.0
309,311421.0,46684.0
310,311422.0,46684.0
311,311423.0,46684.0
312,3115.0,46684.0
313,31151.0,46684.0
314,311511.0,46684.0
315,311512.0,46684.0
316,311513.0,46684.0
317,311514.0,46684.0
318,31152.0,46684.0
319,311520.0,46684.0
320,3116.0,46684.0
321,31161.0,46684.0
322,311611.0,46684.0
323,311612.0,46684.0
324,311613.0,46684.0
325,311615.0,46684.0
326,3117.0,46684.0
327,31171.0,46684.0
328,311710.0,46684.0
329,3118.0,46684.0
330,31181.0,46684.0
331,311811.0,46684.0
332,311812.0,46684.0
333,311813.0,46684.0
334,31182.0,46684.0
335,311821.0,46684.0
336,311824.0,46684.0
337,31183.0,46684.0
338,311830.0,46684.0
339,3119.0,46684.0
340,31191.0,46684.0
341,311911.0,46684.0
342,311919.0,46684.0
343,31192.0,46684.0
344,311920.0,46684.0
345,31193.0,46684.0
346,311930.0,46684.0
347,31194.0,46684.0
348,311941.0,46684.0
349,311942.0,46684.0
350,31199.0,46684.0
351,311991.0,46684.0
352,311999.0,46684.0
353,312.0,46684.0
354,3121.0,46684.0
355,31211.0,46684.0
356,312111.0,46684.0
357,312112.0,46684.0
358,312113.0,46684.0
359,31212.0,46684.0
360,312120.0,46684.0
361,31213.0,46684.0
362,312130.0,46684.0
363,31214.0,46684.0
364,312140.0,46684.0
365,3122.0,46684.0
366,31223.0,46684.0
367,312230.0,46684.0
368,313.0,41746.0
369,3131.0,41746.0
370,31311.0,41746.0
371,313110.0,41746.0
372,3132.0,41746.0
373,31321.0,41746.0
374,313210.0,41746.0
375,31322.0,41746.0
376,313220.0,41746.0
377,31323.0,41746.0
378,313230.0,41746.0
379,31324.0,41746.0
380,313240.0,41746.0
381,3133.0,41746.0
382,31331.0,41746.0
383,313310.0,41746.0
384,31332.0,41746.0
385,313320.0,41746.0
386,314.0,41746.0
387,3141.0,41746.0
388,31411.0,41746.0
389,314110.0,41746.0
390,31412.0,41746.0
391,314120.0,41746.0
392,3149.0,41746.0
393,31491.0,41746.0
394,314910.0,41746.0
395,31499.0,41746.0
396,314994.0,41746.0
397,314999.0,41746.0
398,315.0,39199.0
399,3151.0,39199.0
400,31511.0,39199.0
401,315110.0,39199.0
402,31519.0,39199.0
403,315190.0,39199.0
404,3152.0,39199.0
405,31521.0,39199.0
406,315210.0,39199.0
407,31522.0,39199.0
408,315220.0,39199.0
409,31524.0,39199.0
410,315240.0,39199.0
411,31528.0,39199.0
412,315280.0,39199.0
413,3159.0,39199.0
414,31599.0,39199.0
415,315990.0,39199.0
416,316.0,39199.0
417,3161.0,39199.0
418,31611.0,39199.0
419,316110.0,39199.0
420,3162.0,39199.0
421,31621.0,39199.0
422,316210.0,39199.0
423,3169.0,39199.0
424,31699.0,39199.0
425,316992.0,39199.0
426,316998.0,39199.0
427,321.0,41333.0
428,3211.0,41333.0
429,32111.0,41333.0
430,321113.0,41333.0
431,321114.0,41333.0
432,3212.0,41333.0
433,32121.0,41333.0
434,321211.0,41333.0
435,321212.0,41333.0
436,321213.0,41333.0
437,321214.0,41333.0
438,321219.0,41333.0
439,3219.0,41333.0
440,32191.0,41333.0
441,321911.0,41333.0
442,321912.0,41333.0
443,321918.0,41333.0
444,32192.0,41333.0
445,321920.0,41333.0
446,32199.0,41333.0
447,321991.0,41333.0
448,321992.0,41333.0
449,321999.0,41333.0
450,322.0,65515.0
451,3221.0,65515.0
452,32211.0,65515.0
453,322110.0,65515.0
454,32212.0,65515.0
455,322121.0,65515.0
456,322122.0,65515.0
457,32213.0,65515.0
458,322130.0,65515.0
459,3222.0,65515.0
460,32221.0,65515.0
461,322211.0,65515.0
462,322212.0,65515.0
463,322219.0,65515.0
464,32222.0,65515.0
465,322220.0,65515.0
466,32223.0,65515.0
467,322230.0,65515.0
468,32229.0,65515.0
469,322291.0,65515.0
470,322299.0,65515.0
471,323.0,47900.0
472,3231.0,47900.0
473,32311.0,47900.0
474,323111.0,47900.0
475,323113.0,47900.0
476,323117.0,47900.0
477,32312.0,47900.0
478,323120.0,47900.0
479,324.0,108896.0
480,3241.0,108896.0
481,32411.0,108896.0
482,324110.0,108896.0
483,32412.0,108896.0
484,324121.0,108896.0
485,324122.0,108896.0
486,32419.0,108896.0
487,324191.0,108896.0
488,324199.0,108896.0
489,325.0,91041.0
490,3251.0,91041.0
491,32511.0,91041.0
492,325110.0,91041.0
493,32512.0,91041.0
494,325120.0,91041.0
495,32513.0,91041.0
496,325130.0,91041.0
497,32518.0,91041.0
498,325180.0,91041.0
499,32519.0,91041.0
500,325193.0,91041.0
501,325194.0,91041.0
502,325199.0,91041.0
503,3252.0,91041.0
504,32521.0,91041.0
505,325211.0,91041.0
506,325212.0,91041.0
507,32522.0,91041.0
508,325220.0,91041.0
509,3253.0,91041.0
510,32531.0,91041.0
511,325311.0,91041.0
512,325312.0,91041.0
513,325314.0,91041.0
514,32532.0,91041.0
515,325320.0,91041.0
516,3254.0,91041.0
517,32541.0,91041.0
518,325411.0,91041.0
519,325412.0,91041.0
520,325413.0,91041.0
521,325414.0,91041.0
522,3255.0,91041.0
523,32551.0,91041.0
524,325510.0,91041.0
525,32552.0,91041.0
526,325520.0,91041.0
527,3256.0,91041.0
528,32561.0,91041.0
529,325611.0,91041.0
530,325612.0,91041.0
531,325613.0,91041.0
532,32562.0,91041.0
533,325620.0,91041.0
534,3259.0,91041.0
535,32591.0,91041.0
536,325910.0,91041.0
537,32592.0,91041.0
538,325920.0,91041.0
539,32599.0,91041.0
540,325991.0,91041.0
541,325992.0,91041.0
542,325998.0,91041.0
543,326.0,50573.0
544,3261.0,50573.0
545,32611.0,50573.0
546,326111.0,50573.0
547,326112.0,50573.0
548,326113.0,50573.0
549,32612.0,50573.0
550,326121.0,50573.0
551,326122.0,50573.0
552,32613.0,50573.0
553,326130.0,50573.0
554,32614.0,50573.0
555,326140.0,50573.0
556,32615.0,50573.0
557,326150.0,50573.0
558,32616.0,50573.0
559,326160.0,50573.0
560,32619.0,50573.0
561,326191.0,50573.0
562,326199.0,50573.0
563,3262.0,50573.0
564,32621.0,50573.0
565,326211.0,50573.0
566,326212.0,50573.0
567,32622.0,50573.0
568,326220.0,50573.0
569,32629.0,50573.0
570,326291.0,50573.0
571,326299.0,50573.0
572,327.0,53753.0
573,3271.0,53753.0
574,32711.0,53753.0
575,327110.0,53753.0
576,32712.0,53753.0
577,327120.0,53753.0
578,3272.0,53753.0
579,32721.0,53753.0
580,327211.0,53753.0
581,327212.0,53753.0
582,327213.0,53753.0
583,327215.0,53753.0
584,3273.0,53753.0
585,32731.0,53753.0
586,327310.0,53753.0
587,32732.0,53753.0
588,327320.0,53753.0
589,32733.0,53753.0
590,327331.0,53753.0
591,327332.0,53753.0
592,32739.0,53753.0
593,327390.0,53753.0
594,3274.0,53753.0
595,32741.0,53753.0
596,327410.0,53753.0
597,32742.0,53753.0
598,327420.0,53753.0
599,3279.0,53753.0
600,32791.0,53753.0
601,327910.0,53753.0
602,32799.0,53753.0
603,327991.0,53753.0
604,327992.0,53753.0
605,327993.0,53753.0
606,327999.0,53753.0
607,331.0,64339.0
608,3311.0,64339.0
609,33111.0,64339.0
610,331110.0,64339.0
611,3312.0,64339.0
612,33121.0,64339.0
613,331210.0,64339.0
614,33122.0,64339.0
615,331221.0,64339.0
616,331222.0,64339.0
617,3313.0,64339.0
618,33131.0,64339.0
619,331313.0,64339.0
620,331314.0,64339.0
621,331315.0,64339.0
622,331318.0,64339.0
623,3314.0,64339.0
624,33141.0,64339.0
625,331410.0,64339.0
626,33142.0,64339.0
627,331420.0,64339.0
628,33149.0,64339.0
629,331491.0,64339.0
630,331492.0,64339.0
631,3315.0,64339.0
632,33151.0,64339.0
633,331511.0,64339.0
634,331512.0,64339.0
635,331513.0,64339.0
636,33152.0,64339.0
637,331523.0,64339.0
638,331524.0,64339.0
639,331529.0,64339.0
640,332.0,53732.0
641,3321.0,53732.0
642,33211.0,53732.0
643,332111.0,53732.0
644,332112.0,53732.0
645,332114.0,53732.0
646,332117.0,53732.0
647,332119.0,53732.0
648,3322.0,53732.0
649,33221.0,53732.0
650,332215.0,53732.0
651,332216.0,53732.0
652,3323.0,53732.0
653,33231.0,53732.0
654,332311.0,53732.0
655,332312.0,53732.0
656,332313.0,53732.0
657,33232.0,53732.0
658,332321.0,53732.0
659,332322.0,53732.0
660,332323.0,53732.0
661,3324.0,53732.0
662,33241.0,53732.0
663,332410.0,53732.0
664,33242.0,53732.0
665,332420.0,53732.0
666,33243.0,53732.0
667,332431.0,53732.0
668,332439.0,53732.0
669,3325.0,53732.0
670,33251.0,53732.0
671,332510.0,53732.0
672,3326.0,53732.0
673,33261.0,53732.0
674,332613.0,53732.0
675,332618.0,53732.0
676,3327.0,53732.0
677,33271.0,53732.0
678,332710.0,53732.0
679,33272.0,53732.0
680,332721.0,53732.0
681,332722.0,53732.0
682,3328.0,53732.0
683,33281.0,53732.0
684,332811.0,53732.0
685,332812.0,53732.0
686,332813.0,53732.0
687,3329.0,53732.0
688,33291.0,53732.0
689,332911.0,53732.0
690,332912.0,53732.0
691,332913.0,53732.0
692,332919.0,53732.0
693,33299.0,53732.0
694,332991.0,53732.0
695,332992.0,53732.0
696,332993.0,53732.0
697,332994.0,53732.0
698,332996.0,53732.0
699,332999.0,53732.0
700,333.0,66644.0
701,3331.0,66644.0
702,33311.0,66644.0
703,333111.0,66644.0
704,333112.0,66644.0
705,33312.0,66644.0
706,333120.0,66644.0
707,33313.0,66644.0
708,333131.0,66644.0
709,333132.0,66644.0
710,3332.0,66644.0
711,33324.0,66644.0
712,333241.0,66644.0
713,333242.0,66644.0
714,333243.0,66644.0
715,333244.0,66644.0
716,333249.0,66644.0
717,3333.0,66644.0
718,33331.0,66644.0
719,333314.0,66644.0
720,333316.0,66644.0
721,333318.0,66644.0
722,3334.0,66644.0
723,33341.0,66644.0
724,333413.0,66644.0
725,333414.0,66644.0
726,333415.0,66644.0
727,3335.0,66644.0
728,33351.0,66644.0
729,333511.0,66644.0
730,333514.0,66644.0
731,333515.0,66644.0
732,333517.0,66644.0
733,333519.0,66644.0
734,3336.0,66644.0
735,33361.0,66644.0
736,333611.0,66644.0
737,333612.0,66644.0
738,333613.0,66644.0
739,333618.0,66644.0
740,3339.0,66644.0
741,33391.0,66644.0
742,333911.0,66644.0
743,333912.0,66644.0
744,333913.0,66644.0
745,33392.0,66644.0
746,333921.0,66644.0
747,333922.0,66644.0
748,333923.0,66644.0
749,333924.0,66644.0
750,33399.0,66644.0
751,333991.0,66644.0
752,333992.0,66644.0
753,333993.0,66644.0
754,333994.0,66644.0
755,333995.0,66644.0
756,333996.0,66644.0
757,333997.0,66644.0
758,333999.0,66644.0
759,334.0,103590.0
760,3341.0,103590.0
761,33411.0,103590.0
762,334111.0,103590.0
763,334112.0,103590.0
764,334118.0,103590.0
765,3342.0,103590.0
766,33421.0,103590.0
767,334210.0,103590.0
768,33422.0,103590.0
769,334220.0,103590.0
770,33429.0,103590.0
771,334290.0,103590.0
772,3343.0,103590.0
773,33431.0,103590.0
774,334310.0,103590.0
775,3344.0,103590.0
776,33441.0,103590.0
777,334412.0,103590.0
778,334413.0,103590.0
779,334416.0,103590.0
780,334417.0,103590.0
781,334418.0,103590.0
782,334419.0,103590.0
783,3345.0,103590.0
784,33451.0,103590.0
785,334510.0,103590.0
786,334511.0,103590.0
787,334512.0,103590.0
788,334513.0,103590.0
789,334514.0,103590.0
790,334515.0,103590.0
791,334516.0,103590.0
792,334517.0,103590.0
793,334519.0,103590.0
794,3346.0,103590.0
795,33461.0,103590.0
796,334613.0,103590.0
797,334614.0,103590.0
798,335.0,65331.0
799,3351.0,65331.0
800,33511.0,65331.0
801,335110.0,65331.0
802,33512.0,65331.0
803,335121.0,65331.0
804,335122.0,65331.0
805,335129.0,65331.0
806,3352.0,65331.0
807,33521.0,65331.0
808,335210.0,65331.0
809,33522.0,65331.0
810,335221.0,65331.0
811,335222.0,65331.0
812,335224.0,65331.0
813,335228.0,65331.0
814,3353.0,65331.0
815,33531.0,65331.0
816,335311.0,65331.0
817,335312.0,65331.0
818,335313.0,65331.0
819,335314.0,65331.0
820,3359.0,65331.0
821,33591.0,65331.0
822,335911.0,65331.0
823,335912.0,65331.0
824,33592.0,65331.0
825,335921.0,65331.0
826,335929.0,65331.0
827,33593.0,65331.0
828,335931.0,65331.0
829,335932.0,65331.0
830,33599.0,65331.0
831,335991.0,65331.0
832,335999.0,65331.0
833,336.0,66881.0
834,3361.0,59323.0
835,33611.0,59323.0
836,336111.0,59323.0
837,336112.0,59323.0
838,33612.0,59323.0
839,336120.0,59323.0
840,3362.0,59323.0
841,33621.0,59323.0
842,336211.0,59323.0
843,336212.0,59323.0
844,336213.0,59323.0
845,336214.0,59323.0
846,3363.0,59323.0
847,33631.0,59323.0
848,336310.0,59323.0
849,33632.0,59323.0
850,336320.0,59323.0
851,33633.0,59323.0
852,336330.0,59323.0
853,33634.0,59323.0
854,336340.0,59323.0
855,33635.0,59323.0
856,336350.0,59323.0
857,33636.0,59323.0
858,336360.0,59323.0
859,33637.0,59323.0
860,336370.0,59323.0
861,33639.0,59323.0
862,336390.0,59323.0
863,3364.0,86187.0
864,33641.0,86187.0
865,336411.0,86187.0
866,336412.0,86187.0
867,336413.0,86187.0
868,336414.0,86187.0
869,336415.0,86187.0
870,336419.0,86187.0
871,3365.0,86187.0
872,33651.0,86187.0
873,336510.0,86187.0
874,3366.0,86187.0
875,33661.0,86187.0
876,336611.0,86187.0
877,336612.0,86187.0
878,3369.0,86187.0
879,33699.0,86187.0
880,336991.0,86187.0
881,336992.0,86187.0
882,336999.0,86187.0
883,337.0,42294.0
884,3371.0,42294.0
885,33711.0,42294.0
886,337110.0,42294.0
887,33712.0,42294.0
888,337121.0,42294.0
889,337122.0,42294.0
890,337124.0,42294.0
891,337125.0,42294.0
892,337127.0,42294.0
893,3372.0,42294.0
894,33721.0,42294.0
895,337211.0,42294.0
896,337212.0,42294.0
897,337214.0,42294.0
898,337215.0,42294.0
899,3379.0,42294.0
900,33791.0,42294.0
901,337910.0,42294.0
902,33792.0,42294.0
903,337920.0,42294.0
904,339.0,61481.0
905,3391.0,61481.0
906,33911.0,61481.0
907,339112.0,61481.0
908,339113.0,61481.0
909,339114.0,61481.0
910,339115.0,61481.0
911,339116.0,61481.0
912,3399.0,61481.0
913,33991.0,61481.0
914,339910.0,61481.0
915,33992.0,61481.0
916,339920.0,61481.0
917,33993.0,61481.0
918,339930.0,61481.0
919,33994.0,61481.0
920,339940.0,61481.0
921,33995.0,61481.0
922,339950.0,61481.0
923,33999.0,61481.0
924,339991.0,61481.0
925,339992.0,61481.0
926,339993.0,61481.0
927,339994.0,61481.0
928,339995.0,61481.0
929,339999.0,61481.0
930,42.0,72362.0
931,423.0,74363.0
932,4231.0,74363.0
933,42311.0,74363.0
934,423110.0,74363.0
935,42312.0,74363.0
936,423120.0,74363.0
937,42313.0,74363.0
938,423130.0,74363.0
939,42314.0,74363.0
940,423140.0,74363.0
941,4232.0,74363.0
942,42321.0,74363.0
943,423210.0,74363.0
944,42322.0,74363.0
945,423220.0,74363.0
946,4233.0,74363.0
947,42331.0,74363.0
948,423310.0,74363.0
949,42332.0,74363.0
950,423320.0,74363.0
951,42333.0,74363.0
952,423330.0,74363.0
953,42339.0,74363.0
954,423390.0,74363.0
955,4234.0,74363.0
956,42341.0,74363.0
957,423410.0,74363.0
958,42342.0,74363.0
959,423420.0,74363.0
960,42343.0,74363.0
961,423430.0,74363.0
962,42344.0,74363.0
963,423440.0,74363.0
964,42345.0,74363.0
965,423450.0,74363.0
966,42346.0,74363.0
967,423460.0,74363.0
968,42349.0,74363.0
969,423490.0,74363.0
970,4235.0,74363.0
971,42351.0,74363.0
972,423510.0,74363.0
973,42352.0,74363.0
974,423520.0,74363.0
975,4236.0,74363.0
976,42361.0,74363.0
977,423610.0,74363.0
978,42362.0,74363.0
979,423620.0,74363.0
980,42369.0,74363.0
981,423690.0,74363.0
982,4237.0,74363.0
983,42371.0,74363.0
984,423710.0,74363.0
985,42372.0,74363.0
986,423720.0,74363.0
987,42373.0,74363.0
988,423730.0,74363.0
989,42374.0,74363.0
990,423740.0,74363.0
991,4238.0,74363.0
992,42381.0,74363.0
993,423810.0,74363.0
994,42382.0,74363.0
995,423820.0,74363.0
996,42383.0,74363.0
997,423830.0,74363.0
998,42384.0,74363.0
999,423840.0,74363.0
1000,42385.0,74363.0
1001,423850.0,74363.0
1002,42386.0,74363.0
1003,423860.0,74363.0
1004,4239.0,74363.0
1005,42391.0,74363.0
1006,423910.0,74363.0
1007,42392.0,74363.0
1008,423920.0,74363.0
1009,42393.0,74363.0
1010,423930.0,74363.0
1011,42394.0,74363.0
1012,423940.0,74363.0
1013,42399.0,74363.0
1014,423990.0,74363.0
1015,424.0,69640.0
1016,4241.0,69640.0
1017,42411.0,69640.0
1018,424110.0,69640.0
1019,42412.0,69640.0
1020,424120.0,69640.0
1021,42413.0,69640.0
1022,424130.0,69640.0
1023,4242.0,69640.0
1024,42421.0,69640.0
1025,424210.0,69640.0
1026,4243.0,69640.0
1027,42431.0,69640.0
1028,424310.0,69640.0
1029,42432.0,69640.0
1030,424320.0,69640.0
1031,42433.0,69640.0
1032,424330.0,69640.0
1033,42434.0,69640.0
1034,424340.0,69640.0
1035,4244.0,69640.0
1036,42441.0,69640.0
1037,424410.0,69640.0
1038,42442.0,69640.0
1039,424420.0,69640.0
1040,42443.0,69640.0
1041,424430.0,69640.0
1042,42444.0,69640.0
1043,424440.0,69640.0
1044,42445.0,69640.0
1045,424450.0,69640.0
1046,42446.0,69640.0
1047,424460.0,69640.0
1048,42447.0,69640.0
1049,424470.0,69640.0
1050,42448.0,69640.0
1051,424480.0,69640.0
1052,42449.0,69640.0
1053,424490.0,69640.0
1054,4245.0,69640.0
1055,42451.0,69640.0
1056,424510.0,69640.0
1057,42452.0,69640.0
1058,424520.0,69640.0
1059,42459.0,69640.0
1060,424590.0,69640.0
1061,4246.0,69640.0
1062,42461.0,69640.0
1063,424610.0,69640.0
1064,42469.0,69640.0
1065,424690.0,69640.0
1066,4247.0,69640.0
1067,42471.0,69640.0
1068,424710.0,69640.0
1069,42472.0,69640.0
1070,424720.0,69640.0
1071,4248.0,69640.0
1072,42481.0,69640.0
1073,424810.0,69640.0
1074,42482.0,69640.0
1075,424820.0,69640.0
1076,4249.0,69640.0
1077,42491.0,69640.0
1078,424910.0,69640.0
1079,42492.0,69640.0
1080,424920.0,69640.0
1081,42493.0,69640.0
1082,424930.0,69640.0
1083,42494.0,69640.0
1084,424940.0,69640.0
1085,42495.0,69640.0
1086,424950.0,69640.0
1087,42499.0,69640.0
1088,424990.0,69640.0
1089,425.0,72362.0
1090,4251.0,72362.0
1091,42511.0,72362.0
1092,425110.0,72362.0
1093,42512.0,72362.0
1094,425120.0,72362.0
1095,44.0,33522.0
1096,441.0,53537.0
1097,4411.0,53537.0
1098,44111.0,53537.0
1099,441110.0,53537.0
1100,44112.0,53537.0
1101,441120.0,53537.0
1102,4412.0,53537.0
1103,44121.0,53537.0
1104,441210.0,53537.0
1105,44122.0,53537.0
1106,441222.0,53537.0
1107,441228.0,53537.0
1108,4413.0,53537.0
1109,44131.0,53537.0
1110,441310.0,53537.0
1111,44132.0,53537.0
1112,441320.0,53537.0
1113,442.0,34299.0
1114,4421.0,34299.0
1115,44211.0,34299.0
1116,442110.0,34299.0
1117,4422.0,34299.0
1118,44221.0,34299.0
1119,442210.0,34299.0
1120,44229.0,34299.0
1121,442291.0,34299.0
1122,442299.0,34299.0
1123,443.0,34299.0
1124,4431.0,34299.0
1125,44314.0,34299.0
1126,443141.0,34299.0
1127,443142.0,34299.0
1128,444.0,34299.0
1129,4441.0,34299.0
1130,44411.0,34299.0
1131,444110.0,34299.0
1132,44412.0,34299.0
1133,444120.0,34299.0
1134,44413.0,34299.0
1135,444130.0,34299.0
1136,44419.0,34299.0
1137,444190.0,34299.0
1138,4442.0,34299.0
1139,44421.0,34299.0
1140,444210.0,34299.0
1141,44422.0,34299.0
1142,444220.0,34299.0
1143,445.0,27044.0
1144,4451.0,27044.0
1145,44511.0,27044.0
1146,445110.0,27044.0
1147,44512.0,27044.0
1148,445120.0,27044.0
1149,4452.0,27044.0
1150,44521.0,27044.0
1151,445210.0,27044.0
1152,44522.0,27044.0
1153,445220.0,27044.0
1154,44523.0,27044.0
