Codes:,Liabilities of nonfarm nonfinancial corporations,Liabilities of farm business,Commercial paper outstanding,Agency- and GSE- backed securities outstanding,Corporate bonds outstanding,Corporate equity outstanding,Bank loans,Other loans and advances outstanding,Total mortgages,Home mortgages
1,22504.2,6224.8,930.4,7934.4,11569.1,36456.8,2816.9,2072,13428.5,9862.1
