Codes:,Capital_stock,land,earnings_(rtnd_appr.),cost_of_treasury_stock,additional_paid-in_capital,depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
326,8894786053.08,1173841769.69,39945534.8422,3680585340.57,31000183014.2,83957658193.0,3371502423.51,53062414959.4,21319042098.0,3510583338.93
3261,4447393026.54,586920884.846,19972767.4211,1840292670.28,15500091507.1,41978829096.5,1685751211.75,26531207479.7,10659521049.0,1755291669.47
32611,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326111,211780620.311,27948613.5641,951084.16291,87632984.2992,738099595.577,1998991861.74,80273867.2264,1263390832.37,507596240.43,83585317.5936
326112,211780620.311,27948613.5641,951084.16291,87632984.2992,738099595.577,1998991861.74,80273867.2264,1263390832.37,507596240.43,83585317.5936
326113,211780620.311,27948613.5641,951084.16291,87632984.2992,738099595.577,1998991861.74,80273867.2264,1263390832.37,507596240.43,83585317.5936
32612,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326121,317670930.467,41922920.3461,1426626.24436,131449476.449,1107149393.37,2998487792.61,120410800.84,1895086248.55,761394360.645,125377976.39
326122,317670930.467,41922920.3461,1426626.24436,131449476.449,1107149393.37,2998487792.61,120410800.84,1895086248.55,761394360.645,125377976.39
32613,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326130,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
32614,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326140,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
32615,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326150,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
32616,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326160,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
32619,635341860.934,83845840.6923,2853252.48873,262898952.898,2214298786.73,5996975585.21,240821601.679,3790172497.1,1522788721.29,250755952.781
326191,317670930.467,41922920.3461,1426626.24436,131449476.449,1107149393.37,2998487792.61,120410800.84,1895086248.55,761394360.645,125377976.39
326199,317670930.467,41922920.3461,1426626.24436,131449476.449,1107149393.37,2998487792.61,120410800.84,1895086248.55,761394360.645,125377976.39
3262,4447393026.54,586920884.846,19972767.4211,1840292670.28,15500091507.1,41978829096.5,1685751211.75,26531207479.7,10659521049.0,1755291669.47
32621,1482464342.18,195640294.949,6657589.14037,613430890.094,5166697169.04,13992943032.2,561917070.585,8843735826.57,3553173683.01,585097223.155
326211,741232171.09,97820147.4743,3328794.57018,306715445.047,2583348584.52,6996471516.08,280958535.292,4421867913.29,1776586841.5,292548611.578
326212,741232171.09,97820147.4743,3328794.57018,306715445.047,2583348584.52,6996471516.08,280958535.292,4421867913.29,1776586841.5,292548611.578
32622,1482464342.18,195640294.949,6657589.14037,613430890.094,5166697169.04,13992943032.2,561917070.585,8843735826.57,3553173683.01,585097223.155
326220,1482464342.18,195640294.949,6657589.14037,613430890.094,5166697169.04,13992943032.2,561917070.585,8843735826.57,3553173683.01,585097223.155
32629,1482464342.18,195640294.949,6657589.14037,613430890.094,5166697169.04,13992943032.2,561917070.585,8843735826.57,3553173683.01,585097223.155
326291,741232171.09,97820147.4743,3328794.57018,306715445.047,2583348584.52,6996471516.08,280958535.292,4421867913.29,1776586841.5,292548611.578
326299,741232171.09,97820147.4743,3328794.57018,306715445.047,2583348584.52,6996471516.08,280958535.292,4421867913.29,1776586841.5,292548611.578
327,8061495105.27,5814952379.38,4679026648.83,3282635530.93,80448201539.4,94197760449.5,-3980642356.28,52800503639.7,10645550457.3,2981274903.02
3271,1612299021.05,1162990475.88,935805329.766,656527106.187,16089640307.9,18839552089.9,-796128471.257,10560100727.9,2129110091.46,596254980.605
32711,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
327110,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
32712,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
327120,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
3272,1612299021.05,1162990475.88,935805329.766,656527106.187,16089640307.9,18839552089.9,-796128471.257,10560100727.9,2129110091.46,596254980.605
32721,1612299021.05,1162990475.88,935805329.766,656527106.187,16089640307.9,18839552089.9,-796128471.257,10560100727.9,2129110091.46,596254980.605
327211,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327212,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327213,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327215,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
3273,1612299021.05,1162990475.88,935805329.766,656527106.187,16089640307.9,18839552089.9,-796128471.257,10560100727.9,2129110091.46,596254980.605
32731,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327310,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
32732,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327320,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
32733,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327331,201537377.632,145373809.484,116975666.221,82065888.2734,2011205038.48,2354944011.24,-99516058.9071,1320012590.99,266138761.433,74531872.5756
327332,201537377.632,145373809.484,116975666.221,82065888.2734,2011205038.48,2354944011.24,-99516058.9071,1320012590.99,266138761.433,74531872.5756
32739,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
327390,403074755.264,290747618.969,233951332.441,164131776.547,4022410076.97,4709888022.47,-199032117.814,2640025181.98,532277522.866,149063745.151
3274,1612299021.05,1162990475.88,935805329.766,656527106.187,16089640307.9,18839552089.9,-796128471.257,10560100727.9,2129110091.46,596254980.605
32741,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
327410,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
32742,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
327420,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
3279,1612299021.05,1162990475.88,935805329.766,656527106.187,16089640307.9,18839552089.9,-796128471.257,10560100727.9,2129110091.46,596254980.605
32791,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
327910,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
32799,806149510.527,581495237.938,467902664.883,328263553.093,8044820153.94,9419776044.95,-398064235.628,5280050363.97,1064555045.73,298127490.302
327991,201537377.632,145373809.484,116975666.221,82065888.2734,2011205038.48,2354944011.24,-99516058.9071,1320012590.99,266138761.433,74531872.5756
327992,201537377.632,145373809.484,116975666.221,82065888.2734,2011205038.48,2354944011.24,-99516058.9071,1320012590.99,266138761.433,74531872.5756
327993,201537377.632,145373809.484,116975666.221,82065888.2734,2011205038.48,2354944011.24,-99516058.9071,1320012590.99,266138761.433,74531872.5756
327999,201537377.632,145373809.484,116975666.221,82065888.2734,2011205038.48,2354944011.24,-99516058.9071,1320012590.99,266138761.433,74531872.5756
331,19960612509.2,2503407525.9,43857587.2218,10412363627.7,71924706439.1,107820117593.0,22769732908.4,58224010168.8,32096851221.7,5360472272.03
3313,19960612509.2,2503407525.9,43857587.2218,10412363627.7,71924706439.1,107820117593.0,22769732908.4,58224010168.8,32096851221.7,5360472272.03
33131,19960612509.2,2503407525.9,43857587.2218,10412363627.7,71924706439.1,107820117593.0,22769732908.4,58224010168.8,32096851221.7,5360472272.03
331315,19960612509.2,2503407525.9,43857587.2218,10412363627.7,71924706439.1,107820117593.0,22769732908.4,58224010168.8,32096851221.7,5360472272.03
332,25169531938.5,1703642333.52,308156125.991,10623047802.5,93793684394.0,105095702853.0,46451392912.4,72202984425.3,29210827352.3,4315550341.1
3322,25169531938.5,1703642333.52,308156125.991,10623047802.5,93793684394.0,105095702853.0,46451392912.4,72202984425.3,29210827352.3,4315550341.1
33221,25169531938.5,1703642333.52,308156125.991,10623047802.5,93793684394.0,105095702853.0,46451392912.4,72202984425.3,29210827352.3,4315550341.1
332215,25169531938.5,1703642333.52,308156125.991,10623047802.5,93793684394.0,105095702853.0,46451392912.4,72202984425.3,29210827352.3,4315550341.1
333,32849420502.3,2406488459.46,61580824.5233,60209350406.0,137251689793.0,133497337334.0,88741118222.8,78803061221.2,60700093436.7,10252867873.7
3331,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33311,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333111,782129059.578,57297344.273,1466210.1077,1433555962.05,3267897376.02,3178508031.77,2112883767.21,1876263362.41,1445240319.92,244115901.754
333112,782129059.578,57297344.273,1466210.1077,1433555962.05,3267897376.02,3178508031.77,2112883767.21,1876263362.41,1445240319.92,244115901.754
33312,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333120,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
33313,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333131,782129059.578,57297344.273,1466210.1077,1433555962.05,3267897376.02,3178508031.77,2112883767.21,1876263362.41,1445240319.92,244115901.754
333132,782129059.578,57297344.273,1466210.1077,1433555962.05,3267897376.02,3178508031.77,2112883767.21,1876263362.41,1445240319.92,244115901.754
3332,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33324,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
333241,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333242,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333243,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333244,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333249,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
3333,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33331,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
333314,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333316,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333318,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
3334,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33341,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
333413,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333414,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333415,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
3335,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33351,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
333511,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333514,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333515,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333517,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
333519,938554871.494,68756813.1276,1759452.12924,1720267154.46,3921476851.22,3814209638.12,2535460520.65,2251516034.89,1734288383.91,292939082.105
3336,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33361,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
333611,1173193589.37,85946016.4095,2199315.16155,2150333943.07,4901846064.03,4767762047.65,3169325650.81,2814395043.62,2167860479.88,366173852.631
333612,1173193589.37,85946016.4095,2199315.16155,2150333943.07,4901846064.03,4767762047.65,3169325650.81,2814395043.62,2167860479.88,366173852.631
333613,1173193589.37,85946016.4095,2199315.16155,2150333943.07,4901846064.03,4767762047.65,3169325650.81,2814395043.62,2167860479.88,366173852.631
333618,1173193589.37,85946016.4095,2199315.16155,2150333943.07,4901846064.03,4767762047.65,3169325650.81,2814395043.62,2167860479.88,366173852.631
3339,4692774357.47,343784065.638,8797260.64619,8601335772.29,19607384256.1,19071048190.6,12677302603.3,11257580174.5,8671441919.53,1464695410.52
33391,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333911,521419373.052,38198229.5153,977473.405132,955703974.699,2178598250.68,2119005354.51,1408589178.14,1250842241.61,963493546.614,162743934.503
333912,521419373.052,38198229.5153,977473.405132,955703974.699,2178598250.68,2119005354.51,1408589178.14,1250842241.61,963493546.614,162743934.503
333913,521419373.052,38198229.5153,977473.405132,955703974.699,2178598250.68,2119005354.51,1408589178.14,1250842241.61,963493546.614,162743934.503
33392,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333921,391064529.789,28648672.1365,733105.053849,716777981.024,1633948688.01,1589254015.88,1056441883.6,938131681.205,722620159.96,122057950.877
333922,391064529.789,28648672.1365,733105.053849,716777981.024,1633948688.01,1589254015.88,1056441883.6,938131681.205,722620159.96,122057950.877
333923,391064529.789,28648672.1365,733105.053849,716777981.024,1633948688.01,1589254015.88,1056441883.6,938131681.205,722620159.96,122057950.877
333924,391064529.789,28648672.1365,733105.053849,716777981.024,1633948688.01,1589254015.88,1056441883.6,938131681.205,722620159.96,122057950.877
33399,1564258119.16,114594688.546,2932420.2154,2867111924.1,6535794752.04,6357016063.54,4225767534.42,3752526724.82,2890480639.84,488231803.508
333991,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333992,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333993,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333994,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333995,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333996,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333997,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
333999,195532264.895,14324336.0682,366552.526924,358388990.512,816974344.005,794627007.942,528220941.802,469065840.603,361310079.98,61028975.4384
334,81891202905.1,4594192352.49,280154751.072,222792136705.0,620431434952.0,209556884185.0,-8129215012.75,129074452753.0,39462261610.7,12251645146.8
3341,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
33411,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
334111,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
334112,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
334118,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
3342,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
33421,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
334210,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
33422,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
334220,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
33429,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
334290,4549511272.51,255232908.472,15564152.8373,12377340928.0,34468413052.9,11642049121.4,-451623056.264,7170802930.75,2192347867.26,680646952.602
3343,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
33431,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
334310,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
3344,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
33441,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
334412,2274755636.25,127616454.236,7782076.41867,6188670464.01,17234206526.5,5821024560.69,-225811528.132,3585401465.37,1096173933.63,340323476.301
334413,2274755636.25,127616454.236,7782076.41867,6188670464.01,17234206526.5,5821024560.69,-225811528.132,3585401465.37,1096173933.63,340323476.301
334416,2274755636.25,127616454.236,7782076.41867,6188670464.01,17234206526.5,5821024560.69,-225811528.132,3585401465.37,1096173933.63,340323476.301
334417,2274755636.25,127616454.236,7782076.41867,6188670464.01,17234206526.5,5821024560.69,-225811528.132,3585401465.37,1096173933.63,340323476.301
334418,2274755636.25,127616454.236,7782076.41867,6188670464.01,17234206526.5,5821024560.69,-225811528.132,3585401465.37,1096173933.63,340323476.301
334419,2274755636.25,127616454.236,7782076.41867,6188670464.01,17234206526.5,5821024560.69,-225811528.132,3585401465.37,1096173933.63,340323476.301
3345,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
33451,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
334510,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334511,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334512,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334513,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334514,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334515,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334516,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334517,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
334519,1516503757.5,85077636.1573,5188050.94578,4125780309.34,11489471017.6,3880683040.46,-150541018.755,2390267643.58,730782622.421,226882317.534
3346,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
33461,13648533817.5,765698725.416,46692458.512,37132022784.1,103405239159.0,34926147364.2,-1354869168.79,21512408792.2,6577043601.79,2041940857.81
334613,6824266908.76,382849362.708,23346229.256,18566011392.0,51702619579.4,17463073682.1,-677434584.396,10756204396.1,3288521800.89,1020970428.9
334614,6824266908.76,382849362.708,23346229.256,18566011392.0,51702619579.4,17463073682.1,-677434584.396,10756204396.1,3288521800.89,1020970428.9
335,10264953906.6,2355131516.8,1131030643.69,46205895424.5,143679525172.0,114130828615.0,195074326264.0,70012716098.6,21174590301.4,47701087283.9
3351,2566238476.65,588782879.201,282757660.923,11551473856.1,35919881292.9,28532707153.8,48768581566.0,17503179024.7,5293647575.34,11925271821.0
33511,1283119238.32,294391439.6,141378830.462,5775736928.06,17959940646.4,14266353576.9,24384290783.0,8751589512.33,2646823787.67,5962635910.49
335110,1283119238.32,294391439.6,141378830.462,5775736928.06,17959940646.4,14266353576.9,24384290783.0,8751589512.33,2646823787.67,5962635910.49
33512,1283119238.32,294391439.6,141378830.462,5775736928.06,17959940646.4,14266353576.9,24384290783.0,8751589512.33,2646823787.67,5962635910.49
335121,427706412.774,98130479.8668,47126276.8206,1925245642.69,5986646882.15,4755451192.29,8128096927.67,2917196504.11,882274595.89,1987545303.5
335122,427706412.774,98130479.8668,47126276.8206,1925245642.69,5986646882.15,4755451192.29,8128096927.67,2917196504.11,882274595.89,1987545303.5
335129,427706412.774,98130479.8668,47126276.8206,1925245642.69,5986646882.15,4755451192.29,8128096927.67,2917196504.11,882274595.89,1987545303.5
3352,2566238476.65,588782879.201,282757660.923,11551473856.1,35919881292.9,28532707153.8,48768581566.0,17503179024.7,5293647575.34,11925271821.0
33521,1283119238.32,294391439.6,141378830.462,5775736928.06,17959940646.4,14266353576.9,24384290783.0,8751589512.33,2646823787.67,5962635910.49
335210,1283119238.32,294391439.6,141378830.462,5775736928.06,17959940646.4,14266353576.9,24384290783.0,8751589512.33,2646823787.67,5962635910.49
33522,1283119238.32,294391439.6,141378830.462,5775736928.06,17959940646.4,14266353576.9,24384290783.0,8751589512.33,2646823787.67,5962635910.49
335221,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
335222,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
335224,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
335228,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
3353,2566238476.65,588782879.201,282757660.923,11551473856.1,35919881292.9,28532707153.8,48768581566.0,17503179024.7,5293647575.34,11925271821.0
33531,2566238476.65,588782879.201,282757660.923,11551473856.1,35919881292.9,28532707153.8,48768581566.0,17503179024.7,5293647575.34,11925271821.0
335311,641559619.162,147195719.8,70689415.2308,2887868464.03,8979970323.22,7133176788.44,12192145391.5,4375794756.17,1323411893.83,2981317955.24
335312,641559619.162,147195719.8,70689415.2308,2887868464.03,8979970323.22,7133176788.44,12192145391.5,4375794756.17,1323411893.83,2981317955.24
335313,641559619.162,147195719.8,70689415.2308,2887868464.03,8979970323.22,7133176788.44,12192145391.5,4375794756.17,1323411893.83,2981317955.24
335314,641559619.162,147195719.8,70689415.2308,2887868464.03,8979970323.22,7133176788.44,12192145391.5,4375794756.17,1323411893.83,2981317955.24
3359,2566238476.65,588782879.201,282757660.923,11551473856.1,35919881292.9,28532707153.8,48768581566.0,17503179024.7,5293647575.34,11925271821.0
33591,641559619.162,147195719.8,70689415.2308,2887868464.03,8979970323.22,7133176788.44,12192145391.5,4375794756.17,1323411893.83,2981317955.24
335911,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
335912,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
33592,641559619.162,147195719.8,70689415.2308,2887868464.03,8979970323.22,7133176788.44,12192145391.5,4375794756.17,1323411893.83,2981317955.24
335921,320779809.581,73597859.9001,35344707.6154,1443934232.02,4489985161.61,3566588394.22,6096072695.75,2187897378.08,661705946.917,1490658977.62
