YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,a.net_incm_IND,a.net_incm,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2011,3,11,1,0,84571,0,75167520,0,7409106,0,7731034,0,28952,0,9811970,1,306330,1,330450,0,3816589,0,2638924,0,292761,0,8252882,0,66810347,0,48303755,0,1056240,0,157154,0,11988227,0,1081064,0,353974,0,2485430,0,75167520,0,3675472,0,9280847,0,3771398,0,15342757,0,19845123,0,2080694,0,21171228,0,4606126,0,22988862,0,-4816530,0,1607229,0,104636689,0,93460433,0,26436,0,750204,0,10399616,0,101577583,0,49870816,0,1461744,0,7445983,0,2364679,0,46694,0,3820781,0,1716540,0,1388144,0,209339,0,5104092,1,18408,0,171719,0,98352,0,544201,0,22240,0,27293851,0,3059105,0,5911618,0,9682618,0,3771000,0,3032670,0,7240781,0,4208111,0,2093802,0,319570,0,233802,0,429500,0,-767,0,1111698,0,350029,0,376330,0,26301,0,435118,0,435616,0,499,1,34607,1,4925,0,29682
2011,3,21,12,0,80,0,28256427,0,3531476,0,4017001,0,20489,0,634221,0,115212,0,234771,0,1018572,0,667870,0,21166,0,8197344,0,8033062,0,5176354,0,8137630,0,3636243,0,631815,0,1687556,0,901013,0,1062828,0,28256427,0,1943404,0,817616,0,1454032,0,398804,0,4022966,0,1942221,0,17677384,0,85107,0,3519868,0,14227898,0,155489,0,13573433,0,12454753,0,13524,0,159124,0,946032,0,10871359,0,6758045,0,94029,0,589609,0,67122,0,11105,0,162688,0,286932,0,235300,0,67316,0,1208152,0,190845,0,5778,0,47192,0,163503,0,311,0,983431,0,2702074,0,3732069,0,3972903,0,240834,0,2688550,0,3046106,0,357556,0,1003694,0,230734,0,142076,0,82355,0,4861,0,543667,0,8213,0,10568,0,2356,0,31613,0,32406,0,793,0,391,0,88,0,279
2011,3,21,11,0,87,0,5933298,0,997340,0,752076,0,5104,0,151120,0,111,0,32978,0,264929,0,64956,0,40428,0,1456495,0,3092868,0,1976737,0,1022418,0,514992,0,186675,0,132900,0,62749,0,297585,0,5933298,0,500129,0,142831,0,227760,0,207894,0,653292,0,279380,0,3922012,0,73341,0,546071,0,3447835,0,145236,0,4654026,0,4220013,0,2642,0,115582,0,315791,0,4001290,0,2546177,0,36766,0,266670,0,41617,0,9047,0,45445,0,139890,0,34429,0,3557,0,347260,0,55544,0,5260,0,10352,0,49147,0,163,0,409965,0,652736,0,925400,0,1019025,0,93625,0,650095,0,763717,0,113622,0,251277,0,6527,0,15070,0,65176,0,11759,0,152746,0,4758,0,6924,0,2166,0,19270,0,20257,0,987,0,226,0,226,0,0
2011,3,21,10,0,157,0,5329732,0,750138,0,789807,1,9670,0,179364,1,4252,1,64866,0,374056,0,13540,1,941,0,1246642,0,3490223,0,2412930,0,692207,0,383345,0,197276,0,223388,0,90109,0,199087,0,5329732,0,474542,0,214148,0,290365,0,139217,0,749943,0,98712,0,3362806,0,56986,0,488845,0,2951469,0,134494,0,4366794,0,4024915,0,2819,0,88997,0,250064,0,3627445,0,1648945,0,83521,0,419352,0,85231,0,3991,0,81343,0,112519,0,58387,0,26323,0,414776,0,32582,0,7290,0,21731,0,65889,1,979,0,564585,0,739350,0,855159,0,954852,0,99693,0,736531,0,852384,0,115853,0,111237,0,7593,0,22159,0,54152,0,-1102,0,28435,0,6866,0,7116,1,250,1,525,1,2632,1,2107,0,439,0,439,0,0
2011,3,21,9,0,398,0,6347235,0,1309841,0,1002297,0,8364,0,232871,1,75035,1,78132,0,499371,0,396925,1,12287,0,846708,0,3455109,0,2448393,0,778564,0,399955,0,97414,0,443225,0,338641,0,314811,0,6347235,0,635713,0,468524,0,368272,0,322587,0,608931,0,287068,0,3656140,0,42491,0,974378,0,2782197,0,142926,0,6429977,0,6092140,0,4480,0,126210,0,207147,0,5448149,0,3265820,0,67698,0,455946,0,26955,0,8494,0,142425,0,176496,0,50265,0,15959,0,412851,0,58169,0,8921,0,14269,0,58398,1,166,0,685314,0,981828,0,1208668,0,1347375,0,138708,0,977348,0,1140042,0,162694,0,223434,0,18085,0,17419,0,48784,0,-3786,0,142932,0,7120,0,8169,0,1049,1,766,1,769,0,3,0,673,0,673,0,0
2011,3,21,8,0,706,0,4919193,0,1020804,0,863840,1,4883,1,28497,0,0,0,0,0,679701,1,107067,0,0,0,682035,0,3241706,0,2475608,0,690167,0,285752,0,153929,0,586169,0,436141,0,67663,0,4919193,0,292128,1,142177,0,859559,1,88729,0,446636,0,41251,0,3048712,0,28406,0,334266,0,2796153,1,110113,0,5078136,0,4858132,1,617,0,22552,0,196835,0,4284341,0,2324013,0,96357,0,349140,0,67156,1,10216,0,132530,0,157080,0,39478,0,9100,0,353700,1,20360,0,3799,0,10615,0,21159,1,3782,0,685855,0,793794,0,886373,0,911314,1,24941,0,793177,0,836272,1,43094,0,89967,1,2305,0,5219,0,75132,1,1748,0,5563,0,2113,1,2695,1,582,1,1115,1,1115,0,0,1,14,1,14,0,0
2011,3,21,7,0,2188,0,4828032,0,1120830,0,761526,0,0,0,196482,0,0,0,0,0,280253,1,177971,0,0,0,626779,0,4619556,0,3840564,0,614088,0,391809,0,348035,0,297623,0,124133,0,141396,0,4828032,0,343825,0,274037,0,374865,0,266163,0,1003923,0,30734,0,2534486,0,119708,0,668407,0,1791713,1,45342,0,9020296,0,8422053,1,1354,0,35406,0,561484,0,7354553,0,3579722,0,271942,0,667272,0,149841,1,6225,0,444518,0,229453,0,58666,0,20908,0,517141,1,31303,0,19637,0,19425,0,71785,1,2248,0,1264468,0,1665743,0,1813463,0,1941478,1,128016,0,1664390,0,1831325,1,166935,0,148079,0,6505,0,17363,0,59790,1,-451,0,64872,1,993,1,993,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2011,3,21,6,0,1762,0,1320553,0,343990,1,151506,1,2411,1,74716,0,0,0,0,1,151418,1,136822,0,0,1,8769,0,1959675,0,1655208,1,214905,1,76356,1,3002,1,8652,1,4723,1,5795,0,1320553,1,272134,1,195403,0,129726,1,552967,1,231443,5,,0,-61120,0,5353,1,52829,0,-119302,0,0,0,3566319,0,3316418,0,0,1,40382,1,209520,0,3091850,0,1491586,1,206085,0,393833,1,75548,1,15725,0,58934,0,113168,1,43298,1,4405,0,173753,1,7978,1,5070,1,1729,1,52184,0,0,0,448555,0,474469,0,502272,0,606222,1,103950,0,474469,0,578697,1,104228,0,27763,0,0,0,1219,1,6491,0,0,1,20053,1,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,21,5,0,3437,0,1217873,0,329389,0,302169,0,0,1,1503,0,0,0,0,1,50986,1,6133,0,0,1,2828,0,3009577,0,2741559,1,106284,1,23734,1,12498,1,30852,1,12545,1,143491,0,1217873,1,33859,1,121532,1,76967,1,250145,1,230942,0,0,0,504427,0,21375,1,-23939,0,742546,1,235556,0,5042892,0,5003216,0,0,0,25,1,39651,0,4629425,1,1439542,0,205572,0,993924,0,165726,1,15286,0,80063,0,185972,0,27272,1,592,0,209659,1,14690,1,12273,1,57971,1,77062,0,0,0,1143822,0,413467,0,433933,0,538699,1,104766,0,413467,0,522238,1,108771,0,12836,0,0,1,6080,1,6755,0,0,0,0,1,7630,1,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,21,4,0,3661,0,592595,0,379176,1,38593,0,0,0,0,0,0,0,0,1,10581,1,55838,0,0,1,7368,0,487526,0,422258,1,158166,1,134476,0,0,1,1900,1,1900,1,12080,0,592595,1,20689,1,24602,1,104472,1,105277,1,130237,1,1,0,207318,0,10267,1,122699,0,80735,1,6383,0,1695133,0,1550312,0,0,1,11192,1,133630,0,1395514,1,325851,1,184407,1,27494,1,21720,0,0,1,48675,0,23679,1,15668,1,882,1,37669,1,9501,1,3107,1,21767,1,3265,1,29797,0,642031,0,299619,0,336580,0,374779,1,38198,0,299619,0,338136,1,38517,1,36858,1,545,1,3911,1,33269,0,0,1,-867,1,104,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,21,3,0,10829,0,283694,0,100318,1,18252,0,0,0,0,0,0,0,0,1,38489,1,15792,0,0,1,16711,0,687299,0,653754,1,27669,1,4502,1,10591,1,19990,1,18635,1,25472,0,283694,1,6279,1,16105,1,42307,1,115780,1,32889,1,37731,0,32602,0,113459,1,93396,0,-148647,1,25606,0,1750245,0,1707219,0,0,1,2548,1,40479,0,1190296,1,216243,0,226391,1,147328,0,34795,0,0,1,26353,0,42990,1,4215,0,0,0,32585,0,0,1,1679,1,14161,1,24419,0,0,0,419136,0,559949,0,593299,0,615210,1,21911,0,559949,0,589040,1,29091,0,32227,1,37,1,684,1,25284,0,0,1,6223,1,3,1,3,0,0,1,1119,1,1119,0,0,0,0,0,0,0,0
2011,3,21,2,0,5749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062969,0,908983,0,0,1,39825,0,114161,0,829602,1,328051,1,79643,0,57830,1,4045,0,15647,0,51505,0,25614,1,7185,1,1967,0,77149,0,0,1,1073,0,628,1,6576,0,0,0,172691,0,233367,0,271052,0,328305,1,57253,0,233367,0,290124,0,56757,0,35475,0,110,1,534,1,2300,0,0,1,32532,0,948,0,948,0,0,0,1262,0,1262,0,0,0,62,0,62,0,0
2011,3,21,1,0,29056,0,59028632,0,9883302,0,8697067,0,50923,0,1498774,1,194610,0,410748,0,3368357,0,1642913,1,74821,0,13091680,0,32076601,0,23803365,0,12442099,0,5851164,0,1641236,0,3432255,0,1990589,0,2270209,0,59028632,0,4522701,0,2416975,0,3928326,0,2447563,0,8111203,0,2717098,0,34884767,0,556494,0,6776819,0,28552598,0,1001145,0,56240221,0,52558153,0,25435,0,641841,0,3014792,0,46723824,0,23923996,0,1552412,0,4368399,0,739757,0,95735,0,1274479,0,1493794,0,574163,0,151010,0,3784696,0,420973,0,73888,0,219840,0,593386,0,37446,0,7419851,0,9516397,0,11558268,0,12610162,0,1051894,0,9490962,0,10788080,0,1297118,0,1972846,0,272440,0,231734,0,459487,0,13028,0,996156,0,38788,0,45190,0,6402,0,55671,0,59561,0,3890,0,1804,0,1501,0,279
2011,3,22,12,0,11,0,3268038,0,614284,0,989704,0,16799,0,224990,0,0,0,0,0,149172,0,27371,0,0,0,580190,0,716104,0,336321,0,53054,0,17106,0,90971,0,200357,0,91803,0,83870,0,3268038,0,489383,0,62255,0,202906,0,0,0,523269,0,43306,0,1946919,0,3212,0,690123,0,1267269,0,13685,0,5919203,0,5799156,0,60,0,617,0,119371,0,5764253,0,5137357,0,18404,0,211970,0,12664,0,10343,0,13206,0,25708,0,14988,0,3614,0,58036,0,0,0,6353,0,3018,0,4743,0,5,0,243845,0,154949,0,175475,0,186218,0,10744,0,154890,0,165745,0,10856,0,18238,0,3937,0,9386,0,412,0,799,0,3704,0,1366,0,1940,0,574,0,981,0,982,0,2,0,0,0,0,0,0
2011,3,22,11,0,5,0,326402,0,28498,0,47743,0,12,0,13208,0,0,0,0,0,48179,0,1794,0,0,0,9273,0,347052,0,182676,0,0,0,0,0,1325,0,4491,0,1831,0,9357,0,326402,0,31341,0,6497,0,10163,0,0,0,57762,0,79025,0,141614,0,1399,0,368,0,140648,0,801,0,315335,0,317406,0,0,0,2084,0,-4155,0,281861,0,231662,0,2854,0,17247,0,551,0,733,0,1402,0,4097,0,1450,0,411,0,6577,0,0,0,1437,0,488,0,1837,0,0,0,11113,0,33474,0,34429,0,37349,0,2920,0,33474,0,36528,0,3054,0,935,0,80,0,518,0,23,0,96,0,218,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,10,1,9,1,318275,1,20571,1,119134,0,1450,1,292,0,0,0,0,1,27231,1,5381,0,0,1,16265,1,108091,1,36411,0,0,0,0,1,4912,1,293130,1,249477,1,10606,1,318275,1,93863,1,119128,1,67430,0,12272,1,6375,1,-11977,1,31184,1,6,1,106678,1,-75328,1,173,1,298767,1,299034,0,0,0,0,1,-267,1,291085,1,161027,1,7197,1,25402,0,9,1,173,1,2450,1,3308,1,12002,1,28354,1,5231,0,0,0,65,1,1093,1,3045,0,0,1,41728,1,7681,1,8310,1,8455,0,144,1,7681,1,8133,0,452,1,629,5,,1,603,1,135,5,,1,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,9,1,25,1,394105,1,57013,1,84123,1,415,1,12290,0,0,0,0,1,1382,1,13147,0,0,1,36817,1,387174,1,203142,0,0,0,0,1,9238,1,7799,1,4725,1,-6598,1,394105,1,39162,1,12071,1,23264,0,11708,1,162967,1,6364,1,138570,1,3002,1,45831,1,90039,1,302,1,583008,1,569065,0,0,1,179,1,13764,1,556463,1,452781,1,5872,1,27138,1,4537,1,55,1,3395,1,6248,1,7567,1,1416,1,22124,0,4,1,78,1,2598,1,2534,0,0,1,20116,1,26545,1,36839,1,37686,1,846,1,26545,1,27623,1,1077,1,6950,1,69,1,6837,0,0,1,-2,1,46,1,1383,1,1383,0,0,1,1961,1,1961,0,0,0,0,0,0,0,0
2011,3,22,8,1,132,1,800398,1,188093,1,36529,0,0,1,6343,0,0,0,0,1,33740,1,45878,0,0,1,25216,1,818278,1,424545,0,0,0,0,1,39303,1,10569,1,2424,1,23418,1,800398,1,53082,1,63692,1,31251,1,2852,1,371915,1,72569,1,205038,1,4290,1,51524,1,149224,0,0,1,634392,1,624289,0,0,0,0,1,10103,1,548461,1,266204,1,20769,1,28008,1,24373,0,0,1,30316,1,28497,1,20747,1,504,1,42715,0,0,1,256,1,1800,1,8297,0,0,1,75975,1,85932,1,91704,1,103208,1,11504,1,85932,1,97435,1,11504,1,1431,0,0,1,1431,0,0,0,0,0,0,0,0,0,0,0,0,1,4341,1,4341,0,0,0,0,0,0,0,0
2011,3,22,7,1,79,1,246047,1,7398,1,14314,0,0,0,0,0,0,0,0,1,263,0,0,0,0,1,218946,1,9997,1,4975,0,0,0,0,0,0,1,146,1,43,0,0,1,246047,1,49,1,33088,1,7488,1,11323,1,2995,0,0,1,191103,1,4549,1,92,1,186462,0,0,1,122505,1,117541,0,0,0,0,1,4964,1,97519,1,80293,1,943,1,3112,1,322,0,0,1,87,1,5975,1,269,1,11,1,589,0,0,1,90,1,1675,1,67,0,0,1,4087,1,24986,1,25132,1,26989,1,1857,1,24986,1,26843,1,1857,1,146,0,0,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,6,1,177,1,138221,1,109092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46911,1,45887,0,0,0,0,1,28105,0,0,0,0,0,0,1,138221,0,0,0,0,1,31753,0,0,0,0,0,0,1,106468,1,354,1,3808,1,103235,1,929,1,60144,1,60068,0,0,0,0,1,75,1,50340,0,0,1,19469,1,1821,1,1855,0,0,1,4769,1,5671,0,0,0,0,1,454,0,0,0,0,0,0,0,0,0,0,1,16302,1,9804,1,10438,1,10438,0,0,1,9804,1,9804,0,0,1,634,0,0,1,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,5,1,189,1,79608,1,30620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214112,1,165124,0,0,0,0,0,0,0,0,0,0,0,0,1,79608,0,0,0,0,0,0,0,0,0,0,1,1,1,79607,1,19,1,14387,1,65201,0,0,1,105384,1,105384,0,0,0,0,0,0,1,54004,0,0,0,0,0,0,1,5239,0,0,0,0,1,1192,0,0,0,0,1,3019,0,0,0,0,0,0,0,0,0,0,1,44554,1,51379,1,51379,1,51379,0,0,1,51379,1,51379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,4,1,409,1,87337,1,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52383,1,8913,0,0,0,0,0,0,1,46201,1,2567,0,0,1,87337,0,0,1,3540,0,0,1,51269,1,12096,0,0,1,20432,1,409,1,32232,1,-12209,0,0,0,0,0,0,0,0,0,0,0,0,1,13865,0,0,0,0,0,0,1,300,0,0,1,47,1,61,0,0,1,2567,1,8913,0,0,1,48,0,0,0,0,0,0,1,1929,1,-13865,1,-13865,0,0,1,13865,1,-13865,0,0,1,13865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,3,1,1913,1,39934,1,21486,0,0,0,0,0,0,0,0,0,0,0,0,1,3983,0,0,0,0,1,119722,1,105532,0,0,0,0,0,0,1,245,1,245,1,275,1,39934,0,0,0,0,1,1658,1,25086,1,20759,0,0,1,-7569,1,440,1,7669,1,-15678,0,0,1,443012,1,441214,0,0,1,1799,0,0,1,403637,1,56690,1,98419,1,52456,1,3785,0,0,1,44015,1,8423,1,3549,1,25,1,8681,0,0,1,1542,0,0,0,0,0,0,1,126053,1,39375,1,39376,1,39376,0,0,1,39375,1,39375,0,0,5,,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21608,1,60253,0,0,1,15562,1,-54208,1,89716,0,43109,1,3941,1,19912,1,550,1,138,1,279,1,6293,1,2728,1,400,1,5417,0,0,1,16,1,76,1,528,0,0,1,6330,1,-68108,1,-20946,1,46971,0,67918,1,-68108,1,8040,0,76148,1,47162,0,0,1,2,0,0,0,0,1,47160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,22,1,0,2955,0,5698365,0,1077287,0,1291546,0,18677,0,257123,0,0,0,0,0,259968,0,97553,0,0,0,886707,0,2819825,0,1513525,0,53054,0,17106,0,173856,0,562938,0,353113,0,120929,0,5698365,0,706879,0,300272,0,375914,1,114510,0,1158138,0,189287,0,2853365,0,17680,0,952713,0,1898864,1,15891,0,8503357,0,8393409,0,60,0,20240,0,89648,0,8151205,0,6429122,0,177867,0,387065,0,54184,0,11442,0,99965,0,95475,0,63301,0,37302,0,161756,0,4,0,9884,0,10749,0,21051,0,5,0,592032,0,352153,0,438271,0,548069,0,109798,0,352093,0,470906,0,118813,0,76126,0,4086,0,19559,1,570,1,893,0,51019,1,2769,1,3343,0,574,1,7283,1,7285,0,2,0,0,0,0,0,0
2011,3,23,12,0,223,0,65302506,0,8393984,0,16886732,0,112894,0,3715132,0,124299,0,274746,0,6856891,0,230409,0,238218,0,16648692,0,17050010,0,9423479,0,350777,0,109673,0,1999576,0,782835,0,193835,0,1590086,0,65302506,0,11865865,0,2104889,0,16053930,0,612922,0,7210733,0,2790079,0,24664087,0,420808,0,2998473,0,22246442,0,1001635,0,91713690,0,89699043,0,50562,0,119855,0,1844231,0,88131844,0,77342994,0,1104503,0,2964862,0,160942,0,72188,0,996438,0,655996,0,321249,0,53506,0,1201289,0,17344,0,67286,0,313664,0,638690,0,15589,0,2205303,0,3581846,0,4229444,0,4904913,0,675469,0,3531284,0,4291141,0,759857,0,634966,0,60285,0,269011,0,18778,0,-6976,0,293868,0,37913,0,131797,0,93884,0,25280,0,27441,0,2161,0,2956,0,1158,0,273
2011,3,23,11,0,384,0,26855624,0,4544568,0,8905011,0,49774,0,2408640,0,24862,0,138303,0,2875421,0,253077,0,93115,0,2579959,0,8850969,0,5361357,0,27613,0,11177,0,692815,0,175951,0,50881,0,758509,0,26855624,0,5743261,0,1762173,0,4049561,0,723734,0,3869665,0,757783,0,9949447,0,222081,0,1555738,0,8468605,0,296977,0,46179961,0,45524853,0,17529,0,151952,0,485628,0,44945529,0,38951832,0,569375,0,1493714,0,87819,0,40756,0,643445,0,599920,0,142519,0,18891,0,754165,0,2606,0,62568,0,151698,0,690705,0,1674,0,733840,0,1234432,0,1461415,0,1874946,0,413530,0,1216903,0,1650803,0,433899,0,259011,0,17236,0,66995,0,1263,0,5415,0,168102,0,-5377,0,19931,0,25308,0,-9122,0,2327,0,11449,0,2177,0,843,0,0
2011,3,23,10,0,925,0,31366099,0,5287726,0,10221691,0,85559,0,2872546,1,51874,0,213069,0,3070141,0,257630,0,131885,0,2913007,0,11893566,0,7624372,1,27935,1,4468,0,1075689,0,158989,0,51105,0,955855,0,31366099,0,6482865,0,2060755,0,4466673,0,1019999,0,4516861,0,926023,0,11892923,0,516729,0,2537742,0,9243582,0,405130,0,54175958,0,53793532,0,21288,0,100892,0,260246,0,53326228,0,45829440,0,728795,0,1712846,0,147256,0,72272,0,946297,0,677510,0,250381,0,11402,0,931435,0,4476,0,66062,0,177366,0,444966,1,215,0,1325510,0,849730,0,1035959,0,1814504,0,778544,0,828442,0,1624224,0,795782,0,143781,0,66620,0,83922,0,3785,0,-5034,0,-5512,0,52253,0,76352,0,24098,0,11482,0,13573,1,2090,0,527,1,60,0,77
2011,3,23,9,0,3314,0,50152189,0,7702780,0,16524792,0,102949,0,5839235,1,42194,0,102945,0,5951932,0,458485,0,236360,0,3406842,0,16288678,0,10420887,1,33751,1,12964,0,2731065,0,295808,0,79280,0,1153403,0,50152189,0,10435392,0,4139080,0,6203072,0,2715048,0,8022968,0,1036363,0,17600266,0,739789,0,3872699,0,13775321,0,787543,0,89022834,0,88461598,0,19289,0,142275,0,399672,0,86963218,0,73770378,0,1549366,0,3004425,0,231287,0,119561,0,1306277,0,1283033,0,348207,0,28126,0,1201043,1,6812,0,161170,0,352779,0,1328126,0,3993,0,2268635,0,2059616,0,2279434,0,3364771,0,1085337,0,2040327,0,3183931,0,1143604,0,203086,0,23377,0,89904,0,5575,0,10029,0,74201,0,28197,0,57339,0,29141,0,7824,0,8710,1,886,0,2751,0,417,0,0
2011,3,23,8,0,6454,0,45009462,0,6062326,0,14814750,0,65597,0,6858175,1,1423,1,64648,0,6120276,0,758454,0,68747,0,2862374,0,16759770,0,11500425,0,0,0,0,0,1003695,0,332135,0,130166,0,998877,0,45009462,0,9945958,0,3914065,0,4961937,0,3732220,0,6082822,0,835574,0,15536887,0,332195,0,4307776,0,11524209,0,627292,0,84194693,0,83557359,0,7704,0,128335,0,501296,0,81817292,0,67358588,0,1848677,0,3773383,0,225162,0,158392,0,1319828,0,1338250,0,314095,0,22263,0,1107026,0,0,0,160593,0,269442,0,1015694,1,12392,0,2893505,0,2377401,0,2530239,0,3691561,0,1161322,0,2369698,0,3556274,0,1186577,0,152056,0,20512,0,90877,1,755,0,-26574,0,66487,0,4480,0,33146,0,28666,1,4005,1,4010,1,5,1,244,1,150,0,0
