NAICS,All,Corp,Non-Corp
[[1]],0.2062083114442026,0.23002177303107466,0.16790852340403084
[[11]],0.10457676509279605,0.10062168801281204,0.10644430105658542
[[111]],0.089709425599846987,0.089709425599846973,0.089709425599846959
[[1111]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[11111]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111110]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[11112]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111120]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[11113]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111130]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[11114]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111140]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[11115]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111150]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[11116]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111160]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[11119]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111191]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[111199]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[1112]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[11121]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[111211]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[111219]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[1113]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[11131]],0.089709425599847001,0.089709425599847001,0.089709425599846987
[[111310]],0.089709425599847001,0.089709425599847001,0.089709425599846987
[[11132]],0.089709425599847001,0.089709425599847001,0.089709425599846987
[[111320]],0.089709425599847001,0.089709425599847001,0.089709425599846987
[[11133]],0.089709425599847001,0.089709425599847001,0.089709425599846987
[[111331]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[111332]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[111333]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[111334]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[111335]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[111336]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[111339]],0.089709425599846945,0.089709425599846973,0.089709425599846973
[[1114]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[11141]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[111411]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[111419]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[11142]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[111421]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[111422]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[1119]],0.089709425599847001,0.089709425599846973,0.089709425599846959
[[11191]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[111910]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[11192]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[111920]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[11193]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[111930]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[11194]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[111940]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[11199]],0.089709425599846987,0.089709425599847001,0.089709425599847001
[[111991]],0.089709425599846987,0.089709425599846973,0.089709425599846945
[[111992]],0.089709425599846987,0.089709425599846973,0.089709425599846945
[[111998]],0.089709425599846987,0.089709425599846973,0.089709425599846945
[[112]],0.089709425599846973,0.089709425599846959,0.089709425599846987
[[1121]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11211]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[112111]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[112112]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[11212]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[112120]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[11213]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[112130]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[1122]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11221]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112210]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[1123]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11231]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[112310]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[11232]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[112320]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[11233]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[112330]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[11234]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[112340]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[11239]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[112390]],0.089709425599847001,0.089709425599846945,0.089709425599847015
[[1124]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11241]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112410]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11242]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112420]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[1125]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11251]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112511]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[112512]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[112519]],0.089709425599847001,0.089709425599846918,0.089709425599846945
[[1129]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11291]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112910]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11292]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112920]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11293]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112930]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[11299]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[112990]],0.089709425599846959,0.089709425599846945,0.089709425599846987
[[113]],0.23181354904999921,0.23181354904999918,0.23181354904999907
[[1131]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[11311]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[113110]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[1132]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[11321]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[113210]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[1133]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[11331]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[113310]],0.23181354904999926,0.23181354904999904,0.23181354904999901
[[114]],0.23181354904999915,0.23181354904999907,0.2318135490499991
[[1141]],0.23181354904999915,0.23181354904999907,0.2318135490499991
[[11411]],0.23181354904999915,0.23181354904999907,0.2318135490499991
[[114111]],0.23181354904999921,0.2318135490499991,0.2318135490499991
[[114112]],0.23181354904999921,0.2318135490499991,0.2318135490499991
[[114119]],0.23181354904999921,0.2318135490499991,0.2318135490499991
[[1142]],0.23181354904999915,0.23181354904999907,0.2318135490499991
[[11421]],0.23181354904999915,0.23181354904999907,0.2318135490499991
[[114210]],0.23181354904999915,0.23181354904999907,0.2318135490499991
[[115]],0.23181354904999915,0.23181354904999901,0.23181354904999904
[[1151]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[11511]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[115111]],0.23181354904999918,0.23181354904999912,0.23181354904999918
[[115112]],0.23181354904999918,0.23181354904999912,0.23181354904999918
[[115113]],0.23181354904999918,0.23181354904999912,0.23181354904999918
[[115114]],0.23181354904999918,0.23181354904999912,0.23181354904999918
[[115115]],0.23181354904999918,0.23181354904999912,0.23181354904999918
[[115116]],0.23181354904999918,0.23181354904999912,0.23181354904999918
[[1152]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[11521]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[115210]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[1153]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[11531]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[115310]],0.2318135490499991,0.23181354904999893,0.23181354904999918
[[21]],0.10093274970258671,0.10680925383635219,0.092243490726494695
[[211]],0.079671874833819864,0.079671874833819864,0.07967187483381985
[[2111]],0.079671874833819864,0.079671874833819864,0.07967187483381985
[[21111]],0.079671874833819864,0.079671874833819864,0.07967187483381985
[[211111]],0.079671874833819864,0.079671874833819864,0.07967187483381985
[[211112]],0.079671874833819864,0.079671874833819864,0.07967187483381985
[[212]],0.18046177799763652,0.18046177799763646,0.18046177799763649
[[2121]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[21211]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212111]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[212112]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[212113]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[2122]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[21221]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212210]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[21222]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212221]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212222]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[21223]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212231]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212234]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[21229]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212291]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[212299]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[2123]],0.18046177799763652,0.18046177799763652,0.18046177799763657
[[21231]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[212311]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[212312]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[212313]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[212319]],0.18046177799763655,0.18046177799763641,0.18046177799763649
[[21232]],0.18046177799763655,0.18046177799763641,0.18046177799763649
