Codes:,Capital_stock,accumulated_depreciation,additional_paid-in_capital,cost_of_treasury_stock,depreciable_assets,earnings_(rtnd_appr),earnings_(rtnd_unappr.),interest_paid,inventories,land
44815,432759.051755,3373247.09895,2606404.95046,2047880.78815,5571023.41019,1533.06361828,2686972.59979,156015.366669,2241106.5232,51989.7401707
448150,432759.051755,3373247.09895,2606404.95046,2047880.78815,5571023.41019,1533.06361828,2686972.59979,156015.366669,2241106.5232,51989.7401707
44819,432759.051755,3373247.09895,2606404.95046,2047880.78815,5571023.41019,1533.06361828,2686972.59979,156015.366669,2241106.5232,51989.7401707
448190,432759.051755,3373247.09895,2606404.95046,2047880.78815,5571023.41019,1533.06361828,2686972.59979,156015.366669,2241106.5232,51989.7401707
4482,2596554.31053,20239482.5937,15638429.7028,12287284.7289,33426140.4611,9198.38170968,16121835.5987,936092.200016,13446639.1392,311938.441024
44821,2596554.31053,20239482.5937,15638429.7028,12287284.7289,33426140.4611,9198.38170968,16121835.5987,936092.200016,13446639.1392,311938.441024
448210,2596554.31053,20239482.5937,15638429.7028,12287284.7289,33426140.4611,9198.38170968,16121835.5987,936092.200016,13446639.1392,311938.441024
4483,2596554.31053,20239482.5937,15638429.7028,12287284.7289,33426140.4611,9198.38170968,16121835.5987,936092.200016,13446639.1392,311938.441024
44831,1298277.15526,10119741.2968,7819214.85139,6143642.36446,16713070.2306,4599.19085484,8060917.79936,468046.100008,6723319.5696,155969.220512
448310,1298277.15526,10119741.2968,7819214.85139,6143642.36446,16713070.2306,4599.19085484,8060917.79936,468046.100008,6723319.5696,155969.220512
44832,1298277.15526,10119741.2968,7819214.85139,6143642.36446,16713070.2306,4599.19085484,8060917.79936,468046.100008,6723319.5696,155969.220512
448320,1298277.15526,10119741.2968,7819214.85139,6143642.36446,16713070.2306,4599.19085484,8060917.79936,468046.100008,6723319.5696,155969.220512
451,896104.083897,23661370.5131,14164174.3628,3886780.57005,39348068.2709,71773.3774722,1494640.30739,2969796.69311,25644471.0726,1312880.89898
4511,448052.041949,11830685.2566,7082087.18141,1943390.28502,19674034.1354,35886.6887361,747320.153693,1484898.34655,12822235.5363,656440.449491
45111,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
451110,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
45112,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
451120,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
45113,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
451130,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
45114,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
451140,112013.010487,2957671.31414,1770521.79535,485847.571256,4918508.53386,8971.67218403,186830.038423,371224.586638,3205558.88408,164110.112373
4512,448052.041949,11830685.2566,7082087.18141,1943390.28502,19674034.1354,35886.6887361,747320.153693,1484898.34655,12822235.5363,656440.449491
45121,448052.041949,11830685.2566,7082087.18141,1943390.28502,19674034.1354,35886.6887361,747320.153693,1484898.34655,12822235.5363,656440.449491
451211,224026.020974,5915342.62828,3541043.59071,971695.142512,9837017.06772,17943.3443681,373660.076846,742449.173277,6411117.76815,328220.224745
451212,224026.020974,5915342.62828,3541043.59071,971695.142512,9837017.06772,17943.3443681,373660.076846,742449.173277,6411117.76815,328220.224745
452,-3508224.13758,124282786.103,78739025.6097,36276776.8606,340928598.955,312589.643979,185964591.758,8275751.09186,86873804.9773,52014486.1912
4521,-1754112.06879,62141393.0515,39369512.8048,18138388.4303,170464299.477,156294.821989,92982295.8788,4137875.54593,43436902.4887,26007243.0956
45211,-1754112.06879,62141393.0515,39369512.8048,18138388.4303,170464299.477,156294.821989,92982295.8788,4137875.54593,43436902.4887,26007243.0956
452111,-877056.034395,31070696.5258,19684756.4024,9069194.21516,85232149.7386,78147.4109947,46491147.9394,2068937.77297,21718451.2443,13003621.5478
452112,-877056.034395,31070696.5258,19684756.4024,9069194.21516,85232149.7386,78147.4109947,46491147.9394,2068937.77297,21718451.2443,13003621.5478
4529,-1754112.06879,62141393.0515,39369512.8048,18138388.4303,170464299.477,156294.821989,92982295.8788,4137875.54593,43436902.4887,26007243.0956
45291,-877056.034395,31070696.5258,19684756.4024,9069194.21516,85232149.7386,78147.4109947,46491147.9394,2068937.77297,21718451.2443,13003621.5478
452910,-877056.034395,31070696.5258,19684756.4024,9069194.21516,85232149.7386,78147.4109947,46491147.9394,2068937.77297,21718451.2443,13003621.5478
45299,-877056.034395,31070696.5258,19684756.4024,9069194.21516,85232149.7386,78147.4109947,46491147.9394,2068937.77297,21718451.2443,13003621.5478
452990,-877056.034395,31070696.5258,19684756.4024,9069194.21516,85232149.7386,78147.4109947,46491147.9394,2068937.77297,21718451.2443,13003621.5478
453,3872453.77411,25350874.6655,28129037.8403,13771306.8473,37819919.7096,89556.4709975,9133715.19797,2005516.18887,20478715.5734,944628.840776
4531,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
45311,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
453110,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
4532,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
45321,484056.721763,3168859.33319,3516129.73004,1721413.35591,4727489.9637,11194.5588747,1141714.39975,250689.523609,2559839.44668,118078.605097
453210,484056.721763,3168859.33319,3516129.73004,1721413.35591,4727489.9637,11194.5588747,1141714.39975,250689.523609,2559839.44668,118078.605097
45322,484056.721763,3168859.33319,3516129.73004,1721413.35591,4727489.9637,11194.5588747,1141714.39975,250689.523609,2559839.44668,118078.605097
453220,484056.721763,3168859.33319,3516129.73004,1721413.35591,4727489.9637,11194.5588747,1141714.39975,250689.523609,2559839.44668,118078.605097
4533,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
45331,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
453310,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
4539,968113.443526,6337718.66639,7032259.46008,3442826.71182,9454979.92741,22389.1177494,2283428.79949,501379.047219,5119678.89335,236157.210194
45391,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
453910,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
45392,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
453920,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
45393,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
453930,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
45399,242028.360882,1584429.6666,1758064.86502,860706.677954,2363744.98185,5597.27943734,570857.199873,125344.761805,1279919.72334,59039.3025485
453991,121014.180441,792214.833298,879032.43251,430353.338977,1181872.49093,2798.63971867,285428.599936,62672.3809023,639959.861669,29519.6512742
453998,121014.180441,792214.833298,879032.43251,430353.338977,1181872.49093,2798.63971867,285428.599936,62672.3809023,639959.861669,29519.6512742
454,6698862.90047,24052170.0865,105446887.522,30381672.7982,41387571.9631,26245.138029,-170053.973187,3959065.22142,11845302.9515,-498531.692305
4541,2232954.30016,8017390.02883,35148962.5072,10127224.2661,13795857.321,8748.37934301,-56684.6577289,1319688.40714,3948434.31716,-166177.230768
45411,2232954.30016,8017390.02883,35148962.5072,10127224.2661,13795857.321,8748.37934301,-56684.6577289,1319688.40714,3948434.31716,-166177.230768
454111,744318.100053,2672463.34294,11716320.8357,3375741.42202,4598619.10701,2916.12644767,-18894.8859096,439896.135713,1316144.77239,-55392.4102561
454112,744318.100053,2672463.34294,11716320.8357,3375741.42202,4598619.10701,2916.12644767,-18894.8859096,439896.135713,1316144.77239,-55392.4102561
454113,744318.100053,2672463.34294,11716320.8357,3375741.42202,4598619.10701,2916.12644767,-18894.8859096,439896.135713,1316144.77239,-55392.4102561
4542,2232954.30016,8017390.02883,35148962.5072,10127224.2661,13795857.321,8748.37934301,-56684.6577289,1319688.40714,3948434.31716,-166177.230768
45421,2232954.30016,8017390.02883,35148962.5072,10127224.2661,13795857.321,8748.37934301,-56684.6577289,1319688.40714,3948434.31716,-166177.230768
454210,2232954.30016,8017390.02883,35148962.5072,10127224.2661,13795857.321,8748.37934301,-56684.6577289,1319688.40714,3948434.31716,-166177.230768
4543,2232954.30016,8017390.02883,35148962.5072,10127224.2661,13795857.321,8748.37934301,-56684.6577289,1319688.40714,3948434.31716,-166177.230768
45431,1116477.15008,4008695.01441,17574481.2536,5063612.13303,6897928.66051,4374.18967151,-28342.3288645,659844.20357,1974217.15858,-83088.6153841
454310,1116477.15008,4008695.01441,17574481.2536,5063612.13303,6897928.66051,4374.18967151,-28342.3288645,659844.20357,1974217.15858,-83088.6153841
45439,1116477.15008,4008695.01441,17574481.2536,5063612.13303,6897928.66051,4374.18967151,-28342.3288645,659844.20357,1974217.15858,-83088.6153841
454390,1116477.15008,4008695.01441,17574481.2536,5063612.13303,6897928.66051,4374.18967151,-28342.3288645,659844.20357,1974217.15858,-83088.6153841
48.49,54271483.0852,402782356.396,274595307.279,29437291.0916,1031150203.74,373913.728287,-6163099.21978,26513699.9139,13781283.3378,17157453.1946
481,33761376.3401,139639741.612,155661122.935,15606913.8229,564890066.2,85216.3938834,-44664912.723,12722363.521,6454303.17079,6493532.39426
4811,16880688.1701,69819870.8058,77830561.4674,7803456.91143,282445033.1,42608.1969417,-22332456.3615,6361181.76049,3227151.58539,3246766.19713
48111,16880688.1701,69819870.8058,77830561.4674,7803456.91143,282445033.1,42608.1969417,-22332456.3615,6361181.76049,3227151.58539,3246766.19713
481111,8440344.08503,34909935.4029,38915280.7337,3901728.45571,141222516.55,21304.0984708,-11166228.1807,3180590.88024,1613575.7927,1623383.09857
481112,8440344.08503,34909935.4029,38915280.7337,3901728.45571,141222516.55,21304.0984708,-11166228.1807,3180590.88024,1613575.7927,1623383.09857
4812,16880688.1701,69819870.8058,77830561.4674,7803456.91143,282445033.1,42608.1969417,-22332456.3615,6361181.76049,3227151.58539,3246766.19713
48121,16880688.1701,69819870.8058,77830561.4674,7803456.91143,282445033.1,42608.1969417,-22332456.3615,6361181.76049,3227151.58539,3246766.19713
481211,5626896.05669,23273290.2686,25943520.4891,2601152.30381,94148344.3666,14202.7323139,-7444152.1205,2120393.92016,1075717.19513,1082255.39904
481212,5626896.05669,23273290.2686,25943520.4891,2601152.30381,94148344.3666,14202.7323139,-7444152.1205,2120393.92016,1075717.19513,1082255.39904
481219,5626896.05669,23273290.2686,25943520.4891,2601152.30381,94148344.3666,14202.7323139,-7444152.1205,2120393.92016,1075717.19513,1082255.39904
484,3952427.14266,109257092.785,17222332.9168,7934538.04369,167239534.01,40104.1853678,34116724.7038,4485917.65793,1602661.32174,5000512.90351
4841,1976213.57133,54628546.3923,8611166.45841,3967269.02185,83619767.0051,20052.0926839,17058362.3519,2242958.82896,801330.660869,2500256.45175
48411,988106.785666,27314273.1962,4305583.22921,1983634.51092,41809883.5025,10026.0463419,8529181.17596,1121479.41448,400665.330434,1250128.22588
484110,988106.785666,27314273.1962,4305583.22921,1983634.51092,41809883.5025,10026.0463419,8529181.17596,1121479.41448,400665.330434,1250128.22588
48412,988106.785666,27314273.1962,4305583.22921,1983634.51092,41809883.5025,10026.0463419,8529181.17596,1121479.41448,400665.330434,1250128.22588
484121,494053.392833,13657136.5981,2152791.6146,991817.255461,20904941.7513,5013.02317097,4264590.58798,560739.707241,200332.665217,625064.112939
484122,494053.392833,13657136.5981,2152791.6146,991817.255461,20904941.7513,5013.02317097,4264590.58798,560739.707241,200332.665217,625064.112939
4842,1976213.57133,54628546.3923,8611166.45841,3967269.02185,83619767.0051,20052.0926839,17058362.3519,2242958.82896,801330.660869,2500256.45175
48421,658737.857111,18209515.4641,2870388.81947,1322423.00728,27873255.6684,6684.03089463,5686120.78397,747652.942988,267110.22029,833418.817252
484210,658737.857111,18209515.4641,2870388.81947,1322423.00728,27873255.6684,6684.03089463,5686120.78397,747652.942988,267110.22029,833418.817252
48422,658737.857111,18209515.4641,2870388.81947,1322423.00728,27873255.6684,6684.03089463,5686120.78397,747652.942988,267110.22029,833418.817252
484220,658737.857111,18209515.4641,2870388.81947,1322423.00728,27873255.6684,6684.03089463,5686120.78397,747652.942988,267110.22029,833418.817252
48423,658737.857111,18209515.4641,2870388.81947,1322423.00728,27873255.6684,6684.03089463,5686120.78397,747652.942988,267110.22029,833418.817252
484230,658737.857111,18209515.4641,2870388.81947,1322423.00728,27873255.6684,6684.03089463,5686120.78397,747652.942988,267110.22029,833418.817252
485,832937.544315,12775951.4888,8665646.91519,457979.364143,23259953.9814,1039.00480244,-1384394.03917,1256867.56014,138495.049819,551204.452971
4851,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
48511,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
485111,34705.7310131,532331.312032,361068.621466,19082.473506,969164.749223,43.2918667684,-57683.0849654,52369.4816724,5770.62707581,22966.8522071
485112,34705.7310131,532331.312032,361068.621466,19082.473506,969164.749223,43.2918667684,-57683.0849654,52369.4816724,5770.62707581,22966.8522071
485113,34705.7310131,532331.312032,361068.621466,19082.473506,969164.749223,43.2918667684,-57683.0849654,52369.4816724,5770.62707581,22966.8522071
485119,34705.7310131,532331.312032,361068.621466,19082.473506,969164.749223,43.2918667684,-57683.0849654,52369.4816724,5770.62707581,22966.8522071
4852,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
48521,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
485210,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
4853,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
48531,69411.4620263,1064662.62406,722137.242933,38164.9470119,1938329.49845,86.5837335368,-115366.169931,104738.963345,11541.2541516,45933.7044143
485310,69411.4620263,1064662.62406,722137.242933,38164.9470119,1938329.49845,86.5837335368,-115366.169931,104738.963345,11541.2541516,45933.7044143
48532,69411.4620263,1064662.62406,722137.242933,38164.9470119,1938329.49845,86.5837335368,-115366.169931,104738.963345,11541.2541516,45933.7044143
485320,69411.4620263,1064662.62406,722137.242933,38164.9470119,1938329.49845,86.5837335368,-115366.169931,104738.963345,11541.2541516,45933.7044143
4854,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
48541,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
485410,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
4855,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
48551,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
485510,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
4859,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
48599,138822.924053,2129325.24813,1444274.48587,76329.8940239,3876658.99689,173.167467074,-230732.339862,209477.92669,23082.5083032,91867.4088285
485991,69411.4620263,1064662.62406,722137.242933,38164.9470119,1938329.49845,86.5837335368,-115366.169931,104738.963345,11541.2541516,45933.7044143
485999,69411.4620263,1064662.62406,722137.242933,38164.9470119,1938329.49845,86.5837335368,-115366.169931,104738.963345,11541.2541516,45933.7044143
486,6299053.39619,41919098.1993,20597330.74,1313514.6076,87431894.613,440.002033758,-11021545.9677,3059756.00528,327269.628052,-55798.664761
4861,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
48611,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
486110,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
4862,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
48621,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
486210,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
4869,2099684.4654,13973032.7331,6865776.91334,437838.202534,29143964.871,146.667344586,-3673848.6559,1019918.66843,109089.876017,-18599.5549203
48691,1049842.2327,6986516.36655,3432888.45667,218919.101267,14571982.4355,73.3336722929,-1836924.32795,509959.334213,54544.9380087,-9299.77746017
486910,1049842.2327,6986516.36655,3432888.45667,218919.101267,14571982.4355,73.3336722929,-1836924.32795,509959.334213,54544.9380087,-9299.77746017
48699,1049842.2327,6986516.36655,3432888.45667,218919.101267,14571982.4355,73.3336722929,-1836924.32795,509959.334213,54544.9380087,-9299.77746017
486990,1049842.2327,6986516.36655,3432888.45667,218919.101267,14571982.4355,73.3336722929,-1836924.32795,509959.334213,54544.9380087,-9299.77746017
487,8069814.94152,86188163.6691,52045116.4017,3965702.59257,160213398.692,158013.730364,16115612.1673,3858344.80419,3473581.50149,3212465.09952
4871,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
48711,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
487110,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
4872,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
48721,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
487210,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
4879,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
48799,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
487990,2689938.31384,28729387.8897,17348372.1339,1321900.86419,53404466.2305,52671.2434546,5371870.72243,1286114.93473,1157860.5005,1070821.69984
493,1355873.72038,13002308.6427,20403757.3707,158642.660699,28115356.2417,89100.4118359,675416.638964,1130450.36544,1784972.66587,1955537.00907
4931,1355873.72038,13002308.6427,20403757.3707,158642.660699,28115356.2417,89100.4118359,675416.638964,1130450.36544,1784972.66587,1955537.00907
49311,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
493110,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
49312,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
493120,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
49313,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
493130,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
49319,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
493190,338968.430095,3250577.16067,5100939.34267,39660.6651747,7028839.06042,22275.102959,168854.159741,282612.591361,446243.166469,488884.252269
51,245788178.125,1035130540.57,2259795699.43,559482646.29,1762761370.93,2402036.10258,-244113046.278,105208034.399,45421825.3948,27495545.6935
511,76502824.142,92926423.7844,532192039.045,331644573.694,145024590.35,142353.598717,32789932.2955,17107940.4064,12006602.4048,6336343.62671
5111,5678276.57888,50360653.9013,84868549.6057,29474576.5205,74203649.622,24968.6543919,-2311195.10482,10200304.5034,8240651.32259,3846082.80097
51111,2458155.10134,29278418.8027,12579825.5937,12786172.2538,43835127.3,0.0,3434980.50428,3598344.52894,891176.505173,3002127.41003
511110,2458155.10134,29278418.8027,12579825.5937,12786172.2538,43835127.3,0.0,3434980.50428,3598344.52894,891176.505173,3002127.41003
51112,949634.608592,12191019.7158,41967969.485,1824004.84925,17755412.444,20460.1714421,-8130681.96517,3060084.88363,1119644.03771,593792.177184
511120,949634.608592,12191019.7158,41967969.485,1824004.84925,17755412.444,20460.1714421,-8130681.96517,3060084.88363,1119644.03771,593792.177184
51113,2270486.86895,8891215.38267,30320754.527,14864399.4175,12613109.878,4508.48294982,2384506.35607,3541875.09087,6229830.77971,250163.213758
511130,2270486.86895,8891215.38267,30320754.527,14864399.4175,12613109.878,4508.48294982,2384506.35607,3541875.09087,6229830.77971,250163.213758
5112,70824547.5631,42565769.8831,447323489.439,302169997.173,70820940.7278,117384.944325,35101127.4003,6907635.90294,3765951.08218,2490260.82574
51121,70824547.5631,42565769.8831,447323489.439,302169997.173,70820940.7278,117384.944325,35101127.4003,6907635.90294,3765951.08218,2490260.82574
511210,70824547.5631,42565769.8831,447323489.439,302169997.173,70820940.7278,117384.944325,35101127.4003,6907635.90294,3765951.08218,2490260.82574
512,10992392.8916,41259149.9107,383795455.615,87125879.7821,70414875.1041,0.0,-105354467.841,9208750.23704,22418221.2072,3589931.27994
5121,5496196.44582,20629574.9553,191897727.807,43562939.891,35207437.552,0.0,-52677233.9207,4604375.11852,11209110.6036,1794965.63997
51211,1374049.11145,5157393.73884,47974431.9518,10890734.9728,8801859.38801,0.0,-13169308.4802,1151093.77963,2802277.6509,448741.409993
512110,1374049.11145,5157393.73884,47974431.9518,10890734.9728,8801859.38801,0.0,-13169308.4802,1151093.77963,2802277.6509,448741.409993
51212,1374049.11145,5157393.73884,47974431.9518,10890734.9728,8801859.38801,0.0,-13169308.4802,1151093.77963,2802277.6509,448741.409993
512120,1374049.11145,5157393.73884,47974431.9518,10890734.9728,8801859.38801,0.0,-13169308.4802,1151093.77963,2802277.6509,448741.409993
51213,1374049.11145,5157393.73884,47974431.9518,10890734.9728,8801859.38801,0.0,-13169308.4802,1151093.77963,2802277.6509,448741.409993
512131,687024.555727,2578696.86942,23987215.9759,5445367.48638,4400929.694,0.0,-6584654.24008,575546.889815,1401138.82545,224370.704996
512132,687024.555727,2578696.86942,23987215.9759,5445367.48638,4400929.694,0.0,-6584654.24008,575546.889815,1401138.82545,224370.704996
51219,1374049.11145,5157393.73884,47974431.9518,10890734.9728,8801859.38801,0.0,-13169308.4802,1151093.77963,2802277.6509,448741.409993
512191,687024.555727,2578696.86942,23987215.9759,5445367.48638,4400929.694,0.0,-6584654.24008,575546.889815,1401138.82545,224370.704996
512199,687024.555727,2578696.86942,23987215.9759,5445367.48638,4400929.694,0.0,-6584654.24008,575546.889815,1401138.82545,224370.704996
5122,5496196.44582,20629574.9553,191897727.807,43562939.891,35207437.552,0.0,-52677233.9207,4604375.11852,11209110.6036,1794965.63997
51221,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
512210,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
51222,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
512220,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
51223,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
512230,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
51224,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
512240,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
51229,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
512290,1099239.28916,4125914.99107,38379545.5615,8712587.97821,7041487.51041,0.0,-10535446.7841,920875.023704,2241822.12072,358993.127994
515,20221186.4147,78922410.3611,231886295.672,16423301.2501,135444531.698,90567.380912,-79823574.7054,14629453.6236,1922319.07675,4444566.35807
5151,10110593.2073,39461205.1805,115943147.836,8211650.62504,67722265.8492,45283.690456,-39911787.3527,7314726.81181,961159.538374,2222283.17903
51511,5055296.60367,19730602.5903,57971573.918,4105825.31252,33861132.9246,22641.845228,-19955893.6764,3657363.40591,480579.769187,1111141.58952
515111,2527648.30183,9865301.29513,28985786.959,2052912.65626,16930566.4623,11320.922614,-9977946.83818,1828681.70295,240289.884593,555570.794758
515112,2527648.30183,9865301.29513,28985786.959,2052912.65626,16930566.4623,11320.922614,-9977946.83818,1828681.70295,240289.884593,555570.794758
51512,5055296.60367,19730602.5903,57971573.918,4105825.31252,33861132.9246,22641.845228,-19955893.6764,3657363.40591,480579.769187,1111141.58952
515120,5055296.60367,19730602.5903,57971573.918,4105825.31252,33861132.9246,22641.845228,-19955893.6764,3657363.40591,480579.769187,1111141.58952
5152,10110593.2073,39461205.1805,115943147.836,8211650.62504,67722265.8492,45283.690456,-39911787.3527,7314726.81181,961159.538374,2222283.17903
