HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PTERNHLY,PWCMPWGT
431884037001202,91001,1,201405,38,13.50,3669.2708
031800027906997,91001,1,201405,35,23.75,3531.8926
080931093017409,91001,1,201405,29,19.25,4415.2697
210931090113229,93001,1,201405,25,11.00,2774.4529
903889170499109,91001,1,201405,52,8.25,4030.1728
030910091723019,93001,1,201405,75,8.50,2077.6149
901019030139207,93002,1,201405,34,11.00,2192.3928
199500252510972,91001,4,201405,24,10.00,3090.1531
678261499100824,91002,1,201405,34,10.00,2099.6544
678261499100824,91002,2,201405,35,7.50,2737.7771
189690218440672,91001,1,201405,26,27.00,2459.9575
189690218440672,91001,2,201405,19,9.00,2439.3273
720100046449915,91001,1,201405,38,12.50,2135.7196
068712710694996,91001,1,201405,45,21.21,2277.5048
068712710694996,91001,3,201405,19,7.07,2116.9203
812941067909766,91001,1,201405,20,8.00,3061.7810
061342710697296,91001,2,201405,58,10.00,2130.3330
921769670316204,91001,1,201405,69,10.00,2074.5339
722176097908596,91001,1,201405,52,10.35,4203.6195
722176097908596,91001,3,201405,24,10.00,4117.4871
133206080200145,93001,1,201405,30,12.00,2816.0466
935082961239750,93001,1,201405,26,11.83,3900.8404
901052965239630,93001,1,201405,49,11.75,3191.4854
932199270529202,91001,1,201405,39,25.00,3680.4305
932199270529202,91001,2,201405,38,20.00,2845.7483
620920068123019,93001,1,201405,28,15.00,3923.9455
620920068123019,93001,2,201405,24,12.00,4219.4209
299640579720632,93001,2,201405,65,15.00,3690.2921
977072955239880,93001,2,201405,20,8.05,4566.1158
977072955239880,93001,3,201405,18,7.07,2880.2062
962033900279060,91001,2,201405,69,10.00,530.1000
630930092027069,91001,1,201405,61,9.00,562.5453
500746094427459,91001,4,201405,39,12.50,1802.4195
298957001060468,91001,1,201405,55,28.04,1470.4029
298957001060468,91001,2,201405,58,20.00,1839.5368
942173063906393,93001,2,201405,39,7.50,2087.0367
942173063906393,93001,3,201405,25,16.49,1526.4515
954419330209201,93001,1,201405,67,22.50,1491.6434
984054715279290,91001,1,201405,72,12.99,1545.0546
984054715279290,91001,2,201405,73,10.50,1329.0692
034295759500874,93001,1,201405,34,10.00,3501.4222
915459730749207,93001,1,201405,55,11.00,2879.2000
736206390500126,93001,1,201405,49,13.00,3850.4808
736206390500126,93001,5,201405,33,9.00,3138.8683
023562750976194,91001,2,201405,70,10.01,2992.1800
000956091127039,91001,1,201405,85,20.00,2807.9502
777290779500323,91001,3,201405,52,12.00,2606.3290
715239930849209,93001,1,201405,47,27.50,2829.5826
599930175050972,91001,1,201405,55,15.00,3304.8835
599930175050972,91001,2,201405,21,10.00,4167.1499
700953099127559,91001,1,201405,27,18.00,3625.4281
298997403028578,91001,1,201405,47,22.00,2829.5826
298997403028578,91001,2,201405,52,18.15,3177.2416
320500077619113,93001,1,201405,48,31.00,2829.5826
320500077619113,93001,4,201405,20,21.00,3949.8876
320500077619113,93001,5,201405,29,10.00,3436.4095
928899670199205,91002,2,201405,31,7.75,2705.2317
992058959239080,93001,1,201405,60,2.13,2091.8882
918269370519209,91001,1,201405,57,10.00,2136.0333
938939530246209,93001,1,201405,44,20.00,2042.2886
938939530246209,93001,2,201405,46,34.00,1794.1183
899920235210672,91001,1,201405,31,18.00,2836.0303
928078904239030,93001,1,201405,41,10.31,2042.2886
336394759300821,93001,1,201405,33,21.00,521.3449
336394759300821,93001,2,201405,31,15.00,508.2081
050783730973490,91002,2,201405,33,20.00,521.3449
050783730973490,91002,3,201405,24,15.00,677.6506
707902163893923,91001,1,201405,47,8.25,494.7764
395957602009478,91001,2,201405,39,50.00,3804.2886
243570067908995,91001,1,201405,47,23.80,3597.1777
243570067908995,91001,2,201405,47,22.00,3140.7414
503908463692814,93001,1,201405,41,24.06,2998.4274
972024927379160,91001,1,201405,85,17.24,3000.7472
407005163104864,91001,2,201405,54,19.50,3776.8598
530944099833819,93001,1,201405,24,15.00,6191.1487
343555087908294,91001,1,201405,52,12.50,3776.8598
398987406070408,91001,4,201405,23,9.50,3562.1146
935034944379350,91001,1,201405,61,20.00,3507.5744
974939630719306,93001,1,201405,49,18.50,3597.1777
973014996339670,93001,1,201405,74,22.50,2838.6473
944044955339180,93001,1,201405,56,27.50,4553.1918
944044955339180,93001,4,201405,24,9.00,3562.1146
944044955339180,93001,5,201405,39,10.00,3994.0124
003173360970091,93001,2,201405,25,8.00,4845.7780
763215017906493,91001,1,201405,60,8.00,4059.5033
707906563692776,91001,1,201405,48,19.00,3363.0533
699330583490973,91001,2,201405,33,4.94,3308.1776
629760647270933,93001,4,201405,29,12.00,4962.3859
330609931527252,93001,3,201405,57,28.00,3338.7876
507908283092006,91001,1,201405,66,35.00,2818.1790
507908283092006,91001,2,201405,42,20.00,3075.3473
507908283092006,91001,5,201405,43,16.65,2555.5168
507908283092006,91001,6,201405,17,10.00,2711.7543
507908283092006,91001,7,201405,32,14.00,3118.4615
480962097337519,91002,2,201405,34,10.00,4618.0056
180767094337179,91001,2,201405,33,5.00,3123.3553
977046706379430,91001,2,201405,31,19.00,5196.9170
663398063908997,93001,1,201405,42,12.00,2804.7063
663398063908997,93001,2,201405,46,15.00,2826.4904
394957400094618,91002,1,201405,31,26.20,3210.0232
394957400094618,91002,2,201405,32,46.00,3009.8586
996749730499301,93001,1,201405,21,11.00,3761.1290
996749730499301,93001,2,201405,18,21.10,3170.3669
996749730499301,93001,4,201405,50,13.65,3554.2958
393903305033640,93001,1,201405,58,20.25,3524.1156
393903305033640,93001,2,201405,50,13.65,3152.3889
303901213394716,93001,2,201405,37,16.77,2751.5358
303901213394716,93001,3,201405,34,15.00,3118.4615
510462097833949,93001,1,201405,59,15.06,4026.5131
912006755379350,91001,1,201405,29,27.00,3273.6713
912006755379350,91001,2,201405,31,12.50,2585.9926
047033760924794,91001,2,201405,68,8.73,2706.7598
047033760924794,91001,3,201405,34,15.00,3641.0563
976989370399302,91001,1,201405,52,17.00,3736.1347
799580727140633,93001,1,201405,54,11.00,4151.0493
659007962339450,93001,1,201405,43,8.00,3145.1522
807903363892917,91001,1,201405,64,16.00,3597.4450
398977500096778,91001,1,201405,43,14.00,3264.2767
073779057908698,91001,2,201405,36,12.35,3578.3848
799650429740973,91001,1,201405,33,16.00,3680.6567
799650429740973,91001,2,201405,36,16.00,3264.5640
907439370359303,91001,1,201405,40,10.00,3208.9121
050973093337439,91001,1,201405,33,7.25,3455.4354
473063043906697,93001,1,201405,47,21.08,3615.2408
473063043906697,93001,2,201405,62,9.50,3477.4080
967459930829302,93001,1,201405,67,10.75,3390.4771
967459930829302,93001,2,201405,62,21.91,3200.6274
730709938052586,91002,1,201405,38,15.74,3840.2898
730709938052586,91002,2,201405,39,13.00,3651.3097
001483370994691,93001,1,201405,42,10.25,4366.2855
001483370994691,93001,2,201405,41,14.10,3601.6954
500970095433479,93001,2,201405,51,9.00,3561.1054
500970095433479,93001,3,201405,24,7.25,4760.9409
690972091737689,91001,1,201405,53,15.00,3973.3626
369973705147799,93001,3,201405,18,8.50,3385.5268
071983370024603,93001,2,201405,31,46.00,3455.4354
098863370977699,93001,1,201405,57,17.10,3456.5255
730709999768688,91001,1,201405,49,10.00,3657.5249
399903705061925,93001,1,201405,32,12.00,2764.3692
005993790975892,91002,1,201405,28,75.00,5216.5583
005993790975892,91002,2,201405,24,12.00,6795.6089
069353390970895,93001,3,201405,37,16.00,2936.5759
935099705339680,93001,1,201405,20,7.95,3711.9358
979560583900933,93001,2,201405,43,12.30,3287.4786
999670582040973,91001,1,201405,57,15.99,3044.7870
730900053327116,91001,1,201405,42,36.00,2397.7574
207902773899979,91001,1,201405,21,10.00,5027.8885
636308170900143,93001,1,201405,56,15.99,2725.3420
432392949900841,93001,3,201405,37,15.00,2675.0025
593622067908494,91001,2,201405,59,13.88,2732.4840
999290123220973,91001,1,201405,61,12.00,2868.0149
999290123220973,91001,2,201405,61,17.45,2997.3143
330900015199114,93001,1,201405,30,12.57,2764.3692
740990092433679,93001,1,201405,22,12.00,3853.8767
979629030749304,93001,1,201405,50,12.50,3389.0532
979629030749304,93001,2,201405,31,10.00,3289.1808
935079938379430,91001,1,201405,35,7.25,2675.0025
999540833730973,91001,1,201405,43,20.00,2486.0264
999540833730973,91001,2,201405,37,14.00,2628.4839
829999330646305,93001,2,201405,64,14.25,3028.8324
669049895339320,93001,1,201405,67,9.25,2903.8290
070993063333159,93001,1,201405,28,20.00,2984.3477
299790735590974,91001,2,201405,51,19.00,3480.5948
290926099543819,93001,1,201405,25,8.00,3187.0552
290926099543819,93001,2,201405,24,15.00,3663.2741
207905934690242,91001,1,201405,34,10.00,3581.5515
207905934690242,91001,2,201405,37,13.00,3384.0608
279580195860974,91002,2,201405,26,17.00,3971.7068
962079570699406,91002,1,201405,22,15.00,3663.2741
962079570699406,91002,2,201405,22,10.00,3663.2741
630929097247669,91001,1,201405,40,15.30,2564.2383
740209905340887,91001,1,201405,57,10.50,3384.8381
497907707027238,91001,1,201405,70,15.00,2799.5696
880927091647669,91001,2,201405,39,12.00,3314.3403
220770257660074,91001,2,201405,64,16.00,3026.8853
279320843930934,93001,1,201405,69,8.00,2790.1479
178495179200624,91001,3,201405,24,12.80,3287.9223
740209932349883,91001,1,201405,27,21.40,2860.4985
740209932349883,91001,2,201405,27,17.50,2860.4985
299920902630974,91001,1,201405,56,7.25,3373.8455
299920902630974,91001,2,201405,25,8.02,3850.8228
995082932439800,93001,2,201405,27,16.35,3644.5994
090921096043359,93001,1,201405,78,14.96,3020.5568
019504320993096,93001,1,201405,21,10.00,3362.8392
299790203580974,91001,1,201405,39,17.00,2806.1813
299790203580974,91001,2,201405,32,20.00,3280.9611
094794320993091,93001,1,201405,66,20.00,2955.0494
560227092443899,93001,1,201405,40,19.70,3549.8300
340209953544484,93001,2,201405,43,12.00,3172.6361
524889077908590,91001,1,201405,44,35.00,2746.8847
524889077908590,91001,2,201405,45,21.63,3280.7085
300926091443849,93001,1,201405,56,9.15,3102.5027
300926091443849,93001,2,201405,48,11.45,3211.0938
922062994439580,93001,3,201405,38,12.00,3063.2740
050925093743779,93001,2,201405,49,15.00,3451.1186
050925093743779,93001,3,201405,22,15.00,3663.2741
050925093743779,93001,4,201405,20,15.00,3663.2741
299560466770974,91001,3,201405,19,3.50,3301.9147
907902394892742,91001,2,201405,61,10.00,3101.8110
953055947479060,91001,2,201405,25,14.45,3920.7547
964047957479030,91002,1,201405,43,12.00,2565.8720
799400736450974,91001,1,201405,41,19.00,2565.8720
799400736450974,91001,3,201405,19,7.50,2871.7427
340709922896154,93001,1,201405,36,12.00,2943.6540
340709922896154,93001,2,201405,18,7.90,2967.3012
497983503066796,93001,3,201405,17,7.40,2967.3012
374896053906697,93001,1,201405,60,15.00,3673.7355
981097767439260,93001,2,201405,58,8.00,5633.6571
981097767439260,93001,3,201405,26,8.25,4344.3980
274499629700618,91001,1,201405,30,7.25,3950.2540
989087916439450,93001,1,201405,23,10.00,4346.7719
270903061553149,93001,1,201405,60,36.00,350.1295
270903061553149,93001,2,201405,61,13.25,310.2765
603909015695220,93001,1,201405,21,10.00,475.6594
350009986516484,93001,1,201405,32,18.50,354.0155
750009988015669,91001,2,201405,59,16.00,313.1873
962010795579200,91001,1,201405,47,28.00,334.0553
080906097057209,91001,2,201405,43,20.00,374.5223
900339970969501,91001,1,201405,60,15.00,310.2765
099190562310635,93001,1,201405,44,17.00,335.4124
630909061553129,93001,1,201405,48,17.85,337.0734
170919095853949,93001,3,201405,24,12.00,3575.8410
911959930479508,93001,2,201405,54,16.00,2850.6155
945071998539910,93001,1,201405,61,5.00,2647.3701
503900635693251,93001,1,201405,25,9.50,3328.6473
981429270769502,91001,2,201405,67,9.25,2833.3575
972061942579280,91001,1,201405,57,9.00,2810.5426
560918094653359,93001,1,201405,20,7.35,3575.8410
560918094653359,93001,3,201405,35,8.00,2818.1527
086565310993594,93001,2,201405,21,10.00,4021.4641
911259870646500,91001,1,201405,62,12.00,2719.6802
199070183400975,91001,2,201405,39,14.88,2646.0570
480914061453499,93001,2,201405,39,11.00,3598.9572
931769230809504,93001,1,201405,52,19.00,3248.7141
199890953790975,91001,1,201405,27,9.75,3328.5664
199890953790975,91001,2,201405,26,11.25,3764.8014
508087204012121,91001,1,201405,47,35.00,3167.0490
508087204012121,91001,3,201405,18,10.00,3908.3010
904019670309501,91001,1,201405,52,47.00,1464.5671
990940094353899,93001,1,201405,28,37.00,1596.2383
990940094353899,93001,2,201405,24,10.65,1676.8821
912084995579770,91001,1,201405,26,12.00,1444.5508
499270571890975,91001,1,201405,61,13.28,1288.3968
565963509035478,93001,1,201405,32,14.00,1561.9363
145471043908291,93001,3,201405,22,9.87,1672.6241
499550365970675,91001,1,201405,49,10.25,1289.8478
600948061453539,93001,1,201405,32,11.00,1254.3943
600948061453539,93001,2,201405,30,18.00,1561.9363
499640600030635,93001,2,201405,26,8.00,1448.2282
069635740698999,91002,1,201405,27,13.50,1391.0414
489150501700635,93001,1,201405,27,10.00,1657.6411
489150501700635,93001,2,201405,26,12.25,1657.6411
340943097853049,93001,2,201405,56,5.75,1496.7416
078993702003955,93001,2,201405,30,14.00,1241.1112
949790735590770,91001,1,201405,39,23.00,1188.9229
270993071507149,91001,1,201405,59,20.00,1158.4041
270993071507149,91001,2,201405,55,21.00,989.3202
754039766079210,91001,1,201405,52,27.50,1196.0202
790429037908775,91001,1,201405,63,52.50,1082.8654
044500790793492,91002,2,201405,66,37.50,1096.1143
763069905039390,93001,2,201405,26,13.50,1485.1026
729039946039940,93001,2,201405,27,12.00,1379.2095
480992072307759,91001,1,201405,61,13.40,1046.7331
550990075203129,93001,1,201405,55,16.26,989.3202
710459730747107,93001,1,201405,49,7.50,427.6837
099180597600731,93001,2,201405,47,11.00,347.1333
057471700774590,91001,1,201405,29,16.00,496.5040
740070747179550,91001,1,201405,54,30.00,348.4601
740070747179550,91001,2,201405,19,7.25,426.4325
740070747179550,91001,3,201405,18,7.25,426.4325
310007975257107,93001,1,201405,44,11.44,429.1396
401613047905470,91001,2,201405,45,15.00,347.1333
174763207041108,93001,2,201405,21,15.00,394.8410
082301310795977,93001,1,201405,61,9.25,345.1329
211950073901378,93001,2,201405,28,25.00,295.8992
211950073901378,93001,4,201405,26,8.75,487.4194
720714075517527,91001,1,201405,36,17.00,312.8713
720714075517527,91001,2,201405,31,16.00,655.6368
507605172945611,91001,1,201405,35,19.60,2116.1106
507605172945611,91001,2,201405,35,8.40,2342.7071
910911076127499,91001,1,201405,35,28.00,2364.4158
910911076127499,91001,2,201405,30,11.00,2317.4786
632482087906571,91001,1,201405,33,7.40,493.6306
632482087906571,91001,3,201405,30,8.25,393.8460
271967202077328,91001,1,201405,59,16.00,594.3086
704063707279880,91001,1,201405,31,17.00,752.2493
074772740794195,91001,3,201405,61,10.00,1389.1448
775044947279710,91001,1,201405,31,10.00,1845.0836
775044947279710,91001,2,201405,22,9.00,2127.8465
775044947279710,91001,3,201405,24,8.00,2127.8465
043202340795992,93001,1,201405,45,22.00,1879.4005
043202340795992,93001,2,201405,22,14.00,2541.9819
729034946279940,91001,3,201405,37,15.00,1802.4195
479430843510732,93001,1,201405,37,18.00,1802.4195
484049830067207,93001,1,201405,48,10.50,2168.6226
542388083908877,93001,1,201405,47,15.00,2168.6226
803708352898874,93001,1,201405,57,25.00,1457.9285
803708352898874,93001,2,201405,59,30.90,1861.2822
803708352898874,93001,3,201405,33,20.00,1441.5226
840248074527809,91001,1,201405,34,17.00,1818.9991
042342740795892,91001,1,201405,55,41.00,1457.9285
042342740795892,91001,3,201405,23,15.00,1772.6666
707109262104374,91001,2,201405,48,20.00,1420.4169
399570717440733,93001,1,201405,59,14.30,512.1881
135372689300549,93001,2,201405,61,15.00,475.9038
135372689300549,93001,3,201405,26,12.00,531.4414
135372689300549,93001,4,201405,23,7.25,677.6506
503707483893223,93001,1,201405,46,15.00,489.9703
503707483893223,93001,4,201405,20,8.00,671.0809
480932072337759,91002,1,201405,23,18.00,604.9287
480932072337759,91002,2,201405,23,10.25,671.0809
943729270587303,91001,2,201405,62,11.00,471.2899
374917901036346,91001,2,201405,30,22.00,525.3329
379690256620773,91001,2,201405,31,11.95,512.0956
470983304039413,93001,1,201405,26,25.00,555.8164
794049170757405,91001,1,201405,58,19.18,472.7797
794049170757405,91001,2,201405,57,38.71,493.3985
985569670197405,91001,2,201405,59,16.00,2774.9877
086594350795297,93001,2,201405,30,13.98,4705.4536
507604505944460,91001,1,201405,65,12.00,310.6925
507604505944460,91001,2,201405,50,12.50,354.5287
103601145948750,93001,1,201405,64,20.00,320.9870
144070199570670,91001,1,201405,71,10.00,333.2966
099270714200735,93001,1,201405,59,18.00,348.9353
099270714200735,93001,3,201405,25,10.00,427.1511
870911071557779,91001,6,201405,61,12.00,2666.7966
020916071657819,91001,1,201405,57,21.80,3098.5183
776091935579430,91001,3,201405,25,12.00,3803.4033
530914068503529,93001,3,201405,28,10.00,4720.3679
637091951039470,93001,2,201405,47,14.50,2604.9959
610584023908997,93001,2,201405,61,35.00,2540.1072
199680330340670,91001,1,201405,41,17.50,3616.3011
199680330340670,91001,2,201405,34,20.50,3922.9591
900426099207099,91001,1,201405,41,18.00,393.0538
907903590696362,91001,1,201405,34,35.00,614.7517
620346077909661,91001,2,201405,56,15.25,335.3561
107003020103454,91001,1,201405,34,30.00,3832.8099
734090779400655,93001,2,201405,55,41.00,4577.3297
967014903078460,91001,1,201405,29,12.00,3957.6310
610944097307068,91001,1,201405,47,10.00,4676.7502
480442092307759,91001,2,201405,49,8.00,4672.3194
480442092307759,91001,3,201405,19,9.50,3829.3875
444729270589003,91001,1,201405,59,21.00,3951.8515
444729270589003,91001,2,201405,59,14.00,5562.0189
070747097507549,91001,2,201405,63,31.15,3916.8927
077450740975097,91001,1,201405,71,27.50,3807.0335
096913907065475,93001,3,201405,21,10.00,4025.8371
764469730449004,93001,2,201405,22,10.50,3521.6454
078610340998093,93001,1,201405,50,11.35,4056.5736
078610340998093,93001,2,201405,51,19.46,3810.3878
479610834120970,91001,1,201405,42,10.00,3969.4299
047530350990291,93001,3,201405,38,8.35,1662.8317
290950069807079,91001,2,201405,67,26.00,2064.8307
740952098903509,93001,1,201405,56,12.60,2115.5368
740952098903509,93001,2,201405,56,23.00,2337.2133
599610199140670,91001,2,201405,60,9.20,2013.0700
599610199140670,91001,3,201405,26,9.50,2436.4947
910951066107499,91001,2,201405,67,15.00,1996.6098
303905920590786,93001,1,201405,57,21.16,3107.7680
350469097707959,91001,2,201405,62,20.00,3627.7471
303904370591066,93001,1,201405,25,12.00,2404.8839
092630360942584,93001,3,201405,24,10.00,3248.9442
092630360942584,93001,5,201405,23,10.00,3631.5517
092630360942584,93001,6,201405,20,10.00,3631.5517
456248930629003,93001,1,201405,67,12.00,2410.6022
456248930629003,93001,3,201405,40,11.50,3116.1466
456248930629003,93001,4,201405,43,9.00,3034.5707
456248930629003,93001,5,201405,43,19.46,3116.1466
456248930629003,93001,11,201405,41,8.00,3034.5707
656830557640970,91001,1,201405,48,14.00,3162.2350
656830557640970,91001,3,201405,19,9.00,2747.3840
029850760983268,91001,2,201405,80,14.90,2342.5195
456247970629003,91001,1,201405,58,24.00,3056.6363
094917604014680,91001,2,201405,38,23.55,3825.1219
926539170279002,91001,1,201405,31,22.50,3908.0758
926539170279002,91001,2,201405,30,13.00,3312.3855
440967090507389,91001,1,201405,56,25.00,2880.9905
098933501077685,93001,2,201405,58,20.00,4885.0415
044760760990387,91001,2,201405,32,19.00,4491.4957
572090269600381,91001,1,201405,41,45.00,3363.1820
572090269600381,91001,2,201405,48,11.00,2900.8000
909006401079190,91001,2,201405,54,14.00,3310.9604
407903600893476,91001,2,201405,52,26.00,3045.6974
407903600893476,91001,3,201405,24,18.00,4520.3632
008720760973697,91001,1,201405,42,8.00,3690.1744
706369330809006,93001,1,201405,55,17.50,2759.4338
706369330809006,93001,2,201405,27,12.00,3886.3603
110967096103199,93001,2,201405,38,18.00,3239.5127
966229730869009,93001,1,201405,51,16.00,2765.2186
958056402039650,93001,1,201405,35,20.00,3478.0883
959026212079230,91001,2,201405,51,14.50,2973.4091
679730545060970,91001,2,201405,28,25.00,5280.5253
912006955039350,93001,2,201405,36,57.00,4568.4847
503909940399856,93001,1,201405,49,14.83,3639.3811
503909940399856,93001,2,201405,21,10.50,5564.3512
503909940399856,93001,3,201405,23,10.00,5564.3512
290465096603689,93001,1,201405,52,99.99,3498.0438
290465096603689,93001,2,201405,52,65.00,3327.6792
005100760923194,91001,1,201405,59,15.62,3604.2958
005100760923194,91001,3,201405,40,20.00,3226.4676
700609928558964,91001,1,201405,63,75.00,2987.3048
700609928558964,91001,2,201405,28,15.00,4070.0881
820964095107159,91001,3,201405,22,10.50,5564.3512
820964095107159,91001,5,201405,23,11.00,4525.2103
699690243230970,91001,1,201405,27,14.00,3583.5464
699690243230970,91001,2,201405,27,20.00,4075.5002
090957805067638,91001,1,201405,53,11.01,3136.6870
500986094403459,93001,1,201405,37,13.00,1775.6266
500986094403459,93001,3,201405,40,10.00,1681.8660
954008944039650,93001,1,201405,25,16.00,1678.6480
954008944039650,93001,2,201405,26,17.75,1905.3233
911038707079000,91001,2,201405,59,16.00,1835.8779
090850380994598,93001,1,201405,42,27.00,1471.8238
532090269800881,93001,2,201405,40,8.50,1601.0466
096903502082818,93001,2,201405,36,15.00,1613.4514
010010380990999,93001,1,201405,48,19.85,1737.3454
560988094603359,93001,1,201405,44,12.25,1601.1318
300909924067481,93001,1,201405,48,25.00,1233.4685
912079904079460,91001,1,201405,65,25.00,1061.9362
737095759900612,93001,1,201405,58,21.00,1248.3042
737095759900612,93001,3,201405,22,8.35,1585.2949
790521073906795,93001,1,201405,47,12.00,1205.8684
703902570691759,93001,1,201405,40,27.22,1209.2788
703902570691759,93001,2,201405,38,8.50,1234.1813
919499430619003,93001,2,201405,51,29.98,1174.9207
919499430619003,93001,3,201405,76,14.00,964.8381
607909071199620,91001,3,201405,57,9.00,340.0759
149240461700931,93001,1,201405,36,4.00,301.1154
149240461700931,93001,2,201405,34,16.00,266.8319
511397077803599,91001,2,201405,33,14.00,266.8319
173198358100619,91001,2,201405,28,12.50,313.2829
075881320978398,93001,1,201405,45,12.00,3863.4658
432166029200949,93001,1,201405,34,8.50,3643.9182
192977809020248,91001,2,201405,22,14.50,5515.1164
279020829980931,93001,4,201405,21,7.97,5239.0863
009781330990299,93001,1,201405,61,17.00,2613.1346
310309958770986,93001,1,201405,26,32.75,4929.1751
310309958770986,93001,2,201405,28,16.50,3659.6109
399150194910971,91001,1,201405,50,10.78,3251.7881
399150194910971,91001,2,201405,48,26.00,3529.0788
399150194910971,91001,4,201405,25,12.00,3659.6109
399150194910971,91001,5,201405,23,9.00,5926.9675
990935091117149,91001,3,201405,50,18.00,3705.3592
102097607050391,91001,2,201405,49,25.00,3387.4683
580934091313789,93001,1,201405,33,9.00,3873.9584
580934091313789,93001,4,201405,35,9.00,4072.9154
310509924593012,93001,1,201405,63,12.50,515.0742
310509924593012,93001,2,201405,31,8.25,741.9605
970199149500136,91001,1,201405,77,10.01,644.6353
351166047908592,91001,1,201405,65,17.00,607.6937
761604023001104,93001,1,201405,30,15.00,1186.5036
761604023001104,93001,2,201405,32,15.00,1229.7403
082301360025907,93001,2,201405,66,9.00,1028.2764
082301360025907,93001,6,201405,41,8.00,1161.4426
057471360974590,93001,1,201405,39,23.15,1147.9816
057471360974590,93001,2,201405,41,58.00,1053.4293
699570717440971,91001,1,201405,59,28.04,1100.3203
916589630469104,93001,1,201405,22,24.60,1439.5322
310600008651610,93001,1,201405,43,12.00,1082.8835
310600008651610,93001,2,201405,37,8.25,1041.8198
030105180600166,93001,2,201405,58,9.00,987.0415
361544057909363,91001,1,201405,59,27.00,1138.0003
361544057909363,91001,2,201405,59,8.50,1020.8424
916139570109105,91001,2,201405,35,23.00,1077.4965
957409570476107,91001,2,201405,62,37.00,3058.1090
997119230206101,93001,2,201405,67,8.25,3033.1037
036199138700390,93001,3,201405,56,18.50,3250.1176
748150937580931,93001,1,201405,28,10.00,2969.9691
748150937580931,93001,2,201405,61,10.00,3813.9307
971173063900393,93001,1,201405,18,8.75,2956.7775
971173063900393,93001,4,201405,20,11.00,4253.9197
198943305064788,93001,2,201405,35,10.00,2596.1983
193917609033771,91001,2,201405,51,27.00,3636.0220
457459370339104,91001,2,201405,54,26.00,3636.0220
095011370995593,93001,1,201405,49,33.00,3203.2103
908057786139410,93001,2,201405,24,9.50,3409.2170
197983505071798,93001,1,201405,28,30.00,2966.0251
197983505071798,93001,2,201405,27,30.00,3438.4150
101023006031721,93001,1,201405,70,18.30,2906.1102
937799030909103,93001,1,201405,57,32.00,3150.0141
936087943179070,91001,1,201405,57,25.50,3277.9264
936087943179070,91001,3,201405,28,10.00,2966.0251
