Codes:,Capital_stock,land,cost_of_treasury_stock,additional_paid-in_capital,earnings_(rtnd_appr),depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
541990,4923363.60833,203018.706939,2281883.04444,19774968.333,15830.2287253,8236078.95088,-8798395.80417,5314664.0494,734179.527135,698730.365373
55,333476326.73,41934486.3949,141764975.942,3921158273.74,10043730.4237,415666272.066,944830500.538,210388832.083,936087.59746,257137867.289
551,333476326.73,41934486.3949,141764975.942,3921158273.74,10043730.4237,415666272.066,944830500.538,210388832.083,936087.59746,257137867.289
5511,333476326.73,41934486.3949,141764975.942,3921158273.74,10043730.4237,415666272.066,944830500.538,210388832.083,936087.59746,257137867.289
55111,333476326.73,41934486.3949,141764975.942,3921158273.74,10043730.4237,415666272.066,944830500.538,210388832.083,936087.59746,257137867.289
551111,208942976.244,38243747.4948,88459659.2639,3334687740.55,9455399.70432,396830677.759,954648997.992,206884875.475,98363.7794114,235922924.177
551112,124533350.486,3690738.90016,53305316.6786,586470533.188,588330.719356,18835594.3068,-9818497.45394,3503956.60798,837723.818048,21214943.1126
56,27565743.899,9861252.6062,42341554.1702,212572641.922,449292.076698,286337246.057,6319565.92385,174452728.751,7436024.40571,16827118.1594
561,23226031.7767,4266839.282,28429724.5736,142417175.396,404649.870354,157912640.941,11283286.9586,104190480.558,5327852.53967,11814030.0046
5611,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56111,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
561110,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
5612,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56121,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
561210,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
5613,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56131,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561311,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561312,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
56132,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561320,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
56133,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561330,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
5614,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56141,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561410,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
56142,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561421,241937.831008,44446.2425208,296142.964308,1483512.24371,4215.10281619,1644923.34313,117534.239152,1085317.50581,55498.4639549,123062.812548
561422,241937.831008,44446.2425208,296142.964308,1483512.24371,4215.10281619,1644923.34313,117534.239152,1085317.50581,55498.4639549,123062.812548
56143,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561431,241937.831008,44446.2425208,296142.964308,1483512.24371,4215.10281619,1644923.34313,117534.239152,1085317.50581,55498.4639549,123062.812548
561439,241937.831008,44446.2425208,296142.964308,1483512.24371,4215.10281619,1644923.34313,117534.239152,1085317.50581,55498.4639549,123062.812548
56144,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561440,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
56145,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561450,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
56149,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561491,161291.887338,29630.8283472,197428.642872,989008.162471,2810.06854413,1096615.56209,78356.159435,723545.003872,36998.9759699,82041.8750321
561492,161291.887338,29630.8283472,197428.642872,989008.162471,2810.06854413,1096615.56209,78356.159435,723545.003872,36998.9759699,82041.8750321
561499,161291.887338,29630.8283472,197428.642872,989008.162471,2810.06854413,1096615.56209,78356.159435,723545.003872,36998.9759699,82041.8750321
5615,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56151,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561510,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
56152,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561520,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
56159,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561591,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561599,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
5616,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56161,1451626.98605,266677.455125,1776857.78585,8901073.46224,25290.6168971,9869540.05879,705205.434915,6511905.03485,332990.783729,738376.875289
561611,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561612,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
561613,483875.662015,88892.4850417,592285.928616,2967024.48741,8430.20563238,3289846.68626,235068.478305,2170635.01162,110996.92791,246125.625096
56162,1451626.98605,266677.455125,1776857.78585,8901073.46224,25290.6168971,9869540.05879,705205.434915,6511905.03485,332990.783729,738376.875289
561621,725813.493023,133338.727563,888428.892924,4450536.73112,12645.3084486,4934770.02939,352602.717457,3255952.51743,166495.391865,369188.437644
561622,725813.493023,133338.727563,888428.892924,4450536.73112,12645.3084486,4934770.02939,352602.717457,3255952.51743,166495.391865,369188.437644
5617,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56171,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
561710,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
56172,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
561720,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
56173,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
561730,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
56174,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
561740,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
56179,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
561790,580650.794418,106670.98205,710743.114339,3560429.3849,10116.2467589,3947816.02352,282082.173966,2604762.01394,133196.313492,295350.750116
5619,2903253.97209,533354.91025,3553715.57169,17802146.9245,50581.2337943,19739080.1176,1410410.86983,13023810.0697,665981.567459,1476753.75058
56191,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561910,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
56192,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561920,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
56199,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
561990,967751.32403,177784.970083,1184571.85723,5934048.97483,16860.4112648,6579693.37253,470136.95661,4341270.02323,221993.85582,492251.250193
562,4339712.12223,5594413.3242,13911829.5966,70155466.5263,44642.2063432,128424605.117,-4963721.03479,70262248.1937,2108171.86604,5013088.15477
5621,1446570.70741,1864804.4414,4637276.53221,23385155.5088,14880.7354477,42808201.7055,-1654573.67826,23420749.3979,702723.955347,1671029.38492
56211,1446570.70741,1864804.4414,4637276.53221,23385155.5088,14880.7354477,42808201.7055,-1654573.67826,23420749.3979,702723.955347,1671029.38492
562111,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
562112,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
562119,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
5622,1446570.70741,1864804.4414,4637276.53221,23385155.5088,14880.7354477,42808201.7055,-1654573.67826,23420749.3979,702723.955347,1671029.38492
56221,1446570.70741,1864804.4414,4637276.53221,23385155.5088,14880.7354477,42808201.7055,-1654573.67826,23420749.3979,702723.955347,1671029.38492
562211,361642.676852,466201.11035,1159319.13305,5846288.87719,3720.18386193,10702050.4264,-413643.419566,5855187.34947,175680.988837,417757.34623
562212,361642.676852,466201.11035,1159319.13305,5846288.87719,3720.18386193,10702050.4264,-413643.419566,5855187.34947,175680.988837,417757.34623
562213,361642.676852,466201.11035,1159319.13305,5846288.87719,3720.18386193,10702050.4264,-413643.419566,5855187.34947,175680.988837,417757.34623
562219,361642.676852,466201.11035,1159319.13305,5846288.87719,3720.18386193,10702050.4264,-413643.419566,5855187.34947,175680.988837,417757.34623
5629,1446570.70741,1864804.4414,4637276.53221,23385155.5088,14880.7354477,42808201.7055,-1654573.67826,23420749.3979,702723.955347,1671029.38492
56291,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
562910,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
56292,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
562920,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
56299,482190.235803,621601.480467,1545758.84407,7795051.83625,4960.24514924,14269400.5685,-551524.559421,7806916.46597,234241.318449,557009.794974
562991,241095.117902,310800.740234,772879.422036,3897525.91813,2480.12257462,7134700.28425,-275762.27971,3903458.23298,117120.659224,278504.897487
562998,241095.117902,310800.740234,772879.422036,3897525.91813,2480.12257462,7134700.28425,-275762.27971,3903458.23298,117120.659224,278504.897487
61,4936188.05591,889915.624924,8573286.54262,25826884.7431,5904.02728933,33195244.3439,7007661.19672,17648283.0459,957138.538718,1657541.10071
611,4936188.05591,889915.624924,8573286.54262,25826884.7431,5904.02728933,33195244.3439,7007661.19672,17648283.0459,957138.538718,1657541.10071
6111,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61111,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
611110,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
6112,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61121,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
611210,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
6113,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61131,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
611310,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
6114,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61141,235056.574091,42376.9345202,408251.740125,1229851.65443,281.144156635,1580725.92114,333698.152225,840394.430756,45578.0256532,78930.5286053
611410,235056.574091,42376.9345202,408251.740125,1229851.65443,281.144156635,1580725.92114,333698.152225,840394.430756,45578.0256532,78930.5286053
61142,235056.574091,42376.9345202,408251.740125,1229851.65443,281.144156635,1580725.92114,333698.152225,840394.430756,45578.0256532,78930.5286053
611420,235056.574091,42376.9345202,408251.740125,1229851.65443,281.144156635,1580725.92114,333698.152225,840394.430756,45578.0256532,78930.5286053
61143,235056.574091,42376.9345202,408251.740125,1229851.65443,281.144156635,1580725.92114,333698.152225,840394.430756,45578.0256532,78930.5286053
611430,235056.574091,42376.9345202,408251.740125,1229851.65443,281.144156635,1580725.92114,333698.152225,840394.430756,45578.0256532,78930.5286053
6115,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61151,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
611511,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611512,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611513,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611519,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
6116,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61161,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611610,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
61162,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611620,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
61163,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611630,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
61169,176292.430568,31782.7008901,306188.805093,922388.740825,210.858117476,1185544.44085,250273.614169,630295.823067,34183.5192399,59197.896454
611691,58764.1435228,10594.23363,102062.935031,307462.913608,70.2860391587,395181.480285,83424.5380562,210098.607689,11394.5064133,19732.6321513
611692,58764.1435228,10594.23363,102062.935031,307462.913608,70.2860391587,395181.480285,83424.5380562,210098.607689,11394.5064133,19732.6321513
611699,58764.1435228,10594.23363,102062.935031,307462.913608,70.2860391587,395181.480285,83424.5380562,210098.607689,11394.5064133,19732.6321513
6117,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
61171,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
611710,705169.722273,127130.803561,1224755.22037,3689554.9633,843.432469904,4742177.76342,1001094.45667,2521183.29227,136734.07696,236791.585816
62,20947698.5998,12438972.0797,22149522.2294,228604421.272,312682.445267,386170191.776,-95759288.4686,221885849.601,4463225.72772,24298916.8774
621,20947698.5998,12438972.0797,22149522.2294,228604421.272,312682.445267,386170191.776,-95759288.4686,221885849.601,4463225.72772,24298916.8774
6212,20947698.5998,12438972.0797,22149522.2294,228604421.272,312682.445267,386170191.776,-95759288.4686,221885849.601,4463225.72772,24298916.8774
62121,20947698.5998,12438972.0797,22149522.2294,228604421.272,312682.445267,386170191.776,-95759288.4686,221885849.601,4463225.72772,24298916.8774
621210,20947698.5998,12438972.0797,22149522.2294,228604421.272,312682.445267,386170191.776,-95759288.4686,221885849.601,4463225.72772,24298916.8774
71,11888355.1224,16365711.7566,7598468.71169,80328794.3033,335342.550005,164558084.949,-31132718.356,85222929.7802,4514040.31091,6697834.61978
711,2552398.63719,3121441.26529,731455.632155,32515832.3982,92643.4282123,38345516.134,-10576245.0149,20273975.8478,1802493.99757,1640776.89817
7111,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
71111,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
711110,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
71112,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
711120,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
71113,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
711130,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
71119,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
711190,127619.93186,156072.063264,36572.7816077,1625791.61991,4632.17141061,1917275.8067,-528812.250747,1013698.79239,90124.6998783,82038.8449085
7112,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
71121,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
711211,170159.909146,208096.084352,48763.7088103,2167722.15988,6176.22854748,2556367.74227,-705083.000997,1351598.38985,120166.266504,109385.126545
711212,170159.909146,208096.084352,48763.7088103,2167722.15988,6176.22854748,2556367.74227,-705083.000997,1351598.38985,120166.266504,109385.126545
711219,170159.909146,208096.084352,48763.7088103,2167722.15988,6176.22854748,2556367.74227,-705083.000997,1351598.38985,120166.266504,109385.126545
7113,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
71131,255239.863719,312144.126529,73145.5632155,3251583.23982,9264.34282123,3834551.6134,-1057624.50149,2027397.58478,180249.399757,164077.689817
711310,255239.863719,312144.126529,73145.5632155,3251583.23982,9264.34282123,3834551.6134,-1057624.50149,2027397.58478,180249.399757,164077.689817
71132,255239.863719,312144.126529,73145.5632155,3251583.23982,9264.34282123,3834551.6134,-1057624.50149,2027397.58478,180249.399757,164077.689817
711320,255239.863719,312144.126529,73145.5632155,3251583.23982,9264.34282123,3834551.6134,-1057624.50149,2027397.58478,180249.399757,164077.689817
7114,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
71141,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
711410,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
7115,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
71151,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
711510,510479.727438,624288.253057,146291.126431,6503166.47964,18528.6856425,7669103.2268,-2115249.00299,4054795.16955,360498.799513,328155.379634
713,9335956.48524,13244270.4913,6867013.07953,47812961.9051,242699.121793,126212568.815,-20556473.3411,64948953.9324,2711546.31334,5057057.72161
7131,3111985.49508,4414756.83044,2289004.35984,15937653.9684,80899.7072643,42070856.2717,-6852157.78036,21649651.3108,903848.771113,1685685.9072
71311,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
713110,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
71312,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
713120,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
7132,3111985.49508,4414756.83044,2289004.35984,15937653.9684,80899.7072643,42070856.2717,-6852157.78036,21649651.3108,903848.771113,1685685.9072
71321,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
713210,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
71329,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
713290,1555992.74754,2207378.41522,1144502.17992,7968826.98418,40449.8536322,21035428.1359,-3426078.89018,10824825.6554,451924.385557,842842.953601
7139,3111985.49508,4414756.83044,2289004.35984,15937653.9684,80899.7072643,42070856.2717,-6852157.78036,21649651.3108,903848.771113,1685685.9072
71391,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
713910,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
71392,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
713920,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
71393,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
713930,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
71394,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
713940,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
71395,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
713950,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
71399,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
713990,518664.24918,735792.805074,381500.726641,2656275.66139,13483.2845441,7011809.37862,-1142026.29673,3608275.21847,150641.461852,280947.6512
72,32043662.6682,77699497.3492,124115519.274,220482265.357,2404657.1147,548148874.635,71844051.2063,260905280.443,17948024.3131,26390397.0464
721,7954680.89084,57645307.184,19619548.9202,125612747.406,24509.1132849,241660032.542,-24206908.6104,90049934.9676,6060963.03223,14757529.9132
7211,2651560.29695,19215102.3947,6539849.64006,41870915.8019,8169.70442831,80553344.1806,-8068969.53681,30016644.9892,2020321.01074,4919176.63772
72111,883853.432316,6405034.13156,2179949.88002,13956971.934,2723.23480944,26851114.7269,-2689656.51227,10005548.3297,673440.336914,1639725.54591
721110,883853.432316,6405034.13156,2179949.88002,13956971.934,2723.23480944,26851114.7269,-2689656.51227,10005548.3297,673440.336914,1639725.54591
72112,883853.432316,6405034.13156,2179949.88002,13956971.934,2723.23480944,26851114.7269,-2689656.51227,10005548.3297,673440.336914,1639725.54591
721120,883853.432316,6405034.13156,2179949.88002,13956971.934,2723.23480944,26851114.7269,-2689656.51227,10005548.3297,673440.336914,1639725.54591
72119,883853.432316,6405034.13156,2179949.88002,13956971.934,2723.23480944,26851114.7269,-2689656.51227,10005548.3297,673440.336914,1639725.54591
721191,441926.716158,3202517.06578,1089974.94001,6978485.96698,1361.61740472,13425557.3634,-1344828.25613,5002774.16487,336720.168457,819862.772954
721199,441926.716158,3202517.06578,1089974.94001,6978485.96698,1361.61740472,13425557.3634,-1344828.25613,5002774.16487,336720.168457,819862.772954
7212,2651560.29695,19215102.3947,6539849.64006,41870915.8019,8169.70442831,80553344.1806,-8068969.53681,30016644.9892,2020321.01074,4919176.63772
72121,2651560.29695,19215102.3947,6539849.64006,41870915.8019,8169.70442831,80553344.1806,-8068969.53681,30016644.9892,2020321.01074,4919176.63772
721211,1325780.14847,9607551.19733,3269924.82003,20935457.9009,4084.85221415,40276672.0903,-4034484.7684,15008322.4946,1010160.50537,2459588.31886
