Codes:,Capital_stock,land,depreciable_assets,inventories,additional_paid-in_capital,cost_of_treasury_stock,earnings_(rtnd_unappr.),accumulated_depreciation,earnings_(rtnd_appr),interest_paid
5415,1251827.7826,532773.685951,14914928.5604,805009.54752,4122029.78421,1206124.89532,5711206.33333,10749825.0096,0.0,433693.328512
54151,1251827.7826,532773.685951,14914928.5604,805009.54752,4122029.78421,1206124.89532,5711206.33333,10749825.0096,0.0,433693.328512
541511,312956.94565,133193.421488,3728732.14009,201252.38688,1030507.44605,301531.223829,1427801.58333,2687456.25241,0.0,108423.332128
541512,312956.94565,133193.421488,3728732.14009,201252.38688,1030507.44605,301531.223829,1427801.58333,2687456.25241,0.0,108423.332128
541513,312956.94565,133193.421488,3728732.14009,201252.38688,1030507.44605,301531.223829,1427801.58333,2687456.25241,0.0,108423.332128
541519,312956.94565,133193.421488,3728732.14009,201252.38688,1030507.44605,301531.223829,1427801.58333,2687456.25241,0.0,108423.332128
5416,1251827.7826,532773.685951,14914928.5604,805009.54752,4122029.78421,1206124.89532,5711206.33333,10749825.0096,0.0,433693.328512
54161,417275.927533,177591.22865,4971642.85346,268336.51584,1374009.92807,402041.631772,1903735.44444,3583275.00321,0.0,144564.442837
541611,83455.1855066,35518.2457301,994328.570692,53667.303168,274801.985614,80408.3263545,380747.088889,716655.000643,0.0,28912.8885675
541612,83455.1855066,35518.2457301,994328.570692,53667.303168,274801.985614,80408.3263545,380747.088889,716655.000643,0.0,28912.8885675
541613,83455.1855066,35518.2457301,994328.570692,53667.303168,274801.985614,80408.3263545,380747.088889,716655.000643,0.0,28912.8885675
541614,83455.1855066,35518.2457301,994328.570692,53667.303168,274801.985614,80408.3263545,380747.088889,716655.000643,0.0,28912.8885675
541618,83455.1855066,35518.2457301,994328.570692,53667.303168,274801.985614,80408.3263545,380747.088889,716655.000643,0.0,28912.8885675
54162,417275.927533,177591.22865,4971642.85346,268336.51584,1374009.92807,402041.631772,1903735.44444,3583275.00321,0.0,144564.442837
541620,417275.927533,177591.22865,4971642.85346,268336.51584,1374009.92807,402041.631772,1903735.44444,3583275.00321,0.0,144564.442837
54169,417275.927533,177591.22865,4971642.85346,268336.51584,1374009.92807,402041.631772,1903735.44444,3583275.00321,0.0,144564.442837
541690,417275.927533,177591.22865,4971642.85346,268336.51584,1374009.92807,402041.631772,1903735.44444,3583275.00321,0.0,144564.442837
5417,1251827.7826,532773.685951,14914928.5604,805009.54752,4122029.78421,1206124.89532,5711206.33333,10749825.0096,0.0,433693.328512
54171,625913.891299,266386.842976,7457464.28019,402504.77376,2061014.8921,603062.447659,2855603.16667,5374912.50482,0.0,216846.664256
541711,312956.94565,133193.421488,3728732.14009,201252.38688,1030507.44605,301531.223829,1427801.58333,2687456.25241,0.0,108423.332128
541712,312956.94565,133193.421488,3728732.14009,201252.38688,1030507.44605,301531.223829,1427801.58333,2687456.25241,0.0,108423.332128
54172,625913.891299,266386.842976,7457464.28019,402504.77376,2061014.8921,603062.447659,2855603.16667,5374912.50482,0.0,216846.664256
541720,625913.891299,266386.842976,7457464.28019,402504.77376,2061014.8921,603062.447659,2855603.16667,5374912.50482,0.0,216846.664256
5418,1251827.7826,532773.685951,14914928.5604,805009.54752,4122029.78421,1206124.89532,5711206.33333,10749825.0096,0.0,433693.328512
54181,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541810,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54182,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541820,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54183,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541830,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54184,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541840,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54185,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541850,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54186,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541860,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54187,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541870,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
54189,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
541890,156478.472825,66596.7107439,1864366.07005,100626.19344,515253.723026,150765.611915,713900.791667,1343728.12621,0.0,54211.666064
5419,1251827.7826,532773.685951,14914928.5604,805009.54752,4122029.78421,1206124.89532,5711206.33333,10749825.0096,0.0,433693.328512
54191,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
541910,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
54192,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
541921,125182.77826,53277.3685951,1491492.85604,80500.954752,412202.978421,120612.489532,571120.633333,1074982.50096,0.0,43369.3328512
541922,125182.77826,53277.3685951,1491492.85604,80500.954752,412202.978421,120612.489532,571120.633333,1074982.50096,0.0,43369.3328512
54193,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
541930,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
54194,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
541940,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
54199,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
541990,250365.55652,106554.73719,2982985.71208,161001.909504,824405.956841,241224.979063,1142241.26667,2149965.00193,0.0,86738.6657024
55,8709891.18131,4493834.72522,30725979.1813,203085.697823,79529563.2417,7828296.24174,112512006.0,14939993.3626,0.0,8645189.81869
551,8709891.18131,4493834.72522,30725979.1813,203085.697823,79529563.2417,7828296.24174,112512006.0,14939993.3626,0.0,8645189.81869
5511,8709891.18131,4493834.72522,30725979.1813,203085.697823,79529563.2417,7828296.24174,112512006.0,14939993.3626,0.0,8645189.81869
55111,8709891.18131,4493834.72522,30725979.1813,203085.697823,79529563.2417,7828296.24174,112512006.0,14939993.3626,0.0,8645189.81869
551111,7595492.96693,3918865.26932,26794704.3098,177101.637367,69354051.1231,6826694.82425,98116512.8793,13028476.7226,0.0,7539069.90326
551112,1114398.21438,574969.455905,3931274.87152,25984.060456,10175512.1186,1001601.4175,14395493.1207,1911516.64006,0.0,1106119.91544
56,3562332.02265,3184947.09059,98370641.0226,3444570.96225,9668340.0302,2738813.0302,27650306.0,70440350.0453,0.0,2532310.97735
561,2222690.27748,1987223.78699,61377621.7378,2149214.14939,6032488.05778,1708861.79484,17252200.5037,43950726.7129,0.0,1580016.39183
5611,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56111,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
561110,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
5612,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56121,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
561210,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
5613,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56131,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561311,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561312,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
56132,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561320,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
56133,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561330,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
5614,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56141,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561410,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
56142,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561421,23153.0237237,20700.2477811,639350.226435,22387.6473894,62838.4172686,17800.6436963,179710.421914,457820.069926,0.0,16458.5040815
561422,23153.0237237,20700.2477811,639350.226435,22387.6473894,62838.4172686,17800.6436963,179710.421914,457820.069926,0.0,16458.5040815
56143,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561431,23153.0237237,20700.2477811,639350.226435,22387.6473894,62838.4172686,17800.6436963,179710.421914,457820.069926,0.0,16458.5040815
561439,23153.0237237,20700.2477811,639350.226435,22387.6473894,62838.4172686,17800.6436963,179710.421914,457820.069926,0.0,16458.5040815
56144,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561440,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
56145,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561450,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
56149,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561491,15435.3491492,13800.1651874,426233.48429,14925.0982596,41892.2781791,11867.0957975,119806.947942,305213.379951,0.0,10972.3360544
561492,15435.3491492,13800.1651874,426233.48429,14925.0982596,41892.2781791,11867.0957975,119806.947942,305213.379951,0.0,10972.3360544
561499,15435.3491492,13800.1651874,426233.48429,14925.0982596,41892.2781791,11867.0957975,119806.947942,305213.379951,0.0,10972.3360544
5615,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56151,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561510,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
56152,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561520,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
56159,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561591,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561599,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
5616,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56161,138918.142342,124201.486687,3836101.35861,134325.884337,377030.503611,106803.862178,1078262.53148,2746920.41955,0.0,98751.0244892
561611,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561612,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
561613,46306.0474475,41400.4955622,1278700.45287,44775.2947789,125676.834537,35601.2873926,359420.843827,915640.139852,0.0,32917.0081631
56162,138918.142342,124201.486687,3836101.35861,134325.884337,377030.503611,106803.862178,1078262.53148,2746920.41955,0.0,98751.0244892
561621,69459.0711712,62100.7433433,1918050.67931,67162.9421683,188515.251806,53401.9310889,539131.265741,1373460.20978,0.0,49375.5122446
561622,69459.0711712,62100.7433433,1918050.67931,67162.9421683,188515.251806,53401.9310889,539131.265741,1373460.20978,0.0,49375.5122446
5617,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56171,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
561710,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
56172,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
561720,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
56173,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
561730,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
56174,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
561740,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
56179,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
561790,55567.256937,49680.5946747,1534440.54344,53730.3537346,150812.201445,42721.5448711,431305.012593,1098768.16782,0.0,39500.4097957
5619,277836.284685,248402.973373,7672202.71722,268651.768673,754061.007223,213607.724356,2156525.06296,5493840.83911,0.0,197502.048978
56191,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561910,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
56192,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561920,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
56199,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
561990,92612.094895,82800.9911245,2557400.90574,89550.5895577,251353.669074,71202.5747852,718841.687655,1831280.2797,0.0,65834.0163261
562,1339641.74517,1197723.30361,36993019.2849,1295356.81287,3635851.97241,1029951.23535,10398105.4963,26489623.3324,0.0,952294.585525
5621,446547.24839,399241.101203,12331006.4283,431785.604289,1211950.65747,343317.078451,3466035.16543,8829874.44414,0.0,317431.528508
56211,446547.24839,399241.101203,12331006.4283,431785.604289,1211950.65747,343317.078451,3466035.16543,8829874.44414,0.0,317431.528508
562111,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
562112,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
562119,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
5622,446547.24839,399241.101203,12331006.4283,431785.604289,1211950.65747,343317.078451,3466035.16543,8829874.44414,0.0,317431.528508
56221,446547.24839,399241.101203,12331006.4283,431785.604289,1211950.65747,343317.078451,3466035.16543,8829874.44414,0.0,317431.528508
562211,111636.812097,99810.2753007,3082751.60707,107946.401072,302987.664368,85829.2696128,866508.791357,2207468.61104,0.0,79357.8821271
562212,111636.812097,99810.2753007,3082751.60707,107946.401072,302987.664368,85829.2696128,866508.791357,2207468.61104,0.0,79357.8821271
562213,111636.812097,99810.2753007,3082751.60707,107946.401072,302987.664368,85829.2696128,866508.791357,2207468.61104,0.0,79357.8821271
562219,111636.812097,99810.2753007,3082751.60707,107946.401072,302987.664368,85829.2696128,866508.791357,2207468.61104,0.0,79357.8821271
5629,446547.24839,399241.101203,12331006.4283,431785.604289,1211950.65747,343317.078451,3466035.16543,8829874.44414,0.0,317431.528508
56291,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
562910,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
56292,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
562920,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
56299,148849.082797,133080.367068,4110335.4761,143928.534763,403983.55249,114439.02615,1155345.05514,2943291.48138,0.0,105810.509503
562991,74424.5413983,66540.1835338,2055167.73805,71964.2673815,201991.776245,57219.5130752,577672.527571,1471645.74069,0.0,52905.2547514
562998,74424.5413983,66540.1835338,2055167.73805,71964.2673815,201991.776245,57219.5130752,577672.527571,1471645.74069,0.0,52905.2547514
61,535416.002908,342555.011634,13092871.0029,396334.995153,2959637.00388,258582.003878,4573123.0,6959536.00582,0.0,287569.997092
611,535416.002908,342555.011634,13092871.0029,396334.995153,2959637.00388,258582.003878,4573123.0,6959536.00582,0.0,287569.997092
6111,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61111,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
611110,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
6112,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61121,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
611210,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
6113,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61131,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
611310,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
6114,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61141,25496.0001385,16312.1434111,623470.047758,18873.0950073,140935.095423,12313.4287561,217767.761905,331406.476467,0.0,13693.8093853
611410,25496.0001385,16312.1434111,623470.047758,18873.0950073,140935.095423,12313.4287561,217767.761905,331406.476467,0.0,13693.8093853
61142,25496.0001385,16312.1434111,623470.047758,18873.0950073,140935.095423,12313.4287561,217767.761905,331406.476467,0.0,13693.8093853
611420,25496.0001385,16312.1434111,623470.047758,18873.0950073,140935.095423,12313.4287561,217767.761905,331406.476467,0.0,13693.8093853
61143,25496.0001385,16312.1434111,623470.047758,18873.0950073,140935.095423,12313.4287561,217767.761905,331406.476467,0.0,13693.8093853
611430,25496.0001385,16312.1434111,623470.047758,18873.0950073,140935.095423,12313.4287561,217767.761905,331406.476467,0.0,13693.8093853
6115,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61151,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
611511,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611512,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611513,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611519,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
6116,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61161,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611610,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
61162,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611620,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
61163,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611630,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
61169,19122.0001039,12234.1075583,467602.535818,14154.8212555,105701.321567,9235.07156707,163325.821429,248554.857351,0.0,10270.357039
611691,6374.00003462,4078.03585278,155867.511939,4718.27375182,35233.7738557,3078.35718902,54441.9404762,82851.6191169,0.0,3423.45234633
611692,6374.00003462,4078.03585278,155867.511939,4718.27375182,35233.7738557,3078.35718902,54441.9404762,82851.6191169,0.0,3423.45234633
611699,6374.00003462,4078.03585278,155867.511939,4718.27375182,35233.7738557,3078.35718902,54441.9404762,82851.6191169,0.0,3423.45234633
6117,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
61171,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
611710,76488.0004155,48936.4302334,1870410.14327,56619.2850218,422805.286268,36940.2862683,653303.285714,994219.429402,0.0,41081.4281559
62,4809395.02384,2873223.09537,138932769.024,1082937.96026,13727909.0318,2481569.03179,18434353.0,95518090.0477,0.0,3827879.97616
621,4809395.02384,2873223.09537,138932769.024,1082937.96026,13727909.0318,2481569.03179,18434353.0,95518090.0477,0.0,3827879.97616
6212,4809395.02384,2873223.09537,138932769.024,1082937.96026,13727909.0318,2481569.03179,18434353.0,95518090.0477,0.0,3827879.97616
62121,4809395.02384,2873223.09537,138932769.024,1082937.96026,13727909.0318,2481569.03179,18434353.0,95518090.0477,0.0,3827879.97616
621210,4809395.02384,2873223.09537,138932769.024,1082937.96026,13727909.0318,2481569.03179,18434353.0,95518090.0477,0.0,3827879.97616
71,2660009.01,5302519.04002,63764868.01,2377973.98333,22475592.0133,855193.013339,-10741115.0,39418918.02,0.0,1751383.99
711,694999.071352,1385426.06238,16660290.9558,621309.816581,5872354.38625,223442.23191,-2806405.88893,10299255.1208,0.0,457596.287099
7111,138999.81427,277085.212477,3332058.19117,124261.963316,1174470.87725,44688.4463821,-561281.177786,2059851.02416,0.0,91519.2574198
71111,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
711110,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
71112,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
711120,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
71113,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
711130,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
71119,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
711190,34749.9535676,69271.3031192,833014.547792,31065.4908291,293617.719312,11172.1115955,-140320.294447,514962.756039,0.0,22879.8143549
7112,138999.81427,277085.212477,3332058.19117,124261.963316,1174470.87725,44688.4463821,-561281.177786,2059851.02416,0.0,91519.2574198
71121,138999.81427,277085.212477,3332058.19117,124261.963316,1174470.87725,44688.4463821,-561281.177786,2059851.02416,0.0,91519.2574198
711211,46333.2714235,92361.7374923,1110686.06372,41420.6544388,391490.292416,14896.148794,-187093.725929,686617.008052,0.0,30506.4191399
711212,46333.2714235,92361.7374923,1110686.06372,41420.6544388,391490.292416,14896.148794,-187093.725929,686617.008052,0.0,30506.4191399
711219,46333.2714235,92361.7374923,1110686.06372,41420.6544388,391490.292416,14896.148794,-187093.725929,686617.008052,0.0,30506.4191399
7113,138999.81427,277085.212477,3332058.19117,124261.963316,1174470.87725,44688.4463821,-561281.177786,2059851.02416,0.0,91519.2574198
71131,69499.9071352,138542.606238,1666029.09558,62130.9816581,587235.438625,22344.223191,-280640.588893,1029925.51208,0.0,45759.6287099
711310,69499.9071352,138542.606238,1666029.09558,62130.9816581,587235.438625,22344.223191,-280640.588893,1029925.51208,0.0,45759.6287099
71132,69499.9071352,138542.606238,1666029.09558,62130.9816581,587235.438625,22344.223191,-280640.588893,1029925.51208,0.0,45759.6287099
711320,69499.9071352,138542.606238,1666029.09558,62130.9816581,587235.438625,22344.223191,-280640.588893,1029925.51208,0.0,45759.6287099
7114,138999.81427,277085.212477,3332058.19117,124261.963316,1174470.87725,44688.4463821,-561281.177786,2059851.02416,0.0,91519.2574198
