NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[11234]],10843.30744959716,336142.53093751176,0.0,21686.614899194305,32529.922348791461,0.0,32529.922348791461,119276.38194556859,2190348.1048186268,249396.07134073458,0.0,391573518.61985254,97589.767046374385,10843.307449597145,0.0,33527506.634154398,0.0,2591550.4804537199,2331311.1016633878,-4.9798168477202006e-10,15636049.342319105,5530086.7992945472,105939113.78256419,38461211.523721106,39100966.663247339,0.0,0.0,0.0,0.0,1865048.8813307115,1153771285.866936,406211983.6768086,4359009.5947380643,227709.45644154024,7.7809638245628134e-12,2472274.0985081508,0.0,130119.68939516591,238487704.0464398,0.0,0.0,-3.8904819122814067e-12,0.0,0.0,0.0,3.9838534781761605e-09,-4.9798168477202006e-10,-9.9596336954404012e-10,0.0,0.0,53121363.195576459,-9.7262047807035168e-13,-1.9452409561407034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829289996.2861366,0.0,0.0,0.0,0.0,639755.13952623215,184336.22664315175,32529.922348791461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112340]],10843.30744959716,336142.53093751176,0.0,21686.614899194305,32529.922348791461,0.0,32529.922348791461,119276.38194556859,2190348.1048186268,249396.07134073458,0.0,391573518.61985254,97589.767046374385,10843.307449597145,0.0,33527506.634154398,0.0,2591550.4804537199,2331311.1016633878,-4.9798168477202006e-10,15636049.342319105,5530086.7992945472,105939113.78256419,38461211.523721106,39100966.663247339,0.0,0.0,0.0,0.0,1865048.8813307115,1153771285.866936,406211983.6768086,4359009.5947380643,227709.45644154024,7.7809638245628134e-12,2472274.0985081508,0.0,130119.68939516591,238487704.0464398,0.0,0.0,-3.8904819122814067e-12,0.0,0.0,0.0,3.9838534781761605e-09,-4.9798168477202006e-10,-9.9596336954404012e-10,0.0,0.0,53121363.195576459,-9.7262047807035168e-13,-1.9452409561407034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829289996.2861366,0.0,0.0,0.0,0.0,639755.13952623215,184336.22664315175,32529.922348791461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11239]],10843.30744959716,336142.53093751176,0.0,21686.614899194305,32529.922348791461,0.0,32529.922348791461,119276.38194556859,2190348.1048186268,249396.07134073458,0.0,391573518.61985254,97589.767046374385,10843.307449597145,0.0,33527506.634154398,0.0,2591550.4804537199,2331311.1016633878,-4.9798168477202006e-10,15636049.342319105,5530086.7992945472,105939113.78256419,38461211.523721106,39100966.663247339,0.0,0.0,0.0,0.0,1865048.8813307115,1153771285.866936,406211983.6768086,4359009.5947380643,227709.45644154024,7.7809638245628134e-12,2472274.0985081508,0.0,130119.68939516591,238487704.0464398,0.0,0.0,-3.8904819122814067e-12,0.0,0.0,0.0,3.9838534781761605e-09,-4.9798168477202006e-10,-9.9596336954404012e-10,0.0,0.0,53121363.195576459,-9.7262047807035168e-13,-1.9452409561407034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829289996.2861366,0.0,0.0,0.0,0.0,639755.13952623215,184336.22664315175,32529.922348791461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112390]],10843.30744959716,336142.53093751176,0.0,21686.614899194305,32529.922348791461,0.0,32529.922348791461,119276.38194556859,2190348.1048186268,249396.07134073458,0.0,391573518.61985254,97589.767046374385,10843.307449597145,0.0,33527506.634154398,0.0,2591550.4804537199,2331311.1016633878,-4.9798168477202006e-10,15636049.342319105,5530086.7992945472,105939113.78256419,38461211.523721106,39100966.663247339,0.0,0.0,0.0,0.0,1865048.8813307115,1153771285.866936,406211983.6768086,4359009.5947380643,227709.45644154024,7.7809638245628134e-12,2472274.0985081508,0.0,130119.68939516591,238487704.0464398,0.0,0.0,-3.8904819122814067e-12,0.0,0.0,0.0,3.9838534781761605e-09,-4.9798168477202006e-10,-9.9596336954404012e-10,0.0,0.0,53121363.195576459,-9.7262047807035168e-13,-1.9452409561407034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829289996.2861366,0.0,0.0,0.0,0.0,639755.13952623215,184336.22664315175,32529.922348791461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[1124]],54216.537247985798,1680712.6546875588,0.0,108433.07449597152,162649.6117439573,0.0,162649.6117439573,596381.9097278429,10951740.524093134,1246980.3567036728,0.0,1957867593.0992625,487948.83523187187,54216.537247985725,0.0,167637533.17077199,0.0,12957752.402268598,11656555.50831694,-2.4899084238601001e-09,78180246.71159552,27650433.996472735,529695568.91282094,192306057.61860552,195504833.31623667,0.0,0.0,0.0,0.0,9325244.406653557,5768856429.3346796,2031059918.384043,21795047.97369032,1138547.2822077011,3.8904819122814064e-11,12361370.492540753,0.0,650598.44697582955,1192438520.232199,0.0,0.0,-1.9452409561407032e-11,0.0,0.0,0.0,1.9919267390880801e-08,-2.4899084238601001e-09,-4.9798168477202002e-09,0.0,0.0,265606815.97788227,-4.863102390351758e-12,-9.726204780703516e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14146449981.430683,0.0,0.0,0.0,0.0,3198775.6976311603,921681.13321575872,162649.6117439573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11241]],27108.268623992899,840356.32734377938,0.0,54216.537247985761,81324.80587197865,0.0,81324.80587197865,298190.95486392145,5475870.2620465672,623490.1783518364,0.0,978933796.54963124,243974.41761593593,27108.268623992863,0.0,83818766.585385993,0.0,6478876.2011342989,5828277.7541584698,-1.24495421193005e-09,39090123.35579776,13825216.998236367,264847784.45641047,96153028.809302762,97752416.658118337,0.0,0.0,0.0,0.0,4662622.2033267785,2884428214.6673398,1015529959.1920215,10897523.98684516,569273.64110385056,1.9452409561407032e-11,6180685.2462703763,0.0,325299.22348791477,596219260.11609948,0.0,0.0,-9.726204780703516e-12,0.0,0.0,0.0,9.9596336954404004e-09,-1.24495421193005e-09,-2.4899084238601001e-09,0.0,0.0,132803407.98894113,-2.431551195175879e-12,-4.863102390351758e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7073224990.7153416,0.0,0.0,0.0,0.0,1599387.8488155801,460840.56660787936,81324.80587197865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112410]],27108.268623992899,840356.32734377938,0.0,54216.537247985761,81324.80587197865,0.0,81324.80587197865,298190.95486392145,5475870.2620465672,623490.1783518364,0.0,978933796.54963124,243974.41761593593,27108.268623992863,0.0,83818766.585385993,0.0,6478876.2011342989,5828277.7541584698,-1.24495421193005e-09,39090123.35579776,13825216.998236367,264847784.45641047,96153028.809302762,97752416.658118337,0.0,0.0,0.0,0.0,4662622.2033267785,2884428214.6673398,1015529959.1920215,10897523.98684516,569273.64110385056,1.9452409561407032e-11,6180685.2462703763,0.0,325299.22348791477,596219260.11609948,0.0,0.0,-9.726204780703516e-12,0.0,0.0,0.0,9.9596336954404004e-09,-1.24495421193005e-09,-2.4899084238601001e-09,0.0,0.0,132803407.98894113,-2.431551195175879e-12,-4.863102390351758e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7073224990.7153416,0.0,0.0,0.0,0.0,1599387.8488155801,460840.56660787936,81324.80587197865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11242]],27108.268623992899,840356.32734377938,0.0,54216.537247985761,81324.80587197865,0.0,81324.80587197865,298190.95486392145,5475870.2620465672,623490.1783518364,0.0,978933796.54963124,243974.41761593593,27108.268623992863,0.0,83818766.585385993,0.0,6478876.2011342989,5828277.7541584698,-1.24495421193005e-09,39090123.35579776,13825216.998236367,264847784.45641047,96153028.809302762,97752416.658118337,0.0,0.0,0.0,0.0,4662622.2033267785,2884428214.6673398,1015529959.1920215,10897523.98684516,569273.64110385056,1.9452409561407032e-11,6180685.2462703763,0.0,325299.22348791477,596219260.11609948,0.0,0.0,-9.726204780703516e-12,0.0,0.0,0.0,9.9596336954404004e-09,-1.24495421193005e-09,-2.4899084238601001e-09,0.0,0.0,132803407.98894113,-2.431551195175879e-12,-4.863102390351758e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7073224990.7153416,0.0,0.0,0.0,0.0,1599387.8488155801,460840.56660787936,81324.80587197865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112420]],27108.268623992899,840356.32734377938,0.0,54216.537247985761,81324.80587197865,0.0,81324.80587197865,298190.95486392145,5475870.2620465672,623490.1783518364,0.0,978933796.54963124,243974.41761593593,27108.268623992863,0.0,83818766.585385993,0.0,6478876.2011342989,5828277.7541584698,-1.24495421193005e-09,39090123.35579776,13825216.998236367,264847784.45641047,96153028.809302762,97752416.658118337,0.0,0.0,0.0,0.0,4662622.2033267785,2884428214.6673398,1015529959.1920215,10897523.98684516,569273.64110385056,1.9452409561407032e-11,6180685.2462703763,0.0,325299.22348791477,596219260.11609948,0.0,0.0,-9.726204780703516e-12,0.0,0.0,0.0,9.9596336954404004e-09,-1.24495421193005e-09,-2.4899084238601001e-09,0.0,0.0,132803407.98894113,-2.431551195175879e-12,-4.863102390351758e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7073224990.7153416,0.0,0.0,0.0,0.0,1599387.8488155801,460840.56660787936,81324.80587197865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[1125]],54216.537247985798,1680712.6546875588,0.0,108433.07449597152,162649.6117439573,0.0,162649.6117439573,596381.9097278429,10951740.524093134,1246980.3567036728,0.0,1957867593.0992625,487948.83523187187,54216.537247985725,0.0,167637533.17077199,0.0,12957752.402268598,11656555.50831694,-2.4899084238601001e-09,78180246.71159552,27650433.996472735,529695568.91282094,192306057.61860552,195504833.31623667,0.0,0.0,0.0,0.0,9325244.406653557,5768856429.3346796,2031059918.384043,21795047.97369032,1138547.2822077011,3.8904819122814064e-11,12361370.492540753,0.0,650598.44697582955,1192438520.232199,0.0,0.0,-1.9452409561407032e-11,0.0,0.0,0.0,1.9919267390880801e-08,-2.4899084238601001e-09,-4.9798168477202002e-09,0.0,0.0,265606815.97788227,-4.863102390351758e-12,-9.726204780703516e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14146449981.430683,0.0,0.0,0.0,0.0,3198775.6976311603,921681.13321575872,162649.6117439573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11251]],54216.537247985798,1680712.6546875588,0.0,108433.07449597152,162649.6117439573,0.0,162649.6117439573,596381.9097278429,10951740.524093134,1246980.3567036728,0.0,1957867593.0992625,487948.83523187187,54216.537247985725,0.0,167637533.17077199,0.0,12957752.402268598,11656555.50831694,-2.4899084238601001e-09,78180246.71159552,27650433.996472735,529695568.91282094,192306057.61860552,195504833.31623667,0.0,0.0,0.0,0.0,9325244.406653557,5768856429.3346796,2031059918.384043,21795047.97369032,1138547.2822077011,3.8904819122814064e-11,12361370.492540753,0.0,650598.44697582955,1192438520.232199,0.0,0.0,-1.9452409561407032e-11,0.0,0.0,0.0,1.9919267390880801e-08,-2.4899084238601001e-09,-4.9798168477202002e-09,0.0,0.0,265606815.97788227,-4.863102390351758e-12,-9.726204780703516e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14146449981.430683,0.0,0.0,0.0,0.0,3198775.6976311603,921681.13321575872,162649.6117439573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112511]],18072.179082661936,560237.55156251963,0.0,36144.358165323843,54216.537247985769,0.0,54216.537247985769,198793.96990928098,3650580.1746977121,415660.11890122428,0.0,652622531.03308761,162649.6117439573,18072.179082661911,0.0,55879177.723590665,0.0,4319250.8007562002,3885518.5027723135,-8.2996947462003347e-10,26060082.237198509,9216811.3321575802,176565189.63760701,64102019.206201851,65168277.772078902,0.0,0.0,0.0,0.0,3108414.8022178528,1922952143.1115601,677019972.79468107,7265015.9912301078,379515.76073590043,1.2968273040938023e-11,4120456.8308469178,0.0,216866.14899194319,397479506.74406636,0.0,0.0,-6.4841365204690115e-12,0.0,0.0,0.0,6.6397557969602677e-09,-8.2996947462003347e-10,-1.6599389492400669e-09,0.0,0.0,88535605.32596077,-1.6210341301172529e-12,-3.2420682602345057e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715483327.1435614,0.0,0.0,0.0,0.0,1066258.5658770537,307227.04440525296,54216.537247985769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112512]],18072.179082661936,560237.55156251963,0.0,36144.358165323843,54216.537247985769,0.0,54216.537247985769,198793.96990928098,3650580.1746977121,415660.11890122428,0.0,652622531.03308761,162649.6117439573,18072.179082661911,0.0,55879177.723590665,0.0,4319250.8007562002,3885518.5027723135,-8.2996947462003347e-10,26060082.237198509,9216811.3321575802,176565189.63760701,64102019.206201851,65168277.772078902,0.0,0.0,0.0,0.0,3108414.8022178528,1922952143.1115601,677019972.79468107,7265015.9912301078,379515.76073590043,1.2968273040938023e-11,4120456.8308469178,0.0,216866.14899194319,397479506.74406636,0.0,0.0,-6.4841365204690115e-12,0.0,0.0,0.0,6.6397557969602677e-09,-8.2996947462003347e-10,-1.6599389492400669e-09,0.0,0.0,88535605.32596077,-1.6210341301172529e-12,-3.2420682602345057e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715483327.1435614,0.0,0.0,0.0,0.0,1066258.5658770537,307227.04440525296,54216.537247985769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112519]],18072.179082661936,560237.55156251963,0.0,36144.358165323843,54216.537247985769,0.0,54216.537247985769,198793.96990928098,3650580.1746977121,415660.11890122428,0.0,652622531.03308761,162649.6117439573,18072.179082661911,0.0,55879177.723590665,0.0,4319250.8007562002,3885518.5027723135,-8.2996947462003347e-10,26060082.237198509,9216811.3321575802,176565189.63760701,64102019.206201851,65168277.772078902,0.0,0.0,0.0,0.0,3108414.8022178528,1922952143.1115601,677019972.79468107,7265015.9912301078,379515.76073590043,1.2968273040938023e-11,4120456.8308469178,0.0,216866.14899194319,397479506.74406636,0.0,0.0,-6.4841365204690115e-12,0.0,0.0,0.0,6.6397557969602677e-09,-8.2996947462003347e-10,-1.6599389492400669e-09,0.0,0.0,88535605.32596077,-1.6210341301172529e-12,-3.2420682602345057e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715483327.1435614,0.0,0.0,0.0,0.0,1066258.5658770537,307227.04440525296,54216.537247985769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[1129]],54216.537247985798,1680712.6546875588,0.0,108433.07449597152,162649.6117439573,0.0,162649.6117439573,596381.9097278429,10951740.524093134,1246980.3567036728,0.0,1957867593.0992625,487948.83523187187,54216.537247985725,0.0,167637533.17077199,0.0,12957752.402268598,11656555.50831694,-2.4899084238601001e-09,78180246.71159552,27650433.996472735,529695568.91282094,192306057.61860552,195504833.31623667,0.0,0.0,0.0,0.0,9325244.406653557,5768856429.3346796,2031059918.384043,21795047.97369032,1138547.2822077011,3.8904819122814064e-11,12361370.492540753,0.0,650598.44697582955,1192438520.232199,0.0,0.0,-1.9452409561407032e-11,0.0,0.0,0.0,1.9919267390880801e-08,-2.4899084238601001e-09,-4.9798168477202002e-09,0.0,0.0,265606815.97788227,-4.863102390351758e-12,-9.726204780703516e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14146449981.430683,0.0,0.0,0.0,0.0,3198775.6976311603,921681.13321575872,162649.6117439573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11291]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112910]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11292]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112920]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11293]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[112930]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[[11299]],13554.134311996449,420178.16367188969,0.0,27108.268623992881,40662.402935989325,0.0,40662.402935989325,149095.47743196072,2737935.1310232836,311745.0891759182,0.0,489466898.27481562,121987.20880796797,13554.134311996431,0.0,41909383.292692997,0.0,3239438.1005671495,2914138.8770792349,-6.2247710596502502e-10,19545061.67789888,6912608.4991181837,132423892.22820523,48076514.404651381,48876208.329059169,0.0,0.0,0.0,0.0,2331311.1016633892,1442214107.3336699,507764979.59601074,5448761.99342258,284636.82055192528,9.726204780703516e-12,3090342.6231351881,0.0,162649.61174395739,298109630.05804974,0.0,0.0,-4.863102390351758e-12,0.0,0.0,0.0,4.9798168477202002e-09,-6.2247710596502502e-10,-1.24495421193005e-09,0.0,0.0,66401703.994470567,-1.2157755975879395e-12,-2.431551195175879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536612495.3576708,0.0,0.0,0.0,0.0,799693.92440779007,230420.28330393968,40662.402935989325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
