YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,COMP_DIV_FRN_CORP_IND,COMP_DIV_FRN_CORP,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,(cash_dist + prpty_dist)_IND,(cash_dist + prpty_dist),STCK_DIST_IND,STCK_DIST
2011,2,315,8,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315,7,0,106,0,1743683,0,169136,0,457989,1,4198,0,582393,0,0,0,0,0,251564,1,45830,0,0,0,92606,0,422082,0,314583,1,4364,0,0,1,14441,0,29839,0,25148,0,17366,0,1743683,0,250287,0,264430,0,169020,1,54087,1,112062,1,5898,0,887898,0,29824,0,53415,0,0,0,833621,1,28962,0,4064676,0,4030966,1,1529,1,325,1,11,1,68,0,0,0,0,1,2935,0,0,0,0,0,28842,0,3763943,0,2827470,0,91126,0,246846,0,7281,0,11662,0,60559,0,67139,0,40883,1,506,0,6350,0,29450,0,0,0,44350,0,3878,0,18455,1,615,1,37,0,307335,0,300733,0,0,0,300408,0,261087,1,1954,1,1954,0,0,1,37367,1,12676,1,12662,1,14,0,0,1,2,0,0,1,12674,1,17120,0,0
2011,2,315,6,0,204,0,1480200,0,84307,0,543881,1,353,0,468466,0,0,0,0,0,55450,1,5860,0,0,1,50673,0,975989,0,793950,0,0,0,0,1,1160,1,63285,1,30468,0,55901,0,1480200,0,318449,0,182482,0,77126,1,36344,0,58850,1,8983,0,797966,0,50695,1,214868,0,2903,0,562261,1,32761,0,3804957,0,3732956,1,93,0,0,1,5,0,0,0,0,0,0,0,10,0,0,0,0,0,71892,0,3646354,0,2701179,0,162065,0,286318,0,7149,0,11017,0,73608,0,79278,0,21560,1,250,1,4870,0,47109,0,0,0,19014,1,5768,0,48159,0,247,0,0,0,178763,0,158603,0,0,0,158603,0,138781,1,8621,1,8621,0,0,1,11201,0,3635,1,3500,1,135,0,0,0,880,0,0,1,2754,0,2012,0,521
2011,2,315,5,0,591,0,1264943,0,319493,0,220388,1,296,0,371086,0,0,0,0,0,198461,1,11689,0,0,1,3811,0,312990,0,203754,0,0,0,0,1,18586,1,4391,1,3666,1,11764,0,1264943,0,340756,1,37244,0,51735,0,169170,1,98057,1,8434,0,559547,0,95968,1,12822,0,1737,0,449070,0,50,0,3078569,0,3025321,1,2260,0,0,0,17,1,28130,0,0,0,3,0,18,0,0,0,0,1,22820,0,2816566,0,2063979,0,194935,0,155899,0,3971,0,1698,0,50372,0,55514,0,28385,1,49,1,119,0,13317,0,0,0,13216,1,31549,1,25487,0,18,1,19,0,178039,0,262003,0,0,0,262003,1,227561,1,20139,1,20139,0,0,1,14303,1,4501,1,4272,1,230,0,0,0,101,0,0,1,4400,1,10089,0,0
2011,2,315,4,1,289,1,221797,1,18584,1,49084,0,56,1,43382,0,0,0,0,1,1857,1,28033,0,0,0,273,1,296884,1,223851,0,0,0,0,0,0,1,15651,1,10841,1,2797,1,221797,1,24838,1,30989,1,23208,1,19938,1,81707,1,1053,1,40064,1,27931,1,59617,0,0,1,-45186,1,2298,1,759617,1,759617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,1,733843,1,529903,1,23368,1,65360,1,10773,1,158,1,30532,1,10864,1,6982,1,54,1,1050,1,3378,0,0,1,2428,1,1545,1,4685,0,2,0,0,1,42761,1,25774,0,0,1,25774,1,18955,1,3596,1,3596,0,0,1,3224,1,525,1,525,0,0,0,0,0,7,0,0,1,518,0,0,0,0
2011,2,315,3,0,3817,0,491324,0,156736,0,144523,0,241,0,122162,0,0,0,0,0,5956,1,19169,0,0,0,70,0,222730,0,197163,0,0,0,0,0,45,1,36618,1,19455,1,174,0,491324,0,80649,0,0,0,72515,1,263192,1,148029,0,52,0,-73113,0,133104,1,259909,0,0,0,-465806,0,321,0,2241922,0,2214011,4,,0,0,0,0,0,0,0,0,1,26817,1,905,0,0,0,0,1,189,0,2114773,0,1032423,0,87205,0,505639,0,7685,1,4683,0,110071,0,59189,0,6146,1,440,1,5673,0,18756,0,0,0,8660,0,20,0,15039,0,15,0,0,0,253129,0,127149,0,0,0,127149,1,102562,1,17917,1,17917,0,0,0,6669,0,1195,0,1195,0,0,0,0,0,41,0,0,1,1154,0,4,0,0
2011,2,315,2,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92867,1,92532,0,63,0,0,0,0,0,0,0,0,0,0,0,9,0,20,0,0,0,243,1,87751,1,17903,1,7711,1,5924,1,3759,1,1056,1,10320,1,2270,0,367,0,98,4,,1,1822,0,0,1,3276,0,220,0,1595,0,0,0,0,1,31430,1,5117,0,0,1,5117,1,5,1,114,1,100,0,14,1,4998,1,1708,1,1708,0,0,0,0,0,120,0,0,1,1588,0,5,0,0
2011,2,315,1,0,5715,0,35736895,0,2312795,0,5571204,0,190564,0,7113411,0,1492,0,558,0,1537467,0,118674,0,2556,0,3487609,0,8323618,0,5538017,1,4364,0,0,0,140103,0,6720337,0,1559339,0,7690627,0,35736895,0,3887734,0,1650461,0,2636970,0,757086,0,10856845,0,6231074,0,9716724,0,938709,0,4887053,0,4640,0,5923108,0,2036787,0,46101761,0,44644239,0,24405,1,551,0,10349,0,722382,0,0,1,28205,0,5911,1,584,1,100155,0,564980,0,43467173,0,29075291,0,947771,0,4052453,0,185739,0,59697,0,1109284,0,870879,0,643084,0,27330,0,222808,0,599898,0,0,0,1090917,0,302744,0,452176,0,11689,0,9422,0,3805988,0,2634588,0,215107,0,2849143,0,1222105,0,114577,0,114155,1,422,0,1512461,0,526184,0,524915,0,1269,0,131350,0,14550,1,42,0,380241,0,443316,0,521
2011,2,315100,13,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,315100,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315100,10,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315100,9,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,2,,2,,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,0,0,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,2,,0,0,2,,2,,2,,2,,0,0,0,0,0,0,2,,0,0,0,0
2011,2,315100,8,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315100,7,1,18,1,283167,1,74256,1,72267,0,0,1,35658,0,0,0,0,1,7654,1,30936,0,0,1,36456,1,137257,1,120484,1,4364,0,0,1,3113,1,415,1,331,1,1604,1,283167,1,17804,1,51108,1,7254,1,159,1,3838,1,1245,1,201758,1,968,1,725,0,0,1,200065,0,0,1,443495,1,433743,1,809,1,324,1,11,0,0,0,0,0,0,1,2785,0,0,0,0,1,5823,1,405657,1,304258,1,10873,1,32304,1,2119,0,70,1,6638,1,4824,1,2996,1,32,1,28,1,10371,0,0,1,771,1,91,1,3126,0,0,0,0,1,27155,1,37838,0,0,1,37514,1,36662,1,564,1,564,0,0,1,287,1,69,1,55,1,14,0,0,0,0,0,0,1,69,1,20,0,0
2011,2,315100,6,1,9,1,57371,1,454,1,17282,0,0,1,30646,0,0,0,0,1,2286,0,0,0,0,0,0,1,125818,1,122585,0,0,0,0,0,0,1,1069,1,572,1,2973,1,57371,1,6093,1,10639,1,1766,0,0,1,2272,0,0,1,36600,1,1842,1,1846,0,0,1,32911,0,0,1,113561,1,113513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,112377,1,87604,1,2391,1,3153,0,0,1,298,1,4940,1,3214,1,930,1,16,0,0,1,2114,0,0,1,116,0,0,1,3478,0,0,0,0,1,4123,1,1185,0,0,1,1185,0,0,0,0,0,0,0,0,1,1185,1,312,1,312,0,0,0,0,0,0,0,0,1,312,0,0,0,0
2011,2,315100,5,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,0,0,2,,2,,0,0,0,0,2,,0,0,0,0,0,0,2,,2,,0,0,2,,2,,0,0,0,0,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,0,0,0,0,0,0,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,0,0
2011,2,315100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,315100,3,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,315100,1,0,218,0,6579939,0,124573,0,623127,1,12462,0,1507792,0,0,0,0,0,321224,1,36010,0,0,1,818984,0,1304682,0,1008819,1,4364,0,0,1,20848,1,858855,1,264061,0,2244822,0,6579939,0,428880,1,267436,0,303143,1,40015,1,1989371,1,3770306,0,-219212,0,12363,0,459383,0,0,0,-675588,1,15370,0,6469526,0,6395589,1,2786,1,324,1,11,0,41992,0,0,0,410,1,3172,0,3,0,18061,0,7177,0,6286066,0,4659367,0,51837,0,426117,0,18017,0,10950,0,83408,0,74932,0,175111,1,10133,1,13400,0,59947,0,0,0,215598,1,39505,0,89837,1,5682,0,2663,0,349562,0,183461,0,19997,0,203134,1,40839,1,39796,1,39794,0,2,1,122498,0,41838,1,41488,1,350,0,12858,0,7574,1,5,1,21401,1,24,0,0
2011,2,315215,13,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315215,12,0,8,0,18992697,0,1089823,0,2496128,0,133109,0,2315639,0,0,0,0,0,313780,0,0,0,0,0,2290237,0,3749874,0,2292475,0,0,0,0,0,41437,0,5006100,0,1112352,0,5227616,0,18992697,0,1953409,0,423103,0,1498522,0,0,0,7776939,0,2241109,0,5099614,0,435698,0,3138150,0,0,0,3370902,0,1845135,0,16995889,0,15880819,0,15430,0,206,0,7405,0,634316,0,0,0,0,0,515,0,407,0,82033,0,374756,0,15989575,0,9532779,0,210988,0,1687974,0,106601,0,9155,0,565583,0,273970,0,284981,0,11526,0,164478,0,323210,0,0,0,600660,0,180513,0,152987,0,1666,0,3751,0,1878754,0,1006315,0,195104,0,1201212,0,18754,0,8947,0,8662,0,285,0,1173511,0,410860,0,410622,0,238,0,118312,0,5094,0,0,0,287454,0,402199,0,0
2011,2,315215,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315215,10,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315215,9,0,16,0,1164041,0,91620,0,319155,0,10369,0,399636,0,0,0,0,0,53265,0,4951,0,0,0,25101,0,320801,0,228532,0,0,0,0,0,8123,0,182961,0,10217,0,7547,0,1164041,0,167245,0,124594,0,77867,0,57930,0,98246,0,48620,0,589540,0,55072,0,129158,0,0,0,435945,0,30635,0,1929300,0,1896722,0,231,0,2,0,2132,0,16546,0,0,0,0,0,753,0,75,0,15,0,12823,0,1817789,0,1373706,0,28275,0,124126,0,4737,0,626,0,19086,0,24055,0,15145,0,1130,0,9392,0,18627,0,0,0,30355,0,3686,0,25081,0,386,0,34,0,139341,0,111510,0,0,0,111508,0,91230,0,7544,0,7482,0,63,0,12734,0,4507,0,4322,0,185,0,0,0,0,0,0,0,4507,0,1067,0,0
2011,2,315215,8,0,23,0,765216,0,72852,0,130352,1,6929,0,375557,0,1492,0,558,0,69547,1,2226,0,0,1,23279,0,172454,0,116773,0,0,0,0,1,4148,1,7880,1,5531,1,34106,0,765216,0,103478,1,74370,0,89614,1,29400,1,17986,1,3016,0,447352,0,22146,1,102960,0,0,0,324030,1,1784,0,2239750,0,2227246,1,1772,0,4,1,369,1,787,0,0,0,0,0,0,0,0,0,0,0,9572,0,2107863,0,1645377,0,26824,0,120670,0,4572,1,1900,0,30841,0,79842,0,12496,1,146,1,4220,0,8458,0,0,0,19083,1,13538,0,13717,0,24,1,1025,0,125128,0,131887,0,0,0,131883,1,115469,1,4696,1,4696,0,0,1,11718,1,4081,1,3984,1,97,0,0,0,26,0,0,1,4055,1,2309,0,0
2011,2,315215,7,0,58,0,1039020,0,74368,0,298936,1,1805,0,301081,0,0,0,0,0,223640,1,14355,0,0,1,38842,0,196458,0,133319,0,0,0,0,1,9084,1,24957,1,22761,0,15184,0,1039020,0,167552,1,103355,0,88728,1,50272,1,84058,1,3934,0,541120,0,25569,1,43010,0,0,0,501503,1,28962,0,2581700,0,2560453,1,537,1,1,0,0,1,68,0,0,0,0,1,60,0,0,0,0,0,20580,0,2384582,0,1743833,0,57158,0,169534,0,3571,1,2065,0,42407,0,50912,0,21818,1,306,1,5756,0,14833,0,0,0,33340,1,2127,0,10616,1,438,1,35,0,225833,0,197119,0,0,0,197117,0,168745,1,1390,1,1390,0,0,1,26983,1,9174,1,9174,0,0,0,0,0,0,0,0,1,9174,1,8304,0,0
2011,2,315215,6,0,136,0,1021212,0,81491,0,361647,1,128,0,289281,0,0,0,0,0,44091,1,5644,0,0,1,50673,0,724946,0,557275,0,0,0,0,1,1160,1,36925,1,25200,0,7957,0,1021212,0,130762,1,118284,0,47580,0,4069,1,54333,1,-3,0,666187,0,39807,1,207371,0,2903,0,422927,1,6822,0,2638681,0,2578591,1,93,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,59986,0,2502373,0,1837980,0,135792,0,183749,0,3989,1,731,0,49708,0,47795,0,10594,1,234,1,2334,0,39129,0,0,0,17528,1,4971,0,32961,0,247,0,0,0,134629,0,136308,0,0,0,136308,0,126218,1,1072,1,1072,0,0,1,9018,1,2949,1,2949,0,0,0,0,0,880,0,0,1,2069,0,2012,0,521
2011,2,315215,5,0,457,0,1030680,0,211333,0,166372,1,271,0,321594,0,0,0,0,0,195293,1,11689,0,0,1,3132,0,265539,0,174980,0,0,0,0,1,18586,1,767,0,42,1,11670,0,1030680,0,309223,1,36915,0,32000,1,166225,1,97198,1,8434,0,380686,0,94609,1,2046,0,1737,0,282294,0,0,0,2463353,0,2415124,1,2231,0,0,0,17,1,28130,0,0,0,3,0,4,0,0,0,0,1,17844,0,2295204,0,1762116,0,128263,0,116703,0,3883,1,1632,0,34793,0,40902,0,28262,1,49,1,119,0,9270,0,0,0,11827,1,10551,1,14312,0,0,1,19,0,132505,0,168149,0,0,0,168149,1,139159,1,19797,1,19797,0,0,1,9194,1,3009,1,2780,1,230,0,0,0,54,0,0,1,2955,1,10089,0,0
2011,2,315215,4,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315215,3,0,1522,0,184550,0,98286,1,31923,0,21,1,16676,0,0,0,0,1,988,1,14095,0,0,0,70,0,84897,0,63709,0,0,0,0,0,0,1,5597,1,4427,1,174,0,184550,1,3910,0,0,1,66219,1,71113,1,99791,0,52,0,-56535,0,82425,1,229006,0,0,0,-367966,0,0,0,823967,0,823958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,785283,0,288383,1,45371,1,221004,0,5423,1,3401,0,79605,0,32582,1,1282,0,14,1,389,0,12951,0,0,1,531,0,0,1,10746,0,7,0,0,0,83592,0,38684,0,0,0,38684,1,35932,1,2454,1,2454,0,0,0,298,0,55,0,55,0,0,0,0,0,27,0,0,0,28,0,0,0,0
2011,2,315215,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,2,315215,1,0,3083,0,26718901,0,1943846,0,4254673,0,161447,0,4604672,0,1492,0,558,0,1068592,0,80993,0,0,0,2623843,0,6350461,0,4035217,0,0,0,0,0,110566,0,5732520,0,1245413,0,5388761,0,26718901,0,2998022,0,992570,0,2077253,0,465963,0,8646474,0,2434413,0,9104205,0,829862,0,4145651,0,4640,0,6049557,0,1925505,0,33480954,0,32164020,0,21148,1,227,1,10188,0,679848,0,0,0,3,0,1588,0,550,0,82060,0,521322,0,31439698,0,20577664,0,703751,0,2964572,0,152381,0,23111,0,924845,0,626203,0,423364,0,15896,0,199766,0,486367,0,0,0,794168,0,237625,0,309067,0,5524,0,6189,0,2989205,0,2041256,0,195104,0,2236133,0,837406,0,46190,0,45794,0,396,0,1352536,0,471806,0,471055,1,751,0,118480,0,6898,0,37,0,346391,0,430415,0,521
2011,2,315990,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
