ER30001,ER30002,ER33501,ER33502,ER33503,ER33504,ER33537O,ER33601,ER33602,ER33603,ER33604,ER33628O
1859,3,5312,1,10,49,45.92,6697,1,10,51,125
1859,4,3557,1,10,43,23.27,4247,1,10,45,27.83
1859,30,5312,3,30,16,0,6697,3,30,18,0
1859,31,3557,3,30,14,0,4247,3,30,16,0
1859,32,5312,4,30,12,0,6697,4,30,14,0
1859,33,3557,4,30,11,0,4247,4,30,13,0
1859,170,5312,2,20,47,30.61,6697,2,20,49,999
1859,171,3557,2,20,46,45.71,4247,2,20,48,54.42
1862,2,2652,1,10,48,18.75,3634,1,10,50,20
1862,30,4494,2,20,28,14.44,4649,2,20,31,13.19
1862,31,6828,1,10,26,6.25,0,0,0,0,0
1862,32,4494,3,30,8,0,4649,3,30,10,0
1862,33,4494,4,30,4,0,4649,4,30,6,0
1862,171,4494,1,10,28,12,4649,1,10,30,11.54
1862,172,6828,2,20,24,999,0,0,0,0,0
1862,173,6828,3,30,7,0,0,0,0,0,0
1862,174,2652,2,20,45,0,3634,2,20,47,17.5
1862,175,4494,0,0,0,0,4649,5,70,17,0
1865,1,264,1,10,83,0,610,1,10,85,0
1866,1,3601,1,10,77,0,4508,81,10,79,0
1866,2,3601,2,20,72,0,4508,1,10,74,0
1866,3,5860,1,10,47,42.22,3368,1,10,49,60.19
1866,4,6812,1,10,44,22.5,3027,1,10,46,23.98
1866,5,0,0,0,0,0,3961,1,10,36,21.37
1866,30,6812,5,30,17,0,3027,5,30,19,999
1866,31,5860,3,30,16,0,3368,3,30,18,0
1866,32,6085,2,30,14,0,2013,2,30,16,0
1866,33,5860,4,30,13,0,3368,4,30,15,0
1866,34,6812,3,30,5,0,3027,3,30,7,0
1866,170,5860,2,20,49,13.33,3368,2,20,51,20.38
1866,171,6085,1,10,44,4.67,2013,1,10,46,13.37
1866,172,6812,2,20,35,15,3027,2,20,37,19
1866,173,6812,4,33,11,0,3027,4,33,13,0
1867,2,494,1,10,75,0,1219,1,10,77,0
1867,3,2808,2,20,50,0,1222,2,20,52,3.85
1867,5,4672,1,10,44,24.43,1695,1,10,46,29.93
1867,30,4672,3,30,19,0,1695,3,30,21,0
1867,31,4672,4,30,17,0,1695,4,30,19,0
1867,32,4672,5,30,15,0,1695,5,30,17,0
1867,33,2808,3,30,12,0,1222,3,30,14,0
1867,34,2808,4,30,9,0,1222,4,30,11,0
1867,170,2808,1,10,53,57.69,1222,1,10,55,93.75
1867,172,4672,2,20,45,12.24,1695,2,20,47,17.28
1871,1,445,1,10,85,0,388,1,10,88,0
1871,2,445,2,20,86,0,388,2,20,88,0
1873,1,4733,1,10,81,0,0,0,0,0,0
1873,2,4733,2,20,80,0,0,0,0,0,0
1873,4,3733,1,10,49,999,255,1,10,51,999
1873,171,3733,2,20,44,999,255,71,20,46,999
1877,1,6263,1,10,77,0,0,0,0,0,0
1877,2,3565,1,10,48,6.67,5493,1,10,50,5.13
1877,170,6263,2,30,49,0,0,0,0,0,0
1877,171,6263,71,60,23,0,0,0,0,0,0
1877,172,6263,72,65,4,0,0,0,0,0,0
1877,173,6263,73,65,5,0,0,0,0,0,0
1877,174,3565,71,70,26,0,0,0,0,0,0
1877,175,3565,72,70,29,0,0,0,0,0,0
1877,176,3565,73,95,6,0,0,0,0,0,0
1878,1,2668,1,10,53,12.82,4915,1,10,55,11.54
1878,2,1727,2,20,50,19.71,4105,2,20,52,21.74
1878,30,6684,2,20,29,9.57,4954,1,10,31,8.24
1878,31,6839,1,10,28,7.33,5828,1,10,30,6.73
1878,32,1727,3,30,18,2.56,4105,51,30,20,0
1878,33,2668,3,30,6,0,4915,3,30,8,0
1878,34,2668,4,30,5,0,4915,4,30,7,0
1878,170,1727,1,10,54,22.12,4105,1,10,57,19.23
1878,172,2668,2,20,46,0,4915,2,20,48,0
1878,173,6684,1,10,30,999,4954,71,10,32,0
1879,1,5611,1,10,55,22.44,5867,1,10,57,29.79
1879,2,3899,1,10,56,15.15,4615,1,10,58,14.21
1879,30,5936,1,10,30,7.81,4468,1,10,32,10.75
1879,31,5855,1,10,25,6.5,3531,1,10,27,9.8
1879,32,5998,3,60,9,0,3530,3,60,11,0
1879,33,5998,4,60,9,0,3530,4,60,11,0
1879,170,4553,1,10,33,0,0,0,0,0,0
1879,171,5611,2,20,45,10.58,5867,2,20,47,12.76
1879,172,5611,3,33,22,0,5867,71,33,24,0
1879,173,5611,4,33,16,0,5867,3,33,18,0
1879,174,5998,1,10,56,999,3530,1,10,58,999
1879,175,5998,2,20,54,999,3530,2,20,56,999
1879,176,5998,5,30,29,999,3530,71,30,31,0
1880,1,5116,81,10,65,0,0,0,0,0,0
1880,2,5116,1,10,66,0,1434,1,10,68,0
1880,3,5021,2,20,47,10,4352,2,20,50,12.25
1880,33,5021,3,30,19,0,5695,1,10,22,5
1880,34,5021,4,30,18,0,4352,3,30,20,999
1880,37,5021,0,0,0,0,5695,3,30,1,0
1880,172,5021,1,10,49,11.86,4352,1,10,51,14.71
1880,175,5021,0,0,0,0,5695,2,20,18,3.13
1887,1,1063,1,10,74,0,1657,1,10,76,0
1887,3,3289,1,10,47,44.07,2027,1,10,49,33.65
1887,5,6653,2,20,41,0,6334,2,20,42,10.99
1887,30,5345,1,10,29,15.56,3391,1,10,31,16.83
1887,31,3289,2,30,21,0,2027,2,30,24,0
1887,32,853,1,10,21,7.91,5892,1,10,24,4.81
1887,33,3290,3,35,19,0,3556,1,10,21,2.24
1887,34,6747,1,10,19,0,5482,1,10,21,0
1887,35,6955,3,30,18,0,6334,5,33,20,0
1887,36,3290,4,35,16,0,2026,3,35,18,0
1887,37,6653,3,33,14,0,6334,3,33,16,0
1887,38,6747,3,30,1,0,5482,2,30,3,0
1887,39,6747,4,30,1,0,5482,3,30,1,0
1887,40,3289,0,0,0,0,2027,4,60,1,0
1887,170,6787,2,20,47,0,5632,2,20,49,0
1887,172,6955,1,10,42,14.42,7105,1,10,43,12.02
1887,173,3290,2,22,46,3.73,2026,2,22,48,8.17
1887,176,3290,1,10,47,10.38,2026,1,10,49,11.06
1887,177,3290,5,30,9,0,2026,4,30,11,0
1887,178,853,2,22,24,7.75,5892,2,20,27,12.02
1887,179,6653,1,10,45,0,6334,1,10,47,12.5
1887,180,5345,2,22,31,0,3391,2,20,33,19.23
1887,181,6955,2,88,36,0,7105,2,22,38,1.65
1887,182,6787,1,10,48,0,5632,1,10,50,0
1887,183,6787,3,30,15,0,5632,71,30,17,0
1887,184,6747,2,88,20,0,5482,71,88,22,999
1887,185,3289,0,0,0,0,2027,3,98,21,0
1887,186,6653,0,0,0,0,6334,4,50,80,0
1887,187,3290,0,0,0,0,3556,2,20,19,5.77
1892,1,3896,1,10,76,0,5271,81,10,77,0
1892,2,3896,2,20,72,0,5271,1,10,75,0
1892,4,4783,2,20,49,7.2,4133,2,20,51,16.35
1892,5,3898,1,10,43,7.5,1225,2,20,45,10.1
1892,30,1383,2,20,30,5.1,4344,1,10,32,6.73
1892,32,4727,2,22,26,0,6081,2,20,29,10.02
1892,33,6918,1,10,22,6,5429,1,10,24,6.73
1892,34,3898,71,30,17,0,1225,4,33,19,0
1892,35,0,0,0,0,0,1225,3,33,17,0
1892,36,1383,3,30,11,0,4344,2,30,14,0
1892,38,1383,4,30,9,0,4344,3,30,11,0
1892,174,4783,1,10,51,10.67,4133,1,10,53,11.19
1892,175,1383,1,10,31,12.24,5812,1,10,34,13.25
1892,177,4727,1,10,25,0,6081,1,10,27,14.96
1892,178,6918,2,20,22,5.39,5429,2,20,24,5.29
1892,179,3898,0,0,0,0,1225,1,10,41,19
1892,180,3898,0,0,0,0,1225,5,60,2,0
1893,1,2088,2,90,69,0,1955,2,90,71,0
1893,2,2088,1,10,67,0,1955,1,10,69,0
1893,3,3200,1,10,44,12.75,4511,1,10,46,15.63
1893,5,2088,3,30,41,999,5010,2,20,43,10.68
1893,6,4937,1,10,39,12.76,4855,1,10,41,0
1893,30,4937,3,30,18,0,3823,2,22,20,4.62
1893,31,4937,4,30,17,0,4855,2,30,19,0
1893,32,2088,5,60,16,0,5010,4,33,18,0
1893,33,5357,3,35,16,0,2728,3,33,18,10
1893,34,5357,4,35,12,0,2728,4,33,14,0
1893,35,5357,5,35,10,0,2728,5,33,12,0
1893,36,3200,4,30,5,0,4511,4,30,7,0
1893,37,3200,5,30,5,0,4511,5,30,7,0
1893,38,2088,4,60,3,0,5010,3,33,5,0
1893,39,4937,0,0,0,0,3823,3,30,1,0
1893,171,5097,1,10,42,11.97,5473,1,10,44,17.69
1893,172,4937,2,20,39,0,2126,1,10,41,10.74
1893,173,5357,2,22,41,7.37,2728,2,20,43,10.29
1893,174,3200,2,20,35,999,4511,2,20,38,21.6
1893,175,3200,3,33,9,0,4511,3,33,11,0
1893,176,5357,1,10,36,17.16,2728,1,10,38,15
1893,177,2088,0,0,0,0,5010,1,10,44,13.35
1893,178,4937,0,0,0,0,3823,1,10,22,6.73
1894,1,3029,1,10,75,0,3339,1,10,77,0
1894,2,3029,2,20,71,0,3339,2,20,73,0
1894,3,1948,2,20,48,999,5426,2,20,50,16.25
1894,30,3495,1,10,27,15,4045,1,10,29,15.87
1894,31,1948,51,30,21,0,5426,51,30,23,0
1894,32,3495,0,0,0,0,4045,3,30,1,0
1894,170,1948,1,10,51,999,5426,1,10,53,45.71
1894,175,3495,2,20,26,15.31,4045,2,20,28,20.6
1897,2,542,2,20,76,0,271,2,20,78,0
1897,3,1403,2,20,44,6.5,887,2,20,46,6.67
1897,30,1403,3,30,10,0,887,3,30,12,0
1897,170,1403,1,10,48,16,887,1,10,50,12.25
1897,172,542,1,10,78,0,271,1,10,80,0
1898,3,3695,2,20,32,13.16,2290,2,20,34,14.62
1898,4,5468,1,10,31,22.22,3163,1,10,33,999
1898,30,3695,3,33,4,0,2290,3,33,6,0
1898,31,3695,4,30,2,0,2290,4,30,4,0
1898,174,3695,1,10,39,18.14,2290,1,10,41,19.32
1898,175,5468,71,88,37,22.22,0,0,0,0,0
1900,21,4396,1,10,67,0,6434,1,10,69,5
1900,170,4396,2,20,67,0,6434,2,20,69,7.5
1901,1,6514,1,10,65,0,1925,1,10,67,0
1901,2,6514,2,20,61,6.73,1925,2,20,63,7.21
1901,3,5986,1,10,41,16.03,2706,1,10,43,6.92
1901,30,4978,2,20,29,9.62,2272,2,20,31,0
1901,31,4978,3,33,9,0,2272,3,33,11,0
1901,172,6514,3,60,12,0,1925,3,60,13,0
1901,178,4978,1,10,42,13.46,2272,1,10,44,999
1903,1,3215,81,10,93,0,0,0,0,0,0
1903,2,3215,1,10,92,0,3947,1,10,94,0
1904,1,2128,1,10,71,4.17,4647,1,10,73,17.64
1905,1,2880,1,10,66,133.93,5321,1,10,68,0
1905,2,2880,2,20,64,14.29,5321,2,20,66,10
1905,3,1525,1,10,42,60,7130,1,10,45,12.02
1905,4,2476,1,10,39,21.79,2758,1,10,41,0
1905,5,1328,1,10,36,21.39,2813,1,10,38,15.38
1905,31,1328,3,30,11,0,2813,3,30,13,0
1905,32,1328,4,30,8,0,2813,4,30,10,0
1905,33,2476,3,30,5,0,2758,3,30,7,0
1905,34,2476,4,30,1,0,2758,4,30,3,0
1905,172,1328,2,20,36,12,2813,2,20,38,10
1905,173,2476,2,20,34,17.31,2758,2,20,36,23.13
1905,174,1525,2,20,43,18,7130,2,20,45,16.03
1905,175,1525,3,33,15,0,7130,3,33,17,0
1906,30,1886,2,20,27,0,5890,1,10,29,19.23
1906,31,1886,3,30,3,0,5890,2,30,6,0
1906,172,1886,1,10,28,11.27,7206,1,10,31,16.67
1908,1,1464,1,10,63,0,1095,1,10,65,0
1908,2,1462,1,10,60,0,6518,1,10,62,0
1908,4,1461,1,10,39,8.33,1880,1,10,41,3.98
1908,31,1657,2,30,16,0,1876,2,30,18,0
1908,32,1657,3,30,13,0,1876,3,30,15,0
1908,33,1657,4,30,7,0,1876,4,30,9,0
1908,170,1462,81,10,62,0,0,0,0,0,0
1908,174,1657,1,10,44,53.19,1876,1,10,46,67.31
1909,1,1427,1,10,69,0,1200,1,10,71,0
1909,2,1427,2,20,67,0,1200,2,20,69,0
1909,3,2127,1,10,44,5.88,1753,1,10,46,0
1909,4,1711,1,10,41,8.78,2759,1,10,43,0
1909,30,1427,4,60,8,0,1200,4,60,10,0
1909,31,1427,3,60,6,0,1200,3,60,8,0
1909,173,1711,2,20,37,0,2759,2,20,39,0
1911,1,3099,1,10,66,0,1084,1,10,68,0
1911,3,3022,1,10,47,12.36,2262,1,10,49,13.74
1911,4,3101,1,10,45,28.8,864,1,10,47,34.86
1911,6,3670,2,20,39,0,1586,2,20,41,0
1911,30,3100,2,20,25,0,863,2,20,27,0
1911,31,3022,4,30,22,0,2262,4,30,24,0
1911,32,3022,3,30,17,0,2262,3,30,19,0
1911,33,3670,3,30,7,0,1586,3,30,9,0
1911,34,3100,3,30,5,0,863,3,30,7,0
1911,35,3670,4,30,3,0,1586,4,30,5,0
1911,170,3022,2,20,45,0,2262,2,20,47,0
1911,173,3670,1,10,39,37.5,1586,1,10,41,39.06
1911,174,3099,2,20,58,19.71,1084,2,20,60,27.83
1911,177,3100,1,10,28,6.68,863,1,10,30,14.31
1911,181,3101,0,0,0,0,864,2,20,39,0
1912,2,92,1,10,89,0,0,0,0,0,0
1913,3,3871,1,10,50,22.02,81,1,10,52,19.23
1914,1,3498,1,10,62,999,2432,1,10,64,999
1914,2,3498,2,20,59,0,2432,2,20,62,0
1914,3,3901,2,20,38,7.37,2375,2,20,40,5.05
1914,4,3499,1,10,37,21.5,4509,1,10,39,16.8
1914,30,6198,1,10,29,20.83,3818,1,10,31,12.5
1914,31,3901,3,30,15,0,2375,3,30,17,0
1914,32,3901,4,30,13,0,2375,4,30,15,0
1914,33,4125,3,33,5,0,7169,2,30,7,0
1914,170,3901,1,10,40,24.31,2375,1,10,42,25.17
1914,173,4125,2,20,27,999,7169,1,10,29,-99
1914,174,3499,2,20,41,8,4509,2,20,43,9
1914,175,3499,3,33,19,0,4509,71,33,21,0
1914,176,3499,4,33,21,0,4509,72,33,23,0
1914,177,4125,1,10,42,26.44,7169,71,10,45,0
1914,178,4125,4,30,1,0,7169,3,30,2,0
1914,179,4125,5,30,1,0,7169,4,30,2,0
1915,3,5100,1,10,42,4.29,4065,1,10,44,9.64
1915,4,4172,1,10,41,15.63,3489,1,10,43,19.02
1915,5,4424,2,20,40,999,4066,2,20,42,9.62
1915,30,4172,3,30,10,0,3489,3,30,12,0
1915,31,4172,4,30,8,0,3489,4,30,10,0
1915,32,4424,3,30,2,0,4066,3,30,4,0
1915,171,4172,2,20,41,20.83,3489,2,20,43,27.17
1915,175,4424,1,10,28,999,4066,1,10,30,999
1916,1,4676,1,10,59,6,2051,1,10,61,7.21
1916,2,4718,1,10,36,14.35,2688,1,10,38,17.31
1917,1,2389,1,10,74,0,3204,1,10,76,999
1917,2,2389,2,20,75,0,3204,2,20,77,0
1917,3,2388,1,10,48,16.83,2953,1,10,50,9.8
1917,4,2605,2,20,41,0,2864,2,20,43,0
1917,5,2507,2,20,40,10.42,4310,2,20,42,12.15
1917,30,2605,3,33,14,0,2864,3,33,16,0
1917,31,2388,3,30,14,0,2953,3,30,16,0
1917,32,2507,3,33,12,0,4310,3,33,14,0
1917,33,2388,4,30,11,0,2953,4,30,13,0
1917,34,2507,4,30,6,0,4310,4,30,8,0
1917,35,2388,5,30,3,0,2953,5,30,6,0
1917,170,1658,1,10,50,5.21,6497,1,10,52,4.81
1917,172,2388,2,20,38,7.59,2953,2,20,41,7.35
1917,173,2605,1,10,40,8.98,2864,1,10,42,13.75
1917,174,2507,1,10,41,8.17,4310,1,10,43,18
1917,175,1658,2,88,35,999,6497,71,88,37,0
1918,1,1739,1,10,69,0,780,1,10,71,0
1918,3,3005,2,20,43,0,1202,2,20,45,10.64
1918,4,3843,2,20,41,0,1204,2,20,43,4.5
1918,30,3843,3,30,19,0,1204,3,30,21,3.47
1918,31,3005,3,30,17,0,1202,3,30,19,0
1918,32,3843,4,30,16,0,1204,4,30,18,0
1918,33,3843,5,30,9,0,1204,5,30,11,0
1918,34,3005,0,0,0,0,1202,4,60,1,0
1918,170,3005,1,10,47,25.2,1202,1,10,49,29.9
1918,173,3843,1,10,40,19.23,1204,1,10,42,28
1918,174,1739,2,20,58,0,780,2,20,60,0
1919,2,82,1,10,70,23.13,1072,1,10,73,0
1919,3,4124,1,10,45,38.1,3909,1,10,47,38.46
1919,4,520,1,10,43,12.82,3139,1,10,45,15
1919,5,5579,1,10,41,20.8,0,0,0,0,0
1919,6,1094,1,10,39,15,5155,1,10,41,22.5
1919,7,4899,1,10,36,31.25,1386,1,10,38,31.02
1919,8,447,2,20,46,16.89,2263,2,20,48,17
1919,9,1571,2,20,33,25.64,1823,2,20,35,0
1919,30,4124,4,30,22,0,3909,4,30,24,12.82
1919,31,4124,3,30,20,8.33,3909,3,30,22,30.61
1919,32,447,3,30,19,0,2263,3,30,21,0
1919,33,520,3,30,16,0,3139,3,30,18,6.67
1919,34,447,4,30,16,0,2263,4,30,18,0
1919,35,520,4,30,15,0,3139,4,30,17,0
1919,36,1094,3,30,14,0,5155,3,30,17,0
1919,37,520,5,30,13,0,3139,5,30,15,0
1919,38,520,6,30,11,0,3139,6,30,13,0
1919,39,1571,3,30,8,0,1823,3,30,10,0
1919,40,4124,5,30,7,0,3909,5,30,9,0
1919,41,1094,4,30,7,0,5155,4,30,9,0
1919,42,6109,2,30,8,0,1764,2,30,9,0
1919,43,6109,3,30,6,0,1764,3,30,8,0
1919,44,1571,4,30,5,0,1823,4,30,7,0
1919,45,6109,4,30,2,0,1764,4,30,4,0
1919,46,1571,5,30,2,0,1823,5,30,4,0
1919,170,4124,2,20,44,25.64,3909,2,20,46,31.41
1919,171,447,1,10,46,16.5,2263,1,10,49,20
1919,172,520,2,20,40,23.02,3139,2,20,42,22.56
1919,173,1094,2,20,38,6,5155,2,20,41,11.67
1919,174,1571,1,10,34,16.99,1823,1,10,36,23.75
1919,175,6109,1,10,36,0,1764,1,10,38,0
1919,176,5579,71,88,38,0,0,0,0,0,0
1920,1,83,1,10,68,0,1429,1,10,70,0
1920,2,83,2,20,73,0,1429,2,20,75,0
1920,3,1795,2,20,40,11.43,2972,2,20,42,13.51
1920,4,83,3,30,38,16,1429,3,30,41,18.37
1920,5,6183,2,20,37,20.45,6552,2,20,39,20.34
1920,6,3310,1,10,35,30.98,5523,1,10,37,31.25
1920,30,1795,3,30,16,0,2972,3,30,18,1.17
1920,31,1795,4,30,14,0,2972,4,30,16,0
1920,32,1795,5,30,11,0,2972,5,30,14,0
1920,33,1795,6,30,9,0,2972,6,30,11,0
1920,34,3310,3,30,1,0,5523,3,30,3,0
1920,35,3310,4,30,1,0,5523,4,30,2,0
1920,170,1795,1,10,45,19.84,2972,1,10,47,19.27
1920,172,6183,1,10,47,19,6552,1,10,49,24.04
1920,173,3310,2,20,28,17.33,5523,2,20,30,0
1925,1,2162,1,10,50,22.44,4050,1,10,52,32.65
1925,30,2162,3,30,15,0,4050,3,30,17,0
1925,31,2162,4,30,12,0,4050,4,30,15,0
1925,170,2162,2,20,47,0,4050,2,20,49,32.65
1926,1,3669,1,10,60,28.85,5461,1,10,63,35
1926,2,3872,1,10,58,24.58,1211,1,10,59,30.94
1926,3,4535,2,20,37,19.02,2968,2,20,39,18.23
1926,4,5731,2,20,34,0,5257,2,20,36,19.84
1926,30,4535,3,30,10,0,2968,3,30,12,0
1926,31,4535,4,30,6,0,2968,4,30,8,0
1926,32,5731,3,30,4,0,5257,3,30,6,0
1926,33,4535,5,30,2,0,2968,5,30,4,0
1926,34,5731,4,30,1,0,5257,4,30,3,0
1926,170,4535,1,10,43,21.74,2968,1,10,45,16.67
1926,173,5731,1,10,38,21.63,5257,1,10,40,20
1926,175,3669,71,88,48,0,0,0,0,0,0
1926,176,3669,72,83,20,0,0,0,0,0,0
1928,4,4804,1,10,35,33.65,3758,1,10,37,38.46
1928,5,1996,2,20,33,999,5364,2,20,35,25.17
1928,30,4804,3,30,3,0,3758,3,30,5,0
1928,31,4804,4,30,2,0,3758,4,30,4,0
1928,171,4804,2,20,33,18.46,3758,2,20,35,38.46
1928,172,1996,1,10,34,999,5364,1,10,36,0
1930,2,5380,1,10,55,63.83,4551,1,10,57,62
1930,4,1487,2,20,48,20,3801,2,20,50,24.51
1930,5,5836,2,20,45,7.14,3485,2,20,46,1.26
1930,30,6138,1,10,25,10,5434,1,10,27,13.78
1930,32,5380,3,30,21,6,4551,3,30,22,0
1930,34,5836,3,30,12,0,3485,3,30,14,0
1930,35,5836,4,30,9,0,3485,4,30,11,0
1930,171,5380,2,20,53,0,4551,2,20,55,0
1930,172,5836,1,10,43,16,3485,1,10,45,27
1930,173,1487,1,10,46,19.23,3801,1,10,48,32.05
1931,2,1540,1,10,85,0,0,0,0,0,0
1932,1,317,1,10,72,0,3232,1,10,74,0
1932,2,317,2,20,67,0,3232,81,20,69,0
1932,3,6088,1,10,46,8.33,3714,1,10,48,8.89
1932,5,1542,1,10,41,14.9,3346,1,10,43,22.5
1932,31,317,3,60,23,999,3232,2,60,25,0
1932,32,6088,2,30,22,8,3714,2,30,24,8.89
1932,33,1542,3,30,18,18.18,3346,3,30,21,6.73
1932,34,6088,3,30,19,0,3714,3,30,21,7.27
1932,35,1542,4,30,7,0,3346,4,30,9,0
1932,173,1542,2,20,40,13.94,3346,2,20,42,16.18
1932,175,6088,0,0,0,0,3714,4,98,21,7.27
1932,177,317,4,65,2,0,3232,3,65,4,0
1933,2,4493,1,10,79,0,3114,1,10,81,0
1933,3,4493,2,30,50,0,3114,2,30,52,0
1934,2,254,1,10,74,0,0,0,0,0,0
1935,1,4538,1,10,68,0,5425,1,10,70,0
1935,2,4538,2,20,66,0,5425,2,20,68,0
1935,3,4541,1,10,38,32.05,6587,1,10,40,34.72
1935,4,4539,2,20,36,9.34,5873,2,20,38,999
1935,5,5732,1,10,34,30.77,6611,1,10,36,31.11
1935,170,4539,1,10,37,999,5873,1,10,39,999
1935,171,4541,2,20,31,24.04,6587,71,20,34,26
1935,172,4539,3,30,10,0,5873,3,30,12,0
1935,173,4539,4,30,7,0,5873,4,30,10,0
1936,1,4134,1,10,57,25,1942,1,10,59,27.83
1936,2,2331,2,20,55,13.61,1131,2,20,57,12.76
1936,30,2192,2,20,29,1.88,1238,2,20,31,0
1936,31,2331,3,30,23,0,1131,3,30,25,12.76
1936,32,2192,3,30,2,0,1238,3,30,4,0
1936,33,2192,4,30,1,0,1238,4,30,2,0
1936,171,2331,1,10,53,0,1131,1,10,55,0
1936,173,4134,2,20,44,10.16,1942,2,20,46,22.68
1936,174,2192,1,10,31,18.57,1238,1,10,33,17.65
1939,1,2649,1,10,57,19.93,5567,1,10,60,23.08
1939,2,2649,2,20,51,15.38,5567,2,20,54,22.16
1939,3,3706,1,10,31,13.46,4764,1,10,33,15.38
1939,30,4148,2,20,29,19.23,5604,2,20,32,18.27
1939,31,2649,51,30,21,0,6981,2,20,23,999
1939,32,2649,3,30,19,0,6768,1,10,21,7.81
1939,33,4148,3,30,1,0,5604,3,30,3,0
1939,34,4148,0,0,0,0,5604,4,30,1,0
1939,170,4148,1,10,35,3.85,5604,1,10,37,11.54
1939,171,3706,2,20,28,7.61,4764,2,20,30,11.54
1939,172,2649,0,0,0,0,6981,1,10,25,999
1940,1,2190,1,10,76,0,1380,1,10,78,0
1940,171,2190,2,20,54,3.54,1380,2,20,56,31.25
1945,2,2796,1,10,76,4.62,3759,1,10,78,5
1945,3,4147,1,10,45,12.5,3635,1,10,47,11.54
1945,21,3423,1,10,52,36.86,4648,1,10,54,17.31
1945,30,5553,1,10,26,9.62,4806,1,10,28,16.83
1945,31,5416,1,10,19,0,6492,1,10,21,8.15
1945,32,5553,3,30,3,0,4806,3,30,5,0
1945,33,5553,4,30,1,0,4806,4,30,3,0
1945,170,5552,1,10,52,19.62,6767,1,10,54,0
1945,171,4147,2,20,52,10.1,3635,2,20,54,12.02
1945,173,4147,3,33,29,999,3635,3,33,31,23.08
1945,176,3423,2,20,45,9.62,4648,2,20,47,0
1945,179,5553,2,20,26,12.99,4806,2,20,28,16.83
1945,180,5416,0,0,0,0,6492,2,98,21,0
1947,1,1488,1,10,66,50,2495,1,10,68,999
1947,2,1488,2,20,65,4.44,2495,2,20,67,999
1947,3,5281,2,20,38,47.62,1714,2,20,40,0
1947,4,6556,1,10,36,29.91,2016,1,10,38,37.83
1947,30,5281,3,30,8,0,1714,3,30,10,0
1947,31,6556,3,30,4,0,2016,3,30,6,0
1947,32,6556,4,30,3,0,2016,4,30,5,0
1947,33,5281,4,30,1,0,1714,4,30,2,0
1947,170,5281,1,10,41,45.92,1714,1,10,43,54.35
1947,171,6556,2,20,31,0,2016,2,20,33,0
1948,1,3814,1,10,75,0,5616,1,10,77,0
1948,2,3814,2,20,68,0,5616,2,20,71,0
1948,3,0,0,0,0,0,6724,2,20,49,999
1948,31,0,0,0,0,0,6724,3,30,18,0
1948,33,0,0,0,0,0,6724,4,30,15,0
1948,171,0,0,0,0,0,6724,1,10,49,999
1950,2,692,2,22,59,9.09,3102,2,20,61,5.71
1950,173,692,1,10,51,43.96,3102,1,10,54,45.71
1954,1,4152,1,10,60,9.38,1712,1,10,62,9.38
1954,2,4152,2,20,58,10.42,1712,2,20,60,10.42
1954,3,1118,1,10,36,14.42,1711,1,10,39,14.9
1954,4,5334,1,10,33,999,1713,1,10,35,6.16
1954,30,1118,3,30,12,0,1711,3,30,14,0
1954,31,1118,4,30,8,0,1711,4,30,10,0
1954,33,5334,4,30,5,0,1713,4,30,7,0
1954,34,1118,5,30,1,0,1711,5,30,4,0
1954,170,1118,2,20,31,20.71,1711,2,20,33,62.5
1954,171,5334,3,30,10,0,1713,3,30,12,0
1954,172,5334,2,22,31,6.76,1713,2,22,33,10.07
1955,1,4807,1,10,69,15,3172,1,10,71,11.54
1955,2,4807,2,20,60,0,3172,2,20,62,0
1955,3,3769,1,10,37,31.25,1645,1,10,39,40.82
1955,4,5978,2,20,35,999,2730,2,20,37,0
1955,5,5818,2,20,34,45,2304,2,20,36,0
1955,6,4807,3,30,31,35.83,3172,71,30,33,0
1955,30,3769,3,30,5,0,1645,3,30,7,0
1955,31,5978,0,0,0,0,2730,3,30,1,0
1955,170,3769,2,20,39,33.33,1645,2,20,41,20.41
1955,172,5818,1,10,33,17.5,2304,1,10,35,20.41
1955,173,5978,1,10,37,999,2730,1,10,39,999
1956,1,62,1,10,61,999,3827,1,10,63,999
1956,2,62,2,20,63,6.94,3827,2,20,65,3.27
1956,3,641,1,10,35,999,2319,1,10,37,35
1956,4,5329,2,20,33,67.71,5346,2,20,35,38.46
1956,5,3591,1,10,30,14,4862,1,10,33,26.92
1956,30,5329,3,30,4,0,5346,3,30,7,0
1956,31,5329,4,30,1,0,5346,4,30,3,0
1956,170,5329,1,10,33,20,5346,1,10,35,22.44
1956,171,3591,2,22,26,8.4,4862,2,20,28,11.54
1959,1,3921,1,10,70,50,1108,1,10,71,18.75
1959,2,3921,2,20,67,5.13,1108,2,20,69,4.38
1959,3,5631,1,10,45,20,4533,1,10,47,32.8
1959,4,4843,1,10,38,35.04,2344,1,10,40,45.35
1959,5,5479,2,20,34,19.62,2411,2,20,36,27.14
1959,30,5631,3,30,15,0,4533,3,30,17,0
1959,31,5631,4,30,12,0,4533,4,30,14,0
1959,32,4843,3,30,9,0,2344,3,30,11,0
1959,170,5631,2,20,50,0,4533,2,20,52,0
1959,171,4843,2,20,39,15,2344,2,20,41,7.64
1959,172,5479,1,10,39,33.14,2411,1,10,40,21
1960,1,2523,1,10,71,76.92,2769,1,10,73,21.63
1960,2,2733,1,10,70,0,1323,1,10,72,0
