ER30001,ER30002,ER33501,ER33502,ER33503,ER33504,ER33537O,ER33601,ER33602,ER33603,ER33604,ER33628O
4,1,3,1,10,76,0,0,0,0,0,0
4,2,3,81,20,75,0,0,0,0,0,0
4,3,2,1,10,47,9.8,96,1,10,49,1.13
4,4,6129,1,10,45,8.88,5987,1,10,47,16.03
4,5,6906,2,20,43,0,6872,2,20,45,0
4,6,4920,2,22,41,10,5599,2,22,43,9.38
4,7,6944,1,10,39,14.71,7091,1,10,41,20
4,8,3818,1,10,34,11.54,5964,1,10,36,14
4,31,1702,1,10,25,0,285,2,20,27,0
4,33,2,4,30,24,7.35,5479,1,10,26,12.5
4,34,5478,1,10,23,3,5665,1,10,25,8.71
4,35,2471,1,10,22,8,6754,1,10,24,11.9
4,36,6965,1,10,20,10,7308,2,20,22,12
4,37,3818,4,30,12,0,5964,4,30,14,0
4,38,6944,2,30,12,0,7091,2,30,14,0
4,39,2,3,60,8,0,96,3,60,10,0
4,41,1702,2,30,6,0,285,3,30,8,0
4,42,1702,3,30,2,0,285,4,30,4,0
4,43,6965,2,30,3,0,7308,3,33,5,0
4,44,3818,0,0,0,0,5964,5,60,1,0
4,172,2122,1,10,50,20,0,0,0,0,0
4,173,2,2,20,45,7.5,96,2,20,47,4.93
4,175,2560,1,10,39,19.68,6522,1,10,41,19.79
4,179,3818,2,20,32,6.15,5964,2,20,35,0
4,180,3818,3,30,14,0,5964,3,30,17,0
4,186,6906,1,10,55,31.25,6872,1,10,57,0
4,187,6906,3,30,11,0,6872,3,30,13,0
4,188,4920,1,10,41,33.33,5599,1,10,43,36.46
4,190,6965,71,10,24,0,5480,1,10,26,12
4,191,5478,2,88,20,0,5665,71,88,22,0
4,192,6906,0,0,0,0,6872,4,50,87,0
4,193,6965,0,0,0,0,7308,1,10,31,999
4,194,2,0,0,0,0,5479,2,20,20,0
4,195,1702,0,0,0,0,285,1,10,28,0
5,2,376,1,10,53,0,444,1,10,55,0
5,3,379,1,10,36,13.33,1448,1,10,38,18.67
5,4,374,1,10,33,1.33,443,2,20,35,4.81
5,5,4588,1,10,32,11.4,444,2,30,34,0
5,31,379,3,30,15,0,1448,3,30,17,0
5,32,379,4,30,14,0,1448,4,30,16,0
5,33,4588,5,30,4,0,444,3,60,6,0
5,170,379,2,20,34,8.89,1448,2,20,36,7.29
5,171,374,71,10,52,0,0,0,0,0,0
5,172,4588,2,20,35,8.85,279,2,22,37,4.93
5,173,4588,3,33,15,0,279,3,35,17,0
5,174,4588,4,33,11,0,279,4,35,13,0
5,175,374,2,88,22,0,443,1,10,24,999
5,176,4588,0,0,0,0,279,1,10,29,999
6,1,244,1,10,76,100,129,1,10,78,0
6,2,244,2,20,77,0,129,2,20,79,0
6,4,286,2,20,50,7.65,263,2,20,52,6.69
6,6,5379,1,10,44,81.63,6438,1,10,46,24.04
6,30,245,2,20,26,19.23,1932,2,20,28,20
6,31,286,51,30,24,9.38,263,3,30,26,0
6,32,5379,3,30,18,0,6438,51,30,20,0
6,33,5379,4,30,16,0,6438,52,30,19,0
6,34,5379,5,30,14,0,6438,3,30,17,0
6,170,286,1,10,54,13.46,263,1,10,56,11.54
6,172,5379,2,20,43,51.02,6438,2,20,46,10.99
6,174,245,1,10,25,9.62,1932,1,10,27,36.06
7,2,2218,1,10,73,0,3074,1,10,75,0
7,3,6278,1,10,45,0,3133,1,10,47,0
7,4,2579,1,10,43,4.85,3198,1,10,45,4.26
7,5,2670,1,10,41,0,4672,1,10,43,0
7,30,4983,2,20,27,0,3325,2,20,29,0
7,31,6278,3,30,25,999,6030,1,10,27,8
7,32,6695,1,10,24,5,6030,5,40,26,999
7,33,6377,2,20,25,0.48,4671,2,20,27,0
7,34,2216,1,10,24,0,3075,1,10,26,0
7,35,6313,1,10,23,4.62,3327,1,10,24,999
7,36,2670,3,30,18,0,7255,2,20,20,12.22
7,37,2579,2,30,18,0,3198,2,30,20,10
7,38,2670,4,30,15,0,2945,2,30,17,0
7,39,2670,5,30,11,0,2945,3,30,13,0
7,40,2670,6,30,9,0,2945,4,30,11,0
7,41,4983,3,30,8,0,3325,3,30,10,0
7,42,2670,7,30,7,0,2945,5,30,9,0
7,43,4983,4,30,7,0,3325,4,30,9,0
7,44,4983,5,30,6,0,3325,5,30,8,0
7,45,6278,5,60,6,0,6030,3,30,8,0
7,46,2216,2,30,5,0,3075,2,30,7,0
7,47,2216,3,30,3,0,3075,3,30,5,0
7,48,2216,4,30,2,0,3075,4,30,4,0
7,49,6278,6,60,1,0,6030,4,30,2,0
7,50,2670,0,0,0,0,7255,3,30,1,0
7,170,6278,2,20,45,999,3133,2,20,47,10.02
7,171,2670,2,20,43,0,2945,1,10,45,0
7,175,6278,4,37,25,0,6030,2,20,28,0
7,180,6695,2,22,36,999,6030,71,22,37,0
7,181,6695,3,35,9,0,6030,72,35,11,0
7,182,6313,2,22,20,0,3327,2,20,22,0
7,183,6695,4,35,17,0,6030,73,35,19,0
7,184,6377,1,10,29,999,4671,1,10,31,999
7,185,4983,1,10,27,999,3325,1,10,29,0
7,186,2670,0,0,0,0,4672,2,88,20,999
7,187,2670,0,0,0,0,7255,1,10,26,9.62
10,1,2296,81,10,86,0,0,0,0,0,0
10,3,2296,1,10,55,0,256,1,10,57,0
10,6,1577,1,10,35,10.8,257,1,10,37,10.71
10,7,1578,1,10,33,0,1922,1,10,35,9.13
10,21,0,0,0,0,0,42,1,10,54,8.17
10,30,990,1,10,28,25.96,732,1,10,30,32.69
10,31,0,0,0,0,0,7028,1,10,25,5.19
10,32,1577,2,30,11,0,257,2,30,13,0
10,33,1389,2,30,8,0,5332,2,30,11,0
10,34,1577,3,30,8,0,257,3,30,10,0
10,35,1577,4,30,6,0,257,4,30,8,0
10,171,4558,2,20,53,0,0,0,0,0,0
10,172,0,0,0,0,0,7028,2,40,33,7.5
10,176,4557,1,10,37,8.65,3227,1,10,39,7.69
10,177,1389,1,10,35,999,5332,1,10,37,0
10,180,4558,1,10,999,0,0,0,0,0,0
11,2,804,1,10,80,0,302,1,10,82,0
11,3,2627,1,10,46,999,492,1,10,48,999
11,21,804,2,30,49,999,302,2,30,51,999
13,1,64,1,10,70,0,311,1,10,72,0
13,2,64,2,20,68,0,311,2,20,70,0
13,3,2268,2,20,47,0,2002,2,20,49,0
13,4,506,2,22,48,15.02,1589,2,20,50,18.02
13,30,5089,2,20,21,4.17,424,2,20,23,11.11
13,31,2268,3,30,16,0,2002,3,30,18,1.07
13,170,2268,1,10,50,49.73,2002,1,10,53,50.37
13,176,506,1,10,45,24.04,1589,1,10,47,25.64
13,178,5089,1,10,24,999,424,1,10,26,22.89
14,1,192,1,10,71,0,259,1,10,73,0
14,2,193,1,10,46,999,7248,1,10,49,5.66
14,3,669,2,20,42,22.14,190,2,20,44,24.04
14,4,1579,1,10,35,22.11,260,1,10,37,24.79
14,30,1579,3,30,13,0,260,3,30,15,0
14,31,1579,4,30,11,0,260,4,30,13,0
14,32,669,3,30,6,0,190,3,30,8,0
14,33,669,4,30,4,0,190,4,30,6,0
14,172,1579,2,20,32,0,260,2,20,34,0
14,173,669,1,10,37,16.36,190,1,10,39,21.86
16,2,31,1,10,61,0,416,1,10,63,0
16,3,3664,2,20,37,2.4,848,2,20,39,6.41
16,4,754,2,20,32,10.58,770,2,20,34,12.82
16,30,3664,3,30,19,0,3195,2,20,21,2.56
16,32,3664,4,30,15,0,848,3,30,17,0
16,33,754,3,30,4,0,770,4,30,6,0
16,34,754,4,30,1,0,770,3,30,2,0
16,35,3664,0,0,0,0,3195,3,30,1,0
16,170,3664,1,10,41,12.02,848,1,10,43,3.37
16,172,754,1,10,40,10.58,770,1,10,42,9.62
16,173,3664,0,0,0,0,3195,1,10,27,5.13
17,1,4163,1,10,89,0,1062,1,10,90,0
18,2,1547,1,10,77,0,1977,1,10,79,0
18,3,4612,1,10,42,24,3258,1,10,44,12.29
18,4,2070,1,10,45,17.31,2799,1,10,47,13.85
18,5,1548,1,10,46,0,2335,1,10,48,17.5
18,21,1741,1,10,51,16.83,3310,1,10,54,21.94
18,30,2150,1,10,26,9.94,4920,1,10,28,999
18,31,2069,2,20,26,0,2802,2,20,28,0
18,35,2149,1,10,25,50,3313,1,10,27,11.57
18,36,2070,51,30,18,0,2799,3,30,21,0
18,37,4157,4,33,18,0,5798,1,10,20,0
18,38,4157,3,33,13,0,2801,3,33,15,0
18,39,2069,3,30,4,0,2802,3,30,6,0
18,40,2069,4,30,4,0,2802,4,30,6,0
18,41,2149,4,30,3,0,3313,4,30,5,0
18,42,2069,5,30,1,0,2802,5,30,3,0
18,43,2070,0,0,0,0,2799,4,60,1,0
18,44,2150,0,0,0,0,4920,3,30,1,0
18,45,2149,0,0,0,0,3313,5,30,1,0
18,170,4157,2,20,44,21.63,2801,2,20,46,12.5
18,172,2070,2,20,45,15.31,2799,2,20,47,20.63
18,173,1741,2,20,51,0,3310,2,20,53,0
18,181,1741,3,38,17,0,3310,71,38,19,0
18,183,2069,1,10,27,13.46,2802,1,10,29,15
18,184,2150,2,20,29,12.5,4920,2,20,32,999
18,185,2149,2,20,24,41.67,3313,2,20,26,0
18,186,2149,3,33,5,0,3313,3,33,7,0
18,187,1741,71,38,14,0,0,0,0,0,0
18,188,1741,72,38,17,0,0,0,0,0,0
18,189,1741,4,38,4,0,3310,3,30,6,0
18,190,4612,2,22,40,12.5,3258,71,22,41,0
18,191,4612,71,35,9,0,0,0,0,0,0
18,192,4612,72,35,12,0,0,0,0,0,0
18,193,4157,1,10,34,21.63,2801,1,10,36,28.85
18,194,4157,71,33,4,0,2801,4,30,6,0
18,195,1741,0,0,0,0,3310,4,38,11,0
18,196,1741,0,0,0,0,3310,5,38,12,0
18,197,4157,0,0,0,0,5798,2,88,31,0
19,1,630,1,10,71,0,941,81,10,72,0
19,2,630,2,20,65,15.38,941,1,10,68,18.41
19,3,629,1,10,47,6.25,581,1,10,49,14.58
19,30,630,4,60,16,0,941,2,60,18,0
19,171,630,3,60,17,0,941,51,60,19,0
22,2,127,1,10,66,0,1470,1,10,68,0
22,3,702,2,20,41,4.88,6375,2,20,44,5.98
22,4,3056,1,10,34,7.5,6769,1,10,36,8.65
22,30,702,3,30,10,0,6375,3,30,12,0
22,31,547,2,30,9,0,6376,2,30,11,0
22,32,3056,0,0,0,0,6769,4,30,1,0
22,173,547,1,10,33,11.54,6376,1,10,36,14.9
22,174,702,1,10,36,4.8,6375,1,10,39,6.73
22,175,3056,2,20,25,16.03,6769,2,20,28,17.31
22,176,3056,3,30,7,0,6769,3,30,9,0
23,3,112,1,10,48,25.04,161,1,10,50,30
23,30,1494,1,10,29,12.8,1358,1,10,31,23.61
23,31,4375,1,10,28,0,6289,1,10,30,10
23,177,4375,71,22,23,0,0,0,0,0,0
33,2,1105,1,10,79,5,40,1,10,81,0
36,1,4934,1,10,72,0,764,1,10,74,0
37,1,3397,1,10,52,24,545,1,10,54,6.92
37,2,3397,2,20,52,14.71,545,2,20,54,20.41
37,31,3397,51,30,21,9,545,51,30,23,0
38,1,5431,1,10,53,13.61,167,1,10,55,12
38,2,5431,2,20,52,9.8,167,2,20,54,14
39,1,1019,1,10,53,999,1642,1,10,56,999
39,2,1019,2,20,51,2.53,1642,2,20,53,999
39,3,6120,1,10,32,17.19,3820,1,10,34,25.53
39,30,1020,1,10,28,16.25,2120,1,10,30,15.74
39,31,1020,3,30,3,0,2120,3,30,6,0
39,32,911,0,0,0,0,2297,3,30,1,0
39,33,1020,0,0,0,0,2120,4,30,1,0
39,170,6120,71,10,37,0,0,0,0,0,0
39,171,1018,1,10,27,24,2436,1,10,29,69.44
39,172,911,1,10,29,8.65,2297,2,20,31,6.33
39,174,1020,2,20,26,0,2120,2,20,29,5.83
39,175,911,0,0,0,0,2297,1,10,35,0
40,1,35,1,10,66,0,82,1,10,68,5.36
40,2,35,2,20,65,0,82,2,20,67,0
40,3,5428,1,10,38,14,7181,1,10,41,17.01
40,4,855,2,22,37,5.77,83,2,22,39,5.77
40,5,962,1,10,36,11.26,6930,1,10,39,30
40,30,36,2,20,27,6.04,3790,1,10,29,999
40,31,854,2,30,18,0,6959,2,20,21,4.8
40,32,5428,3,30,17,0,7181,3,30,20,6
40,33,854,4,30,17,0,7183,1,10,20,0
40,34,5428,4,30,16,0,7181,4,30,18,9.52
40,35,854,3,30,13,0,5975,2,60,15,0
40,36,5428,5,30,12,0,7181,5,30,15,0
40,37,36,3,33,8,0,3790,3,30,10,0
40,38,36,4,33,6,0,3790,4,30,9,0
40,39,36,5,30,3,0,3790,5,30,5,0
40,40,854,5,60,1,0,7183,2,30,3,0
40,41,854,0,0,0,0,7183,3,30,2,0
40,170,5428,2,20,38,7.5,7181,2,20,40,10
40,171,854,1,10,37,10.42,5975,51,10,39,0
40,173,36,1,10,28,10.06,6968,1,10,31,21.89
40,174,855,1,10,26,8.01,83,1,10,28,999
40,175,962,0,0,0,0,6930,2,98,49,0
40,176,962,0,0,0,0,6930,3,30,6,0
40,177,36,0,0,0,0,3790,2,88,30,0
40,178,854,0,0,0,0,5975,1,10,64,22.5
40,179,36,0,0,0,0,6968,2,88,33,0
40,180,36,0,0,0,0,6968,3,83,12,0
40,181,854,0,0,0,0,6959,1,10,24,12.44
40,186,854,0,0,0,0,7183,4,30,1,0
41,2,1429,1,10,61,0,293,1,10,63,0
41,3,4037,81,10,44,0,0,0,0,0,0
41,4,1329,1,10,43,20.77,4528,1,10,45,18.52
41,5,2129,2,20,40,0,228,2,20,42,0
41,7,2478,2,20,37,2.4,294,2,20,39,9.23
41,8,2648,2,20,36,0,3184,1,10,38,0
41,30,4037,1,10,21,0,7082,2,20,23,6.54
41,31,6981,3,33,19,0,7359,1,10,22,999
41,32,1429,0,0,0,0,3983,3,30,1,0
41,170,6981,2,20,44,9.62,6980,2,20,46,13.46
41,177,1429,71,60,22,0,3983,2,20,25,0
41,178,6981,1,10,65,13.46,6980,1,10,68,8.65
41,179,1329,2,20,40,15.87,4528,2,20,42,17.14
41,180,1329,3,30,18,4.81,4528,3,30,20,7.69
41,181,1329,4,30,15,0,4528,4,30,18,4.36
41,182,2478,1,10,38,8.46,294,1,10,40,11.15
41,183,2478,3,30,20,5.13,294,3,30,22,0
41,184,2478,4,30,18,0,294,4,30,20,5.1
41,185,2648,1,10,39,0,3184,71,10,41,0
41,186,2648,3,33,16,0,3184,2,30,18,0
41,187,2648,4,33,14,0,3184,3,30,17,0
41,191,2129,1,10,44,0,228,1,10,46,0
41,192,4037,0,0,0,0,7082,1,10,25,4.81
41,193,1429,0,0,0,0,3983,1,10,38,0
41,194,6981,0,0,0,0,7359,2,20,21,8
45,3,219,2,20,43,5.77,1505,2,20,45,1.33
45,30,5973,2,22,25,5.39,1709,2,20,27,7.35
45,31,554,1,10,21,5.34,1506,1,10,23,17.16
45,32,375,3,60,7,0,1449,3,60,9,0
45,33,6864,3,97,6,0,1710,3,97,7,0
45,34,5973,3,35,3,0,1709,3,33,5,0
45,173,219,1,10,43,5.77,1505,1,10,45,9.53
45,178,375,1,10,44,8.71,1449,1,10,46,12.22
45,179,375,2,20,45,4.69,1449,2,20,47,0
45,180,6864,1,10,46,13,1710,1,10,48,11.54
45,181,6864,2,22,47,5.19,1710,2,22,49,4.29
45,182,219,81,50,59,0,0,0,0,0,0
45,183,554,71,88,24,5.53,0,0,0,0,0
45,184,5973,1,10,31,16.34,1709,1,10,33,14.71
45,185,554,0,0,0,0,1506,2,98,29,7.35
46,2,162,2,20,80,0,0,0,0,0,0
46,3,307,2,20,43,0,97,2,20,45,0
46,30,570,2,20,20,0,221,2,20,22,8.33
46,171,307,1,10,38,13.94,97,1,10,41,15
46,172,162,1,10,41,0,0,0,0,0,0
46,174,570,1,10,19,4.76,221,1,10,21,14.4
47,1,1675,1,10,63,13.46,655,1,10,65,18.58
47,2,1675,2,20,61,6.41,655,2,20,63,9.23
47,4,2747,2,20,38,999,323,2,20,40,4.38
47,5,5748,1,10,34,45,4003,1,10,36,999
47,31,115,2,20,28,12.02,4285,2,20,30,16.03
47,32,1842,2,20,26,14.77,2576,2,20,28,18.23
47,33,2987,2,22,23,7.2,3508,2,20,25,999
47,34,2747,3,30,11,0,323,3,30,13,0
47,35,115,3,30,10,0,4285,3,30,12,0
47,36,2747,4,30,8,0,323,4,30,10,0
47,37,4580,3,30,8,0,5744,3,35,10,0
47,38,4580,4,30,6,0,5744,4,35,8,0
47,39,115,4,30,2,0,4285,4,30,5,0
47,40,1842,3,30,2,0,2576,3,30,4,0
47,41,115,5,30,1,0,4285,5,30,2,0
47,42,2987,0,0,0,0,3508,3,30,1,0
47,43,1842,0,0,0,0,2576,4,30,1,0
47,170,2747,1,10,38,5.77,323,1,10,40,8.17
47,173,4580,1,10,30,111.11,5744,2,22,32,13.74
47,174,115,1,10,30,9.62,4285,1,10,33,9.62
47,175,2987,1,10,27,10.53,3508,1,10,29,999
47,176,1842,1,10,29,14.29,2576,1,10,31,20.19
47,177,4580,2,88,33,0,5744,1,10,35,22.44
47,178,4580,0,0,0,0,5744,5,30,16,0
47,179,4580,0,0,0,0,5744,6,30,14,0
47,180,4580,0,0,0,0,5744,7,30,11,0
50,1,5118,1,10,64,0,1503,1,10,65,7.69
50,2,5118,2,20,58,25.51,1503,2,20,60,13.33
50,3,5529,1,10,39,10.68,972,1,10,41,12.5
50,4,5115,1,10,35,4.91,3341,1,10,37,7.45
50,5,5220,2,20,37,29.41,3800,2,20,39,21
50,30,5672,1,10,25,12.5,3914,1,10,27,14
50,31,6448,1,10,21,999,1768,1,10,23,7.35
50,32,5529,3,30,10,0,972,3,30,12,0
50,33,5529,4,30,8,0,972,4,30,10,0
50,34,5220,3,30,6,0,3800,3,30,8,0
50,35,5220,4,30,4,0,3800,4,30,6,0
50,170,5220,1,10,39,18.57,3800,1,10,41,24.33
50,171,5529,2,20,38,13.14,972,2,20,40,14.29
50,172,5115,2,20,37,10,3341,2,20,39,9.5
50,174,5115,3,30,11,0,3341,3,30,13,0
50,175,5115,4,30,9,0,3341,4,30,11,0
50,176,6448,0,0,0,0,1768,2,88,26,0
51,1,296,1,10,57,14.42,4364,1,10,59,23.21
51,2,296,2,20,55,3.21,4364,2,20,58,0
51,30,113,2,20,28,0,4716,2,20,30,0
51,31,113,3,30,10,0,4716,3,30,12,0
51,32,113,4,30,2,0,4716,4,30,4,0
51,33,113,0,0,0,0,4716,5,30,1,0
51,171,113,1,10,31,11.18,4716,1,10,33,25
53,1,129,1,10,64,16.67,394,1,10,66,0
53,2,129,2,20,60,14.61,394,2,20,62,23.81
53,3,1606,1,10,41,8,1516,1,10,43,12.31
53,4,703,2,20,40,7.21,466,2,20,42,9.62
53,5,3537,1,10,39,11.86,6710,1,10,41,13.46
53,6,461,2,20,39,8.16,1096,2,20,41,0
53,7,2330,1,10,38,999,2024,1,10,40,5.38
53,8,2758,1,10,37,11.11,6424,1,10,39,15.28
53,9,3934,1,10,34,4.58,1878,1,10,36,6.06
53,10,217,1,10,31,10.63,1161,1,10,34,9.03
53,30,2328,1,10,20,8.65,5478,1,10,22,8.46
53,31,2855,1,10,18,5.63,2457,1,10,20,9.29
53,33,2543,1,10,18,9.62,467,1,10,20,4.81
53,34,3333,2,30,15,0,5663,3,33,18,0
53,35,461,3,33,14,0,1096,3,33,16,0
53,36,703,3,30,12,0,466,3,30,14,0
53,38,3934,3,30,10,0,1878,3,30,12,0
53,40,3934,4,30,7,0,1878,4,30,9,0
53,41,3333,3,30,6,0,5663,4,33,9,0
53,42,217,4,30,5,0,1161,4,30,8,0
53,43,461,0,0,0,0,1096,4,30,1,0
53,170,3333,1,10,39,5.39,5663,2,20,42,7.21
53,173,703,1,10,40,12.02,466,1,10,42,14.42
53,187,3537,2,20,39,8.01,6710,2,20,42,8.79
53,189,3537,3,33,18,0,6710,71,33,20,0
53,190,2758,2,20,49,0,6424,2,20,51,0
53,191,217,2,22,30,8.13,1161,2,22,33,5.29
53,192,217,3,35,11,0,1161,3,35,13,0
53,194,3934,2,22,33,10.42,1878,2,22,35,0
53,196,3537,4,33,19,0,6710,72,33,21,0
53,198,3934,5,35,11,0,1878,5,35,13,0
53,199,3934,6,35,12,0,1878,6,35,14,0
53,200,3934,7,35,10,0,1878,7,35,11,0
53,201,2330,2,22,47,999,2024,2,20,49,3.85
53,202,2328,2,22,44,999,5478,2,20,47,0
53,203,2328,3,35,19,0,5478,71,33,21,21.15
53,204,2328,4,35,17,0,5478,72,33,19,10.58
53,205,2328,5,30,2,0,5478,3,30,4,0
53,206,461,1,10,50,999,1096,1,10,52,28.85
53,207,1606,2,20,45,0,1516,2,20,47,11.06
53,208,1606,3,33,17,0,1516,71,33,19,0
53,209,2543,2,88,15,0,467,71,88,17,0
53,210,2855,2,20,17,0,2457,2,20,20,7.14
53,211,3537,0,0,0,0,6710,3,30,2,0
53,212,3333,0,0,0,0,5663,1,10,34,8.55
53,213,3333,0,0,0,0,5663,5,30,11,0
53,214,3333,0,0,0,0,5663,6,30,9,0
56,2,460,1,10,92,0,0,0,0,0,0
57,1,45,1,10,66,0,403,1,10,68,0
57,2,45,2,20,62,0,403,2,20,64,0
57,3,6869,1,10,41,0,1467,1,10,42,0
57,5,0,0,0,0,0,1467,2,40,36,999
57,30,6869,2,30,23,0,5314,2,22,24,999
57,32,0,0,0,0,0,1467,3,70,9,0
57,33,6869,3,60,6,0,5314,3,35,8,0
57,178,6869,4,98,37,0,5314,1,10,39,999
60,2,428,2,20,52,8.67,1175,2,20,54,11.5
60,22,5424,1,10,50,18.18,6082,1,10,52,19.23
60,30,2702,2,20,28,999,229,2,20,30,12.31
60,31,2701,1,10,23,11.76,7241,1,10,25,16.83
60,32,2596,2,20,28,0,704,2,20,30,0
60,33,3667,2,30,21,7,1174,2,30,23,5.83
60,34,2700,1,10,23,5.33,703,1,10,25,0
60,35,428,3,30,19,0,1175,71,30,21,999
60,36,2596,3,30,7,0,704,3,30,9,0
60,37,2596,4,30,3,0,704,4,30,5,0
60,38,2596,5,30,1,0,704,5,30,2,0
60,39,2596,0,0,0,0,704,6,30,1,0
60,40,2702,0,0,0,0,229,3,30,1,0
60,170,3667,1,10,50,14.67,1174,1,10,52,16.48
60,172,428,1,10,53,35.31,1175,1,10,55,31.37
60,177,5424,2,20,48,11.11,6082,2,20,50,7.69
60,181,2596,1,10,28,42.5,704,1,10,30,20.03
60,182,2702,1,10,37,17.5,229,1,10,39,2.99
60,183,2701,2,20,26,13.33,7241,71,20,28,0
61,2,11,1,10,73,0,402,1,10,75,0
61,3,10,1,10,48,12.92,1468,1,10,50,23.86
61,4,1433,1,10,46,23.46,936,1,10,48,30.77
61,5,406,2,20,42,13.64,2206,2,20,44,12.22
61,30,1433,3,30,20,2.22,2564,1,10,22,1.28
61,31,1433,4,30,17,0,936,51,30,19,0
61,32,406,3,30,10,0,2206,3,30,12,0
61,33,406,4,30,8,0,2206,4,30,11,0
61,34,406,5,30,6,0,2206,5,30,8,0
61,35,10,3,30,2,0,1468,3,30,4,0
61,36,10,4,30,1,0,1468,4,30,3,0
61,170,1433,2,20,47,20,936,2,20,49,24.69
61,171,406,1,10,41,22.92,2206,1,10,43,23.74
61,172,10,2,20,35,0,1468,2,20,37,6.67
63,2,1919,1,10,74,0,2394,1,10,76,0
64,1,3319,81,10,91,0,0,0,0,0,0
64,2,3319,1,10,87,0,7156,1,10,90,0
65,1,5185,1,10,77,0,5872,1,10,79,0
65,170,5185,2,70,42,999,5872,71,70,44,999
66,1,30,1,10,84,0,7,1,10,86,0
68,2,32,1,10,61,11.54,306,1,10,63,0
68,3,266,1,10,32,13.2,1189,1,10,34,14.42
68,30,266,3,30,5,0,1189,3,30,8,0
68,31,266,0,0,0,0,1189,4,30,1,0
68,175,266,2,20,29,0,1189,2,20,31,9.62
75,1,419,1,10,68,999,237,1,10,70,0
75,2,419,2,20,65,0,237,2,20,67,0
75,5,2589,1,10,36,19.74,768,1,10,38,24.77
75,30,3180,2,20,30,12.24,1412,2,20,32,11
75,171,3180,1,10,39,11.22,1412,1,10,41,14
79,2,1230,1,10,77,0,131,1,10,79,0
79,3,3679,2,20,45,999,6392,2,20,47,71.9
79,30,3679,51,33,22,0,6392,51,33,24,0
79,31,5796,1,10,18,7,2493,1,10,20,8.89
79,32,3679,3,30,12,0,6392,3,30,15,0
79,171,3679,1,10,45,999,6392,1,10,48,26.96
80,2,3385,2,20,72,0,2529,1,10,74,0
80,3,3384,1,10,40,16.35,1608,1,10,42,18.13
80,170,3385,1,10,82,0,2529,71,10,84,0
84,1,201,1,10,66,0,262,1,10,68,0
84,2,3517,1,10,63,0,1324,1,10,65,0
84,3,5588,1,10,42,19.61,6937,1,10,44,17.65
84,4,98,2,20,40,0,326,2,20,43,0
84,5,4177,1,10,35,14.88,6010,1,10,37,63.19
84,6,6089,1,10,33,6.88,5765,1,10,35,7.44
84,30,6090,1,10,22,6.86,328,1,10,24,13.46
84,31,5588,3,30,18,0,7289,2,20,21,7.69
84,32,5588,4,30,15,0,6937,3,30,17,0
84,33,201,2,30,10,0,262,3,30,12,0
84,34,2183,3,35,8,0,6941,2,30,11,0
84,35,2183,4,35,6,0,6941,3,30,9,0
84,36,4177,2,30,3,0,6010,2,30,5,0
84,170,5588,2,20,41,6.54,6937,2,20,44,9.31
84,171,98,1,10,48,20.98,326,1,10,50,0
84,172,0,0,0,0,0,262,2,22,50,19.23
84,174,98,3,30,23,7.5,326,71,30,25,999
84,175,98,4,30,23,0,326,72,30,25,999
84,177,2183,2,22,35,6.25,6941,1,10,38,10
84,178,2183,1,10,37,6.25,6941,71,10,39,0
84,179,6089,2,88,37,0,5765,2,22,39,7.44
84,180,6089,3,83,12,0,5765,3,35,14,0
84,181,6089,4,83,10,0,5765,4,35,12,0
84,182,6090,0,0,0,0,328,2,20,22,0
84,183,5588,0,0,0,0,7289,1,10,25,16.35
85,1,2408,1,10,61,116.67,2985,1,10,63,46.32
85,30,5375,1,10,25,36.8,2710,1,10,27,14.71
85,31,2408,51,30,23,0,5430,2,20,25,10.1
85,170,2408,2,20,48,0,2985,2,20,50,0
85,172,5375,0,0,0,0,2710,2,20,28,12.25
85,173,2408,0,0,0,0,5430,1,10,26,14.42
87,1,6429,1,10,62,0,914,1,10,63,45
87,172,6429,2,20,59,0,914,2,20,61,0
88,1,2116,1,10,73,3.85,811,1,10,75,4.08
88,2,2116,2,20,68,31.25,811,2,20,70,0
88,3,253,1,10,46,32,1839,2,20,48,19.23
88,4,2788,1,10,44,11.64,6421,1,10,46,15.73
88,5,3813,1,10,40,36.06,6646,1,10,43,40.87
88,30,6145,2,20,21,0,0,0,0,0,0
88,31,253,2,30,18,1.33,1839,51,30,20,2.67
88,32,253,3,30,16,0,1839,52,30,18,3.13
88,33,253,4,30,15,0,1839,3,33,17,0
88,34,2788,5,30,13,0,6421,5,30,16,0
88,35,3813,3,30,11,0,6646,3,30,14,0
88,36,3813,4,30,10,0,6646,4,30,12,0
88,170,3170,1,10,51,999,4621,1,10,53,144.68
88,171,4875,2,20,47,14.1,1051,1,10,49,12.82
88,174,3813,2,20,35,0,6646,2,20,37,0
88,178,4875,1,10,30,999,1051,71,10,32,0
88,179,2788,2,20,40,6,6421,2,20,42,12.5
88,180,2788,3,33,17,0,6421,3,33,19,0
88,181,2788,4,33,15,0,6421,4,33,17,0
88,182,3170,2,20,38,999,4621,2,20,41,0
88,183,3170,3,33,11,0,4621,3,33,13,0
88,184,4875,3,47,46,0,1051,72,47,48,3.56
88,185,4875,4,71,4,0,1051,73,71,6,0
88,186,6145,1,10,23,5,0,0,0,0,0
88,187,253,0,0,0,0,1839,1,10,52,0
89,1,1067,1,10,70,0,101,1,10,72,4.63
89,2,1067,2,20,67,0,101,2,20,69,0
