age,p1_wealth,p2_wealth,p3_wealth,p4_wealth,p5_wealth,p6_wealth,p7_wealth,p8_wealth,p9_wealth,p10_wealth,p11_wealth,p12_wealth,p13_wealth,p14_wealth,p15_wealth,p16_wealth,p17_wealth,p18_wealth,p19_wealth,p20_wealth,p21_wealth,p22_wealth,p23_wealth,p24_wealth,p25_wealth,p26_wealth,p27_wealth,p28_wealth,p29_wealth,p30_wealth,p31_wealth,p32_wealth,p33_wealth,p34_wealth,p35_wealth,p36_wealth,p37_wealth,p38_wealth,p39_wealth,p40_wealth,p41_wealth,p42_wealth,p43_wealth,p44_wealth,p45_wealth,p46_wealth,p47_wealth,p48_wealth,p49_wealth,p50_wealth,p51_wealth,p52_wealth,p53_wealth,p54_wealth,p55_wealth,p56_wealth,p57_wealth,p58_wealth,p59_wealth,p60_wealth,p61_wealth,p62_wealth,p63_wealth,p64_wealth,p65_wealth,p66_wealth,p67_wealth,p68_wealth,p69_wealth,p70_wealth,p71_wealth,p72_wealth,p73_wealth,p74_wealth,p75_wealth,p76_wealth,p77_wealth,p78_wealth,p79_wealth,p80_wealth,p81_wealth,p82_wealth,p83_wealth,p84_wealth,p85_wealth,p86_wealth,p87_wealth,p88_wealth,p89_wealth,p90_wealth,p91_wealth,p92_wealth,p93_wealth,p94_wealth,p95_wealth,p96_wealth,p97_wealth,p98_wealth,p99_wealth,num_obs
38.00000,-55170.89776,-50638.07969,-36100.00000,-31293.51621,-23825.72175,-15164.49501,-11587.25016,-9644.19015,-5701.42145,-2245.59112,-1300.00000,0.00000,0.00000,112.27956,214.33915,1200.00000,2000.00000,2755.00000,3400.00000,3700.00000,4020.00000,4210.48334,5000.00000,5251.30923,6200.00000,7073.19202,7900.00000,9377.33791,9992.88047,11559.00000,12420.00000,13503.36658,14820.90137,15754.99938,16611.28429,18325.99751,21000.00000,22344.85661,23650.00000,26256.54613,27435.41147,28370.00000,30001.00000,33008.22943,36603.13521,38581.04738,39970.00000,41383.53180,42707.07606,45125.15349,47261.78304,49726.68329,53584.78803,56577.66819,57823.97126,63700.00000,66445.13716,70320.68583,72232.29426,73861.27182,75543.83416,78427.26976,84827.20444,86623.67734,91700.00000,97510.00000,107008.82170,115423.38341,117365.81973,126202.22077,128870.00000,132837.94252,144166.94971,151001.93267,158314.17374,171563.16133,188573.51404,208476.97631,219161.78304,222425.80013,241774.56359,252292.16199,270067.33167,299538.96509,316410.00000,343687.72044,352287.83042,475940.08728,496000.00000,513229.84977,520800.00000,592900.00000,793030.50294,882550.99282,1014000.00000,1177686.47132,1258766.10059,1751901.05985,2651836.14090,1385.00000
39.00000,-85627.41958,-61787.43958,-36277.52449,-31089.89401,-22770.00000,-15360.00000,-7460.00000,-4828.02090,-3350.00000,-2245.59112,-1122.79556,0.00000,0.00000,100.00000,224.55911,336.83867,610.00000,1286.03491,2178.22338,3000.74813,4000.00000,4897.64963,6645.58541,7223.22943,9725.00000,10800.00000,12058.82430,13600.00000,14210.68579,14950.00000,16089.66035,16720.00000,17790.14963,20308.63466,22291.27182,24435.73504,25806.43392,30136.08479,34101.35910,36000.00000,37838.21032,39297.84455,42117.64339,45064.80673,51610.00000,53300.00000,54610.00000,58300.00000,60140.00000,66123.62843,71319.97387,77815.82918,80900.00000,85951.07170,87810.00000,92145.47319,94300.00000,96571.64598,99260.00000,101000.00000,106044.29551,112616.39451,114090.00000,117893.53364,121101.62095,128672.37100,147759.89549,156461.56107,161761.75810,169654.79738,174200.00000,187529.31417,192262.21945,202440.03919,224559.11169,244635.99127,255502.98628,277011.92020,283472.19464,293800.00000,305097.23710,325400.00000,329428.21685,344810.51600,366087.49184,395111.75702,417532.66833,445400.00000,482048.75312,602900.00000,641340.82299,683232.32528,804988.27564,835910.00000,937990.00000,1612244.59830,2013228.57609,2684604.18027,3933489.67995,1580.00000
40.00000,-68900.00000,-46875.97257,-30575.48005,-12002.99252,-9956.05362,-7610.00000,-4672.59352,-1286.03491,-300.00000,0.00000,0.00000,1.12280,85.73566,300.00000,1066.65578,1607.54364,3000.74813,3695.12018,4126.02868,6039.00561,7430.00000,8700.00000,10150.00000,11350.00000,12647.08167,15732.49377,17291.05160,19087.52449,21029.96081,23400.00000,26273.41607,27200.00000,31925.81671,32700.00000,37487.91771,40100.00000,41817.56858,44593.26060,46136.50249,47045.13390,48875.29066,54152.42978,55263.99739,58728.92768,60200.00000,68068.75623,71300.00000,74890.46375,80800.00000,83900.00000,87454.54605,93550.00000,103634.03005,108777.11970,115957.48130,124241.68953,128624.92519,138355.92269,144110.92893,148580.00000,155507.18485,158900.00000,161783.19202,169750.00000,178651.68329,183016.79882,184475.31025,199013.90274,202100.00000,210468.02743,222032.82169,239716.85173,256221.94644,267337.62247,284800.00000,291702.28609,320222.69327,325947.55062,352220.96669,369736.57740,399828.25436,430030.69889,464060.00000,490661.65905,506080.00000,574700.00000,610200.00000,644484.65056,669809.85037,702710.91022,798300.00000,871626.19203,949900.00000,1091800.00000,1238443.50098,1354141.17830,1794233.04239,2221226.45330,4033081.64598,1590.00000
41.00000,-150440.00000,-95999.02025,-59400.00000,-28300.00000,-21969.76309,-19397.69327,-11700.00000,-9980.00000,-7521.60745,-5265.91117,-4040.29302,-2000.00000,-303.15480,0.00000,0.00000,20.00000,225.05611,750.18703,1689.80732,3600.00000,4500.00000,4800.00000,5000.00000,5165.57357,5844.15088,6164.14762,6850.00000,7455.36251,8101.00000,8578.15807,10009.63840,11043.82481,12950.00000,14640.00000,15471.00000,16900.00000,19900.00000,21350.00000,25399.18953,27500.00000,31464.98753,34660.69889,38313.12344,43618.01746,50638.07969,55514.91209,63476.53990,66760.00000,68257.37469,72553.80299,74697.19451,80913.02993,89915.27431,93900.00000,102346.94514,107630.00000,110011.50882,120458.60349,124735.74127,138530.00000,142370.47681,145806.23122,155462.27302,159942.22730,165900.00000,188890.00000,197745.00000,224948.94015,241288.76551,242900.00000,254099.06484,262726.21571,270032.33181,285190.07185,291715.58603,313147.68125,315112.57348,326396.66884,331673.80797,348000.00000,365020.83605,369399.73873,377034.74853,402219.05291,413098.94187,427684.05617,494137.48130,523137.56858,593826.62095,634379.49053,699052.51470,823570.54213,1160700.00000,1496007.18811,2104000.00000,2147900.00000,2631720.50947,3296303.20052,3893470.69825,1570.00000
42.00000,-101811.09726,-57945.51808,-46082.91771,-34380.00000,-27885.52369,-23202.21322,-14034.94448,-12420.95387,-8420.96669,-6698.09850,-1380.00000,-954.37622,-117.88653,0.00000,0.00000,112.27956,940.00000,1460.00000,3100.00000,4672.59352,5513.87469,6087.23192,7073.61202,7679.92162,8320.00000,9300.00000,11467.14464,13473.54670,14832.26933,19320.00000,21445.39517,23300.00000,24400.00000,25510.00000,25935.03741,28142.73067,29754.08230,32852.99804,35500.00000,38366.70823,43805.00000,46539.87590,48440.64838,51500.00000,55700.00000,59205.00980,60855.51927,62000.00000,67600.00000,68378.24951,74483.92706,81309.55736,82627.74314,88925.40823,92910.00000,103409.47093,104644.54605,112279.55585,117350.68579,133426.12219,141742.48130,147759.89549,156068.58263,161794.83997,168974.27057,178758.85287,183464.79425,202480.00000,222269.70075,238481.77662,259350.37406,271144.38591,279620.00000,284749.56359,294684.18329,315600.00000,323365.12084,353018.15153,372317.82419,378630.11222,395241.39651,408200.00000,436207.19726,454945.53233,485732.58654,549897.81172,633532.94888,693247.66166,774335.95689,826534.72240,881394.51339,977168.97453,1011560.00000,1137300.00000,1174780.99282,1538000.00000,1905475.06234,3168900.00000,6202400.00000,1700.00000
43.00000,-72590.00000,-46908.12344,-33299.00000,-18970.00000,-13799.00000,-8573.56608,-7410.45069,-3030.42521,-1065.53298,0.00000,0.00000,0.00000,0.00000,11.22796,289.35786,1347.35467,1538.22992,2572.06983,3450.00000,4000.00000,5018.89615,6287.65513,7470.00000,8380.66085,9577.44611,10900.00000,11172.93860,14060.64838,20513.32855,22450.00000,27221.07232,31662.83475,33104.68204,35350.00000,36900.00000,40196.08099,48013.04177,51233.16133,52566.67706,56476.61659,58032.32544,58800.00000,60670.00000,62113.05029,63550.22861,67435.10124,69523.50098,71500.00000,74740.00000,78300.00000,83700.00000,88100.00000,96924.16459,105166.64598,109034.67668,115400.00000,121654.89876,127800.00000,130132.00523,133297.51870,137374.03658,143251.87133,146822.31920,149444.08883,163928.15153,169766.68844,173900.00000,179620.00000,183689.35336,190762.96538,196691.32593,207503.84716,220966.16590,225163.27930,239200.00000,254829.67995,273979.02120,304726.71457,309537.88653,342000.00000,356263.03070,371985.59850,384000.00000,403600.09144,420475.70869,443574.87531,467800.00000,511198.87781,586975.06205,609900.00000,643310.00000,753058.98106,900605.54540,1108682.01829,1181820.92097,1447395.75441,1918000.00000,3507051.92685,5777318.94015,1745.00000
44.00000,-80109.25810,-60000.00000,-52700.00000,-30028.91521,-26059.00000,-19338.75000,-10063.22319,-5518.16147,-2050.00000,-900.00000,-595.08165,0.00000,10.71696,770.00000,1768.29800,2464.90025,3200.00000,3697.35037,4300.00000,5400.00000,6328.36347,8200.00000,9109.41397,9440.00000,10716.95761,12575.31025,13396.19701,14248.27564,15753.92768,16673.51404,18615.35536,21142.24037,24970.51122,26470.88529,28100.00000,28328.13194,31400.00000,33571.58720,34357.54409,35480.33965,36378.57609,38077.35037,40100.00000,42104.83344,44092.18158,49190.83541,51000.00000,56813.45526,59000.00000,63437.94905,65427.02618,67034.56983,69388.76551,70871.24065,73379.00873,79269.36643,84438.90898,88650.67332,99667.70574,104521.03854,109697.12606,112900.00000,119601.24688,148096.73416,151859.28928,158089.61463,166160.00000,175222.25686,185735.59227,192671.71783,221415.28413,221752.12280,230400.00000,240059.85037,263958.00784,278450.00000,290965.39900,298798.35402,306612.15711,344192.97845,382356.79948,423866.55127,446000.00000,480900.00000,544500.00000,662449.37949,755192.29262,814700.00000,889300.00000,960200.00000,1085306.29676,1186400.00000,1319257.48130,1711028.15153,1848900.00000,2859400.00000,3805490.98628,5173075.43641,7282300.00000,1685.00000
45.00000,-88449.00000,-54890.00000,-25400.00000,-15000.00000,-9150.00000,-7320.00000,-4635.08416,-3399.00000,-1571.91378,-1100.00000,-803.77182,-224.55911,10.00000,898.23645,2250.56110,3107.91771,4158.17955,5145.21135,6537.34414,7630.47382,8787.90524,10500.00000,11900.00000,13400.00000,16096.87032,19280.00000,20350.00000,22900.00000,24777.60599,26497.97518,27971.25935,30225.65643,32628.43893,37723.69077,41111.00000,42353.41646,44137.09340,46068.30176,47900.00000,49650.01960,52309.47007,58540.00000,61955.85892,63224.61790,64785.30372,68050.00000,75233.04239,82300.91444,85062.99151,92808.85287,101018.04239,107788.37361,109900.00000,116278.99002,119500.00000,123888.02993,129782.35661,144143.07980,151577.40039,155844.02351,158931.71130,170185.28678,179243.08295,184385.48661,200104.62443,208278.57609,218090.00000,228039.77792,231857.28282,255631.58978,275646.30960,290051.00000,305958.42269,332200.00000,346050.00000,356936.70803,384835.23067,408800.00000,422462.46883,428683.34422,450802.41672,452000.00000,464073.86022,483850.00000,526100.00000,596720.19950,638275.59112,675329.08354,752273.02417,793928.73939,856693.01110,984500.00000,1173400.00000,1324937.46883,1386618.83083,1511844.21946,1685091.57413,2267000.00000,4792700.00000,1815.00000
46.00000,-56980.00000,-42545.25000,-30000.00000,-20276.48379,-11552.88030,-5790.00000,-2650.00000,-1018.11097,0.00000,0.00000,11.22796,535.84788,898.23645,2068.37282,3040.00000,4400.00000,5400.64664,7210.00000,8616.43392,9998.49445,11788.65337,12238.47159,12629.93454,13529.68648,15753.92768,16857.77431,19640.00000,22184.10224,23362.96758,26857.26976,30178.95262,31101.43697,33758.41646,36759.16459,39499.94775,41200.00000,45574.27172,50932.34102,51659.82364,55219.08556,57711.69170,60294.12149,67570.00000,69000.00000,71900.00000,78898.24190,90236.78304,98435.25561,106497.15872,113795.32985,117275.99608,126352.93017,128795.87851,137391.39651,145100.00000,150573.25436,157786.45983,161166.96696,165500.00000,171042.64339,172971.69576,182500.00000,183500.00000,196893.42913,212200.00000,219210.00000,236236.18550,246000.00000,264193.79491,271700.00000,278855.23691,280700.00000,303356.90398,311081.73743,322200.00000,351516.20948,376000.00000,379280.33965,392800.00000,434521.88112,461000.00000,466016.18454,476626.71457,494142.32528,543242.58105,569500.00000,619951.56760,647628.47812,667984.76159,710168.19073,744935.72319,862000.00000,1239346.48691,1368080.00000,1618300.00000,2096344.07731,2719410.84259,3968000.00000,6335935.33638,1610.00000
47.00000,-92570.00000,-62265.52369,-49762.29915,-31786.34226,-10009.63840,-1843.31671,-470.00000,0.00000,0.00000,0.00000,64.30175,321.50873,730.00000,1122.79556,1460.00000,2550.63591,3278.56303,3941.00000,5000.00000,6300.00000,8552.13217,9870.00000,10930.00000,12860.34913,14340.00000,17361.47132,19310.00000,21334.23841,24247.11658,29800.00000,30989.15741,36544.82544,40617.26933,44839.75062,46018.61596,50100.00000,55963.95262,59050.43641,60872.31920,64500.00000,66659.47631,71900.00000,74911.53367,82100.00000,91631.05923,94930.00000,100203.55362,109312.96758,114885.78554,126221.00000,128425.35598,132354.42643,137879.29458,144077.12606,146356.40105,150900.00000,166112.84289,175257.15872,178973.19202,188034.57218,193120.83605,200410.00000,207319.54489,218754.53865,229910.89152,239800.00000,244314.48254,256135.28678,262200.00000,266944.64402,278475.75441,295261.54801,300909.20967,309100.00000,334952.37100,356018.40337,364560.48988,375451.60679,390400.00000,404094.12149,432388.56956,454844.48073,489538.86349,554066.70823,576000.00000,619558.58916,686470.00000,762827.30242,781914.82691,842994.90529,985365.38210,1021580.00000,1413500.00000,1728431.48269,2005986.54474,2387063.35728,3025114.38929,4253346.13466,7636244.87263,1755.00000
48.00000,-64162.42519,-41900.00000,-26149.37656,-10824.12718,-2000.00000,-449.11822,0.00000,600.00000,1179.93703,1645.00000,2143.39152,2806.98890,3702.70885,4266.62312,4770.00000,5700.00000,7073.19202,8982.36447,10030.00000,11115.67603,12967.51870,15300.00000,16739.88778,18200.00000,21294.59476,22736.61006,25645.67955,27328.24190,29529.52319,36019.69451,37573.65337,40090.00000,43400.00000,44406.56434,47606.53168,48600.00000,56714.13965,63157.25016,67760.71195,73539.76309,76125.53886,80430.76683,82745.62968,86271.50873,97800.00000,103634.03005,107002.41672,114671.44638,121228.23645,131411.33416,135858.26257,144616.06793,156338.97756,166830.87905,176400.00000,198500.00000,209200.00000,230071.64589,247800.97975,260679.44481,270369.17048,288929.17706,300347.81189,310228.41280,319885.57740,341666.68844,349600.00000,364010.32005,372992.68452,383996.08099,429581.58067,447593.73441,461579.36409,492121.29327,522451.68329,537300.00000,560005.51274,581765.29066,602370.00000,630000.00000,651000.00000,667378.45199,687376.56368,745150.06234,783600.00000,814925.01633,831100.00000,923800.00000,962684.91182,1030100.00000,1099024.00249,1160521.48922,1410351.62095,1541200.00000,1826148.14214,2292200.00000,3542083.14827,6241556.10973,7946922.40366,1875.00000
49.00000,-84599.66334,-35257.71883,-14200.00000,-8757.80536,-5748.71326,-2425.23841,-1071.69576,0.00000,0.00000,0.00000,400.00000,1200.00000,2357.87067,2905.36721,3500.00000,4115.31172,5613.97779,6612.36284,8680.73566,9900.00000,11360.00000,18601.00000,21445.39517,23372.00000,25800.00000,30040.00000,33919.65382,36110.00000,38820.00000,41956.88903,48230.00000,54013.46633,58953.98379,64673.02417,66620.00000,68041.41084,73110.00000,83840.00000,86231.82169,89500.00000,97312.69105,101039.47631,108821.34553,112400.00000,114564.27681,119577.72698,123900.00000,130000.00000,143770.00000,152309.40150,158898.02743,164650.00000,173606.64925,177710.00000,184653.17955,193709.00873,204236.51208,210950.00000,223448.56608,236067.76617,239267.73351,267173.75312,283720.73566,285133.93207,290579.49053,298895.94763,322803.72306,346800.74813,362326.12671,389497.77923,403700.00000,418016.78641,426774.59177,435900.00000,455363.52868,474011.03491,509861.46310,544219.00718,564676.49626,604865.08728,627900.00000,660765.18615,693258.88961,721583.47257,765746.57087,796377.11970,896900.00000,932400.00000,982050.00000,1061996.91397,1149158.79817,1256500.00000,1330490.28086,1910000.00000,2258598.81546,2462503.99086,3319208.22992,4501511.95297,9303483.99739,1995.00000
50.00000,-73000.00000,-51600.00000,-38600.00000,-22195.00000,-12687.58981,-10778.83736,-5900.00000,-1290.09210,-954.37622,0.00000,1.07170,310.79177,1796.47289,3700.00000,4738.19726,6500.00000,8016.28429,8982.36447,9630.00000,11338.54115,12506.68953,15636.04115,19397.69327,20400.00000,23803.26584,28014.12718,31662.83475,33530.00000,36030.50947,39224.06484,45338.48465,50155.36160,54150.00000,56403.34788,59950.00000,62539.71261,67300.00000,68894.73547,74020.00000,80430.76683,87401.00000,101670.00000,107002.41672,114564.27681,122800.00000,125528.54344,133500.39190,141900.00000,144000.00000,155400.00000,179029.75180,181652.43142,189368.64090,205336.90773,215000.00000,218300.00000,221500.00000,230650.00000,239043.17440,252965.83932,257457.02155,259702.61267,268572.69758,288109.34030,310500.00000,326250.00000,346528.39321,357130.00000,370099.41397,390440.00000,400814.21446,418802.74331,426106.23441,430592.09667,461220.00000,477440.46135,496087.96758,526130.00000,579390.87905,636372.94264,661129.11471,689818.41022,710673.44873,741943.30503,763300.00000,809700.00000,854463.02993,920693.82793,977393.53364,1073400.00000,1252815.28413,1603900.00000,1970848.50374,2337368.45387,2867700.00000,3729028.60875,4069684.78119,5564458.72818,9052426.91052,2100.00000
51.00000,-47584.07577,-30000.00000,-13059.00000,-7930.00000,-2600.00000,-1300.00000,0.00000,11.22796,2036.22195,3450.00000,4533.27307,5200.00000,6537.34414,7905.00000,11500.00000,14500.00000,16450.52993,18647.50623,22820.00000,25935.03741,30736.23441,32418.79676,39770.00000,41903.30424,47157.41346,51600.00000,53166.82668,53584.78803,53906.29676,57442.22077,61354.58229,66552.30673,68159.85037,74385.20575,75564.14108,80000.00000,85557.02155,87150.00000,96300.00000,100041.08426,105101.20324,106600.00000,109135.72828,120008.49127,124316.70823,128614.20823,137252.07606,146165.52580,147304.58229,150001.00000,151537.78055,161794.83997,164600.00000,182200.00000,185910.00000,190440.33666,203247.10100,212817.34414,225250.00000,233522.50623,242748.39974,243175.06205,249919.45137,259564.71322,271342.64963,276658.26060,290000.87282,302716.91052,319828.31483,351715.70869,395348.56608,404430.96016,416675.31172,448800.00000,500126.82560,547636.53367,582723.85287,601640.00000,637444.63840,651580.71848,677900.00000,720100.00000,767700.00000,835023.05683,866144.51372,906657.41346,928551.92685,1005600.00000,1079000.00000,1192600.00000,1312548.00784,1439900.00000,1633532.80209,1999867.30895,2327723.19202,2565587.85108,3282604.11471,6115867.40692,7701152.15087,1930.00000
52.00000,-62799.00000,-27328.24190,-12860.34913,-7876.96384,-6680.00000,-80.00000,0.00000,100.00000,236.90986,1446.78928,1700.00000,3400.00000,5004.81920,5400.64664,6000.00000,7300.00000,7949.39255,8500.00000,9400.00000,10100.00000,10845.56110,11800.58132,13361.26715,16321.92643,19772.78678,21880.00000,27917.67456,30221.82045,30918.42269,36759.16459,39009.72569,43725.18703,47800.00000,55600.00000,60417.62900,63700.00000,68052.68080,77633.64090,79940.00000,82100.00000,87530.00000,97095.63591,105990.71072,110510.00000,116209.34030,118818.90898,123619.79099,129921.67706,143200.00000,148433.57283,156550.00000,170384.22600,174291.55454,187720.00000,200050.00000,211534.68321,225270.44888,232000.00000,240278.24951,250600.00000,281507.30242,306504.98753,315078.55362,341650.00000,347336.59601,355252.51470,363000.00000,383988.59102,418711.53367,436262.21424,453946.24428,469081.23441,515100.00000,542385.22444,556850.45722,587502.77596,625500.00000,683300.00000,706799.80405,723716.14713,746209.92815,812960.12410,850176.24688,887417.67456,918334.48726,938657.08687,1012400.00000,1210266.02244,1357088.34165,1487367.27629,1594147.44389,1762939.52618,2001338.17113,2269200.00000,2503721.81581,2875359.72569,4278973.87329,5274200.00000,10790851.27368,2105.00000
53.00000,-55888.93392,-35891.09102,-11284.95636,-3321.18516,-107.16958,0.00000,0.00000,40.00000,500.00000,2100.00000,2600.00000,3140.00000,4479.68828,6100.00000,7000.00000,9000.00000,10234.69451,12400.00000,14540.20248,15866.45574,18293.84663,20670.66623,24000.00000,29608.11888,30854.12095,36097.87720,40184.85304,45417.08034,49544.49501,57817.98628,59878.68713,61753.75572,63900.00000,68100.00000,74700.00000,78449.72567,80300.00000,92594.51372,97500.00000,100889.43890,105250.00000,109650.00000,118454.93142,122100.00000,129233.76878,139820.00000,149180.04988,157752.77596,161290.21197,167400.00000,173808.75245,196002.43766,200080.00000,207308.82793,218361.28021,222520.00000,230736.09726,241500.00000,255813.77805,272277.92293,279391.08479,293891.73743,296400.00000,312200.00000,352159.22693,362300.00000,372914.08883,382680.00000,391910.00000,395455.73566,415650.00000,420900.00000,443617.74314,489583.77531,527413.63466,562310.00000,613760.16209,649986.34879,665201.55860,729536.41411,792693.66427,839830.00000,872681.85786,964054.72240,1000300.00000,1067200.00000,1238130.11222,1306597.19138,1345974.85661,1594040.27431,1822841.96072,1917700.00000,1990500.00000,2516373.79676,2779700.00000,3117441.86806,3829137.06074,6165259.18354,9751734.81920,2105.00000
54.00000,-43000.00000,-10100.00000,-6390.00000,-1830.15676,-889.00000,0.00000,170.00000,1120.00000,2507.76808,3216.15898,3930.00000,5000.00000,6500.00000,7350.00000,10716.95761,12300.00000,13933.11658,14500.00000,16076.50810,17243.58479,20232.77596,22076.93267,26578.05486,31293.51621,33960.00000,38208.73285,43000.00000,48762.15711,55061.89419,57936.25082,64910.00000,70303.24190,73543.10908,80484.35162,84117.40025,86807.35661,90558.29177,93057.29589,105509.09863,106740.00000,113290.07185,117875.81671,124680.00000,130581.12345,137767.01502,140970.00000,149500.00000,156789.08978,167500.00000,185403.36658,186720.90137,193700.00000,206569.35786,217982.91771,230628.92768,237022.14239,247733.61202,257660.00000,265069.57544,274510.00000,288333.89941,306410.90790,325835.27106,360800.00000,367484.47631,378522.94264,400838.01437,433511.36512,443493.01764,459223.38341,500766.81907,526631.29676,541956.54613,548386.72070,572660.62968,598730.73155,620300.00000,627692.20698,650210.90790,675211.19701,683389.51666,701830.00000,735767.92946,792197.50623,889141.80274,978160.00000,1021754.73815,1101600.00000,1207586.78304,1266737.94905,1358910.22444,1555673.56608,1632100.00000,1856200.00000,2684276.37157,3096100.00000,4493727.49377,5346047.13217,8727472.31297,1870.00000
55.00000,-65520.00000,-36651.99501,-21380.00000,-9002.24439,-6530.00000,-4940.30046,-3367.26388,-1320.00000,-117.88653,0.00000,0.00000,500.00000,729.81711,3108.98940,3905.00000,5069.42195,5500.00000,6000.00000,7073.19202,9000.00000,11400.00000,13181.85786,15326.15937,18100.00000,20255.04988,22422.22730,23589.93468,28743.56630,32868.90898,33758.41646,38062.76943,39780.00000,44218.16708,49700.00000,51480.17636,57245.00000,63662.50816,64880.46135,71353.65774,75070.11104,79205.00000,81400.00000,87471.80798,93192.03135,100203.55362,103761.58354,121530.29925,137284.22693,148882.69105,157432.10723,186500.00000,211113.34788,216497.43958,225988.48504,244368.06733,255738.75935,263744.32668,271941.08426,277600.00000,284720.00000,286250.00000,312613.65337,329641.54801,347336.59601,359639.66334,367805.98504,378382.10320,392417.04768,407673.06733,423406.20509,431036.03491,442437.58981,462704.04964,492980.04988,536705.23691,576443.23971,602185.84788,634940.88831,668624.75506,691083.01122,716500.00000,731050.00000,749802.87394,858500.00000,912334.60100,1012859.66334,1084200.00000,1222376.29654,1294863.97779,1344000.00000,1497233.99626,1684000.00000,1872788.34165,2537900.00000,3176934.91272,3914963.55323,4672518.49751,6698400.00000,9954338.90274,2050.00000
56.00000,-29590.00000,-14146.38404,-7736.06140,-5519.23317,-4000.00000,-1607.54364,-107.16958,0.00000,134.73547,257.20698,932.37531,2515.06205,3107.91771,3800.00000,6001.49626,6644.51372,9250.00000,10797.33479,12592.42519,14562.65839,15943.69693,18638.40627,21455.34913,22377.31548,25506.35910,28100.00000,35000.00000,39310.00000,44676.03527,47379.66958,52883.67080,55903.99086,61304.63749,66694.05617,78394.54489,83800.00000,85894.98302,95600.00000,104100.00000,112279.55585,118511.07120,122441.24065,127906.88903,133051.27368,140800.00000,150144.57606,158943.19825,166863.02993,172485.00000,176600.00000,181470.00000,190521.00000,194468.19073,199655.50621,206987.36120,217204.80078,226200.00000,240900.00000,250484.46114,255200.00000,268110.00000,282100.00000,300396.32170,313000.00000,325711.76355,332347.48530,337624.62443,361504.41397,374020.00000,394662.63880,423105.48628,454849.11471,475307.78678,526050.00000,618716.49249,655151.20836,690541.72436,755706.26559,813800.00000,841281.17207,863991.18223,915000.00000,957500.00000,1040616.58354,1136381.38472,1197727.18204,1228056.17207,1258586.45330,1461150.00000,1755540.00000,2046027.96135,2220328.21685,2429000.00000,2915000.00000,3448716.95761,4539488.90274,5220230.04988,7500000.00000,12916077.30673,1980.00000
57.00000,-18582.26649,-9045.11222,-4008.38014,-1905.47506,-1200.00000,0.00000,0.00000,182.18828,1122.79556,1446.78928,3143.82756,3400.00000,5501.69824,13250.00000,16932.79302,19250.00000,20394.37032,23620.00000,29932.00000,35480.33965,40081.42145,44911.82234,47047.44389,50100.00000,51548.56608,63980.23691,69894.02351,76300.00000,84020.94763,86271.50873,92808.85287,97952.99252,107520.00000,109839.17020,112640.00000,117893.53364,122100.00000,127531.79551,136037.90986,143392.89277,149196.12531,153037.03462,163915.86658,171300.00000,175300.00000,181598.84663,184300.00000,192550.00000,197728.93953,203001.43697,206097.81172,209945.19950,219281.97257,236011.62639,248700.00000,253300.00000,277033.35411,283500.00000,295733.12214,306504.98753,318100.00000,329000.00000,339252.67799,350649.05291,364122.59961,378494.38276,389791.82357,409300.00000,417929.19576,429851.05160,446838.94840,498700.00000,521796.77988,544510.93403,573839.49501,608476.70200,636512.80209,661326.58393,683108.81777,695766.32170,778209.60157,800553.23318,892173.35075,916167.49184,968000.00000,1024570.00000,1090482.58728,1161300.00000,1255705.92269,1300646.37492,1407000.00000,1807925.40823,1974020.00000,2316899.06484,2977000.00000,3896500.00000,5313467.58105,7243041.86806,12928937.65586,1855.00000
58.00000,-76004.66334,-50413.52057,-25999.00000,-16214.75686,-12890.00000,-5679.98753,-3643.76559,-1950.48628,0.00000,32.15087,321.50873,2357.87067,2470.15023,3300.00000,5572.81796,6063.09602,6644.51372,7747.28935,8650.00000,12700.00000,16055.97649,17590.00000,17910.00000,19424.36316,20500.00000,21894.51339,24660.00000,31518.57232,34187.09476,39759.91272,44200.00000,53253.63404,58514.58853,68300.00000,69700.00000,72521.65212,74550.00000,84097.38733,89700.00000,92701.68329,101028.75935,107062.40648,109921.68517,117029.17706,125600.00000,143682.25062,159500.48005,166562.95511,173146.30307,183500.00000,201800.00000,209430.78554,214330.44415,226119.79752,247500.00000,253563.21696,268781.29676,288200.42394,303700.00000,316300.00000,326768.31417,357947.22404,385006.59700,413076.48596,426999.15088,454184.66334,469660.00000,534776.18454,591645.89157,619793.80923,654000.00000,665000.00000,701971.78315,749115.33666,760727.67472,778500.00000,846441.88766,866876.76682,873800.00000,895654.01698,938937.78576,994500.00000,1062372.00748,1127000.00000,1271004.57218,1345700.00000,1464182.89900,1590855.34291,1790971.19530,2166968.82793,2321379.81711,2867732.13586,3310060.00000,3830000.00000,3994700.00000,4517000.00000,5578176.43392,9432100.00000,13357380.18703,1905.00000
