age,p1_wealth,p2_wealth,p3_wealth,p4_wealth,p5_wealth,p6_wealth,p7_wealth,p8_wealth,p9_wealth,p10_wealth,p11_wealth,p12_wealth,p13_wealth,p14_wealth,p15_wealth,p16_wealth,p17_wealth,p18_wealth,p19_wealth,p20_wealth,p21_wealth,p22_wealth,p23_wealth,p24_wealth,p25_wealth,p26_wealth,p27_wealth,p28_wealth,p29_wealth,p30_wealth,p31_wealth,p32_wealth,p33_wealth,p34_wealth,p35_wealth,p36_wealth,p37_wealth,p38_wealth,p39_wealth,p40_wealth,p41_wealth,p42_wealth,p43_wealth,p44_wealth,p45_wealth,p46_wealth,p47_wealth,p48_wealth,p49_wealth,p50_wealth,p51_wealth,p52_wealth,p53_wealth,p54_wealth,p55_wealth,p56_wealth,p57_wealth,p58_wealth,p59_wealth,p60_wealth,p61_wealth,p62_wealth,p63_wealth,p64_wealth,p65_wealth,p66_wealth,p67_wealth,p68_wealth,p69_wealth,p70_wealth,p71_wealth,p72_wealth,p73_wealth,p74_wealth,p75_wealth,p76_wealth,p77_wealth,p78_wealth,p79_wealth,p80_wealth,p81_wealth,p82_wealth,p83_wealth,p84_wealth,p85_wealth,p86_wealth,p87_wealth,p88_wealth,p89_wealth,p90_wealth,p91_wealth,p92_wealth,p93_wealth,p94_wealth,p95_wealth,p96_wealth,p97_wealth,p98_wealth,p99_wealth,num_obs
59.00000,-73078.93392,-32901.05985,-16075.43641,-6670.00000,-4600.00000,-670.00000,0.00000,0.00000,100.00000,525.13092,1000.00000,2143.39152,3200.00000,3750.93516,4547.32201,5637.11970,7705.49252,8330.00000,11445.71072,14725.09975,19200.00000,25501.00000,27864.08978,32954.64464,34144.21293,40319.58850,42500.00000,51400.00000,57228.55362,60150.00000,75565.26808,78390.00000,86792.09667,98500.00000,108030.00000,118297.74004,120501.47132,125800.00000,140800.00000,153295.36160,160800.00000,169654.40888,176720.00000,190600.00000,204018.72195,208200.00000,235416.54474,242310.41147,256100.00000,259243.20449,273560.00000,293751.80798,323028.28217,328642.25996,337316.24065,346820.32005,352333.24624,356599.86937,371128.24190,379089.46440,401000.00000,427070.76060,443253.36658,460970.00000,471270.97975,487407.23192,507000.00000,515378.49127,531531.41737,548910.00000,580066.04738,592969.26434,629364.05237,641088.40399,654613.20449,674912.41019,679852.71065,704104.11471,729704.83344,746971.94514,857142.12933,918255.89157,971375.34944,1027000.00000,1103050.00000,1139210.82952,1323651.43392,1446295.41476,1648718.19202,1744500.00000,2090985.59850,2444300.00000,2789024.16721,3493192.33167,4083100.00000,5118712.67146,6822415.21197,8377177.66166,13710456.56434,1840.00000
60.00000,-14285.70449,-4779.76309,-2000.00000,0.00000,100.00000,2050.00000,2518.48504,3368.38668,3750.93516,5980.00000,6730.24938,8700.00000,10950.00000,12000.00000,14501.00000,15050.00000,18058.07357,20362.21945,23600.00000,26685.22444,30050.00000,34469.82364,40938.77805,43800.00000,47080.00000,51500.00000,60730.00000,68600.00000,71971.19530,72981.71130,81300.00000,91300.00000,95488.09227,97200.00000,101163.87982,114135.59850,117700.00000,120621.92685,125602.74314,130532.54364,134015.55486,142580.00000,145000.00000,152500.00000,160054.50686,166500.00000,173400.37406,180977.26309,200194.44807,207158.79052,218300.00000,224252.33791,228807.04489,235899.34683,242524.75062,246810.00000,249169.26434,257850.00000,264000.00000,273288.43893,282618.87002,299570.00000,319603.75572,332118.51621,341600.00000,343687.72044,389200.00000,409173.44140,412817.20698,441900.00000,463692.10973,481701.00000,503836.32793,514746.19077,528836.70803,546599.33377,574300.00000,614220.99127,657172.24037,703889.77556,754720.00000,779220.11757,818300.00000,910587.19791,977000.00000,1106600.00000,1148788.27564,1319418.23566,1388167.51870,1517521.19701,1779551.88217,1843820.40524,2159950.00000,2336649.83671,2986299.34683,3797000.00000,5673654.37622,6542300.00000,10659100.00000,1660.00000
61.00000,-71321.35287,-38000.00000,-20420.00000,-2121.95761,150.00000,225.05611,707.36120,1900.00000,3424.52645,5940.00000,7180.36160,8100.00000,8895.07481,10260.00000,12111.23379,17640.11222,21905.74135,22770.29393,34870.00000,37400.00000,43115.34944,43115.34944,45001.00000,48300.00000,53863.42893,59822.05736,61783.26060,63800.00000,67409.66334,76411.90773,81180.95387,85600.00000,94763.94513,95886.74069,105030.00000,107491.08479,110491.83292,117668.97453,121262.37531,129907.44611,133400.00000,138400.00000,140124.22070,160335.20575,165859.35990,175099.96734,185148.98759,186833.18093,194550.00000,206600.00000,215127.62900,228900.00000,238559.47631,259000.00000,271357.23057,288460.00000,306700.00000,321344.08883,327938.90274,332654.36409,341281.51496,353659.60100,385810.47382,416640.00000,434409.60157,483817.05112,491100.00000,507400.00000,513985.28678,555700.00000,590141.34553,637000.00000,668063.35728,695571.84847,711403.26584,741250.00000,784834.09536,796055.61097,919729.30175,968000.00000,1060447.00000,1100100.00000,1135800.00000,1225419.07250,1441000.00000,1493100.00000,1529100.00000,1557816.95761,1804296.26559,2088512.01829,2300000.00000,2346477.86783,2531774.06484,2691902.35140,3243082.69105,3919117.89680,5480500.00000,6635384.91182,14165138.71571,1635.00000
62.00000,-20758.74688,-16250.00000,-1515.77400,1.00000,60.00000,2200.00000,2900.00000,3900.00000,5190.00000,7051.15611,9141.00000,10440.00000,14450.00000,16300.00000,18189.28805,20401.19530,22800.00000,24970.51122,30400.00000,41820.00000,54100.00000,60000.00000,63820.00000,72420.31352,76000.00000,82306.23441,85414.15212,91732.39713,98323.20705,99142.84781,107812.59352,115007.94905,119195.97649,127400.00000,134300.00000,148644.20200,166863.02993,174706.98890,178020.00000,182456.20324,184867.51870,188921.58067,192262.21945,206900.00000,210862.12867,220720.00000,227200.00000,235992.76496,241678.11097,252393.21359,253500.00000,260488.56956,270500.00000,277330.50294,284853.23318,285900.00000,295250.00000,308850.00000,315168.71326,340477.74314,356263.03070,365700.00000,374564.59830,404475.87198,409387.78055,468759.72569,478872.30568,498017.01995,544555.84585,579900.00000,614500.00000,629085.41147,659979.22926,680600.00000,700500.00000,762618.70324,793697.88030,850631.03788,858642.64339,902903.67830,992753.37688,1036789.41868,1102600.00000,1158503.11721,1385900.00000,1485400.00000,1740969.76309,1870109.10224,2009300.00000,2056476.99501,2116384.78803,2355625.08165,2552700.00000,3002570.01247,3881682.04489,4656233.18093,5618900.00000,8310405.00980,12056041.45885,1750.00000
63.00000,-56885.61097,-29653.82170,-17029.24564,-7230.00000,-2099.62769,0.00000,40.00000,1460.00000,1929.05237,2492.60614,3440.00000,4500.00000,5580.29393,7459.00249,14110.00000,15300.00000,16300.00000,23610.00000,30753.37035,33300.00000,35750.00000,39510.00000,43939.52618,47910.00000,50525.80013,57132.10100,59610.00000,61740.39277,63500.00000,69146.88217,74300.00000,78494.63749,82734.91272,99722.36222,112742.39401,115872.50163,122216.29654,128603.49127,138516.67706,168800.00000,175007.91771,184117.33167,195230.00000,200250.58785,212731.60848,219804.80050,226490.32005,244353.99739,255342.23192,263433.53491,269470.93403,276544.54605,292712.80209,295104.35663,318850.92269,336580.42456,356295.97257,368838.34095,377708.42587,404190.05611,434400.00000,446050.00000,466294.82544,505090.21197,521701.49626,565319.51372,579811.62639,629310.46758,659500.00000,688000.00000,703000.00000,709056.62312,725752.36908,756202.80862,776300.84912,818000.00000,868302.71718,910328.95493,965100.00000,1032410.51600,1108311.49575,1135146.30960,1191000.00000,1294437.31548,1315916.39451,1360732.10723,1537000.00000,1652000.00000,1840140.00000,2095593.89027,2325366.53304,2812129.67581,3575820.07481,4471290.00000,5690800.00000,7013879.29458,7986300.00000,10257000.00000,12952729.30175,1685.00000
64.00000,-56600.00000,-8520.00000,-2900.00000,-1970.00000,-500.00000,0.00000,235.78707,660.00000,900.00000,2470.15023,2800.00000,3700.00000,5838.53690,6505.19327,8241.34040,9900.00000,10931.29676,15400.00000,19183.35411,27639.03367,32300.00000,37509.35162,42800.00000,43250.00000,48392.48857,53574.07107,57228.55362,61033.07357,62528.48465,67648.43240,69100.00000,74482.85536,80616.72110,90236.78304,98457.94252,99217.59352,102208.07969,108855.02939,116883.01764,121890.68583,133211.78304,134398.62835,161183.04239,163703.59242,166180.00000,174482.42978,175910.00000,184224.50125,204200.00000,223448.56608,241400.00000,253241.70823,264237.30673,267709.60100,276926.18454,291084.74853,297500.00000,317100.00000,321830.23691,335900.00000,344361.39778,353568.32136,378630.11222,410200.00000,428458.78511,446254.11471,459784.78119,490350.00000,511734.72569,534675.24494,545229.52319,548373.35075,566200.00000,636801.62095,666492.95200,699613.91248,758300.00000,792626.18454,819960.00000,875331.41737,888757.29426,935050.00000,973830.00000,999034.78803,1065479.92519,1116500.00000,1359256.30307,1641900.00000,1944700.00000,2056584.16459,2243000.00000,2424677.00849,2847700.00000,2959702.18204,3797126.15937,4632542.19464,5740109.66334,8889172.43632,13108000.00000,1510.00000
65.00000,-56285.46135,-2896.81254,-570.00000,0.00000,0.00000,214.33915,1071.69576,2717.16525,5510.00000,5950.81646,8420.96669,10441.99869,12967.51870,16200.00000,19188.57609,24160.00000,27700.00000,33090.00000,43744.11496,48279.89401,58744.66362,63230.04988,64060.00000,67900.00000,70253.31809,72640.00000,75661.72070,81270.00000,81450.00000,87920.00000,96500.00000,104910.00000,110800.00000,118958.22943,124854.86610,133700.00000,141050.00000,148460.00000,150280.00000,153149.31417,161940.00000,166380.76683,177665.72319,200200.00000,210490.00000,240852.90524,248586.93664,255211.43044,272360.76060,278677.85761,300684.65056,305119.69301,309510.00000,315510.00000,318000.00000,319900.00000,321512.50816,333300.00000,341549.43890,366050.00000,381920.00000,385567.99477,414500.00000,441645.82294,458437.42652,468165.00000,498017.01995,524682.36447,559938.14500,638100.00000,711268.53037,728300.00000,732825.56110,743290.65970,749297.61594,761400.00000,766000.00000,791125.81047,831421.57107,869466.77057,961449.83671,1051100.00000,1122279.80050,1175679.22926,1243167.08229,1278864.14108,1329550.00000,1417317.64339,1715249.06484,1966280.00000,2060700.00000,2255000.00000,2619000.00000,3356300.00000,4393500.00000,5282924.25187,6900140.10451,10430500.00000,11374817.24363,1410.00000
66.00000,-25334.88778,-18529.61970,-1607.54364,-160.75436,1714.71322,3279.38903,5454.93142,9859.60100,15494.57871,18100.94140,22276.26388,29200.00000,35200.00000,41431.75810,44485.16003,49962.45636,52130.00000,57487.13259,63000.00000,69017.20698,74268.51621,78726.77057,84290.00000,86960.51600,95700.00000,97700.00000,101700.00000,107420.00000,110813.34165,116171.82045,122690.00000,125865.38210,128110.97322,137552.15087,142900.00000,149910.00000,150454.60483,152073.62843,160000.00000,164205.22444,172000.00000,173584.19334,185500.00000,205765.58603,218271.45656,222450.00000,244800.00000,252700.00000,273500.00000,281370.00000,287772.50163,296370.00000,302470.00000,320651.37157,328153.24190,331220.00000,337760.00000,347000.00000,376810.18942,386700.00000,394800.00000,396205.92269,402971.32593,422700.00000,444000.00000,459543.14214,495377.40039,545903.20052,574871.32593,604500.00000,627000.00000,640100.00000,695908.68713,704768.56608,742392.42325,762939.58197,769000.00000,794939.25539,810630.67332,828870.13717,860593.12968,941000.00000,1049252.44938,1116385.47382,1204759.63423,1261493.07980,1429500.00000,1497266.14713,1556500.00000,1797595.68909,2013621.55454,2150893.39152,2261287.79882,2512816.45983,3143600.00000,3693870.00000,5258051.60026,7882400.00000,12447087.00196,1375.00000
67.00000,-10160.00000,-3900.00000,-1599.00000,-64.30175,0.00000,1500.37406,4951.23441,6000.00000,7351.83292,8466.39651,11359.97506,18413.84716,19944.25810,31700.00000,33683.86675,40724.43890,41206.59700,46320.00000,50974.91835,55700.00000,64830.21555,70571.16584,79450.00000,82862.31221,88350.00000,94876.22469,98274.50125,108125.21228,113599.75062,119300.00000,121800.00000,136319.70075,141200.00000,149343.03723,158200.00000,160447.48530,163029.91509,166173.74265,166982.15545,180691.48922,186945.46048,199600.00000,204865.36160,210481.04738,229342.89277,252385.42332,255063.59102,263200.00000,287700.00000,308112.53117,316830.00000,351300.00000,367377.30673,382059.53865,408922.14239,416557.15219,438752.24439,450047.91771,469283.63161,495739.66646,522880.36160,577301.07232,627600.00000,632358.45852,695700.00000,720072.38155,751794.57606,777199.08556,781500.00000,828849.50125,877464.72894,892754.71945,922937.94905,995000.00000,1009966.08479,1070102.76290,1074500.00000,1133296.83292,1157217.08229,1192745.72175,1201020.72502,1284963.21696,1318100.00000,1399313.15461,1459297.38733,1736600.00000,2048760.78554,2059477.74314,2163065.64337,2466500.00000,2839213.12867,3052500.00000,3506200.00000,3906800.00000,4549800.00000,5644600.00000,6597771.26061,10345700.00000,15157000.00000,1220.00000
68.00000,-1684.00000,0.00000,32.15087,2133.31156,2310.00000,2829.27681,5058.40399,6500.00000,8584.28304,10110.00000,17575.81047,19794.88570,22280.00000,25700.00000,28380.00000,31550.72319,38130.00000,42030.00000,43939.52618,46993.85910,50413.52057,52400.00000,55621.00998,57550.06234,59843.49127,76600.00000,86200.00000,95325.34291,103500.00000,108991.45885,110516.76682,111437.45918,115020.00000,125002.59352,137402.11347,148545.85238,152080.00000,155610.22444,160447.48530,175070.00000,191522.74938,195478.70673,196040.10451,220090.38537,225738.04703,232000.00000,239600.00000,241402.16786,247454.55112,250776.80798,263208.47880,268200.00000,281855.98504,289260.00000,299003.11721,318200.00000,328922.95885,333000.00000,341210.00000,341870.94763,364852.41672,388824.10189,399313.84040,437605.52993,443253.36658,451398.25436,464000.00000,497995.58603,519450.93516,565533.85287,606197.32201,635850.00000,737455.28678,793000.00000,825500.00000,861500.00000,883830.97975,895317.17831,938591.14713,971500.00000,1115956.79551,1191398.36708,1214430.00000,1244057.47877,1318161.98563,1527001.95950,1872500.00000,2023300.00000,2080652.44938,2141065.94140,2819631.54613,2875200.00000,3333700.00000,3680972.95885,4292896.53821,4757000.00000,6101163.96509,8358876.09406,10427300.00000,1035.00000
69.00000,-760.90399,0.00000,0.00000,0.00000,1.07170,50.00000,1220.00000,1628.05356,1843.31671,5433.49751,5990.77930,7570.00000,8177.03865,9966.77057,14800.00000,19424.36316,21005.23691,22455.91117,37725.93076,37905.57805,46725.93516,50600.00000,50700.00000,67516.83292,70005.00000,72339.46384,77214.65056,82600.00000,82800.00000,97460.00000,102450.00000,104972.59975,106205.04988,115743.14214,117700.00000,124745.38653,137069.88778,144200.00000,145200.00000,147759.89549,150095.31025,155400.00000,158426.45330,167838.27307,173610.00000,180302.09476,193330.00000,202103.20052,212195.76060,218872.42519,234594.20200,238613.06110,241692.97191,247374.31744,253055.00000,271578.42269,291211.88903,304040.08728,324600.19595,336950.94709,340400.00000,359661.09726,367600.00000,375000.00000,397700.00000,401885.91022,441860.16209,473200.00000,494928.28217,538300.00000,582466.64589,632889.93142,660300.00000,717500.00000,742504.70281,753171.26061,781000.00000,858535.47382,1027369.16395,1122806.78641,1232771.63342,1298400.78380,1307618.93534,1347017.83148,1624100.00000,2081769.01496,2220300.00000,2421200.00000,2535000.00000,2733360.03741,3142143.37035,3514210.00000,3683000.00000,4043000.00000,5820000.00000,7088000.00000,8972000.00000,11704020.90137,13247874.31421,1085.00000
70.00000,-15831.41737,0.00000,0.00000,0.00000,0.00000,0.00000,20.00000,107.16958,1430.00000,3780.00000,4010.00000,4800.00000,7590.00000,13150.00000,13361.26715,17762.62573,20860.00000,34190.00000,39890.00000,47047.44389,51173.47257,52900.00000,56476.61659,59620.44415,67255.45395,71900.00000,78800.00000,84663.96509,88080.00000,94148.47257,96131.10973,99255.12737,108462.05095,113600.00000,116707.66833,122430.52369,127210.28678,133758.63488,136195.10124,141600.00000,141797.85108,141967.53741,147786.84539,158182.29426,168700.03266,170238.87157,175007.91771,179723.37905,187900.00000,202300.00000,204830.00000,211568.36708,212848.35402,220300.00000,234300.00000,244560.00000,257206.98254,281821.68517,281821.68517,289925.85411,299003.11721,325900.00000,330800.00000,332122.92619,334476.24688,342564.92489,353900.00000,410000.00000,448183.16708,454200.00000,498700.00000,502058.03396,529800.00000,550101.43392,572457.31548,579000.00000,583216.83292,599946.00374,666000.00000,737227.56368,768104.44154,838900.00000,916200.00000,1120457.91771,1160000.00000,1196000.00000,1284882.32528,1354355.51746,1596076.49626,1865300.00000,2019289.15212,2106096.50873,2528300.00000,2782100.00000,3345257.08687,4261907.38080,4844172.00748,7922000.00000,14572763.55323,1025.00000
71.00000,-11800.00000,-11518.75963,-10733.92554,-1050.00000,0.00000,0.00000,230.00000,803.77182,3580.00000,3697.35037,5700.00000,6590.92893,9825.00000,11400.00000,11770.00000,12100.00000,14259.50359,33550.00000,38259.53865,48020.00000,53863.42893,58385.36904,62662.05112,68427.77431,74268.51621,76799.21620,77950.00000,82381.25312,86710.00000,92780.00000,96335.85892,100669.84977,104168.82793,108241.27182,109420.13716,111820.73566,113189.02025,122160.15676,126850.00000,139002.09014,144088.35402,156555.00000,159265.00000,169563.70324,172100.00000,176510.00000,184224.50125,185789.17706,190000.00000,203204.23317,214160.00000,231507.71820,250315.97880,252500.00000,260625.69202,266102.54735,267225.34291,272746.57107,281700.00000,289679.36409,313596.79948,327400.00000,333700.00000,341700.00000,365019.57606,374236.15960,395100.00000,421605.11222,426774.59177,439349.90202,465491.05362,510200.00000,515149.83018,546993.51621,595979.88243,601818.41933,623512.59352,648640.11692,694351.68329,711740.10451,734120.00000,852855.48628,982852.18204,1020790.21197,1032073.67734,1244131.60848,1568800.00000,1624700.00000,1738873.48138,1771771.39125,1805567.53756,2146223.70999,2385900.00000,2386000.00000,4108500.00000,4657805.09471,6843663.48792,7433850.00000,10585604.24559,985.00000
72.00000,0.00000,0.00000,1.00000,30.00000,336.83867,1110.00000,2245.59112,7570.00000,25700.00000,29888.81777,30470.00000,32448.79164,32561.07120,36300.00000,37501.00000,42333.05424,47123.72959,51527.13217,72600.00000,84850.00000,100739.40150,103311.47132,107610.00000,115550.00000,133179.63217,135858.26257,138320.00000,145065.18615,149556.36839,151801.95950,152980.89484,158314.17374,158314.17374,166005.67332,169327.93017,173829.05237,176800.00000,187170.01960,188200.00000,194350.00000,205450.00000,221710.00000,247688.70020,252146.19856,267663.23318,268797.25669,272639.40150,280891.45885,314178.32918,332890.13716,341183.88635,349855.08105,352587.90524,361100.00000,377772.75561,384202.93017,394774.91835,399400.00000,405890.59438,441800.00000,445503.92768,447300.00000,448950.00000,479369.51372,487150.02494,494100.00000,499902.26649,509591.33416,557100.00000,574400.00000,589968.51621,593600.00000,615628.80470,622365.57805,624611.16917,680000.00000,747400.00000,769002.67799,816985.82918,853820.01247,930629.09863,945786.83867,973206.92020,1072600.00000,1221750.00000,1256071.39125,1328795.57357,1448664.51339,1553949.05291,1673774.43890,1812030.00000,2490200.00000,2743100.00000,3764284.38929,4489498.04050,5990338.86349,7241900.00000,10889994.12149,15379700.00000,870.00000
73.00000,-18870.00000,-10778.83736,-7843.74127,-4940.30046,-2990.00000,0.00000,240.00000,280.69889,540.00000,996.67706,4043.18681,4670.82952,4700.00000,5445.55846,9205.86658,9990.00000,13160.00000,14300.00000,15389.55112,15861.09726,17468.64090,18951.00000,20020.00000,25051.00000,28230.00000,30601.00000,32700.00000,36700.00000,52201.00000,53669.62769,63600.00000,71870.00000,79412.65586,85735.66085,87879.05237,97009.53625,100417.89277,105883.54115,107220.00000,111049.11471,129800.00000,129900.00000,145199.92162,159122.58654,164300.00000,173936.22195,183740.00000,191655.58785,193655.42394,204372.38155,214231.98254,216401.00000,218411.59601,218679.51995,229802.56695,233000.00000,259365.77400,272356.51862,273816.15284,280910.00000,292300.00000,294501.99501,313300.00000,334682.90007,349413.97779,351409.03990,352373.56608,363626.37157,366734.28928,387252.18811,416000.00000,450005.04988,452200.00000,467300.00000,477879.85661,532204.11471,578000.00000,629663.74918,694898.17113,695010.45069,722406.66231,733522.33834,774085.84788,891972.38155,1096559.10224,1115110.00000,1152437.36120,1180170.41150,1267816.08479,1578822.19451,1582519.54489,1671300.00000,1748000.00000,1941912.71820,2352300.00000,2694457.48130,4262000.00000,7328150.00000,10390911.49575,875.00000
74.00000,-8858.85696,-2346.64272,0.00000,643.01746,1425.35536,3225.80424,3858.10474,4383.23566,4715.74135,7150.00000,11006.31546,12271.98815,13585.82626,15831.41737,15831.41737,23421.51535,29383.55976,33510.00000,37590.00000,37950.48988,38045.19950,38045.19950,50000.00000,55395.95387,63258.30176,63426.72110,66357.21750,66357.21750,67255.45395,70700.00000,72700.00000,78800.00000,84700.00000,84800.00000,91737.15711,93944.85037,97424.97061,99900.00000,104383.16708,113806.55781,115198.82430,117672.19451,134713.01110,134713.01110,158500.00000,158500.00000,176615.74135,190605.77400,190605.77400,192100.00000,196601.50229,200192.76808,209430.00000,210400.00000,212600.00000,227521.00998,227950.00000,257000.00000,267800.00000,275600.00000,285700.00000,305594.04613,314167.61222,353659.60100,432100.00000,436930.36160,463937.09476,480399.00000,507447.94264,543574.80673,578239.71261,580485.30372,608723.19202,633784.40888,690386.40898,702982.29915,733297.77923,739380.00000,751200.00000,814000.00000,920000.00000,963775.99751,1018400.00000,1051400.00000,1081300.00000,1130424.68828,1232604.96408,1232604.96408,1319256.40960,1616900.00000,1857760.00000,1871600.00000,1875000.00000,2105600.00000,2837580.00000,3869153.49445,4422888.40399,6597359.10224,11839991.44350,685.00000
75.00000,-4950.00000,0.00000,0.00000,0.00000,0.00000,750.18703,1500.00000,5894.32668,7298.24813,8037.71820,28100.00000,28350.58785,29650.00000,30757.66833,34100.00000,34100.00000,37700.00000,46596.01568,54013.46633,64448.46506,65300.00000,72195.75441,73303.99002,75007.98628,75983.22943,85628.49127,87771.88279,89400.00000,98231.63342,112728.67407,113100.00000,113413.57936,116879.13965,125562.22730,147591.47616,147591.47616,170721.13466,174000.00000,181116.58354,187000.00000,187000.00000,189507.96135,197612.01829,205200.00000,206931.22142,206931.22142,216600.00000,218574.61137,223448.56608,227600.00000,227650.00000,232557.98005,257457.02155,257457.02155,257569.30111,271331.93267,290000.00000,292084.03658,295900.00000,301900.00000,305165.36783,312000.00000,312570.78554,319420.00000,326670.00000,331224.68975,331224.68975,336300.00000,350112.28803,364976.70823,366300.00000,370474.50748,380580.59850,465276.71446,505000.00000,517600.00000,537300.00000,579100.00000,580100.00000,600420.00000,625800.00000,688947.35467,715220.77074,751580.23691,883913.22943,1006536.65835,1069766.70823,1117778.67830,1156359.72569,1210158.85287,1295637.30673,1389150.00000,1984491.19077,2256700.00000,2497051.12219,2566598.36708,2568843.95820,4686739.90025,13385407.25016,685.00000
76.00000,-119060.00000,-101700.00000,-20660.00000,89.82364,560.00000,2032.25996,3215.08728,4378.90268,5097.49184,5501.69824,6580.21197,7750.00000,8200.00000,10026.56434,12000.00000,13035.65643,14671.51496,15415.98302,18218.82793,19344.10848,20147.88030,33234.74853,33234.74853,54700.00000,60800.00000,69017.20698,79510.00000,101401.00000,107812.59352,118829.62594,124316.70823,125495.57357,127600.00000,133000.00000,135970.54213,136000.00000,141900.00000,145671.49575,145671.49575,159100.00000,161570.28086,161570.28086,166100.00000,170721.13466,174086.25935,183015.67603,186330.00000,191940.71072,193666.14090,201403.78429,211016.89526,213588.96509,219281.97257,219500.00000,223009.17082,233766.03527,235742.15545,236737.59352,244095.75441,244657.15219,255063.59102,273440.00000,276390.33666,304524.61137,337584.16459,347500.00000,362018.82793,363090.52369,377920.00000,389834.61790,408500.00000,429400.00000,431300.00000,477974.06924,533750.00000,545385.97257,559971.82887,596339.17701,610800.00000,635973.86022,653000.00000,692000.00000,751258.72818,833900.00000,904000.00000,905085.49967,925600.00000,1010394.76309,1113384.72569,1155073.69077,1229236.57740,1417000.00000,1667344.26434,1947056.85786,1954451.55860,3064600.00000,4628439.65087,5283875.89811,10369207.85761,675.00000
77.00000,-1530.00000,32.15087,1821.88279,4018.85910,4181.75686,5030.00000,8490.00000,14100.00000,18400.00000,23513.00499,25230.00000,27756.92020,31640.00000,37164.53298,39466.26388,43221.49002,49290.72502,53370.44888,54062.60614,57094.15415,59800.62344,60967.79882,65748.53491,69928.14838,71200.00000,71803.61596,79291.82234,79303.05029,87000.00000,87771.88279,91780.00000,95059.41397,119577.72698,129100.00000,131300.00000,148270.00000,150251.74564,150650.00000,153070.71848,161718.89027,163000.00000,164000.00000,175115.08728,176936.97007,187484.40235,202014.65087,208817.51796,211670.62968,220045.47355,220447.81796,241400.00000,241900.00000,242300.00000,243140.00000,259700.00000,263004.85661,265340.00000,266809.37656,276589.45787,279351.53494,282495.36251,285291.12345,300235.56733,328474.75062,340667.40039,364683.99739,385381.79551,401993.07980,404565.14963,417400.00000,432200.00000,442400.00000,446897.13217,447770.86871,451891.52841,471012.73677,471125.01633,491200.00000,513117.57022,528836.70803,568400.00000,571166.10059,580216.08479,586043.14174,586400.00000,612924.23940,621100.00000,632514.83791,673080.00000,710695.04364,739697.71391,774943.20449,804920.00000,807800.00000,879219.20200,933018.32918,1321030.00000,3514911.49575,8424335.07511,625.00000
78.00000,-50.00000,-40.00000,1.00000,1.00000,50.00000,235.77307,785.95689,1393.20449,1393.20449,1628.05356,1918.33541,2151.00000,2245.59112,4750.00000,6000.00000,6800.00000,7073.19202,8027.98824,9109.41397,11789.35336,13610.53616,19397.69327,26385.69562,35700.00000,36100.00000,36600.00000,37938.02993,42920.00000,50144.04964,52600.00000,58946.76682,64210.00000,65051.93267,70978.41022,78150.00000,82000.00000,88900.00000,91479.95012,99850.00000,110303.43566,111000.00000,115412.15545,122601.99501,122816.33416,149600.00000,155600.00000,201800.00000,205820.00000,221400.00000,221400.00000,240200.00000,257750.00000,273068.07980,292300.00000,305000.00000,305900.00000,317300.00000,317400.00000,319600.00000,324830.00000,327450.00000,336838.66754,336838.66754,336838.66754,361764.72894,376300.00000,379900.00000,405834.45460,415925.12469,420920.00000,494030.04572,531200.00000,554281.04738,602267.53756,607000.00000,618705.00000,669274.00249,732504.05237,810737.84289,831632.21424,857815.80666,1020700.00000,1023400.00000,1072831.15611,1073953.95167,1099441.41084,1140605.79800,1193419.39909,1218400.00000,1367901.82887,1771400.00000,1938500.00000,2290964.02743,2385940.56172,3075338.15461,3152393.07980,3714207.70738,4941932.09476,7110000.00000,615.00000
79.00000,-125000.00000,-2200.00000,0.00000,0.00000,60.00000,260.00000,1077.05424,1320.00000,3643.76559,3643.76559,6400.00000,7930.54863,9345.18703,9757.09340,9869.37296,28000.00000,33544.07731,48841.60679,50050.00000,55578.38014,58320.00000,62662.05112,64300.00000,71971.19530,72083.47485,87106.47943,87982.25996,94973.67830,96706.38145,114400.00000,114400.00000,119000.00000,122200.00000,126000.00000,128000.00000,130019.72567,133704.76309,133854.80050,137767.01502,137767.01502,146983.07357,158987.85108,160110.64664,186150.00000,186150.00000,189191.05160,210188.45134,210188.45134,216699.54278,216699.54278,222762.63880,224295.20574,243085.23841,251816.35287,252888.04863,259200.00000,261600.93516,267923.94015,306300.00000,307300.00000,310100.00000,317082.62469,340200.00000,381000.00000,394051.81421,401918.06110,406000.00000,409708.09928,409708.09928,423105.48628,423212.65586,429535.66085,457689.10848,490536.58354,531561.09726,552000.00000,568700.00000,615800.00000,947689.84414,1011680.79800,1075950.39277,1170720.44888,1248000.00000,1260207.04489,1263000.00000,1274260.67929,1285544.77466,1374919.30111,1493318.09275,1619100.00000,1635600.00000,1640659.03990,1654730.40524,1676346.50873,1839308.56608,1841923.50374,2698000.00000,7900300.00000,13414000.00000,515.00000
