HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PTERNHLY,PWCMPWGT
570815090712447,93001,2,201404,58,40.00,343.3555
570815090712447,93001,3,201404,31,11.74,684.2687
937021650128890,93002,1,201404,33,10.50,441.1749
111459720749107,93001,1,201404,23,8.50,615.5366
821017460579103,91001,1,201404,37,19.57,398.4811
821017460579103,91001,2,201404,19,3.00,390.3938
527191479200974,93001,3,201404,36,13.00,4275.7501
152529020979101,93001,1,201404,39,10.25,3626.1487
152529020979101,93001,2,201404,23,18.00,3538.3161
269195709200215,91001,1,201404,57,10.00,3001.6368
190956207019252,91001,1,201404,74,18.28,2966.9417
321544056907393,91001,2,201404,23,18.00,3973.7330
706908351999152,91001,2,201404,48,32.00,3267.4933
210209987921492,93001,2,201404,23,8.50,3973.7330
996032388129830,93001,2,201404,30,31.25,3647.5720
957062500129180,93001,2,201404,48,40.00,3039.2961
860521097012059,93001,3,201404,19,8.00,3226.4493
610209916596074,91001,2,201404,50,7.75,2926.4537
602902141990582,93001,1,201404,23,8.50,4094.5793
842549860809105,91001,1,201404,50,10.00,3728.0065
260320097312539,93001,1,201404,22,8.50,5348.4182
006331220935297,93001,1,201404,35,8.25,3626.1487
006331220935297,93001,3,201404,40,8.25,4016.7890
210209944129472,93001,2,201404,53,8.25,3160.0817
902908291998022,93001,1,201404,57,15.00,2954.9694
946052658169950,91001,1,201404,60,12.00,2766.7401
521622066907494,91001,1,201404,62,25.00,2970.9111
521622066907494,91001,2,201404,41,25.00,3273.3457
210209993263998,93001,1,201404,43,12.00,3769.7119
210209993263998,93001,2,201404,41,11.50,3881.7622
072012147160510,91001,1,201404,46,8.17,3267.4933
072012147160510,91001,2,201404,46,27.00,3049.1563
021771086907192,91001,2,201404,59,7.93,2969.3838
194972607059229,93001,2,201404,61,29.00,3080.0087
289800657530961,91002,1,201404,35,25.00,3575.6882
210209924886994,93001,1,201404,22,10.00,4156.5725
525196059300955,93001,2,201404,31,10.75,3135.3981
193946205006339,91001,1,201404,62,30.00,3440.3545
706909501999383,91002,1,201404,31,9.50,4878.8312
100831098212049,93001,2,201404,28,12.50,4052.1838
610309934226570,91001,1,201404,53,23.75,3794.9104
610309934226570,91001,2,201404,56,23.20,3557.3207
490939062612919,93001,3,201404,19,7.25,3883.5525
002900341990713,93001,1,201404,50,24.00,3662.9033
002900341990713,93001,2,201404,58,14.20,3204.4235
944045813128060,93001,2,201404,29,8.00,548.2441
588400364410921,93001,1,201404,54,23.14,587.1036
588400364410921,93001,2,201404,19,7.25,788.8171
665079520699106,93001,2,201404,60,29.90,546.7150
052901250987596,93001,1,201404,55,22.00,552.6606
996025870129550,93001,1,201404,48,18.00,710.9812
406901641983405,91001,1,201404,53,12.30,732.2815
406901641983405,91001,2,201404,54,24.00,651.6631
406901641983405,91001,3,201404,34,23.00,1217.7549
406901641983405,91001,4,201404,29,9.75,1092.8839
194996203002554,91002,1,201404,55,24.00,565.3024
057711650962597,91001,1,201404,43,13.25,525.7920
886919560339101,91001,2,201404,44,18.00,1096.7874
402901271995136,93001,1,201404,51,20.00,1130.5985
402901271995136,93001,2,201404,51,8.00,1192.7333
210609913127594,93001,1,201404,41,15.00,1096.7874
124192739600951,93001,2,201404,59,9.60,1088.3901
850163008212400,93001,1,201404,26,14.00,1235.6022
850163008212400,93001,2,201404,39,13.00,1804.0622
802903441995076,93001,2,201404,51,9.50,1250.2382
067191729600993,91001,1,201404,33,25.23,1149.7649
906908171991657,91001,1,201404,60,17.70,2809.0242
193966708037719,91001,1,201404,30,9.24,3080.3272
197766709050762,91001,2,201404,39,8.50,2772.8691
367678760099105,91001,3,201404,20,8.00,3384.8385
706908351789157,91001,1,201404,42,10.00,3007.5583
197986808076747,91001,2,201404,35,16.68,2880.1647
177540260210107,91001,1,201404,30,24.00,2911.7302
610706995898298,91001,1,201404,73,10.00,3099.5839
162952701084799,93001,2,201404,38,15.00,3007.6871
002111270980698,93001,1,201404,68,11.13,2569.2391
002111270980698,93001,6,201404,22,8.00,3242.7121
566191489700902,91001,1,201404,49,8.25,3055.9042
069192929700988,91001,1,201404,51,20.11,3011.8067
069192929700988,91001,4,201404,17,8.00,2856.4107
210709958076593,93002,1,201404,34,15.75,3103.1996
071526006909892,91001,1,201404,54,14.32,3011.8067
071526006909892,91001,3,201404,23,13.50,3686.5476
196912500084799,93002,1,201404,42,18.00,3115.7775
196912500084799,93002,2,201404,38,9.25,2983.8000
827949420639108,93001,2,201404,53,10.00,2623.1861
964037898129420,93001,1,201404,48,16.00,2683.9000
371298046909694,91002,1,201404,45,27.54,2690.7711
881961056909598,91001,1,201404,41,11.50,3102.4271
802902171990808,93001,2,201404,68,8.25,2327.1577
440885062812689,93001,1,201404,45,12.73,2977.8081
195996904040839,91001,2,201404,54,18.00,2833.0191
481934096909095,91001,2,201404,66,13.52,2326.0200
481934096909095,91001,3,201404,28,8.35,6043.0910
021199369800735,93001,3,201404,24,15.00,4850.3265
129190059800944,93001,2,201404,58,13.47,2772.5739
930886090316519,91001,1,201404,26,10.00,4176.4909
930886090316519,91001,2,201404,30,14.00,5764.1742
581897056909197,91001,1,201404,37,2.13,4083.1289
220190319800939,93001,1,201404,33,11.25,4346.2542
981266006909694,91001,1,201404,57,17.00,2728.2335
981266006909694,91001,2,201404,56,28.00,2696.4140
821193159800969,93001,1,201404,30,12.00,4798.7705
195932801061899,93001,1,201404,63,8.37,2588.3613
195932801061899,93001,3,201404,20,7.75,4816.2819
962190629900993,91001,1,201404,39,19.00,1425.9168
360898095712029,93001,1,201404,77,8.00,1310.5863
839059820269107,93001,1,201404,37,23.50,1302.2900
839059820269107,93001,2,201404,45,24.50,1280.4031
930049801169780,91001,1,201404,50,27.00,1295.2410
402908671995549,93001,1,201404,56,14.00,1300.9146
402908671995549,93001,7,201404,20,8.00,1569.3322
760199719900998,91001,1,201404,37,12.00,1426.2460
760199719900998,91001,2,201404,36,10.00,1300.0988
006908971999719,91001,3,201404,27,25.00,1454.1421
891056076909396,91001,1,201404,54,39.00,1369.7778
621193129900979,93001,4,201404,24,10.00,1572.3401
802222042909560,93001,3,201404,49,19.00,1156.5883
221299169000904,93001,2,201404,80,12.38,1101.4978
296976909051029,91001,1,201404,60,25.00,1061.2310
602906132992400,93001,1,201404,64,12.50,1106.7461
620006958804399,91001,1,201404,41,39.00,1545.6510
402655086909392,91001,2,201404,31,12.50,1660.4262
506907312990830,91001,2,201404,39,10.00,1107.1285
950806096726779,91001,2,201404,59,10.00,1118.8733
950806096726779,91001,3,201404,19,9.00,1586.4064
290986007075079,91001,1,201404,32,22.00,1519.4779
290986007075079,91001,2,201404,30,19.00,1632.1698
506907872997000,91001,1,201404,59,26.51,1124.7883
220009993392494,93001,1,201404,55,7.25,1166.7455
220109981829393,93001,1,201404,52,11.00,1952.0595
220109981829393,93001,2,201404,51,19.00,1952.0595
823292919100938,93001,1,201404,58,7.25,1801.7903
412142062909869,93001,1,201404,55,16.00,2040.8337
412142062909869,93001,2,201404,21,8.00,1699.9644
062268489100933,91001,1,201404,50,14.00,2193.5901
702608112991021,93001,2,201404,52,9.48,2193.5901
902906022991931,93001,2,201404,54,27.00,1952.0595
081061187220590,93001,1,201404,26,10.00,1616.0886
510820091522749,93001,1,201404,34,26.75,3959.9640
302909822991412,93001,1,201404,38,18.00,3252.5470
302909822991412,93001,2,201404,30,10.00,2787.8672
220209941982193,93001,1,201404,42,10.63,3808.4043
220209941982193,93001,2,201404,51,11.50,3243.3550
423298219200919,93001,1,201404,36,7.25,4507.0716
076892220982692,93001,1,201404,48,22.00,3242.5200
882809520979201,93001,2,201404,18,7.25,2457.4894
529291649200945,93001,1,201404,50,20.34,3570.8964
294972502052359,93001,1,201404,23,10.10,765.4974
650830093726459,91001,2,201404,33,23.00,675.6572
266260129300959,91001,2,201404,19,10.00,557.7555
266260129300959,91001,3,201404,42,15.00,610.7798
023562230016104,93001,1,201404,52,10.13,641.6768
298946305064389,91002,2,201404,35,25.00,666.6258
036482240963997,93001,1,201404,37,46.35,1784.2160
265299689400968,91001,1,201404,61,12.00,1302.6889
506908962996284,91001,1,201404,51,28.30,1293.3151
530144009826810,91001,2,201404,32,28.00,1815.0961
297966804021479,91001,1,201404,32,5.50,1767.3667
297966804021479,91001,2,201404,32,12.00,2166.2140
293942508074469,93001,2,201404,54,25.00,1931.4646
894269160119207,91001,2,201404,19,7.55,1700.7613
606906882996174,91001,2,201404,37,10.50,1699.4563
078152240019702,93001,1,201404,50,62.00,1866.5270
078152240019702,93001,2,201404,56,38.00,1614.1592
078152240019702,93001,3,201404,23,10.00,2205.9777
078152240019702,93001,4,201404,20,9.00,2625.1627
634959420329203,93001,1,201404,46,13.88,1917.3839
306909832991155,91001,1,201404,45,24.00,3257.8061
440853093322109,93001,1,201404,53,22.69,3168.5238
452413036909093,91002,2,201404,17,13.00,2156.3522
452413036909093,91002,3,201404,34,17.00,3810.6328
292976104099589,91001,1,201404,58,19.32,3260.8051
292976104099589,91001,2,201404,20,8.50,3722.8869
306901452998436,91001,2,201404,22,13.00,3292.7964
306901452998436,91001,4,201404,21,10.00,3292.7964
306901452998436,91001,5,201404,23,9.00,3292.7964
461261309600966,91001,1,201404,67,10.00,3237.3738
826149460299204,91001,1,201404,59,20.00,3894.5661
826149460299204,91001,3,201404,31,36.20,3140.7184
298976308096619,91001,1,201404,62,26.00,3803.7257
662080046909365,91001,1,201404,35,12.50,3053.2579
220609964277599,93001,1,201404,43,28.00,2745.1103
294982206094689,93001,1,201404,58,26.50,3442.5279
294982206094689,93001,2,201404,34,13.00,3400.6056
669610775590922,93001,2,201404,22,8.25,4068.6106
086139760409208,91001,2,201404,35,9.00,3170.6608
609370884010962,91001,1,201404,24,7.00,3593.2956
609370884010962,91001,2,201404,35,10.75,3006.6669
619870731490962,91001,1,201404,22,5.50,4364.8589
619870731490962,91001,2,201404,54,26.00,3157.8648
372950026909294,91001,2,201404,76,10.35,1433.3865
402905072995777,93001,1,201404,28,18.27,1753.1164
220709977507594,93001,2,201404,36,19.25,1809.1649
297902707054759,93001,1,201404,55,18.23,1392.0118
672562072909767,93001,1,201404,31,21.02,1945.3553
824292029700958,93001,1,201404,73,14.00,1266.1183
167298649700912,91001,1,201404,68,18.00,1456.4466
167298649700912,91001,2,201404,68,12.00,1252.8256
072115032907195,93001,3,201404,22,8.00,1882.7651
291962409014799,93001,2,201404,40,17.50,1859.7708
125293309700752,93001,1,201404,26,9.00,1709.9797
125293309700752,93001,2,201404,27,9.50,2179.7843
669294759700909,91001,2,201404,24,10.00,2045.9581
295946607009799,91001,1,201404,48,11.75,1576.9561
295946607009799,91001,2,201404,47,22.19,1677.5089
295946607009799,91001,3,201404,16,7.25,1517.5852
295946607009799,91001,4,201404,19,15.50,1718.0637
137820160280214,91001,1,201404,30,17.25,1619.6058
095018116260060,91001,2,201404,36,16.00,2067.0650
422261679800957,93001,1,201404,55,7.25,2139.3395
422261679800957,93001,2,201404,53,14.25,1932.6710
321265179800924,93001,1,201404,28,7.00,3397.8910
360290819800904,91001,2,201404,56,35.00,2014.5371
406608452996389,91001,1,201404,51,27.00,2597.7514
406608452996389,91001,2,201404,53,26.60,2610.2963
406608452996389,91001,3,201404,18,7.35,2634.6423
461263679900962,91001,1,201404,64,11.25,2390.8761
676039847229570,93001,1,201404,41,8.25,3245.1458
302608452998689,93001,1,201404,35,28.00,2774.1739
302608452998689,93001,2,201404,36,19.00,3455.1954
427291839900790,93001,1,201404,48,26.00,2587.3917
427291839900790,93001,3,201404,23,2.13,3472.7387
427291839900790,93001,4,201404,21,7.50,4046.9891
692336046909096,91002,1,201404,36,17.50,3700.4706
692336046909096,91002,2,201404,34,15.00,3011.3571
006903362996469,91001,1,201404,46,15.51,2803.7115
602900913999030,93001,2,201404,20,8.75,1421.0776
602900913999030,93001,3,201404,32,34.00,1210.7779
190903066336739,91002,1,201404,26,8.75,1443.1751
910769360396303,91001,1,201404,32,9.00,1210.7779
399972107002069,93001,1,201404,41,34.58,1239.4507
399972107002069,93001,2,201404,36,9.80,1348.6310
393996009008069,91002,1,201404,24,9.00,1589.0012
440815092832689,93001,1,201404,55,11.50,827.8492
801769720789300,93001,2,201404,68,12.50,711.5750
667390879100907,91001,1,201404,58,12.25,790.4431
706907083990671,91001,1,201404,71,8.75,827.1378
713760076909199,91001,2,201404,43,14.96,685.5771
030733210014005,93001,1,201404,45,14.50,914.2425
030733210014005,93001,2,201404,42,38.63,747.6004
925021830329410,93001,1,201404,32,28.35,891.7738
925021830329410,93001,2,201404,32,14.56,1087.6970
713358026909799,91001,2,201404,49,12.00,905.0875
096022170320550,93001,1,201404,24,10.00,1486.9074
096022170320550,93001,2,201404,51,8.00,1255.8263
096022170320550,93001,3,201404,50,8.00,1349.4110
239650059270923,93001,1,201404,52,24.01,1307.5979
239650059270923,93001,2,201404,55,28.50,1396.8049
398992508015269,93001,1,201404,66,12.75,1382.3453
398992508015269,93001,3,201404,22,7.25,1734.2070
955082061369890,91002,1,201404,43,12.00,1449.2906
523388082907897,93001,1,201404,30,8.25,1463.4357
872249320349307,93001,2,201404,25,9.00,1383.4631
364992203002359,93001,1,201404,58,11.16,445.7498
364992203002359,93001,2,201404,51,13.79,477.0898
630306994691390,91001,1,201404,37,17.46,863.9494
630306994691390,91001,2,201404,43,11.00,478.6212
567398119300944,91001,1,201404,73,17.50,466.4429
996013684329080,93001,1,201404,57,9.00,439.8357
996013684329080,93001,2,201404,62,30.00,458.6913
996013684329080,93001,4,201404,23,10.00,586.7674
996013684329080,93001,5,201404,20,8.75,619.9205
369600489180923,93001,2,201404,68,12.00,405.4062
643482086909591,91001,1,201404,42,22.42,3267.3821
706904813794514,91001,1,201404,41,40.00,3267.3821
395926002031479,91001,1,201404,63,8.00,4234.9494
243273006909195,91001,1,201404,53,12.00,3286.2669
243273006909195,91001,2,201404,41,16.00,4357.5013
206907083995264,91001,2,201404,51,27.00,3097.1484
206907083995264,91001,3,201404,24,11.00,4168.1259
206907083995264,91001,4,201404,18,8.00,3500.1233
230509979935745,93001,2,201404,19,7.50,1754.2020
225394829500937,93001,1,201404,37,10.65,1705.2079
510560026320063,91001,1,201404,34,17.00,1898.5990
659210767220923,93001,1,201404,57,9.75,5444.5333
506908463492816,91002,2,201404,64,11.50,5444.5333
206905273782316,91001,1,201404,46,15.00,2914.2336
467391879600931,91001,1,201404,27,10.00,5113.9855
467391879600931,91001,2,201404,25,10.00,5113.9855
110363096932259,93001,1,201404,31,8.00,3594.5165
163387052904798,93001,2,201404,43,13.00,3168.5314
230609983516571,93002,1,201404,67,8.50,2873.3195
040523260906599,93001,2,201404,22,8.00,3657.2685
040523260906599,93001,3,201404,22,12.00,3657.2685
040523260906599,93001,4,201404,19,12.00,3412.5597
960167091732889,93001,1,201404,51,17.00,2668.7397
076873260918991,93001,1,201404,40,7.00,4097.2334
156699460509302,91001,1,201404,40,10.50,4285.7701
619940255060963,91002,1,201404,19,10.00,3490.8792
706908163796586,91001,1,201404,60,11.50,2523.0910
810862094732859,93001,1,201404,29,14.00,4229.5479
876489220099302,93001,1,201404,69,9.50,2703.7548
953006879369950,91001,1,201404,52,15.00,3498.6055
050060090332309,93001,1,201404,63,10.00,2831.4096
619650890090923,93001,1,201404,58,25.00,2831.4096
011343660961297,91001,1,201404,63,10.46,2831.4096
906908293998026,91001,1,201404,50,33.00,3221.1746
906908293998026,91001,3,201404,17,7.50,3502.0850
086273660930395,91001,2,201404,61,15.00,3063.4812
363629096909893,91001,1,201404,51,22.00,3258.5462
167350320820309,93001,2,201404,38,10.50,3173.2519
085027139320360,93001,1,201404,40,29.00,2851.4197
085027139320360,93001,2,201404,40,27.00,2916.3569
399956905007779,91001,1,201404,43,27.00,2916.3569
573854086909792,91001,2,201404,47,10.75,3342.6126
397952502085727,93001,2,201404,51,9.00,2920.0170
964047863329700,93001,1,201404,27,17.36,3219.4091
964047863329700,93001,2,201404,24,9.00,3082.2362
810177000636500,91001,9,201404,32,8.00,3401.3110
906901993793237,91003,2,201404,56,12.00,2914.3286
506909013994157,91001,2,201404,47,15.67,3597.2700
230709977833374,93001,1,201404,61,14.50,2927.2247
710100668360063,91001,2,201404,28,15.00,5119.6612
273204036909191,91001,1,201404,42,2.13,2916.3569
086048186360420,91001,1,201404,37,33.00,379.0318
240184006636880,91001,2,201404,40,28.00,355.9895
021068195320790,93001,1,201404,44,11.50,355.9895
502904453991738,93001,1,201404,34,17.00,356.8043
396912309060809,93001,1,201404,47,9.50,486.4463
396912309060809,93001,2,201404,45,24.01,415.4869
034443280985495,93001,1,201404,27,15.00,446.1980
848559320449304,93001,1,201404,55,14.00,392.3587
393946504044859,91001,2,201404,30,13.00,356.8269
076643290989097,93001,1,201404,49,22.00,3816.5160
028223690684099,91002,1,201404,25,8.75,3699.3068
028223690684099,91002,4,201404,30,9.00,3559.3638
028223690684099,91002,5,201404,28,9.50,3699.3068
809499260286302,91001,1,201404,41,9.00,3227.4852
809499260286302,91001,3,201404,21,11.00,3472.1907
821361439900907,93001,1,201404,25,8.25,3757.9760
102607143990839,93001,1,201404,46,12.00,2940.3523
529889260409305,91001,1,201404,41,9.50,3227.4852
529889260409305,91001,2,201404,44,12.50,2958.1018
969220214870963,91001,3,201404,33,20.50,3559.3638
693039096907292,91002,1,201404,24,22.73,3713.3567
490895093036659,91001,3,201404,57,13.50,2750.8694
793744016907895,91002,1,201404,22,9.50,3777.7709
793744016907895,91002,2,201404,21,2.13,3777.7709
624396549900922,93001,1,201404,44,15.00,4630.1277
702604773995869,93001,1,201404,39,9.00,3058.6908
630906985618797,91001,2,201404,58,11.50,2671.4930
093234082907497,93001,3,201404,24,10.00,5996.9817
230909912222396,93001,1,201404,36,16.00,3014.9297
029873290696691,93001,1,201404,76,11.00,2681.6858
072029124360210,91001,1,201404,51,21.33,2877.4699
072029124360210,91001,2,201404,50,44.00,2752.3594
504842086002003,91001,1,201404,45,42.00,2553.5157
504842086002003,91001,2,201404,43,25.00,2081.8838
497936907058007,91001,2,201404,48,8.22,2194.9453
496906809099069,91001,1,201404,59,16.00,2023.2006
790811098142339,93001,2,201404,27,19.00,2548.0450
871389120399401,93001,1,201404,55,35.40,2294.3603
871389120399401,93001,2,201404,55,27.00,2526.7926
189420462090964,91001,1,201404,59,28.00,2518.5532
059464210980292,93002,1,201404,40,11.00,1950.5917
084684210964392,93001,2,201404,39,24.50,2169.3931
962041648429830,93001,1,201404,51,53.00,2514.3190
240109978362773,93001,1,201404,26,9.40,2385.4712
424147052909767,93001,1,201404,39,20.00,3447.9589
424147052909767,93001,2,201404,46,23.00,2859.9664
102903024493452,93001,1,201404,66,13.00,2777.2078
602902194996602,93001,1,201404,65,24.00,2777.2078
626491909200962,93001,1,201404,50,13.25,3381.5781
626491909200962,93001,2,201404,19,7.80,3365.1406
966498559200996,91001,1,201404,52,30.00,3381.5781
524869096909695,91001,1,201404,33,8.10,3556.2471
524869096909695,91001,2,201404,38,36.00,3635.0353
764490779200955,91001,1,201404,22,10.30,3998.2985
764490779200955,91001,2,201404,21,10.00,4124.7087
927062818469680,91001,2,201404,58,19.50,2954.9154
464497769200999,91001,1,201404,49,9.26,3400.0502
491992601071229,93002,3,201404,43,15.00,3407.2995
423408540200297,93001,2,201404,38,12.00,3359.9444
493986304053299,91001,2,201404,23,7.25,4062.4978
240209909252991,93251,1,201404,41,13.50,3414.0528
240209909252991,93251,2,201404,39,11.00,3508.7118
240209909252991,93251,3,201404,19,8.08,3365.1406
492922604074249,93001,1,201404,67,22.00,2613.0954
498972003064279,93001,1,201404,40,12.00,3212.3077
628492659200748,93001,1,201404,34,2.83,3549.2125
822869560869404,91001,2,201404,51,19.38,2838.8953
002909074996792,93001,2,201404,39,10.25,3501.7712
640209939935443,91002,1,201404,24,14.00,3763.1647
640209916792173,91001,1,201404,31,14.50,3626.3537
099474220986299,93001,1,201404,40,16.00,3414.0528
099474220986299,93001,2,201404,35,9.25,3508.7118
240209974239299,93001,1,201404,66,11.40,2771.7142
