HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PTERNHLY,PWCMPWGT
967091906059560,91001,1,201403,62,23.00,2885.5484
199890045500650,91002,2,201403,21,8.00,5315.5340
010339005909967,91001,2,201403,66,11.82,2542.2865
095941307097925,93001,1,201403,40,25.00,1685.6997
805904620896449,91001,1,201403,27,8.75,2124.3762
805904620896449,91001,2,201403,27,18.00,1044.9376
930069933059520,91001,2,201403,36,10.50,1051.0634
104021107035001,93001,2,201403,50,10.00,369.0489
110009954572582,93001,1,201403,34,8.00,523.6714
400969210679109,93001,2,201403,63,12.00,333.3455
510009940164334,91001,2,201403,43,17.00,414.9433
510009940164334,91001,3,201403,16,8.25,495.0198
190965404034013,91001,1,201403,53,20.00,382.3387
190965404034013,91001,2,201403,24,11.00,438.5690
400349550129103,91001,1,201403,74,11.50,315.0509
020860254230051,91001,1,201403,55,10.00,356.9364
020860254230051,91001,4,201403,18,7.50,378.1510
101900671894241,93001,3,201403,28,20.00,342.6902
101900671894241,93001,4,201403,31,17.00,347.6632
177240461700951,91001,2,201403,60,10.10,476.5299
501908961596282,93001,4,201403,26,10.00,4389.5136
305003261103052,91001,1,201403,41,9.50,4912.2648
305003261103052,91001,2,201403,27,10.00,5391.1515
963072712159540,91001,1,201403,36,22.00,3202.3671
470725093215169,91001,1,201403,47,12.00,2727.3701
198925106045298,91001,1,201403,28,15.55,3390.8002
621807045908098,91001,1,201403,55,16.80,3559.9051
011169419200806,93001,1,201403,44,15.50,3646.1954
621547041003300,93001,1,201403,47,17.00,3632.5517
921237035908699,91001,3,201403,26,15.00,4116.7572
921237035908699,91001,4,201403,30,15.00,3602.6851
201907971898702,93001,1,201403,50,13.50,3521.6763
321388061905998,93001,1,201403,61,12.00,3028.6368
016501120970897,93001,1,201403,51,17.50,4122.3633
957062700119180,93001,1,201403,68,18.75,3393.5625
904092768159200,91001,1,201403,53,8.00,3824.1557
220510566420011,93001,1,201403,26,15.00,3526.5381
942549810809105,93001,2,201403,43,7.00,4885.7797
279050986500951,91001,1,201403,42,20.20,4828.8603
279050986500951,91001,2,201403,50,15.00,3539.7578
510209970526363,91001,1,201403,30,17.50,5191.4649
953022908159960,91001,3,201403,25,8.00,3526.5381
982929510266104,93001,1,201403,54,17.00,3277.6754
027791130973190,93001,1,201403,35,15.00,2966.8334
601906881898193,93001,2,201403,20,7.50,3743.5086
110309919688886,93001,1,201403,53,21.90,2978.4388
783469710209105,93001,2,201403,29,9.35,4124.6382
002601530997690,91001,1,201403,37,20.22,2966.8334
214190759300552,93001,1,201403,23,10.00,3189.4444
195901207054325,93001,2,201403,25,27.50,3657.8427
983639150039100,91001,1,201403,32,18.00,3888.0692
199610904480952,91001,2,201403,47,8.00,2166.2815
199980530650912,93001,1,201403,44,16.00,2773.3819
199150501700952,91001,1,201403,55,12.47,2207.0695
179600373840612,93001,1,201403,50,15.00,1993.3761
179600373840612,93001,4,201403,16,6.00,2536.4119
812743065908360,91001,1,201403,54,26.00,1993.3761
105001482105401,91001,1,201403,71,50.00,1960.9358
199130029580612,93001,2,201403,44,13.35,2449.6836
299270571890912,93001,1,201403,29,10.00,3222.6762
936082930259500,91002,1,201403,18,12.75,3902.1611
305905602894182,91001,2,201403,49,10.00,2637.0032
293991205015238,93001,2,201403,24,15.00,3627.3946
992329350559201,91002,1,201403,58,9.50,3303.8914
291915302048318,91001,1,201403,37,11.00,651.0434
291915302048318,91001,2,201403,42,11.26,774.8422
904239750269204,91001,1,201403,35,35.00,1903.4789
904239750269204,91001,2,201403,32,15.00,1833.5972
295931105097485,93001,1,201403,45,17.00,1741.2940
295931105097485,93001,2,201403,26,17.00,3051.0792
105909782695274,91001,1,201403,36,12.00,2514.8747
105909782695274,91001,2,201403,52,10.00,2235.0497
105909782695274,91001,3,201403,31,11.00,1921.3665
105909782695274,91001,4,201403,29,11.00,1678.0216
520409927978561,91001,1,201403,44,15.00,2489.2596
520409927978561,91001,2,201403,36,12.00,1738.4880
520509943145833,91001,1,201403,57,26.00,3487.6166
297915709013568,91001,1,201403,38,11.00,6491.0903
933078940259410,91002,1,201403,23,10.00,2628.0524
933078940259410,91002,3,201403,19,18.00,2263.0705
930063933359520,91001,1,201403,60,22.35,431.1434
930063933359520,91001,2,201403,54,9.70,450.2552
533512055908290,91001,1,201403,45,61.00,459.9036
533512055908290,91001,2,201403,16,7.35,521.5981
012843130691193,93001,1,201403,47,39.89,448.1967
012843130691193,93001,2,201403,21,7.50,601.3806
974559450229305,91001,1,201403,39,12.00,3056.0056
130409924593062,93001,2,201403,31,9.25,2969.6272
530409962907956,91001,2,201403,59,43.00,3732.3815
130409960219686,93001,1,201403,41,10.00,3310.0539
944309550709308,91001,1,201403,46,7.35,3354.0756
160942099331279,93001,1,201403,42,13.50,3193.7521
993054715359140,91001,1,201403,46,28.00,4587.2944
011743540994895,91002,1,201403,32,15.00,3134.6670
074123140997698,93001,2,201403,57,14.00,3732.3815
028343140970995,93001,1,201403,40,10.00,3142.8676
392995508043408,91001,1,201403,47,20.00,3521.7376
392995508043408,91001,2,201403,18,10.00,3136.4844
559397599400899,91001,1,201403,51,15.00,3731.7676
994589350329300,91001,1,201403,47,8.50,3634.7036
998056906359810,91001,2,201403,59,16.00,3426.9201
041163560996399,91001,2,201403,52,10.21,3415.6785
011395569600693,93001,1,201403,22,12.00,4381.4598
130600000828215,93001,2,201403,27,30.00,3679.9572
926028510499306,93001,3,201403,31,13.00,3134.8218
391925307022650,91001,1,201403,59,13.33,3843.7092
163129061905593,93001,1,201403,68,28.76,3112.9671
163129061905593,93001,2,201403,70,12.00,3449.7357
396985905059651,91001,1,201403,27,20.00,2994.3947
952056931359390,91001,1,201403,78,14.00,3335.3029
048833160994890,93001,1,201403,21,8.00,4414.5137
048833160994890,93001,2,201403,22,8.25,4414.5137
130609940988116,93001,1,201403,30,16.00,3377.2209
063998061903095,93001,1,201403,53,30.00,3522.3228
063998061903095,93001,2,201403,47,10.35,3005.1689
530609933405353,91001,2,201403,44,11.00,2976.7547
163214075908391,91261,2,201403,55,20.20,4113.2478
305901213894716,91001,1,201403,51,23.00,4997.1973
305901213894716,91001,2,201403,51,14.00,4490.7673
649250717140953,91001,2,201403,61,27.00,3173.0980
763743045906094,91001,3,201403,24,14.12,4693.3163
805908833897126,91001,2,201403,25,15.00,4169.6701
300031404076751,93001,2,201403,42,16.59,3731.7361
720070680150013,93001,1,201403,27,8.50,3275.2058
720070680150013,93001,2,201403,24,7.50,3991.1423
071063170025800,93001,1,201403,27,13.50,3574.2849
907349050179306,91001,1,201403,64,15.23,3392.3620
773187065908296,91001,1,201403,47,11.50,3248.8305
993017948359760,91001,1,201403,37,8.00,3447.1905
992039779319280,93001,1,201403,66,12.00,3292.1013
130909989450588,93001,1,201403,23,24.00,3777.0989
068253190997092,93001,1,201403,52,20.19,3151.1044
068253190997092,93001,2,201403,49,23.00,3279.5034
793226005905197,91001,1,201403,29,8.00,3360.0305
779959950959309,91001,2,201403,51,19.38,3130.0818
028423190977192,93001,1,201403,59,17.50,3599.8865
254391829900827,91001,2,201403,45,37.94,3505.6761
254391829900827,91001,3,201403,19,8.35,3382.1135
909399250269309,91001,2,201403,40,14.00,3566.6583
999920902630953,91001,1,201403,35,17.00,3207.6110
934069947359050,91001,1,201403,50,23.00,3508.4818
934069947359050,91001,2,201403,63,19.80,2984.4246
390981107051948,93001,1,201403,58,28.76,3431.3035
397995106078988,91001,4,201403,27,7.80,5305.4980
395971107048948,93001,2,201403,35,8.00,2741.8915
713392609900835,93001,2,201403,47,11.06,2788.3569
415394969900894,93001,1,201403,24,13.23,3185.1283
415394969900894,93001,2,201403,28,17.00,4082.0434
959889410139309,93001,2,201403,37,18.00,2757.6495
969259750099306,91001,1,201403,63,32.00,2702.9213
130906922896194,93001,1,201403,62,17.50,2763.7481
417390479900802,93001,1,201403,37,22.00,3110.2476
392901302060958,93001,1,201403,61,12.00,2876.6253
069154520948299,91001,2,201403,35,38.20,2897.8946
405901644693402,91002,1,201403,48,17.00,3064.1641
299410597500954,91001,2,201403,32,15.00,3068.5415
279440983570954,91001,2,201403,36,1.48,2939.0021
299620433740914,93001,1,201403,70,22.50,2984.3161
938092931459170,91001,1,201403,61,9.00,2868.7290
938092931459170,91001,2,201403,65,14.50,2916.8981
938092931459170,91001,3,201403,21,10.25,3346.1195
705905804899522,91001,2,201403,25,8.00,2895.2399
705905804899522,91001,3,201403,48,7.60,2891.2318
299170258140914,93001,3,201403,17,8.75,3185.6959
080514520992691,91001,1,201403,85,13.25,2765.1553
657498979200891,91001,1,201403,46,29.75,2891.2318
657498979200891,91001,2,201403,45,31.00,3016.5360
657498979200891,91001,3,201403,18,7.25,2754.5525
299700327590954,91001,1,201403,32,21.68,3642.8363
299700327590954,91001,2,201403,31,19.00,4168.4109
057944520014206,91001,1,201403,58,13.50,3097.6015
470929060145909,91001,2,201403,32,17.00,3516.5382
624584021906997,93001,1,201403,21,14.38,3762.0163
957052289459080,91002,2,201403,22,11.00,3512.9530
495901305077273,93001,2,201403,45,15.00,3064.1641
524077031903795,93001,1,201403,59,19.00,3282.8773
524077031903795,93001,4,201403,20,8.25,3984.4224
249800461530914,93001,1,201403,59,22.00,3282.8773
413493039200837,93001,1,201403,35,20.25,3165.3738
493931400033278,93001,1,201403,56,19.00,3282.8773
406065507046271,91001,1,201403,32,23.00,3068.5415
973042755459580,91001,1,201403,43,21.27,3136.4972
144963095905094,91001,1,201403,52,9.18,418.9467
144963095905094,91001,3,201403,22,8.50,531.9358
059664540990697,91001,1,201403,50,27.00,455.2074
925055999459250,91001,1,201403,67,10.00,2229.4366
406061004044541,93001,1,201403,43,13.70,2794.0642
406061004044541,93001,2,201403,39,12.00,3716.1448
140509918560483,93001,2,201403,44,11.25,2794.0642
599210269230914,93001,3,201403,26,14.00,3912.6327
599210269230914,93001,4,201403,20,10.00,4177.0932
799350947720654,91001,2,201403,23,8.95,3101.5786
967029550539403,91001,1,201403,62,11.20,2786.0050
240978096441799,93001,1,201403,66,12.23,3001.6642
240978096441799,93001,2,201403,53,8.50,3590.4692
799220143070614,93001,1,201403,35,26.23,2558.7593
957529710246405,93001,1,201403,42,9.50,2899.1637
400085006030741,91002,1,201403,42,13.06,2676.1969
400085006030741,91002,5,201403,16,7.25,3545.4359
140709905821680,93001,1,201403,34,19.00,3148.2600
495921001060788,93001,1,201403,42,25.73,3848.8437
901006264100507,93001,1,201403,56,13.47,3112.9786
901006264100507,93001,2,201403,20,9.00,2903.2164
901904484894147,93001,1,201403,50,13.00,3269.3010
947339310459407,93001,1,201403,42,7.25,2900.9644
947339310459407,93001,2,201403,42,17.95,2681.4930
944040913559060,91001,1,201403,42,15.38,336.3032
120708091055409,91001,1,201403,40,15.00,349.3266
199220345870955,91001,1,201403,26,9.00,3571.2970
952041983559510,91002,2,201403,30,14.00,2883.3688
079065110996591,93001,4,201403,17,7.50,2743.1424
790712092751649,93001,1,201403,66,12.00,2916.1264
563995706084439,91001,1,201403,47,8.00,1216.4256
563995706084439,91001,2,201403,22,8.00,1184.4571
260948091451959,93001,1,201403,51,8.50,1231.4768
260948091451959,93001,3,201403,20,9.00,1618.8830
066355540995298,91001,1,201403,48,15.50,1133.4320
066355540995298,91001,2,201403,46,18.70,1216.4256
999650059270710,93001,1,201403,58,8.75,1171.3564
100907997384457,93001,1,201403,43,18.00,1137.6044
100907997384457,93001,2,201403,41,19.00,1094.0403
605706630892799,91002,1,201403,72,25.00,1121.8808
939529150817000,91001,1,201403,53,12.07,1126.1190
052901100127506,93001,1,201403,52,23.00,413.8480
401701641893400,93001,2,201403,58,7.25,367.8509
014491100778096,93001,1,201403,45,12.50,336.7059
510007961804984,91001,1,201403,73,8.25,338.4807
012771500792692,91002,1,201403,33,16.31,397.4816
120101063300618,93001,1,201403,33,17.00,2561.3613
120101063300618,93001,2,201403,35,12.50,2524.2502
384950986560652,91001,2,201403,63,25.00,637.6346
811266474300927,93001,2,201403,44,13.70,713.2445
811266474300927,93001,3,201403,23,8.00,817.1495
811266474300927,93001,4,201403,20,10.00,817.1495
880937071625669,91001,1,201403,72,15.75,567.7813
520307939832183,91001,1,201403,68,7.25,615.9289
030942072125109,91001,1,201403,41,30.00,2060.2048
030942072125109,91001,2,201403,38,30.00,1599.0545
043252540795598,91001,2,201403,68,68.00,1840.6368
279931302013485,93001,2,201403,36,10.00,1738.4880
279931302013485,93001,3,201403,35,14.00,2514.8747
520407977669580,91001,1,201403,56,2.02,1983.8368
860948074725009,91001,2,201403,49,35.00,1906.2611
014102540776990,91001,1,201403,45,24.00,1691.1898
014102540776990,91001,2,201403,45,18.82,1741.2940
870834067835024,91001,2,201403,55,22.35,474.0808
633905031903673,93001,1,201403,44,9.00,618.6535
633905031903673,93001,2,201403,30,9.00,653.8162
779063723319210,93001,1,201403,28,15.30,534.0674
105708263894313,91001,2,201403,72,11.50,428.8270
933529150817300,91001,1,201403,54,32.51,502.3255
933529150817300,91001,2,201403,49,9.00,459.9036
105707643892873,91001,1,201403,32,19.25,557.4458
105707643892873,91001,2,201403,30,14.00,548.2616
105707643892873,91001,4,201403,57,15.00,491.9593
078613530798093,91001,1,201403,61,13.13,443.1781
477985304098435,91001,3,201403,46,8.00,584.4584
499880619500754,91001,1,201403,38,25.00,839.5054
599060464440714,93001,1,201403,63,9.75,2760.5532
084650119780615,93001,1,201403,26,10.00,323.5319
084650119780615,93001,2,201403,23,15.00,385.2956
084650119780615,93001,3,201403,23,15.40,385.2956
659561754000918,91001,2,201403,46,24.00,310.6070
085415500796997,91002,3,201403,20,12.00,364.1625
074740110693899,93001,3,201403,29,8.75,4468.1449
921359310676001,93001,3,201403,21,9.00,5315.5340
099790120997792,93001,1,201403,47,20.00,402.2188
099790120997792,93001,2,201403,44,22.00,419.2540
012670120699995,93001,2,201403,17,7.85,448.6720
929032908059000,91001,2,201403,49,14.52,352.8839
215094828400637,93001,2,201403,60,18.50,4852.3737
016054495050640,91001,1,201403,63,77.00,3599.2242
929034946059940,91001,2,201403,30,14.25,4752.3479
499990642340950,91001,1,201403,58,13.50,3847.1714
499600489180910,93001,1,201403,41,30.00,4385.5806
499650119780950,91002,1,201403,60,14.60,3323.7749
499650119780950,91002,2,201403,54,13.00,4290.5057
074890150993893,93001,1,201403,61,17.83,1658.9175
074890150993893,93001,2,201403,61,10.82,2182.2112
699240461700950,91001,2,201403,66,16.00,2783.1092
460672085908197,91001,1,201403,59,21.00,2911.2039
901908490890056,93001,1,201403,32,13.80,2666.6333
901908490890056,93001,3,201403,29,9.00,2938.1141
960941051609897,93001,1,201403,85,99.00,2977.0643
660496021706491,93001,2,201403,47,26.00,3001.8483
518099978600114,93001,1,201403,26,12.02,2877.7621
956248950629003,91001,2,201403,54,23.45,3272.7210
946779610729006,93001,4,201403,22,9.00,3184.8811
760785001905496,93001,3,201403,56,10.00,2715.6219
512090269600681,93001,1,201403,59,20.00,2945.0837
460399031906295,93001,1,201403,62,11.00,2727.9023
619093679600589,93001,4,201403,36,25.00,2518.3371
699490824520910,93001,3,201403,18,8.00,2820.3377
060478075001508,91001,1,201403,71,15.00,2675.2683
936259250119008,91001,2,201403,24,12.50,3420.1091
098991203092655,93001,2,201403,40,8.25,3418.4936
095955804059698,91001,3,201403,23,8.00,3102.8015
095955804059698,91001,5,201403,30,10.00,2652.0972
699650628960950,91001,2,201403,42,10.00,2829.2738
619007740600152,93001,1,201403,52,32.00,3299.8693
080764096601199,93001,2,201403,25,11.00,2702.2334
094905608069618,91001,2,201403,57,10.00,3355.1643
605900910899038,91001,1,201403,37,26.00,1564.0867
952004540800103,91001,2,201403,55,11.57,1772.0248
999730894630910,93001,2,201403,56,16.25,1111.4412
501000271103140,93001,1,201403,42,9.25,405.0508
059661100990697,93001,1,201403,41,28.00,542.6707
059661100990697,93001,2,201403,32,55.00,523.6714
901606075900695,91001,1,201403,43,23.46,501.7593
901285095901196,91001,1,201403,72,68.00,315.0509
971061405118890,93001,1,201403,56,11.55,476.5299
086751110940981,93001,2,201403,61,13.00,476.5299
211950075708398,91001,1,201403,29,8.25,426.8423
016891120992597,93001,1,201403,80,14.00,3230.7700
251755055908294,91001,1,201403,51,8.50,1047.1972
495699410019103,93001,2,201403,52,5.00,665.1255
495699410019103,93001,3,201403,46,5.00,530.7852
659195259500107,91001,2,201403,52,15.00,601.4020
620180597600011,93001,1,201403,28,14.25,846.0399
251196749600840,91001,1,201403,62,14.00,1002.0257
350975091911879,93001,1,201403,80,9.50,3191.7025
350975091911879,93001,2,201403,71,8.00,3026.7789
799670582040951,91002,1,201403,64,17.00,2910.7680
799870549650951,91001,1,201403,26,10.50,2706.6689
978057936159050,91001,3,201403,69,15.00,2553.1436
097501570990392,91001,1,201403,68,20.00,3197.2414
500977090311889,93001,2,201403,60,18.00,3031.0210
310979090311129,93001,1,201403,55,17.90,2874.6839
799880572360911,93001,2,201403,47,35.00,3100.6615
967129710519103,93001,1,201403,55,17.00,3316.7800
967129710519103,93001,2,201403,47,15.00,2799.4523
799340875970951,91001,1,201403,56,17.30,3343.0237
907759750219101,91001,1,201403,61,25.00,2996.2787
907259850439106,91001,1,201403,46,9.25,3053.3640
021721180993498,93001,1,201403,27,14.98,2690.1578
899440792870951,91002,1,201403,24,21.45,2951.0049
899440792870951,91002,2,201403,47,17.68,3265.1297
899400186890911,93001,1,201403,65,13.00,3287.8659
190961802011808,93001,1,201403,41,20.00,2716.4915
