"U.S.-chartered depository institutions; agency issued commercial CMOs and other structured MBS; asset","       3.6","      13.4","      42.9","      66.8","      81.3","      59.6","      66.8","      70.0","      72.7","      76.5","      81.3","   12",
"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset","     291.5","     239.6","     237.7","     235.7","     212.7","     242.2","     235.7","     227.7","     223.1","     220.9","     212.7","   13",
"U.S.-chartered depository institutions; municipal securities and loans; asset","     254.6","     297.3","     365.0","     418.9","     451.5","     406.4","     418.9","     425.2","     429.9","     440.4","     451.5","   14",
"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset","     550.5","     553.0","     544.0","     559.2","     521.7","     555.8","     559.2","     540.2","     540.7","     520.1","     521.7","   15",
"U.S.-chartered depository institutions; private residential mortgage-backed securities; asset","       6.5","       3.5","      18.7","      28.7","      22.7","      26.4","      28.7","      27.8","      25.6","      23.7","      22.7","   16",
"U.S.-chartered depository institutions; private commercial mortgage-backed securities; asset","      11.4","       8.9","       9.3","       8.0","       5.6","       8.4","       8.0","       6.4","       6.9","       5.8","       5.6","   17",
"U.S.-chartered depository institutions; private residential CMOs and other structured MBS; asset","     132.3","     110.4","      88.4","      73.7","      68.2","      77.2","      73.7","      68.9","      73.2","      70.3","      68.2","   18",
"U.S.-chartered depository institutions; private commercial CMOs and other structured MBS; asset","      24.7","      27.4","      32.7","      37.3","      42.7","      35.5","      37.3","      38.8","      37.5","      39.2","      42.7","   19",
"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset","     375.6","     402.9","     394.9","     411.4","     382.6","     408.3","     411.4","     398.3","     397.6","     381.0","     382.6","   20",
"U.S.-chartered depository institutions, including IBFs; depository institution loans n.e.c.; asset","    1425.9","    1589.6","    1797.1","    1933.5","    2175.1","    1869.5","    1933.5","    1969.6","    2050.8","    2086.8","    2175.1","   21",
"U.S.-chartered depository institutions; customers' liability on acceptances; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   22",
"U.S.-chartered depository institutions; total mortgages; asset","    4194.9","    4049.6","    4028.8","    3983.5","    4090.8","    3975.3","    3983.5","    3991.3","    4039.0","    4057.9","    4090.8","   23",
"U.S.-chartered depository institutions; consumer credit; asset","    1185.5","    1192.6","    1218.6","    1271.6","    1343.1","    1231.4","    1271.6","    1246.5","    1284.2","    1305.4","    1343.1","   24",
"U.S.-chartered depository institutions; corporate equities; asset","      73.6","      67.4","      71.3","     101.3","     108.4","      87.7","     101.3","     102.6","     109.2","     105.4","     108.4","   25",
"U.S.-chartered depository institutions; mutual fund shares; asset","      45.0","      41.7","      45.8","      57.9","      59.7","      52.0","      57.9","      60.8","      64.7","      59.8","      59.7","   26",
"U.S.-chartered depository institutions; security credit; asset","      23.6","      35.8","      45.0","      52.9","      61.1","      53.9","      52.9","      58.4","      61.0","      60.3","      61.1","   27",
"U.S.-chartered depository institutions; life insurance reserves; asset","     116.0","     125.5","     138.0","     143.8","     149.6","     141.6","     143.8","     145.2","     146.7","     147.9","     149.6","   28",
"U.S.-chartered depository institutions; U.S. direct investment abroad; asset","     280.1","     272.5","     283.9","     285.3","     289.8","     288.8","     285.3","     286.8","     288.9","     290.8","     289.8","   29",
"U.S.-chartered depository institutions; total miscellaneous assets","     683.0","     704.8","     595.9","     511.3","     511.2","     534.8","     511.3","     492.2","     485.6","     502.1","     511.2","   30",
"U.S.-chartered depository institutions, including IBFs; total liabilities","   11709.0","   12156.0","   12719.7","   13295.4","   14272.0","   12995.2","   13295.4","   13434.5","   13704.1","   13932.7","   14272.0","   31",
"U.S.-chartered depository institutions; net interbank transactions; liability","     428.3","     164.9","      36.7","     227.8","     268.5","     191.0","     227.8","     213.5","     221.4","     323.3","     268.5","   32",
"Monetary authority; Federal Reserve float; asset","      -1.4","      -0.6","      -0.5","      -1.0","      -0.6","      -0.6","      -1.0","      -0.5","      -0.5","      -0.9","      -0.6","   33",
"Monetary authority; loans to domestic banks, including AMLF; asset","       0.2","       0.2","       0.1","       0.1","       0.1","       0.2","       0.1","       0.0","       0.2","       0.3","       0.1","   34",
"U.S.-chartered depository institutions; net interbank transactions with U.S. banking; liability","      21.3","      62.1","      18.7","      57.2","      11.9","      33.1","      57.2","      29.0","      26.2","      55.0","      11.9","   35",
"U.S.-chartered depository institutions, including IBFs; net interbank transactions with banks in foreign countries; liability","     408.2","     103.3","      18.5","     171.4","     257.0","     158.3","     171.4","     185.1","     195.5","     269.0","     257.0","   36",
"U.S.-chartered depository institutions; checkable deposits; liability","     941.1","    1260.5","    1431.7","    1579.8","    1716.2","    1429.1","    1579.8","    1558.5","    1649.1","    1670.1","    1716.2","   37",
"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability","       3.6","       1.0","       1.3","       1.6","       2.5","       1.3","       1.6","       1.7","       1.8","       2.1","       2.5","   38",
"U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability","     907.0","    1203.5","    1378.5","    1527.1","    1660.4","    1378.2","    1527.1","    1504.0","    1591.2","    1615.9","    1660.4","   39",
"U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability","      30.4","      56.1","      51.8","      51.2","      53.3","      49.6","      51.2","      52.8","      56.1","      52.2","      53.3","   40",
"U.S.-chartered depository institutions; small time and savings deposits; liability","    5888.6","    6425.7","    6979.2","    7236.0","    7579.8","    7183.1","    7236.0","    7375.8","    7397.2","    7537.5","    7579.8","   41",
"U.S.-chartered depository institutions, including IBFs; large time deposits; liability","     896.1","     882.9","     803.0","     826.9","     929.2","     799.3","     826.9","     815.4","     847.4","     745.9","     929.2","   42",
"U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; liability","     484.0","     402.5","     349.9","     269.4","     236.2","     305.2","     269.4","     283.2","     271.9","     249.9","     236.2","   43",
"U.S.-chartered depository institutions; credit market instruments; liability","     882.9","     832.4","     720.3","     686.9","     728.6","     659.8","     686.9","     662.4","     705.0","     703.3","     728.6","   44",
"U.S.-chartered depository institutions; open market paper; liability","     113.0","     120.6","      87.5","      59.7","      54.5","      57.3","      59.7","      58.4","      56.0","      54.7","      54.5","   45",
"U.S.-chartered depository institutions; corporate and foreign bonds; liability","     377.1","     379.4","     295.9","     221.0","     209.0","     225.2","     221.0","     214.2","     211.7","     208.7","     209.0","   46",
"U.S.-chartered depository institutions; FHLB advances and Sallie Mae loans; liability","     392.8","     332.3","     336.9","     406.2","     465.1","     377.3","     406.2","     389.8","     437.3","     439.9","     465.1","   47",
"U.S.-chartered depository institutions; taxes payable (net); liability","     -59.6","     -49.1","     -47.6","     -47.4","     -31.9","     -52.9","     -47.4","     -39.7","     -32.4","     -35.3","     -31.9","   48",
"U.S.-chartered depository institutions; total miscellaneous liabilities","    2247.6","    2236.1","    2446.4","    2516.2","    2845.4","    2480.6","    2516.2","    2565.3","    2644.6","    2738.0","    2845.4","   49",
"U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank subsidiaries; liability","    1632.8","    1709.0","    1889.2","    1937.3","    2128.3","    1898.0","    1937.3","    1978.7","    2030.3","    2058.9","    2128.3","   50",
"U.S.-chartered depository institutions, including IBFs; unidentified miscellaneous liabilities","     614.7","     527.1","     557.2","     578.9","     717.2","     582.6","     578.9","     586.6","     614.3","     679.1","     717.2","   51",
"U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated)","       6.2","       6.0","       6.5","       7.9","       8.6","       7.7","       7.9","       8.1","       8.3","       8.6","       8.6","   52",
