,Codes:,Business_Income
0,1.0,13001823000000.0
1,11.0,135606092565.7744
2,111.0,27121218513.15488
3,1111.0,5424243702.630976
4,11111.0,774891957.5187109
5,111110.0,774891957.5187109
6,11112.0,774891957.5187109
7,111120.0,774891957.5187109
8,11113.0,774891957.5187109
9,111130.0,774891957.5187109
10,11114.0,774891957.5187109
11,111140.0,774891957.5187109
12,11115.0,774891957.5187109
13,111150.0,774891957.5187109
14,11116.0,774891957.5187109
15,111160.0,774891957.5187109
16,11119.0,774891957.5187109
17,111191.0,387445978.7593554
18,111199.0,387445978.7593554
19,1112.0,5424243702.630976
20,11121.0,5424243702.630976
21,111211.0,2712121851.315488
22,111219.0,2712121851.315488
23,1113.0,5424243702.630976
24,11131.0,1808081234.2103252
25,111310.0,1808081234.2103252
26,11132.0,1808081234.2103252
27,111320.0,1808081234.2103252
28,11133.0,1808081234.2103252
29,111331.0,258297319.1729036
30,111332.0,258297319.1729036
31,111333.0,258297319.1729036
32,111334.0,258297319.1729036
33,111335.0,258297319.1729036
34,111336.0,258297319.1729036
35,111339.0,258297319.1729036
36,1114.0,5424243702.630976
37,11141.0,2712121851.315488
38,111411.0,1356060925.657744
39,111419.0,1356060925.657744
40,11142.0,2712121851.315488
41,111421.0,1356060925.657744
42,111422.0,1356060925.657744
43,1119.0,5424243702.630976
44,11191.0,1084848740.526195
45,111910.0,1084848740.526195
46,11192.0,1084848740.526195
47,111920.0,1084848740.526195
48,11193.0,1084848740.526195
49,111930.0,1084848740.526195
50,11194.0,1084848740.526195
51,111940.0,1084848740.526195
52,11199.0,1084848740.526195
53,111991.0,361616246.84206504
54,111992.0,361616246.84206504
55,111998.0,361616246.84206504
56,112.0,27121218513.15488
57,1121.0,4520203085.525813
58,11211.0,1506734361.8419378
59,112111.0,753367180.9209689
60,112112.0,753367180.9209689
61,11212.0,1506734361.8419378
62,112120.0,1506734361.8419378
63,11213.0,1506734361.8419378
64,112130.0,1506734361.8419378
65,1122.0,4520203085.525813
66,11221.0,4520203085.525813
67,112210.0,4520203085.525813
68,1123.0,4520203085.525813
69,11231.0,904040617.1051626
70,112310.0,904040617.1051626
71,11232.0,904040617.1051626
72,112320.0,904040617.1051626
73,11233.0,904040617.1051626
74,112330.0,904040617.1051626
75,11234.0,904040617.1051626
76,112340.0,904040617.1051626
77,11239.0,904040617.1051626
78,112390.0,904040617.1051626
79,1124.0,4520203085.525813
80,11241.0,2260101542.7629066
81,112410.0,2260101542.7629066
82,11242.0,2260101542.7629066
83,112420.0,2260101542.7629066
84,1125.0,4520203085.525813
85,11251.0,4520203085.525813
86,112511.0,1506734361.8419378
87,112512.0,1506734361.8419378
88,112519.0,1506734361.8419378
89,1129.0,4520203085.525813
90,11291.0,1130050771.3814533
91,112910.0,1130050771.3814533
92,11292.0,1130050771.3814533
93,112920.0,1130050771.3814533
94,11293.0,1130050771.3814533
95,112930.0,1130050771.3814533
96,11299.0,1130050771.3814533
97,112990.0,1130050771.3814533
98,113.0,27121218513.15488
99,1131.0,9040406171.051626
100,11311.0,9040406171.051626
101,113110.0,9040406171.051626
102,1132.0,9040406171.051626
103,11321.0,9040406171.051626
104,113210.0,9040406171.051626
105,1133.0,9040406171.051626
106,11331.0,9040406171.051626
107,113310.0,9040406171.051626
108,114.0,27121218513.15488
109,1141.0,13560609256.57744
110,11411.0,13560609256.57744
111,114111.0,4520203085.525813
112,114112.0,4520203085.525813
113,114119.0,4520203085.525813
114,1142.0,13560609256.57744
115,11421.0,13560609256.57744
116,114210.0,13560609256.57744
117,115.0,27121218513.15488
118,1151.0,9040406171.051626
119,11511.0,9040406171.051626
120,115111.0,1506734361.8419378
121,115112.0,1506734361.8419378
122,115113.0,1506734361.8419378
123,115114.0,1506734361.8419378
124,115115.0,1506734361.8419378
125,115116.0,1506734361.8419378
126,1152.0,9040406171.051626
127,11521.0,9040406171.051626
128,115210.0,9040406171.051626
129,1153.0,9040406171.051626
130,11531.0,9040406171.051626
131,115310.0,9040406171.051626
132,21.0,221257386458.1838
133,211.0,73752462152.72794
134,2111.0,73752462152.72794
135,21111.0,73752462152.72794
136,211111.0,36876231076.36397
137,211112.0,36876231076.36397
138,212.0,73752462152.72794
139,2121.0,24584154050.909313
140,21211.0,24584154050.909313
141,212111.0,8194718016.969771
142,212112.0,8194718016.969771
143,212113.0,8194718016.969771
144,2122.0,24584154050.909313
145,21221.0,6146038512.727328
146,212210.0,6146038512.727328
147,21222.0,6146038512.727328
148,212221.0,3073019256.363664
149,212222.0,3073019256.363664
150,21223.0,6146038512.727328
151,212231.0,3073019256.363664
152,212234.0,3073019256.363664
153,21229.0,6146038512.727328
154,212291.0,3073019256.363664
155,212299.0,3073019256.363664
156,2123.0,24584154050.909313
157,21231.0,8194718016.969771
158,212311.0,2048679504.2424428
159,212312.0,2048679504.2424428
160,212313.0,2048679504.2424428
161,212319.0,2048679504.2424428
162,21232.0,8194718016.969771
163,212321.0,2048679504.2424428
164,212322.0,2048679504.2424428
165,212324.0,2048679504.2424428
166,212325.0,2048679504.2424428
167,21239.0,8194718016.969771
168,212391.0,2048679504.2424428
169,212392.0,2048679504.2424428
170,212393.0,2048679504.2424428
171,212399.0,2048679504.2424428
172,213.0,73752462152.72794
173,2131.0,73752462152.72794
174,21311.0,73752462152.72794
175,213111.0,14750492430.545588
176,213112.0,14750492430.545588
177,213113.0,14750492430.545588
178,213114.0,14750492430.545588
179,213115.0,14750492430.545588
180,22.0,164316822053.78003
181,221.0,164316822053.78003
182,2211.0,54772274017.926674
183,22111.0,27386137008.963337
184,221111.0,3423267126.120417
185,221112.0,3423267126.120417
186,221113.0,3423267126.120417
187,221114.0,3423267126.120417
188,221115.0,3423267126.120417
189,221116.0,3423267126.120417
190,221117.0,3423267126.120417
191,221118.0,3423267126.120417
192,22112.0,27386137008.963337
193,221121.0,13693068504.481668
194,221122.0,13693068504.481668
195,2212.0,54772274017.926674
196,22121.0,54772274017.926674
197,221210.0,54772274017.926674
198,2213.0,54772274017.926674
199,22131.0,18257424672.642223
200,221310.0,18257424672.642223
201,22132.0,18257424672.642223
202,221320.0,18257424672.642223
203,22133.0,18257424672.642223
204,221330.0,18257424672.642223
205,23.0,604787131259.2954
206,236.0,201595710419.76514
207,2361.0,100797855209.88257
208,23611.0,100797855209.88257
209,236115.0,25199463802.470642
210,236116.0,25199463802.470642
211,236117.0,25199463802.470642
212,236118.0,25199463802.470642
213,2362.0,100797855209.88257
214,23621.0,50398927604.941284
215,236210.0,50398927604.941284
216,23622.0,50398927604.941284
217,236220.0,50398927604.941284
218,237.0,201595710419.76514
219,2371.0,50398927604.941284
220,23711.0,16799642534.980429
221,237110.0,16799642534.980429
222,23712.0,16799642534.980429
223,237120.0,16799642534.980429
224,23713.0,16799642534.980429
225,237130.0,16799642534.980429
226,2372.0,50398927604.941284
227,23721.0,50398927604.941284
228,237210.0,50398927604.941284
229,2373.0,50398927604.941284
230,23731.0,50398927604.941284
231,237310.0,50398927604.941284
232,2379.0,50398927604.941284
233,23799.0,50398927604.941284
234,237990.0,50398927604.941284
235,238.0,201595710419.76514
236,2381.0,50398927604.941284
237,23811.0,6299865950.6176605
238,238110.0,6299865950.6176605
239,23812.0,6299865950.6176605
240,238120.0,6299865950.6176605
241,23813.0,6299865950.6176605
242,238130.0,6299865950.6176605
243,23814.0,6299865950.6176605
244,238140.0,6299865950.6176605
245,23815.0,6299865950.6176605
246,238150.0,6299865950.6176605
247,23816.0,6299865950.6176605
248,238160.0,6299865950.6176605
249,23817.0,6299865950.6176605
250,238170.0,6299865950.6176605
251,23819.0,6299865950.6176605
252,238190.0,6299865950.6176605
253,2382.0,50398927604.941284
254,23821.0,16799642534.980429
255,238210.0,16799642534.980429
256,23822.0,16799642534.980429
257,238220.0,16799642534.980429
258,23829.0,16799642534.980429
259,238290.0,16799642534.980429
260,2383.0,50398927604.941284
261,23831.0,8399821267.490214
262,238310.0,8399821267.490214
263,23832.0,8399821267.490214
264,238320.0,8399821267.490214
265,23833.0,8399821267.490214
266,238330.0,8399821267.490214
267,23834.0,8399821267.490214
268,238340.0,8399821267.490214
269,23835.0,8399821267.490214
270,238350.0,8399821267.490214
271,23839.0,8399821267.490214
272,238390.0,8399821267.490214
273,2389.0,50398927604.941284
274,23891.0,25199463802.470642
275,238910.0,25199463802.470642
276,23899.0,25199463802.470642
277,238990.0,25199463802.470642
278,31.0,1463273943865.382
279,311.0,54653494728.43976
280,3111.0,6072610525.382195
281,31111.0,6072610525.382195
282,311111.0,3036305262.6910977
283,311119.0,3036305262.6910977
284,3112.0,6072610525.382195
285,31121.0,2024203508.4607317
286,311211.0,674734502.820244
287,311212.0,674734502.820244
288,311213.0,674734502.820244
289,31122.0,2024203508.4607317
290,311221.0,674734502.820244
291,311224.0,674734502.820244
292,311225.0,674734502.820244
293,31123.0,2024203508.4607317
294,311230.0,2024203508.4607317
295,3113.0,6072610525.382195
296,31131.0,2024203508.4607317
297,311313.0,1012101754.2303659
298,311314.0,1012101754.2303659
299,31134.0,2024203508.4607317
300,311340.0,2024203508.4607317
301,31135.0,2024203508.4607317
302,311351.0,1012101754.2303659
303,311352.0,1012101754.2303659
304,3114.0,6072610525.382195
305,31141.0,3036305262.6910977
306,311411.0,1518152631.3455489
307,311412.0,1518152631.3455489
308,31142.0,3036305262.6910977
309,311421.0,1012101754.2303659
310,311422.0,1012101754.2303659
311,311423.0,1012101754.2303659
312,3115.0,6072610525.382195
313,31151.0,3036305262.6910977
314,311511.0,759076315.6727744
315,311512.0,759076315.6727744
316,311513.0,759076315.6727744
317,311514.0,759076315.6727744
318,31152.0,3036305262.6910977
319,311520.0,3036305262.6910977
320,3116.0,6072610525.382195
321,31161.0,6072610525.382195
322,311611.0,1518152631.3455489
323,311612.0,1518152631.3455489
324,311613.0,1518152631.3455489
325,311615.0,1518152631.3455489
326,3117.0,6072610525.382195
327,31171.0,6072610525.382195
328,311710.0,6072610525.382195
329,3118.0,6072610525.382195
330,31181.0,2024203508.4607317
331,311811.0,674734502.820244
332,311812.0,674734502.820244
333,311813.0,674734502.820244
334,31182.0,2024203508.4607317
335,311821.0,1012101754.2303659
336,311824.0,1012101754.2303659
337,31183.0,2024203508.4607317
338,311830.0,2024203508.4607317
339,3119.0,6072610525.382195
340,31191.0,1214522105.0764391
341,311911.0,607261052.5382196
342,311919.0,607261052.5382196
343,31192.0,1214522105.0764391
344,311920.0,1214522105.0764391
345,31193.0,1214522105.0764391
346,311930.0,1214522105.0764391
347,31194.0,1214522105.0764391
348,311941.0,607261052.5382196
349,311942.0,607261052.5382196
350,31199.0,1214522105.0764391
351,311991.0,607261052.5382196
352,311999.0,607261052.5382196
353,312.0,54653494728.43976
354,3121.0,27326747364.21988
355,31211.0,6831686841.05497
356,312111.0,2277228947.0183234
357,312112.0,2277228947.0183234
358,312113.0,2277228947.0183234
359,31212.0,6831686841.05497
360,312120.0,6831686841.05497
361,31213.0,6831686841.05497
362,312130.0,6831686841.05497
363,31214.0,6831686841.05497
364,312140.0,6831686841.05497
365,3122.0,27326747364.21988
366,31223.0,27326747364.21988
367,312230.0,27326747364.21988
368,313.0,54653494728.43976
369,3131.0,18217831576.146587
370,31311.0,18217831576.146587
371,313110.0,18217831576.146587
372,3132.0,18217831576.146587
373,31321.0,4554457894.036647
374,313210.0,4554457894.036647
375,31322.0,4554457894.036647
376,313220.0,4554457894.036647
377,31323.0,4554457894.036647
378,313230.0,4554457894.036647
379,31324.0,4554457894.036647
380,313240.0,4554457894.036647
381,3133.0,18217831576.146587
382,31331.0,9108915788.073294
383,313310.0,9108915788.073294
384,31332.0,9108915788.073294
385,313320.0,9108915788.073294
386,314.0,54653494728.43976
387,3141.0,27326747364.21988
388,31411.0,13663373682.10994
389,314110.0,13663373682.10994
390,31412.0,13663373682.10994
391,314120.0,13663373682.10994
392,3149.0,27326747364.21988
393,31491.0,13663373682.10994
394,314910.0,13663373682.10994
395,31499.0,13663373682.10994
396,314994.0,6831686841.05497
397,314999.0,6831686841.05497
398,315.0,54653494728.43976
399,3151.0,18217831576.146587
400,31511.0,9108915788.073294
401,315110.0,9108915788.073294
402,31519.0,9108915788.073294
403,315190.0,9108915788.073294
404,3152.0,18217831576.146587
405,31521.0,4554457894.036647
406,315210.0,4554457894.036647
407,31522.0,4554457894.036647
408,315220.0,4554457894.036647
409,31524.0,4554457894.036647
410,315240.0,4554457894.036647
411,31528.0,4554457894.036647
412,315280.0,4554457894.036647
413,3159.0,18217831576.146587
414,31599.0,18217831576.146587
415,315990.0,18217831576.146587
416,316.0,54653494728.43976
417,3161.0,18217831576.146587
418,31611.0,18217831576.146587
419,316110.0,18217831576.146587
420,3162.0,18217831576.146587
421,31621.0,18217831576.146587
422,316210.0,18217831576.146587
423,3169.0,18217831576.146587
424,31699.0,18217831576.146587
425,316992.0,9108915788.073294
426,316998.0,9108915788.073294
427,321.0,86208550185.25447
428,3211.0,28736183395.084824
429,32111.0,28736183395.084824
430,321113.0,14368091697.542412
431,321114.0,14368091697.542412
432,3212.0,28736183395.084824
433,32121.0,28736183395.084824
434,321211.0,5747236679.016965
435,321212.0,5747236679.016965
436,321213.0,5747236679.016965
437,321214.0,5747236679.016965
438,321219.0,5747236679.016965
439,3219.0,28736183395.084824
440,32191.0,9578727798.361609
441,321911.0,3192909266.1205363
442,321912.0,3192909266.1205363
443,321918.0,3192909266.1205363
444,32192.0,9578727798.361609
445,321920.0,9578727798.361609
446,32199.0,9578727798.361609
447,321991.0,3192909266.1205363
448,321992.0,3192909266.1205363
449,321999.0,3192909266.1205363
450,322.0,54653494728.43976
451,3221.0,27326747364.21988
452,32211.0,9108915788.073294
453,322110.0,9108915788.073294
454,32212.0,9108915788.073294
455,322121.0,4554457894.036647
456,322122.0,4554457894.036647
457,32213.0,9108915788.073294
458,322130.0,9108915788.073294
459,3222.0,27326747364.21988
460,32221.0,6831686841.05497
461,322211.0,2277228947.0183234
462,322212.0,2277228947.0183234
463,322219.0,2277228947.0183234
464,32222.0,6831686841.05497
465,322220.0,6831686841.05497
466,32223.0,6831686841.05497
467,322230.0,6831686841.05497
468,32229.0,6831686841.05497
469,322291.0,3415843420.527485
470,322299.0,3415843420.527485
471,323.0,54653494728.43976
472,3231.0,54653494728.43976
473,32311.0,27326747364.21988
474,323111.0,9108915788.073294
475,323113.0,9108915788.073294
476,323117.0,9108915788.073294
477,32312.0,27326747364.21988
478,323120.0,27326747364.21988
479,324.0,54653494728.43976
480,3241.0,54653494728.43976
481,32411.0,18217831576.146587
482,324110.0,18217831576.146587
483,32412.0,18217831576.146587
484,324121.0,9108915788.073294
485,324122.0,9108915788.073294
486,32419.0,18217831576.146587
487,324191.0,9108915788.073294
488,324199.0,9108915788.073294
489,325.0,54653494728.43976
490,3251.0,7807642104.062822
491,32511.0,1561528420.8125644
492,325110.0,1561528420.8125644
493,32512.0,1561528420.8125644
494,325120.0,1561528420.8125644
495,32513.0,1561528420.8125644
496,325130.0,1561528420.8125644
497,32518.0,1561528420.8125644
498,325180.0,1561528420.8125644
499,32519.0,1561528420.8125644
500,325193.0,520509473.60418814
501,325194.0,520509473.60418814
502,325199.0,520509473.60418814
503,3252.0,7807642104.062822
504,32521.0,3903821052.031411
505,325211.0,1951910526.0157056
506,325212.0,1951910526.0157056
507,32522.0,3903821052.031411
508,325220.0,3903821052.031411
509,3253.0,7807642104.062822
510,32531.0,3903821052.031411
511,325311.0,1301273684.0104704
512,325312.0,1301273684.0104704
513,325314.0,1301273684.0104704
514,32532.0,3903821052.031411
515,325320.0,3903821052.031411
516,3254.0,7807642104.062822
517,32541.0,7807642104.062822
518,325411.0,1951910526.0157056
519,325412.0,1951910526.0157056
520,325413.0,1951910526.0157056
521,325414.0,1951910526.0157056
522,3255.0,7807642104.062822
523,32551.0,3903821052.031411
524,325510.0,3903821052.031411
525,32552.0,3903821052.031411
526,325520.0,3903821052.031411
527,3256.0,7807642104.062822
528,32561.0,3903821052.031411
529,325611.0,1301273684.0104704
530,325612.0,1301273684.0104704
531,325613.0,1301273684.0104704
532,32562.0,3903821052.031411
533,325620.0,3903821052.031411
534,3259.0,7807642104.062822
535,32591.0,2602547368.020941
536,325910.0,2602547368.020941
537,32592.0,2602547368.020941
538,325920.0,2602547368.020941
539,32599.0,2602547368.020941
540,325991.0,867515789.3403136
541,325992.0,867515789.3403136
542,325998.0,867515789.3403136
543,326.0,54653494728.43976
544,3261.0,27326747364.21988
545,32611.0,3903821052.031411
546,326111.0,1301273684.0104704
547,326112.0,1301273684.0104704
548,326113.0,1301273684.0104704
549,32612.0,3903821052.031411
550,326121.0,1951910526.0157056
551,326122.0,1951910526.0157056
552,32613.0,3903821052.031411
553,326130.0,3903821052.031411
554,32614.0,3903821052.031411
555,326140.0,3903821052.031411
556,32615.0,3903821052.031411
557,326150.0,3903821052.031411
558,32616.0,3903821052.031411
559,326160.0,3903821052.031411
560,32619.0,3903821052.031411
561,326191.0,1951910526.0157056
562,326199.0,1951910526.0157056
563,3262.0,27326747364.21988
564,32621.0,9108915788.073294
565,326211.0,4554457894.036647
566,326212.0,4554457894.036647
567,32622.0,9108915788.073294
568,326220.0,9108915788.073294
569,32629.0,9108915788.073294
570,326291.0,4554457894.036647
571,326299.0,4554457894.036647
572,327.0,86208550185.25447
573,3271.0,17241710037.050896
574,32711.0,8620855018.525448
575,327110.0,8620855018.525448
576,32712.0,8620855018.525448
577,327120.0,8620855018.525448
578,3272.0,17241710037.050896
579,32721.0,17241710037.050896
580,327211.0,4310427509.262724
581,327212.0,4310427509.262724
582,327213.0,4310427509.262724
583,327215.0,4310427509.262724
584,3273.0,17241710037.050896
585,32731.0,4310427509.262724
586,327310.0,4310427509.262724
587,32732.0,4310427509.262724
588,327320.0,4310427509.262724
589,32733.0,4310427509.262724
590,327331.0,2155213754.631362
591,327332.0,2155213754.631362
592,32739.0,4310427509.262724
593,327390.0,4310427509.262724
594,3274.0,17241710037.050896
595,32741.0,8620855018.525448
596,327410.0,8620855018.525448
597,32742.0,8620855018.525448
598,327420.0,8620855018.525448
599,3279.0,17241710037.050896
600,32791.0,8620855018.525448
601,327910.0,8620855018.525448
602,32799.0,8620855018.525448
603,327991.0,2155213754.631362
604,327992.0,2155213754.631362
605,327993.0,2155213754.631362
606,327999.0,2155213754.631362
