,Codes:,Business_Income
607,331.0,86208550185.25447
608,3311.0,17241710037.050896
609,33111.0,17241710037.050896
610,331110.0,17241710037.050896
611,3312.0,17241710037.050896
612,33121.0,8620855018.525448
613,331210.0,8620855018.525448
614,33122.0,8620855018.525448
615,331221.0,4310427509.262724
616,331222.0,4310427509.262724
617,3313.0,17241710037.050896
618,33131.0,17241710037.050896
619,331313.0,4310427509.262724
620,331314.0,4310427509.262724
621,331315.0,4310427509.262724
622,331318.0,4310427509.262724
623,3314.0,17241710037.050896
624,33141.0,5747236679.016965
625,331410.0,5747236679.016965
626,33142.0,5747236679.016965
627,331420.0,5747236679.016965
628,33149.0,5747236679.016965
629,331491.0,2873618339.5084825
630,331492.0,2873618339.5084825
631,3315.0,17241710037.050896
632,33151.0,8620855018.525448
633,331511.0,2873618339.5084825
634,331512.0,2873618339.5084825
635,331513.0,2873618339.5084825
636,33152.0,8620855018.525448
637,331523.0,2873618339.5084825
638,331524.0,2873618339.5084825
639,331529.0,2873618339.5084825
640,332.0,86208550185.25447
641,3321.0,9578727798.361609
642,33211.0,9578727798.361609
643,332111.0,1915745559.6723218
644,332112.0,1915745559.6723218
645,332114.0,1915745559.6723218
646,332117.0,1915745559.6723218
647,332119.0,1915745559.6723218
648,3322.0,9578727798.361609
649,33221.0,9578727798.361609
650,332215.0,4789363899.180804
651,332216.0,4789363899.180804
652,3323.0,9578727798.361609
653,33231.0,4789363899.180804
654,332311.0,1596454633.0602682
655,332312.0,1596454633.0602682
656,332313.0,1596454633.0602682
657,33232.0,4789363899.180804
658,332321.0,1596454633.0602682
659,332322.0,1596454633.0602682
660,332323.0,1596454633.0602682
661,3324.0,9578727798.361609
662,33241.0,3192909266.1205363
663,332410.0,3192909266.1205363
664,33242.0,3192909266.1205363
665,332420.0,3192909266.1205363
666,33243.0,3192909266.1205363
667,332431.0,1596454633.0602682
668,332439.0,1596454633.0602682
669,3325.0,9578727798.361609
670,33251.0,9578727798.361609
671,332510.0,9578727798.361609
672,3326.0,9578727798.361609
673,33261.0,9578727798.361609
674,332613.0,4789363899.180804
675,332618.0,4789363899.180804
676,3327.0,9578727798.361609
677,33271.0,4789363899.180804
678,332710.0,4789363899.180804
679,33272.0,4789363899.180804
680,332721.0,2394681949.590402
681,332722.0,2394681949.590402
682,3328.0,9578727798.361609
683,33281.0,9578727798.361609
684,332811.0,3192909266.1205363
685,332812.0,3192909266.1205363
686,332813.0,3192909266.1205363
687,3329.0,9578727798.361609
688,33291.0,4789363899.180804
689,332911.0,1197340974.795201
690,332912.0,1197340974.795201
691,332913.0,1197340974.795201
692,332919.0,1197340974.795201
693,33299.0,4789363899.180804
694,332991.0,798227316.5301341
695,332992.0,798227316.5301341
696,332993.0,798227316.5301341
697,332994.0,798227316.5301341
698,332996.0,798227316.5301341
699,332999.0,798227316.5301341
700,333.0,86208550185.25447
701,3331.0,12315507169.322067
702,33311.0,4105169056.440689
703,333111.0,2052584528.2203445
704,333112.0,2052584528.2203445
705,33312.0,4105169056.440689
706,333120.0,4105169056.440689
707,33313.0,4105169056.440689
708,333131.0,2052584528.2203445
709,333132.0,2052584528.2203445
710,3332.0,12315507169.322067
711,33324.0,12315507169.322067
712,333241.0,2463101433.8644133
713,333242.0,2463101433.8644133
714,333243.0,2463101433.8644133
715,333244.0,2463101433.8644133
716,333249.0,2463101433.8644133
717,3333.0,12315507169.322067
718,33331.0,12315507169.322067
719,333314.0,4105169056.440689
720,333316.0,4105169056.440689
721,333318.0,4105169056.440689
722,3334.0,12315507169.322067
723,33341.0,12315507169.322067
724,333413.0,4105169056.440689
725,333414.0,4105169056.440689
726,333415.0,4105169056.440689
727,3335.0,12315507169.322067
728,33351.0,12315507169.322067
729,333511.0,2463101433.8644133
730,333514.0,2463101433.8644133
731,333515.0,2463101433.8644133
732,333517.0,2463101433.8644133
733,333519.0,2463101433.8644133
734,3336.0,12315507169.322067
735,33361.0,12315507169.322067
736,333611.0,3078876792.330517
737,333612.0,3078876792.330517
738,333613.0,3078876792.330517
739,333618.0,3078876792.330517
740,3339.0,12315507169.322067
741,33391.0,4105169056.440689
742,333911.0,1368389685.4802296
743,333912.0,1368389685.4802296
744,333913.0,1368389685.4802296
745,33392.0,4105169056.440689
746,333921.0,1026292264.1101723
747,333922.0,1026292264.1101723
748,333923.0,1026292264.1101723
749,333924.0,1026292264.1101723
750,33399.0,4105169056.440689
751,333991.0,513146132.05508614
752,333992.0,513146132.05508614
753,333993.0,513146132.05508614
754,333994.0,513146132.05508614
755,333995.0,513146132.05508614
756,333996.0,513146132.05508614
757,333997.0,513146132.05508614
758,333999.0,513146132.05508614
759,334.0,86208550185.25447
760,3341.0,14368091697.542412
761,33411.0,14368091697.542412
762,334111.0,4789363899.180804
763,334112.0,4789363899.180804
764,334118.0,4789363899.180804
765,3342.0,14368091697.542412
766,33421.0,4789363899.180804
767,334210.0,4789363899.180804
768,33422.0,4789363899.180804
769,334220.0,4789363899.180804
770,33429.0,4789363899.180804
771,334290.0,4789363899.180804
772,3343.0,14368091697.542412
773,33431.0,14368091697.542412
774,334310.0,14368091697.542412
775,3344.0,14368091697.542412
776,33441.0,14368091697.542412
777,334412.0,2394681949.590402
778,334413.0,2394681949.590402
779,334416.0,2394681949.590402
780,334417.0,2394681949.590402
781,334418.0,2394681949.590402
782,334419.0,2394681949.590402
783,3345.0,14368091697.542412
784,33451.0,14368091697.542412
785,334510.0,1596454633.060268
786,334511.0,1596454633.060268
787,334512.0,1596454633.060268
788,334513.0,1596454633.060268
789,334514.0,1596454633.060268
790,334515.0,1596454633.060268
791,334516.0,1596454633.060268
792,334517.0,1596454633.060268
793,334519.0,1596454633.060268
794,3346.0,14368091697.542412
795,33461.0,14368091697.542412
796,334613.0,7184045848.771206
797,334614.0,7184045848.771206
798,335.0,86208550185.25447
799,3351.0,21552137546.313618
800,33511.0,10776068773.156809
801,335110.0,10776068773.156809
802,33512.0,10776068773.156809
803,335121.0,3592022924.385603
804,335122.0,3592022924.385603
805,335129.0,3592022924.385603
806,3352.0,21552137546.313618
807,33521.0,10776068773.156809
808,335210.0,10776068773.156809
809,33522.0,10776068773.156809
810,335221.0,2694017193.289202
811,335222.0,2694017193.289202
812,335224.0,2694017193.289202
813,335228.0,2694017193.289202
814,3353.0,21552137546.313618
815,33531.0,21552137546.313618
816,335311.0,5388034386.578404
817,335312.0,5388034386.578404
818,335313.0,5388034386.578404
819,335314.0,5388034386.578404
820,3359.0,21552137546.313618
821,33591.0,5388034386.578404
822,335911.0,2694017193.289202
823,335912.0,2694017193.289202
824,33592.0,5388034386.578404
825,335921.0,2694017193.289202
826,335929.0,2694017193.289202
827,33593.0,5388034386.578404
828,335931.0,2694017193.289202
829,335932.0,2694017193.289202
830,33599.0,5388034386.578404
831,335991.0,2694017193.289202
832,335999.0,2694017193.289202
833,336.0,86208550185.25447
834,3361.0,12315507169.322067
835,33611.0,6157753584.661034
836,336111.0,3078876792.330517
837,336112.0,3078876792.330517
838,33612.0,6157753584.661034
839,336120.0,6157753584.661034
840,3362.0,12315507169.322067
841,33621.0,12315507169.322067
842,336211.0,3078876792.330517
843,336212.0,3078876792.330517
844,336213.0,3078876792.330517
845,336214.0,3078876792.330517
846,3363.0,12315507169.322067
847,33631.0,1539438396.1652584
848,336310.0,1539438396.1652584
849,33632.0,1539438396.1652584
850,336320.0,1539438396.1652584
851,33633.0,1539438396.1652584
852,336330.0,1539438396.1652584
853,33634.0,1539438396.1652584
854,336340.0,1539438396.1652584
855,33635.0,1539438396.1652584
856,336350.0,1539438396.1652584
857,33636.0,1539438396.1652584
858,336360.0,1539438396.1652584
859,33637.0,1539438396.1652584
860,336370.0,1539438396.1652584
861,33639.0,1539438396.1652584
862,336390.0,1539438396.1652584
863,3364.0,12315507169.322067
864,33641.0,12315507169.322067
865,336411.0,2052584528.2203445
866,336412.0,2052584528.2203445
867,336413.0,2052584528.2203445
868,336414.0,2052584528.2203445
869,336415.0,2052584528.2203445
870,336419.0,2052584528.2203445
871,3365.0,12315507169.322067
872,33651.0,12315507169.322067
873,336510.0,12315507169.322067
874,3366.0,12315507169.322067
875,33661.0,12315507169.322067
876,336611.0,6157753584.661034
877,336612.0,6157753584.661034
878,3369.0,12315507169.322067
879,33699.0,12315507169.322067
880,336991.0,4105169056.440689
881,336992.0,4105169056.440689
882,336999.0,4105169056.440689
883,337.0,86208550185.25447
884,3371.0,28736183395.084824
885,33711.0,14368091697.542412
886,337110.0,14368091697.542412
887,33712.0,14368091697.542412
888,337121.0,2873618339.5084825
889,337122.0,2873618339.5084825
890,337124.0,2873618339.5084825
891,337125.0,2873618339.5084825
892,337127.0,2873618339.5084825
893,3372.0,28736183395.084824
894,33721.0,28736183395.084824
895,337211.0,7184045848.771206
896,337212.0,7184045848.771206
897,337214.0,7184045848.771206
898,337215.0,7184045848.771206
899,3379.0,28736183395.084824
900,33791.0,14368091697.542412
901,337910.0,14368091697.542412
902,33792.0,14368091697.542412
903,337920.0,14368091697.542412
904,339.0,86208550185.25447
905,3391.0,43104275092.627235
906,33911.0,43104275092.627235
907,339112.0,8620855018.525448
908,339113.0,8620855018.525448
909,339114.0,8620855018.525448
910,339115.0,8620855018.525448
911,339116.0,8620855018.525448
912,3399.0,43104275092.627235
913,33991.0,7184045848.771206
914,339910.0,7184045848.771206
915,33992.0,7184045848.771206
916,339920.0,7184045848.771206
917,33993.0,7184045848.771206
918,339930.0,7184045848.771206
919,33994.0,7184045848.771206
