"Page: 88  March 12, 2015"
""
"L.112 Foreign Banking Offices in U.S. 1"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Foreign banking offices in the U.S., including IBFs; total financial assets","    1268.3","    1736.4","    1720.6","    2037.1","    2093.7","    2063.9","    2037.1","    2215.9","    2251.4","    2265.3","    2093.7","    1",
"Foreign banking offices in the U.S.; vault cash; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.1","       0.0","       0.0","    2",
"Foreign banking offices in the U.S.; depository institution reserves; asset","     350.8","     711.0","     638.8","     948.0","     888.8","     963.5","     948.0","    1071.0","    1068.6","    1087.8","     888.8","    3",
"Foreign banking offices in the U.S. including IBFs; federal funds and security repurchase agreements; asset","      88.4","     120.1","     178.3","     177.1","     217.6","     199.3","     177.1","     200.3","     228.2","     218.7","     217.6","    4",
"Foreign banking offices in the U.S.; credit market instruments; asset","     785.2","     827.7","     833.5","     826.3","     882.9","     819.3","     826.3","     845.6","     856.1","     854.9","     882.9","    5",
"Foreign banking offices in the U.S.; bankers' acceptances; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    6",
"Foreign banking offices in the U.S.; Treasury securities; asset","      60.9","      60.5","      76.6","      67.0","      56.5","      69.3","      67.0","      66.3","      65.6","      60.4","      56.5","    7",
"Foreign banking offices in the U.S.; agency- and GSE-backed securities; asset","      26.5","      30.6","      32.1","      25.4","      20.5","      26.2","      25.4","      22.5","      20.9","      20.5","      20.5","    8",
"Foreign banking offices in the U.S.; municipal securities and loans; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    9",
"Foreign banking offices in the U.S., including IBFs; corporate and foreign bonds; asset","     238.2","     236.7","     230.5","     196.4","     197.3","     203.1","     196.4","     200.5","     200.8","     198.9","     197.3","   10",
"Foreign banking offices in the U.S.; depository institution loans n.e.c.; asset","     424.2","     467.1","     463.4","     507.2","     571.1","     490.9","     507.2","     524.0","     534.6","     539.7","     571.1","   11",
"Foreign banking offices in the U.S.; customers' liability on acceptances; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   12",
"Foreign banking offices in the U.S.; total mortgages; asset","      35.4","      32.8","      30.9","      30.3","      37.6","      29.8","      30.3","      32.2","      34.2","      35.5","      37.6","   13",
"Foreign banking offices in the U.S.; corporate equities; asset","       0.1","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   14",
"Foreign banking offices in the U.S.; security credit; asset","      14.7","      33.5","      26.2","      28.7","      33.0","      24.7","      28.7","      28.0","      26.5","      29.6","      33.0","   15",
"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets","      29.2","      44.2","      43.9","      57.0","      71.3","      57.1","      57.0","      71.0","      72.0","      74.2","      71.3","   16",
"Foreign banking offices in the U.S., including IBFs; total liabilities","    1351.5","    1851.1","    1853.0","    2111.8","    2108.1","    2148.2","    2111.8","    2260.8","    2299.1","    2300.7","    2108.1","   17",
"Foreign banking offices in the U.S.; net interbank transactions; liability","    -347.1","     157.5","     155.6","     330.7","     140.7","     351.6","     330.7","     372.0","     381.2","     272.2","     140.7","   18",
"Foreign banking offices in the U.S.; net interbank transactions with banks in foreign countries; liability","    -384.0","     134.8","      83.6","     242.9","     117.4","     282.2","     242.9","     281.8","     297.8","     247.0","     117.4","   19",
"Foreign banking offices in the U.S.; net interbank transactions with U.S. banking; liability","      36.9","      22.7","      72.0","      87.8","      23.3","      69.3","      87.8","      90.2","      83.4","      25.3","      23.3","   20",
"Foreign banking offices in the U.S.; checkable deposits; liability","      21.9","      45.6","      61.8","      92.6","     137.7","      82.0","      92.6","     101.7","     114.2","     114.2","     137.7","   21",
"Foreign banking offices in the U.S.; small time and savings deposits; liability","      35.7","      48.9","      62.7","      90.4","      84.6","      85.9","      90.4","      84.5","      87.3","      89.7","      84.6","   22",
"Foreign banking offices in the U.S., including IBFs; large time deposits, excluding nontransaction deposits due to depository institutions in the U.S.; liability","     977.7","     814.6","     798.4","     869.5","     971.8","     872.4","     869.5","     927.8","     934.4","    1019.8","     971.8","   23",
"Foreign banking offices in the U.S., including IBFs; federal funds and security repurchase agreements; liability","     250.0","     304.4","     325.0","     312.7","     371.3","     331.1","     312.7","     356.5","     366.5","     375.4","     371.3","   24",
"Foreign banking offices in the U.S.; bankers' acceptances; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   25",
"Foreign banking offices in the U.S.; foreign direct investment in the U.S.; liability","     120.0","     176.6","     181.8","     181.4","     179.2","     184.4","     181.4","     182.3","     183.0","     181.1","     179.2","   26",
"Foreign banking offices in the U.S.; total miscellaneous liabilities","     293.3","     303.4","     267.8","     234.6","     222.8","     240.7","     234.6","     236.0","     232.6","     248.4","     222.8","   27",
"Foreign banking offices in the U.S.; equity investment by funding corporations; liability","     171.6","     137.8","     126.0","     123.5","     103.2","     118.7","     123.5","     123.9","     120.8","     127.8","     103.2","   28",
"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous liability","     121.7","     165.6","     141.7","     111.1","     119.6","     122.0","     111.1","     112.1","     111.8","     120.5","     119.6","   29",
