"Page: 102  March 12, 2015"
""
"L.126 Issuers of Asset-Backed Securities ABS"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Issuers of asset-backed securities; total financial assets","    2235.9","    1989.0","    1769.4","    1481.1","    1381.1","    1505.4","    1481.1","    1431.1","    1405.8","    1396.5","    1381.1","    1",
"Issuers of asset-backed securities; Treasury securities; asset","      40.1","      29.2","      23.4","      24.3","      23.4","      22.9","      24.3","      25.0","      24.1","      24.5","      23.4","    2",
"Issuers of asset-backed securities; agency- and GSE-backed securities; asset","       3.6","       0.3","       0.3","       0.1","       0.4","       0.1","       0.1","       0.1","       0.2","       0.2","       0.4","    3",
"Issuers of asset-backed securities; securitized other loans and advances; asset","     167.8","     162.4","     161.7","     150.2","     155.7","     151.1","     150.2","     154.7","     150.6","     155.6","     155.7","    4",
"Issuers of asset-backed securities; total mortgages; asset","    1922.3","    1703.4","    1492.9","    1221.6","    1120.7","    1248.1","    1221.6","    1169.8","    1150.7","    1136.1","    1120.7","    5",
"Issuers of asset-backed securities; home mortgages; asset","    1303.0","    1109.5","     928.3","     791.6","     695.9","     821.5","     791.6","     767.6","     742.0","     717.3","     695.9","    6",
"Issuers of asset-backed securities; multifamily residential mortgages; asset","      98.4","      90.7","      81.1","      75.2","      74.0","      74.4","      75.2","      74.4","      73.8","      73.5","      74.0","    7",
"Issuers of asset-backed securities; commercial mortgages; asset","     520.8","     503.2","     483.5","     354.7","     350.9","     352.2","     354.7","     327.7","     334.9","     345.2","     350.9","    8",
"Issuers of asset-backed securities; consumer credit; asset","      50.3","      46.2","      50.0","      49.1","      49.6","      48.5","      49.1","      47.3","      46.3","      49.1","      49.6","    9",
"Issuers of asset-backed securities; trade receivables; asset","      51.8","      47.6","      41.2","      35.7","      31.3","      34.6","      35.7","      34.3","      33.9","      31.0","      31.3","   10",
"Issuers of asset-backed securities; total liabilities","    2235.9","    1989.0","    1769.4","    1481.1","    1381.1","    1505.4","    1481.1","    1431.1","    1405.8","    1396.5","    1381.1","   11",
"Issuers of asset-backed securities; commercial paper, excluding U.S.-chartered commercial banks' asset-backed commercial paper; liability","     120.2","      96.0","      87.0","      79.9","      64.8","      79.2","      79.9","      73.7","      70.8","      70.4","      64.8","   12",
"Issuers of asset-backed securities; corporate and foreign bonds; liability","    2115.7","    1893.0","    1682.4","    1401.2","    1316.3","    1426.2","    1401.2","    1357.4","    1334.9","    1326.1","    1316.3","   13",
"Issuers of asset-backed securities; consumer leases","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   14",
"Real estate investment trusts; securitized assets","      18.1","      14.3","      15.6","     155.2","     162.7","     147.1","     155.2","     175.6","     169.7","     168.4","     162.7","   15",
"U.S.-chartered depository institutions; asset-backed commercial paper; liability","     112.9","     120.6","      87.5","      59.7","      54.5","      57.3","      59.7","      58.4","      56.0","      54.7","      54.5","   16",
