age	hours_pct	mean_hrs	num_obs
"36"	93.00000	2906.23755	169206.01000
"36"	94.00000	3111.71436	1986752.55000
"36"	98.00000	3362.13574	351205.89000
"36"	99.00000	3633.62134	482287.95000
"36"	100.00000	4323.87598	474990.87000
"37"	1.00000	0.00000	2576420.62000
"37"	6.00000	121.01309	393935.81000
"37"	7.00000	333.07828	545913.61000
"37"	8.00000	481.89645	458448.39000
"37"	9.00000	609.04681	431243.79000
"37"	10.00000	760.43579	655825.70000
"37"	11.00000	863.80701	332134.20000
"37"	12.00000	1011.28412	1148238.39000
"37"	14.00000	1102.21094	320154.01000
"37"	15.00000	1214.52380	531779.76000
"37"	16.00000	1289.38416	587335.99000
"37"	17.00000	1374.71375	346538.39000
"37"	18.00000	1463.82068	547497.59000
"37"	19.00000	1558.31653	833555.97000
"37"	20.00000	1598.46582	496326.40000
"37"	21.00000	1625.34448	77294.39000
"37"	22.00000	1671.23914	487165.65000
"37"	23.00000	1764.30884	597053.18000
"37"	24.00000	1819.96411	1009894.28000
"37"	26.00000	1862.45776	461548.38000
"37"	27.00000	1914.28259	420565.86000
"37"	28.00000	1959.10999	879050.17000
"37"	29.00000	1998.69312	436489.82000
"37"	30.00000	2034.68518	214037.49000
"37"	31.00000	2079.97119	19972447.05000
"37"	72.00000	2166.79395	510800.16000
"37"	73.00000	2256.44214	526232.83000
"37"	74.00000	2339.02979	2607807.43000
"37"	79.00000	2411.24121	313464.78000
"37"	80.00000	2493.87891	628055.51000
"37"	81.00000	2596.65869	4475886.15000
"37"	90.00000	2694.43726	372551.30000
"37"	91.00000	2847.84888	1266846.77000
"37"	93.00000	2904.85156	130684.86000
"37"	94.00000	3111.32373	2017700.35000
"37"	98.00000	3353.12012	361823.82000
"37"	99.00000	3642.84033	490478.88000
"37"	100.00000	4345.52930	488013.01000
"38"	1.00000	0.00000	2582128.99000
"38"	6.00000	128.30540	394466.56000
"38"	7.00000	331.95309	494214.78000
"38"	8.00000	484.17834	522510.37000
"38"	9.00000	624.61786	481533.09000
"38"	10.00000	774.54260	576906.60000
"38"	11.00000	875.14520	410485.54000
"38"	12.00000	1024.19312	1091281.15000
"38"	14.00000	1115.40063	421852.33000
"38"	15.00000	1225.88086	501914.66000
"38"	16.00000	1293.48401	520409.10000
"38"	17.00000	1377.13733	435048.69000
"38"	18.00000	1464.48779	512850.29000
"38"	19.00000	1558.49402	811186.51000
"38"	20.00000	1598.58838	556250.89000
"38"	21.00000	1655.70300	347642.58000
"38"	22.00000	1696.56494	290108.71000
"38"	23.00000	1773.29053	562446.79000
"38"	24.00000	1819.95142	1036897.83000
"38"	26.00000	1862.06018	488667.52000
"38"	27.00000	1913.66199	441401.10000
"38"	28.00000	1961.06726	797915.72000
"38"	29.00000	1999.29443	451459.49000
"38"	30.00000	2036.09863	189708.40000
"38"	31.00000	2079.98413	20286799.67000
"38"	72.00000	2170.53271	498238.03000
"38"	73.00000	2255.48145	533322.55000
"38"	74.00000	2339.06592	2668221.01000
"38"	79.00000	2391.84741	261124.64000
"38"	80.00000	2486.30933	653754.55000
"38"	81.00000	2596.31421	4338404.58000
"38"	90.00000	2707.46582	462332.35000
"38"	91.00000	2856.12769	1225106.66000
"38"	93.00000	2945.18506	257173.30000
"38"	94.00000	3119.26831	2066051.45000
"38"	98.00000	3362.16382	416503.09000
"38"	99.00000	3638.58716	529700.23000
"38"	100.00000	4294.06006	457220.19000
"39"	1.00000	0.00000	2510709.13000
"39"	6.00000	139.06349	445084.03000
"39"	7.00000	355.73389	491253.61000
"39"	8.00000	495.46719	491006.48000
"39"	9.00000	626.70026	511100.62000
"39"	10.00000	774.07782	523001.34000
"39"	11.00000	902.07733	539818.71000
"39"	12.00000	1032.51135	991146.10000
"39"	14.00000	1144.81519	587430.12000
"39"	15.00000	1260.13757	407866.69000
"39"	16.00000	1299.73474	366793.94000
"39"	17.00000	1395.65015	661424.10000
"39"	18.00000	1543.66125	1078686.64000
"39"	20.00000	1598.36145	484061.30000
"39"	21.00000	1655.66870	348286.69000
"39"	22.00000	1706.25769	382139.94000
"39"	23.00000	1807.34302	1484515.98000
"39"	26.00000	1861.72363	503588.99000
"39"	27.00000	1919.73291	466783.82000
"39"	28.00000	1971.49548	661700.88000
"39"	29.00000	1998.49524	418206.17000
"39"	30.00000	2079.51880	20441441.90000
"39"	71.00000	2115.66992	93348.32000
"39"	72.00000	2194.71509	612687.30000
"39"	73.00000	2333.38354	3034212.38000
"39"	79.00000	2410.68164	281743.48000
"39"	80.00000	2493.79370	551949.23000
"39"	81.00000	2596.42188	4394530.90000
"39"	90.00000	2699.66650	467126.74000
"39"	91.00000	2852.69238	1249341.74000
"39"	93.00000	2928.89380	243549.17000
"39"	94.00000	3117.25464	2019981.77000
"39"	98.00000	3359.62476	407326.13000
"39"	99.00000	3648.52051	529858.72000
"39"	100.00000	4321.76367	449318.44000
"40"	1.00000	0.00000	2561610.85000
"40"	6.00000	136.94930	511647.42000
"40"	7.00000	362.69217	499100.93000
"40"	8.00000	505.91437	507296.64000
"40"	9.00000	654.15619	512331.90000
"40"	10.00000	790.54370	530493.60000
"40"	11.00000	915.60120	498621.40000
"40"	12.00000	1031.55774	1029443.51000
"40"	14.00000	1148.85461	603628.69000
"40"	15.00000	1255.79773	421404.40000
"40"	16.00000	1312.07507	483104.86000
"40"	17.00000	1426.66797	520899.94000
"40"	18.00000	1547.63831	1008822.86000
"40"	20.00000	1598.05847	510511.24000
"40"	21.00000	1668.63000	508566.22000
"40"	22.00000	1764.38794	657924.69000
"40"	23.00000	1819.89307	1253684.05000
"40"	25.00000	1838.80127	131091.97000
"40"	26.00000	1894.34961	812305.48000
"40"	27.00000	1924.74438	203996.82000
"40"	28.00000	1971.94617	622674.41000
"40"	29.00000	1998.94678	481360.38000
"40"	30.00000	2079.49146	21671266.03000
"40"	72.00000	2132.01147	166142.05000
"40"	73.00000	2201.91479	572806.70000
"40"	74.00000	2333.26807	3076926.76000
"40"	80.00000	2465.14404	879678.22000
"40"	81.00000	2500.00000	130843.58000
"40"	82.00000	2598.73267	4345842.74000
"40"	90.00000	2698.15112	441096.30000
"40"	91.00000	2852.38940	1168259.86000
"40"	93.00000	2906.41504	161658.74000
"40"	94.00000	3113.43750	2251701.94000
"40"	98.00000	3353.82495	372265.26000
"40"	99.00000	3617.17139	414552.52000
"40"	100.00000	4222.11426	454472.48000
"41"	1.00000	0.00000	2474055.63000
"41"	5.00000	5.79223	19714.99000
"41"	6.00000	167.07956	523577.65000
"41"	7.00000	373.03851	493859.05000
"41"	8.00000	507.34552	483123.94000
"41"	9.00000	649.59607	511505.47000
"41"	10.00000	783.18030	481425.21000
"41"	11.00000	906.24408	549949.71000
"41"	12.00000	1032.97791	973240.20000
"41"	14.00000	1147.42078	581304.75000
"41"	15.00000	1259.27429	445821.03000
"41"	16.00000	1309.36292	450996.32000
"41"	17.00000	1415.02698	498520.84000
"41"	18.00000	1543.06152	997592.42000
"41"	20.00000	1599.14331	557886.33000
"41"	21.00000	1662.54651	474787.36000
"41"	22.00000	1745.79993	474330.49000
"41"	23.00000	1817.00781	1246046.43000
"41"	25.00000	1860.70325	469226.58000
"41"	26.00000	1913.07312	399126.61000
"41"	27.00000	1938.04553	372496.34000
"41"	28.00000	1975.99683	521131.66000
"41"	29.00000	2002.56836	499002.28000
"41"	30.00000	2079.72461	20918967.10000
"41"	72.00000	2167.92749	511200.54000
"41"	73.00000	2255.48242	492537.59000
"41"	74.00000	2338.79736	2739752.96000
"41"	79.00000	2393.73779	231775.69000
"41"	80.00000	2485.85791	730751.36000
"41"	81.00000	2596.67773	4490606.28000
"41"	90.00000	2695.33911	438132.21000
"41"	91.00000	2850.08252	1171388.07000
"41"	93.00000	2912.08252	155131.89000
"41"	94.00000	3113.60425	2105859.31000
"41"	98.00000	3356.11206	385000.44000
"41"	99.00000	3641.35767	514471.81000
"41"	100.00000	4348.36279	478634.39000
"42"	1.00000	0.00000	2354503.72000
"42"	5.00000	47.33641	120869.45000
"42"	6.00000	241.56004	496464.81000
"42"	7.00000	425.57117	516374.86000
"42"	8.00000	551.55579	471488.79000
"42"	9.00000	718.85229	608490.77000
"42"	10.00000	826.53674	388224.17000
"42"	11.00000	952.37146	477855.47000
"42"	12.00000	1039.43872	761137.92000
"42"	13.00000	1091.52551	259162.32000
"42"	14.00000	1189.75659	454623.71000
"42"	15.00000	1280.09534	726982.39000
"42"	16.00000	1373.80530	370522.17000
"42"	17.00000	1443.78333	385867.54000
"42"	18.00000	1551.17944	979659.09000
"42"	19.00000	1574.50720	21843.58000
"42"	20.00000	1599.77222	477830.61000
"42"	21.00000	1664.44177	583903.72000
"42"	22.00000	1766.62732	584510.70000
"42"	23.00000	1819.93970	1155777.33000
"42"	25.00000	1840.80994	144925.64000
"42"	26.00000	1895.82202	686937.57000
"42"	27.00000	1938.18579	306263.95000
"42"	28.00000	1975.99158	511030.90000
"42"	29.00000	1998.64954	506111.85000
"42"	30.00000	2079.60425	20963950.79000
"42"	72.00000	2168.40430	472912.05000
"42"	73.00000	2227.48047	249239.88000
"42"	74.00000	2332.37866	2837260.80000
"42"	79.00000	2387.05029	143766.44000
"42"	80.00000	2479.55933	770296.13000
"42"	81.00000	2597.05981	4336000.22000
"42"	90.00000	2700.50879	399792.00000
"42"	91.00000	2849.92944	1128731.86000
"42"	93.00000	2934.93262	243395.70000
"42"	94.00000	3116.95142	2139999.41000
"42"	98.00000	3357.65649	342738.79000
"42"	99.00000	3642.02954	494368.61000
"42"	100.00000	4362.16943	469522.79000
"43"	1.00000	0.00000	2504712.40000
"43"	6.00000	132.41562	446379.52000
"43"	7.00000	365.22208	498167.35000
"43"	8.00000	524.13068	530656.00000
"43"	9.00000	706.00769	600350.50000
"43"	10.00000	813.34821	352502.27000
"43"	11.00000	940.48224	569449.17000
"43"	12.00000	1039.02417	785681.77000
"43"	13.00000	1063.99036	105838.51000
"43"	14.00000	1166.09741	496234.20000
"43"	15.00000	1276.53271	706464.83000
"43"	16.00000	1374.08691	294178.95000
"43"	17.00000	1450.50159	488485.53000
"43"	18.00000	1553.65527	855410.69000
"43"	19.00000	1597.56970	487803.45000
"43"	20.00000	1655.88110	372382.79000
"43"	21.00000	1687.70203	243071.47000
"43"	22.00000	1766.40857	535569.32000
"43"	23.00000	1819.99365	1120731.39000
"43"	25.00000	1861.20276	451512.37000
"43"	26.00000	1913.23547	443039.19000
"43"	27.00000	1960.11694	854824.95000
"43"	28.00000	1979.87964	21325.04000
"43"	29.00000	2011.05786	600376.36000
"43"	30.00000	2079.97632	20664050.64000
"43"	72.00000	2167.28809	467783.02000
"43"	73.00000	2259.25928	526723.78000
"43"	74.00000	2339.26416	2616077.62000
"43"	79.00000	2391.51880	174161.94000
"43"	80.00000	2485.78320	694450.95000
"43"	81.00000	2596.90186	4356115.53000
"43"	90.00000	2696.42041	386897.02000
"43"	91.00000	2851.13135	1290953.68000
"43"	93.00000	2909.14453	147313.91000
"43"	94.00000	3114.18091	2154517.17000
"43"	98.00000	3359.90308	339558.85000
"43"	99.00000	3637.46802	500102.64000
"43"	100.00000	4338.98486	443859.18000
"44"	1.00000	0.00000	2426363.60000
"44"	5.00000	7.07490	19829.30000
"44"	6.00000	173.63440	502755.75000
"44"	7.00000	403.25882	504178.66000
"44"	8.00000	556.33124	457921.22000
"44"	9.00000	709.60388	570653.10000
"44"	10.00000	843.67395	452315.30000
"44"	11.00000	1015.46265	1099078.53000
"44"	13.00000	1120.75916	340243.44000
"44"	14.00000	1225.84692	515527.98000
"44"	15.00000	1293.99573	501968.26000
"44"	16.00000	1401.14050	648052.08000
"44"	17.00000	1495.95740	281421.67000
"44"	18.00000	1559.28674	723886.01000
"44"	19.00000	1597.55481	521598.68000
"44"	20.00000	1656.80225	362045.75000
"44"	21.00000	1706.78967	381916.88000
"44"	22.00000	1809.27490	1525745.59000
"44"	25.00000	1862.12769	405159.20000
"44"	26.00000	1915.52002	580185.44000
"44"	27.00000	1972.46301	659906.55000
"44"	28.00000	1998.07544	444368.19000
"44"	29.00000	2079.50342	20720186.52000
"44"	71.00000	2117.33521	96337.36000
"44"	72.00000	2184.30444	455956.22000
"44"	73.00000	2262.02686	509782.51000
"44"	74.00000	2338.99585	2758031.58000
"44"	79.00000	2392.75146	212933.35000
"44"	80.00000	2487.34106	689041.00000
"44"	81.00000	2596.07446	4238824.55000
"44"	90.00000	2698.46582	435364.82000
"44"	91.00000	2851.79614	1145030.71000
"44"	93.00000	2942.81543	294022.21000
"44"	94.00000	3119.12817	2003283.62000
"44"	98.00000	3351.29297	417749.92000
"44"	99.00000	3637.63428	488372.03000
"44"	100.00000	4275.41846	488343.79000
"45"	1.00000	0.00000	2496318.05000
"45"	6.00000	170.39999	453300.01000
"45"	7.00000	402.04410	567367.27000
"45"	8.00000	559.06830	476390.97000
"45"	9.00000	711.13892	547558.68000
"45"	10.00000	828.47382	415823.07000
"45"	11.00000	954.70288	450101.82000
"45"	12.00000	1039.69531	762251.29000
"45"	13.00000	1095.93872	217113.02000
"45"	14.00000	1202.12585	532560.24000
"45"	15.00000	1288.81824	548511.15000
"45"	16.00000	1378.68689	395307.68000
"45"	17.00000	1471.84473	491183.68000
"45"	18.00000	1559.34399	660711.49000
"45"	19.00000	1597.91235	448321.11000
"45"	20.00000	1655.83862	380691.54000
"45"	21.00000	1722.54773	550199.24000
"45"	22.00000	1815.52478	1256446.53000
"45"	24.00000	1863.46655	377276.12000
"45"	25.00000	1911.59595	357034.60000
"45"	26.00000	1959.88757	938774.78000
"45"	28.00000	1998.74011	493054.82000
"45"	29.00000	2079.45825	21150177.13000
"45"	72.00000	2166.18091	515966.99000
"45"	73.00000	2255.01855	534354.07000
"45"	74.00000	2339.18066	2581129.75000
"45"	79.00000	2409.50122	282321.07000
"45"	80.00000	2494.09277	583569.80000
"45"	81.00000	2596.51050	4430517.15000
"45"	90.00000	2698.62915	436815.50000
"45"	91.00000	2850.32031	1286550.00000
"45"	93.00000	2906.09253	135984.41000
"45"	94.00000	3112.70654	2048426.10000
"45"	98.00000	3355.91089	338804.93000
"45"	99.00000	3639.35669	529587.62000
"45"	100.00000	4289.74219	452545.68000
"46"	1.00000	0.00000	2389859.82000
"46"	5.00000	7.81060	14090.69000
"46"	6.00000	207.29617	550784.21000
"46"	7.00000	426.29065	438625.03000
"46"	8.00000	567.70374	514037.62000
"46"	9.00000	733.09918	433865.96000
"46"	10.00000	837.25690	489373.89000
"46"	11.00000	1013.97174	1136219.17000
"46"	13.00000	1113.01904	279727.33000
"46"	14.00000	1223.33521	499934.21000
"46"	15.00000	1292.82971	460639.48000
"46"	16.00000	1396.31641	590518.89000
"46"	17.00000	1541.77942	1030941.07000
"46"	19.00000	1598.78540	489293.44000
"46"	20.00000	1655.91431	313944.23000
"46"	21.00000	1725.83020	539901.39000
"46"	22.00000	1815.72375	1297489.52000
"46"	24.00000	1838.69812	131657.58000
"46"	25.00000	1893.59106	624741.76000
"46"	26.00000	1936.31421	365659.32000
"46"	27.00000	1975.97241	532120.43000
"46"	28.00000	1998.05811	425570.14000
"46"	29.00000	2079.54614	20627128.95000
"46"	72.00000	2167.68701	481059.95000
"46"	73.00000	2257.36157	561165.83000
"46"	74.00000	2339.22314	2456387.65000
"46"	79.00000	2408.05420	334188.23000
"46"	80.00000	2493.86548	531290.12000
"46"	81.00000	2596.40820	4450031.28000
"46"	90.00000	2697.43701	365789.93000
"46"	91.00000	2849.34473	1153237.77000
"46"	93.00000	2913.79712	171426.12000
"46"	94.00000	3114.96167	2087911.76000
"46"	98.00000	3356.48657	344849.54000
"46"	99.00000	3620.91162	447928.91000
"46"	100.00000	4220.99658	470367.47000
"47"	1.00000	0.00000	2338693.91000
"47"	5.00000	8.27097	7942.41000
"47"	6.00000	200.71954	510804.32000
"47"	7.00000	452.76364	533630.80000
"47"	8.00000	606.43024	363373.49000
"47"	9.00000	751.81879	581149.89000
"47"	10.00000	903.62933	456921.42000
"47"	11.00000	1033.33179	832617.13000
"47"	12.00000	1049.79395	32847.19000
"47"	13.00000	1156.54285	513689.08000
"47"	14.00000	1279.06104	686224.03000
"47"	15.00000	1371.47583	301762.87000
"47"	16.00000	1454.33557	401230.49000
"47"	17.00000	1553.73206	796749.16000
"47"	18.00000	1598.28491	450612.79000
"47"	19.00000	1656.48120	370499.81000
"47"	20.00000	1696.16394	267018.48000
"47"	21.00000	1771.22827	482156.84000
"47"	22.00000	1819.99316	1015865.40000
"47"	24.00000	1862.79126	462959.56000
"47"	25.00000	1913.71704	376870.54000
"47"	26.00000	1961.04248	892713.84000
"47"	28.00000	2002.81177	471554.08000
"47"	29.00000	2079.75146	19879257.29000
"47"	71.00000	2165.84961	430949.58000
"47"	72.00000	2257.70435	517037.38000
"47"	73.00000	2339.28271	2544159.05000
"47"	78.00000	2386.16626	122085.21000
"47"	79.00000	2477.65723	721227.57000
"47"	80.00000	2509.37500	170847.54000
"47"	81.00000	2599.44043	4090055.69000
"47"	89.00000	2697.64990	443831.10000
"47"	90.00000	2852.77588	1123240.93000
"47"	93.00000	3097.48364	2371076.31000
"47"	98.00000	3373.71533	415073.39000
"47"	99.00000	3653.13354	470371.60000
"47"	100.00000	4339.11621	466046.46000
"48"	1.00000	0.00000	2214948.79000
"48"	5.00000	22.80004	68939.77000
"48"	6.00000	221.64430	473077.67000
"48"	7.00000	421.69760	548587.41000
"48"	8.00000	549.05884	358333.70000
"48"	9.00000	707.65735	578316.59000
"48"	10.00000	817.71338	319928.63000
"48"	11.00000	948.99927	454820.05000
"48"	12.00000	1039.80737	748333.37000
"48"	13.00000	1099.09900	173747.99000
"48"	14.00000	1203.84363	482044.31000
"48"	15.00000	1288.76062	476436.45000
"48"	16.00000	1406.05981	510050.41000
"48"	17.00000	1541.80127	964515.97000
"48"	19.00000	1597.39392	429238.10000
"48"	20.00000	1653.87244	305914.71000
"48"	21.00000	1723.55383	569819.38000
"48"	22.00000	1815.78162	1205039.42000
"48"	24.00000	1838.01807	117674.35000
"48"	25.00000	1872.31323	387284.72000
"48"	26.00000	1919.98792	466062.36000
"48"	27.00000	1971.79846	627353.92000
"48"	28.00000	1998.70544	413552.65000
"48"	29.00000	2079.60229	19304523.77000
"48"	71.00000	2133.21558	156144.42000
"48"	72.00000	2203.48364	589722.42000
"48"	73.00000	2277.93896	304229.25000
"48"	74.00000	2339.38428	2276566.46000
"48"	79.00000	2455.09497	906937.98000
"48"	81.00000	2596.24463	4064301.49000
"48"	89.00000	2642.71582	39588.54000
"48"	90.00000	2724.76904	483512.16000
"48"	91.00000	2859.77905	954465.74000
"48"	93.00000	3100.80005	2242005.05000
"48"	98.00000	3359.36133	420977.03000
"48"	99.00000	3641.36304	478874.97000
"48"	100.00000	4328.51221	416408.32000
"49"	1.00000	0.00000	2300904.51000
"49"	6.00000	194.79358	463200.09000
"49"	7.00000	421.48935	491774.06000
"49"	8.00000	556.37848	397667.07000
"49"	9.00000	714.76196	445442.30000
"49"	10.00000	855.05975	449017.08000
"49"	11.00000	1022.26532	936075.05000
"49"	13.00000	1149.33252	523834.21000
"49"	14.00000	1262.08313	333500.28000
"49"	15.00000	1335.88513	582657.08000
"49"	16.00000	1436.09827	314947.22000
"49"	17.00000	1547.49963	903410.41000
"49"	18.00000	1564.00000	1661.32000
"49"	19.00000	1599.53735	475718.47000
"49"	20.00000	1668.03479	434659.99000
"49"	21.00000	1762.28503	537354.66000
"49"	22.00000	1819.97620	1051273.30000
"49"	24.00000	1861.89648	386812.07000
"49"	25.00000	1910.57214	347611.47000
"49"	26.00000	1961.07581	854653.39000
"49"	28.00000	2002.23120	471503.96000
"49"	29.00000	2079.78809	19373271.59000
"49"	71.00000	2104.44702	44378.34000
"49"	72.00000	2177.21631	479198.31000
"49"	73.00000	2262.06543	527479.69000
"49"	74.00000	2339.23755	2339812.55000
"49"	79.00000	2406.06177	270381.03000
"49"	80.00000	2493.84033	565112.18000
"49"	81.00000	2595.99902	4006524.09000
"49"	90.00000	2706.81689	404932.42000
"49"	91.00000	2855.51270	1060888.79000
"49"	93.00000	3099.42358	2205000.83000
"49"	98.00000	3352.96851	352408.76000
"49"	99.00000	3634.16846	487656.76000
"49"	100.00000	4307.31689	416885.49000
"50"	1.00000	0.00000	2376977.45000
"50"	6.00000	117.70560	313742.33000
"50"	7.00000	346.56952	475584.25000
"50"	8.00000	495.30722	416659.89000
"50"	9.00000	653.87000	477270.84000
"50"	10.00000	791.56140	425427.97000
"50"	11.00000	933.48743	491263.09000
"50"	12.00000	1039.12708	701493.25000
"50"	13.00000	1096.18066	223314.78000
"50"	14.00000	1210.44531	464788.43000
"50"	15.00000	1289.82715	449548.65000
"50"	16.00000	1376.95618	351757.54000
"50"	17.00000	1474.90674	459551.79000
"50"	18.00000	1559.23486	695670.25000
"50"	19.00000	1598.16663	426243.66000
"50"	20.00000	1653.52747	328448.15000
"50"	21.00000	1726.20239	473314.90000
"50"	22.00000	1815.63452	1280854.46000
"50"	25.00000	1861.94482	417321.24000
"50"	26.00000	1916.90405	525562.18000
"50"	27.00000	1971.79272	668747.27000
"50"	28.00000	1999.19568	380362.76000
"50"	29.00000	2033.56860	201374.03000
"50"	30.00000	2079.97681	18835477.92000
"50"	72.00000	2163.32861	411897.27000
"50"	73.00000	2257.27075	505159.42000
"50"	74.00000	2339.32593	2301449.52000
"50"	79.00000	2405.08862	306745.16000
"50"	80.00000	2493.54443	538589.96000
"50"	81.00000	2596.21094	4007422.87000
"50"	90.00000	2694.83789	387857.88000
"50"	91.00000	2847.14258	1029233.91000
"50"	93.00000	3100.37280	2115763.05000
"50"	98.00000	3503.14160	824923.91000
"50"	99.00000	3841.33081	113375.59000
"50"	100.00000	4412.22803	382991.89000
"51"	1.00000	0.00000	2273232.50000
"51"	6.00000	116.68907	269404.65000
"51"	7.00000	329.31467	472418.17000
"51"	8.00000	482.98941	424386.86000
"51"	9.00000	611.72101	371063.81000
"51"	10.00000	766.02814	507161.53000
"51"	11.00000	899.29773	417971.56000
"51"	12.00000	1032.30054	816878.98000
"51"	14.00000	1146.15405	513342.87000
"51"	15.00000	1258.66736	347893.68000
"51"	16.00000	1307.41235	380412.68000
"51"	17.00000	1413.28552	478094.04000
"51"	18.00000	1538.31897	899973.47000
"51"	20.00000	1597.67834	364094.19000
"51"	21.00000	1664.24426	502756.63000
"51"	22.00000	1741.84607	315139.49000
"51"	23.00000	1815.64795	1152728.08000
"51"	25.00000	1837.98364	104444.48000
"51"	26.00000	1895.25562	600645.26000
"51"	27.00000	1935.88953	279953.30000
"51"	28.00000	1975.98340	540198.98000
"51"	29.00000	1998.76636	393748.70000
"51"	30.00000	2079.55396	17931583.00000
"51"	72.00000	2133.03687	136140.32000
"51"	73.00000	2201.47070	481369.18000
"51"	74.00000	2331.89282	2365715.14000
"51"	79.00000	2385.56348	105970.56000
"51"	80.00000	2473.46851	699633.54000
"51"	81.00000	2512.57983	149381.05000
"51"	82.00000	2599.38696	3583308.24000
"51"	90.00000	2693.82104	354888.59000
"51"	91.00000	2850.35815	1011324.64000
"51"	93.00000	2918.20142	134669.89000
"51"	94.00000	3113.67065	1835510.81000
"51"	98.00000	3370.37646	266200.69000
"51"	99.00000	3675.55322	462802.89000
"51"	100.00000	4498.42383	380931.63000
"52"	1.00000	0.00000	2546773.62000
"52"	7.00000	144.15529	290868.68000
"52"	8.00000	352.00568	412566.72000
"52"	9.00000	521.01569	464879.80000
"52"	10.00000	661.43738	349023.12000
"52"	11.00000	787.33344	409299.56000
"52"	12.00000	933.33185	440622.29000
"52"	13.00000	1039.27710	645510.99000
"52"	14.00000	1094.16370	166287.06000
"52"	15.00000	1206.26355	481176.82000
"52"	16.00000	1288.67859	402140.07000
"52"	17.00000	1376.36389	283568.71000
"52"	18.00000	1467.93689	404377.97000
"52"	19.00000	1557.90356	601543.74000
"52"	20.00000	1597.88330	368513.53000
"52"	21.00000	1654.53467	333845.26000
"52"	22.00000	1727.98535	394709.09000
"52"	23.00000	1816.13245	1103625.73000
"52"	25.00000	1838.89026	90417.47000
"52"	26.00000	1874.03699	367407.91000
"52"	27.00000	1921.54590	412217.51000
"52"	28.00000	1971.49829	622878.21000
"52"	29.00000	1999.04639	315561.96000
"52"	30.00000	2079.48340	17223817.47000
"52"	72.00000	2104.22266	56895.24000
"52"	73.00000	2178.98657	403174.27000
"52"	74.00000	2260.56494	426249.82000
"52"	75.00000	2339.46924	2027008.03000
"52"	80.00000	2465.37695	711070.78000
"52"	81.00000	2500.00000	83501.24000
"52"	82.00000	2598.46533	3297662.14000
"52"	90.00000	2699.35913	350907.31000
"52"	91.00000	2853.77417	925084.16000
"52"	93.00000	3098.97803	1959864.13000
"52"	98.00000	3523.74536	674055.31000
"52"	99.00000	3814.61011	117809.68000
"52"	100.00000	4461.64160	370497.59000
"53"	1.00000	0.00000	2495228.97000
"53"	7.00000	103.33467	239955.03000
"53"	8.00000	328.17474	392234.13000
"53"	9.00000	490.07358	393776.80000
"53"	10.00000	640.28284	387655.20000
"53"	11.00000	784.52966	385233.19000
"53"	12.00000	907.87720	390701.73000
"53"	13.00000	1032.87061	771000.20000
"53"	14.00000	1049.09424	26464.79000
"53"	15.00000	1150.81409	433970.74000
"53"	16.00000	1275.64917	557006.98000
"53"	17.00000	1346.32703	165827.97000
"53"	18.00000	1425.62976	395014.26000
"53"	19.00000	1544.40295	801203.73000
"53"	21.00000	1598.39246	386813.54000
"53"	22.00000	1661.98572	445315.34000
"53"	23.00000	1741.18884	336162.89000
"53"	24.00000	1815.73389	1121689.22000
"53"	26.00000	1838.87646	131875.18000
"53"	27.00000	1872.33862	285349.77000
"53"	28.00000	1919.75769	403406.66000
"53"	29.00000	1972.39331	519989.54000
"53"	30.00000	1998.43713	333720.88000
"53"	31.00000	2079.64795	16628001.53000
"53"	73.00000	2118.12354	72431.56000
"53"	74.00000	2195.88843	424270.72000
"53"	75.00000	2332.43091	2163601.42000
"53"	80.00000	2392.30566	172548.52000
"53"	81.00000	2489.15771	569221.86000
"53"	82.00000	2596.00317	3308049.29000
"53"	91.00000	2814.20923	1120931.97000
"53"	93.00000	2907.04321	90982.02000
"53"	94.00000	3111.30078	1679232.57000
"53"	98.00000	3362.51636	233228.34000
"53"	99.00000	3637.57397	406814.39000
"53"	100.00000	4332.36523	366631.87000
"54"	1.00000	0.00000	2535200.87000
"54"	7.00000	47.14417	87665.13000
"54"	8.00000	264.77802	396508.86000
"54"	9.00000	463.70978	483487.10000
"54"	10.00000	603.51825	312717.54000
"54"	11.00000	734.47699	388776.40000
"54"	12.00000	826.11035	320028.20000
"54"	13.00000	956.47839	383089.33000
"54"	14.00000	1038.66150	638567.51000
"54"	15.00000	1077.91089	87681.14000
"54"	16.00000	1169.37305	385704.74000
"54"	17.00000	1275.89966	593508.82000
"54"	18.00000	1350.58887	132861.30000
"54"	19.00000	1435.16357	375382.38000
"54"	20.00000	1549.94800	721765.48000
"54"	21.00000	1598.81860	348475.65000
"54"	22.00000	1625.78015	51593.09000
"54"	23.00000	1669.14441	372655.69000
"54"	24.00000	1762.88904	440744.38000
"54"	25.00000	1819.98547	844970.91000
"54"	27.00000	1861.02136	361442.74000
"54"	28.00000	1912.61646	302967.21000
"54"	29.00000	1961.50793	720397.16000
"54"	31.00000	1998.88831	362916.24000
"54"	32.00000	2079.66821	15720775.22000
"54"	74.00000	2167.83447	379225.38000
"54"	75.00000	2261.47217	348972.63000
"54"	76.00000	2339.27637	1764240.43000
"54"	80.00000	2388.14111	106219.17000
"54"	81.00000	2474.55347	562474.85000
"54"	82.00000	2596.28857	3090946.24000
"54"	90.00000	2698.52661	275384.03000
"54"	91.00000	2850.18213	899120.29000
"54"	93.00000	2905.45361	103887.26000
"54"	94.00000	3113.77100	1577035.31000
