tax_exempt_general_partners,partnership_general_partners,individual_general_partners,s_corporations,other_limited_partners,corporate_general_partners,partnership_limited_partners,individual_limited_partners,other_general_partners,c_corporations,corporate_limited_partners,sole_proprietorships,tax_exempt_limited_partners
40.0676231,29871.94279,5398.751188,37131242.74,152583.1628,418122.9009,188122.7754,81952.48734,4120.015806,272347914.9,619635.9762,1546385.759,934.8967708
128986.9656,96164707.51,17379831.39,2635158965,491200566.5,1346034530,605610817,263824051.6,13263285.81,40858903438,1994751826,5236678535,3009649.394
42995.6552,32054902.5,5793277.13,878386321.6,163733522.2,448678176.7,201870272.3,87941350.54,4421095.271,13619634479,664917275.4,1745559512,1003216.465
42995.6552,32054902.5,5793277.13,878386321.6,163733522.2,448678176.7,201870272.3,87941350.54,4421095.271,13619634479,664917275.4,1745559512,1003216.465
21497.8276,16027451.25,2896638.565,439193160.8,81866761.09,224339088.4,100935136.2,43970675.27,2210547.636,6809817240,332458637.7,872779755.8,501608.2324
21497.8276,16027451.25,2896638.565,439193160.8,81866761.09,224339088.4,100935136.2,43970675.27,2210547.636,6809817240,332458637.7,872779755.8,501608.2324
42995.6552,32054902.5,5793277.13,878386321.6,163733522.2,448678176.7,201870272.3,87941350.54,4421095.271,13619634479,664917275.4,1745559512,1003216.465
42995.6552,32054902.5,5793277.13,878386321.6,163733522.2,448678176.7,201870272.3,87941350.54,4421095.271,13619634479,664917275.4,1745559512,1003216.465
8599.131039,6410980.501,1158655.426,175677264.3,32746704.44,89735635.34,40374054.47,17588270.11,884219.0543,2723926896,132983455.1,349111902.3,200643.293
8599.131039,6410980.501,1158655.426,175677264.3,32746704.44,89735635.34,40374054.47,17588270.11,884219.0543,2723926896,132983455.1,349111902.3,200643.293
8599.131039,6410980.501,1158655.426,175677264.3,32746704.44,89735635.34,40374054.47,17588270.11,884219.0543,2723926896,132983455.1,349111902.3,200643.293
8599.131039,6410980.501,1158655.426,175677264.3,32746704.44,89735635.34,40374054.47,17588270.11,884219.0543,2723926896,132983455.1,349111902.3,200643.293
8599.131039,6410980.501,1158655.426,175677264.3,32746704.44,89735635.34,40374054.47,17588270.11,884219.0543,2723926896,132983455.1,349111902.3,200643.293
42995.6552,32054902.5,5793277.13,878386321.6,163733522.2,448678176.7,201870272.3,87941350.54,4421095.271,13619634479,664917275.4,1745559512,1003216.465
14331.88507,10684967.5,1931092.377,292795440.5,54577840.73,149559392.2,67290090.78,29313783.51,1473698.424,4539878160,221639091.8,581853170.6,334405.4883
4777.295022,3561655.834,643697.4589,97598480.18,18192613.58,49853130.74,22430030.26,9771261.171,491232.8079,1513292720,73879697.26,193951056.9,111468.4961
4777.295022,3561655.834,643697.4589,97598480.18,18192613.58,49853130.74,22430030.26,9771261.171,491232.8079,1513292720,73879697.26,193951056.9,111468.4961
4777.295022,3561655.834,643697.4589,97598480.18,18192613.58,49853130.74,22430030.26,9771261.171,491232.8079,1513292720,73879697.26,193951056.9,111468.4961
14331.88507,10684967.5,1931092.377,292795440.5,54577840.73,149559392.2,67290090.78,29313783.51,1473698.424,4539878160,221639091.8,581853170.6,334405.4883
14331.88507,10684967.5,1931092.377,292795440.5,54577840.73,149559392.2,67290090.78,29313783.51,1473698.424,4539878160,221639091.8,581853170.6,334405.4883
14331.88507,10684967.5,1931092.377,292795440.5,54577840.73,149559392.2,67290090.78,29313783.51,1473698.424,4539878160,221639091.8,581853170.6,334405.4883
4777.295022,3561655.834,643697.4589,97598480.18,18192613.58,49853130.74,22430030.26,9771261.171,491232.8079,1513292720,73879697.26,193951056.9,111468.4961
4777.295022,3561655.834,643697.4589,97598480.18,18192613.58,49853130.74,22430030.26,9771261.171,491232.8079,1513292720,73879697.26,193951056.9,111468.4961
4777.295022,3561655.834,643697.4589,97598480.18,18192613.58,49853130.74,22430030.26,9771261.171,491232.8079,1513292720,73879697.26,193951056.9,111468.4961
551286.31,411004992,74280862.97,8987975582,2099376061,5752910039,2588361941,1127575854,56686874.22,1.23363E+11,8525507741,5834.703858,12863148.63
275643.155,205502496,37140431.49,4493987791,1049688031,2876455020,1294180971,563787927.1,28343437.11,61681319101,4262753870,2917.351929,6431574.313
91881.05167,68500832,12380143.83,1497995930,349896010.2,958818339.9,431393656.8,187929309,9447812.371,20560439700,1420917957,972.4506431,2143858.104
91881.05167,68500832,12380143.83,1497995930,349896010.2,958818339.9,431393656.8,187929309,9447812.371,20560439700,1420917957,972.4506431,2143858.104
91881.05167,68500832,12380143.83,1497995930,349896010.2,958818339.9,431393656.8,187929309,9447812.371,20560439700,1420917957,972.4506431,2143858.104
45940.52583,34250416,6190071.914,748997965.2,174948005.1,479409169.9,215696828.4,93964654.52,4723906.185,10280219850,710458978.4,486.2253215,1071929.052
45940.52583,34250416,6190071.914,748997965.2,174948005.1,479409169.9,215696828.4,93964654.52,4723906.185,10280219850,710458978.4,486.2253215,1071929.052
91881.05167,68500832,12380143.83,1497995930,349896010.2,958818339.9,431393656.8,187929309,9447812.371,20560439700,1420917957,972.4506431,2143858.104
91881.05167,68500832,12380143.83,1497995930,349896010.2,958818339.9,431393656.8,187929309,9447812.371,20560439700,1420917957,972.4506431,2143858.104
275643.155,205502496,37140431.49,4493987791,1049688031,2876455020,1294180971,563787927.1,28343437.11,61681319101,4262753870,2917.351929,6431574.313
68910.78875,51375624,9285107.871,1123496948,262422007.7,719113754.9,323545242.6,140946981.8,7085859.278,15420329775,1065688468,729.3379823,1607893.578
22970.26292,17125208,3095035.957,374498982.6,87474002.56,239704585,107848414.2,46982327.26,2361953.093,5140109925,355229489.2,243.1126608,535964.5261
22970.26292,17125208,3095035.957,374498982.6,87474002.56,239704585,107848414.2,46982327.26,2361953.093,5140109925,355229489.2,243.1126608,535964.5261
22970.26292,17125208,3095035.957,374498982.6,87474002.56,239704585,107848414.2,46982327.26,2361953.093,5140109925,355229489.2,243.1126608,535964.5261
68910.78875,51375624,9285107.871,1123496948,262422007.7,719113754.9,323545242.6,140946981.8,7085859.278,15420329775,1065688468,729.3379823,1607893.578
68910.78875,51375624,9285107.871,1123496948,262422007.7,719113754.9,323545242.6,140946981.8,7085859.278,15420329775,1065688468,729.3379823,1607893.578
68910.78875,51375624,9285107.871,1123496948,262422007.7,719113754.9,323545242.6,140946981.8,7085859.278,15420329775,1065688468,729.3379823,1607893.578
68910.78875,51375624,9285107.871,1123496948,262422007.7,719113754.9,323545242.6,140946981.8,7085859.278,15420329775,1065688468,729.3379823,1607893.578
68910.78875,51375624,9285107.871,1123496948,262422007.7,719113754.9,323545242.6,140946981.8,7085859.278,15420329775,1065688468,729.3379823,1607893.578
34455.39437,25687812,4642553.936,561748473.9,131211003.8,359556877.4,161772621.3,70473490.89,3542929.639,7710164888,532844233.8,364.6689911,803946.7891
34455.39437,25687812,4642553.936,561748473.9,131211003.8,359556877.4,161772621.3,70473490.89,3542929.639,7710164888,532844233.8,364.6689911,803946.7891
81788.11642,60976163.43,11020211.75,2477274971,311460688.6,853494214.4,384005994.6,167285680,8409990.571,39007417619,1264833186,2446081404,1908359.918
81788.11642,60976163.43,11020211.75,2477274971,311460688.6,853494214.4,384005994.6,167285680,8409990.571,39007417619,1264833186,2446081404,1908359.918
40894.05821,30488081.72,5510105.873,1238637485,155730344.3,426747107.2,192002997.3,83642840,4204995.285,19503708809,632416592.8,1223040702,954179.959
13631.35274,10162693.91,1836701.958,412879161.8,51910114.77,142249035.7,64000999.1,27880946.67,1401665.095,6501236270,210805530.9,407680234,318059.9863
13631.35274,10162693.91,1836701.958,412879161.8,51910114.77,142249035.7,64000999.1,27880946.67,1401665.095,6501236270,210805530.9,407680234,318059.9863
13631.35274,10162693.91,1836701.958,412879161.8,51910114.77,142249035.7,64000999.1,27880946.67,1401665.095,6501236270,210805530.9,407680234,318059.9863
40894.05821,30488081.72,5510105.873,1238637485,155730344.3,426747107.2,192002997.3,83642840,4204995.285,19503708809,632416592.8,1223040702,954179.959
40894.05821,30488081.72,5510105.873,1238637485,155730344.3,426747107.2,192002997.3,83642840,4204995.285,19503708809,632416592.8,1223040702,954179.959
2572683.282,1918033611,346645891.4,56450568730,9797140975,26847057896,12079087351,5262048952,264540169,3.81413E+11,39785916754,111225549.1,60028349.74
2572683.282,1918033611,346645891.4,56450568730,9797140975,26847057896,12079087351,5262048952,264540169,3.81413E+11,39785916754,111225549.1,60028349.74
2572683.282,1918033611,346645891.4,56450568730,9797140975,26847057896,12079087351,5262048952,264540169,3.81413E+11,39785916754,111225549.1,60028349.74
2572683.282,1918033611,346645891.4,56450568730,9797140975,26847057896,12079087351,5262048952,264540169,3.81413E+11,39785916754,111225549.1,60028349.74
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1568637.254,1169478963,211359735.9,48856009823,5973592015,16369405227,7364958812,3208419036,161297571,3.77152E+11,24258590874,740732806.7,36600970.8
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
44818.20725,33413684.64,6038849.597,1395885995,170674057.6,467697292.2,210427394.6,91669115.32,4608502.027,10775775521,693102596.4,21163794.48,1045742.023
14939.40242,11137894.88,2012949.866,465295331.6,56891352.52,155899097.4,70142464.87,30556371.77,1536167.342,3591925174,231034198.8,7054598.159,348580.6743
14939.40242,11137894.88,2012949.866,465295331.6,56891352.52,155899097.4,70142464.87,30556371.77,1536167.342,3591925174,231034198.8,7054598.159,348580.6743
14939.40242,11137894.88,2012949.866,465295331.6,56891352.52,155899097.4,70142464.87,30556371.77,1536167.342,3591925174,231034198.8,7054598.159,348580.6743
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
56022.75906,41767105.8,7548561.997,1744857494,213342572,584621615.2,263034243.3,114586394.1,5760627.534,13469719402,866378245.5,26454743.1,1307177.528
56022.75906,41767105.8,7548561.997,1744857494,213342572,584621615.2,263034243.3,114586394.1,5760627.534,13469719402,866378245.5,26454743.1,1307177.528
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
37348.50604,27844737.2,5032374.664,1163238329,142228381.3,389747743.5,175356162.2,76390929.43,3840418.356,8979812934,577585497,17636495.4,871451.6856
37348.50604,27844737.2,5032374.664,1163238329,142228381.3,389747743.5,175356162.2,76390929.43,3840418.356,8979812934,577585497,17636495.4,871451.6856
37348.50604,27844737.2,5032374.664,1163238329,142228381.3,389747743.5,175356162.2,76390929.43,3840418.356,8979812934,577585497,17636495.4,871451.6856
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
56022.75906,41767105.8,7548561.997,1744857494,213342572,584621615.2,263034243.3,114586394.1,5760627.534,13469719402,866378245.5,26454743.1,1307177.528
56022.75906,41767105.8,7548561.997,1744857494,213342572,584621615.2,263034243.3,114586394.1,5760627.534,13469719402,866378245.5,26454743.1,1307177.528
56022.75906,41767105.8,7548561.997,1744857494,213342572,584621615.2,263034243.3,114586394.1,5760627.534,13469719402,866378245.5,26454743.1,1307177.528
56022.75906,41767105.8,7548561.997,1744857494,213342572,584621615.2,263034243.3,114586394.1,5760627.534,13469719402,866378245.5,26454743.1,1307177.528
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
37348.50604,27844737.2,5032374.664,1163238329,142228381.3,389747743.5,175356162.2,76390929.43,3840418.356,8979812934,577585497,17636495.4,871451.6856
37348.50604,27844737.2,5032374.664,1163238329,142228381.3,389747743.5,175356162.2,76390929.43,3840418.356,8979812934,577585497,17636495.4,871451.6856
37348.50604,27844737.2,5032374.664,1163238329,142228381.3,389747743.5,175356162.2,76390929.43,3840418.356,8979812934,577585497,17636495.4,871451.6856
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
112045.5181,83534211.61,15097123.99,3489714987,426685143.9,1169243230,526068486.6,229172788.3,11521255.07,26939438803,1732756491,52909486.19,2614355.057
224091.0362,167068423.2,30194247.99,6979429975,853370287.9,2338486461,1052136973,458345576.6,23042510.14,53878877607,3465512982,105818972.4,5228710.114
74697.01208,55689474.41,10064749.33,2326476658,284456762.6,779495487,350712324.4,152781858.9,7680836.712,17959625869,1155170994,35272990.8,1742903.371
74697.01208,55689474.41,10064749.33,2326476658,284456762.6,779495487,350712324.4,152781858.9,7680836.712,17959625869,1155170994,35272990.8,1742903.371
74697.01208,55689474.41,10064749.33,2326476658,284456762.6,779495487,350712324.4,152781858.9,7680836.712,17959625869,1155170994,35272990.8,1742903.371
74697.01208,55689474.41,10064749.33,2326476658,284456762.6,779495487,350712324.4,152781858.9,7680836.712,17959625869,1155170994,35272990.8,1742903.371
74697.01208,55689474.41,10064749.33,2326476658,284456762.6,779495487,350712324.4,152781858.9,7680836.712,17959625869,1155170994,35272990.8,1742903.371
24899.00403,18563158.14,3354916.443,775492219.4,94818920.87,259831829,116904108.1,50927286.29,2560278.904,5986541956,385056998,11757663.6,580967.7904
24899.00403,18563158.14,3354916.443,775492219.4,94818920.87,259831829,116904108.1,50927286.29,2560278.904,5986541956,385056998,11757663.6,580967.7904
24899.00403,18563158.14,3354916.443,775492219.4,94818920.87,259831829,116904108.1,50927286.29,2560278.904,5986541956,385056998,11757663.6,580967.7904
189001.3432,140907717.3,25466228.02,5608171805,719743785.1,1972310403,887386235.7,386574720.1,19434357.74,83957658193,2922859474,796697076.6,4409963.25
94500.67158,70453858.66,12733114.01,2804085903,359871892.5,986155201.7,443693117.9,193287360,9717178.872,41978829096,1461429737,398348538.3,2204981.625
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
4500.03198,3354945.65,606338.7623,133527900.1,17136756.79,46959771.51,21128243.71,9204160.002,462722.8034,1998991862,69591892.24,18968978.01,104999.125
4500.03198,3354945.65,606338.7623,133527900.1,17136756.79,46959771.51,21128243.71,9204160.002,462722.8034,1998991862,69591892.24,18968978.01,104999.125
4500.03198,3354945.65,606338.7623,133527900.1,17136756.79,46959771.51,21128243.71,9204160.002,462722.8034,1998991862,69591892.24,18968978.01,104999.125
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
6750.04797,5032418.476,909508.1434,200291850.2,25705135.18,70439657.26,31692365.56,13806240,694084.2052,2998487793,104387838.4,28453467.02,157498.6875
6750.04797,5032418.476,909508.1434,200291850.2,25705135.18,70439657.26,31692365.56,13806240,694084.2052,2998487793,104387838.4,28453467.02,157498.6875
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
13500.09594,10064836.95,1819016.287,400583700.4,51410270.36,140879314.5,63384731.12,27612480.01,1388168.41,5996975585,208775676.7,56906934.04,314997.375
6750.04797,5032418.476,909508.1434,200291850.2,25705135.18,70439657.26,31692365.56,13806240,694084.2052,2998487793,104387838.4,28453467.02,157498.6875
6750.04797,5032418.476,909508.1434,200291850.2,25705135.18,70439657.26,31692365.56,13806240,694084.2052,2998487793,104387838.4,28453467.02,157498.6875
94500.67158,70453858.66,12733114.01,2804085903,359871892.5,986155201.7,443693117.9,193287360,9717178.872,41978829096,1461429737,398348538.3,2204981.625
31500.22386,23484619.55,4244371.336,934695300.9,119957297.5,328718400.6,147897706,64429120.01,3239059.624,13992943032,487143245.7,132782846.1,734993.875
15750.11193,11742309.78,2122185.668,467347650.4,59978648.76,164359200.3,73948852.98,32214560.01,1619529.812,6996471516,243571622.8,66391423.05,367496.9375
15750.11193,11742309.78,2122185.668,467347650.4,59978648.76,164359200.3,73948852.98,32214560.01,1619529.812,6996471516,243571622.8,66391423.05,367496.9375
31500.22386,23484619.55,4244371.336,934695300.9,119957297.5,328718400.6,147897706,64429120.01,3239059.624,13992943032,487143245.7,132782846.1,734993.875
31500.22386,23484619.55,4244371.336,934695300.9,119957297.5,328718400.6,147897706,64429120.01,3239059.624,13992943032,487143245.7,132782846.1,734993.875
31500.22386,23484619.55,4244371.336,934695300.9,119957297.5,328718400.6,147897706,64429120.01,3239059.624,13992943032,487143245.7,132782846.1,734993.875
15750.11193,11742309.78,2122185.668,467347650.4,59978648.76,164359200.3,73948852.98,32214560.01,1619529.812,6996471516,243571622.8,66391423.05,367496.9375
15750.11193,11742309.78,2122185.668,467347650.4,59978648.76,164359200.3,73948852.98,32214560.01,1619529.812,6996471516,243571622.8,66391423.05,367496.9375
194257.9505,144826718.8,26174508.49,6914548953,739761687.6,2027165365,912066700.5,397326344.8,19974876.59,94197760449,3004151619,906040948.4,4532615.528
38851.5901,28965343.76,5234901.698,1382909791,147952337.5,405433072.9,182413340.1,79465268.96,3994975.318,18839552090,600830323.8,181208189.7,906523.1056
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
38851.5901,28965343.76,5234901.698,1382909791,147952337.5,405433072.9,182413340.1,79465268.96,3994975.318,18839552090,600830323.8,181208189.7,906523.1056
38851.5901,28965343.76,5234901.698,1382909791,147952337.5,405433072.9,182413340.1,79465268.96,3994975.318,18839552090,600830323.8,181208189.7,906523.1056
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
38851.5901,28965343.76,5234901.698,1382909791,147952337.5,405433072.9,182413340.1,79465268.96,3994975.318,18839552090,600830323.8,181208189.7,906523.1056
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
4856.448762,3620667.97,654362.7123,172863723.8,18494042.19,50679134.11,22801667.51,9933158.62,499371.9147,2354944011,75103790.47,22651023.71,113315.3882
4856.448762,3620667.97,654362.7123,172863723.8,18494042.19,50679134.11,22801667.51,9933158.62,499371.9147,2354944011,75103790.47,22651023.71,113315.3882
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
9712.897525,7241335.939,1308725.425,345727447.6,36988084.38,101358268.2,45603335.03,19866317.24,998743.8294,4709888022,150207580.9,45302047.42,226630.7764
38851.5901,28965343.76,5234901.698,1382909791,147952337.5,405433072.9,182413340.1,79465268.96,3994975.318,18839552090,600830323.8,181208189.7,906523.1056
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
38851.5901,28965343.76,5234901.698,1382909791,147952337.5,405433072.9,182413340.1,79465268.96,3994975.318,18839552090,600830323.8,181208189.7,906523.1056
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
19425.79505,14482671.88,2617450.849,691454895.3,73976168.76,202716536.5,91206670.05,39732634.48,1997487.659,9419776045,300415161.9,90604094.84,453261.5528
4856.448762,3620667.97,654362.7123,172863723.8,18494042.19,50679134.11,22801667.51,9933158.62,499371.9147,2354944011,75103790.47,22651023.71,113315.3882
4856.448762,3620667.97,654362.7123,172863723.8,18494042.19,50679134.11,22801667.51,9933158.62,499371.9147,2354944011,75103790.47,22651023.71,113315.3882
4856.448762,3620667.97,654362.7123,172863723.8,18494042.19,50679134.11,22801667.51,9933158.62,499371.9147,2354944011,75103790.47,22651023.71,113315.3882
4856.448762,3620667.97,654362.7123,172863723.8,18494042.19,50679134.11,22801667.51,9933158.62,499371.9147,2354944011,75103790.47,22651023.71,113315.3882
379015.6097,282570607.7,51068938.33,8842204448,1443344925,3955191098,1779528280,775221227.4,38972870.91,1.0782E+11,5861383560,616493618.5,8843561.015
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
379015.6097,282570607.7,51068938.33,8842204448,1443344925,3955191098,1779528280,775221227.4,38972870.91,1.0782E+11,5861383560,616493618.5,8843561.015
379015.6097,282570607.7,51068938.33,8842204448,1443344925,3955191098,1779528280,775221227.4,38972870.91,1.0782E+11,5861383560,616493618.5,8843561.015
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
379015.6097,282570607.7,51068938.33,8842204448,1443344925,3955191098,1779528280,775221227.4,38972870.91,1.0782E+11,5861383560,616493618.5,8843561.015
0,0,0,0,0,0,0,0,0,0,0,0,0
