NAICS,tax_exempt_general_partners,partnership_general_partners,individual_general_partners,s_corporations,other_limited_partners,corporate_general_partners,partnership_limited_partners,individual_limited_partners,other_general_partners,c_corporations,corporate_limited_partners,sole_proprietorships,tax_exempt_limited_partners
[[4543]],0,36528891.25,258069971.6,2786275944,111479125.1,148040693.8,427713176.6,895588454.2,2906966.741,6897928661,690350574.1,3664333275,4199459.577
[[45431]],0,18264445.62,129034985.8,1393137972,55739562.57,74020346.9,213856588.3,447794227.1,1453483.371,3448964330,345175287.1,1832166637,2099729.789
[[454310]],0,18264445.62,129034985.8,1393137972,55739562.57,74020346.9,213856588.3,447794227.1,1453483.371,3448964330,345175287.1,1832166637,2099729.789
[[45439]],0,18264445.62,129034985.8,1393137972,55739562.57,74020346.9,213856588.3,447794227.1,1453483.371,3448964330,345175287.1,1832166637,2099729.789
[[454390]],0,18264445.62,129034985.8,1393137972,55739562.57,74020346.9,213856588.3,447794227.1,1453483.371,3448964330,345175287.1,1832166637,2099729.789
"[[48]
 [49]]",0,58687344173,29435911741,95639154032,13538458418,1.67E+11,42455599667,7132140186,4327891952,5.16E+11,11656386677,1.29E+11,28282275728
[[481]],0,1228103434,615981943.1,46196101239,283308565.2,3500992969,888434610.3,149248632.4,90566357.08,2.82E+11,243923944.9,1823031778,591840718.6
[[4811]],0,614051717.1,307990971.5,23098050619,141654282.6,1750496484,444217305.2,74624316.19,45283178.54,1.41E+11,121961972.5,911515888.9,295920359.3
[[48111]],0,614051717.1,307990971.5,23098050619,141654282.6,1750496484,444217305.2,74624316.19,45283178.54,1.41E+11,121961972.5,911515888.9,295920359.3
[[481111]],0,307025858.5,153995485.8,11549025310,70827141.31,875248242.2,222108652.6,37312158.09,22641589.27,70611258275,60980986.23,455757944.4,147960179.6
[[481112]],0,307025858.5,153995485.8,11549025310,70827141.31,875248242.2,222108652.6,37312158.09,22641589.27,70611258275,60980986.23,455757944.4,147960179.6
[[4812]],0,614051717.1,307990971.5,23098050619,141654282.6,1750496484,444217305.2,74624316.19,45283178.54,1.41E+11,121961972.5,911515888.9,295920359.3
[[48121]],0,614051717.1,307990971.5,23098050619,141654282.6,1750496484,444217305.2,74624316.19,45283178.54,1.41E+11,121961972.5,911515888.9,295920359.3
[[481211]],0,204683905.7,102663657.2,7699350206,47218094.21,583498828.1,148072435.1,24874772.06,15094392.85,47074172183,40653990.82,303838629.6,98640119.77
[[481212]],0,204683905.7,102663657.2,7699350206,47218094.21,583498828.1,148072435.1,24874772.06,15094392.85,47074172183,40653990.82,303838629.6,98640119.77
[[481219]],0,204683905.7,102663657.2,7699350206,47218094.21,583498828.1,148072435.1,24874772.06,15094392.85,47074172183,40653990.82,303838629.6,98640119.77
[[482]],0,1228103339,615981895.4,0,283308543.3,3500992698,888434541.6,149248620.8,90566350.07,0,243923926.1,1823031669,591840672.8
[[4821]],0,1228103339,615981895.4,0,283308543.3,3500992698,888434541.6,149248620.8,90566350.07,0,243923926.1,1823031669,591840672.8
[[48211]],0,1228103339,615981895.4,0,283308543.3,3500992698,888434541.6,149248620.8,90566350.07,0,243923926.1,1823031669,591840672.8
[[482111]],0,614051669.6,307990947.7,0,141654271.7,1750496349,444217270.8,74624310.42,45283175.04,0,121961963,911515834.6,295920336.4
[[482112]],0,614051669.6,307990947.7,0,141654271.7,1750496349,444217270.8,74624310.42,45283175.04,0,121961963,911515834.6,295920336.4
[[483]],0,3200689439,1605375285,0,738360229,9124305747,2315442817,388972547.6,236034502.1,0,635715830.4,7331296036,1542458302
[[4831]],0,1600344720,802687642.3,0,369180114.5,4562152874,1157721408,194486273.8,118017251.1,0,317857915.2,3665648018,771229151
[[48311]],0,1600344720,802687642.3,0,369180114.5,4562152874,1157721408,194486273.8,118017251.1,0,317857915.2,3665648018,771229151
[[483111]],0,400086179.9,200671910.6,0,92295028.63,1140538218,289430352.1,48621568.45,29504312.77,0,79464478.81,916412004.5,192807287.8
[[483112]],0,400086179.9,200671910.6,0,92295028.63,1140538218,289430352.1,48621568.45,29504312.77,0,79464478.81,916412004.5,192807287.8
[[483113]],0,400086179.9,200671910.6,0,92295028.63,1140538218,289430352.1,48621568.45,29504312.77,0,79464478.81,916412004.5,192807287.8
[[483114]],0,400086179.9,200671910.6,0,92295028.63,1140538218,289430352.1,48621568.45,29504312.77,0,79464478.81,916412004.5,192807287.8
[[4832]],0,1600344720,802687642.3,0,369180114.5,4562152874,1157721408,194486273.8,118017251.1,0,317857915.2,3665648018,771229151
[[48321]],0,1600344720,802687642.3,0,369180114.5,4562152874,1157721408,194486273.8,118017251.1,0,317857915.2,3665648018,771229151
[[483211]],0,800172359.9,401343821.1,0,184590057.3,2281076437,578860704.2,97243136.9,59008625.54,0,158928957.6,1832824009,385614575.5
[[483212]],0,800172359.9,401343821.1,0,184590057.3,2281076437,578860704.2,97243136.9,59008625.54,0,158928957.6,1832824009,385614575.5
[[484]],0,1980822372,993524469.9,18197936800,456951693.6,5646792447,1432966559,240724862.2,146075535,83619767005,393427779.5,43934752788,954586807
[[4841]],0,990411185.9,496762234.9,9098968400,228475846.8,2823396223,716483279.4,120362431.1,73037767.52,41809883503,196713889.8,21967376394,477293403.5
[[48411]],0,495205592.9,248381117.5,4549484200,114237923.4,1411698112,358241639.7,60181215.55,36518883.76,20904941751,98356944.88,10983688197,238646701.8
[[484110]],0,495205592.9,248381117.5,4549484200,114237923.4,1411698112,358241639.7,60181215.55,36518883.76,20904941751,98356944.88,10983688197,238646701.8
[[48412]],0,495205592.9,248381117.5,4549484200,114237923.4,1411698112,358241639.7,60181215.55,36518883.76,20904941751,98356944.88,10983688197,238646701.8
[[484121]],0,247602796.5,124190558.7,2274742100,57118961.7,705849055.9,179120819.9,30090607.78,18259441.88,10452470876,49178472.44,5491844099,119323350.9
[[484122]],0,247602796.5,124190558.7,2274742100,57118961.7,705849055.9,179120819.9,30090607.78,18259441.88,10452470876,49178472.44,5491844099,119323350.9
[[4842]],0,990411185.9,496762234.9,9098968400,228475846.8,2823396223,716483279.4,120362431.1,73037767.52,41809883503,196713889.8,21967376394,477293403.5
[[48421]],0,330137062,165587411.6,3032989467,76158615.6,941132074.5,238827759.8,40120810.37,24345922.51,13936627834,65571296.58,7322458798,159097801.2
[[484210]],0,330137062,165587411.6,3032989467,76158615.6,941132074.5,238827759.8,40120810.37,24345922.51,13936627834,65571296.58,7322458798,159097801.2
[[48422]],0,330137062,165587411.6,3032989467,76158615.6,941132074.5,238827759.8,40120810.37,24345922.51,13936627834,65571296.58,7322458798,159097801.2
[[484220]],0,330137062,165587411.6,3032989467,76158615.6,941132074.5,238827759.8,40120810.37,24345922.51,13936627834,65571296.58,7322458798,159097801.2
[[48423]],0,330137062,165587411.6,3032989467,76158615.6,941132074.5,238827759.8,40120810.37,24345922.51,13936627834,65571296.58,7322458798,159097801.2
[[484230]],0,330137062,165587411.6,3032989467,76158615.6,941132074.5,238827759.8,40120810.37,24345922.51,13936627834,65571296.58,7322458798,159097801.2
[[485]],0,376341513.8,188762257.7,2414743878,86817422.17,1072848554,272252985.3,45735932.88,27753264.89,11629976991,74748351.1,5109635292,181364391.4
[[4851]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[48511]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[485111]],0,15680896.41,7865094.071,100614328.2,3617392.591,44702023.09,11343874.39,1905663.87,1156386.037,484582374.6,3114514.629,212901470.5,7556849.643
[[485112]],0,15680896.41,7865094.071,100614328.2,3617392.591,44702023.09,11343874.39,1905663.87,1156386.037,484582374.6,3114514.629,212901470.5,7556849.643
[[485113]],0,15680896.41,7865094.071,100614328.2,3617392.591,44702023.09,11343874.39,1905663.87,1156386.037,484582374.6,3114514.629,212901470.5,7556849.643
[[485119]],0,15680896.41,7865094.071,100614328.2,3617392.591,44702023.09,11343874.39,1905663.87,1156386.037,484582374.6,3114514.629,212901470.5,7556849.643
[[4852]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[48521]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[485210]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[4853]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[48531]],0,31361792.82,15730188.14,201228656.5,7234785.181,89404046.18,22687748.77,3811327.74,2312772.074,969164749.2,6229029.258,425802941,15113699.29
[[485310]],0,31361792.82,15730188.14,201228656.5,7234785.181,89404046.18,22687748.77,3811327.74,2312772.074,969164749.2,6229029.258,425802941,15113699.29
[[48532]],0,31361792.82,15730188.14,201228656.5,7234785.181,89404046.18,22687748.77,3811327.74,2312772.074,969164749.2,6229029.258,425802941,15113699.29
[[485320]],0,31361792.82,15730188.14,201228656.5,7234785.181,89404046.18,22687748.77,3811327.74,2312772.074,969164749.2,6229029.258,425802941,15113699.29
[[4854]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[48541]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[485410]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[4855]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[48551]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[485510]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[4859]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[48599]],0,62723585.63,31460376.28,402457313,14469570.36,178808092.4,45375497.54,7622655.481,4625544.148,1938329498,12458058.52,851605881.9,30227398.57
[[485991]],0,31361792.82,15730188.14,201228656.5,7234785.181,89404046.18,22687748.77,3811327.74,2312772.074,969164749.2,6229029.258,425802941,15113699.29
[[485999]],0,31361792.82,15730188.14,201228656.5,7234785.181,89404046.18,22687748.77,3811327.74,2312772.074,969164749.2,6229029.258,425802941,15113699.29
[[486]],0,46122617781,23133800403,7773489718,10639928450,1.31E+11,33366025055,5605177409,3401307541,43715947306,9160800765,90807304.65,22227153261
[[4861]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[48611]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[486110]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[4862]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[48621]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[486210]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[4869]],0,15374205927,7711266801,2591163239,3546642817,43827730918,11122008352,1868392470,1133769180,14571982435,3053600255,30269101.55,7409051087
[[48691]],0,7687102964,3855633400,1295581620,1773321408,21913865459,5561004176,934196234.9,566884590.1,7285991218,1526800128,15134550.77,3704525543
[[486910]],0,7687102964,3855633400,1295581620,1773321408,21913865459,5561004176,934196234.9,566884590.1,7285991218,1526800128,15134550.77,3704525543
[[48699]],0,7687102964,3855633400,1295581620,1773321408,21913865459,5561004176,934196234.9,566884590.1,7285991218,1526800128,15134550.77,3704525543
[[486990]],0,7687102964,3855633400,1295581620,1773321408,21913865459,5561004176,934196234.9,566884590.1,7285991218,1526800128,15134550.77,3704525543
[[487]],0,54998977.34,27585931.27,17495042553,12687596.93,156787309.3,39787361.26,6683901.309,4055893.732,80106699346,10923809.14,1345926357,26504798.67
[[4871]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[48711]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[487110]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[4872]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[48721]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[487210]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[4879]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[48799]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[487990]],0,18332992.45,9195310.424,5831680851,4229198.977,52262436.43,13262453.75,2227967.103,1351964.577,26702233115,3641269.714,448642118.9,8834932.891
[[488]],0,2308468200,1157862349,0,532535611.7,6580822682,1669992110,280542918.5,170237741.7,0,458504271.1,4780707528,1112484047
[[4881]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[48811]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[488111]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[488119]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[48819]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[488190]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[4882]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[48821]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[488210]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[4883]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[48831]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[488310]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[48832]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[488320]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[48833]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[488330]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[48839]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[488390]],0,96186174.98,48244264.54,0,22188983.82,274200945.1,69583004.58,11689288.27,7093239.24,0,19104344.63,199196147,46353501.94
[[4884]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[48841]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[488410]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[48849]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[488490]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[4885]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[48851]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[488510]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[4889]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[48899]],0,384744699.9,192977058.2,0,88755935.28,1096803780,278332018.3,46757153.09,28372956.96,0,76417378.52,796784588,185414007.8
[[488991]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[488999]],0,192372350,96488529.08,0,44377967.64,548401890.2,139166009.2,23378576.54,14186478.48,0,38208689.26,398392294,92707003.88
[[491]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[4911]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[49111]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[491110]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[492]],0,3469316.129,1740110.833,0,800329.1479,9890088.275,2509772.742,421618.1416,255844.3488,0,689070.035,2283084439,1671913.37
[[4921]],0,1734658.065,870055.4167,0,400164.5739,4945044.138,1254886.371,210809.0708,127922.1744,0,344535.0175,1141542220,835956.6848
[[49211]],0,1734658.065,870055.4167,0,400164.5739,4945044.138,1254886.371,210809.0708,127922.1744,0,344535.0175,1141542220,835956.6848
[[492110]],0,1734658.065,870055.4167,0,400164.5739,4945044.138,1254886.371,210809.0708,127922.1744,0,344535.0175,1141542220,835956.6848
[[4922]],0,1734658.065,870055.4167,0,400164.5739,4945044.138,1254886.371,210809.0708,127922.1744,0,344535.0175,1141542220,835956.6848
[[49221]],0,1734658.065,870055.4167,0,400164.5739,4945044.138,1254886.371,210809.0708,127922.1744,0,344535.0175,1141542220,835956.6848
[[492210]],0,1734658.065,870055.4167,0,400164.5739,4945044.138,1254886.371,210809.0708,127922.1744,0,344535.0175,1141542220,835956.6848
[[493]],0,2183729801,1095297097,3561839844,503759976.2,6225227017,1579753855,265383743.1,161038921.8,14057678121,433728929.3,1070858735,1052370817
[[4931]],0,2183729801,1095297097,3561839844,503759976.2,6225227017,1579753855,265383743.1,161038921.8,14057678121,433728929.3,1070858735,1052370817
[[49311]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[493110]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[49312]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[493120]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[49313]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[493130]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[49319]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[493190]],0,545932450.2,273824274.1,890459961.1,125939994,1556306754,394938463.8,66345935.77,40259730.45,3514419530,108432232.3,267714683.7,263092704.3
[[51]],5505435.66,62927751623,946178284.2,33435868586,5449499319,83120709846,25969771011,8364381785,1511404248,8.81E+11,31491802204,5932438241,323534553.6
[[511]],112805.8952,1289384128,19387110.3,7187607463,111659764.5,1703136076,532118337,171385451.3,30968540.88,72512295175,645264273.2,481403794.8,6629194.709
[[5111]],23941.24534,273651139.2,4114603.791,1525454617,23697997.44,361463366.4,112933598.3,36373818.31,6572577.022,37101824811,136947011.9,102170248.6,1406940.449
[[51111]],10122.10047,115696752,1739610.131,644945769.1,10019257.88,152822815.1,47747108.04,15378458.31,2778814.719,21917563650,57899720.46,43196479.81,594839.2566
[[511110]],10122.10047,115696752,1739610.131,644945769.1,10019257.88,152822815.1,47747108.04,15378458.31,2778814.719,21917563650,57899720.46,43196479.81,594839.2566
[[51112]],6456.262232,73795806.77,1109589.776,411371041.5,6390665.301,97476227.64,30454928.93,9808968,1772434.149,8877706222,36930652.86,27552364.46,379411.1943
[[511120]],6456.262232,73795806.77,1109589.776,411371041.5,6390665.301,97476227.64,30454928.93,9808968,1772434.149,8877706222,36930652.86,27552364.46,379411.1943
[[51113]],7362.88264,84158580.47,1265403.883,469137806.2,7288074.262,111164323.6,34731561.31,11186392,2021328.155,6306554939,42116638.55,31421404.32,432689.9986
[[511130]],7362.88264,84158580.47,1265403.883,469137806.2,7288074.262,111164323.6,34731561.31,11186392,2021328.155,6306554939,42116638.55,31421404.32,432689.9986
[[51114]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[511140]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[51119]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[511191]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[511199]],0,0,0,0,0,0,0,0,0,0,0,0,0
[[5112]],88864.64988,1015732989,15272506.51,5662152846,87961767.06,1341672709,419184738.7,135011633,24395963.86,35410470364,508317261.3,379233546.2,5222254.26
[[51121]],88864.64988,1015732989,15272506.51,5662152846,87961767.06,1341672709,419184738.7,135011633,24395963.86,35410470364,508317261.3,379233546.2,5222254.26
[[511210]],88864.64988,1015732989,15272506.51,5662152846,87961767.06,1341672709,419184738.7,135011633,24395963.86,35410470364,508317261.3,379233546.2,5222254.26
[[512]],271958.8101,3108519926,46739538.19,3017914560,269195653.5,4106016442,1282860878,413185705.5,74660703.77,35207437552,1555639478,9754082487,15982036.23
[[5121]],135979.405,1554259963,23369769.1,1508957280,134597826.8,2053008221,641430438.8,206592852.8,37330351.89,17603718776,777819738.8,4877041244,7991018.117
[[51211]],33994.85126,388564990.8,5842442.274,377239320,33649456.69,513252055.3,160357609.7,51648213.19,9332587.972,4400929694,194454934.7,1219260311,1997754.529
[[512110]],33994.85126,388564990.8,5842442.274,377239320,33649456.69,513252055.3,160357609.7,51648213.19,9332587.972,4400929694,194454934.7,1219260311,1997754.529
[[51212]],33994.85126,388564990.8,5842442.274,377239320,33649456.69,513252055.3,160357609.7,51648213.19,9332587.972,4400929694,194454934.7,1219260311,1997754.529
[[512120]],33994.85126,388564990.8,5842442.274,377239320,33649456.69,513252055.3,160357609.7,51648213.19,9332587.972,4400929694,194454934.7,1219260311,1997754.529
[[51213]],33994.85126,388564990.8,5842442.274,377239320,33649456.69,513252055.3,160357609.7,51648213.19,9332587.972,4400929694,194454934.7,1219260311,1997754.529
[[512131]],16997.42563,194282495.4,2921221.137,188619660,16824728.35,256626027.6,80178804.85,25824106.59,4666293.986,2200464847,97227467.35,609630155.4,998877.2646
[[512132]],16997.42563,194282495.4,2921221.137,188619660,16824728.35,256626027.6,80178804.85,25824106.59,4666293.986,2200464847,97227467.35,609630155.4,998877.2646
[[51219]],33994.85126,388564990.8,5842442.274,377239320,33649456.69,513252055.3,160357609.7,51648213.19,9332587.972,4400929694,194454934.7,1219260311,1997754.529
[[512191]],16997.42563,194282495.4,2921221.137,188619660,16824728.35,256626027.6,80178804.85,25824106.59,4666293.986,2200464847,97227467.35,609630155.4,998877.2646
[[512199]],16997.42563,194282495.4,2921221.137,188619660,16824728.35,256626027.6,80178804.85,25824106.59,4666293.986,2200464847,97227467.35,609630155.4,998877.2646
[[5122]],135979.405,1554259963,23369769.1,1508957280,134597826.8,2053008221,641430438.8,206592852.8,37330351.89,17603718776,777819738.8,4877041244,7991018.117
[[51221]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[512210]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[51222]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[512220]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[51223]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[512230]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[51224]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[512240]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[51229]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[512290]],27195.88101,310851992.6,4673953.819,301791456,26919565.35,410601644.2,128286087.8,41318570.55,7466070.377,3520743755,155563947.8,975408248.7,1598203.623
[[515]],868985.7171,9932604928,149346112.8,2445470188,860156646.3,13119889889,4099105226,1320245799,238562174.9,67722265849,4970710405,886078740.7,51067149.52
[[5151]],434492.8585,4966302464,74673056.38,1222735094,430078323.2,6559944945,2049552613,660122899.7,119281087.4,33861132925,2485355203,443039370.3,25533574.76
[[51511]],217246.4293,2483151232,37336528.19,611367547,215039161.6,3279972472,1024776306,330061449.8,59640543.72,16930566462,1242677601,221519685.2,12766787.38
[[515111]],108623.2146,1241575616,18668264.09,305683773.5,107519580.8,1639986236,512388153.2,165030724.9,29820271.86,8465283231,621338800.6,110759842.6,6383393.69
[[515112]],108623.2146,1241575616,18668264.09,305683773.5,107519580.8,1639986236,512388153.2,165030724.9,29820271.86,8465283231,621338800.6,110759842.6,6383393.69
