YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,NET_INCM_POS_IND,NET_INCM_POS,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2011,4,11,4,0,6519,0,1103890,0,184980,1,88340,1,47,1,64893,0,0,1,199,1,13510,1,78932,1,446,1,129616,0,2198234,0,1809605,0,0,0,0,1,127574,1,31055,1,8934,1,4695,0,1103890,1,38139,1,182574,0,47187,1,310733,1,276195,1,3082,0,245979,0,202053,0,1211045,0,-1165579,1,1540,0,4007693,0,3580380,0,0,1,37497,0,389816,0,3553630,1,1077154,0,136667,0,572970,0,137025,1,2050,0,197818,0,98730,0,61365,1,1846,0,234902,0,0,1,7666,1,4400,1,26054,0,0,0,994983,0,454064,0,498928,0,498928,0,0,0,454064,1,4686,1,3815,1,871,0,0,0,0,0,0,1,40178,1,40178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,11,3,0,12206,0,404547,0,177461,1,12732,0,0,1,8365,0,0,0,0,1,21984,1,22083,0,0,1,31474,0,1307172,0,1181839,0,0,0,0,0,0,1,4910,1,3309,1,3514,0,404547,1,52763,1,32498,0,11985,1,54522,1,250900,1,88208,0,-86329,0,70358,1,100674,0,-253262,1,4099,0,2647197,0,1988811,0,0,1,21906,0,636480,0,1972839,0,588323,0,134278,0,129718,0,70280,0,0,0,36900,0,54027,0,20780,1,4377,0,85065,0,0,1,2687,0,0,1,7839,0,0,0,838564,0,674358,0,674501,0,674501,0,0,0,674358,1,143,5,,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,11,2,0,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517315,0,1366248,0,0,1,52989,1,98079,0,1252228,1,46573,1,12939,1,42551,0,19360,1,4019,1,131358,0,21120,1,19978,0,677,1,5793,0,0,1,588,0,0,0,52,0,0,0,947221,0,265087,0,272417,0,272417,0,0,0,265087,1,4538,0,0,1,119,0,0,0,0,1,4419,1,2792,1,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,11,1,0,43679,0,40086736,0,5088250,0,4467185,0,17249,0,6304905,0,30343,1,229616,0,2100998,0,1746441,0,184129,0,3943163,0,39931800,0,31342591,1,59137,1,24964,0,5382028,0,495933,0,145632,0,1653244,0,40086736,0,2299843,0,5579981,0,2474201,0,1834899,0,9564246,0,1205478,0,17128088,0,2424921,0,4592411,0,11074455,0,963699,0,73442400,0,64728169,0,13628,0,326172,0,8374432,0,66187991,0,31154370,0,1093406,0,5288029,0,1684904,0,29903,0,2492050,0,1162252,0,724592,0,119695,0,2945563,0,10767,0,94961,0,61697,0,377597,0,2263,0,18945941,0,7254409,0,8592185,0,8592837,1,653,0,7240781,0,805036,0,282584,0,115033,0,19945,0,-2518,0,389993,0,123315,0,127339,0,4023,0,423052,0,423053,0,1,1,34441,1,4759,0,29682
2011,4,21,12,0,58,0,21907602,0,3179110,0,3317657,0,8774,0,459362,0,105317,0,71624,0,953625,0,667810,0,1120,0,5592458,0,6342873,0,4260120,0,7664938,0,3546880,0,303768,0,1452510,0,848675,0,459878,0,21907602,0,1699198,0,315025,0,1263585,0,192081,0,2973552,0,1354509,0,14109650,0,78087,0,2278133,0,11848056,0,94625,0,11080169,0,10009398,0,8177,0,126860,0,935734,0,8025886,0,4745104,0,67746,0,533180,0,39760,0,5678,0,107518,0,229956,0,152969,0,34618,0,922020,0,180242,0,3621,0,39112,0,111508,0,307,0,852549,0,3054283,0,3795437,0,3795437,0,0,0,3046106,0,710697,0,119180,0,95424,0,80646,0,2949,0,412498,0,7620,0,9724,0,2105,0,31014,0,31622,0,609,0,88,0,88,0,0
2011,4,21,11,0,64,0,4384960,0,739152,0,491097,0,1819,0,98549,0,111,0,32978,0,213532,0,64956,0,0,0,1242389,0,1905527,0,1204594,0,743971,0,301352,0,136124,0,118245,0,57176,0,163270,0,4384960,0,300475,0,87322,0,168949,0,177979,0,421808,0,178168,0,3050259,0,47735,0,331893,0,2807802,0,137171,0,3539486,0,3114155,0,2502,0,109240,0,313589,0,2773268,0,1778304,0,25817,0,188570,0,32510,0,1121,0,28651,0,112165,0,23811,0,2824,0,228243,0,53123,0,4140,0,7703,0,28278,0,0,0,258007,0,766219,0,923365,0,924628,0,1263,0,763717,0,140434,0,6385,0,11644,0,61035,0,7348,0,54021,0,234,0,2291,0,2058,0,18981,0,19968,0,987,0,226,0,226,0,0
2011,4,21,10,0,114,0,3903524,0,546145,0,510155,1,8992,0,124597,0,0,1,59598,0,331548,0,10929,1,941,0,912609,0,2597727,0,1788987,0,601106,0,345278,0,132350,0,104517,0,63045,0,177602,0,3903524,0,282475,0,114710,0,190374,0,104408,0,483938,0,68130,0,2659489,0,46780,0,285746,0,2460751,0,133789,0,3488236,0,3178713,0,2819,0,87300,0,219404,0,2633033,0,1102516,0,75600,0,341171,0,71376,0,3227,0,57698,0,92076,0,35918,0,17554,0,293006,1,26705,0,6916,0,20167,0,52716,0,454,0,435934,0,855203,0,928669,0,928669,0,0,0,852384,0,70870,0,4907,0,11285,0,54097,0,-3155,0,3737,0,2783,0,3030,1,247,1,2632,1,2632,0,0,0,439,0,439,0,0
2011,4,21,9,0,283,0,4589520,0,1128016,0,645996,1,4063,0,158511,1,75035,1,78132,0,378168,0,257468,1,12287,0,711155,0,2060716,0,1580541,0,744761,0,379595,0,45592,0,285159,0,214376,0,187099,0,4589520,0,368741,0,192732,0,241213,1,252240,0,248196,0,180875,0,3105522,0,21435,0,745175,0,2423200,0,84287,0,4814246,0,4484030,0,4480,0,123293,0,202442,0,3669723,0,2256581,0,49563,0,311427,0,19440,0,5182,0,85765,0,122714,0,23314,0,7425,0,234780,0,39656,0,6739,0,10578,0,19692,1,166,0,476704,0,1144522,0,1292706,0,1292706,0,0,0,1140042,0,146202,0,17886,0,14823,0,48581,0,-4642,0,69555,0,5722,0,6713,1,991,1,740,1,743,0,3,0,673,0,673,0,0
2011,4,21,8,0,497,0,3519746,0,794217,0,584333,1,4883,1,7721,0,0,0,0,0,461459,1,107067,0,0,0,431427,0,2435009,0,1850195,0,575893,0,282999,0,56576,0,584398,0,434371,0,54093,0,3519746,0,169160,1,141717,0,524565,1,58312,0,262848,0,41251,0,2321893,0,17315,0,281043,0,2133648,1,110113,0,4129683,0,3926292,1,617,0,22266,0,180509,0,3292795,0,1812308,0,56510,0,245661,0,62320,1,8788,0,111634,0,100911,0,25042,0,8830,0,264768,1,20360,0,3655,0,6061,0,12819,0,0,0,553127,0,836888,0,852988,0,852988,0,0,0,836272,0,16903,1,2305,0,4717,0,6244,1,1748,0,1889,1,-276,1,306,1,582,1,90,1,90,0,0,1,14,1,14,0,0
2011,4,21,7,0,1610,0,3497793,0,1003542,0,678421,0,0,0,175662,0,0,0,0,0,199668,1,81666,0,0,0,348081,0,3389281,0,2940548,0,385476,0,284608,0,302171,0,163728,0,101968,0,97221,0,3497793,0,304381,0,74149,0,171196,1,103656,0,431529,0,30345,0,2382538,0,99062,0,154968,0,2173384,1,44876,0,7898551,0,7367985,1,1354,0,35353,0,493860,0,6065872,0,3401919,0,227048,0,511605,0,123150,1,6225,0,188943,0,182601,0,32601,0,7954,0,309017,1,28413,0,15144,0,19350,0,67366,0,0,0,944535,0,1832679,0,1941478,0,1941478,0,0,0,1831325,0,109172,0,6505,0,11376,0,26870,1,-451,0,64872,1,981,1,981,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2011,4,21,6,0,1114,0,825589,0,301456,1,95925,1,2411,1,17428,0,0,0,0,1,127118,1,132784,0,0,1,5817,0,1155160,0,1016219,1,21332,1,17493,1,3002,1,660,1,476,1,1507,0,825589,1,260795,1,34727,1,46681,1,51828,1,74598,0,0,0,356960,0,4889,1,38279,0,313791,0,0,0,2749452,0,2505546,0,0,1,34719,1,209187,0,2170756,1,856898,1,163424,1,367694,1,64435,1,15383,1,52133,0,87765,1,10831,1,83,0,127018,1,7978,1,4336,1,1729,1,36713,0,0,0,374335,0,578697,0,606222,0,606222,0,0,0,578697,1,27485,0,0,1,941,1,6491,0,0,1,20053,1,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,21,5,0,2673,0,923511,0,311699,1,248218,0,0,1,1503,0,0,0,0,1,50971,1,4785,0,0,1,2796,0,2462977,0,2272553,1,106284,1,23734,1,12498,1,30852,1,12545,1,-240,0,923511,1,31122,1,42131,1,60622,1,249911,1,61794,0,0,0,477930,1,4078,1,20637,0,615960,1,162744,0,4184452,0,4101960,0,0,0,0,1,82492,0,3662213,1,944242,1,200640,1,801264,1,152651,0,0,1,12605,0,158097,1,14891,1,592,1,194109,1,14690,1,11603,1,57971,1,63805,0,0,0,1035053,0,522238,0,538699,0,538699,0,0,0,522238,1,8830,0,0,1,3014,1,5816,0,0,0,0,1,7630,1,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,21,4,0,2542,0,384873,0,284243,1,34,0,0,0,0,0,0,0,0,1,6540,1,52549,0,0,1,45,1,299880,1,275122,1,75873,1,71249,0,0,1,135,1,135,1,12080,0,384873,0,0,1,24602,1,94898,1,60349,1,71342,0,0,0,133681,0,3650,1,17045,0,119369,1,6383,0,1397129,0,1385841,0,0,1,11192,1,96,0,1058994,1,325851,1,165912,1,5482,1,4282,0,0,1,43932,1,16810,1,10987,0,0,1,10836,1,9501,1,3088,1,21767,1,3265,0,0,0,437281,0,338136,0,374779,0,374779,0,0,0,338136,1,36540,1,545,1,3891,1,32971,0,0,1,-867,1,104,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,21,3,0,8794,0,184088,0,73707,0,0,0,0,0,0,0,0,0,0,1,17753,1,15792,0,0,1,487,0,653528,0,623703,1,13606,1,4502,1,10591,1,19597,1,18241,1,25472,0,184088,1,6279,1,16105,1,22770,1,16470,1,32889,1,5424,0,84150,0,104514,1,25214,0,-19973,1,25606,0,1711603,0,1669997,0,0,1,2548,1,39059,0,1122563,1,216243,0,226391,1,145547,0,34795,0,0,1,26353,0,40912,1,3142,0,0,0,28354,0,0,1,1679,1,14161,1,24108,0,0,0,360877,0,589040,0,589187,0,589187,0,0,0,589040,1,144,1,37,1,68,1,26,0,0,1,15,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,21,2,0,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969910,0,808963,0,0,1,39825,0,121122,0,679786,1,327827,1,39556,1,49620,1,4037,0,47,0,33611,0,23910,1,5576,1,1629,1,67542,0,0,1,1072,0,0,1,6418,0,0,0,118941,0,290124,0,327278,0,327278,0,0,0,290124,1,36364,0,0,1,317,1,50,0,0,1,35997,0,789,0,789,0,0,0,0,0,0,0,0,0,62,0,62,0,0
2011,4,21,1,0,21082,0,44121206,0,8361287,0,6571838,0,30942,0,1043334,1,180463,0,242333,0,2740381,0,1395806,1,14348,0,9247264,0,23302679,0,17812582,0,10933239,0,5257689,0,1002672,0,2759800,0,1751008,0,1177982,0,44121206,0,3422627,0,1043221,0,2784854,0,1267234,0,5062495,0,1858703,0,28682073,0,427547,0,4178133,0,24875988,0,799596,0,45962917,0,42552880,0,19948,0,592595,0,2797494,0,35154889,0,17767793,0,1298207,0,3501221,0,608757,0,45650,0,748841,0,1167917,0,339081,0,81510,0,2679693,0,380668,0,61994,0,198597,0,426688,1,927,0,5847342,0,10808029,0,12170809,0,12172072,0,1263,0,10788080,0,1303642,0,157749,0,157500,0,322826,0,3797,0,661769,0,25630,0,31613,0,5983,0,53456,0,55056,0,1599,0,1501,0,1501,0,0
2011,4,22,12,0,8,0,2934246,0,600901,0,945467,0,15194,0,183628,0,0,0,0,0,115360,0,27371,0,0,0,517405,0,597196,0,294123,0,53054,0,17106,0,48463,0,197954,0,89895,0,63766,0,2934246,0,435028,0,55407,0,172944,0,0,0,271666,0,25593,0,1973609,0,3019,0,567897,0,1409206,0,6512,0,5490250,0,5384897,0,36,0,617,0,104701,0,5324469,0,4752268,0,15593,0,190494,0,11921,0,7996,0,11631,0,23567,0,13128,0,3484,0,55809,0,0,0,4670,0,2484,0,4094,0,0,0,227331,0,165781,0,184461,0,184461,0,0,0,165745,0,17827,0,3926,0,8992,0,412,0,799,0,3697,0,13,0,38,0,24,0,876,0,877,0,2,0,0,0,0,0,0
2011,4,22,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,4,22,10,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,4,22,9,1,15,1,211538,1,48574,1,73996,1,415,1,11943,0,0,0,0,1,803,1,62,0,0,1,32701,1,85858,1,32257,0,0,0,0,1,8392,1,1621,1,1113,1,-18627,1,211538,1,34374,1,2676,1,18506,0,11708,1,56071,0,0,1,88204,1,1586,1,13427,1,73493,1,302,1,437458,1,423932,0,0,1,83,1,13443,1,409835,1,368342,1,2945,1,17982,1,13,0,0,1,550,1,1367,1,4023,1,111,1,2976,0,4,0,0,1,73,1,760,0,0,1,10691,1,27623,1,35253,1,35253,0,0,1,27623,1,6248,1,69,1,6135,0,0,1,-2,1,46,1,1383,1,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,22,8,1,90,1,548309,1,183275,1,33260,0,0,1,5447,0,0,0,0,1,32180,1,45878,0,0,1,25216,1,473251,1,314113,0,0,0,0,1,34014,1,8212,1,1730,1,23418,1,548309,1,34926,1,38228,1,26711,1,2852,1,193251,1,51751,1,200591,1,4269,1,32647,1,163675,0,0,1,560782,1,556629,0,0,0,0,1,4153,1,463347,1,263032,1,18373,1,24990,1,18325,0,0,1,27391,1,22285,1,8144,1,412,1,28442,0,0,1,228,1,1800,1,7717,0,0,1,42208,1,97435,1,103208,1,103208,0,0,1,97435,1,1431,0,0,1,1431,0,0,0,0,0,0,0,0,0,0,0,0,1,4341,1,4341,0,0,0,0,0,0,0,0
2011,4,22,7,1,10,1,24384,1,6687,1,13698,0,0,0,0,0,0,0,0,1,263,0,0,0,0,0,0,1,7690,1,4056,0,0,0,0,0,0,1,146,1,43,0,0,1,24384,1,49,0,0,1,7488,0,0,1,2995,0,0,1,13852,1,20,1,92,1,13740,0,0,1,117126,1,113326,0,0,0,0,1,3799,1,90282,1,80293,1,943,1,3112,1,305,0,0,1,87,1,675,1,269,1,11,1,589,0,0,1,90,1,1675,1,67,0,0,1,2167,1,26843,1,26989,1,26989,0,0,1,26843,1,146,0,0,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,22,6,1,177,1,138221,1,109092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46911,1,45887,0,0,0,0,1,28105,0,0,0,0,0,0,1,138221,0,0,0,0,1,31753,0,0,0,0,0,0,1,106468,1,354,1,3808,1,103235,1,929,1,60144,1,60068,0,0,0,0,1,75,1,50340,0,0,1,19469,1,1821,1,1855,0,0,1,4769,1,5671,0,0,0,0,1,454,0,0,0,0,0,0,0,0,0,0,1,16302,1,9804,1,10438,1,10438,0,0,1,9804,1,634,0,0,1,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,22,5,1,189,1,79608,1,30620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214112,1,165124,0,0,0,0,0,0,0,0,0,0,0,0,1,79608,0,0,0,0,0,0,0,0,0,0,1,1,1,79607,1,19,1,14387,1,65201,0,0,1,105384,1,105384,0,0,0,0,0,0,1,54004,0,0,0,0,0,0,1,5239,0,0,0,0,1,1192,0,0,0,0,1,3019,0,0,0,0,0,0,0,0,0,0,1,44554,1,51379,1,51379,1,51379,0,0,1,51379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,22,3,1,1913,1,39934,1,21486,0,0,0,0,0,0,0,0,0,0,0,0,1,3983,0,0,0,0,1,119722,1,105532,0,0,0,0,0,0,1,245,1,245,1,275,1,39934,0,0,0,0,1,1658,1,25086,1,20759,0,0,1,-7569,1,440,1,7669,1,-15678,0,0,1,443012,1,441214,0,0,1,1799,0,0,1,403637,1,56690,1,98419,1,52456,1,3785,0,0,1,44015,1,8423,1,3549,1,25,1,8681,0,0,1,1542,0,0,0,0,0,0,1,126053,1,39375,1,39376,1,39376,0,0,1,39375,5,,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,22,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2011,4,22,1,0,2419,0,4505629,0,1047305,0,1207454,1,15620,1,212556,0,0,0,0,0,161373,1,83009,0,0,0,594751,0,1973852,0,1169710,0,53054,0,17106,0,125196,0,504259,0,343541,0,88795,0,4505629,0,600052,0,156259,0,336175,1,39646,0,562031,0,157541,0,2653924,0,10987,0,742964,0,1908691,1,8718,0,7707948,0,7552959,0,36,1,20143,0,134811,0,7237006,0,5780164,0,164446,0,340287,0,42481,1,8757,0,91454,0,70535,0,36883,0,32483,0,114772,0,4,0,7773,0,7532,0,17174,0,0,0,522262,0,470942,0,543880,0,543880,0,0,0,470906,0,66340,0,4075,0,18020,1,570,1,893,0,42783,1,1416,1,1441,0,24,1,5217,1,5219,0,2,0,0,0,0,0,0
2011,4,23,12,0,136,0,47073249,0,6984692,0,13201990,0,58792,0,1626076,0,123301,0,270740,0,4977304,0,83487,0,25015,0,13304354,0,10192835,0,6156265,0,235658,0,63356,0,642891,0,707301,0,164078,0,1140097,0,47073249,0,9882522,0,514777,0,14709559,0,139491,0,2556035,0,1455268,0,17815595,0,292597,0,1790087,0,16622482,0,889571,0,78703670,0,76910338,0,40157,0,74125,0,1679050,0,74372372,0,66197552,0,946481,0,2303886,0,117862,0,26403,0,814853,0,490747,0,133577,0,40925,0,836783,0,10337,0,41924,0,277929,0,549041,0,15070,0,1569003,0,4331298,0,4746694,0,4748681,0,1987,0,4291141,0,449664,0,45320,0,202031,0,17811,0,2031,0,182471,0,-17620,0,31753,0,49373,0,23509,0,25206,0,1698,0,2922,0,1158,0,273
2011,4,23,11,0,260,0,18330429,0,3727057,0,7067475,0,42182,0,837062,0,21026,0,87449,0,1798199,0,163204,0,54874,0,1637367,0,6194196,0,3856051,0,9853,0,7463,0,276641,0,123800,0,31387,0,269311,0,18330429,0,4319586,0,825646,0,3136865,0,263083,0,1489514,0,488744,0,7806990,0,139603,0,669347,0,7174835,0,176795,0,36525430,0,36014894,0,16315,0,134246,0,359976,0,34858313,0,30289466,0,460897,0,1159456,0,67100,0,19710,0,511798,0,497131,0,65174,0,14124,0,555529,0,1525,0,41057,0,119096,0,535474,0,1234,0,519542,0,1667117,0,1866190,0,1867004,0,814,0,1650803,0,223980,0,13607,0,44395,0,388,0,5293,0,160297,0,927,0,7496,0,6569,0,-9519,0,1914,0,11433,0,894,0,638,0,0
2011,4,23,10,0,592,0,19796358,0,4020039,0,7566143,0,42091,0,1036146,1,26578,0,149182,0,1904370,0,216426,1,15881,0,1481947,0,7204606,0,4781913,1,27935,1,4468,0,539353,0,79054,0,27428,0,384599,0,19796358,0,4428328,0,782976,0,3470783,0,339288,0,1763283,0,637266,0,8374434,0,165190,0,965744,0,7554649,0,311150,0,40986282,0,40703444,0,12144,0,70644,0,200050,0,39349913,0,34076633,0,585741,0,1273863,0,103444,0,44565,0,597669,0,497732,0,108480,0,5255,0,585785,1,2931,0,44641,0,157166,0,346726,1,183,0,919098,0,1636369,0,1742543,0,1742799,0,256,0,1624224,0,78143,0,14501,0,53354,0,785,0,-807,0,10310,0,36098,0,39366,0,3268,0,4078,1,6168,1,2090,1,382,1,23,0,0
2011,4,23,9,0,1986,0,30136039,0,6289182,0,12711405,0,77449,0,1788903,1,42194,0,92572,0,3517555,0,137242,0,144796,0,1601462,0,9841539,0,6992427,1,22017,1,10602,0,403641,0,138687,0,31274,0,516597,0,30136039,0,7633441,0,1820848,0,4793682,0,852228,0,2237226,0,334199,0,12464415,0,393885,0,1115607,0,11440648,0,485724,0,70247468,0,69801237,0,13064,0,90537,0,342629,0,67050473,0,57287298,0,1292766,0,2298711,0,162542,0,65965,0,978621,0,940679,0,136518,0,19699,0,775465,1,6737,0,117384,0,272703,0,1005320,0,1021,0,1689043,0,3196995,0,3315059,0,3315392,1,333,0,3183931,0,119893,0,17728,0,57627,1,2939,0,-791,0,42389,0,9710,0,15502,0,5792,0,1525,0,1587,1,61,0,2751,0,417,0,0
2011,4,23,8,0,4149,0,29475425,0,5225080,0,11584097,0,51957,0,2510108,1,1423,1,64648,0,3949740,0,359654,1,51627,0,1595133,0,11414538,0,8384933,0,0,0,0,0,522317,0,126722,0,92023,0,599252,0,29475425,0,7410222,0,1844416,0,3598089,0,1406485,0,2217570,0,556517,0,12442125,0,243256,0,1838300,0,10921654,0,561084,0,69635080,0,69060845,0,7295,0,117284,0,449657,0,66071511,0,54715347,0,1607423,0,3166220,0,141765,0,99445,0,1019340,0,1050219,0,179114,0,8450,0,706297,0,0,0,114344,0,227484,0,846453,1,1250,0,2188361,0,3563569,0,3677760,0,3677760,0,0,0,3556274,0,120008,0,17454,0,61815,1,266,0,-22003,0,62476,0,847,0,7142,0,6295,1,630,1,635,1,5,1,244,1,150,0,0
