Codes:,depreciation,total_net_income,total_net_loss
423120,71726569.8474,556606416.643,149722209.266
42313,71726569.8474,556606416.643,149722209.266
423130,71726569.8474,556606416.643,149722209.266
42314,71726569.8474,556606416.643,149722209.266
423140,71726569.8474,556606416.643,149722209.266
4232,286906279.39,2226425666.57,598888837.063
42321,143453139.695,1113212833.29,299444418.531
423210,143453139.695,1113212833.29,299444418.531
42322,143453139.695,1113212833.29,299444418.531
423220,143453139.695,1113212833.29,299444418.531
4233,286906279.39,2226425666.57,598888837.063
42331,71726569.8474,556606416.643,149722209.266
423310,71726569.8474,556606416.643,149722209.266
42332,71726569.8474,556606416.643,149722209.266
423320,71726569.8474,556606416.643,149722209.266
42333,71726569.8474,556606416.643,149722209.266
423330,71726569.8474,556606416.643,149722209.266
42339,71726569.8474,556606416.643,149722209.266
423390,71726569.8474,556606416.643,149722209.266
4234,286906279.39,2226425666.57,598888837.063
42341,40986611.3414,318060809.51,85555548.1518
423410,40986611.3414,318060809.51,85555548.1518
42342,40986611.3414,318060809.51,85555548.1518
423420,40986611.3414,318060809.51,85555548.1518
42343,40986611.3414,318060809.51,85555548.1518
423430,40986611.3414,318060809.51,85555548.1518
42344,40986611.3414,318060809.51,85555548.1518
423440,40986611.3414,318060809.51,85555548.1518
42345,40986611.3414,318060809.51,85555548.1518
423450,40986611.3414,318060809.51,85555548.1518
42346,40986611.3414,318060809.51,85555548.1518
423460,40986611.3414,318060809.51,85555548.1518
42349,40986611.3414,318060809.51,85555548.1518
423490,40986611.3414,318060809.51,85555548.1518
4235,286906279.39,2226425666.57,598888837.063
42351,143453139.695,1113212833.29,299444418.531
423510,143453139.695,1113212833.29,299444418.531
42352,143453139.695,1113212833.29,299444418.531
423520,143453139.695,1113212833.29,299444418.531
4236,286906279.39,2226425666.57,598888837.063
42361,95635426.4632,742141888.858,199629612.354
423610,95635426.4632,742141888.858,199629612.354
42362,95635426.4632,742141888.858,199629612.354
423620,95635426.4632,742141888.858,199629612.354
42369,95635426.4632,742141888.858,199629612.354
423690,95635426.4632,742141888.858,199629612.354
4237,286906279.39,2226425666.57,598888837.063
42371,71726569.8474,556606416.643,149722209.266
423710,71726569.8474,556606416.643,149722209.266
42372,71726569.8474,556606416.643,149722209.266
423720,71726569.8474,556606416.643,149722209.266
42373,71726569.8474,556606416.643,149722209.266
423730,71726569.8474,556606416.643,149722209.266
42374,71726569.8474,556606416.643,149722209.266
423740,71726569.8474,556606416.643,149722209.266
4238,286906279.39,2226425666.57,598888837.063
42381,47817713.2316,371070944.429,99814806.1771
423810,47817713.2316,371070944.429,99814806.1771
42382,47817713.2316,371070944.429,99814806.1771
423820,47817713.2316,371070944.429,99814806.1771
42383,47817713.2316,371070944.429,99814806.1771
423830,47817713.2316,371070944.429,99814806.1771
42384,47817713.2316,371070944.429,99814806.1771
423840,47817713.2316,371070944.429,99814806.1771
42385,47817713.2316,371070944.429,99814806.1771
423850,47817713.2316,371070944.429,99814806.1771
42386,47817713.2316,371070944.429,99814806.1771
423860,47817713.2316,371070944.429,99814806.1771
4239,286906279.39,2226425666.57,598888837.063
42391,57381255.8779,445285133.315,119777767.413
423910,57381255.8779,445285133.315,119777767.413
42392,57381255.8779,445285133.315,119777767.413
423920,57381255.8779,445285133.315,119777767.413
42393,57381255.8779,445285133.315,119777767.413
423930,57381255.8779,445285133.315,119777767.413
42394,57381255.8779,445285133.315,119777767.413
423940,57381255.8779,445285133.315,119777767.413
42399,57381255.8779,445285133.315,119777767.413
423990,57381255.8779,445285133.315,119777767.413
424,4186492601.49,32487663221.3,8738894425.07
4242,4186492601.49,32487663221.3,8738894425.07
42421,4186492601.49,32487663221.3,8738894425.07
424210,4186492601.49,32487663221.3,8738894425.07
425,8959339.69196,69525504.5939,18701746.5786
4251,8959339.69196,69525504.5939,18701746.5786
42511,4479669.84598,34762752.297,9350873.28932
425110,4479669.84598,34762752.297,9350873.28932
42512,4479669.84598,34762752.297,9350873.28932
425120,4479669.84598,34762752.297,9350873.28932
44.45,6327948213.17,49105604619.5,13208973865.8
441,788959910.343,6122419481.45,1646876757.8
4411,262986636.781,2040806493.82,548958919.267
44111,131493318.39,1020403246.91,274479459.634
441110,131493318.39,1020403246.91,274479459.634
44112,131493318.39,1020403246.91,274479459.634
441120,131493318.39,1020403246.91,274479459.634
4412,262986636.781,2040806493.82,548958919.267
44121,131493318.39,1020403246.91,274479459.634
441210,131493318.39,1020403246.91,274479459.634
44122,131493318.39,1020403246.91,274479459.634
441222,65746659.1952,510201623.454,137239729.817
441228,65746659.1952,510201623.454,137239729.817
4413,262986636.781,2040806493.82,548958919.267
44131,131493318.39,1020403246.91,274479459.634
441310,131493318.39,1020403246.91,274479459.634
44132,131493318.39,1020403246.91,274479459.634
441320,131493318.39,1020403246.91,274479459.634
442,186606536.225,1448088144.62,389522919.143
4421,93303268.1126,724044072.312,194761459.571
44211,93303268.1126,724044072.312,194761459.571
442110,93303268.1126,724044072.312,194761459.571
4422,93303268.1126,724044072.312,194761459.571
44221,46651634.0563,362022036.156,97380729.7857
442210,46651634.0563,362022036.156,97380729.7857
44229,46651634.0563,362022036.156,97380729.7857
442291,23325817.0282,181011018.078,48690364.8929
442299,23325817.0282,181011018.078,48690364.8929
443,137347666.601,1065833661.13,286699839.748
4431,137347666.601,1065833661.13,286699839.748
44314,137347666.601,1065833661.13,286699839.748
443141,68673833.3003,532916830.566,143349919.874
443142,68673833.3003,532916830.566,143349919.874
444,598856281.813,4647193499.06,1250054000.02
4441,598856281.813,4647193499.06,1250054000.02
44413,181252057.667,1406536776.29,378345968.107
444130,181252057.667,1406536776.29,378345968.107
44419,417604224.146,3240656722.77,871708031.916
444190,417604224.146,3240656722.77,871708031.916
445,976281985.489,7576060290.25,2037893294.56
4451,38524.5302529,298954.777603,80416.1943428
44511,19262.2651265,149477.388802,40208.0971714
445110,19262.2651265,149477.388802,40208.0971714
44512,19262.2651265,149477.388802,40208.0971714
445120,19262.2651265,149477.388802,40208.0971714
4452,38524.5302529,298954.777603,80416.1943428
44521,9631.13256323,74738.6944008,20104.0485857
445210,9631.13256323,74738.6944008,20104.0485857
44522,9631.13256323,74738.6944008,20104.0485857
445220,9631.13256323,74738.6944008,20104.0485857
44523,9631.13256323,74738.6944008,20104.0485857
445230,9631.13256323,74738.6944008,20104.0485857
44529,9631.13256323,74738.6944008,20104.0485857
445291,3210.37752108,24912.8981336,6701.34952857
445292,3210.37752108,24912.8981336,6701.34952857
445299,3210.37752108,24912.8981336,6701.34952857
4453,976204936.428,7575462380.69,2037732462.17
44531,976204936.428,7575462380.69,2037732462.17
445310,976204936.428,7575462380.69,2037732462.17
446,530992450.835,4120562379.5,1108394880.89
4461,530992450.835,4120562379.5,1108394880.89
44611,132748112.709,1030140594.87,277098720.221
446110,132748112.709,1030140594.87,277098720.221
44612,132748112.709,1030140594.87,277098720.221
446120,132748112.709,1030140594.87,277098720.221
44613,132748112.709,1030140594.87,277098720.221
446130,132748112.709,1030140594.87,277098720.221
44619,132748112.709,1030140594.87,277098720.221
446191,66374056.3543,515070297.437,138549360.111
446199,66374056.3543,515070297.437,138549360.111
447,249284450.381,1934475954.26,520356943.404
4471,249284450.381,1934475954.26,520356943.404
44711,124642225.19,967237977.131,260178471.702
447110,124642225.19,967237977.131,260178471.702
44719,124642225.19,967237977.131,260178471.702
447190,124642225.19,967237977.131,260178471.702
448,569227445.797,4417270330.01,1188206698.59
4481,189742481.932,1472423443.34,396068899.529
44811,31623746.9887,245403907.223,66011483.2549
448110,31623746.9887,245403907.223,66011483.2549
44812,31623746.9887,245403907.223,66011483.2549
448120,31623746.9887,245403907.223,66011483.2549
44813,31623746.9887,245403907.223,66011483.2549
448130,31623746.9887,245403907.223,66011483.2549
44814,31623746.9887,245403907.223,66011483.2549
448140,31623746.9887,245403907.223,66011483.2549
44815,31623746.9887,245403907.223,66011483.2549
448150,31623746.9887,245403907.223,66011483.2549
44819,31623746.9887,245403907.223,66011483.2549
448190,31623746.9887,245403907.223,66011483.2549
4482,189742481.932,1472423443.34,396068899.529
44821,189742481.932,1472423443.34,396068899.529
448210,189742481.932,1472423443.34,396068899.529
4483,189742481.932,1472423443.34,396068899.529
44831,94871240.9662,736211721.668,198034449.765
448310,94871240.9662,736211721.668,198034449.765
44832,94871240.9662,736211721.668,198034449.765
448320,94871240.9662,736211721.668,198034449.765
451,187163055.671,1452406799.42,390684599.133
4511,93581527.8355,726203399.708,195342299.566
45111,23395381.9589,181550849.927,48835574.8916
451110,23395381.9589,181550849.927,48835574.8916
45112,23395381.9589,181550849.927,48835574.8916
451120,23395381.9589,181550849.927,48835574.8916
45113,23395381.9589,181550849.927,48835574.8916
451130,23395381.9589,181550849.927,48835574.8916
45114,23395381.9589,181550849.927,48835574.8916
451140,23395381.9589,181550849.927,48835574.8916
4512,93581527.8355,726203399.708,195342299.566
45121,93581527.8355,726203399.708,195342299.566
451211,46790763.9178,363101699.854,97671149.7832
451212,46790763.9178,363101699.854,97671149.7832
452,1501527293.45,11652024181.2,3134291575.99
4521,750763646.723,5826012090.61,1567145788.0
45211,750763646.723,5826012090.61,1567145788.0
452111,375381823.362,2913006045.3,783572893.998
452112,375381823.362,2913006045.3,783572893.998
4529,750763646.723,5826012090.61,1567145788.0
45291,375381823.362,2913006045.3,783572893.998
452910,375381823.362,2913006045.3,783572893.998
45299,375381823.362,2913006045.3,783572893.998
452990,375381823.362,2913006045.3,783572893.998
453,233596073.428,1812732347.99,487608988.746
4531,58399018.3571,453183086.998,121902247.186
45311,58399018.3571,453183086.998,121902247.186
453110,58399018.3571,453183086.998,121902247.186
4532,58399018.3571,453183086.998,121902247.186
45321,29199509.1786,226591543.499,60951123.5932
453210,29199509.1786,226591543.499,60951123.5932
45322,29199509.1786,226591543.499,60951123.5932
453220,29199509.1786,226591543.499,60951123.5932
4533,58399018.3571,453183086.998,121902247.186
45331,58399018.3571,453183086.998,121902247.186
453310,58399018.3571,453183086.998,121902247.186
4539,58399018.3571,453183086.998,121902247.186
45391,14599754.5893,113295771.75,30475561.7966
453910,14599754.5893,113295771.75,30475561.7966
45392,14599754.5893,113295771.75,30475561.7966
453920,14599754.5893,113295771.75,30475561.7966
45393,14599754.5893,113295771.75,30475561.7966
453930,14599754.5893,113295771.75,30475561.7966
45399,14599754.5893,113295771.75,30475561.7966
453991,7299877.29464,56647885.8748,15237780.8983
453998,7299877.29464,56647885.8748,15237780.8983
454,368105063.145,2856537550.61,768383367.742
4541,122701687.715,952179183.536,256127789.247
45411,122701687.715,952179183.536,256127789.247
454111,40900562.5717,317393061.179,85375929.7492
454112,40900562.5717,317393061.179,85375929.7492
454113,40900562.5717,317393061.179,85375929.7492
4542,122701687.715,952179183.536,256127789.247
45421,122701687.715,952179183.536,256127789.247
454210,122701687.715,952179183.536,256127789.247
4543,122701687.715,952179183.536,256127789.247
45431,61350843.8575,476089591.768,128063894.624
454310,61350843.8575,476089591.768,128063894.624
45439,61350843.8575,476089591.768,128063894.624
454390,61350843.8575,476089591.768,128063894.624
48.49,2917282878.57,22638450058.8,6089543087.9
481,1409120527.73,10934937070.4,2941401477.61
4811,704560263.863,5467468535.2,1470700738.8
48111,704560263.863,5467468535.2,1470700738.8
481111,352280131.932,2733734267.6,735350369.402
481112,352280131.932,2733734267.6,735350369.402
4812,704560263.863,5467468535.2,1470700738.8
48121,704560263.863,5467468535.2,1470700738.8
481211,234853421.288,1822489511.73,490233579.601
481212,234853421.288,1822489511.73,490233579.601
481219,234853421.288,1822489511.73,490233579.601
484,555092001.702,4307577661.0,1158700339.6
4841,277546000.851,2153788830.5,579350169.8
48411,138773000.425,1076894415.25,289675084.9
484110,138773000.425,1076894415.25,289675084.9
48412,138773000.425,1076894415.25,289675084.9
484121,69386500.2127,538447207.625,144837542.45
484122,69386500.2127,538447207.625,144837542.45
4842,277546000.851,2153788830.5,579350169.8
48421,92515333.617,717929610.166,193116723.267
484210,92515333.617,717929610.166,193116723.267
48422,92515333.617,717929610.166,193116723.267
484220,92515333.617,717929610.166,193116723.267
48423,92515333.617,717929610.166,193116723.267
484230,92515333.617,717929610.166,193116723.267
485,73656977.0252,571586597.966,153751745.713
4851,12276162.8375,95264432.9943,25625290.9522
48511,12276162.8375,95264432.9943,25625290.9522
485111,3069040.70939,23816108.2486,6406322.73805
485112,3069040.70939,23816108.2486,6406322.73805
485113,3069040.70939,23816108.2486,6406322.73805
485119,3069040.70939,23816108.2486,6406322.73805
4852,12276162.8375,95264432.9943,25625290.9522
48521,12276162.8375,95264432.9943,25625290.9522
485210,12276162.8375,95264432.9943,25625290.9522
4853,12276162.8375,95264432.9943,25625290.9522
48531,6138081.41877,47632216.4971,12812645.4761
485310,6138081.41877,47632216.4971,12812645.4761
48532,6138081.41877,47632216.4971,12812645.4761
485320,6138081.41877,47632216.4971,12812645.4761
4854,12276162.8375,95264432.9943,25625290.9522
48541,12276162.8375,95264432.9943,25625290.9522
485410,12276162.8375,95264432.9943,25625290.9522
4855,12276162.8375,95264432.9943,25625290.9522
48551,12276162.8375,95264432.9943,25625290.9522
485510,12276162.8375,95264432.9943,25625290.9522
4859,12276162.8375,95264432.9943,25625290.9522
48599,12276162.8375,95264432.9943,25625290.9522
485991,6138081.41877,47632216.4971,12812645.4761
485999,6138081.41877,47632216.4971,12812645.4761
486,237114900.164,1840038847.44,494954195.884
4861,79038300.0546,613346282.481,164984731.961
48611,79038300.0546,613346282.481,164984731.961
486110,79038300.0546,613346282.481,164984731.961
4862,79038300.0546,613346282.481,164984731.961
48621,79038300.0546,613346282.481,164984731.961
486210,79038300.0546,613346282.481,164984731.961
4869,79038300.0546,613346282.481,164984731.961
48691,39519150.0273,306673141.24,82492365.9807
486910,39519150.0273,306673141.24,82492365.9807
48699,39519150.0273,306673141.24,82492365.9807
486990,39519150.0273,306673141.24,82492365.9807
487,533651605.519,4141197725.14,1113945606.58
4871,177883868.506,1380399241.71,371315202.193
48711,177883868.506,1380399241.71,371315202.193
487110,177883868.506,1380399241.71,371315202.193
4872,177883868.506,1380399241.71,371315202.193
48721,177883868.506,1380399241.71,371315202.193
487210,177883868.506,1380399241.71,371315202.193
4879,177883868.506,1380399241.71,371315202.193
48799,177883868.506,1380399241.71,371315202.193
487990,177883868.506,1380399241.71,371315202.193
493,108646866.437,843112156.845,226789722.517
4931,108646866.437,843112156.845,226789722.517
49311,27161716.6093,210778039.211,56697430.6291
493110,27161716.6093,210778039.211,56697430.6291
49312,27161716.6093,210778039.211,56697430.6291
493120,27161716.6093,210778039.211,56697430.6291
49313,27161716.6093,210778039.211,56697430.6291
493130,27161716.6093,210778039.211,56697430.6291
49319,27161716.6093,210778039.211,56697430.6291
493190,27161716.6093,210778039.211,56697430.6291
51,7763925610.2,60248954079.0,16206436435.0
511,1668987587.88,12951535291.4,3483848585.34
5111,354215896.501,2748756022.9,739391088.881
51111,149758662.943,1162144417.6,312606582.473
511110,149758662.943,1162144417.6,312606582.473
51112,95521794.3884,741260090.912,199392416.496
511120,95521794.3884,741260090.912,199392416.496
51113,108935439.17,845351514.382,227392089.913
511130,108935439.17,845351514.382,227392089.913
5112,1314771691.38,10202779268.5,2744457496.46
51121,1314771691.38,10202779268.5,2744457496.46
511210,1314771691.38,10202779268.5,2744457496.46
512,700770314.375,5438058092.06,1462789589.4
5121,350385157.188,2719029046.03,731394794.699
51211,87596289.2969,679757261.508,182848698.675
512110,87596289.2969,679757261.508,182848698.675
51212,87596289.2969,679757261.508,182848698.675
512120,87596289.2969,679757261.508,182848698.675
51213,87596289.2969,679757261.508,182848698.675
512131,43798144.6484,339878630.754,91424349.3374
512132,43798144.6484,339878630.754,91424349.3374
51219,87596289.2969,679757261.508,182848698.675
512191,43798144.6484,339878630.754,91424349.3374
512199,43798144.6484,339878630.754,91424349.3374
5122,350385157.188,2719029046.03,731394794.699
51221,70077031.4375,543805809.206,146278958.94
512210,70077031.4375,543805809.206,146278958.94
51222,70077031.4375,543805809.206,146278958.94
512220,70077031.4375,543805809.206,146278958.94
51223,70077031.4375,543805809.206,146278958.94
512230,70077031.4375,543805809.206,146278958.94
51224,70077031.4375,543805809.206,146278958.94
512240,70077031.4375,543805809.206,146278958.94
51229,70077031.4375,543805809.206,146278958.94
512290,70077031.4375,543805809.206,146278958.94
515,567846729.373,4406555812.04,1185324587.9
5151,283923364.686,2203277906.02,592662293.951
51511,141961682.343,1101638953.01,296331146.975
515111,70980841.1716,550819476.505,148165573.488
515112,70980841.1716,550819476.505,148165573.488
51512,141961682.343,1101638953.01,296331146.975
515120,141961682.343,1101638953.01,296331146.975
5152,283923364.686,2203277906.02,592662293.951
51521,283923364.686,2203277906.02,592662293.951
515210,283923364.686,2203277906.02,592662293.951
517,4190767870.26,32520839797.8,8747818631.09
5171,1047691967.57,8130209949.44,2186954657.77
51711,1047691967.57,8130209949.44,2186954657.77
517110,1047691967.57,8130209949.44,2186954657.77
5172,1047691967.57,8130209949.44,2186954657.77
51721,1047691967.57,8130209949.44,2186954657.77
517210,1047691967.57,8130209949.44,2186954657.77
5174,1047691967.57,8130209949.44,2186954657.77
51741,1047691967.57,8130209949.44,2186954657.77
517410,1047691967.57,8130209949.44,2186954657.77
5179,1047691967.57,8130209949.44,2186954657.77
51791,1047691967.57,8130209949.44,2186954657.77
517911,523845983.783,4065104974.72,1093477328.89
517919,523845983.783,4065104974.72,1093477328.89
518,223272012.408,1732616449.21,466058519.681
5182,223272012.408,1732616449.21,466058519.681
51821,223272012.408,1732616449.21,466058519.681
518210,223272012.408,1732616449.21,466058519.681
519,412281095.9,3199348636.46,860596521.596
5191,412281095.9,3199348636.46,860596521.596
51911,103070273.975,799837159.114,215149130.399
519110,103070273.975,799837159.114,215149130.399
51912,103070273.975,799837159.114,215149130.399
519120,103070273.975,799837159.114,215149130.399
51913,103070273.975,799837159.114,215149130.399
519130,103070273.975,799837159.114,215149130.399
51919,103070273.975,799837159.114,215149130.399
519190,103070273.975,799837159.114,215149130.399
52,48835670549.9,378970410086.0,101939692659.0
521,662971970.013,5144738600.34,1383889237.18
5211,662971970.013,5144738600.34,1383889237.18
52111,662971970.013,5144738600.34,1383889237.18
521110,662971970.013,5144738600.34,1383889237.18
522,1225396049.07,9509214023.39,2557894572.16
5221,1274826779.16,9892802163.83,2661076393.49
52211,1274826779.16,9892802163.83,2661076393.49
522110,1274826779.16,9892802163.83,2661076393.49
5222,-49430730.0906,-383588140.439,-103181821.332
52229,-49430730.0906,-383588140.439,-103181821.332
522292,-49430730.0906,-383588140.439,-103181821.332
523,2319268250.76,17997787891.4,4841245958.41
5231,2319268250.76,17997787891.4,4841245958.41
52311,1722007742.32,13362977776.9,3594522979.44
523110,1722007742.32,13362977776.9,3594522979.44
52312,597260508.44,4634810114.48,1246722978.96
523120,597260508.44,4634810114.48,1246722978.96
524,6347377131.1,49256375253.1,13249529834.4
5242,6347377131.1,49256375253.1,13249529834.4
52421,6347377131.1,49256375253.1,13249529834.4
524210,6347377131.1,49256375253.1,13249529834.4
525,38280657148.9,297062294318.0,79907133056.5
5251,3667872.32267,28463110.317,7656325.24493
52511,1222624.10756,9487703.43901,2552108.41498
525110,1222624.10756,9487703.43901,2552108.41498
52512,1222624.10756,9487703.43901,2552108.41498
525120,1222624.10756,9487703.43901,2552108.41498
52519,1222624.10756,9487703.43901,2552108.41498
525190,1222624.10756,9487703.43901,2552108.41498
5259,38276989276.6,297033831208.0,79899476731.2
52591,38274544028.4,297014855801.0,79894372514.4
525910,38274544028.4,297014855801.0,79894372514.4
52592,1222624.10756,9487703.43901,2552108.41498
525920,1222624.10756,9487703.43901,2552108.41498
52599,1222624.10756,9487703.43901,2552108.41498
525990,1222624.10756,9487703.43901,2552108.41498
53,5798037886.71,44993439649.4,12102837813.8
531,4848879134.39,37627858762.4,10121561619.5
5312,4848879134.39,37627858762.4,10121561619.5
53121,4848879134.39,37627858762.4,10121561619.5
531210,4848879134.39,37627858762.4,10121561619.5
532,884312422.578,6862365923.42,1845915814.34
5321,221078105.645,1715591480.85,461478953.584
53211,110539052.822,857795740.427,230739476.792
532111,55269526.4111,428897870.214,115369738.396
532112,55269526.4111,428897870.214,115369738.396
53212,110539052.822,857795740.427,230739476.792
532120,110539052.822,857795740.427,230739476.792
5322,221078105.645,1715591480.85,461478953.584
53221,55269526.4111,428897870.214,115369738.396
532210,55269526.4111,428897870.214,115369738.396
53222,55269526.4111,428897870.214,115369738.396
532220,55269526.4111,428897870.214,115369738.396
53223,55269526.4111,428897870.214,115369738.396
532230,55269526.4111,428897870.214,115369738.396
53229,55269526.4111,428897870.214,115369738.396
532291,18423175.4704,142965956.738,38456579.4654
532292,18423175.4704,142965956.738,38456579.4654
532299,18423175.4704,142965956.738,38456579.4654
5323,221078105.645,1715591480.85,461478953.584
53231,221078105.645,1715591480.85,461478953.584
532310,221078105.645,1715591480.85,461478953.584
5324,221078105.645,1715591480.85,461478953.584
53241,73692701.8815,571863826.952,153826317.861
532411,36846350.9408,285931913.476,76913158.9307
532412,36846350.9408,285931913.476,76913158.9307
53242,73692701.8815,571863826.952,153826317.861
532420,73692701.8815,571863826.952,153826317.861
53249,73692701.8815,571863826.952,153826317.861
532490,73692701.8815,571863826.952,153826317.861
533,64846329.7443,503214963.552,135360380.02
5331,64846329.7443,503214963.552,135360380.02
53311,64846329.7443,503214963.552,135360380.02
533110,64846329.7443,503214963.552,135360380.02
54,1962259559.04,15227359456.9,4096025182.25
541,1962259559.04,15227359456.9,4096025182.25
5411,218028839.893,1691928828.55,455113909.139
54111,72676279.9643,563976276.183,151704636.38
541110,72676279.9643,563976276.183,151704636.38
54112,72676279.9643,563976276.183,151704636.38
541120,72676279.9643,563976276.183,151704636.38
54119,72676279.9643,563976276.183,151704636.38
541191,36338139.9821,281988138.091,75852318.1898
541199,36338139.9821,281988138.091,75852318.1898
5412,218028839.893,1691928828.55,455113909.139
54121,218028839.893,1691928828.55,455113909.139
541211,54507209.9732,422982207.137,113778477.285
541213,54507209.9732,422982207.137,113778477.285
541214,54507209.9732,422982207.137,113778477.285
541219,54507209.9732,422982207.137,113778477.285
5413,218028839.893,1691928828.55,455113909.139
54131,27253604.9866,211491103.569,56889238.6424
541310,27253604.9866,211491103.569,56889238.6424
54132,27253604.9866,211491103.569,56889238.6424
541320,27253604.9866,211491103.569,56889238.6424
54133,27253604.9866,211491103.569,56889238.6424
541330,27253604.9866,211491103.569,56889238.6424
54134,27253604.9866,211491103.569,56889238.6424
541340,27253604.9866,211491103.569,56889238.6424
54135,27253604.9866,211491103.569,56889238.6424
541350,27253604.9866,211491103.569,56889238.6424
54136,27253604.9866,211491103.569,56889238.6424
541360,27253604.9866,211491103.569,56889238.6424
54137,27253604.9866,211491103.569,56889238.6424
541370,27253604.9866,211491103.569,56889238.6424
54138,27253604.9866,211491103.569,56889238.6424
541380,27253604.9866,211491103.569,56889238.6424
5414,218028839.893,1691928828.55,455113909.139
54141,54507209.9732,422982207.137,113778477.285
541410,54507209.9732,422982207.137,113778477.285
54142,54507209.9732,422982207.137,113778477.285
541420,54507209.9732,422982207.137,113778477.285
54143,54507209.9732,422982207.137,113778477.285
541430,54507209.9732,422982207.137,113778477.285
54149,54507209.9732,422982207.137,113778477.285
541490,54507209.9732,422982207.137,113778477.285
5415,218028839.893,1691928828.55,455113909.139
54151,218028839.893,1691928828.55,455113909.139
541511,54507209.9732,422982207.137,113778477.285
541512,54507209.9732,422982207.137,113778477.285
541513,54507209.9732,422982207.137,113778477.285
541519,54507209.9732,422982207.137,113778477.285
5416,218028839.893,1691928828.55,455113909.139
54161,72676279.9643,563976276.183,151704636.38
541611,14535255.9929,112795255.237,30340927.2759
541612,14535255.9929,112795255.237,30340927.2759
541613,14535255.9929,112795255.237,30340927.2759
541614,14535255.9929,112795255.237,30340927.2759
541618,14535255.9929,112795255.237,30340927.2759
54162,72676279.9643,563976276.183,151704636.38
541620,72676279.9643,563976276.183,151704636.38
54169,72676279.9643,563976276.183,151704636.38
541690,72676279.9643,563976276.183,151704636.38
5417,218028839.893,1691928828.55,455113909.139
54171,109014419.946,845964414.274,227556954.57
541711,54507209.9732,422982207.137,113778477.285
541712,54507209.9732,422982207.137,113778477.285
54172,109014419.946,845964414.274,227556954.57
541720,109014419.946,845964414.274,227556954.57
5418,218028839.893,1691928828.55,455113909.139
54181,27253604.9866,211491103.569,56889238.6424
541810,27253604.9866,211491103.569,56889238.6424
54182,27253604.9866,211491103.569,56889238.6424
541820,27253604.9866,211491103.569,56889238.6424
54183,27253604.9866,211491103.569,56889238.6424
541830,27253604.9866,211491103.569,56889238.6424
54184,27253604.9866,211491103.569,56889238.6424
541840,27253604.9866,211491103.569,56889238.6424
54185,27253604.9866,211491103.569,56889238.6424
541850,27253604.9866,211491103.569,56889238.6424
54186,27253604.9866,211491103.569,56889238.6424
541860,27253604.9866,211491103.569,56889238.6424
54187,27253604.9866,211491103.569,56889238.6424
541870,27253604.9866,211491103.569,56889238.6424
54189,27253604.9866,211491103.569,56889238.6424
541890,27253604.9866,211491103.569,56889238.6424
5419,218028839.893,1691928828.55,455113909.139
54191,43605767.9786,338385765.71,91022781.8278
541910,43605767.9786,338385765.71,91022781.8278
54192,43605767.9786,338385765.71,91022781.8278
541921,21802883.9893,169192882.855,45511390.9139
541922,21802883.9893,169192882.855,45511390.9139
54193,43605767.9786,338385765.71,91022781.8278
541930,43605767.9786,338385765.71,91022781.8278
54194,43605767.9786,338385765.71,91022781.8278
541940,43605767.9786,338385765.71,91022781.8278
54199,43605767.9786,338385765.71,91022781.8278
541990,43605767.9786,338385765.71,91022781.8278
55,8199301583.73,63627521617.3,17115241258.1
551,8199301583.73,63627521617.3,17115241258.1
5511,8199301583.73,63627521617.3,17115241258.1
55111,8199301583.73,63627521617.3,17115241258.1
551111,7150231411.22,55486616639.3,14925409732.1
551112,1049070172.5,8140904977.99,2189831525.98
56,1024254384.25,7948331612.17,2138030991.68
561,639075820.859,4959301739.49,1334008359.67
5611,79884477.6073,619912717.436,166751044.959
56111,79884477.6073,619912717.436,166751044.959
561110,79884477.6073,619912717.436,166751044.959
5612,79884477.6073,619912717.436,166751044.959
56121,79884477.6073,619912717.436,166751044.959
561210,79884477.6073,619912717.436,166751044.959
5613,79884477.6073,619912717.436,166751044.959
56131,26628159.2024,206637572.479,55583681.6531
561311,13314079.6012,103318786.239,27791840.8266
561312,13314079.6012,103318786.239,27791840.8266
56132,26628159.2024,206637572.479,55583681.6531
561320,26628159.2024,206637572.479,55583681.6531
56133,26628159.2024,206637572.479,55583681.6531
561330,26628159.2024,206637572.479,55583681.6531
5614,79884477.6073,619912717.436,166751044.959
56141,13314079.6012,103318786.239,27791840.8266
561410,13314079.6012,103318786.239,27791840.8266
56142,13314079.6012,103318786.239,27791840.8266
561421,6657039.80061,51659393.1197,13895920.4133
561422,6657039.80061,51659393.1197,13895920.4133
56143,13314079.6012,103318786.239,27791840.8266
561431,6657039.80061,51659393.1197,13895920.4133
561439,6657039.80061,51659393.1197,13895920.4133
56144,13314079.6012,103318786.239,27791840.8266
561440,13314079.6012,103318786.239,27791840.8266
56145,13314079.6012,103318786.239,27791840.8266
561450,13314079.6012,103318786.239,27791840.8266
56149,13314079.6012,103318786.239,27791840.8266
561491,4438026.53374,34439595.4131,9263946.94219
561492,4438026.53374,34439595.4131,9263946.94219
561499,4438026.53374,34439595.4131,9263946.94219
5615,79884477.6073,619912717.436,166751044.959
56151,26628159.2024,206637572.479,55583681.6531
561510,26628159.2024,206637572.479,55583681.6531
56152,26628159.2024,206637572.479,55583681.6531
561520,26628159.2024,206637572.479,55583681.6531
56159,26628159.2024,206637572.479,55583681.6531
561591,13314079.6012,103318786.239,27791840.8266
561599,13314079.6012,103318786.239,27791840.8266
5616,79884477.6073,619912717.436,166751044.959
