Codes:,Financial_Income
511120,8549419127.73
51113,8549419127.73
511130,8549419127.73
51114,8549419127.73
511140,8549419127.73
51119,8549419127.73
511191,4274709563.87
511199,4274709563.87
5112,42747095638.7
51121,42747095638.7
511210,42747095638.7
512,85494191277.3
5121,42747095638.7
51211,10686773909.7
512110,10686773909.7
51212,10686773909.7
512120,10686773909.7
51213,10686773909.7
512131,5343386954.83
512132,5343386954.83
51219,10686773909.7
512191,5343386954.83
512199,5343386954.83
5122,42747095638.7
51221,8549419127.73
512210,8549419127.73
51222,8549419127.73
512220,8549419127.73
51223,8549419127.73
512230,8549419127.73
51224,8549419127.73
512240,8549419127.73
51229,8549419127.73
512290,8549419127.73
515,85494191277.3
5151,42747095638.7
51511,21373547819.3
515111,10686773909.7
515112,10686773909.7
51512,21373547819.3
515120,21373547819.3
5152,42747095638.7
51521,42747095638.7
515210,42747095638.7
517,85494191277.3
5171,21373547819.3
51711,21373547819.3
517110,21373547819.3
5172,21373547819.3
51721,21373547819.3
517210,21373547819.3
5174,21373547819.3
51741,21373547819.3
517410,21373547819.3
5179,21373547819.3
51791,21373547819.3
517911,10686773909.7
517919,10686773909.7
518,85494191277.3
5182,85494191277.3
51821,85494191277.3
518210,85494191277.3
519,85494191277.3
5191,85494191277.3
51911,21373547819.3
519110,21373547819.3
51912,21373547819.3
519120,21373547819.3
51913,21373547819.3
519130,21373547819.3
51919,21373547819.3
519190,21373547819.3
52,1.22708787875e+12
521,245417575750.0
5211,245417575750.0
52111,245417575750.0
521110,245417575750.0
522,245417575750.0
5221,81805858583.2
52211,20451464645.8
522110,20451464645.8
52212,20451464645.8
522120,20451464645.8
52213,20451464645.8
522130,20451464645.8
52219,20451464645.8
522190,20451464645.8
5222,81805858583.2
52221,27268619527.7
522210,27268619527.7
52222,27268619527.7
522220,27268619527.7
52229,27268619527.7
522291,5453723905.55
522292,5453723905.55
522293,5453723905.55
522294,5453723905.55
522298,5453723905.55
5223,81805858583.2
52231,27268619527.7
522310,27268619527.7
52232,27268619527.7
522320,27268619527.7
52239,27268619527.7
522390,27268619527.7
523,245417575750.0
5231,81805858583.2
52311,20451464645.8
523110,20451464645.8
52312,20451464645.8
523120,20451464645.8
52313,20451464645.8
523130,20451464645.8
52314,20451464645.8
523140,20451464645.8
5232,81805858583.2
52321,81805858583.2
523210,81805858583.2
5239,81805858583.2
52391,20451464645.8
523910,20451464645.8
52392,20451464645.8
523920,20451464645.8
52393,20451464645.8
523930,20451464645.8
52399,20451464645.8
523991,10225732322.9
523999,10225732322.9
524,245417575750.0
5241,122708787875.0
52411,40902929291.6
524113,20451464645.8
524114,20451464645.8
52412,40902929291.6
524126,13634309763.9
524127,13634309763.9
524128,13634309763.9
52413,40902929291.6
524130,40902929291.6
5242,122708787875.0
52421,61354393937.4
524210,61354393937.4
52429,61354393937.4
524291,20451464645.8
524292,20451464645.8
524298,20451464645.8
525,245417575750.0
5251,122708787875.0
52511,40902929291.6
525110,40902929291.6
52512,40902929291.6
525120,40902929291.6
52519,40902929291.6
525190,40902929291.6
5259,122708787875.0
52591,40902929291.6
525910,40902929291.6
52592,40902929291.6
525920,40902929291.6
52599,40902929291.6
525990,40902929291.6
53,1.22708787875e+12
531,409029292916.0
5311,136343097639.0
53111,34085774409.7
531110,34085774409.7
53112,34085774409.7
531120,34085774409.7
53113,34085774409.7
531130,34085774409.7
53119,34085774409.7
531190,34085774409.7
5312,136343097639.0
53121,136343097639.0
531210,136343097639.0
5313,136343097639.0
53131,45447699212.9
531311,22723849606.5
531312,22723849606.5
53132,45447699212.9
531320,45447699212.9
53139,45447699212.9
531390,45447699212.9
532,409029292916.0
5321,102257323229.0
53211,51128661614.5
532111,25564330807.3
532112,25564330807.3
53212,51128661614.5
532120,51128661614.5
5322,102257323229.0
53221,25564330807.3
532210,25564330807.3
53222,25564330807.3
532220,25564330807.3
53223,25564330807.3
532230,25564330807.3
53229,25564330807.3
532291,8521443602.42
532292,8521443602.42
532299,8521443602.42
5323,102257323229.0
53231,102257323229.0
532310,102257323229.0
5324,102257323229.0
53241,34085774409.7
532411,17042887204.8
532412,17042887204.8
53242,34085774409.7
532420,34085774409.7
53249,34085774409.7
532490,34085774409.7
533,409029292916.0
5331,409029292916.0
53311,409029292916.0
533110,409029292916.0
54,1.87182144784e+12
541,1.87182144784e+12
5411,207980160871.0
54111,69326720290.4
541110,69326720290.4
54112,69326720290.4
541120,69326720290.4
54119,69326720290.4
541191,34663360145.2
541199,34663360145.2
5412,207980160871.0
54121,207980160871.0
541211,51995040217.8
541213,51995040217.8
541214,51995040217.8
541219,51995040217.8
5413,207980160871.0
54131,25997520108.9
541310,25997520108.9
54132,25997520108.9
541320,25997520108.9
54133,25997520108.9
541330,25997520108.9
54134,25997520108.9
541340,25997520108.9
54135,25997520108.9
541350,25997520108.9
54136,25997520108.9
541360,25997520108.9
54137,25997520108.9
541370,25997520108.9
54138,25997520108.9
541380,25997520108.9
5414,207980160871.0
54141,51995040217.8
541410,51995040217.8
54142,51995040217.8
541420,51995040217.8
54143,51995040217.8
541430,51995040217.8
54149,51995040217.8
541490,51995040217.8
5415,207980160871.0
54151,207980160871.0
541511,51995040217.8
541512,51995040217.8
541513,51995040217.8
541519,51995040217.8
5416,207980160871.0
54161,69326720290.4
541611,13865344058.1
541612,13865344058.1
541613,13865344058.1
541614,13865344058.1
541618,13865344058.1
54162,69326720290.4
541620,69326720290.4
54169,69326720290.4
541690,69326720290.4
5417,207980160871.0
54171,103990080436.0
541711,51995040217.8
541712,51995040217.8
54172,103990080436.0
541720,103990080436.0
5418,207980160871.0
54181,25997520108.9
541810,25997520108.9
54182,25997520108.9
541820,25997520108.9
54183,25997520108.9
541830,25997520108.9
54184,25997520108.9
541840,25997520108.9
54185,25997520108.9
541850,25997520108.9
54186,25997520108.9
541860,25997520108.9
54187,25997520108.9
541870,25997520108.9
54189,25997520108.9
541890,25997520108.9
5419,207980160871.0
54191,41596032174.3
541910,41596032174.3
54192,41596032174.3
541921,20798016087.1
541922,20798016087.1
54193,41596032174.3
541930,41596032174.3
54194,41596032174.3
541940,41596032174.3
54199,41596032174.3
541990,41596032174.3
61,672418247535.0
611,672418247535.0
6111,96059749647.8
61111,96059749647.8
611110,96059749647.8
6112,96059749647.8
61121,96059749647.8
611210,96059749647.8
6113,96059749647.8
61131,96059749647.8
611310,96059749647.8
6114,96059749647.8
61141,32019916549.3
611410,32019916549.3
61142,32019916549.3
611420,32019916549.3
61143,32019916549.3
611430,32019916549.3
6115,96059749647.8
61151,96059749647.8
611511,24014937412.0
611512,24014937412.0
611513,24014937412.0
611519,24014937412.0
6116,96059749647.8
61161,24014937412.0
611610,24014937412.0
61162,24014937412.0
611620,24014937412.0
61163,24014937412.0
611630,24014937412.0
61169,24014937412.0
611691,8004979137.32
611692,8004979137.32
611699,8004979137.32
6117,96059749647.8
61171,96059749647.8
611710,96059749647.8
62,672418247535.0
621,168104561884.0
6211,24014937412.0
62111,24014937412.0
621111,12007468706.0
621112,12007468706.0
6212,24014937412.0
62121,24014937412.0
621210,24014937412.0
6213,24014937412.0
62131,4802987482.39
621310,4802987482.39
62132,4802987482.39
621320,4802987482.39
62133,4802987482.39
621330,4802987482.39
62134,4802987482.39
621340,4802987482.39
62139,4802987482.39
621391,2401493741.2
621399,2401493741.2
6214,24014937412.0
62141,8004979137.32
621410,8004979137.32
62142,8004979137.32
621420,8004979137.32
62149,8004979137.32
621491,2001244784.33
621492,2001244784.33
621493,2001244784.33
621498,2001244784.33
6215,24014937412.0
62151,24014937412.0
621511,12007468706.0
621512,12007468706.0
6216,24014937412.0
62161,24014937412.0
621610,24014937412.0
6219,24014937412.0
62191,12007468706.0
621910,12007468706.0
62199,12007468706.0
621991,6003734352.99
621999,6003734352.99
622,168104561884.0
6221,56034853961.2
62211,56034853961.2
622110,56034853961.2
6222,56034853961.2
62221,56034853961.2
622210,56034853961.2
6223,56034853961.2
62231,56034853961.2
622310,56034853961.2
623,168104561884.0
6231,42026140470.9
62311,42026140470.9
623110,42026140470.9
6232,42026140470.9
62321,21013070235.5
623210,21013070235.5
62322,21013070235.5
623220,21013070235.5
6233,42026140470.9
62331,42026140470.9
623311,21013070235.5
623312,21013070235.5
6239,42026140470.9
62399,42026140470.9
623990,42026140470.9
624,168104561884.0
6241,42026140470.9
62411,14008713490.3
624110,14008713490.3
62412,14008713490.3
624120,14008713490.3
62419,14008713490.3
624190,14008713490.3
6242,42026140470.9
62421,14008713490.3
624210,14008713490.3
62422,14008713490.3
624221,7004356745.15
624229,7004356745.15
62423,14008713490.3
624230,14008713490.3
6243,42026140470.9
62431,42026140470.9
624310,42026140470.9
6244,42026140470.9
62441,42026140470.9
624410,42026140470.9
71,278488343875.0
711,92829447958.4
7111,18565889591.7
71111,4641472397.92
711110,4641472397.92
71112,4641472397.92
711120,4641472397.92
71113,4641472397.92
711130,4641472397.92
71119,4641472397.92
711190,4641472397.92
7112,18565889591.7
71121,18565889591.7
711211,6188629863.9
711212,6188629863.9
711219,6188629863.9
7113,18565889591.7
71131,9282944795.84
711310,9282944795.84
71132,9282944795.84
711320,9282944795.84
7114,18565889591.7
71141,18565889591.7
711410,18565889591.7
7115,18565889591.7
71151,18565889591.7
711510,18565889591.7
712,92829447958.4
7121,92829447958.4
71211,23207361989.6
712110,23207361989.6
71212,23207361989.6
712120,23207361989.6
71213,23207361989.6
712130,23207361989.6
71219,23207361989.6
712190,23207361989.6
713,92829447958.4
7131,30943149319.5
71311,15471574659.7
713110,15471574659.7
71312,15471574659.7
713120,15471574659.7
7132,30943149319.5
71321,15471574659.7
713210,15471574659.7
71329,15471574659.7
713290,15471574659.7
7139,30943149319.5
71391,5157191553.25
713910,5157191553.25
71392,5157191553.25
713920,5157191553.25
71393,5157191553.25
713930,5157191553.25
71394,5157191553.25
713940,5157191553.25
71395,5157191553.25
713950,5157191553.25
71399,5157191553.25
713990,5157191553.25
72,278488343875.0
721,139244171938.0
7211,46414723979.2
72111,15471574659.7
721110,15471574659.7
72112,15471574659.7
721120,15471574659.7
72119,15471574659.7
721191,7735787329.87
721199,7735787329.87
7212,46414723979.2
72121,46414723979.2
721211,23207361989.6
721214,23207361989.6
7213,46414723979.2
72131,46414723979.2
721310,46414723979.2
722,139244171938.0
7223,46414723979.2
72231,15471574659.7
722310,15471574659.7
72232,15471574659.7
722320,15471574659.7
72233,15471574659.7
722330,15471574659.7
7224,46414723979.2
72241,46414723979.2
722410,46414723979.2
7225,46414723979.2
72251,46414723979.2
722511,11603680994.8
722513,11603680994.8
722514,11603680994.8
722515,11603680994.8
81,389093958226.0
811,97273489556.6
8111,24318372389.1
81111,8106124129.72
811111,2026531032.43
811112,2026531032.43
811113,2026531032.43
811118,2026531032.43
81112,8106124129.72
811121,4053062064.86
811122,4053062064.86
81119,8106124129.72
811191,2702041376.57
811192,2702041376.57
811198,2702041376.57
8112,24318372389.1
81121,24318372389.1
811211,6079593097.29
811212,6079593097.29
811213,6079593097.29
811219,6079593097.29
8113,24318372389.1
81131,24318372389.1
811310,24318372389.1
8114,24318372389.1
81141,6079593097.29
811411,3039796548.64
811412,3039796548.64
81142,6079593097.29
811420,6079593097.29
81143,6079593097.29
811430,6079593097.29
81149,6079593097.29
811490,6079593097.29
812,97273489556.6
8121,24318372389.1
81211,12159186194.6
812111,4053062064.86
812112,4053062064.86
812113,4053062064.86
81219,12159186194.6
812191,6079593097.29
812199,6079593097.29
8122,24318372389.1
81221,12159186194.6
812210,12159186194.6
81222,12159186194.6
812220,12159186194.6
8123,24318372389.1
81231,8106124129.72
812310,8106124129.72
81232,8106124129.72
812320,8106124129.72
81233,8106124129.72
812331,4053062064.86
812332,4053062064.86
8129,24318372389.1
81291,6079593097.29
812910,6079593097.29
81292,6079593097.29
812921,3039796548.64
812922,3039796548.64
81293,6079593097.29
812930,6079593097.29
81299,6079593097.29
812990,6079593097.29
813,97273489556.6
8131,19454697911.3
81311,19454697911.3
813110,19454697911.3
8132,19454697911.3
81321,19454697911.3
813211,6484899303.77
813212,6484899303.77
813219,6484899303.77
8133,19454697911.3
81331,19454697911.3
813311,6484899303.77
813312,6484899303.77
813319,6484899303.77
8134,19454697911.3
81341,19454697911.3
813410,19454697911.3
8139,19454697911.3
81391,3890939582.26
813910,3890939582.26
81392,3890939582.26
813920,3890939582.26
81393,3890939582.26
813930,3890939582.26
81394,3890939582.26
813940,3890939582.26
81399,3890939582.26
813990,3890939582.26
814,97273489556.6
8141,97273489556.6
81411,97273489556.6
814110,97273489556.6
92,1.53783064767e+12
921,192228830958.0
9211,192228830958.0
92111,32038138493.1
921110,32038138493.1
92112,32038138493.1
921120,32038138493.1
92113,32038138493.1
921130,32038138493.1
92114,32038138493.1
921140,32038138493.1
92115,32038138493.1
921150,32038138493.1
92119,32038138493.1
921190,32038138493.1
922,192228830958.0
9221,192228830958.0
92211,27461261565.5
922110,27461261565.5
92212,27461261565.5
922120,27461261565.5
92213,27461261565.5
922130,27461261565.5
92214,27461261565.5
922140,27461261565.5
92215,27461261565.5
922150,27461261565.5
92216,27461261565.5
922160,27461261565.5
92219,27461261565.5
922190,27461261565.5
923,192228830958.0
9231,192228830958.0
92311,48057207739.6
923110,48057207739.6
92312,48057207739.6
923120,48057207739.6
92313,48057207739.6
923130,48057207739.6
92314,48057207739.6
923140,48057207739.6
924,192228830958.0
9241,192228830958.0
92411,96114415479.2
924110,96114415479.2
92412,96114415479.2
924120,96114415479.2
925,192228830958.0
9251,192228830958.0
92511,96114415479.2
925110,96114415479.2
92512,96114415479.2
925120,96114415479.2
926,192228830958.0
9261,192228830958.0
92611,38445766191.7
926110,38445766191.7
92612,38445766191.7
926120,38445766191.7
92613,38445766191.7
926130,38445766191.7
92614,38445766191.7
926140,38445766191.7
92615,38445766191.7
926150,38445766191.7
927,192228830958.0
9271,192228830958.0
92711,192228830958.0
927110,192228830958.0
928,192228830958.0
9281,192228830958.0
92811,96114415479.2
928110,96114415479.2
92812,96114415479.2
928120,96114415479.2
