Codes:,depreciation_deductions
621610,88776000.0
6219,58234000.0
62191,29117000.0
621910,29117000.0
62199,29117000.0
621991,14558500.0
621999,14558500.0
622,17521000.0
6221,5840333.33333
62211,5840333.33333
622110,5840333.33333
6222,5840333.33333
62221,5840333.33333
622210,5840333.33333
6223,5840333.33333
62231,5840333.33333
622310,5840333.33333
623,178420000.0
6231,44605000.0
62311,44605000.0
623110,44605000.0
6232,44605000.0
62321,22302500.0
623210,22302500.0
62322,22302500.0
623220,22302500.0
6233,44605000.0
62331,44605000.0
623311,22302500.0
623312,22302500.0
6239,44605000.0
62399,44605000.0
623990,44605000.0
624,702261000.0
6241,175565250.0
62411,58521750.0
624110,58521750.0
62412,58521750.0
624120,58521750.0
62419,58521750.0
624190,58521750.0
6242,175565250.0
62421,58521750.0
624210,58521750.0
62422,58521750.0
624221,29260875.0
624229,29260875.0
62423,58521750.0
624230,58521750.0
6243,175565250.0
62431,175565250.0
624310,175565250.0
6244,175565250.0
62441,175565250.0
624410,175565250.0
71,2528603000.0
711,1701693000.0
7111,340338600.0
71111,85084650.0
711110,85084650.0
71112,85084650.0
711120,85084650.0
71113,85084650.0
711130,85084650.0
71119,85084650.0
711190,85084650.0
7112,340338600.0
71121,340338600.0
711211,113446200.0
711212,113446200.0
711219,113446200.0
7113,340338600.0
71131,170169300.0
711310,170169300.0
71132,170169300.0
711320,170169300.0
7114,340338600.0
71141,340338600.0
711410,340338600.0
7115,340338600.0
71151,340338600.0
711510,340338600.0
712,1265000.0
7121,1265000.0
71211,316250.0
712110,316250.0
71212,316250.0
712120,316250.0
71213,316250.0
712130,316250.0
71219,316250.0
712190,316250.0
713,825645000.0
7131,275215000.0
71311,137607500.0
713110,137607500.0
71312,137607500.0
713120,137607500.0
7132,275215000.0
71321,137607500.0
713210,137607500.0
71329,137607500.0
713290,137607500.0
7139,275215000.0
71391,45869166.6667
713910,45869166.6667
71392,45869166.6667
713920,45869166.6667
71393,45869166.6667
713930,45869166.6667
71394,45869166.6667
713940,45869166.6667
71395,45869166.6667
713950,45869166.6667
71399,45869166.6667
713990,45869166.6667
72,2672416000.0
721,803732609.851
7211,640401536.617
72111,213467178.872
721110,213467178.872
72112,213467178.872
721120,213467178.872
72119,213467178.872
721191,106733589.436
721199,106733589.436
7212,124467536.617
72121,124467536.617
721211,62233768.3086
721214,62233768.3086
7213,38863536.6172
72131,38863536.6172
721310,38863536.6172
722,1868683390.15
7223,-203.283820868
72231,-67.7612736225
722310,-67.7612736225
72232,-67.7612736225
722320,-67.7612736225
72233,-67.7612736225
722330,-67.7612736225
7224,934341796.716
72241,934341796.716
722410,934341796.716
7225,934341796.716
72251,934341796.716
722511,233585449.179
722513,233585449.179
722514,233585449.179
722515,233585449.179
81,4229405000.0
811,1718266274.07
8111,1523452068.52
81111,756720022.839
811111,189180005.71
811112,189180005.71
811113,189180005.71
811118,189180005.71
81112,315523022.839
811121,157761511.42
811122,157761511.42
81119,451209022.839
811191,-52658325.7203
811192,-52658325.7203
811198,556525674.28
8112,64938068.5173
81121,64938068.5173
811211,16234517.1293
811212,16234517.1293
811213,16234517.1293
811219,16234517.1293
8113,64938068.5173
81131,64938068.5173
811310,64938068.5173
8114,64938068.5173
81141,16234517.1293
811411,8117258.56466
811412,8117258.56466
81142,16234517.1293
811420,16234517.1293
81143,16234517.1293
811430,16234517.1293
81149,16234517.1293
811490,16234517.1293
812,2338228525.46
8121,584557131.365
81211,292278565.682
812111,97426188.5608
812112,97426188.5608
812113,97426188.5608
81219,292278565.682
812191,146139282.841
812199,146139282.841
8122,584557131.365
81221,292278565.682
812210,292278565.682
81222,292278565.682
812220,292278565.682
8123,584557131.365
81231,194852377.122
812310,194852377.122
81232,194852377.122
812320,194852377.122
81233,194852377.122
812331,97426188.5608
812332,97426188.5608
8129,584557131.365
81291,146139282.841
812910,146139282.841
81292,146139282.841
812921,73069641.4206
812922,73069641.4206
81293,146139282.841
812930,146139282.841
81299,146139282.841
812990,146139282.841
813,172910200.472
8131,34582040.0945
81311,34582040.0945
813110,34582040.0945
8132,34582040.0945
81321,34582040.0945
813211,11527346.6982
813212,11527346.6982
813219,11527346.6982
8133,34582040.0945
81331,34582040.0945
813311,11527346.6982
813312,11527346.6982
813319,11527346.6982
8134,34582040.0945
81341,34582040.0945
813410,34582040.0945
8139,34582040.0945
81391,6916408.0189
813910,6916408.0189
81392,6916408.0189
813920,6916408.0189
81393,6916408.0189
813930,6916408.0189
81394,6916408.0189
813940,6916408.0189
81399,6916408.0189
813990,6916408.0189
