Codes:,land_net,inventories_income,accumulated_depreciation_income,land_income,inventories_net,accumulated_depreciation_net,depreciable_assets_net,depreciable_assets_income
322220,784924181.47,166426057.54,1016752245.42,449090594.448,254908285.468,1454238664.48,4528025703.27,2743381633.01
32223,784924181.47,166426057.54,1016752245.42,449090594.448,254908285.468,1454238664.48,4528025703.27,2743381633.01
322230,784924181.47,166426057.54,1016752245.42,449090594.448,254908285.468,1454238664.48,4528025703.27,2743381633.01
32229,784924181.47,166426057.54,1016752245.42,449090594.448,254908285.468,1454238664.48,4528025703.27,2743381633.01
322291,392462090.735,83213028.7698,508376122.709,224545297.224,127454142.734,727119332.241,2264012851.64,1371690816.5
322299,392462090.735,83213028.7698,508376122.709,224545297.224,127454142.734,727119332.241,2264012851.64,1371690816.5
323,1730732809.26,366964153.862,2241906303.27,990230450.9,562064647.039,3206549917.21,9984152394.35,6049069085.45
3231,1730732809.26,366964153.862,2241906303.27,990230450.9,562064647.039,3206549917.21,9984152394.35,6049069085.45
32311,865366404.628,183482076.931,1120953151.64,495115225.45,281032323.52,1603274958.6,4992076197.17,3024534542.72
323111,288455468.209,61160692.3103,373651050.546,165038408.483,93677441.1732,534424986.201,1664025399.06,1008178180.91
323113,288455468.209,61160692.3103,373651050.546,165038408.483,93677441.1732,534424986.201,1664025399.06,1008178180.91
323117,288455468.209,61160692.3103,373651050.546,165038408.483,93677441.1732,534424986.201,1664025399.06,1008178180.91
32312,865366404.628,183482076.931,1120953151.64,495115225.45,281032323.52,1603274958.6,4992076197.17,3024534542.72
323120,865366404.628,183482076.931,1120953151.64,495115225.45,281032323.52,1603274958.6,4992076197.17,3024534542.72
324,39438840079.2,8362146081.44,51087137017.6,22564742625.6,12807972212.8,73068823052.5,227512523886.0,137842344591.0
3241,39438840079.2,8362146081.44,51087137017.6,22564742625.6,12807972212.8,73068823052.5,227512523886.0,137842344591.0
32411,39438840079.2,8362146081.44,51087137017.6,22564742625.6,12807972212.8,73068823052.5,227512523886.0,137842344591.0
324110,39438840079.2,8362146081.44,51087137017.6,22564742625.6,12807972212.8,73068823052.5,227512523886.0,137842344591.0
325,34132948554.1,7237147477.64,44214145651.8,19529002314.3,11084855836.2,63238532704.2,196904200470.0,119297769586.0
3251,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32511,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
325110,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
32512,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
325120,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
32513,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
325130,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
32518,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
325180,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
32519,975227101.547,206775642.218,1263261304.34,557971494.693,316710166.747,1806815220.12,5625834299.13,3408507702.47
325193,325075700.516,68925214.0728,421087101.446,185990498.231,105570055.582,602271740.04,1875278099.71,1136169234.16
325194,325075700.516,68925214.0728,421087101.446,185990498.231,105570055.582,602271740.04,1875278099.71,1136169234.16
325199,325075700.516,68925214.0728,421087101.446,185990498.231,105570055.582,602271740.04,1875278099.71,1136169234.16
3252,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32521,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325211,1219033876.93,258469552.773,1579076630.42,697464368.366,395887708.434,2258519025.15,7032292873.91,4260634628.08
325212,1219033876.93,258469552.773,1579076630.42,697464368.366,395887708.434,2258519025.15,7032292873.91,4260634628.08
32522,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325220,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
3253,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32531,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325311,812689251.289,172313035.182,1052717753.62,464976245.577,263925138.956,1505679350.1,4688195249.28,2840423085.39
325312,812689251.289,172313035.182,1052717753.62,464976245.577,263925138.956,1505679350.1,4688195249.28,2840423085.39
325314,812689251.289,172313035.182,1052717753.62,464976245.577,263925138.956,1505679350.1,4688195249.28,2840423085.39
32532,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325320,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
3254,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32541,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
325411,1219033876.93,258469552.773,1579076630.42,697464368.366,395887708.434,2258519025.15,7032292873.91,4260634628.08
325412,1219033876.93,258469552.773,1579076630.42,697464368.366,395887708.434,2258519025.15,7032292873.91,4260634628.08
325413,1219033876.93,258469552.773,1579076630.42,697464368.366,395887708.434,2258519025.15,7032292873.91,4260634628.08
325414,1219033876.93,258469552.773,1579076630.42,697464368.366,395887708.434,2258519025.15,7032292873.91,4260634628.08
3255,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32551,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325510,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
32552,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325520,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
3256,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32561,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325611,812689251.289,172313035.182,1052717753.62,464976245.577,263925138.956,1505679350.1,4688195249.28,2840423085.39
325612,812689251.289,172313035.182,1052717753.62,464976245.577,263925138.956,1505679350.1,4688195249.28,2840423085.39
325613,812689251.289,172313035.182,1052717753.62,464976245.577,263925138.956,1505679350.1,4688195249.28,2840423085.39
32562,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
325620,2438067753.87,516939105.546,3158153260.85,1394928736.73,791775416.868,4517038050.3,14064585747.8,8521269256.17
3259,4876135507.74,1033878211.09,6316306521.69,2789857473.46,1583550833.74,9034076100.6,28129171495.7,17042538512.3
32591,1625378502.58,344626070.364,2105435507.23,929952491.155,527850277.912,3011358700.2,9376390498.55,5680846170.78
325910,1625378502.58,344626070.364,2105435507.23,929952491.155,527850277.912,3011358700.2,9376390498.55,5680846170.78
32592,1625378502.58,344626070.364,2105435507.23,929952491.155,527850277.912,3011358700.2,9376390498.55,5680846170.78
325920,1625378502.58,344626070.364,2105435507.23,929952491.155,527850277.912,3011358700.2,9376390498.55,5680846170.78
32599,1625378502.58,344626070.364,2105435507.23,929952491.155,527850277.912,3011358700.2,9376390498.55,5680846170.78
325991,541792834.193,114875356.788,701811835.744,309984163.718,175950092.637,1003786233.4,3125463499.52,1893615390.26
325992,541792834.193,114875356.788,701811835.744,309984163.718,175950092.637,1003786233.4,3125463499.52,1893615390.26
325998,541792834.193,114875356.788,701811835.744,309984163.718,175950092.637,1003786233.4,3125463499.52,1893615390.26
326,3918114483.93,830750742.483,5075333125.65,2241730353.38,1272428431.87,7259138791.88,22602594633.2,13694167621.5
3261,1959057241.96,415375371.241,2537666562.83,1120865176.69,636214215.936,3629569395.94,11301297316.6,6847083810.75
32611,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326111,93288440.0935,19779779.5829,120841264.896,53374532.2233,30295915.0446,172836637.902,538157015.077,326051610.036
326112,93288440.0935,19779779.5829,120841264.896,53374532.2233,30295915.0446,172836637.902,538157015.077,326051610.036
326113,93288440.0935,19779779.5829,120841264.896,53374532.2233,30295915.0446,172836637.902,538157015.077,326051610.036
32612,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326121,139932660.14,29669669.3744,181261897.345,80061798.335,45443872.5668,259254956.853,807235522.615,489077415.054
326122,139932660.14,29669669.3744,181261897.345,80061798.335,45443872.5668,259254956.853,807235522.615,489077415.054
32613,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326130,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
32614,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326140,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
32615,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326150,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
32616,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326160,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
32619,279865320.281,59339338.7488,362523794.689,160123596.67,90887745.1337,518509913.706,1614471045.23,978154830.107
326191,139932660.14,29669669.3744,181261897.345,80061798.335,45443872.5668,259254956.853,807235522.615,489077415.054
326199,139932660.14,29669669.3744,181261897.345,80061798.335,45443872.5668,259254956.853,807235522.615,489077415.054
3262,1959057241.96,415375371.241,2537666562.83,1120865176.69,636214215.936,3629569395.94,11301297316.6,6847083810.75
32621,653019080.655,138458457.08,845888854.275,373621725.563,212071405.312,1209856465.31,3767099105.54,2282361270.25
326211,326509540.327,69229228.5402,422944427.138,186810862.782,106035702.656,604928232.657,1883549552.77,1141180635.13
326212,326509540.327,69229228.5402,422944427.138,186810862.782,106035702.656,604928232.657,1883549552.77,1141180635.13
32622,653019080.655,138458457.08,845888854.275,373621725.563,212071405.312,1209856465.31,3767099105.54,2282361270.25
326220,653019080.655,138458457.08,845888854.275,373621725.563,212071405.312,1209856465.31,3767099105.54,2282361270.25
32629,653019080.655,138458457.08,845888854.275,373621725.563,212071405.312,1209856465.31,3767099105.54,2282361270.25
326291,326509540.327,69229228.5402,422944427.138,186810862.782,106035702.656,604928232.657,1883549552.77,1141180635.13
326299,326509540.327,69229228.5402,422944427.138,186810862.782,106035702.656,604928232.657,1883549552.77,1141180635.13
327,4830806783.57,1024267243.52,6257589918.01,2763922861.99,1568830090.47,8950095017.01,27867681745.5,16884110485.4
3271,966161356.713,204853448.703,1251517983.6,552784572.398,313766018.094,1790019003.4,5573536349.09,3376822097.09
32711,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
327110,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
32712,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
327120,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
3272,966161356.713,204853448.703,1251517983.6,552784572.398,313766018.094,1790019003.4,5573536349.09,3376822097.09
32721,966161356.713,204853448.703,1251517983.6,552784572.398,313766018.094,1790019003.4,5573536349.09,3376822097.09
327211,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327212,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327213,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327215,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
3273,966161356.713,204853448.703,1251517983.6,552784572.398,313766018.094,1790019003.4,5573536349.09,3376822097.09
32731,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327310,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
32732,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327320,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
32733,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327331,120770169.589,25606681.0879,156439747.95,69098071.5498,39220752.2617,223752375.425,696692043.637,422102762.136
327332,120770169.589,25606681.0879,156439747.95,69098071.5498,39220752.2617,223752375.425,696692043.637,422102762.136
32739,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
327390,241540339.178,51213362.1759,312879495.901,138196143.1,78441504.5234,447504750.85,1393384087.27,844205524.272
3274,966161356.713,204853448.703,1251517983.6,552784572.398,313766018.094,1790019003.4,5573536349.09,3376822097.09
32741,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
327410,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
32742,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
327420,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
3279,966161356.713,204853448.703,1251517983.6,552784572.398,313766018.094,1790019003.4,5573536349.09,3376822097.09
32791,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
327910,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
32799,483080678.357,102426724.352,625758991.801,276392286.199,156883009.047,895009501.701,2786768174.55,1688411048.54
327991,120770169.589,25606681.0879,156439747.95,69098071.5498,39220752.2617,223752375.425,696692043.637,422102762.136
327992,120770169.589,25606681.0879,156439747.95,69098071.5498,39220752.2617,223752375.425,696692043.637,422102762.136
327993,120770169.589,25606681.0879,156439747.95,69098071.5498,39220752.2617,223752375.425,696692043.637,422102762.136
327999,120770169.589,25606681.0879,156439747.95,69098071.5498,39220752.2617,223752375.425,696692043.637,422102762.136
331,6177551351.66,1309815063.64,8002096707.26,3534456287.94,2006192522.31,11445225207.1,35636704746.7,21591105631.8
3313,6177551351.66,1309815063.64,8002096707.26,3534456287.94,2006192522.31,11445225207.1,35636704746.7,21591105631.8
33131,6177551351.66,1309815063.64,8002096707.26,3534456287.94,2006192522.31,11445225207.1,35636704746.7,21591105631.8
331315,6177551351.66,1309815063.64,8002096707.26,3534456287.94,2006192522.31,11445225207.1,35636704746.7,21591105631.8
332,7255135248.67,1538293232.46,9397945978.78,4150990730.75,2356143600.54,13441678118.4,41853009070.4,25357359673.7
3322,7255135248.67,1538293232.46,9397945978.78,4150990730.75,2356143600.54,13441678118.4,41853009070.4,25357359673.7
33221,7255135248.67,1538293232.46,9397945978.78,4150990730.75,2356143600.54,13441678118.4,41853009070.4,25357359673.7
332215,7255135248.67,1538293232.46,9397945978.78,4150990730.75,2356143600.54,13441678118.4,41853009070.4,25357359673.7
333,11283099656.2,2392335255.99,14615573301.9,6455571189.47,3664246376.94,20904337211.9,65089299657.2,39435462801.3
3331,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33311,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333111,268645229.91,56960363.2378,347989840.522,153704075.94,87243961.3558,497722314.57,1549745229.93,938939590.507
333112,268645229.91,56960363.2378,347989840.522,153704075.94,87243961.3558,497722314.57,1549745229.93,938939590.507
33312,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333120,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
33313,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333131,268645229.91,56960363.2378,347989840.522,153704075.94,87243961.3558,497722314.57,1549745229.93,938939590.507
333132,268645229.91,56960363.2378,347989840.522,153704075.94,87243961.3558,497722314.57,1549745229.93,938939590.507
3332,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33324,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
333241,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333242,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333243,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333244,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333249,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
3333,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33331,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
333314,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333316,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333318,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
3334,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33341,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
333413,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333414,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333415,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
3335,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33351,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
333511,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333514,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333515,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333517,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
333519,322374275.891,68352435.8853,417587808.626,184444891.128,104692753.627,597266777.484,1859694275.92,1126727508.61
3336,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33361,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
333611,402967844.864,85440544.8567,521984760.783,230556113.91,130865942.034,746583471.855,2324617844.9,1408409385.76
333612,402967844.864,85440544.8567,521984760.783,230556113.91,130865942.034,746583471.855,2324617844.9,1408409385.76
333613,402967844.864,85440544.8567,521984760.783,230556113.91,130865942.034,746583471.855,2324617844.9,1408409385.76
333618,402967844.864,85440544.8567,521984760.783,230556113.91,130865942.034,746583471.855,2324617844.9,1408409385.76
3339,1611871379.46,341762179.427,2087939043.13,922224455.639,523463768.135,2986333887.42,9298471379.59,5633637543.04
33391,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333911,179096819.94,37973575.4918,231993227.014,102469383.96,58162640.9039,331814876.38,1033163486.62,625959727.004
333912,179096819.94,37973575.4918,231993227.014,102469383.96,58162640.9039,331814876.38,1033163486.62,625959727.004
333913,179096819.94,37973575.4918,231993227.014,102469383.96,58162640.9039,331814876.38,1033163486.62,625959727.004
33392,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333921,134322614.955,28480181.6189,173994920.261,76852037.9699,43621980.6779,248861157.285,774872614.966,469469795.253
333922,134322614.955,28480181.6189,173994920.261,76852037.9699,43621980.6779,248861157.285,774872614.966,469469795.253
333923,134322614.955,28480181.6189,173994920.261,76852037.9699,43621980.6779,248861157.285,774872614.966,469469795.253
333924,134322614.955,28480181.6189,173994920.261,76852037.9699,43621980.6779,248861157.285,774872614.966,469469795.253
33399,537290459.819,113920726.476,695979681.043,307408151.88,174487922.712,995444629.139,3099490459.86,1877879181.01
333991,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333992,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333993,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333994,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333995,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333996,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333997,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
333999,67161307.4774,14240090.8094,86997460.1304,38426018.985,21810990.339,124430578.642,387436307.483,234734897.627
334,24481485256.6,5190765133.96,31712113976.7,14006964018.2,7950492009.04,45357148199.3,141227391273.0,85565024733.9
3341,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
33411,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
334111,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
334112,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
334118,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
3342,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
33421,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
334210,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
33422,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
334220,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
33429,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
334290,1360082514.26,288375840.775,1761784109.82,778164667.678,441694000.502,2519841566.63,7845966181.85,4753612485.22
3343,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
33431,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
334310,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
3344,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
33441,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
334412,680041257.129,144187920.388,880892054.909,389082333.839,220847000.251,1259920783.31,3922983090.92,2376806242.61
334413,680041257.129,144187920.388,880892054.909,389082333.839,220847000.251,1259920783.31,3922983090.92,2376806242.61
334416,680041257.129,144187920.388,880892054.909,389082333.839,220847000.251,1259920783.31,3922983090.92,2376806242.61
334417,680041257.129,144187920.388,880892054.909,389082333.839,220847000.251,1259920783.31,3922983090.92,2376806242.61
334418,680041257.129,144187920.388,880892054.909,389082333.839,220847000.251,1259920783.31,3922983090.92,2376806242.61
334419,680041257.129,144187920.388,880892054.909,389082333.839,220847000.251,1259920783.31,3922983090.92,2376806242.61
3345,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
33451,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
334510,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334511,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334512,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334513,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334514,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334515,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334516,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334517,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
334519,453360838.086,96125280.2584,587261369.939,259388222.559,147231333.501,839947188.875,2615322060.62,1584537495.07
3346,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
33461,4080247542.77,865127522.326,5285352329.45,2334494003.03,1325082001.51,7559524699.88,23537898545.5,14260837455.7
334613,2040123771.39,432563761.163,2642676164.73,1167247001.52,662541000.753,3779762349.94,11768949272.8,7130418727.83
334614,2040123771.39,432563761.163,2642676164.73,1167247001.52,662541000.753,3779762349.94,11768949272.8,7130418727.83
335,12159166170.4,2578086057.84,15750386850.1,6956808431.15,3948753617.73,22527436394.9,70143102034.2,42497395203.3
3351,3039791542.6,644521514.46,3937596712.54,1739202107.79,987188404.432,5631859098.72,17535775508.6,10624348800.8
33511,1519895771.3,322260757.23,1968798356.27,869601053.894,493594202.216,2815929549.36,8767887754.28,5312174400.42
335110,1519895771.3,322260757.23,1968798356.27,869601053.894,493594202.216,2815929549.36,8767887754.28,5312174400.42
33512,1519895771.3,322260757.23,1968798356.27,869601053.894,493594202.216,2815929549.36,8767887754.28,5312174400.42
335121,506631923.767,107420252.41,656266118.756,289867017.965,164531400.739,938643183.12,2922629251.43,1770724800.14
335122,506631923.767,107420252.41,656266118.756,289867017.965,164531400.739,938643183.12,2922629251.43,1770724800.14
335129,506631923.767,107420252.41,656266118.756,289867017.965,164531400.739,938643183.12,2922629251.43,1770724800.14
3352,3039791542.6,644521514.46,3937596712.54,1739202107.79,987188404.432,5631859098.72,17535775508.6,10624348800.8
33521,1519895771.3,322260757.23,1968798356.27,869601053.894,493594202.216,2815929549.36,8767887754.28,5312174400.42
