,Codes:,Financial_Income
355,31211.0,7525158625.073059
356,312111.0,2508386208.3576865
357,312112.0,2508386208.3576865
358,312113.0,2508386208.3576865
359,31212.0,7525158625.073059
360,312120.0,7525158625.073059
361,31213.0,7525158625.073059
362,312130.0,7525158625.073059
363,31214.0,7525158625.073059
364,312140.0,7525158625.073059
365,3122.0,30100634500.292236
366,31223.0,30100634500.292236
367,312230.0,30100634500.292236
368,313.0,60201269000.58447
369,3131.0,20067089666.861492
370,31311.0,20067089666.861492
371,313110.0,20067089666.861492
372,3132.0,20067089666.861492
373,31321.0,5016772416.715373
374,313210.0,5016772416.715373
375,31322.0,5016772416.715373
376,313220.0,5016772416.715373
377,31323.0,5016772416.715373
378,313230.0,5016772416.715373
379,31324.0,5016772416.715373
380,313240.0,5016772416.715373
381,3133.0,20067089666.861492
382,31331.0,10033544833.430746
383,313310.0,10033544833.430746
384,31332.0,10033544833.430746
385,313320.0,10033544833.430746
386,314.0,60201269000.58447
387,3141.0,30100634500.292236
388,31411.0,15050317250.146118
389,314110.0,15050317250.146118
390,31412.0,15050317250.146118
391,314120.0,15050317250.146118
392,3149.0,30100634500.292236
393,31491.0,15050317250.146118
394,314910.0,15050317250.146118
395,31499.0,15050317250.146118
396,314994.0,7525158625.073059
397,314999.0,7525158625.073059
398,315.0,60201269000.58447
399,3151.0,20067089666.861492
400,31511.0,10033544833.430746
401,315110.0,10033544833.430746
402,31519.0,10033544833.430746
403,315190.0,10033544833.430746
404,3152.0,20067089666.861492
405,31521.0,5016772416.715373
406,315210.0,5016772416.715373
407,31522.0,5016772416.715373
408,315220.0,5016772416.715373
409,31524.0,5016772416.715373
410,315240.0,5016772416.715373
411,31528.0,5016772416.715373
412,315280.0,5016772416.715373
413,3159.0,20067089666.861492
414,31599.0,20067089666.861492
415,315990.0,20067089666.861492
416,316.0,60201269000.58447
417,3161.0,20067089666.861492
418,31611.0,20067089666.861492
419,316110.0,20067089666.861492
420,3162.0,20067089666.861492
421,31621.0,20067089666.861492
422,316210.0,20067089666.861492
423,3169.0,20067089666.861492
424,31699.0,20067089666.861492
425,316992.0,10033544833.430746
426,316998.0,10033544833.430746
427,321.0,89939711757.86101
428,3211.0,29979903919.287003
429,32111.0,29979903919.287003
430,321113.0,14989951959.643501
431,321114.0,14989951959.643501
432,3212.0,29979903919.287003
433,32121.0,29979903919.287003
434,321211.0,5995980783.857401
435,321212.0,5995980783.857401
436,321213.0,5995980783.857401
437,321214.0,5995980783.857401
438,321219.0,5995980783.857401
439,3219.0,29979903919.287003
440,32191.0,9993301306.429
441,321911.0,3331100435.4763336
442,321912.0,3331100435.4763336
443,321918.0,3331100435.4763336
444,32192.0,9993301306.429
445,321920.0,9993301306.429
446,32199.0,9993301306.429
447,321991.0,3331100435.4763336
448,321992.0,3331100435.4763336
449,321999.0,3331100435.4763336
450,322.0,60201269000.58447
451,3221.0,30100634500.292236
452,32211.0,10033544833.430746
453,322110.0,10033544833.430746
454,32212.0,10033544833.430746
455,322121.0,5016772416.715373
456,322122.0,5016772416.715373
457,32213.0,10033544833.430746
458,322130.0,10033544833.430746
459,3222.0,30100634500.292236
460,32221.0,7525158625.073059
461,322211.0,2508386208.3576865
462,322212.0,2508386208.3576865
463,322219.0,2508386208.3576865
464,32222.0,7525158625.073059
465,322220.0,7525158625.073059
466,32223.0,7525158625.073059
467,322230.0,7525158625.073059
468,32229.0,7525158625.073059
469,322291.0,3762579312.5365295
470,322299.0,3762579312.5365295
471,323.0,60201269000.58447
472,3231.0,60201269000.58447
473,32311.0,30100634500.292236
474,323111.0,10033544833.430746
475,323113.0,10033544833.430746
476,323117.0,10033544833.430746
477,32312.0,30100634500.292236
478,323120.0,30100634500.292236
479,324.0,60201269000.58447
480,3241.0,60201269000.58447
481,32411.0,20067089666.861492
482,324110.0,20067089666.861492
483,32412.0,20067089666.861492
484,324121.0,10033544833.430746
485,324122.0,10033544833.430746
486,32419.0,20067089666.861492
487,324191.0,10033544833.430746
488,324199.0,10033544833.430746
489,325.0,60201269000.58447
490,3251.0,8600181285.797781
491,32511.0,1720036257.1595562
492,325110.0,1720036257.1595562
493,32512.0,1720036257.1595562
494,325120.0,1720036257.1595562
495,32513.0,1720036257.1595562
496,325130.0,1720036257.1595562
497,32518.0,1720036257.1595562
498,325180.0,1720036257.1595562
499,32519.0,1720036257.1595562
500,325193.0,573345419.0531853
501,325194.0,573345419.0531853
502,325199.0,573345419.0531853
503,3252.0,8600181285.797781
504,32521.0,4300090642.8988905
505,325211.0,2150045321.4494452
506,325212.0,2150045321.4494452
507,32522.0,4300090642.8988905
508,325220.0,4300090642.8988905
509,3253.0,8600181285.797781
510,32531.0,4300090642.8988905
511,325311.0,1433363547.6329634
512,325312.0,1433363547.6329634
513,325314.0,1433363547.6329634
514,32532.0,4300090642.8988905
515,325320.0,4300090642.8988905
516,3254.0,8600181285.797781
517,32541.0,8600181285.797781
518,325411.0,2150045321.4494452
519,325412.0,2150045321.4494452
520,325413.0,2150045321.4494452
521,325414.0,2150045321.4494452
522,3255.0,8600181285.797781
523,32551.0,4300090642.8988905
524,325510.0,4300090642.8988905
525,32552.0,4300090642.8988905
526,325520.0,4300090642.8988905
527,3256.0,8600181285.797781
528,32561.0,4300090642.8988905
529,325611.0,1433363547.6329634
530,325612.0,1433363547.6329634
531,325613.0,1433363547.6329634
532,32562.0,4300090642.8988905
533,325620.0,4300090642.8988905
534,3259.0,8600181285.797781
535,32591.0,2866727095.265927
536,325910.0,2866727095.265927
537,32592.0,2866727095.265927
538,325920.0,2866727095.265927
539,32599.0,2866727095.265927
540,325991.0,955575698.4219756
541,325992.0,955575698.4219756
542,325998.0,955575698.4219756
543,326.0,60201269000.58447
544,3261.0,30100634500.292236
545,32611.0,4300090642.8988905
546,326111.0,1433363547.6329634
547,326112.0,1433363547.6329634
548,326113.0,1433363547.6329634
549,32612.0,4300090642.8988905
550,326121.0,2150045321.4494452
551,326122.0,2150045321.4494452
552,32613.0,4300090642.8988905
553,326130.0,4300090642.8988905
554,32614.0,4300090642.8988905
555,326140.0,4300090642.8988905
556,32615.0,4300090642.8988905
557,326150.0,4300090642.8988905
558,32616.0,4300090642.8988905
559,326160.0,4300090642.8988905
560,32619.0,4300090642.8988905
561,326191.0,2150045321.4494452
562,326199.0,2150045321.4494452
563,3262.0,30100634500.292236
564,32621.0,10033544833.430746
565,326211.0,5016772416.715373
566,326212.0,5016772416.715373
567,32622.0,10033544833.430746
568,326220.0,10033544833.430746
569,32629.0,10033544833.430746
570,326291.0,5016772416.715373
571,326299.0,5016772416.715373
572,327.0,89939711757.86101
573,3271.0,17987942351.5722
574,32711.0,8993971175.7861
575,327110.0,8993971175.7861
576,32712.0,8993971175.7861
577,327120.0,8993971175.7861
578,3272.0,17987942351.5722
579,32721.0,17987942351.5722
580,327211.0,4496985587.89305
581,327212.0,4496985587.89305
582,327213.0,4496985587.89305
583,327215.0,4496985587.89305
584,3273.0,17987942351.5722
585,32731.0,4496985587.89305
586,327310.0,4496985587.89305
587,32732.0,4496985587.89305
588,327320.0,4496985587.89305
589,32733.0,4496985587.89305
590,327331.0,2248492793.946525
591,327332.0,2248492793.946525
592,32739.0,4496985587.89305
593,327390.0,4496985587.89305
594,3274.0,17987942351.5722
595,32741.0,8993971175.7861
596,327410.0,8993971175.7861
597,32742.0,8993971175.7861
598,327420.0,8993971175.7861
599,3279.0,17987942351.5722
600,32791.0,8993971175.7861
601,327910.0,8993971175.7861
602,32799.0,8993971175.7861
603,327991.0,2248492793.946525
604,327992.0,2248492793.946525
605,327993.0,2248492793.946525
606,327999.0,2248492793.946525
607,331.0,89939711757.86101
608,3311.0,17987942351.5722
609,33111.0,17987942351.5722
610,331110.0,17987942351.5722
611,3312.0,17987942351.5722
612,33121.0,8993971175.7861
613,331210.0,8993971175.7861
614,33122.0,8993971175.7861
615,331221.0,4496985587.89305
616,331222.0,4496985587.89305
617,3313.0,17987942351.5722
618,33131.0,17987942351.5722
619,331313.0,4496985587.89305
620,331314.0,4496985587.89305
621,331315.0,4496985587.89305
622,331318.0,4496985587.89305
623,3314.0,17987942351.5722
624,33141.0,5995980783.8574
625,331410.0,5995980783.8574
626,33142.0,5995980783.8574
627,331420.0,5995980783.8574
628,33149.0,5995980783.8574
629,331491.0,2997990391.9287
630,331492.0,2997990391.9287
631,3315.0,17987942351.5722
632,33151.0,8993971175.7861
633,331511.0,2997990391.9287
634,331512.0,2997990391.9287
635,331513.0,2997990391.9287
636,33152.0,8993971175.7861
637,331523.0,2997990391.9287
638,331524.0,2997990391.9287
639,331529.0,2997990391.9287
640,332.0,89939711757.86101
641,3321.0,9993301306.429
642,33211.0,9993301306.429
643,332111.0,1998660261.2858002
644,332112.0,1998660261.2858002
645,332114.0,1998660261.2858002
646,332117.0,1998660261.2858002
647,332119.0,1998660261.2858002
648,3322.0,9993301306.429
649,33221.0,9993301306.429
650,332215.0,4996650653.2145
651,332216.0,4996650653.2145
652,3323.0,9993301306.429
653,33231.0,4996650653.2145
654,332311.0,1665550217.7381668
655,332312.0,1665550217.7381668
656,332313.0,1665550217.7381668
657,33232.0,4996650653.2145
658,332321.0,1665550217.7381668
659,332322.0,1665550217.7381668
660,332323.0,1665550217.7381668
661,3324.0,9993301306.429
662,33241.0,3331100435.4763336
663,332410.0,3331100435.4763336
664,33242.0,3331100435.4763336
665,332420.0,3331100435.4763336
666,33243.0,3331100435.4763336
667,332431.0,1665550217.7381668
668,332439.0,1665550217.7381668
669,3325.0,9993301306.429
670,33251.0,9993301306.429
671,332510.0,9993301306.429
672,3326.0,9993301306.429
673,33261.0,9993301306.429
674,332613.0,4996650653.2145
675,332618.0,4996650653.2145
676,3327.0,9993301306.429
677,33271.0,4996650653.2145
678,332710.0,4996650653.2145
679,33272.0,4996650653.2145
680,332721.0,2498325326.60725
681,332722.0,2498325326.60725
682,3328.0,9993301306.429
683,33281.0,9993301306.429
684,332811.0,3331100435.4763336
685,332812.0,3331100435.4763336
686,332813.0,3331100435.4763336
687,3329.0,9993301306.429
688,33291.0,4996650653.2145
689,332911.0,1249162663.303625
690,332912.0,1249162663.303625
691,332913.0,1249162663.303625
692,332919.0,1249162663.303625
693,33299.0,4996650653.2145
694,332991.0,832775108.8690834
695,332992.0,832775108.8690834
696,332993.0,832775108.8690834
697,332994.0,832775108.8690834
698,332996.0,832775108.8690834
699,332999.0,832775108.8690834
700,333.0,89939711757.86101
701,3331.0,12848530251.123001
702,33311.0,4282843417.0410004
703,333111.0,2141421708.5205002
704,333112.0,2141421708.5205002
705,33312.0,4282843417.0410004
706,333120.0,4282843417.0410004
707,33313.0,4282843417.0410004
708,333131.0,2141421708.5205002
709,333132.0,2141421708.5205002
710,3332.0,12848530251.123001
711,33324.0,12848530251.123001
712,333241.0,2569706050.2246003
713,333242.0,2569706050.2246003
714,333243.0,2569706050.2246003
715,333244.0,2569706050.2246003
716,333249.0,2569706050.2246003
717,3333.0,12848530251.123001
718,33331.0,12848530251.123001
719,333314.0,4282843417.0410004
720,333316.0,4282843417.0410004
721,333318.0,4282843417.0410004
722,3334.0,12848530251.123001
723,33341.0,12848530251.123001
724,333413.0,4282843417.0410004
725,333414.0,4282843417.0410004
726,333415.0,4282843417.0410004
727,3335.0,12848530251.123001
728,33351.0,12848530251.123001
729,333511.0,2569706050.2246003
730,333514.0,2569706050.2246003
731,333515.0,2569706050.2246003
732,333517.0,2569706050.2246003
733,333519.0,2569706050.2246003
734,3336.0,12848530251.123001
735,33361.0,12848530251.123001
736,333611.0,3212132562.7807503
737,333612.0,3212132562.7807503
738,333613.0,3212132562.7807503
739,333618.0,3212132562.7807503
740,3339.0,12848530251.123001
741,33391.0,4282843417.0410004
742,333911.0,1427614472.3470001
743,333912.0,1427614472.3470001
744,333913.0,1427614472.3470001
745,33392.0,4282843417.0410004
746,333921.0,1070710854.2602501
747,333922.0,1070710854.2602501
748,333923.0,1070710854.2602501
749,333924.0,1070710854.2602501
750,33399.0,4282843417.0410004
751,333991.0,535355427.13012505
752,333992.0,535355427.13012505
753,333993.0,535355427.13012505
754,333994.0,535355427.13012505
755,333995.0,535355427.13012505
756,333996.0,535355427.13012505
757,333997.0,535355427.13012505
758,333999.0,535355427.13012505
759,334.0,89939711757.86101
760,3341.0,14989951959.643501
761,33411.0,14989951959.643501
762,334111.0,4996650653.2145
763,334112.0,4996650653.2145
764,334118.0,4996650653.2145
765,3342.0,14989951959.643501
766,33421.0,4996650653.2145
767,334210.0,4996650653.2145
768,33422.0,4996650653.2145
769,334220.0,4996650653.2145
770,33429.0,4996650653.2145
771,334290.0,4996650653.2145
772,3343.0,14989951959.643501
773,33431.0,14989951959.643501
774,334310.0,14989951959.643501
775,3344.0,14989951959.643501
776,33441.0,14989951959.643501
777,334412.0,2498325326.60725
778,334413.0,2498325326.60725
779,334416.0,2498325326.60725
780,334417.0,2498325326.60725
781,334418.0,2498325326.60725
782,334419.0,2498325326.60725
783,3345.0,14989951959.643501
784,33451.0,14989951959.643501
785,334510.0,1665550217.7381668
786,334511.0,1665550217.7381668
787,334512.0,1665550217.7381668
788,334513.0,1665550217.7381668
789,334514.0,1665550217.7381668
790,334515.0,1665550217.7381668
791,334516.0,1665550217.7381668
792,334517.0,1665550217.7381668
793,334519.0,1665550217.7381668
794,3346.0,14989951959.643501
795,33461.0,14989951959.643501
796,334613.0,7494975979.821751
797,334614.0,7494975979.821751
798,335.0,89939711757.86101
799,3351.0,22484927939.465252
800,33511.0,11242463969.732626
801,335110.0,11242463969.732626
802,33512.0,11242463969.732626
803,335121.0,3747487989.9108753
804,335122.0,3747487989.9108753
805,335129.0,3747487989.9108753
806,3352.0,22484927939.465252
807,33521.0,11242463969.732626
808,335210.0,11242463969.732626
809,33522.0,11242463969.732626
810,335221.0,2810615992.4331565
811,335222.0,2810615992.4331565
812,335224.0,2810615992.4331565
813,335228.0,2810615992.4331565
814,3353.0,22484927939.465252
815,33531.0,22484927939.465252
816,335311.0,5621231984.866313
817,335312.0,5621231984.866313
818,335313.0,5621231984.866313
819,335314.0,5621231984.866313
820,3359.0,22484927939.465252
821,33591.0,5621231984.866313
822,335911.0,2810615992.4331565
823,335912.0,2810615992.4331565
824,33592.0,5621231984.866313
825,335921.0,2810615992.4331565
826,335929.0,2810615992.4331565
827,33593.0,5621231984.866313
828,335931.0,2810615992.4331565
829,335932.0,2810615992.4331565
830,33599.0,5621231984.866313
831,335991.0,2810615992.4331565
832,335999.0,2810615992.4331565
833,336.0,89939711757.86101
834,3361.0,12848530251.123001
835,33611.0,6424265125.561501
836,336111.0,3212132562.7807503
837,336112.0,3212132562.7807503
838,33612.0,6424265125.561501
839,336120.0,6424265125.561501
840,3362.0,12848530251.123001
841,33621.0,12848530251.123001
842,336211.0,3212132562.7807503
843,336212.0,3212132562.7807503
844,336213.0,3212132562.7807503
845,336214.0,3212132562.7807503
846,3363.0,12848530251.123001
847,33631.0,1606066281.3903751
848,336310.0,1606066281.3903751
849,33632.0,1606066281.3903751
850,336320.0,1606066281.3903751
851,33633.0,1606066281.3903751
852,336330.0,1606066281.3903751
853,33634.0,1606066281.3903751
854,336340.0,1606066281.3903751
855,33635.0,1606066281.3903751
856,336350.0,1606066281.3903751
857,33636.0,1606066281.3903751
858,336360.0,1606066281.3903751
859,33637.0,1606066281.3903751
860,336370.0,1606066281.3903751
861,33639.0,1606066281.3903751
862,336390.0,1606066281.3903751
863,3364.0,12848530251.123001
864,33641.0,12848530251.123001
865,336411.0,2141421708.5205002
866,336412.0,2141421708.5205002
867,336413.0,2141421708.5205002
868,336414.0,2141421708.5205002
869,336415.0,2141421708.5205002
870,336419.0,2141421708.5205002
871,3365.0,12848530251.123001
872,33651.0,12848530251.123001
873,336510.0,12848530251.123001
874,3366.0,12848530251.123001
875,33661.0,12848530251.123001
876,336611.0,6424265125.561501
877,336612.0,6424265125.561501
878,3369.0,12848530251.123001
879,33699.0,12848530251.123001
880,336991.0,4282843417.0410004
881,336992.0,4282843417.0410004
882,336999.0,4282843417.0410004
883,337.0,89939711757.86101
884,3371.0,29979903919.287003
885,33711.0,14989951959.643501
886,337110.0,14989951959.643501
887,33712.0,14989951959.643501
888,337121.0,2997990391.9287004
889,337122.0,2997990391.9287004
890,337124.0,2997990391.9287004
891,337125.0,2997990391.9287004
892,337127.0,2997990391.9287004
893,3372.0,29979903919.287003
894,33721.0,29979903919.287003
895,337211.0,7494975979.821751
896,337212.0,7494975979.821751
897,337214.0,7494975979.821751
898,337215.0,7494975979.821751
899,3379.0,29979903919.287003
900,33791.0,14989951959.643501
901,337910.0,14989951959.643501
902,33792.0,14989951959.643501
903,337920.0,14989951959.643501
904,339.0,89939711757.86101
905,3391.0,44969855878.930504
906,33911.0,44969855878.930504
907,339112.0,8993971175.7861
908,339113.0,8993971175.7861
909,339114.0,8993971175.7861
910,339115.0,8993971175.7861
911,339116.0,8993971175.7861
912,3399.0,44969855878.930504
913,33991.0,7494975979.821751
914,339910.0,7494975979.821751
915,33992.0,7494975979.821751
