NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[237]],9816349.62,168514001.8,0,29449048.86,36356850.44,0,21450541.76,191418817.6,813302744.4,52353864.64,8907428.358,421739465.1,79985070.97,17269503.96,0,881835407.5,2363195.279,13452034.66,339754767.4,50717806.37,1932003033,986543136.8,4529881781,2093245664,1784030651,205052636.5,104344160.8,0,0,802577473.5,-1.67E-07,149063086.8,16059002625,383382987.9,117614411.2,243590898,2181411.027,46536768.57,1443003394,5050693664,0,363568.5044,1.67E-07,28540127.6,0,2596606259,306670033.5,136701757.7,1965451335,2921454717,895287442.2,22359463.02,1817842.522,129066819.1,89256067.84,7998507.097,2181411.027,6.67E-07,54535275.66,83438971.77,1.04E-08,5.21E-09,0,0,0,17087719.71,908012339.8,473184408.5,4726390.558,328484143.8,42355730.77,102708102.5,104707729.3,67805526.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[2371]],218685.2443,3754096.693,0,656055.7328,809945.3491,0,477867.756,4264362.263,18118477.46,1166321.303,198436.6105,9395366.049,1781879.768,384724.0408,0,19645224.44,52646.44769,299679.7792,7568939.287,1129873.762,43040495.85,21977867.05,100915140.8,46632603.47,39744018.28,4568091.769,2324543.152,0,0,17879543.58,-3.72E-09,3320775.931,357756910.4,8540873.706,2620173.204,5426633.839,48596.72095,1036730.047,32146730.91,112517607.9,0,8099.453491,3.72E-09,635807.099,0,57846296.83,6831889.02,3045394.513,43785645.57,65083158.53,19944904.22,498116.3897,40497.26745,2875305.989,1988415.832,178187.9768,48596.72095,1.49E-08,1214918.024,1858824.576,2.32E-10,1.16E-10,0,0,0,380674.3141,20228385.09,10541438.72,105292.8954,7317856.229,943586.3317,2288095.611,2332642.605,1510548.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23711]],72895.08142,1251365.564,0,218685.2443,269981.783,0,159289.252,1421454.088,6039492.486,388773.7676,66145.53684,3131788.683,593959.9227,128241.3469,0,6548408.147,17548.8159,99893.25972,2522979.762,376624.5873,14346831.95,7325955.683,33638380.26,15544201.16,13248006.09,1522697.256,774847.7173,0,0,5959847.86,-1.24E-09,1106925.31,119252303.5,2846957.902,873391.0681,1808877.946,16198.90698,345576.6823,10715576.97,37505869.3,0,2699.81783,1.24E-09,211935.6997,0,19282098.94,2277296.34,1015131.504,14595215.19,21694386.18,6648301.407,166038.7966,13499.08915,958435.3298,662805.2773,59395.99227,16198.90698,4.96E-09,404972.6745,619608.1921,7.74E-11,3.87E-11,0,0,0,126891.438,6742795.031,3513812.906,35097.63179,2439285.41,314528.7772,762698.5371,777547.5351,503516.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[237110]],72895.08142,1251365.564,0,218685.2443,269981.783,0,159289.252,1421454.088,6039492.486,388773.7676,66145.53684,3131788.683,593959.9227,128241.3469,0,6548408.147,17548.8159,99893.25972,2522979.762,376624.5873,14346831.95,7325955.683,33638380.26,15544201.16,13248006.09,1522697.256,774847.7173,0,0,5959847.86,-1.24E-09,1106925.31,119252303.5,2846957.902,873391.0681,1808877.946,16198.90698,345576.6823,10715576.97,37505869.3,0,2699.81783,1.24E-09,211935.6997,0,19282098.94,2277296.34,1015131.504,14595215.19,21694386.18,6648301.407,166038.7966,13499.08915,958435.3298,662805.2773,59395.99227,16198.90698,4.96E-09,404972.6745,619608.1921,7.74E-11,3.87E-11,0,0,0,126891.438,6742795.031,3513812.906,35097.63179,2439285.41,314528.7772,762698.5371,777547.5351,503516.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23712]],72895.08142,1251365.564,0,218685.2443,269981.783,0,159289.252,1421454.088,6039492.486,388773.7676,66145.53684,3131788.683,593959.9227,128241.3469,0,6548408.147,17548.8159,99893.25972,2522979.762,376624.5873,14346831.95,7325955.683,33638380.26,15544201.16,13248006.09,1522697.256,774847.7173,0,0,5959847.86,-1.24E-09,1106925.31,119252303.5,2846957.902,873391.0681,1808877.946,16198.90698,345576.6823,10715576.97,37505869.3,0,2699.81783,1.24E-09,211935.6997,0,19282098.94,2277296.34,1015131.504,14595215.19,21694386.18,6648301.407,166038.7966,13499.08915,958435.3298,662805.2773,59395.99227,16198.90698,4.96E-09,404972.6745,619608.1921,7.74E-11,3.87E-11,0,0,0,126891.438,6742795.031,3513812.906,35097.63179,2439285.41,314528.7772,762698.5371,777547.5351,503516.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[237120]],72895.08142,1251365.564,0,218685.2443,269981.783,0,159289.252,1421454.088,6039492.486,388773.7676,66145.53684,3131788.683,593959.9227,128241.3469,0,6548408.147,17548.8159,99893.25972,2522979.762,376624.5873,14346831.95,7325955.683,33638380.26,15544201.16,13248006.09,1522697.256,774847.7173,0,0,5959847.86,-1.24E-09,1106925.31,119252303.5,2846957.902,873391.0681,1808877.946,16198.90698,345576.6823,10715576.97,37505869.3,0,2699.81783,1.24E-09,211935.6997,0,19282098.94,2277296.34,1015131.504,14595215.19,21694386.18,6648301.407,166038.7966,13499.08915,958435.3298,662805.2773,59395.99227,16198.90698,4.96E-09,404972.6745,619608.1921,7.74E-11,3.87E-11,0,0,0,126891.438,6742795.031,3513812.906,35097.63179,2439285.41,314528.7772,762698.5371,777547.5351,503516.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23713]],72895.08142,1251365.564,0,218685.2443,269981.783,0,159289.252,1421454.088,6039492.486,388773.7676,66145.53684,3131788.683,593959.9227,128241.3469,0,6548408.147,17548.8159,99893.25972,2522979.762,376624.5873,14346831.95,7325955.683,33638380.26,15544201.16,13248006.09,1522697.256,774847.7173,0,0,5959847.86,-1.24E-09,1106925.31,119252303.5,2846957.902,873391.0681,1808877.946,16198.90698,345576.6823,10715576.97,37505869.3,0,2699.81783,1.24E-09,211935.6997,0,19282098.94,2277296.34,1015131.504,14595215.19,21694386.18,6648301.407,166038.7966,13499.08915,958435.3298,662805.2773,59395.99227,16198.90698,4.96E-09,404972.6745,619608.1921,7.74E-11,3.87E-11,0,0,0,126891.438,6742795.031,3513812.906,35097.63179,2439285.41,314528.7772,762698.5371,777547.5351,503516.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[237130]],72895.08142,1251365.564,0,218685.2443,269981.783,0,159289.252,1421454.088,6039492.486,388773.7676,66145.53684,3131788.683,593959.9227,128241.3469,0,6548408.147,17548.8159,99893.25972,2522979.762,376624.5873,14346831.95,7325955.683,33638380.26,15544201.16,13248006.09,1522697.256,774847.7173,0,0,5959847.86,-1.24E-09,1106925.31,119252303.5,2846957.902,873391.0681,1808877.946,16198.90698,345576.6823,10715576.97,37505869.3,0,2699.81783,1.24E-09,211935.6997,0,19282098.94,2277296.34,1015131.504,14595215.19,21694386.18,6648301.407,166038.7966,13499.08915,958435.3298,662805.2773,59395.99227,16198.90698,4.96E-09,404972.6745,619608.1921,7.74E-11,3.87E-11,0,0,0,126891.438,6742795.031,3513812.906,35097.63179,2439285.41,314528.7772,762698.5371,777547.5351,503516.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[2372]],9305088.675,159737355.6,0,27915266.02,34463291.39,0,20333341.92,181449229.2,770943828.3,49627139.6,8443506.39,399774180.1,75819241.05,16370063.41,0,835907132.6,2240113.94,12751417.81,322059458,48076291.49,1831379304,935161411.8,4293953790,1984224002,1691113708,194372963.4,98909646.28,0,0,760777157.4,-1.58E-07,141299494.7,15222608123,363415407.7,111488747.6,230904052.3,2067797.483,44113012.98,1367848035,4787640440,0,344632.9139,1.58E-07,27053683.74,0,2461368271,290697862.9,129581975.6,1863085532,2769297779,848658550.4,21194924.2,1723164.569,122344684.4,84607380.36,7581924.105,2067797.483,6.33E-07,51694937.08,79093253.74,9.89E-09,4.94E-09,0,0,0,16197746.95,860720702.4,448539737.4,4480227.88,311375837.7,40149734.47,97358798.17,99254279.2,64274038.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23721]],9305088.675,159737355.6,0,27915266.02,34463291.39,0,20333341.92,181449229.2,770943828.3,49627139.6,8443506.39,399774180.1,75819241.05,16370063.41,0,835907132.6,2240113.94,12751417.81,322059458,48076291.49,1831379304,935161411.8,4293953790,1984224002,1691113708,194372963.4,98909646.28,0,0,760777157.4,-1.58E-07,141299494.7,15222608123,363415407.7,111488747.6,230904052.3,2067797.483,44113012.98,1367848035,4787640440,0,344632.9139,1.58E-07,27053683.74,0,2461368271,290697862.9,129581975.6,1863085532,2769297779,848658550.4,21194924.2,1723164.569,122344684.4,84607380.36,7581924.105,2067797.483,6.33E-07,51694937.08,79093253.74,9.89E-09,4.94E-09,0,0,0,16197746.95,860720702.4,448539737.4,4480227.88,311375837.7,40149734.47,97358798.17,99254279.2,64274038.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[237210]],9305088.675,159737355.6,0,27915266.02,34463291.39,0,20333341.92,181449229.2,770943828.3,49627139.6,8443506.39,399774180.1,75819241.05,16370063.41,0,835907132.6,2240113.94,12751417.81,322059458,48076291.49,1831379304,935161411.8,4293953790,1984224002,1691113708,194372963.4,98909646.28,0,0,760777157.4,-1.58E-07,141299494.7,15222608123,363415407.7,111488747.6,230904052.3,2067797.483,44113012.98,1367848035,4787640440,0,344632.9139,1.58E-07,27053683.74,0,2461368271,290697862.9,129581975.6,1863085532,2769297779,848658550.4,21194924.2,1723164.569,122344684.4,84607380.36,7581924.105,2067797.483,6.33E-07,51694937.08,79093253.74,9.89E-09,4.94E-09,0,0,0,16197746.95,860720702.4,448539737.4,4480227.88,311375837.7,40149734.47,97358798.17,99254279.2,64274038.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[2373]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23731]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[237310]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[2379]],292575.7006,5022549.526,0,877727.1017,1083613.706,0,639332.0864,5705226.161,24240438.6,1560403.736,265485.3579,12569918.99,2383950.153,514716.5103,0,26283050.43,70434.89088,400937.0711,10126370.08,1511641.12,57583232.33,29403857.91,135012849.7,62389059.11,53172924.54,6111581.301,3109971.336,0,0,23920772.56,-4.97E-09,4442816.194,478637591.9,11426706.53,3505490.338,7260211.829,65016.82235,1387025.543,43008627.98,150535616,0,10836.13706,4.97E-09,850636.7591,0,77391690.87,9140281.608,4074387.534,58580156.94,87073779.33,26683987.51,666422.4291,54180.68529,3846828.656,2660271.648,238395.0153,65016.82235,1.99E-08,1625420.559,2486893.455,3.11E-10,1.55E-10,0,0,0,509298.4417,27063252.3,14103232.38,140869.7818,9790449.832,1262409.967,3061208.719,3120807.473,2020939.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23799]],292575.7006,5022549.526,0,877727.1017,1083613.706,0,639332.0864,5705226.161,24240438.6,1560403.736,265485.3579,12569918.99,2383950.153,514716.5103,0,26283050.43,70434.89088,400937.0711,10126370.08,1511641.12,57583232.33,29403857.91,135012849.7,62389059.11,53172924.54,6111581.301,3109971.336,0,0,23920772.56,-4.97E-09,4442816.194,478637591.9,11426706.53,3505490.338,7260211.829,65016.82235,1387025.543,43008627.98,150535616,0,10836.13706,4.97E-09,850636.7591,0,77391690.87,9140281.608,4074387.534,58580156.94,87073779.33,26683987.51,666422.4291,54180.68529,3846828.656,2660271.648,238395.0153,65016.82235,1.99E-08,1625420.559,2486893.455,3.11E-10,1.55E-10,0,0,0,509298.4417,27063252.3,14103232.38,140869.7818,9790449.832,1262409.967,3061208.719,3120807.473,2020939.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[237990]],292575.7006,5022549.526,0,877727.1017,1083613.706,0,639332.0864,5705226.161,24240438.6,1560403.736,265485.3579,12569918.99,2383950.153,514716.5103,0,26283050.43,70434.89088,400937.0711,10126370.08,1511641.12,57583232.33,29403857.91,135012849.7,62389059.11,53172924.54,6111581.301,3109971.336,0,0,23920772.56,-4.97E-09,4442816.194,478637591.9,11426706.53,3505490.338,7260211.829,65016.82235,1387025.543,43008627.98,150535616,0,10836.13706,4.97E-09,850636.7591,0,77391690.87,9140281.608,4074387.534,58580156.94,87073779.33,26683987.51,666422.4291,54180.68529,3846828.656,2660271.648,238395.0153,65016.82235,1.99E-08,1625420.559,2486893.455,3.11E-10,1.55E-10,0,0,0,509298.4417,27063252.3,14103232.38,140869.7818,9790449.832,1262409.967,3061208.719,3120807.473,2020939.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[238]],20952723.16,359688414.3,0,62858169.49,77602678.38,0,45785580.25,408578101.7,1735971915,111747856.9,19012656.2,900191069.2,170725892.4,36861272.23,0,1882252964,5044174.095,28712991,725197029.5,108255736.3,4123806329,2105748678,9668905713,4467974208,3807963428,437679106.1,222719687,0,0,1713079125,-3.56E-07,318170981.4,34277491055,818320243.5,251044664.6,519937945.2,4656160.703,99331428.33,3080050305,10780564081,0,776026.7838,3.56E-07,60918102.53,0,5542383290,654578592.2,291786070.7,4195200793,6235763221,1910965955,47725647.21,3880133.919,275489508.3,190514575.4,17072589.24,4656160.703,1.42E-06,116404017.6,178098146.9,2.23E-08,1.11E-08,0,0,0,36473258.84,1938126893,1009998859,10088348.19,701140199.2,90407120.32,219227566.4,223495713.7,144728995.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[2381]],84778.2096,1455359.265,0,254334.6288,313993.3689,0,185256.0877,1653175.087,7024031.662,452150.4512,76928.37538,3642323.079,690785.4116,149146.8502,0,7615909.163,20409.56898,116177.5465,2934268.032,438020.7496,16685607.62,8520210.065,39122003.8,18078168.21,15407654.61,1770922.601,901160.9687,0,0,6931403.618,-1.44E-09,1287372.812,138692441,3311060.075,1015768.548,2103755.572,18839.60213,401911.5122,12462396.81,43619958.81,0,3139.933689,1.44E-09,246484.7946,0,22425406.41,2648534.067,1180615.067,16974481.52,25230937.16,7732086.709,193105.9219,15699.66845,1114676.46,770853.7207,69078.54116,18839.60213,5.76E-09,470990.0534,720614.7816,9.01E-11,4.50E-11,0,0,0,147576.8834,7841984.388,4086623.696,40819.13796,2836930.088,365802.2748,887031.2671,904300.9024,585597.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23811]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[238110]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23812]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[238120]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23813]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[238130]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23814]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[238140]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23815]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[238150]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[23816]],10597.2762,181919.9081,0,31791.8286,39249.17111,0,23157.01096,206646.8859,878003.9578,56518.8064,9616.046923,455290.3849,86348.17645,18643.35628,0,951988.6453,2551.196122,14522.19331,366783.504,54752.5937,2085700.953,1065026.258,4890250.475,2259771.027,1925956.826,221365.3251,112645.1211,0,0,866425.4523,-1.80E-10,160921.6016,17336555.13,413882.5094,126971.0685,262969.4465,2354.950267,50238.93902,1557799.601,5452494.851,0,392.4917111,1.80E-10,30810.59932,0,2803175.801,331066.7583,147576.8834,2121810.19,3153867.145,966510.8386,24138.24023,1962.458556,139334.5574,96356.71508,8634.817645,2354.950267,7.21E-10,58873.75667,90076.8477,1.13E-11,5.63E-12,0,0,0,18447.11042,980248.0485,510827.962,5102.392245,354616.261,45725.28435,110878.9084,113037.6128,73199.70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
