HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PESF1
005993890955892,85002,2,201006,36,2
589529080959309,85001,2,201006,35,4
989679870656304,87001,1,201006,40,1
593864077909668,87001,2,201006,26,0
398926706095959,87001,3,201006,19,0
101904873895109,86002,1,201006,29,3
024473190993895,86001,1,201006,25,0
959170798680923,86001,1,201006,40,3
960697091736889,87001,2,201006,43,0
606069950319590,86001,2,201006,43,0
929363999900991,86001,3,201006,28,1
093044016909965,87001,2,201006,26,2
093044016909965,87001,3,201006,17,0
390968802011909,85001,2,201006,25,0
889009560659309,87001,1,201006,38,2
999570781590613,86001,2,201006,27,1
999700323650953,87001,2,201006,39,3
046943290015105,86001,1,201006,38,2
702604773995869,86001,2,201006,39,2
630906902249990,87001,2,201006,25,1
230909987320474,86001,1,201006,35,2
779049630329303,86001,1,201006,39,0
704906743794209,87001,1,201006,31,2
398974506053909,87001,1,201006,29,2
200897098436349,87001,1,201006,44,2
989200477460983,85001,2,201006,34,0
999590271510973,87001,1,201006,43,1
989460061340623,86001,2,201006,23,0
989720277220633,86002,1,201006,29,2
625039917339640,86001,3,201006,29,3
057903590699496,87001,1,201006,32,3
793490065909965,87001,2,201006,26,2
720992067237279,87001,1,201006,44,3
720992067237279,87001,3,201006,19,0
849169120319304,86001,2,201006,42,2
849169120319304,86001,3,201006,15,0
849169120319304,86001,4,201006,19,1
398974505032959,87001,1,201006,25,0
593753054909298,87001,1,201006,24,0
554392049900826,87001,3,201006,17,0
079063590992695,87001,3,201006,44,1
230909954867574,86001,3,201006,29,0
071813490986094,87001,3,201006,15,0
977069911359190,87001,2,201006,24,0
391916206002909,87001,1,201006,24,1
363923904056998,86001,1,201006,33,2
367914406000998,87001,1,201006,31,2
093672055908761,87001,1,201006,33,5
210995060635809,87001,1,201006,27,3
363978305004919,85002,2,201006,25,2
932369279900956,86001,1,201006,25,3
480194001432490,86001,2,201006,42,1
968395849900961,87001,2,201006,25,1
593874088909696,85001,1,201006,35,0
802901253991859,86001,2,201006,38,0
392995805041928,87001,2,201006,43,1
189370160670301,87001,1,201006,18,0
189370160670301,87001,2,201006,36,3
806900733990669,87001,1,201006,31,2
220991097737459,87001,1,201006,26,2
391988707016939,85001,1,201006,42,1
977072521449550,87001,1,201006,40,3
279580195860974,87001,3,201006,20,0
210940390160084,85001,2,201006,41,0
041034820936999,85001,1,201006,28,0
652279580779401,85001,1,201006,40,0
524074038909392,85001,2,201006,24,0
967032962479960,87001,2,201006,41,6
967032962479960,87001,4,201006,18,0
493991306056208,86001,3,201006,26,0
495942000087239,86002,4,201006,20,0
289050323630964,87001,2,201006,38,3
527498119200944,86001,1,201006,27,0
093264520994499,87001,1,201006,37,2
724055076909497,87001,1,201006,25,0
912299270769403,87001,4,201006,19,0
912299270769403,87001,5,201006,17,0
840209906437193,85001,3,201006,17,0
299520246210634,86001,2,201006,41,3
496982706082217,86001,2,201006,44,3
624818072907296,86001,2,201006,22,0
624818072907296,86001,4,201006,19,0
727490779200923,86001,1,201006,37,1
424672083908197,86001,4,201006,28,0
530724099845819,87001,2,201006,39,0
102120260030401,87001,2,201006,44,3
924386066002508,87001,2,201006,37,2
089564620028306,87001,1,201006,26,3
621499119200972,86001,2,201006,42,2
491992601071229,86001,2,201006,44,3
038474320996495,86001,3,201006,18,0
942659330489407,86001,2,201006,25,2
852589440239405,87001,1,201006,28,2
440209953362998,87001,1,201006,33,2
015544520997393,87002,3,201006,22,3
362490679200942,87001,1,201006,26,2
497906306042229,87001,1,201006,32,3
493904006062229,87001,1,201006,27,2
224094017908292,87001,1,201006,38,2
902799470799409,87001,3,201006,18,0
289050049980984,85001,4,201006,25,0
496958005091239,85001,3,201006,19,0
408909174798592,85001,2,201006,33,0
814491739200872,86001,3,201006,18,0
021002141420350,86001,2,201006,44,3
240209941488591,86001,2,201006,34,1
332492539200821,86002,2,201006,23,0
524212033908293,86002,1,201006,27,1
989022830469220,87001,2,201006,41,1
491987408051248,87001,3,201006,19,0
740209941488581,87001,4,201006,40,0
497953101028245,86001,1,201006,42,1
279320843930934,86001,1,201006,42,1
279320843930934,86001,2,201006,23,0
882529040959409,87001,1,201006,18,1
493994009008269,87001,1,201006,28,4
705901894899672,87001,2,201006,19,0
840209920585999,85002,2,201006,37,3
290920099847079,87001,2,201006,42,2
080928095243399,86001,1,201006,28,2
586467089200997,85001,1,201006,32,2
029024520994798,87001,1,201006,30,0
930828092942529,86001,2,201006,42,0
812179440219408,87001,2,201006,26,2
495942805003229,86002,2,201006,33,3
992749450289407,87001,2,201006,25,4
299650429740974,87001,2,201006,34,1
299650429740974,87001,4,201006,21,2
018022101480060,85001,3,201006,17,0
018022101480060,85001,4,201006,16,0
620120008148010,85001,1,201006,31,2
140209958214086,86001,2,201006,35,2
516491489200802,86001,4,201006,20,0
516491489200802,86001,5,201006,15,0
971042939439900,86001,1,201006,34,0
524814026909667,87001,1,201006,20,0
971042839489900,85001,1,201006,30,0
727463419200960,86001,1,201006,33,1
424306072909761,86001,3,201006,16,0
014764520990397,87001,2,201006,32,2
524897056909197,87001,3,201006,16,0
685461719200955,85001,2,201006,35,0
313493599200549,86001,1,201006,28,3
140209927856469,86001,1,201006,43,2
140209916792183,86001,2,201006,34,1
933052394429930,86001,1,201006,35,3
524578003903697,86001,2,201006,22,2
524578003903697,86001,3,201006,20,1
392039340389404,87001,1,201006,32,2
957052589449080,87001,4,201006,18,1
957052289459080,87001,1,201006,31,2
524578005908697,87001,2,201006,22,0
605907554898072,87001,1,201006,26,0
640209939935443,87001,1,201006,37,3
980823093446039,87001,2,201006,28,0
075684720947590,87001,1,201006,41,0
960052478479750,87001,2,201006,32,4
307900984694332,87001,3,201006,23,0
373499839200640,87001,1,201006,42,4
373499839200640,87001,2,201006,16,1
279770986790974,87001,2,201006,34,1
239160193270984,85002,3,201006,27,0
870527097948969,85001,2,201006,31,2
870527097948969,85001,5,201006,29,0
005594820968897,85001,1,201006,44,1
705004004103532,87001,2,201006,20,0
140209983755884,86001,2,201006,40,3
140209983755884,86001,4,201006,16,0
993022878449560,87001,2,201006,38,0
107001754102592,87001,2,201006,32,2
902389570289409,87001,1,201006,22,0
490823093548929,85001,1,201006,37,0
840209935762899,85001,3,201006,22,0
840209935762899,85001,4,201006,18,0
951074903479420,87001,3,201006,24,0
270944091347059,87001,2,201006,34,2
570545097142279,86001,1,201006,36,2
520845096042799,86001,1,201006,34,3
004434440951694,87001,1,201006,38,2
004434440951694,87001,3,201006,20,0
410940390160064,87001,2,201006,33,3
960409140400136,87001,3,201006,22,0
960409140401136,87001,1,201006,30,1
008906914993944,85001,1,201006,35,4
008906914993944,85001,3,201006,15,0
941074915439320,86001,3,201006,15,0
499210767220684,85002,1,201006,18,1
499210767220684,85002,2,201006,20,0
499210767220684,85002,3,201006,39,2
644154081905496,86001,1,201006,42,3
644154081905496,86001,2,201006,16,0
074894240963893,86001,1,201006,38,1
236490128400859,86001,1,201006,39,2
074894340943893,86001,1,201006,30,1
492903305043476,86001,1,201006,30,1
304907054494324,87001,1,201006,26,2
496914806044459,87001,1,201006,41,0
496914806044459,87001,2,201006,40,0
405905164694864,87001,2,201006,40,0
540409986516464,87001,2,201006,29,2
640409830184399,87001,1,201006,26,2
114089860959406,87001,1,201006,18,0
492906201056492,87001,1,201006,22,0
009664640962196,87001,1,201006,29,0
009664640962196,87001,4,201006,25,0
444839036907897,87001,1,201006,19,1
544869097903695,87001,1,201006,36,0
944126068902690,85001,1,201006,28,0
933054574489200,85001,5,201006,20,0
933054574489200,85001,7,201006,17,0
469300389410984,85001,2,201006,40,4
544106088907998,85001,2,201006,21,1
440400083123315,87001,1,201006,39,0
057794540012403,87001,4,201006,21,0
469740882700964,87001,1,201006,42,2
469740882700964,87001,3,201006,17,0
344166047908592,87001,3,201006,22,0
344166047908592,87001,4,201006,22,0
507906134896424,87001,1,201006,36,2
499350947720974,87001,1,201006,35,1
599880619500914,86001,1,201006,27,0
427499519500950,86001,1,201006,28,1
490952505022519,86001,1,201006,20,3
640157006446440,87001,2,201006,21,0
011484850982396,85001,5,201006,18,0
952095977459350,87001,1,201006,36,0
506905704991935,87001,2,201006,41,0
240509907227691,86001,1,201006,41,0
497905706046598,87001,2,201006,30,2
965419850349401,87001,1,201006,37,3
290954097247569,87001,1,201006,36,2
065244550993297,87001,3,201006,18,1
850952091141769,86001,1,201006,24,0
841491439500907,87001,2,201006,28,1
705906394892495,87001,1,201006,24,1
076744850019203,85001,1,201006,37,0
589580727140984,85001,2,201006,41,2
599310222750634,86001,1,201006,37,2
599310222750634,86001,2,201006,17,0
945579230189403,86001,2,201006,41,2
554859026909960,87001,1,201006,37,3
935429810649408,86001,1,201006,20,0
947492909500980,87001,2,201006,27,0
940045844489660,85001,2,201006,33,0
940045844489660,85001,3,201006,37,3
064444850984690,85001,1,201006,44,0
599040988870914,86001,1,201006,24,1
510470194970064,87001,1,201006,43,0
599670295140974,87001,1,201006,26,0
910957096247459,87001,2,201006,38,3
165320140920402,87001,2,201006,44,2
805979940079406,87001,1,201006,41,1
499904705023589,87001,1,201006,38,1
599870549650914,86001,1,201006,22,1
009065139420110,86001,1,201006,37,2
270153008743000,86001,1,201006,37,3
037074350010208,86001,3,201006,16,0
995759950989400,87001,1,201006,37,1
995085970459990,87001,1,201006,35,0
599590099870954,87001,1,201006,25,0
974568006909798,87001,3,201006,21,2
799440983570654,87001,1,201006,20,0
440706926708592,87001,1,201006,35,5
799360677190654,87001,2,201006,31,2
416405290700132,86001,2,201006,31,2
174389022907294,86001,1,201006,43,1
007804270982198,86001,4,201006,30,0
988077820429010,86001,1,201006,30,0
340709921946684,86001,2,201006,42,2
492926809058737,87001,2,201006,35,2
774120086909890,87001,2,201006,38,3
740709924831962,87001,1,201006,32,0
840709921946674,85001,2,201006,30,0
208903254994767,85003,1,201006,27,0
840709976325492,85002,2,201006,27,1
629067839449200,87001,2,201006,36,2
008904734991167,85001,2,201006,17,0
008903004996647,85001,1,201006,37,2
840709964300690,85001,2,201006,40,2
840709964300690,85001,4,201006,17,1
202905714997427,86001,1,201006,40,0
901906324894707,86002,3,201006,40,0
054294270989393,86001,2,201006,29,2
923047899429530,86001,1,201006,43,4
240878096446799,87001,2,201006,20,0
774229024909468,87001,2,201006,41,0
913017942459750,87001,1,201006,27,0
789470631620964,87001,2,201006,38,4
947109630399407,86001,4,201006,21,1
930097917439640,86001,3,201006,15,0
799810066300914,86001,1,201006,29,3
630971098041069,86002,2,201006,34,2
574083036909067,87001,2,201006,32,2
630971068047069,87001,5,201006,39,4
987409070069403,87001,1,201006,27,1
501001074103337,86001,2,201006,23,0
026414170998992,86001,1,201006,32,0
769050620180924,86001,3,201006,15,0
769050620180924,86001,4,201006,15,0
767619230899407,86001,2,201006,15,0
495926001060787,87001,2,201006,29,4
007908214596057,87001,2,201006,41,2
674981027906492,87001,1,201006,29,2
240973099547969,87001,2,201006,26,3
210175000648800,85001,2,201006,35,2
469958303081779,85001,2,201006,20,0
542490179700917,87001,2,201006,27,0
497904501012779,87001,1,201006,44,1
409097205094751,87001,2,201006,35,2
407005954109297,87001,2,201006,36,3
663494589700988,87001,1,201006,27,1
564466049700937,87001,2,201006,22,1
230172007442900,86001,3,201006,18,0
230172007442900,86001,4,201006,15,0
359490829700896,87001,4,201006,19,0
850006957414797,85001,3,201006,17,0
850006957414797,85001,5,201006,21,0
850006957414797,85001,6,201006,21,0
587561479000974,85001,2,201006,19,0
587561479000974,85001,3,201006,21,0
646040889529100,86001,2,201006,41,3
646040889529100,86001,4,201006,19,0
450000086352214,87001,2,201006,28,2
566957802024039,87001,1,201006,33,1
933050774519200,86001,2,201006,22,0
680139020949503,86001,1,201006,21,1
250009941095597,86001,1,201006,41,2
015755300970994,86001,3,201006,22,0
015755300970994,86001,4,201006,21,0
946598559000796,87001,2,201006,33,1
597984304098039,87001,1,201006,30,0
190100006656260,87001,1,201006,38,2
592906201056099,87001,1,201006,43,1
608902195996600,85001,2,201006,27,1
652040830589440,85002,1,201006,40,0
326599639000950,86001,2,201006,34,2
650901060557229,87001,1,201006,26,0
010140725450085,85001,1,201006,42,0
043185700698599,87001,2,201006,41,2
099730763250675,87001,1,201006,36,4
099730763250675,87001,5,201006,18,0
620903067757539,87001,2,201006,31,0
569913304098028,86001,1,201006,26,1
089460974790985,85001,4,201006,20,0
339590699000813,86001,3,201006,19,0
978050932539030,86001,2,201006,42,2
849590919000985,87001,1,201006,36,0
605031035001909,87001,3,201006,40,0
405605905891260,87001,3,201006,19,0
677080813549360,87001,1,201006,42,0
423564539100981,86002,1,201006,42,1
560928109090159,85001,3,201006,19,0
592924008014169,87001,1,201006,44,2
054535510998192,87001,2,201006,21,0
592981500097158,86001,2,201006,33,1
930596999100838,86001,2,201006,41,2
915683093908099,86001,3,201006,23,0
915683093908099,86001,4,201006,19,0
006905815994341,87001,3,201006,30,0
450913062053369,86001,2,201006,40,1
199190886860955,87001,2,201006,43,2
199190886860955,87001,3,201006,17,0
101905165895831,86001,5,201006,27,0
504002600060132,86001,2,201006,34,1
561349720409503,86001,1,201006,41,2
561349720409503,86001,2,201006,33,0
036155210965198,86002,3,201006,20,0
940599019100710,87001,1,201006,31,5
405903605893471,87001,2,201006,31,1
189740637400965,87001,3,201006,24,0
901159670229508,87001,1,201006,39,4
036155810015108,85001,3,201006,17,0
593918601095129,85001,1,201006,33,1
850109963211995,85001,1,201006,37,0
562924604074149,87001,4,201006,37,0
199550562240955,87001,1,201006,38,3
199550562240955,87001,4,201006,15,0
030395510991798,87001,3,201006,22,0
954061936539850,86001,4,201006,41,2
111770840450505,87001,1,201006,29,0
087495410982292,87001,2,201006,18,0
087495410982292,87001,3,201006,15,0
947051875569810,87001,2,201006,43,2
199030224710975,87001,4,201006,21,0
954061836589850,85001,1,201006,39,2
954061836589850,85001,2,201006,21,1
954061836589850,85001,3,201006,19,0
189480655630985,85002,1,201006,17,0
189480655630985,85002,3,201006,17,0
560818094658359,85001,1,201006,40,2
715229028909498,85001,1,201006,25,0
408902275999281,85001,2,201006,23,0
110730834400045,87001,4,201006,16,0
591916201093159,87001,2,201006,26,0
306905115999211,87001,2,201006,29,1
101640740810501,87001,2,201006,36,1
591986303000167,87001,3,201006,39,1
901359170279509,87001,2,201006,34,2
925071939579100,87001,3,201006,19,0
691081944539440,86001,2,201006,35,2
904607255992781,87001,2,201006,42,2
950119002958540,85001,2,201006,38,3
232501350100183,86001,2,201006,43,1
630916097053339,86001,2,201006,23,1
615032086909891,87001,1,201006,34,2
592968606024149,85001,2,201006,35,0
129599329100984,86001,2,201006,41,1
931769230809504,86001,2,201006,32,2
986001974539230,86001,1,201006,39,2
440597369100927,87001,1,201006,43,4
043051100540300,87001,3,201006,21,0
043051100540300,87001,4,201006,16,0
770915092551799,86001,2,201006,38,3
590994506041159,87001,2,201006,24,1
115779057001601,87001,1,201006,30,1
598938703054179,85001,1,201006,32,2
040905510995095,87001,1,201006,30,0
770912097051089,86002,2,201006,23,0
831169140689508,87001,2,201006,43,3
831169140689508,87001,4,201006,17,0
000118008758470,85001,1,201006,28,0
019745410989497,87001,1,201006,21,0
805903525894481,87001,1,201006,43,2
915494078909791,85001,4,201006,42,0
915494078909791,85001,5,201006,16,0
941009010589504,86001,1,201006,27,1
261596789100912,87001,2,201006,43,1
598966207011129,87001,1,201006,43,0
096175310998395,86001,1,201006,31,0
771629210499507,86001,1,201006,28,0
771629210499507,86001,2,201006,28,0
597961406092188,86002,2,201006,36,2
850911096651729,86001,2,201006,39,2
850911096651729,86001,3,201006,20,0
981769110259506,86001,3,201006,21,0
124598579100937,86001,1,201006,36,3
850811096656729,87001,1,201006,40,0
850811096656729,87001,2,201006,21,0
606905205992801,87001,1,201006,40,0
058175810989990,85001,1,201006,39,2
508087204012121,87001,1,201006,41,0
750100028284112,87001,3,201006,24,0
563924107054419,87001,2,201006,22,0
150400044462618,86001,2,201006,37,2
595942307097429,86001,4,201006,16,0
595942307097429,86001,5,201006,15,0
499180425690915,86001,2,201006,29,0
326564759400921,86001,1,201006,34,1
602601475992354,86001,3,201006,28,0
202902655995014,86001,2,201006,42,4
924519430546507,86001,2,201006,25,2
249595709400915,87001,2,201006,44,5
692074951559050,87001,2,201006,41,3
165592449400975,87001,3,201006,25,0
308903265993054,85001,2,201006,22,0
070947067555549,87001,2,201006,38,2
070947067555549,87001,4,201006,21,0
706602165993924,87001,3,201006,25,0
565922002031479,86001,1,201006,41,2
565922002031479,86001,3,201006,17,1
964159030916506,86001,2,201006,28,2
543593249400939,87001,2,201006,24,0
569596109400961,87001,1,201006,25,0
085094141550790,87001,1,201006,35,2
985094941579790,87001,2,201006,35,2
499570198940975,87001,2,201006,42,5
499570198940975,87001,3,201006,18,0
499570198940975,87001,4,201006,16,0
592928809058439,85001,1,201006,43,2
592928809058439,85001,4,201006,22,1
150406983592093,86001,1,201006,24,0
565963509035478,86001,1,201006,31,1
864759530596503,86001,1,201006,44,2
489620433740945,87001,2,201006,44,1
023935540696693,87001,1,201006,42,3
081775540694295,87001,1,201006,30,1
106607145990834,87001,2,201006,40,3
106607145990834,87001,3,201006,18,0
008525140698290,86001,1,201006,40,1
008525140698290,86001,3,201006,19,0
545026072909169,86001,2,201006,35,0
102602055996794,86001,2,201006,32,2
122597799400906,86001,2,201006,40,2
940599459400943,87001,2,201006,20,0
445934094909095,87001,1,201006,36,2
934859870716507,87001,1,201006,38,2
568937501077489,87001,3,201006,40,1
250409958816697,86001,3,201006,29,0
499940255060655,87001,1,201006,32,1
402601975994744,86001,1,201006,36,3
545043036909363,87001,1,201006,33,3
450406958061491,87001,3,201006,33,1
245432065001309,87001,2,201006,44,2
499690854550915,86001,1,201006,38,4
499690854550915,86001,4,201006,17,0
903094906559610,87001,2,201006,33,1
001725140996898,86001,1,201006,26,1
034485340990397,86002,2,201006,43,1
034485340990397,86002,3,201006,22,0
522077249900455,86001,2,201006,29,0
200907978592073,86001,2,201006,41,2
390891013001315,86001,2,201006,29,1
303109830101159,86001,2,201006,44,2
053310390119801,86001,1,201006,43,2
755073599900879,87001,3,201006,19,0
790604026907174,87001,2,201006,43,3
350499077707959,87001,1,201006,20,2
095570790749397,87001,1,201006,39,1
700907914027385,87001,1,201006,35,2
175072749900830,87001,3,201006,20,0
175072749900830,87001,4,201006,16,0
074770890784195,85001,3,201006,32,1
701702570691759,86001,1,201006,33,0
076921909051988,86001,2,201006,32,1
076921909051988,86001,4,201006,41,1
520995076001799,86001,4,201006,20,0
727075759900412,86001,2,201006,21,0
102703020993459,86001,2,201006,37,2
930894072004529,87001,1,201006,43,3
707702570391759,87001,3,201006,44,2
700907975257137,87001,1,201006,37,3
027690790799096,87001,1,201006,31,2
800907924593092,85001,2,201006,29,1
021650790799092,87001,1,201006,38,2
077981904047935,86001,1,201006,28,2
077981904047935,86001,2,201006,16,1
959929410597007,86001,1,201006,36,0
959929410597007,86001,2,201006,44,0
790808072904274,86001,1,201006,28,0
075942307097929,86001,2,201006,39,2
072913403065966,86001,1,201006,27,0
149320440541000,87001,1,201006,33,4
149320440541000,87001,3,201006,15,0
490834094909777,87001,1,201006,43,2
490834094909777,87001,3,201006,20,0
490834094909777,87001,4,201006,18,0
929189350537003,87001,3,201006,23,0
073926803035917,87001,2,201006,33,2
073926803035917,87001,3,201006,16,0
073926803035917,87001,4,201006,15,0
719649270537006,87001,2,201006,23,0
784029846089460,85001,2,201006,34,4
929919810567004,86001,4,201006,18,0
044570290785291,86002,1,201006,24,1
200907901265592,86001,1,201006,30,0
135012440900175,86001,1,201006,39,3
490257013001514,86001,1,201006,35,2
036650390790993,86001,1,201006,43,3
731009901079600,87001,1,201006,32,4
430999079603429,86001,2,201006,25,0
119035705075091,87001,2,201006,25,1
751070803169420,87001,1,201006,40,2
401701641893400,86001,1,201006,32,1
921172969000458,86001,2,201006,28,0
004431200761694,86001,1,201006,34,2
737175759000012,86001,2,201006,33,2
175953602009073,86001,5,201006,19,0
175953602009073,86001,6,201006,16,0
410007896829591,87001,2,201006,22,1
746176959000960,87001,1,201006,31,0
451170259000033,87001,1,201006,40,1
451170259000033,87001,2,201006,18,0
659175259000807,87001,3,201006,17,0
175955602009078,87001,3,201006,22,0
101963096809074,87001,2,201006,42,4
057711600732597,87001,1,201006,41,4
059661800700697,85001,1,201006,22,1
640300074318149,85001,1,201006,39,0
103700031897100,86001,2,201006,41,3
173994706084037,87001,1,201006,36,3
840884150566102,87001,4,201006,24,0
840884150566102,87001,5,201006,26,0
620801062716274,87001,2,201006,39,2
100909066117434,87001,1,201006,25,1
090311800674146,85001,3,201006,23,0
411147051808777,86003,1,201006,32,0
701700961195181,86001,1,201006,44,0
311891011906375,86001,1,201006,30,0
725021055129470,86001,2,201006,29,1
189300765540721,86001,1,201006,40,0
082301310795977,86001,2,201006,29,0
532177249100855,86001,3,201006,18,0
532177249100855,86001,4,201006,21,0
171550440221105,87001,1,201006,29,0
431979950557107,87001,1,201006,31,1
567171478100774,87001,1,201006,32,0
610107978592043,87002,1,201006,42,0
170867305075146,87001,1,201006,43,0
710107918096587,87001,1,201006,27,0
611905017908778,87001,1,201006,30,1
737021850187890,85001,1,201006,41,0
110460455040142,87001,1,201006,39,3
620107973396894,87001,2,201006,40,0
053822610697146,87001,1,201006,32,4
903706362899481,86001,2,201006,28,0
199080675770732,86001,1,201006,41,0
921469570977204,87001,2,201006,25,4
851794610176207,86001,1,201006,20,3
851794610176207,86001,2,201006,19,1
663277809100934,87001,4,201006,25,2
991409210597200,86001,2,201006,22,0
199430266600712,86001,2,201006,42,2
504704652997303,87001,1,201006,41,1
399750666900752,87001,1,201006,22,0
903964280676209,85001,1,201006,34,0
111270309300570,86001,4,201006,18,0
320306486352294,86001,2,201006,36,1
270933071523149,86002,1,201006,42,3
332007015001110,87001,1,201006,44,4
332007015001110,87001,2,201006,17,0
005603152949983,87001,2,201006,22,1
014492730778096,87001,1,201006,24,1
850835069925664,87001,2,201006,25,2
120938061026404,87001,2,201006,38,1
260487304039319,87001,1,201006,41,3
260487304039319,87001,3,201006,18,0
502708392996683,86001,1,201006,43,1
502708392996683,86001,3,201006,17,0
507608392946683,87001,2,201006,37,3
507608392946683,87001,3,201006,15,0
270961203006308,86001,1,201006,22,0
903834760686201,87001,2,201006,39,2
275918607019389,85001,1,201006,38,2
820306439214988,85001,2,201006,17,0
632031034909979,87001,1,201006,34,1
399810809950752,87001,1,201006,40,1
399810809950752,87001,3,201006,18,0
399810809950752,87001,4,201006,15,0
953584420236205,86001,1,201006,40,3
953584420236205,86001,5,201006,15,0
132247013409468,86001,1,201006,32,3
350931063424754,87001,1,201006,30,2
651269114300972,87001,1,201006,36,2
480933065726644,87001,1,201006,31,2
820306418421784,85002,2,201006,25,2
621033915284960,85001,2,201006,40,3
621033915284960,85001,3,201006,19,0
218041305064381,86001,2,201006,29,1
301707192893633,86001,4,201006,26,0
932665072907077,86001,1,201006,30,2
033342330774595,86001,2,201006,36,2
132909003908673,86001,2,201006,41,2
783049870067207,87001,2,201006,21,0
720307953453483,87001,1,201006,44,2
720307953453483,87001,5,201006,19,0
055792830788391,85001,1,201006,40,3
833819580757209,85001,2,201006,36,2
820307987835898,85001,1,201006,36,0
716216950400160,86001,1,201006,40,4
744044913219060,86001,1,201006,25,0
520401075257117,87001,1,201006,32,0
520401075257117,87001,2,201006,35,0
499650059270752,87001,3,201006,42,0
604869120447209,86001,2,201006,37,3
542139094909078,87001,1,201006,31,0
410220345870182,85001,1,201006,42,4
275961902076478,86001,2,201006,19,0
142779093908271,86001,2,201006,37,0
203707712899914,86001,2,201006,40,2
117044118260510,87001,3,201006,18,0
140145017826110,87001,2,201006,34,3
104702912997614,87001,2,201006,21,1
279967103052418,87001,2,201006,24,0
279967103052418,87001,3,201006,30,0
760014809229390,86001,3,201006,18,0
750276979400856,87001,1,201006,43,2
750276979400856,87001,4,201006,16,0
277965709050468,87001,4,201006,21,0
190543076326739,87001,4,201006,23,0
273996001096409,87001,2,201006,38,2
720401053453413,87001,2,201006,29,1
320444075321939,86001,1,201006,29,0
610840075626199,87001,2,201006,33,1
864159060917206,87001,2,201006,27,0
733074840289410,85001,2,201006,22,1
042694042909272,86001,1,201006,33,0
789024930239220,86002,1,201006,26,3
904704772999354,87001,1,201006,36,5
904704772999354,87001,4,201006,15,0
993579810327300,86001,2,201006,39,0
920938077031539,86001,2,201006,32,2
090313330794196,86001,1,201006,19,1
603609013945223,86001,1,201006,42,2
603609013945223,86001,2,201006,17,0
316379639300350,86001,1,201006,40,2
316379639300350,86001,2,201006,18,0
379280695680713,86001,2,201006,32,0
960738072631859,86001,2,201006,33,0
133370069300810,86001,3,201006,22,0
310160103000143,87001,2,201006,44,2
249375709300915,87001,2,201006,29,0
305703263593053,87001,2,201006,40,2
630307920557149,87001,2,201006,29,2
630307920557149,87001,3,201006,22,1
633294017001518,87001,2,201006,44,2
633294017001518,87001,3,201006,17,0
752063486379890,87001,1,201006,28,1
733412037905675,87001,2,201006,36,2
399060133740713,86001,2,201006,34,1
314062701036301,86001,2,201006,33,1
602100613103743,86001,2,201006,22,2
833473023908572,86001,2,201006,40,2
235374829300837,86001,1,201006,32,3
610934077335069,87001,1,201006,40,2
769013943319410,86001,2,201006,39,2
560839076232269,86001,1,201006,38,1
374922604068389,86001,2,201006,41,4
374922604068389,86001,3,201006,17,0
399500252510733,86001,3,201006,19,0
399500252510733,86001,4,201006,17,0
041633630784199,87001,2,201006,38,0
813499460617303,87001,3,201006,33,0
133350027905871,87001,3,201006,19,0
133350027905871,87001,4,201006,16,0
730307964824688,87001,1,201006,30,2
433286067908874,87001,3,201006,25,0
433286067908874,87001,4,201006,23,0
433286067908874,87001,5,201006,19,0
085573730798299,87001,1,201006,36,2
133143098904674,85002,2,201006,25,0
230307994853891,86001,5,201006,25,0
635313980300168,86001,2,201006,35,0
900932071133129,86001,1,201006,40,1
389760882610743,87001,2,201006,32,1
851376479300827,87001,2,201006,25,0
630307968839695,87001,1,201006,38,1
633818078909276,85001,4,201006,16,0
103830720681301,86001,1,201006,43,3
103830720681301,86001,4,201006,15,0
363467702073359,87001,1,201006,32,5
740074947419550,86001,3,201006,15,0
104700674994244,87001,2,201006,37,2
047534540790291,87001,2,201006,36,0
469450301230724,86001,3,201006,20,0
676470729400699,87001,1,201006,20,1
676470729400699,87001,2,201006,41,3
472907607096496,87001,1,201006,20,0
508706984791584,85001,3,201006,30,0
344007012909170,86001,2,201006,37,3
709054939439810,86002,2,201006,25,0
520946078245349,87001,1,201006,26,2
306704104991694,87001,2,201006,40,1
429950986560714,86001,1,201006,36,3
190140076642269,86001,1,201006,28,2
328478479400293,86001,2,201006,21,0
328478479400293,86001,5,201006,18,0
477982304098432,86001,1,201006,44,2
477982304098432,86001,3,201006,24,1
477982304098432,86001,4,201006,25,0
240407922901576,86001,1,201006,27,1
050242073443739,86001,2,201006,25,0
544869093908675,86001,1,201006,35,0
936478559400896,86001,3,201006,19,0
646471909400762,87001,3,201006,17,0
646471909400762,87001,4,201006,15,0
457479519400150,87001,1,201006,25,1
055694640716899,87001,1,201006,23,2
162014195470200,87001,1,201006,30,0
214419870027400,87001,1,201006,30,1
214419870027400,87001,2,201006,21,0
214419870027400,87001,4,201006,20,0
214419870027400,87001,5,201006,19,0
740407986516484,87001,3,201006,25,0
908701844293304,85001,3,201006,23,0
950541074548079,85001,1,201006,26,0
413025803035411,87001,3,201006,31,1
499350947720754,87001,3,201006,38,0
290956079547819,87001,1,201006,27,2
719095985479620,87001,3,201006,22,0
479958606026529,85001,2,201006,32,0
510370106880144,87001,1,201006,27,0
472958505092599,85001,3,201006,39,1
023934650696643,87001,2,201006,44,1
071824550794591,87001,1,201006,33,0
985569670197405,87001,1,201006,35,0
