MTRx,MTRy,ATR,x,y
0.337761263,,-0.26384446,18683.26187,1429.269533
-0.313051556,,-0.263183553,8382.556825,641.2655971
-0.313051556,,-0.263162902,8544.478428,687.4049689
0.235020901,0.006768519,-0.263002965,0,-3254.582947
0.198420808,,-0.262888591,18434.15171,2456.536051
-0.415234557,,-0.261631615,0,-997.4607238
-0.415234556,,-0.261539021,10674.37028,5848.760735
-0.368787738,,-0.261376865,4907.470118,-202.4178519
-0.313051556,,-0.260447848,7946.614048,607.9159747
0.002786809,,-0.26023329,20551.58806,1572.196486
0.142127264,,-0.259628622,15195.71965,1162.472553
-0.368787738,,-0.259435332,7460.84924,2221.55266
-0.415234556,,-0.259091221,0,-928.6703291
-0.313051556,,-0.258480555,7660.137366,586.0005085
0.142127264,,-0.258385182,17562.26616,1343.513361
-0.415234556,,-0.258038773,0,-902.873931
-0.368787738,,-0.258024815,3774.018897,288.7124457
-0.368787738,,-0.25707868,12007.10963,4784.724359
-0.173711101,,-0.256934239,9877.217775,1203.593151
-0.368787738,,-0.256812737,11944.83209,9668.59365
0.142127264,,-0.256362313,15320.27473,1172.001017
-0.313051556,,-0.255974743,7323.838653,560.2736569
-0.415234556,,-0.25570579,1581.849505,-216.0614471
0.337761263,,-0.255624485,18807.81695,-952.3609157
0.142127264,,-0.253228446,15071.16457,4528.18101
0.142127264,,-0.252783609,17811.37631,1362.570288
0.142127264,,-0.252783609,17811.37631,1362.570288
-0.368787738,,-0.251239186,3948.396008,-408.2085312
0.142127264,,-0.250041173,17935.93139,1372.098752
0.002786809,,-0.248916616,22793.57948,309.0134829
0.002786809,,-0.248366994,15195.71965,5243.440829
0.002786809,,-0.24806503,13950.16886,6528.934934
0.290571296,,-0.247777783,33754.42644,2305.342591
0.142127264,0,-0.246993295,203647.5544,-302434.9378
0.142127264,0,-0.246289884,16192.16029,1905.684808
0.337761263,,-0.246175759,18558.70679,350.0120824
0.142127264,,-0.245737557,19804.25758,1515.025705
0.198420808,,-0.245548633,17686.82124,3976.521431
0.4306549,,-0.244675856,19181.48219,1467.383387
0.142127264,,-0.243193556,13576.50362,1038.602527
0.198420808,,-0.243104764,20302.4779,1553.139559
0.142127264,,-0.242041802,13576.50362,900.1670113
0.142127264,,-0.241174205,18309.59663,1471.257278
-0.313051556,0,-0.24024239,6975.084431,936.1066483
0.142127264,,-0.240217344,10624.54825,812.7779411
0.383464933,0.1,-0.239539571,22918.13456,-8.1860811
-0.368787738,,-0.2387057,3213.521041,245.8343597
0.142127264,,-0.237546718,10699.2813,818.4950192
0.142127264,,-0.237546718,10699.2813,818.4950192
-0.368787738,,-0.237025778,2491.101582,-634.9154658
0.002786809,,-0.236851453,20427.03298,3882.376306
-0.368787738,,-0.234841832,0,-1014.658323
0.002786809,0,-0.234278188,2615.656662,-1343.606053
0.142127264,,-0.23374509,11234.86814,859.4674125
-0.313051556,,-0.233144018,5231.313323,400.1954692
-0.368787738,,-0.231241977,3039.143931,232.4945107
0.142127264,,-0.231224084,10325.61606,445.9576548
0.142127264,0,-0.230713342,16690.3806,4515.680833
0.002786809,,-0.230027946,4322.061246,-606.6314432
-0.229447283,,-0.229447283,1332.739347,101.95456
-0.229447283,,-0.229447283,2379.002011,181.9936539
-0.229447283,,-0.229447283,2005.336774,153.4082632
0.337761263,,-0.229189449,18683.26187,1429.269533
0.142127264,,-0.227645922,10985.75798,840.4104854
0.142127264,,-0.226809332,11010.66899,842.3161781
0.337761263,,-0.225434808,18807.81695,1438.797997
-0.313051556,,-0.225065435,7959.069556,1958.963589
0.002786809,,-0.224940732,6028.46583,-269.7203082
0.142127264,,-0.22457569,19181.48219,1467.383387
0.142127264,,-0.223604843,10163.69446,2438.692461
0.142127264,0,-0.223491089,19181.48219,1567.592148
-0.415234556,0,-0.222554702,7759.781429,5181.696574
0.142127264,,-0.222304921,9951.950822,231.6381983
-0.313051556,,-0.221852736,4583.626912,350.6474588
0.337761263,,-0.221729571,18932.37203,1448.32646
0.142127264,,-0.221707175,23665.46503,1810.408075
0.142127264,,-0.221064009,11770.45498,470.4998386
0.142127264,,-0.220941018,16814.93568,1286.34258
0.198420808,,-0.220175796,22295.35916,3497.538941
0.142127264,,-0.220009066,4483.982848,-602.8432399
0.142127264,,-0.218271398,16939.49076,1295.871043
0.142127264,,-0.218271398,16939.49076,1295.871043
0.142127264,,-0.216700155,21921.69393,1560.065914
0.198420808,,-0.216410334,20676.14313,5294.485562
0.142127264,,-0.216115677,14448.38918,1105.301772
0.071063632,,-0.215187647,398.5762532,5308.134267
0.4306549,,-0.215114281,19056.92711,1457.854924
-0.368787738,0,-0.214512872,336.2987136,-927.4414475
0.337761263,,-0.214463456,19181.48219,1467.383387
0.337761263,,-0.214463456,19181.48219,1467.383387
0.142127264,,-0.213920717,11409.24525,872.8072615
-0.229447283,,-0.212235508,9727.75168,626.3694525
0.337761263,,-0.210900716,19306.03726,1476.911851
0.142127264,,-0.209902005,10599.63723,2507.6959
0.002786809,,-0.209435826,4421.705309,-521.6194782
0.198420808,,-0.209096717,21797.13885,1876.132131
-0.368787738,,-0.208396208,0,-911.4727304
0.002786809,,-0.208178033,0,-1074.849918
-0.368787738,,-0.207674464,0,-894.2751316
0.337761263,,-0.207383652,19430.59234,1486.440314
0.337761263,,-0.207383652,19430.59234,1486.440314
-0.368787738,0,-0.206984996,7685.048382,3482.46699
-0.313051556,,-0.206508173,3923.484992,300.1466019
-0.313051556,,-0.206068383,4758.004023,-5.76106403
0.337761263,,-0.205940626,18185.04155,3213.783616
-0.368787738,,-0.205815538,2702.845217,1104.158023
-0.368787738,,-0.204913977,0,-834.0835363
-0.368787738,,-0.204269795,0,-821.1853373
0.142127264,,-0.204130545,5293.590863,-282.9442465
-0.368787738,0,-0.203912871,0,-647.8502231
0.337761263,,-0.203911392,19555.14742,1495.968778
0.198420808,,-0.203638791,22295.35916,1705.594976
-0.368787738,,-0.203333178,0,-803.1278586
0.142127264,,-0.202608193,11546.25583,883.2885714
-0.368787738,,-0.202209827,0,-782.4907403
0.337761263,0,-0.202186939,20551.58806,-1112.861696
0.337761263,0.2106,-0.202086449,23416.35488,3391.407472
0.198420808,,-0.201405127,22419.91424,1715.12344
0.142127264,,-0.201177947,11832.73252,905.2040376
-0.368787738,0,-0.199531604,0,-396.4869993
0.142127264,,-0.199105378,10774.01434,824.2120973
-0.313051556,,-0.198926798,8457.289873,3607.985973
-0.313051556,,-0.198926798,8457.289873,3607.985973
0.142127264,0,-0.19794834,43843.38785,-77731.21093
0.142127264,,-0.197601851,11957.2876,914.7325011
-0.313051556,,-0.197419063,9179.709331,4210.902515
0.337761263,,-0.197097899,19804.25758,1515.025705
0.142127264,0,-0.195816642,14572.94426,7602.594447
0.002786809,0,-0.194019294,0,-2369.952615
0.142127264,,-0.193586558,18185.04155,1391.155679
0.337761263,,-0.190340874,23042.68964,1762.765757
0.142127264,,-0.190166664,1581.849505,-651.1606938
0.142127264,0,-0.190067542,10774.01434,3560.762532
-0.068276823,,-0.189115656,6215.298448,475.4703313
0.002786809,,-0.188281421,49.82203165,-1131.230128
0.002786809,,-0.187311818,498.2203165,-1079.73006
0.002786809,,-0.186388492,0,-1143.640313
0.002786809,,-0.186388492,0,-1143.640313
0.142127264,0,-0.185037674,20427.03298,12740.5829
0.142127264,,-0.18499405,12418.14139,949.9878162
-0.313051556,,-0.18498918,4359.427769,1149.68988
0.142127264,0,-0.184958415,8681.489015,185.0555756
0.142127264,,-0.184385961,15195.71965,2414.378611
0.142127264,,-0.184012686,12455.50791,952.8463553
0.002786809,,-0.183847734,0,-1152.239112
0.002786809,,-0.183653333,10587.18173,-21.5844944
0.002786809,,-0.181344617,0,-1160.837911
0.337761263,,-0.180791217,20427.03298,1562.668023
0.142127264,,-0.180561917,9466.186013,209.0951494
-0.229447283,,-0.180122806,0,-902.873931
0.142127264,,-0.17928323,0,-885.6763324
0.337761263,0.2106,-0.179048479,27651.22757,2134.795329
0.002786809,,-0.17887831,0,-1169.436711
0.002786809,,-0.17887831,0,-1169.436711
-0.313051556,,-0.178806893,3113.876978,238.2115888
0.337761263,,-0.177648475,20551.58806,1572.196486
0.142127264,0,-0.175642134,15693.93997,2215.52754
-0.173711101,,-0.173711101,8046.258111,615.5387455
-0.173711101,,-0.173711101,4670.815467,357.3173832
-0.173711101,,-0.173711101,4957.292149,379.2328494
-0.173711101,,-0.173711101,435.9427769,33.34962244
-0.173711101,,-0.173711101,6975.084431,533.593959
-0.173711101,,-0.173711101,1731.3156,132.4456434
-0.313051556,,-0.173442215,8270.457254,5204.601808
0.4306549,,-0.171800495,20427.03298,1562.668023
0.002786809,,-0.171692309,0,-1195.233109
0.337761263,,-0.171475903,20800.69821,1591.253413
0.142127264,,-0.171468842,12953.72823,990.9602096
0.142127264,0,-0.171453386,39359.405,14745.91399
-0.173711101,,-0.17023813,6427.042083,632.8149905
0.337761263,,-0.170119471,20800.69821,1671.031741
-0.415234556,0,-0.169244612,6078.287861,5457.491488
0.337761264,,-0.168940783,15943.05013,918.6853578
0.198420808,0.2106,-0.16587619,15818.49505,6206.378493
0.142127264,,-0.164993259,0,-1178.03551
0.337761263,,-0.164551746,21797.13885,3760.128012
-0.313051556,,-0.163471355,7124.550526,4810.100223
0.142127264,,-0.163276622,0,-3341.695623
0.337761263,,-0.163258713,24288.24043,1858.050393
0.002786809,,-0.162495907,0,2213.22266
0.337761263,,-0.162489365,21174.36345,1619.838804
0.337761263,,-0.162489365,21174.36345,1619.838804
-0.173711101,,-0.162473878,6140.565401,926.944436
-0.368787738,,-0.162174172,0,-408.4429688
0.337761263,,-0.160793445,12704.61807,455.9753218
0.337761263,,-0.160708458,20551.58806,1765.50551
0.142127264,,-0.160667655,4683.270975,-630.5916949
0.142127264,,-0.159854172,13451.94855,1029.074064
0.142127264,,-0.159702944,11982.19861,3920.599053
0.337761263,,-0.159575724,19430.59234,1486.440314
0.337761263,,-0.158067629,22669.0244,1734.180367
0.337761263,,-0.158067629,22669.0244,1734.180367
0.142127264,,-0.157587475,0,-1246.825905
0.142127264,,-0.1570837,13576.50362,1038.602527
0.142127264,,-0.1570837,13576.50362,1038.602527
0.142127264,,-0.157039718,0,-1083.448717
0.337761263,,-0.156672497,21423.47361,1638.895731
0.337761263,,-0.156672497,21423.47361,1638.895731
0.142127264,0,-0.155257889,13202.83839,1952.370423
0.142127264,,-0.154891405,4197.506166,-710.7466994
0.142127264,,-0.1543636,13701.0587,1048.130991
0.337761263,,-0.152635384,27028.45217,2067.676591
0.198420808,,-0.152579167,22669.0244,4719.730842
0.071063632,0,-0.152177511,0,8269.97816
0.142127264,,-0.151692511,13825.61378,1057.659454
0.337761263,,-0.150989351,21672.58377,1657.952658
0.142127264,,-0.150110894,11770.45498,5364.346644
0.337761263,,-0.149518142,22295.35916,4315.602366
0.142127264,,-0.149377786,5218.857815,-427.9618739
0.142127264,,-0.149377786,5218.857815,-427.9618739
0.142127264,0,-0.148528099,13950.16886,1104.943059
0.142127264,,-0.148354569,12193.94225,4706.965138
0.337761263,,-0.148308551,25160.12598,1484.272996
0.337761263,,-0.147404642,23167.24472,1772.294221
-0.313051556,,-0.146768625,5007.114181,3423.82586
0.4306549,,-0.146717076,21797.13885,1667.481122
0.142127264,,-0.146492161,14074.72394,1076.716382
0.337761263,0.2106,-0.144548748,27153.00725,2557.623426
-0.313051556,0,-0.144199165,4571.171404,2642.078225
0.142127264,,-0.143960412,14199.27902,1086.244845
0.337761263,,-0.143953397,21298.91853,2638.869946
0.337761263,,-0.143861262,22918.13456,2366.916734
0.142127264,0,-0.143137401,14822.05442,-114.3283654
0.142127264,,-0.142859266,1071.17368,-605.9591609
0.142127264,,-0.141798483,3749.107882,2973.462025
0.337761263,,-0.14029688,25782.90138,1972.391955
0.4306549,,-0.138695779,25533.79122,1953.335028
0.142127264,,-0.138431529,1270.461807,-588.1339794
0.337761263,,-0.138217694,20302.4779,1553.139559
0.142127264,,-0.137772946,16814.93568,-3747.676183
0.142127264,,-0.13662483,14572.94426,1114.830236
0.142127264,,-0.136326792,0,-1307.0175
-0.173711101,,-0.135858,0,8657.495972
0.235020901,,-0.135522416,14572.94426,1114.830236
0.235020901,,-0.135522416,14572.94426,1114.830236
-0.313051556,,-0.134613247,6514.230638,6451.029212
0.337761263,,-0.133104797,26032.01154,1274.101209
0.142127264,,-0.131285069,0,-763.5733817
0.071063632,,-0.131240577,4969.747657,380.1856958
0.142127264,,-0.130713931,11483.9783,878.5243396
0.142127264,,-0.130179933,13078.28331,5142.824893
0.337761263,,-0.128975897,28398.55804,2172.48969
0.235020901,,-0.128144059,17935.93139,1372.098752
-0.368787738,0,-0.12748526,12580.06299,23065.50883
0.142127264,,-0.127409885,15071.16457,1152.94409
0.142127264,,-0.126059924,11683.26642,893.7698812
-0.368787738,,-0.125598261,6215.298448,9847.610954
0.142127264,,-0.125200564,15195.71965,1162.472553
0.071063632,,-0.124818573,5604.978561,1042.4603
0.4306549,,-0.124510462,22669.0244,1734.180367
0.142127264,,-0.124486846,8943.054681,-1695.793288
0.142127264,,-0.122301318,0,-1350.011497
-0.313051556,0,-0.12218825,0,-507.2120151
-0.313051556,,-0.121992521,4297.15023,10239.6304
-0.368787738,0,-0.121717398,6701.063257,9183.692039
0.142127264,,-0.121695683,0,-780.7709803
-0.313051556,,-0.121433831,8108.535651,10688.33907
0.142127264,,-0.121413297,14946.60949,2235.76503
0.337761263,0,-0.120961352,809.6080143,-5455.187434
0.235020901,,-0.120336215,15195.71965,1162.472553
0.337761263,,-0.120162715,25160.12598,1924.749638
0.142127264,,-0.119602746,0,-1358.610296
0.002786809,,-0.119561308,0,-1616.574276
0.142127264,,-0.118556241,12019.56514,919.4967329
0.4306549,,-0.118476055,22918.13456,1753.237294
0.071063632,,-0.117387906,0,7118.681504
-0.313051556,0,-0.116538658,4072.951087,808.953168
-0.313051556,,-0.116376999,0,-491.8513224
0.142127264,,-0.116142177,0,-791.0895395
0.337761263,,-0.115253754,26530.23185,5680.955405
0.142127264,,-0.114675847,15818.49505,1210.114871
-0.229447283,,-0.114395346,2939.499867,13132.61032
-0.229447283,,-0.113938448,2403.913027,2807.378953
0.337761263,,-0.113311818,21423.47361,1638.895731
0.337761263,,-0.113311818,21423.47361,1638.895731
-0.313051556,,-0.113013451,1357.650362,318.4658772
0.142127264,,-0.112669572,15943.05013,1219.643335
0.142127264,0,-0.110382563,15693.93997,2169.635019
0.142127264,,-0.110287088,0,-802.2679787
0.142127264,0,-0.110178706,15818.49505,1562.496185
0.142127264,,-0.109684129,12443.0524,951.893509
0.142127264,,-0.108657008,16441.27044,653.6749375
-0.173711101,,-0.108551378,0,465.9955793
0.142127264,,-0.108172402,1270.461807,-676.7016127
0.4306549,,-0.107173025,21672.58377,1657.952658
0.4306549,,-0.104031505,17686.82124,4913.585913
-0.313051556,,-0.103970061,211.7436345,-356.9895035
0.235020901,,-0.10367885,15943.05013,1219.643335
-0.313051556,0,-0.103402309,0,-431.4203221
0.142127264,,-0.103090744,16565.82552,1267.285653
0.4306549,,-0.102298932,27277.56233,2086.733518
-0.313051556,,-0.101283186,0,-404.1435691
0.142127264,,-0.101260759,16690.3806,1276.814116
0.337761263,,-0.100930406,26779.34201,1306.101896
0.4306549,,-0.099962123,24412.79551,1867.578856
0.142127264,,-0.09939131,11957.2876,676.5457593
0.435578263,0.3159,-0.098354246,17562.26616,25611.15799
0.235020901,0.1,-0.097817904,38612.07453,2960.315842
0.142127264,0,-0.097359884,0,1774.481068
0.4306549,,-0.097268635,24537.35059,1877.10732
0.337761263,,-0.096129588,24412.79551,1867.578856
0.4306549,,-0.096006451,21298.91853,1795.060716
0.142127264,,-0.095931094,17064.04584,1305.399507
0.142127264,,-0.095931094,17064.04584,1305.399507
-0.229447283,,-0.095926921,0,-786.7901399
0.337761263,0,-0.095808578,26779.34201,-7629.958166
0.4306549,,-0.095595599,23914.57519,1829.465002
0.4306549,,-0.095595599,23914.57519,1829.465002
0.142127264,,-0.095305057,0,-832.3637764
0.337761263,,-0.095059361,24537.35059,1562.481147
0.4306549,,-0.094314341,21672.58377,1657.952658
0.142127264,,-0.094206033,17188.60092,1314.92797
0.142127264,,-0.093182119,0,-1066.251119
-0.313051556,,-0.093156144,7510.671271,14829.19939
0.4306549,,-0.092868912,24039.13027,1838.993466
0.142127264,,-0.092505794,17313.156,1324.456434
0.142127264,,-0.092505794,17313.156,1324.456434
0.4306549,,-0.092110628,23540.90995,1800.879612
0.142127264,,-0.091787907,0,-1779.951464
0.337761263,,-0.091335803,30889.65962,2363.058961
0.235020901,,-0.090945776,16565.82552,1267.285653
0.142127264,,-0.090414713,0,-842.6823356
0.4306549,,-0.090402641,27900.33772,2134.375836
-0.313051556,,-0.090295778,0,-357.7100527
0.337761263,,-0.089235229,29768.66391,4228.803408
0.142127264,,-0.086340461,7174.372558,548.8395007
0.337761263,,-0.086162416,2354.090995,-1218.66655
0.235020901,,-0.086042332,17686.82124,1353.041825
0.071063632,,-0.085680273,6265.12048,479.2817167
0.4306549,,-0.084855793,24412.79551,1867.578856
-0.229447283,,-0.083727505,1419.927902,2768.924857
0.337761263,0.2106,-0.083361832,25035.5709,3525.436946
0.142127264,0,-0.083284996,215231.1767,-447711.285
0.142127264,,-0.083019796,17811.37631,2037.617672
-0.415234557,0,-0.082030969,39483.96008,3662.360339
0.142127264,0,-0.081739457,0,-674.9448396
0.337761263,,-0.081199652,31636.9901,2420.229742
0.337761263,,-0.081167834,25284.68106,1934.278101
0.142127264,,-0.080767894,0,-1100.646316
0.337761263,,-0.080583809,21797.13885,1035.315371
0.142127264,,-0.08033863,2590.745646,-543.8843414
0.4306549,,-0.079914217,24786.46075,1896.164247
0.4306549,,-0.079648614,24661.90567,1886.635784
-0.229447283,0,-0.079059171,772.2414906,1640.427994
0.142127264,,-0.078697253,0,-868.4787337
-0.313051556,,-0.0784065,0,-318.1555757
0.337761263,0,-0.078166045,31886.10026,2334.102912
0.290571296,,-0.077783967,21049.80837,1610.310341
0.235020901,,-0.077246079,18185.04155,1391.155679
0.4306549,,-0.076809836,28647.6682,2191.546617
0.4306549,,-0.076809836,28647.6682,2191.546617
-0.368787738,0,-0.076282596,5069.39172,15414.29139
0.142127264,,-0.076272264,0,-1513.388684
0.4306549,,-0.076025535,24288.24043,1858.050393
0.432993042,,-0.07510454,25160.12598,1924.749638
0.142127264,,-0.074944603,0,-877.077533
0.4306549,,-0.074834301,24288.24043,2717.201609
0.337761263,,-0.074717331,31761.54518,3009.685277
0.337761263,,-0.074689262,32508.87565,3168.925096
0.4306549,,-0.074545579,24911.01582,1905.692711
0.4306549,,-0.074355091,24911.01582,2950.251604
0.383464933,,-0.074152191,18309.59663,1400.684142
0.4306549,0.3106,-0.07383166,26156.56662,5243.534187
0.337761263,,-0.071097423,25907.45646,1981.920419
0.383464933,,-0.070220475,18683.26187,1429.269533
0.337761263,,-0.069951139,21423.47361,1638.895731
0.290571296,0.1598,-0.069587934,23790.02011,2424.01879
0.337761263,0.2106,-0.069265279,25907.45646,2164.49881
